0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
0.00275091+0.000686073j 0.0128199-0.0190362j 0.0253839-0.0267215j 0.0188515+0.00723334j -0.0135156-0.00911396j -0.0138194+0.00546042j 0.00376569+0.029213j 0.0109624-0.0156454j -0.0140879-0.0178558j 0.00540873+0.0111553j -0.0209104+0.0373339j -0.00429317-0.0281129j 0.0281049+0.0133949j 0.015201+0.00277177j -0.0698598-0.00824016j 0.00350725+0.00273903j -0.0183658+0.00370538j 0.00730522+0.0120924j 0.013596-0.0264353j -0.00780533-0.022137j 0.0122375-0.00459349j -0.0182271+0.00582314j 0.0444141+0.011394j 0.0343513+0.0191143j 0.0151515-0.00943997j 0.0217632+0.0306716j 0.00351242+0.0125944j 0.0523429-0.00956346j 0.00568902+0.00957791j -0.000125549-0.0184045j -0.00333119+0.0260507j -0.0145631-0.0049546j 0.0225576-0.0051954j -0.0119027+0.00177619j 0.0277323-0.0233887j -0.0261598+0.00658336j 0.00983654+0.00412069j -0.00742516+0.0169689j -0.00047129+0.0128017j -0.0345079+0.0329949j 0.0168352-0.00757978j 0.0312667-0.0158603j 0.02336+0.000876617j -0.00802899+0.00641001j 0.00912861-0.0184454j 0.000313073+0.00518265j -0.0252999+0.0347775j -0.00640371+0.025842j 0.0143872-0.0157686j 0.00613233-0.00547055j -0.0209146-0.00166167j 0.00450704-0.0106396j -0.00833346+0.021167j -0.000193997+0.00610331j 0.0143502+0.0014555j -0.00207428+0.00447535j -0.00346553-0.010143j -0.0117566+0.0100913j -0.00464152+0.0254207j -0.00414137+0.0074131j 0.00397808+0.000530473j -0.00528924-0.00794972j -0.0153846+0.00342406j 0.00148146-0.00316943j 0.01834-0.00103576j 0.0138188-0.032412j -0.0194685+0.0290722j 0.00931801+0.0198227j -0.0144801-0.00100898j 0.0226203-0.0106834j -0.0125856-0.00498121j -0.00383439+0.00837728j -0.0236091+0.0205045j 0.00842574+0.00256219j -0.00775074+0.00625957j -0.0111525+0.00167513j 0.0105985+0.0134546j 0.0106898+0.00159117j -0.0101118-0.00141636j -0.0024834+0.00387464j -0.0115812+0.01232j 0.00610932-0.00750342j 0.00694189-0.00195955j -0.000425617+0.00668173j 0.00140113+2.66806e-05j -0.000736129-0.00345557j 0.00530341+0.0082065j 0.0164055-0.0159368j -0.00278309-0.00352318j 0.0094117-0.0145153j -0.0192563+0.0193667j 0.0131374+0.0140499j 0.00537425-0.0111889j 0.0170336-0.0328819j -0.0159115-0.00589085j 
-0.00283088+0.00928195j -0.0030319-0.00355464j -0.0107255-0.00931998j 0.00386509-0.00538312j -0.01325-0.00132134j -0.0156616+0.0074437j 0.0158411-0.0046862j -0.0140081-0.0118404j 0.00616098+0.00793131j 0.010281+0.0182604j 0.0795431-0.030008j 0.0411086-0.0155679j 0.0348122-0.00316382j 0.0475508-0.0238166j 0.0103928-0.000764563j 0.0627065-0.0168624j -0.0190236-0.022195j 0.112163-0.0486787j 0.0558512-0.0162632j -0.0631242+0.0404636j 0.0562243-0.0511896j -0.0216726-0.0044325j -2.44581e-06-0.0452066j -0.055339+0.0820699j 0.0627943-0.0403888j -0.0273252+0.0400786j -0.0386921+0.0356309j 0.022419-0.034493j -0.0956617+0.0885437j 0.0440657+0.0248547j 0.0107935-0.0161519j 0.0240725-0.013843j -0.0103285-0.0301397j 0.0137097-0.0291629j 0.0352091-0.0367475j -0.0118839-0.0107926j 0.046575-0.0349101j 0.0135946+0.0078006j 0.0373481-0.0189385j -0.0272409-0.0237708j 0.0507474+0.0218343j 0.0703647+0.0137938j -0.0165888-0.0148813j -0.00455741+0.0214907j -0.0140888+0.00610635j -0.0496169+0.0566366j 0.0135968+0.0251078j -0.0145273+0.015289j 0.00369017-0.0077621j 0.0115985-0.00059652j -0.00155806+0.0107028j -0.0155252+0.00444948j -0.00893206+0.0114279j 0.0172851-0.0170443j 0.00582446-0.0398517j -0.0160127+0.00362181j -0.00613124+0.0154468j -0.0153839-0.00510971j 0.00991427-0.00266107j 0.00835248-0.00122229j -0.0224689+0.00695567j 0.00602863+0.000669564j -0.0112371+0.0186903j 0.0105812+0.0133666j 0.0135708-0.0305716j 0.0173052-0.0120147j -0.0111423+0.00558337j 0.00686434-0.011618j 0.0236707-0.0112919j -0.0187118+0.00561998j 0.00534014-0.00813683j 0.0172864-0.0142849j -0.0149229+0.00909736j -0.00347214+0.0075475j 0.00551144-0.000106104j 0.0030399-0.0044925j 0.00554844+0.00535976j -0.0133597+0.00360252j -0.0140925+0.01053j -0.00421012+0.0162947j -0.00291072-0.0191047j -0.00933491+0.00821118j 0.00152725+0.00338511j 0.0020873+0.00777315j 0.0396907-0.0431709j 0.00201425+0.0164595j -0.0291237+0.00801822j -0.0167464+0.00106048j -0.00876546-0.00892269j -0.0140757+0.00154115j -0.0147646-0.0122831j 0.000300138-0.00352446j 0.00494407-0.0240951j 0.00808765+0.00567993j 0.00898821+0.007441j 
-0.00893833+0.00378287j -0.00419368-0.00867332j -0.00481628+0.00667858j -0.00185327+0.0112454j 0.00037298-0.0113975j 0.00423502+0.014356j -0.00795845+0.00172862j -0.0287265-0.0136336j -0.012561+0.00925873j 0.0175131+0.00671869j 0.012021-0.0337802j -0.00725253+0.0301792j -0.00657488+0.00270708j -0.0303178-0.00111514j -4.16288e-05-0.010973j 0.0409925+0.00398245j 0.0238743-0.00629007j 0.0629837+0.00834865j -0.0181123+0.0317402j -0.00301478-0.00398468j -0.050215-0.0178408j -0.0320455+0.00348058j -0.0057977+0.00483891j 0.0116588-0.00866342j 0.0570729+0.0586483j -0.0498026+0.0060283j 0.0957805+0.050873j 0.108376+0.137855j -0.061293+0.0417863j 0.077773+0.046397j 0.0491932-0.0125192j -0.0339219+0.00437742j 0.0499589-0.0157281j 0.0663731-0.0152789j 0.0109657+0.0139634j -0.0103641-0.0163096j -0.00907338+0.00597281j 0.0171236-0.0410588j -0.0228032+0.00615168j -0.0138487-0.0277077j 0.0237098+0.0162416j 0.0220448+0.0347182j -0.00820472+0.0302813j -0.0088405+0.0160747j -0.0134478-0.00723406j 0.00950484+0.0352946j 0.0242097+0.00416924j -0.00134714-0.0191703j 0.00883442+0.00709283j 0.0187992+0.0066178j -0.00462564-0.0122615j -0.0136269+0.00340743j 0.00519489+0.0228199j 0.00562709+0.0106389j -0.0107072+0.00612348j 0.00330146+0.00391038j 0.00807324-0.00723654j -0.00396044-0.010136j 0.0211893+0.00614342j -0.0104213+0.00850377j 0.016007-0.00879179j -7.32619e-05-0.00103784j -0.0087685-0.00329147j 0.00109323+0.00750357j -0.00869983-0.00159173j 0.00191687-0.00676969j 0.00527296+0.0093851j 0.0162259+0.0146005j -0.0108358+0.00483703j -0.0041176+0.00274798j 0.000246421-0.00476703j 0.00460689-0.0113126j 0.00923312-0.0184877j -0.00751991+0.003267j -0.00817649-0.0137307j -0.0156747-0.0142453j 0.00687276+0.00091222j 0.00199325-0.0129737j -0.0156259-0.0207106j 0.00960586+0.0375227j -0.00924431+0.01017j -0.0193961-0.0218579j 0.0087908+0.0158266j 0.0052858-0.00769666j 0.02487-0.0194302j 0.0118821-0.00194324j -0.00168719+0.00457875j 0.0240627+0.0204191j -0.000492595-0.0194311j -0.0128385+0.000945643j -0.00467987-0.00591693j -0.0151015+0.0205806j -0.0070968-0.0130926j -0.00645282-0.0088721j -0.000273214-0.00514088j 
0.0074785-0.0113115j -0.00501202-0.0052157j -0.00327191-0.000541786j -0.0142622+0.0112622j -0.0099541+0.021325j 0.00370853+0.0151249j -0.0276064+0.00950604j 0.00952078+0.00167368j -0.0118349-0.00990314j -0.0525678+0.0201366j 0.0574089-0.0458646j 0.0625521-0.00973426j -0.040982-0.0219867j -0.0547236+0.0011861j 0.0905006-0.00401279j 0.00383133-0.0372061j 0.0186077+0.00552501j 0.017324-0.0289491j 0.0252346-0.0526963j -0.0117835+0.0459004j 0.0264503+0.0123189j 0.0225402+0.0205472j 0.0146422+0.00858806j 0.0679498-0.00318376j 0.0130296-0.00148084j 0.0331092+0.0324114j -0.037864+0.0425002j -0.0401801+0.0394047j -0.000533139+0.034403j -0.0536001-0.00166493j 0.0749269-0.0447711j -0.054573+0.0351256j 0.0792729-0.0404765j -0.00337821-0.00501635j -0.0331352-0.00466502j -0.00855917+0.00467579j 0.0215107-0.0249358j 0.0364752-0.052178j -0.007934+0.00207707j 0.00133614+0.00403511j -0.0197201+0.00964613j -0.0202837+0.0238538j 0.00570177-0.00264034j -0.0157708+0.019649j 0.024862-0.0294129j -0.00242884+0.0158287j -0.014639-0.00756866j -0.00939035+0.0143373j -0.0111438+0.00160316j -0.00678878+0.00262702j 0.0064625+0.00162461j 0.0188708-0.00367512j -0.00269562+0.0125971j -0.0127597+0.00484677j 0.00109476-0.0105209j 0.00611464+0.0216567j 0.000836275+0.00826124j 0.0186958-0.00575338j 0.00151913-0.0074706j -0.0050993-0.00585796j 0.0129286+0.00466841j -0.00240616-0.00752145j 0.00519294+0.00462573j -0.0210416+0.0149015j -0.00229701-0.00784317j -0.0173874+0.010434j -0.00530271+0.0147523j -0.00993176-0.00263243j 0.0228061-0.00965626j -0.0158507+0.0134151j 0.00392808-0.0228409j -0.000797039+0.00739735j 0.000871876+0.0174848j -0.0103703-0.00599964j -0.0208874-0.0109285j 0.0173792+0.00945595j -0.0074064-0.00437749j 0.0134399+0.00262665j 0.00580983+0.00728683j -0.0284876+0.0142489j 0.0012544-0.0119712j 0.017922+0.00301371j -0.00152058-0.012113j -0.0198376-0.0130525j 0.0320898-0.0273251j -0.0137476+0.00640254j 0.0226815+0.000811177j -0.0208155-0.00148449j 0.00823089+0.00205961j -0.0342688+0.00628864j 0.00132966+0.00423134j 0.00502953+0.00279472j 0.0212761-0.0204306j -0.00605589-0.0110618j 0.00714554-0.0143627j 
-0.00329615+0.00886043j -0.00088812+0.00465318j -0.0102508-0.00401613j -0.00126042+0.0114841j -0.00306928-0.014202j 0.00242332-0.0265069j -0.00908949+0.0151752j -0.0108779-0.0157488j -0.012688-0.0146774j 0.00684806+0.0297086j 0.0571104+0.0126128j 0.0392333+0.0492139j -0.0370692+0.0483308j -0.00603394+0.028541j 0.0413559-0.0225799j 0.00678389+0.0268617j 0.00686677-0.0190455j 0.0477571+0.0479007j -0.000415436+0.0136765j 1.19432e-05-0.00785073j -0.00785678+0.0402737j 0.0264907-0.00223983j -0.0091707-0.0567983j 0.0513963+0.111494j -0.0295156+0.0368424j 0.0456214+0.0371381j -0.0333949+0.0619699j -0.0429761-0.0392637j 0.012564-0.038108j -0.0198301+0.041351j 0.0208156-0.0596022j -0.00695887+0.0328741j -0.00344713+0.0227075j 0.015581-0.0433171j -0.0325793+0.0225288j 0.00190845-0.0440361j 0.0103231-0.0105781j 0.0129527-0.00281864j -0.0148951+0.0282514j 0.0141051+0.0373455j -0.0129883-0.0425784j -0.00102553-0.054015j -0.0121077+0.0429102j 0.00129618-0.0131367j -0.0185688+0.0298442j -0.00817128+0.0542946j 0.00687445-0.0133867j -0.00754346-0.0145633j -0.0156391+0.0152447j -0.00364103+0.0204527j 0.00583837-0.0272408j -0.005694+0.0179962j 0.00334891+0.00819073j -0.00768016-0.0023338j 0.00220652+0.0113896j 0.0016409-0.0423502j 0.00976559-0.0187852j 0.0165337-0.00285649j 0.00548903-0.0123955j 0.0125698-0.00197267j 0.00523143-0.00766995j -0.005105-0.00470091j 0.00938549+0.0125385j -0.00797269-0.00226919j 0.00129521+0.0147275j -0.00238424-0.0127765j 0.0145942-0.00633857j -0.00365679-0.0260945j 0.00797732-0.00323012j -0.00525507-0.00226589j -0.00799228+0.0248888j -0.0029846-0.00759623j -0.0166692-0.00469896j -0.0030899+0.00492525j 0.00041805+0.0145212j 0.0215356+0.000401653j -0.00426695+0.0119163j -0.0014139-0.00332934j 0.0226614+0.00111339j -0.00381554+0.0219051j -0.0170422-0.0208798j 0.00117627+0.00285919j 0.00757662+0.0457247j -0.00436266-0.00146748j 0.00221116+0.0186627j -0.0154233-0.0174191j 0.0106856-0.0118732j -0.00240898+0.0238798j -0.000872892-0.0042875j -0.0174138+0.00770481j 0.0106923-0.0104626j 0.00146226+0.02028j -0.000431172+0.00531018j -0.00539151-0.00279837j -0.00237768+0.000788367j 
0.00309797-0.00458813j 0.00655914-0.00271745j -0.00986646+0.00907348j -0.00528701+0.00705721j -0.0066362+0.00479722j -0.00393433-0.00653153j 0.00518401+0.00629601j 0.00836626-0.00185686j -0.00927231+0.00581771j -0.0127924-0.0182258j 0.0383434-0.0161931j 0.0209854+0.0344511j -0.00334645-0.0485062j -0.00940268-0.0173679j 0.0300284+0.0572831j -0.0206136-0.0214997j 0.0185958+0.0303618j 0.0339014+0.00544008j 0.00902851-0.0200988j -0.0178661+0.0114598j 0.0582135-0.0205973j 0.0556687+0.0543671j -0.0116978-0.0120952j -0.00554194+0.0270173j 0.0354426+0.0078037j -0.0114761-0.000458176j 0.0688445+0.0676181j 0.0202784+0.0340467j 0.016602+0.00272917j -0.0322307+0.00736091j -0.0511839+0.00394779j 0.0411627-0.0168473j -0.0232147+0.0450766j -0.0458085+0.0175077j -0.00544575-0.018974j -0.0182051+0.0108285j -0.00538071-0.0248238j -0.0220967-0.00120788j 0.0342886-0.027816j 0.0516723+0.000647305j -0.0661459-0.0136707j -0.0386659-0.0367092j 0.017686+0.00730744j 0.0148148-0.00465009j -0.010963+0.016303j 0.0158473+0.0180613j -0.0188112+0.00320291j -0.0100905-0.0212728j 0.00417829+0.00519703j -0.024366+0.008549j -0.00610433+0.0140875j 0.0101416-0.000289063j 0.0198587-0.0163216j 0.00615652-0.0179621j 0.0181314+0.0135953j 0.00495734-0.00406417j 0.00669566-0.0108401j 0.00432193+0.0135286j -0.0106774-0.0149391j -0.00155093+0.00403573j -0.00379008-3.85388e-05j -0.0151925+0.00221589j 0.00629294-0.0183806j -0.0128906+0.0203462j 0.0269274+0.00138562j -0.0177581-0.0121475j 0.0107668+0.0164301j -0.00707437-0.0156747j -0.00240456+0.0173209j -0.0145584-0.00370504j 0.00807135-0.0297496j 0.020889-0.00676085j -0.000314282+0.00643654j -0.0100784-0.0121887j -0.00276194-0.00185793j -0.000704428+0.00393702j -0.00597107+0.00956153j -0.00535711-0.00299571j 0.0121941+0.00962375j 0.00464521+0.0112008j 0.0177127+0.00872931j -0.00203806+0.00320248j 0.0158587+0.012621j -0.000154067-0.00400065j -0.0124159-0.0165978j -0.0140223-0.0125515j 0.00696594-0.00642889j 0.0126147-0.0119707j -0.0132643+0.00224633j -0.00362083+0.0101146j 0.00523833+0.00814967j -0.00623899+0.00448731j 0.0157063-0.00270384j -0.00649137+0.00423954j 0.0038746-0.00695021j 
-0.00428249+0.00919562j -0.0159282+0.00253108j -0.0129068-0.00451314j -0.0114918+0.00651087j 0.00412628-0.0204111j 0.021142-0.0035652j -0.00993487+0.0216136j 0.00893312-0.00839318j 0.0123068-0.0132003j -0.0293184+0.00777011j 0.0217622+0.00691612j -0.00416776+0.0101533j 0.0141802+0.0594733j -0.0262464+0.0326733j 0.0239861-0.0749387j -0.00545685+0.0497215j -0.00630278-0.0172451j -0.0221891-0.0125247j 0.041189+0.0151753j -0.0199196-0.0289998j 0.0142199+0.0577955j -0.0389485-0.0530397j -0.0188857+0.0407952j -0.0613437-0.0177541j -0.0400346+0.0240877j -0.0366212-0.00188976j -0.100647-0.00360092j -0.0350349+0.0586789j 0.0167939-0.00304461j -0.0479673-0.0125706j -0.0137284-0.0502259j 0.0317097+0.0160412j -0.0811946+0.00162687j -0.0427512-0.0203714j -0.0168126+0.0280429j 0.00446428+0.00332863j 0.0149536+0.0183701j 0.0170312-0.0359199j 0.00327396-0.0140777j -0.00889352-0.013698j 0.0464075-0.00591656j 0.0543121+0.0178311j -0.0299543+0.0259729j 0.0159523-0.0223302j 0.00279802+0.00883021j -0.0191155-0.0120525j 0.0157167-0.0226372j 0.0179849-0.0217559j -0.0152703+0.0181154j -0.0050627+0.0278043j 0.0332172-0.00792198j -0.0166477+0.0223486j 0.00146245-0.0123759j 0.0151609+0.00337528j -0.00427954+0.00631517j 0.00966899-0.0406924j -0.00339519-0.0275759j -0.00242435+0.00369139j -0.00348179-0.00366558j 0.00884076+0.0182094j 0.00167311-0.0151718j 0.00966926+0.00863097j 0.00670914-0.0152494j 0.00556801+0.0102971j -0.00338142+0.00810223j 0.00889697+0.0101241j -0.00489823+0.0016645j 0.0099426+0.0147692j 0.0140794-0.019548j -0.00369242-0.00328231j -0.00555601+0.0316333j 0.0117234+0.0295823j -0.0089209-0.0258752j 0.00305297+0.011379j -0.00625175-0.000930541j -0.0122747-0.0138647j -0.00819838-0.0159106j -0.00713838+0.00868042j -0.0112294-0.00456487j -0.00261331-0.00925934j -0.0079046+0.00473666j 0.0066184-0.00323789j -0.0167602+0.0294002j 0.00712034+0.0111611j -0.0158239+0.0215207j 0.0129694-0.00467678j -0.00605152+0.0129653j -0.00746812-0.00386043j -0.001099-0.0174196j -0.00420677+0.0103996j -0.00223027+0.00979716j -0.0169626+0.016448j -0.00608176+0.00714968j -0.00255399-0.00305667j -0.00173092-0.015384j 
0.0007552-0.00658175j -0.00349384-0.000571744j -0.00645367-0.0102018j -0.015248+0.00765246j 0.0184216-0.00850253j 0.00879724+0.0014743j -0.00691708+0.0237883j -0.0322451-0.0272793j 0.0119285-0.00591622j 0.00377992+0.0155971j 0.0147872+0.0463119j 0.0264518+0.0562718j -0.0184417+0.0158609j -0.00798025+0.0444329j 0.0526387+0.0176012j 0.0465369+0.00115757j 0.0105454+0.0226763j 0.0518809+0.0919107j -0.00619969+0.0202366j 0.00459577-0.0457458j -0.0464191+0.0666403j -0.0185257+0.0392109j -0.0566064-0.0157692j -0.00195585-0.0339427j 0.0124335+0.0295387j -0.0428854+0.0134636j 0.046032-0.0323655j 0.038647+0.0265215j 0.00684594-0.0143176j 0.034477-0.069586j -0.0125754-0.0463253j -0.0126681+0.026716j -0.0304286-0.00503148j 0.0111819+0.0194086j -0.0166161+0.00352234j 0.0222571+0.00917143j -0.0308881+0.0532587j -0.0266797-0.0305783j -0.0211362+0.0180023j 0.0130778+0.0159369j -0.000448066-0.0189874j 0.0164532-0.0214073j 0.00428131+0.0243409j 0.00405611-0.0230338j -0.00728679-0.0275368j -0.00180462-0.0214276j 0.0418834-0.0162912j 0.00161393-0.0224707j -0.000210294+0.0107971j -0.00493611+0.00419078j 0.0028995-0.00453407j -0.0154533+0.0122255j 0.0192412-0.0162821j -0.00277387-0.0251881j -0.00447623+0.0150708j -0.00929118-0.0358914j 0.00390252-0.0222397j -0.000128086-0.00165766j 0.016102+0.0201279j 0.00674691-0.0179879j 0.00807013-0.0194741j 0.00962046+0.00222347j -0.00944447+0.00070885j 0.00182286-0.0108216j -0.00729798-0.00287403j 0.0109022-0.00130548j -0.00162418-0.00450554j 0.0107229-0.00879353j 0.00183799+0.0206109j -0.0117383-0.00189851j 0.00657934+0.0163051j 0.000189307+0.00851988j 0.013434+0.00202253j -0.0141461+0.0147608j -0.00211507-0.0222651j 0.011733-0.00012206j -0.00915985-0.0218371j 0.00491065+0.00234621j 0.00217267-0.00255373j 0.014417-0.000260664j 0.00886512-0.00236685j 0.0100704+0.0113234j 0.00248487+0.0116626j 0.00408465+0.017548j -0.000575155+0.00233296j 0.0304126-0.0128535j 0.00592217-0.0270075j -0.00366086-0.0201277j 0.00531269-0.0128667j 0.00128663+0.0114395j -0.00540228+0.0082714j -0.00473932+0.0115693j -0.00589346+0.0181768j 0.00991251-0.000910619j 0.00512534+3.71933e-05j 
-0.0107921+0.000833958j -0.000885771-0.00787261j -0.0152795+0.00378675j 0.00922717+0.0188816j -0.0090084-0.00381564j -0.0118445+0.0135306j 0.0132805+0.00998129j -0.00562562-0.00257088j -0.0202687-0.00638015j 0.0476969-0.000280446j -0.00392914-0.0263526j -0.0461381-0.0501031j 0.0365637+0.0151051j 0.0186692-0.00856918j -0.0801504-0.0407147j -0.01779-0.0054238j -0.00503265-0.00703766j 0.0293959-0.0301678j -0.0209667-0.036716j 0.00569285+0.0090285j -0.00975485+0.00932403j -0.0171788-0.0365546j -0.000185448-0.00616517j 0.0347716+0.00313067j -0.0371714-0.0381854j 0.044748+0.00538099j -0.00838599-0.0132212j -0.0228927-0.0352011j -0.0497124+0.0166146j 0.0125538-0.0158089j 0.0122864+0.0152666j -0.00539737-0.00970528j 0.035083+0.00107137j 0.046674-0.0171559j 0.00119989-0.00853069j -0.0290667+0.0187408j -0.00256469+0.00487834j 0.0105688+0.00987019j 0.0225358+0.0053388j 0.014582+0.0113304j 0.00246866-0.00302702j -0.0286268-0.0227649j 0.0045697-0.00307539j -0.00196106-0.0253843j -0.0274811+0.00208221j -0.00220825+0.0227552j -0.0134243-0.000769007j 0.00308608+0.000252221j -0.0024736-0.0111517j 0.0191696-0.00306174j -0.00750084-0.000674049j -0.00916133-0.00856346j -0.00640205+0.00275554j 0.012297+0.00422737j 0.016343-0.00619345j 0.00634271-0.00813218j -0.0131813-0.0156831j 0.00303532+0.00886039j 0.00355263+0.0132333j -0.0104866+0.00785584j 0.00226981+0.00423793j -0.0156683+0.0079974j -0.00462567+0.0118432j -0.000795406-0.00483366j 0.00125061+0.00127248j -0.0244643-0.00129202j 0.0282222-0.00489803j 0.014267+0.0055525j -0.00680548-0.0118886j -0.000887958+0.00728231j -0.010376+0.00827497j -0.00156767+0.00280889j 0.0145169-0.00718669j 0.0033345+0.00459459j 0.000250622+0.011525j 0.00774908+0.00938825j 0.000695793+0.000482603j 0.00772346+0.0254512j 0.0204096-0.00601227j -0.0103946-0.00440698j 0.0194696-0.00959926j 0.0188576-0.00395335j 0.00147535+0.00194723j -0.0038005+0.00849674j 0.0153244-0.0163179j 0.00237209+0.0213723j 0.000583278-0.00495092j 0.00538808-0.0125912j 0.00439977-0.0149938j -0.0142269+0.00557542j 0.00325906-0.0107718j -0.00892647+0.00487627j 0.0151637+0.000376155j -0.0219437+0.00716648j -0.000541469+0.00656664j 
0.0018112-0.00603236j -0.00986487+0.0029025j -0.010889+0.0150318j -0.00192681-0.00538283j -0.00568762+0.00576387j 0.0238408+0.00132629j 0.0010049-0.0203344j 0.00200404+0.0132873j -0.0103407+0.00452612j 0.0157874-0.0343085j 0.0260269-0.0397096j -0.0268047+0.00102093j 0.0209794+0.00343273j -0.0188796+0.0214996j -0.0367232-0.00350847j 0.0101764+0.0308231j 0.000137677-0.0200431j 0.00843022-0.0396297j -0.00904183+0.00390995j 0.00243816-0.0042813j 0.00266876-0.0141492j -0.042859+0.00735849j 0.0218981+0.036832j 0.00114389+0.022176j -0.0147162+0.0181961j -0.00549269+0.0601638j -0.0426003-0.045592j 0.0437566-0.0301602j -0.0155362+0.00856607j -0.0325838+0.0385712j 0.04981+0.0320514j -0.0418134+0.00850198j 0.0411692+0.0138059j 0.0588952-0.0393467j -0.0275328+0.035802j 0.0155933-0.0295661j 0.0179386+0.0121445j 0.0107745+0.0314647j -0.0256336+0.0116531j 0.0113191-0.01518j 0.0110504+0.0269838j -0.0251836+0.0387885j -0.0147762+0.0128066j -0.018573-0.00617872j -0.0247867+0.0258511j -0.0258527-0.0191711j -0.00209708-0.0174637j 0.00113716-0.0193507j -0.00468356-0.0208084j -0.0120797-0.00280197j 0.0112805-0.00610157j -0.00240343-0.00214377j 0.00880294-0.0217976j -0.00385772+0.0101592j 0.00073981-0.0189675j 0.00465887+0.00429496j -0.00324914-0.00751529j 0.00246935+0.00277479j 0.0205224-0.0107222j 0.00328472-0.00132385j 0.00513203+0.0131266j 0.00801319-0.00512724j 0.00115045+0.0232431j -0.000718652-0.00305626j 0.00122276-0.0111437j -0.00606872+0.0166071j 0.000561055-0.0207129j 0.0120802-0.00623161j 0.0085646-0.0173576j -0.0201579+0.0162402j -0.00853575+0.00558995j -0.00201335-0.0136456j 0.0127584-0.0227042j 0.00381675+0.00518427j 0.00735961+0.00871335j 0.00322927-0.00104181j -0.000470729+0.000797817j -0.00440685+0.012932j -0.0100043+0.00244543j -0.00121424-0.00231919j 0.0102683-0.0101918j -0.0112595-0.00157671j -0.00371462-0.0108569j 0.00422609-0.0135597j 0.0149509-0.0102882j -0.00648433-0.00156263j 0.00501725+0.00239693j 0.000722777+0.00197308j 0.000754212-0.000566361j -0.0245514+0.0104698j 0.0277287-0.011762j 0.00709798-0.0106147j -0.00238873-0.00311769j -0.0017682+0.0158176j 0.0125575-0.00664548j 
