-0.102152-0j -0.0103606-0j -0.010468-0j 0.571917-0j -0.000857974-0j 0.707711-0j -0.00106169-0j 0.412832-0j -0.000619319-0j -0.00417687-0j 0.0710419-0j -0.00487302-0j -6.15311e-05-0j -0.0029841-0j 0.0828822-0j -0.00426389-0j 0.0507548-0j -7.17863e-05-0j -0.00175877-0j -4.396e-05-0j 0.0725219-0j -6.2813e-05-0j 0.0299138-0j -2.59091e-05-0j -0.00321513-0j -0.000535854-0j -0.00363187-0j 0.0634719-0j 0.00644459-0j -0.00296541-0j -3.94694e-06-0j -0.00299614-0j -0.000605312-0j 0.0716992-0j -0.00259473-0j -0.000494235-0j 0.00727993-0j -0.00214055-0j 0.0585421-0j -0.000499357-0j -4.45854e-06-0j -0.000683915-0j 0.00594404-0j -0.000432456-0j 0.0591488-0j 0.0512244-0j 0.00600564-0j -3.64039e-06-0j -0.000356758-0j 0.00520104-0j 0.0422579-0j -0.000113986-0j -3.67811e-06-0j 0.0135016-0j 0.00429064-0j -3.18534e-06-0j -2.62777e-06-0j 0.00137088-0j -8.39585e-07-0j 
8.37658e-07-0j -0.000858943-0j 0.000843138-0j -6.83074e-06-0j -0.0135171-0j 6.03165e-08-0j 0.000119358-0j -4.83825e-06-0j -0.00957425-0j -0.000350692-0j -6.12148e-05-0j 1.16164e-05-0j -0.0224958-0j -0.000250547-0j 2.02769e-06-0j 0.000347807-0j -4.37339e-05-0j 0.000745155-0j 0.000434593-0j -0.0160718-0j 6.07111e-05-0j 0.0223107-0j 7.58599e-05-0j 0.0278778-0j 1.85223e-06-0j 0.00647449-0j 2.97816e-08-0j 1.89042e-07-0j 0.000529042-0j -3.40767e-06-0j -0.00596037-0j 3.34497e-06-0j 0.000104102-0j 3.03957e-09-0j 2.1277e-08-0j -0.0119116-0j 8.50637e-06-0j -2.41367e-06-0j -3.47794e-07-0j 0.0116924-0j -9.58357e-05-0j -1.54797e-06-0j -0.000973316-0j 7.43742e-05-0j 3.41395e-07-0j 2.17158e-09-0j 0.000955407-0j 0.0109657-0j -0.00843703-0j 6.07725e-06-0j -2.46344e-07-0j -0.00541094-0j -0.0107639-0j -1.57989e-07-0j -0.000689404-0j -6.84683e-05-0j 0.00776706-0j -0.000442138-0j 0.00498128-0j 
0.00064963-0j 0.00214034-0j 0.0103254-0j -1.28444e-05-0j -0.00829457-0j 4.67773e-05-0j 0.0302076-0j -1.07882e-05-0j -0.00696676-0j -9.02545e-06-0j 0.000152537-0j 3.09896e-05-0j -0.00182285-0j -6.44809e-06-0j -0.000523747-0j -4.39915e-05-0j 0.000108978-0j 0.00625888-0j 5.35989e-05-0j -0.0013023-0j 0.00074349-0j -0.00888485-0j -0.000905862-0j 0.0108252-0j 0.00136088-0j 0.000110699-0j -0.00452432-0j -7.09056e-07-0j -0.000647555-0j 0.00125518-0j -0.000235494-0j 0.00605522-0j -0.000368025-0j 2.35729e-06-0j -0.00323233-0j 0.000102102-0j 0.00215283-0j 0.00105425-0j -6.53984e-07-0j 0.000492555-0j 0.00078291-0j -0.00541095-0j -0.00059726-0j -0.00026293-0j -3.15493e-06-0j 1.68413e-06-0j -0.00288128-0j -0.000217203-0j 8.57569e-05-0j 0.00153805-0j -5.49293e-07-0j -0.000440148-0j -0.00104783-0j 2.81925e-06-0j -0.000501649-0j 0.000559338-0j -0.000182433-0j 0.00257472-0j 0.000936337-0j 
-1.6616e-07-0j 4.86724e-06-0j 4.91768e-06-0j -9.66881e-09-0j -9.68743e-05-0j -1.19645e-08-0j -0.000119876-0j -6.97932e-09-0j -6.99275e-05-0j 2.05051e-08-0j -1.0469e-06-0j -7.9264e-09-0j -0.00402188-0j -4.85391e-09-0j 4.04689e-07-0j -6.9356e-09-0j 2.4782e-07-0j 0.00155469-0j -2.86079e-09-0j 0.000952048-0j 3.54103e-07-0j 0.00136035-0j 1.4606e-07-0j 0.000561116-0j -5.22969e-09-0j 2.51736e-07-0j 1.78296e-08-0j -5.33753e-10-0j -7.56295e-06-0j -4.82351e-09-0j -0.0122366-0j -4.87349e-09-0j -8.58243e-07-0j 1.81973e-09-0j -4.22057e-09-0j 2.32184e-07-0j 2.57844e-05-0j -3.48179e-09-0j -4.92297e-10-0j 2.3459e-07-0j 0.0417182-0j -1.11245e-09-0j -6.97554e-06-0j 2.03161e-07-0j -4.97399e-10-0j -4.3076e-10-0j -7.04783e-06-0j -0.0112862-0j 1.67599e-07-0j -6.1036e-06-0j -3.55359e-10-0j 5.35487e-08-0j -0.0114031-0j -1.13539e-10-0j -5.03521e-06-0j -0.0098754-0j -0.00814679-0j -1.60877e-06-0j -0.00260294-0j 
-0.000152896-0j 4.6024e-05-0j -1.56679e-05-0j 0.00258584-0j -1.28417e-06-0j -0.00949677-0j 4.71625e-06-0j 0.00186656-0j -9.26962e-07-0j -6.25171e-06-0j 0.000321205-0j -7.29367e-06-0j -9.20965e-08-0j -4.18215e-06-0j 0.000374739-0j 1.89411e-05-0j 0.000214874-0j -1.07446e-07-0j -2.63242e-06-0j -6.16089e-08-0j -0.000973171-0j 2.79029e-07-0j 0.000135251-0j -3.87793e-08-0j -4.81223e-06-0j -8.02038e-07-0j -5.43599e-06-0j -0.0275636-0j 2.91382e-05-0j 1.3173e-05-0j -5.90757e-09-0j -4.48446e-06-0j -9.05998e-07-0j -0.0311364-0j -3.63646e-06-0j 2.1955e-06-0j 3.29151e-05-0j 9.50877e-06-0j 0.0754527-0j -7.4741e-07-0j -6.67331e-09-0j -1.02365e-06-0j -7.9763e-05-0j -6.06077e-07-0j -0.0256862-0j -0.020829-0j 2.71536e-05-0j 1.61714e-08-0j 1.5848e-06-0j 2.20189e-05-0j 0.0544647-0j -1.70608e-07-0j -5.5052e-09-0j -0.00586328-0j -5.7576e-05-0j -4.46418e-09-0j 1.16731e-08-0j 6.19822e-06-0j -1.25665e-09-0j 
3.6038e-05-0j 0.0015611-0j -0.000531444-0j 2.09704e-06-0j 0.00414976-0j -7.70161e-06-0j -0.0152405-0j 1.51372e-06-0j 0.00299546-0j -0.000214754-0j -3.74862e-05-0j -0.000250547-0j -0.0137758-0j -0.000143662-0j -4.37339e-05-0j 0.000650652-0j -2.50768e-05-0j -0.0160718-0j -9.04271e-05-0j -0.00921548-0j 0.000113574-0j 0.0417373-0j -1.57844e-05-0j -0.00580061-0j 1.13425e-06-0j 0.0039648-0j 1.28127e-06-0j 1.15764e-07-0j 0.000323971-0j -3.10491e-06-0j -0.00364997-0j 1.057e-06-0j 0.00447872-0j 1.3077e-07-0j 8.57122e-07-0j -0.0108533-0j 0.000365964-0j -2.24124e-06-0j -3.16893e-07-0j 0.00369475-0j -0.00412308-0j 2.41276e-07-0j -0.000886839-0j 0.00299609-0j 1.07879e-07-0j 8.74797e-08-0j 0.000301905-0j 0.00999143-0j -0.00783429-0j 0.000244816-0j -2.28746e-07-0j 0.000843384-0j -0.00340136-0j 2.46251e-08-0j -0.000640154-0j -0.00275818-0j 0.00721219-0j 6.89144e-05-0j -0.000776413-0j 
8.8847e-07-0j -0.000605254-0j 0.000594117-0j 0.0014014-0j -0.0046787-0j -1.23746e-05-0j 4.13136e-05-0j 0.000992621-0j -0.00331395-0j 2.55225e-06-0j 0.00834351-0j -8.45413e-08-0j 0.000515472-0j 1.82342e-06-0j -0.000276372-0j -2.53125e-06-0j 0.00596089-0j -1.70746e-05-0j -3.16286e-06-0j 0.000368271-0j -0.00827486-0j -0.000511231-0j -0.0103396-0j -0.000638794-0j 1.96458e-06-0j -3.1304e-05-0j 3.15882e-08-0j 0.00371208-0j -0.0354201-0j -3.61438e-06-0j 6.65938e-05-0j 3.54788e-06-0j -5.03332e-07-0j 5.96859e-05-0j 2.25677e-08-0j 5.75922e-05-0j -0.000569514-0j -2.56008e-06-0j -0.00682938-0j -5.65325e-05-0j 1.07075e-06-0j -1.64187e-06-0j 0.0651649-0j -3.59598e-07-0j 0.00670372-0j 4.26417e-05-0j -0.0639659-0j -0.000122517-0j 4.07928e-05-0j -0.000406881-0j -0.00483728-0j 2.61618e-05-0j 0.000120263-0j -0.00310231-0j 0.0461566-0j 7.64981e-07-0j -8.67796e-05-0j 0.0296018-0j -5.56546e-05-0j 
-0.000600332-0j 0.00291696-0j 0.00299403-0j -0.00345954-0j -0.000496182-0j -0.00409238-0j -0.000586946-0j -0.00228699-0j -0.00032801-0j -0.00368227-0j 0.0203275-0j 0.00417368-0j -5.35629e-05-0j 0.00780782-0j -0.0230403-0j -0.00369719-0j -0.0431021-0j 6.07111e-05-0j -0.00740316-0j 0.000113574-0j 0.0204099-0j -5.37799e-05-0j 0.0408683-0j -0.000107688-0j 1.94484e-05-0j 0.0223458-0j -2.13439e-05-0j -0.000383943-0j 0.00372702-0j -1.76501e-05-0j -4.58905e-06-0j -1.81164e-05-0j -0.0245237-0j 0.000421363-0j 4.52572e-05-0j -0.0202796-0j -0.00409026-0j -1.16679e-05-0j 0.000348442-0j -0.0208154-0j 5.0363e-06-0j 4.37574e-05-0j -0.0033824-0j 0.0519996-0j 0.000357648-0j -0.000893452-0j -0.00347176-0j 4.16472e-06-0j -0.0134062-0j 0.00867292-0j 0.000230344-0j 0.0502764-0j 4.27475e-06-0j -0.000863844-0j -0.002236-0j -1.06789e-05-0j 2.75317e-06-0j 0.00838551-0j -1.0325e-05-0j 
3.8224e-05-0j 0.00110003-0j -0.000374482-0j -0.000430231-0j 0.00143636-0j 0.00158007-0j -0.0052752-0j -0.000310558-0j 0.00103682-0j 1.56293e-06-0j 0.00510934-0j 1.82342e-06-0j 0.000315661-0j 1.04554e-06-0j 0.00596089-0j -4.73528e-06-0j 0.00341795-0j 0.000368271-0j 6.58106e-07-0j 0.000211165-0j -0.01548-0j -0.000956372-0j 0.0021514-0j 0.000132916-0j 1.20306e-06-0j -1.91697e-05-0j 1.359e-06-0j 0.00227318-0j -0.0216903-0j -3.29325e-06-0j 4.07802e-05-0j 1.12112e-06-0j -2.16545e-05-0j 0.00256783-0j 9.09116e-07-0j 5.24752e-05-0j -0.0245018-0j -2.37719e-06-0j -0.0062226-0j -1.78641e-05-0j 4.60662e-05-0j 2.55912e-07-0j 0.0593751-0j -1.4486e-05-0j 0.00211835-0j 0.00171778-0j -0.020213-0j -0.000111632-0j 3.78786e-05-0j -0.0163908-0j -0.00449171-0j -4.07774e-06-0j 3.80027e-05-0j 0.000483546-0j 0.0428592-0j 3.08165e-05-0j -8.05802e-05-0j -0.00461392-0j 8.67469e-06-0j 
-0.000212249-0j -2.18023e-05-0j -2.23782e-05-0j -0.00369482-0j 1.83491e-06-0j -0.0043707-0j 2.17056e-06-0j -0.00244253-0j 1.213e-06-0j 8.93288e-06-0j -0.00045896-0j -1.0125e-05-0j 1.31594e-07-0j -1.89411e-05-0j 0.00052021-0j 8.96907e-06-0j 0.000973171-0j -1.49156e-07-0j 1.79595e-05-0j -2.79029e-07-0j -0.000460819-0j 1.32127e-07-0j -0.000922734-0j 2.64568e-07-0j 6.87604e-06-0j 1.14601e-06-0j -7.5462e-06-0j 0.0393848-0j -4.16347e-05-0j -6.24025e-06-0j 8.44114e-09-0j -6.40511e-06-0j -1.2577e-06-0j -0.0432234-0j 1.60008e-05-0j -1.04004e-06-0j 4.56925e-05-0j -4.12523e-06-0j -0.0357431-0j -1.06752e-06-0j -9.26383e-09-0j 1.54706e-05-0j 3.7785e-05-0j 2.6668e-06-0j -0.0366874-0j 0.0916501-0j 3.87832e-05-0j -7.66063e-09-0j -6.87539e-07-0j -9.68857e-05-0j -0.0236287-0j 2.57843e-06-0j -7.86302e-09-0j 0.0886129-0j 2.49785e-05-0j 1.96429e-08-0j -5.0642e-09-0j -9.3675e-05-0j 1.89919e-08-0j 
-7.40392e-08-0j 0.000101403-0j -9.95374e-05-0j -5.80899e-05-0j 0.00240626-0j 5.12943e-07-0j -2.12477e-05-0j -4.11454e-05-0j 0.00170437-0j -2.12688e-07-0j -0.000695315-0j 7.0451e-09-0j 0.00821301-0j -1.51951e-07-0j 2.30318e-05-0j 2.10938e-07-0j -0.000496757-0j -0.000272049-0j 2.63572e-07-0j 0.00586766-0j 0.000689595-0j -0.00814544-0j 0.000861665-0j -0.0101779-0j -1.63715e-07-0j 5.24462e-06-0j -2.63235e-09-0j 3.23201e-06-0j 0.00906123-0j 3.01198e-07-0j -0.0241161-0j -2.95656e-07-0j 8.43273e-08-0j 5.19669e-08-0j -1.88064e-09-0j -9.6489e-06-0j 0.000145694-0j 2.1334e-07-0j -5.94615e-06-0j 9.47136e-06-0j -0.000387759-0j 1.36822e-07-0j -0.0166706-0j 6.02464e-08-0j 5.83675e-06-0j 3.7127e-08-0j 0.0163638-0j 0.0443681-0j -6.83436e-06-0j 0.000104089-0j -4.21169e-06-0j -4.3831e-06-0j -0.0435517-0j -2.7011e-06-0j -0.0118079-0j -0.000277028-0j 0.0314261-0j -0.00757277-0j 0.0201546-0j 
0.000750129-0j 0.0012228-0j 0.005899-0j 0.00142699-0j 0.000204664-0j -0.00519689-0j -0.000745359-0j 0.00119855-0j 0.000171901-0j 0.00151886-0j -0.00838467-0j -0.00521512-0j 2.20936e-05-0j 0.00108513-0j 0.0287894-0j 0.00740316-0j -0.0059903-0j -7.58599e-05-0j -0.00901996-0j 1.57844e-05-0j -0.0408683-0j 0.000107688-0j 0.0497936-0j -0.000131206-0j -8.02205e-06-0j -0.00921717-0j 2.66697e-05-0j 0.000158369-0j -0.00153732-0j -7.39898e-06-0j 1.89288e-06-0j -3.5694e-05-0j 0.0306429-0j -0.000526503-0j 1.90537e-05-0j -0.00850128-0j 0.00511088-0j -6.21454e-06-0j 0.000146068-0j -0.0410116-0j -6.29298e-06-0j 3.18961e-05-0j -0.00141791-0j 0.0218923-0j 0.000704658-0j -0.000376152-0j -0.00684026-0j 1.74587e-06-0j -0.00714037-0j 0.00365139-0j 0.000122685-0j 0.036648-0j 8.42235e-06-0j -0.000629683-0j -0.00119093-0j -4.49592e-06-0j 1.46638e-06-0j 0.00611246-0j -7.52622e-06-0j 
5.00276e-05-0j -0.000739519-0j -0.000759056-0j -2.9964e-06-0j -0.00592947-0j -3.54451e-06-0j -0.00701412-0j -1.98082e-06-0j -0.00391979-0j 0.000306856-0j 5.35629e-05-0j -0.000347807-0j 0.0196838-0j -0.000650652-0j -6.07111e-05-0j 0.000308099-0j -0.000113574-0j -0.0223107-0j 0.00061693-0j -0.0417373-0j 5.37799e-05-0j 0.0197636-0j 0.000107688-0j 0.0395742-0j -1.6207e-06-0j -0.00566518-0j 1.77866e-06-0j -1.65412e-07-0j -0.000462912-0j 1.47084e-06-0j 0.00521532-0j 1.5097e-06-0j 0.00621732-0j 1.81533e-07-0j -3.77143e-06-0j 0.00514135-0j 0.000508028-0j 9.72327e-07-0j 1.50117e-07-0j 0.00527718-0j -0.00572362-0j -3.64645e-06-0j 0.000420109-0j -0.0131831-0j 1.54083e-07-0j -3.8492e-07-0j 0.000431208-0j -0.00473309-0j 0.00339879-0j -0.00107721-0j 9.92377e-08-0j -0.0127462-0j -0.00485813-0j -3.72164e-07-0j 0.000277721-0j 0.0121363-0j -0.0031289-0j -0.00104152-0j 0.0117341-0j 
5.30623e-05-0j -0.000521102-0j -0.000534869-0j 0.000614744-0j -0.00205237-0j 0.000727197-0j -0.00242781-0j 0.000406388-0j -0.00135676-0j -2.23322e-06-0j -0.00730057-0j 2.53125e-06-0j -0.000451038-0j 4.73528e-06-0j 0.00827486-0j -2.24227e-06-0j 0.01548-0j 0.000511231-0j -4.48987e-06-0j 0.000956372-0j -0.00733015-0j -0.000452865-0j -0.0146777-0j -0.000906806-0j -1.71901e-06-0j 2.7391e-05-0j 1.88655e-06-0j -0.00324807-0j 0.0309926-0j 1.56006e-06-0j -5.82696e-05-0j 1.60128e-06-0j -3.00606e-05-0j 0.00356464-0j -4.00021e-06-0j -2.48583e-05-0j -0.0340132-0j 1.03131e-06-0j 0.00294774-0j -2.5515e-05-0j 6.39487e-05-0j -3.86764e-06-0j -0.0281269-0j 6.374e-05-0j 0.00302562-0j -0.0075584-0j -0.02887-0j 5.28818e-05-0j -1.64331e-05-0j 0.0721211-0j 0.00194866-0j 6.16277e-05-0j 5.42788e-05-0j -0.00730792-0j -0.0185938-0j -0.000135596-0j 3.49585e-05-0j 0.0697311-0j -0.000131102-0j 
-3.18534e-06-0j -0.000184297-0j 6.274e-05-0j 1.78336e-05-0j -0.000738724-0j -6.5496e-05-0j 0.00271305-0j 1.2873e-05-0j -0.000533239-0j -1.30244e-07-0j -0.000425792-0j -1.51951e-07-0j 0.00502942-0j -8.71282e-08-0j -0.000496757-0j 3.94607e-07-0j -0.000284838-0j 0.00586766-0j -5.48422e-08-0j 0.00336449-0j 0.00129004-0j -0.0152379-0j -0.000179289-0j 0.00211775-0j -1.00255e-07-0j 3.21166e-06-0j -1.1325e-07-0j 1.97919e-06-0j 0.00554885-0j 2.74437e-07-0j -0.014768-0j -9.34263e-08-0j 3.62796e-06-0j 2.23574e-06-0j -7.57596e-08-0j -8.79161e-06-0j 0.00626809-0j 1.98099e-07-0j -5.41785e-06-0j 2.99291e-06-0j -0.0166823-0j -2.1326e-08-0j -0.0151894-0j 2.42696e-06-0j 1.84439e-06-0j 1.49562e-06-0j 0.00517091-0j 0.0404261-0j -6.34612e-06-0j 0.00419311-0j -3.91081e-06-0j 6.83178e-07-0j -0.0137622-0j 4.2101e-07-0j -0.0109643-0j -0.0111598-0j 0.0291811-0j 0.00118034-0j -0.00314143-0j 
0.00026521-0j -9.13959e-06-0j -4.40909e-05-0j 0.00152404-0j -7.56862e-07-0j -0.00555032-0j 2.75638e-06-0j 0.00128007-0j -6.35701e-07-0j -3.68463e-06-0j 0.000189311-0j 1.26514e-05-0j -5.42797e-08-0j -2.63242e-06-0j -0.000650015-0j -1.79595e-05-0j 0.000135251-0j 1.86373e-07-0j 2.18817e-05-0j -3.87793e-08-0j 0.000922734-0j -2.64568e-07-0j -0.00112425-0j 3.22348e-07-0j -2.83622e-06-0j -4.72704e-07-0j 9.42915e-06-0j -0.0162454-0j 1.71734e-05-0j -2.61594e-06-0j -3.48179e-09-0j -1.26197e-05-0j 1.57152e-06-0j 0.0540086-0j 6.73651e-06-0j -4.35989e-07-0j -5.70939e-05-0j -2.19717e-06-0j -0.0149836-0j -2.10329e-06-0j 1.15754e-08-0j 1.1277e-05-0j 1.58396e-05-0j 1.12275e-06-0j -0.0722836-0j 0.0385856-0j 7.64129e-05-0j -3.21136e-09-0j -3.66195e-07-0j -4.07898e-05-0j -0.012585-0j 1.8795e-06-0j -1.54922e-08-0j 0.0645927-0j 1.3304e-05-0j 8.26985e-09-0j -2.69728e-09-0j -6.82826e-05-0j 1.38438e-08-0j 
2.75928e-09-0j -5.67844e-06-0j 5.57396e-06-0j -2.25007e-08-0j -0.00022544-0j 1.98685e-10-0j 1.99067e-06-0j -1.59374e-08-0j -0.000159681-0j 7.9264e-09-0j -4.04689e-07-0j -2.62556e-10-0j -0.00155469-0j 5.66289e-09-0j 1.3405e-08-0j -7.86119e-09-0j -2.89124e-07-0j 5.14977e-05-0j -9.82274e-09-0j -0.00111072-0j 4.01359e-07-0j 0.0015419-0j 5.01508e-07-0j 0.00192664-0j 6.10131e-09-0j -2.93692e-07-0j 9.81018e-11-0j 6.22712e-10-0j 8.82344e-06-0j -1.1225e-08-0j 0.014276-0j 1.10185e-08-0j -4.72222e-09-0j 1.00125e-11-0j 7.00873e-11-0j 5.40325e-07-0j 1.4187e-07-0j -7.95072e-09-0j -1.14565e-09-0j -5.30383e-07-0j 0.000229541-0j -5.09906e-09-0j -1.62331e-05-0j -3.37371e-09-0j 1.12457e-09-0j 7.15326e-12-0j 1.59344e-05-0j -0.0262646-0j 3.82715e-07-0j 1.01357e-07-0j -8.11467e-10-0j 2.45448e-07-0j 0.0257813-0j -5.20421e-10-0j -1.1498e-05-0j 0.000163992-0j -0.0186033-0j -7.37403e-06-0j -0.0119309-0j 
-6.25107e-05-0j -0.000310009-0j -0.00149554-0j 1.23595e-06-0j 0.00244578-0j -4.50115e-06-0j -0.00890719-0j 1.0381e-06-0j 0.00205425-0j -0.000126572-0j -2.20936e-05-0j 0.000434593-0j -0.00811917-0j -9.04271e-05-0j 7.58599e-05-0j -0.00061693-0j -1.57844e-05-0j 0.0278778-0j 0.000751663-0j -0.00580061-0j -0.000107688-0j -0.0395742-0j 0.000131206-0j 0.0482169-0j 6.68504e-07-0j 0.00233677-0j -2.22247e-06-0j 6.82289e-08-0j 0.000190941-0j 6.16582e-07-0j -0.00215121-0j 2.9745e-06-0j -0.00776869-0j -2.2683e-07-0j -1.58781e-06-0j 0.00215527-0j -0.000634793-0j 5.17878e-07-0j 6.29296e-08-0j 0.0103974-0j 0.0071518-0j -2.65801e-06-0j 0.000176111-0j -0.00555022-0j 3.03583e-07-0j -1.62055e-07-0j 0.00084959-0j -0.00198413-0j 0.00181025-0j -0.000453518-0j 5.28557e-08-0j -0.00929113-0j -0.00957177-0j -2.71282e-07-0j 0.000147919-0j 0.00510949-0j -0.0016665-0j -0.000759194-0j 0.00855334-0j 
-4.42186e-06-0j 8.73045e-05-0j 8.9611e-05-0j -2.54819e-05-0j 0.00105554-0j -3.01432e-05-0j 0.00124862-0j -1.68453e-05-0j 0.000697784-0j 1.86102e-07-0j 0.000608401-0j -2.10938e-07-0j -0.00718639-0j -3.94607e-07-0j -0.000689595-0j 1.86856e-07-0j -0.00129004-0j 0.00814544-0j 3.74156e-07-0j 0.0152379-0j 0.000610866-0j -0.0072155-0j 0.00122318-0j -0.0144482-0j 1.43251e-07-0j -4.58905e-06-0j -1.57212e-07-0j -2.82801e-06-0j -0.00792858-0j -1.30005e-07-0j 0.0211016-0j -1.3344e-07-0j 5.0363e-06-0j 3.10363e-06-0j 3.33351e-07-0j 4.16472e-06-0j 0.00870132-0j -8.59424e-08-0j 2.56652e-06-0j 4.27475e-06-0j -0.0231582-0j 3.22304e-07-0j 0.00719547-0j -1.06789e-05-0j 2.63432e-06-0j -6.58089e-06-0j 0.00738556-0j -0.0191504-0j 2.75317e-06-0j -0.0184501-0j 1.69665e-06-0j -1.0325e-05-0j -0.0196564-0j -6.36281e-06-0j 0.0047567-0j 0.0491043-0j -0.0126598-0j -0.0178387-0j 0.047477-0j 
1.18711e-07-0j 1.03204e-05-0j -3.51336e-06-0j 6.90773e-09-0j 6.92103e-05-0j -2.53694e-08-0j -0.000254183-0j 4.98626e-09-0j 4.99587e-05-0j 4.85391e-09-0j -2.4782e-07-0j 5.66289e-09-0j -0.000952048-0j 3.24707e-09-0j -2.89124e-07-0j -1.47061e-08-0j -1.65782e-07-0j -0.00111072-0j 2.04385e-09-0j -0.000636883-0j 7.50833e-07-0j 0.00288447-0j -1.0435e-07-0j -0.000400881-0j 3.73627e-09-0j -1.79849e-07-0j 4.22057e-09-0j 3.81332e-10-0j 5.40323e-06-0j -1.02277e-08-0j 0.00874223-0j 3.48179e-09-0j -2.03161e-07-0j 4.3076e-10-0j 2.82339e-09-0j 4.92318e-07-0j 6.1036e-06-0j -7.38273e-09-0j -1.04386e-09-0j -1.67599e-07-0j 0.0098754-0j 7.94772e-10-0j -1.47908e-05-0j -1.35907e-07-0j 3.55359e-10-0j 2.88162e-10-0j 5.03521e-06-0j -0.023931-0j 3.55374e-07-0j 4.08307e-06-0j -7.53497e-10-0j -3.82571e-08-0j 0.00814679-0j 8.11161e-11-0j -1.06766e-05-0j 0.00660625-0j -0.0172743-0j 1.14936e-06-0j 0.00185963-0j 
-6.63026e-05-0j -0.000218448-0j -0.00105383-0j -0.000253569-0j 0.000846561-0j 0.000923462-0j -0.00308306-0j -0.000212977-0j 0.000711042-0j 9.21156e-07-0j 0.00301133-0j -3.16286e-06-0j 0.000186044-0j 6.58106e-07-0j -0.0103396-0j 4.48987e-06-0j 0.0021514-0j -0.000638794-0j -5.47042e-06-0j 0.000132916-0j 0.0146777-0j 0.000906806-0j -0.0178832-0j -0.00110485-0j 7.09056e-07-0j -1.12982e-05-0j -2.35729e-06-0j 0.00133976-0j -0.0127838-0j 6.53984e-07-0j 2.4035e-05-0j 3.15493e-06-0j 3.75614e-05-0j -0.0044541-0j -1.68413e-06-0j -1.04207e-05-0j 0.0425003-0j 5.49293e-07-0j 0.0012357-0j -5.02712e-05-0j -7.99054e-05-0j -2.81925e-06-0j -0.0117909-0j 2.68352e-05-0j 0.00596124-0j -0.00318216-0j -0.0568813-0j 2.21682e-05-0j -8.75253e-06-0j 0.0303637-0j 0.00103789-0j 4.49224e-05-0j 0.000106943-0j -0.00532697-0j -0.00990338-0j -5.70872e-05-0j 1.86195e-05-0j 0.0508292-0j -9.55645e-05-0j 
1.64793e-07-0j -4.88894e-06-0j -5.01809e-06-0j -9.87024e-09-0j -9.88925e-05-0j -1.16758e-08-0j -0.000116982-0j -6.52491e-09-0j -6.53747e-05-0j -6.9356e-09-0j 3.54103e-07-0j 7.86119e-09-0j 0.00136035-0j 1.47061e-08-0j -4.01359e-07-0j -6.9637e-09-0j -7.50833e-07-0j -0.0015419-0j -1.3944e-08-0j -0.00288447-0j 3.55537e-07-0j 0.00136586-0j 7.1192e-07-0j 0.00273497-0j -5.33864e-09-0j 2.5698e-07-0j 5.85896e-09-0j -5.44873e-10-0j -7.72051e-06-0j 4.84501e-09-0j -0.0124915-0j 4.97301e-09-0j -2.82026e-07-0j 5.97978e-10-0j -1.24232e-08-0j -2.33219e-07-0j 8.47297e-06-0j 3.20288e-09-0j 4.94492e-10-0j -2.3938e-07-0j 0.013709-0j -1.20116e-08-0j 7.00664e-06-0j 5.98004e-07-0j 5.07556e-10-0j -1.26794e-09-0j 7.19174e-06-0j 0.0113365-0j -1.54174e-07-0j -1.79659e-05-0j 3.26893e-10-0j 5.78186e-07-0j 0.011636-0j -1.22592e-09-0j 4.63187e-06-0j -0.0290682-0j 0.00749419-0j -1.73706e-05-0j -0.0281049-0j 
5.52522e-06-0j 3.65984e-05-0j 0.000176557-0j 1.05108e-05-0j -0.000435388-0j -3.82787e-05-0j 0.00158562-0j 8.82817e-06-0j -0.00036569-0j -7.6763e-08-0j -0.000250953-0j 2.63572e-07-0j 0.00296423-0j -5.48422e-08-0j 0.000861665-0j -3.74156e-07-0j -0.000179289-0j -0.0101779-0j 4.55868e-07-0j 0.00211775-0j -0.00122318-0j 0.0144482-0j 0.00149032-0j -0.0176035-0j -5.9088e-08-0j 1.89288e-06-0j 1.96441e-07-0j 1.16649e-06-0j 0.00327037-0j -5.44987e-08-0j -0.00870396-0j -2.62911e-07-0j -6.29298e-06-0j -3.87806e-06-0j 1.40344e-07-0j 1.74587e-06-0j -0.0108725-0j -4.57744e-08-0j 1.07589e-06-0j 8.42235e-06-0j 0.0289367-0j 2.34937e-07-0j 0.00301636-0j -4.49592e-06-0j 5.1903e-06-0j -2.77062e-06-0j 0.0145515-0j -0.00802793-0j 1.46638e-06-0j -0.00776769-0j 9.03662e-07-0j -7.52622e-06-0j -0.0387281-0j -4.63805e-06-0j 0.0025335-0j 0.0206734-0j -0.0067428-0j -0.0130032-0j 0.0346075-0j 
