0.0825516-0j 0.0145932-0j 0.0012161-0j 0.0717802-0j 0.0119634-0j 0.00732604-0j 0.00149542-0j 8.81186e-05-0j 0.0451135-0j 0.045581-0j 0.00728015-0j 0.0073556-0j 0.00594422-0j 0.000857974-0j 0.00600582-0j 0.000743028-0j 0.000866866-0j 8.75666e-05-0j 0.000750728-0j 3.99685e-06-0j 8.84741e-05-0j 4.03827e-06-0j 0.033415-0j 0.0413489-0j 0.0241202-0j 0.00528337-0j 0.00653784-0j 0.00417687-0j 0.00381374-0j 0.00278458-0j 0.00060288-0j 0.00516862-0j 0.000696145-0j 0.00344574-0j 0.000746025-0j 0.00301503-0j 0.000246125-0j 0.00201002-0j 5.80121e-05-0j 0.000435181-0j 6.15311e-05-0j 0.000861436-0j 0.000304564-0j 5.12759e-06-0j 0.000502504-0j 7.17863e-05-0j 7.61409e-05-0j 0.000177662-0j 1.91094e-07-0j 4.18754e-05-0j 4.44155e-05-0j 6.34507e-06-0j 3.70129e-06-0j 2.36467e-07-0j 1.37939e-07-0j 
3.58123e-05-0j 0.0579242-0j -7.59205e-05-0j -3.0253e-05-0j 0.000238507-0j -0.0571631-0j -0.0116554-0j 7.1385e-06-0j 1.9571e-05-0j -1.97658e-05-0j -0.000149393-0j 0.00015088-0j -0.000498793-0j -3.55845e-05-0j 0.000503758-0j -0.282279-0j 3.59387e-05-0j 0.00105742-0j 0.285089-0j -4.17025e-07-0j -0.00106795-0j 4.21176e-07-0j -2.8915e-05-0j -1.74272e-05-0j 9.58283e-06-0j 0.000216261-0j 0.000130341-0j 0.000699122-0j -7.16718e-05-0j -2.40959e-06-0j 4.98763e-05-0j 0.000421363-0j -0.00551171-0j -1.45227e-06-0j 3.00606e-05-0j -0.000231698-0j -0.0119526-0j 7.98569e-07-0j 7.22412e-06-0j -1.65297e-05-0j 0.0942413-0j -0.00332193-0j -0.00720389-0j -0.000164965-0j 0.00182665-0j 4.354e-06-0j 0.0567996-0j 0.00396126-0j 4.77584e-08-0j -2.39417e-06-0j -0.0312328-0j -9.9425e-05-0j 5.46716e-05-0j 2.87842e-08-0j -1.58278e-08-0j 
-0.0298307-0j -0.00348135-0j 3.01528e-06-0j -0.000348354-0j 0.00846152-0j 0.00687708-0j 0.00069826-0j -4.27645e-07-0j -0.000110063-0j 0.000103502-0j -1.77613e-05-0j 1.67026e-05-0j -0.203352-0j 0.000305062-0j 0.191229-0j 0.000350638-0j -0.000286877-0j 2.05548e-05-0j -0.000329736-0j -9.7511e-09-0j -1.93294e-05-0j 9.16981e-09-0j 8.28514e-05-0j 0.00019745-0j 0.000231561-0j 1.30999e-05-0j 3.12196e-05-0j -0.000996432-0j 3.6613e-05-0j -0.00201936-0j 1.49482e-06-0j -0.00237468-0j 0.0242034-0j -0.00481251-0j 3.56243e-06-0j -0.00278492-0j -0.000177367-0j -0.00564391-0j -2.09631e-05-0j 4.17787e-06-0j -2.95102e-05-0j 0.057681-0j -0.000422697-0j -1.22324e-06-0j 0.0676458-0j -4.99589e-05-0j -7.03282e-05-0j -0.000495721-0j 4.73812e-10-0j -5.85897e-05-0j -8.2478e-05-0j -2.91519e-06-0j -3.41882e-06-0j 1.12918e-09-0j 1.32425e-09-0j 
3.10143e-05-0j 0.0501639-0j -6.57491e-05-0j 3.83852e-07-0j -3.02619e-06-0j 0.000725288-0j 0.000147884-0j -9.05737e-08-0j -5.03031e-05-0j -1.66371e-05-0j 0.000383984-0j 0.000126998-0j 0.00128204-0j 9.14627e-05-0j 0.000424019-0j 0.725539-0j 3.02501e-05-0j -0.00271788-0j 0.239963-0j 1.07188e-06-0j -0.000898904-0j 3.54509e-07-0j 1.25539e-05-0j -6.56258e-07-0j -1.77368e-05-0j -9.38928e-05-0j 4.90828e-06-0j -0.000303534-0j 0.000132657-0j 1.04616e-06-0j -2.16545e-05-0j 1.58673e-05-0j 0.00239299-0j -5.46881e-08-0j 1.132e-06-0j 0.000428849-0j 0.0051894-0j -1.47806e-06-0j -3.13646e-06-0j 3.05946e-05-0j -0.0409162-0j -0.000125094-0j -0.000271278-0j 7.16219e-05-0j -0.00338094-0j 1.63959e-07-0j 0.00213891-0j -0.00733186-0j -2.0735e-08-0j 4.43135e-06-0j 0.0578086-0j -3.74406e-06-0j -0.000101191-0j 1.08393e-09-0j 2.92955e-08-0j 
-1.90663e-07-0j 8.10644e-06-0j 0.0186009-0j -1.65786e-07-0j 6.64559e-06-0j -1.69204e-08-0j -0.000159502-0j -0.127497-0j 1.02524e-07-0j -1.05275e-07-0j -3.97921e-06-0j 4.08599e-06-0j 1.35087e-08-0j 9.00437e-05-0j -1.38712e-08-0j -4.06127e-07-0j -9.246e-05-0j -0.00131789-0j 4.17025e-07-0j -0.257538-0j 0.00135326-0j 0.264449-0j 1.53943e-07-0j 9.39686e-08-0j -5.57087e-08-0j -5.8542e-06-0j -3.57348e-06-0j 1.92429e-08-0j 2.11851e-06-0j 1.28286e-08-0j 0.000128265-0j 1.17461e-08-0j -7.71359e-07-0j 7.83072e-09-0j 7.82948e-05-0j -6.96358e-09-0j 1.1339e-09-0j -4.64239e-09-0j -0.00176995-0j -4.64165e-05-0j 1.3091e-05-0j -4.70847e-07-0j 6.92144e-10-0j 0.0147986-0j 2.79138e-07-0j -0.0010804-0j 7.99092e-06-0j -4.10333e-10-0j -0.158159-0j 0.000640506-0j -4.73737e-06-0j 0.00903327-0j -0.00535531-0j -0.0965421-0j 0.0572343-0j 
0.00953104-0j 0.00111231-0j -9.63397e-07-0j 0.000223411-0j -0.00542665-0j -0.0044105-0j -0.000447818-0j 2.74263e-07-0j -3.5739e-05-0j -0.00038193-0j -5.76735e-06-0j -6.16336e-05-0j -0.066031-0j 9.90579e-05-0j -0.70565-0j 0.000113857-0j 0.0010586-0j 6.67441e-06-0j 0.00121675-0j -3.16631e-09-0j 7.1327e-05-0j -3.38373e-08-0j -2.64714e-05-0j 0.000128696-0j 0.000247576-0j -4.1855e-06-0j 2.03485e-05-0j 0.000318365-0j 3.91452e-05-0j 0.000645197-0j -4.77602e-07-0j -0.00154779-0j -0.00773309-0j -0.00313674-0j 2.32195e-06-0j -0.00297753-0j 5.66695e-05-0j -0.00603425-0j 6.69782e-06-0j 4.46681e-06-0j 9.42866e-06-0j 0.0375958-0j -0.000275509-0j 3.9083e-07-0j 0.0723243-0j -3.25627e-05-0j -4.58391e-05-0j -0.000530005-0j -1.51385e-10-0j -6.26418e-05-0j -8.81822e-05-0j -1.90009e-06-0j -3.65526e-06-0j 7.35986e-10-0j 1.41584e-09-0j 
-4.22051e-06-0j -0.0103303-0j 0.0394566-0j 3.56535e-06-0j -8.55135e-05-0j -7.03859e-05-0j -0.0979797-0j -0.0114731-0j -2.30646e-06-0j 2.32942e-06-0j 5.35629e-05-0j -5.4096e-05-0j 2.92397e-05-0j -0.000601383-0j -2.95307e-05-0j -0.00105742-0j 0.000607369-0j -0.273355-0j 0.00106795-0j 0.00135326-0j 0.276076-0j -0.00136673-0j 3.40767e-06-0j 2.05381e-06-0j -1.12935e-06-0j -7.75374e-05-0j -4.67321e-05-0j -4.09832e-05-0j 2.56969e-05-0j 2.83973e-07-0j 0.000842916-0j -2.47007e-05-0j 0.000982966-0j 1.71151e-07-0j 0.000508028-0j 1.35824e-05-0j -7.29507e-06-0j -9.41123e-08-0j -0.00375445-0j -0.000279354-0j -0.0166406-0j 0.000592437-0j -4.39677e-06-0j 0.131882-0j -0.000325768-0j -0.00226282-0j -0.0100293-0j 2.41768e-06-0j -0.00025947-0j 0.00124427-0j 0.0055149-0j 0.0794856-0j -0.0437074-0j -0.000156383-0j 8.59918e-05-0j 
0.00430569-0j 0.000499309-0j -0.00596684-0j 5.02805e-05-0j 0.116764-0j 5.13173e-06-0j 0.00468663-0j 0.00170437-0j 1.58862e-05-0j -1.49392e-05-0j -0.000245096-0j 0.000230485-0j -0.000305062-0j -0.197002-0j 0.000286877-0j -2.5015e-05-0j 0.185258-0j 0.000422757-0j 2.35238e-05-0j 6.4997e-05-0j -0.000397556-0j -6.11224e-05-0j -1.19586e-05-0j -2.84994e-05-0j -3.34229e-05-0j 0.000180772-0j 0.000430811-0j -1.49482e-06-0j 0.000505237-0j 0.00029147-0j -0.000965318-0j -3.56243e-06-0j -0.00347134-0j 0.000694626-0j -0.00230053-0j -4.17787e-06-0j -8.80831e-08-0j 0.000814628-0j 0.0414833-0j -0.00269796-0j -9.85223e-05-0j -0.00827284-0j -2.09918e-07-0j -5.06702e-05-0j -0.00970204-0j 0.0988621-0j -0.000234797-0j -2.46183e-07-0j -4.74724e-06-0j 0.115941-0j -0.00027536-0j -0.000120756-0j -0.000141618-0j -1.13135e-05-0j -1.3268e-05-0j 
-3.65507e-06-0j -0.00894629-0j 0.0341704-0j -4.52373e-08-0j 1.085e-06-0j 8.9306e-07-0j 0.00124317-0j 0.000145571-0j 5.92828e-06-0j 1.9607e-06-0j -0.000137672-0j -4.55333e-05-0j -7.51546e-05-0j 0.00154573-0j -2.48564e-05-0j 0.00271788-0j 0.000511231-0j 0.702603-0j 0.000898904-0j -0.00347827-0j 0.232377-0j -0.00115039-0j -1.47949e-06-0j 7.73407e-08-0j 2.0903e-06-0j 3.3664e-05-0j -1.75979e-06-0j 1.77934e-05-0j -4.75622e-05-0j -1.23291e-07-0j -0.000365964-0j -9.30157e-07-0j -0.000426768-0j 6.44506e-09-0j 1.91309e-05-0j -2.51395e-05-0j 3.16726e-06-0j 1.74192e-07-0j 0.00163005-0j 0.000517053-0j 0.00722474-0j 2.23095e-05-0j -1.65569e-07-0j -0.0572584-0j 0.000602961-0j -8.52112e-05-0j -0.000377675-0j -4.47487e-06-0j 0.000112653-0j -0.00230301-0j -0.0102075-0j 0.0029932-0j 0.0808976-0j -5.88895e-06-0j -0.000159162-0j 
-2.55855e-05-0j -0.0413831-0j 5.42402e-05-0j 4.35442e-05-0j -0.000343292-0j 0.0822769-0j 0.016776-0j -1.02747e-05-0j 1.37579e-05-0j -1.29377e-05-0j -0.00010502-0j 9.87592e-05-0j -0.000350638-0j -2.5015e-05-0j 0.000329736-0j -0.198435-0j 2.35238e-05-0j 0.000743339-0j 0.186606-0j -2.93158e-07-0j -0.000699028-0j 2.75682e-07-0j -1.03564e-05-0j -2.46812e-05-0j -2.89451e-05-0j 7.74576e-05-0j 0.000184596-0j 0.000250403-0j 0.000216486-0j -8.63035e-07-0j 1.78641e-05-0j 0.000596755-0j -0.00197411-0j -2.05677e-06-0j 4.25733e-05-0j 0.000699849-0j -0.00428104-0j -2.41209e-06-0j 2.58744e-06-0j 4.99281e-05-0j 0.0337542-0j -0.00470467-0j -0.0102025-0j -5.90851e-05-0j -0.00551744-0j 6.16635e-06-0j 0.0804423-0j -0.0119651-0j 1.71055e-08-0j 7.23163e-06-0j 0.0943393-0j -0.00014081-0j -0.000165137-0j 4.07655e-08-0j 4.78081e-08-0j 
-0.00137569-0j -0.000159532-0j 0.00190644-0j -3.22466e-05-0j -0.0748846-0j -3.29115e-06-0j -0.00300569-0j -0.00109307-0j 5.15848e-06-0j 5.51268e-05-0j -7.9586e-05-0j -0.000850508-0j -9.90579e-05-0j -0.0639691-0j -0.0010586-0j -8.12271e-06-0j -0.683616-0j 0.000137275-0j -8.68046e-05-0j 2.11054e-05-0j 0.00146701-0j 0.000225546-0j 3.82082e-06-0j -1.85756e-05-0j -3.57345e-05-0j -5.77574e-05-0j 0.000280798-0j 4.77602e-07-0j 0.00054018-0j -9.31261e-05-0j 0.000308424-0j -2.32195e-06-0j 0.00110911-0j 0.000452749-0j -0.00149946-0j -4.46681e-06-0j 2.8143e-08-0j 0.000870969-0j -0.0132541-0j -0.00288455-0j 3.14784e-05-0j -0.00539214-0j -1.36822e-07-0j 1.61894e-05-0j -0.010373-0j 0.0644372-0j -0.000153038-0j -2.63209e-07-0j 1.51677e-06-0j 0.12396-0j -0.000294404-0j -7.87076e-05-0j -0.000151412-0j -7.37403e-06-0j -1.41857e-05-0j 
1.92639e-07-0j -8.19045e-06-0j -0.0187937-0j -1.62735e-07-0j 6.52331e-06-0j -1.66091e-08-0j -0.000156567-0j -0.125151-0j 1.05275e-07-0j -1.06323e-07-0j -4.08599e-06-0j 4.12666e-06-0j 1.38712e-08-0j 9.246e-05-0j -1.40093e-08-0j -4.17025e-07-0j -9.33803e-05-0j -0.00135326-0j 4.21176e-07-0j -0.264449-0j 0.00136673-0j 0.267081-0j -1.55538e-07-0j -9.37434e-08-0j 5.15474e-08-0j 5.91487e-06-0j 3.56491e-06-0j -1.94423e-08-0j -1.96027e-06-0j -1.29615e-08-0j -0.000129595-0j -1.17179e-08-0j 7.79352e-07-0j -7.81195e-09-0j -7.81071e-05-0j 6.44343e-09-0j -1.14565e-09-0j 4.29562e-09-0j 0.00178829-0j 4.29493e-05-0j -1.32267e-05-0j 4.69718e-07-0j -6.90485e-10-0j -0.014952-0j -2.58288e-07-0j 0.00107781-0j -7.97177e-06-0j 3.79682e-10-0j 0.159798-0j -0.000592663-0j 4.3835e-06-0j -0.00901162-0j 0.00495529-0j 0.0963107-0j -0.0529591-0j 
1.6683e-07-0j -7.09314e-06-0j -0.0162758-0j 2.06479e-09-0j -8.27682e-08-0j 2.10737e-10-0j 1.98653e-06-0j 0.00158792-0j -2.70588e-07-0j -8.94933e-08-0j 1.05022e-05-0j 3.47347e-06-0j -3.5653e-08-0j -0.000237649-0j -1.17918e-08-0j 1.07188e-06-0j -7.85994e-05-0j 0.00347827-0j 3.54509e-07-0j 0.679711-0j 0.00115039-0j 0.224806-0j 6.75291e-08-0j -3.5301e-09-0j -9.54087e-08-0j -2.56802e-06-0j 1.34244e-07-0j 8.44114e-09-0j 3.62824e-06-0j 5.62742e-09-0j 5.62653e-05-0j -4.41263e-10-0j -3.38367e-07-0j -2.94175e-10-0j -2.94129e-06-0j -1.19261e-08-0j 4.97399e-10-0j -7.95072e-09-0j -0.000776411-0j -7.94946e-05-0j 5.74255e-06-0j 1.76882e-08-0j -2.60017e-11-0j 0.00649162-0j 4.78062e-07-0j 4.05871e-05-0j -3.00194e-07-0j -7.02751e-10-0j -0.0693785-0j 0.00109695-0j -8.11338e-06-0j -0.000339351-0j -0.0091717-0j 0.00362678-0j 0.0980215-0j 
3.01528e-06-0j 0.00738031-0j -0.0281892-0j -5.13173e-06-0j 0.000123083-0j 0.000101309-0j 0.141026-0j 0.0165137-0j -1.62138e-06-0j 1.52473e-06-0j 3.76533e-05-0j -3.54088e-05-0j 2.05548e-05-0j -0.000422757-0j -1.93294e-05-0j -0.000743339-0j 0.000397556-0j -0.192162-0j 0.000699028-0j 0.000951306-0j 0.180707-0j -0.000894597-0j 1.22052e-06-0j 2.90871e-06-0j 3.41121e-06-0j -2.77714e-05-0j -6.61842e-05-0j -1.46788e-05-0j -7.7618e-05-0j 1.0171e-07-0j 0.000301905-0j -3.49823e-05-0j 0.000352066-0j 2.42392e-07-0j 0.000719494-0j -4.10258e-05-0j -2.61286e-06-0j 2.84268e-07-0j -0.00134472-0j 0.000843792-0j -0.0059601-0j 0.000839037-0j -6.22691e-06-0j 0.0472357-0j 0.000983987-0j -0.00320471-0j -0.014204-0j -7.30266e-06-0j -9.29336e-05-0j -0.00375835-0j -0.0166579-0j 0.112571-0j 0.132019-0j -0.000221478-0j -0.00025974-0j 
8.17469e-06-0j 0.0132221-0j -1.733e-05-0j -2.79263e-05-0j 0.000220165-0j -0.0527669-0j -0.010759-0j 6.58951e-06-0j 4.46737e-06-0j 4.77412e-05-0j -3.41013e-05-0j -0.000364429-0j -0.000113857-0j -8.12271e-06-0j -0.00121675-0j -0.0644345-0j -8.68046e-05-0j 0.000241372-0j -0.688588-0j -9.51923e-08-0j 0.00257946-0j -1.01729e-06-0j 3.30893e-06-0j -1.60869e-05-0j -3.0947e-05-0j -2.47481e-05-0j 0.000120317-0j -8.00048e-05-0j 0.000231458-0j 2.75744e-07-0j -5.70765e-06-0j 0.000388958-0j 0.000630739-0j -1.34058e-06-0j 2.77488e-05-0j 0.000748251-0j 0.00136781-0j -2.57891e-06-0j -8.26701e-07-0j 5.33812e-05-0j -0.0107846-0j -0.00306645-0j -0.00664987-0j 1.8878e-05-0j -0.00589903-0j 4.01915e-06-0j 0.0524314-0j -0.0127926-0j -5.46529e-09-0j 7.73178e-06-0j 0.100864-0j -9.17786e-05-0j -0.000176557-0j 2.65705e-08-0j 5.11145e-08-0j 
-1.37628e-07-0j 5.85154e-06-0j 0.0134268-0j 2.34231e-07-0j -9.38924e-06-0j 2.39061e-08-0j 0.000225353-0j 0.180134-0j 7.40056e-08-0j -6.9594e-08-0j -2.87235e-06-0j 2.70112e-06-0j 9.7511e-09-0j 6.4997e-05-0j -9.16981e-09-0j -2.93158e-07-0j -6.11224e-05-0j -0.000951306-0j 2.75682e-07-0j -0.185901-0j 0.000894597-0j 0.174819-0j -5.57087e-08-0j -1.32764e-07-0j -1.557e-07-0j 2.11851e-06-0j 5.0488e-06-0j -6.96358e-09-0j 5.92102e-06-0j -4.64239e-09-0j -4.64165e-05-0j -1.65955e-08-0j 2.79138e-07-0j -1.10637e-08-0j -0.000110619-0j -1.94625e-08-0j -4.10333e-10-0j -1.2975e-08-0j 0.000640506-0j -0.000129729-0j -4.73737e-06-0j 6.65237e-07-0j -9.77898e-10-0j -0.00535531-0j 7.80162e-07-0j 0.00152644-0j -1.129e-05-0j -1.14684e-09-0j 0.0572343-0j 0.00179015-0j -1.32404e-05-0j -0.0127627-0j -0.0149675-0j 0.1364-0j 0.159964-0j 
-9.63397e-07-0j -0.00235805-0j 0.00900658-0j 3.29115e-06-0j -7.8937e-05-0j -6.49728e-05-0j -0.0904445-0j -0.0105908-0j -5.26485e-07-0j -5.62636e-06-0j 1.22266e-05-0j 0.000130661-0j 6.67441e-06-0j -0.000137275-0j 7.1327e-05-0j -0.000241372-0j -0.00146701-0j -0.0623975-0j -0.00257946-0j 0.000308902-0j -0.66682-0j 0.00330113-0j -3.89961e-07-0j 1.89586e-06-0j 3.64713e-06-0j 8.87308e-06-0j -4.31381e-05-0j 4.68996e-06-0j -8.29861e-05-0j -3.24967e-08-0j -9.64601e-05-0j -2.28011e-05-0j -0.000112487-0j 1.57989e-07-0j 0.000468958-0j -4.38632e-05-0j 8.3482e-07-0j 3.03928e-07-0j 0.000429644-0j 0.00090215-0j 0.00190428-0j 0.000546875-0j -4.05863e-06-0j -0.015092-0j 0.00105204-0j -0.00208879-0j -0.00925801-0j -7.80771e-06-0j 2.96927e-05-0j -0.00401828-0j -0.0178099-0j 0.0733727-0j 0.141149-0j -0.000144357-0j -0.000277703-0j 
4.39729e-08-0j -1.8696e-06-0j -0.00428994-0j -1.5022e-07-0j 6.02163e-06-0j -1.53317e-08-0j -0.000144526-0j -0.115526-0j 2.40306e-08-0j 2.56807e-07-0j -9.32691e-07-0j -9.96733e-06-0j 3.16631e-09-0j 2.11054e-05-0j 3.38373e-08-0j -9.51923e-08-0j 0.000225546-0j -0.000308902-0j -1.01729e-06-0j -0.0603645-0j -0.00330113-0j -0.645094-0j 1.77992e-08-0j -8.6534e-08-0j -1.66468e-07-0j -6.76875e-07-0j 3.29075e-06-0j 2.2249e-09-0j 6.33052e-06-0j 1.48327e-09-0j 1.48303e-05-0j -1.08167e-08-0j -8.91861e-08-0j -7.21116e-09-0j -7.21002e-05-0j -2.08085e-08-0j 1.31103e-10-0j -1.38723e-08-0j -0.000204645-0j -0.000138701-0j 1.51361e-06-0j 4.33594e-07-0j -6.37383e-10-0j 0.00171105-0j 8.34119e-07-0j 0.000994918-0j -7.35869e-06-0j -1.22615e-09-0j -0.0182866-0j 0.00191396-0j -1.41562e-05-0j -0.00831857-0j -0.0160027-0j 0.0889038-0j 0.171027-0j 
