0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
0.00571559+0.00465872j -0.00366927+0.00559297j 0.00345296+0.00594618j -0.00789208+0.000338107j 0.00666426-0.00456811j -0.00646214+0.00218423j -0.00235634+0.00351536j -0.00228906+0.0014563j -0.00043167+0.00204964j 0.00153159+0.0045652j 0.00390342-0.00161278j 0.00202894+0.00305654j -0.00221535+0.00142747j 0.0043542-0.00388322j -0.00435878+0.000484822j -0.00120012-0.00132593j -0.00308856+0.00180793j -0.0112261+0.00339541j -0.00469457+0.00292694j 0.000528032+0.0136836j 0.00407866-0.000471632j 0.00317482+0.00524038j 0.00819653+0.000575638j -0.0017851+0.00125824j 1.95616e-05-0.00214731j -0.00325747-0.00124221j 0.00583018+0.00523874j -0.0013698-0.00247497j 0.00178386-0.0103857j 0.00149929+0.00383556j 0.00143149+0.00927762j 0.00420874-0.00431053j 0.0085737-0.000686967j 0.011715-0.00585583j 0.000457419+0.000749861j -0.00546102+0.00634215j -0.00462185+0.00813307j 0.00500858+0.0015809j -0.00126976+0.0062946j -2.17723e-05-0.0118154j -0.00371411+0.00417998j -0.012348-0.00869557j 0.00583105-0.00329244j 0.00112305-0.00289383j 0.00752147+0.0051483j -0.000351339+0.0155562j -0.0130456-0.00156579j 0.00418937-0.00379696j 0.0102585-0.00413685j 0.00227962-0.0013351j -0.0124749-0.00843912j -0.00681842+0.00136413j -0.00401924-0.00143884j -0.00141971+0.00641271j 0.000924382+0.0172957j -0.0208261-0.00547899j 0.00432613-0.00499862j 0.000926272+7.44789e-05j 0.00479968-0.00421492j -0.0139315-0.0117433j -0.00901283+0.0125783j -0.00643304-0.00161701j 0.0115387-0.00555967j -0.00384553-0.00926061j 0.00366836-0.00333035j -0.0084503+0.000519302j 0.00457413-0.00493445j 0.0059697-0.00644733j 0.00339108+0.00582497j 0.0124868-8.63579e-05j 0.00232426+0.00742347j 0.00456665-0.00159278j -0.0019479+0.0075839j 0.00467387+0.00153713j 0.00247869-0.00107078j -0.00644045+0.000581017j -0.0104497-0.00105491j -0.00322843-0.00537557j 0.000571194-0.00333808j -0.00408897-0.00384011j 0.00286865-0.0119704j 0.00640023+0.00344013j 0.00335226+0.0109135j 0.00434139-5.13144e-05j 0.0119437-0.00559715j 0.00650905-0.0128399j 0.0064905-0.00196056j 0.0018149-0.0276254j 0.00492572+0.00941618j -0.000459573-0.000582769j -0.00562051+0.00221623j 0.00824033+0.000545578j 0.012479-0.00286343j -0.0189151+0.00391629j 0.00663453+0.0164971j 
0.00339521-0.00805835j 0.0095929+0.00247853j 0.00850104-0.00371769j 0.00216342+0.0110025j -0.00709562-0.000973714j -0.000716744-0.000462253j 0.00204204+0.00171758j 0.00189118+0.00268582j -0.00534126-0.000187929j 0.00260563-0.00282654j 0.000100233+0.0011271j 0.00103311+0.000802591j -0.000935264-0.000978318j -0.000848078-0.0012372j 0.00456454+0.000699072j 0.000462007+0.00391278j 0.00125948-0.00144846j 0.00978618+0.00157311j 0.00957353-0.000699208j 0.00533164-0.0143035j -0.00184806+0.00562302j -0.00462894-0.00258804j -0.00372595-0.00881522j -0.000535791-0.000130494j -8.98533e-05+0.00232491j -7.67736e-06-0.00404194j -0.0015715-0.00022634j 0.000788597+0.00148694j -0.00101051+0.00161664j 0.00151012-0.00363794j 0.00249903-0.0102161j 0.0016006-0.000523298j -0.00612201+0.00210967j -0.00772309+0.00749941j -0.00224582-0.013995j 0.00666984-0.0106437j 0.000550632-0.0057018j -0.00329669-0.000585907j -0.00699821-0.0143807j -0.0109132-0.0054084j -0.0109656-0.00750786j 0.0123873+0.00268249j -0.0012279+0.00305519j 0.00213745+0.00338925j 0.000687481+0.000206443j -0.0074952-0.000708186j 0.0103184+0.000931809j -0.00255644+0.00015197j -0.00845277-0.000507642j 0.00283388-0.00113909j 0.00396284+0.00660304j -0.00159416+0.000552263j 0.0112181+0.000153441j 0.000818148-0.00218277j -0.00661073-0.00549784j 0.000386423+0.0117888j 0.00317418+0.000339981j -0.00197642+0.00327333j -0.00716178+0.0102144j 0.00183742+0.00563209j 0.0117515-0.00209974j 0.00662636+0.00136128j -0.00654446-0.000251475j 0.000781287-0.00844379j 0.00161203+0.00841202j -0.00870711+0.00804907j -9.91392e-05+0.00239382j 0.00527226+0.00245955j 0.00508421-0.00428816j 0.00236477+0.00222041j 0.000628504+0.00068625j -0.00488073+0.0018675j -0.00662649+0.000101405j 0.00809499+0.00433573j -0.00390429+0.000785619j 0.00437852-0.00208073j 0.00100391-0.00295687j -0.00137997-0.00324634j -0.00289651+0.00222345j 0.00233312-0.00218163j -0.0100383-0.00446822j 0.00294973+0.00161009j -0.0023801+0.0057973j 0.0149625+0.007026j 0.00156568+0.00693318j -0.00187811+0.00331246j 0.00653476-0.00539321j 0.000654431+0.00546418j 0.00361367+0.00509368j 0.00188676+0.00396234j 0.00429313+0.0083763j -0.0065489+0.00320136j -0.00313745-0.0128405j -0.0165197-0.00394454j -0.0100731+0.0157419j 
0.00588479-0.0092764j 0.00861683+0.00826332j 0.0145612-0.000149561j -0.005009+0.0123504j -0.0113012-0.0171045j 0.00579581+0.0039957j 0.00274314+0.00736035j -0.00722172+0.00804401j -0.00269369+0.0038304j 0.00753461-0.00119331j 0.00365128-0.00604798j 0.00912747+0.00708043j 0.00158835-0.00155441j 2.28667e-05-0.0112664j -0.00502579+0.0121027j -0.00209095+0.00457536j -0.00201907+0.00648412j -0.00197776+0.0169048j 0.010163+0.000633859j 0.0149636+0.00368568j -0.00782107+0.000103487j 0.00707297-0.00262869j -0.00202324-0.00425811j 0.0113415-0.0100199j 0.000508798-0.00220127j -0.00931929-0.00479712j 0.00814394-0.00505755j -0.00943615+0.000460542j -0.0152747-0.00451757j -0.00251211-0.010689j 0.0127897+0.00380328j 0.00272457-0.00507324j -0.00675114+0.00969391j 0.0080764+0.00660127j -0.00450301-0.0229901j 0.0138184+0.00310397j -0.000558348-0.00243596j 0.00355488+0.000380071j 0.00534558-0.0243657j -0.00999404+0.0030936j -0.0132189+0.00104153j 0.0111814-0.00585319j -0.00288981+0.00116913j 0.000663485+0.00478608j -0.00298967+0.000362193j -0.0114234-0.000206146j -0.000450545+0.000960568j 0.0061288+0.00186292j -0.00748789+0.00712624j 0.00114625-0.00184202j 0.000241442+0.00053577j 0.0032471+0.00372791j 0.011023-0.00737117j 0.00581231-0.0064262j -0.0062845-1.41397e-06j 0.0104035-7.88214e-05j -0.00127322+0.00256342j 0.00708705-0.00242298j 0.00354828+0.00712053j 0.00826182+0.00452686j 9.35203e-05-0.00764969j -0.0052236+0.000396345j 0.000576122+0.00202425j 0.00639318+0.00181461j 0.00361563+0.0114771j 0.000737188-0.00380956j -0.00800857+0.00141175j 0.000628907+0.00458902j 0.00027244-0.00669605j -0.00989043+0.000350334j -0.00278348-0.000785453j -0.00291907-0.00292574j 0.000181681-0.00319889j 0.0016603-0.00197159j 0.00112047+0.00641481j -0.00233585-0.00375994j 7.86453e-05-0.00330399j -0.00617766-0.0024525j -0.00291251+0.00176808j 0.000938521+0.0078439j -0.00257926-0.00168158j 0.0034236-0.00233964j 0.000967593-0.00221552j -0.00306497+0.005122j 0.00352517+0.00845782j -0.00101625+0.00605121j 0.0117841+0.00346685j 0.0102727+0.00404356j -0.00428664+0.00907057j 0.000373843+0.00128118j 0.00408267+0.00287985j -0.00676044+0.00209652j 0.00248823-0.0057406j -0.0157282+0.0035805j 0.00232261+0.0127143j 
-0.000156459+0.00731076j -0.00340052-0.00106196j -0.00116906+0.00164137j -0.0026471+0.00564999j -0.00276732-0.00414475j -0.0081142+0.00234202j -0.00246472+0.00513126j 0.0115981+0.0031144j -0.00847731+0.00988021j 0.00486296+0.00244398j 0.00498407+0.00487755j 0.0042238-0.00321191j -0.012648+0.00190064j 0.00796724-0.00166002j 0.00760325+0.00227501j 0.00476364+0.00385447j -0.00947684-0.0105773j 0.00169199-0.0017908j 0.00154888+0.00119273j 0.00408092-0.00390232j -0.00605256+0.00177741j -0.00613977+0.00135318j -0.00433936-0.00536151j 0.0088015-0.0033833j 0.00052949-0.000660161j -0.00483373-0.00347002j -0.00109+0.00439787j 0.00752429+0.00153771j -0.00211078+0.00340955j -0.00534176-0.00749488j -0.00260371-0.00226251j 0.00068618-0.00596058j -0.00294836-0.0015343j -0.00358095-0.00441042j 0.000373077-0.00707499j 0.00891669+0.00355534j 0.0126213-0.00955877j -0.0181678-0.00511338j -1.14982e-05+0.000203201j -0.00986936-0.0111239j 0.00171092+0.00669299j -0.000303417+0.00121003j 0.00516815+0.0104114j 0.00236106-0.00283411j 0.00765516+0.00549329j 0.000895163-0.00814999j -0.00333484-0.0107258j 0.00547171-0.00412041j 0.00303418-0.00294163j 0.0118275+0.00400758j -0.0026507+0.00852543j -0.011661+0.00504909j 0.00809494-0.00580689j -0.0038471+0.00123204j -0.00938926+0.00629816j -0.00542763+0.00594823j 0.0105288-0.00629158j -0.00898098+0.00530102j 0.0135961+0.00189415j -0.00167147-0.0129025j -0.000532133+0.00438321j 0.0118811-0.00690377j 0.00351573-0.00437507j 0.00555226-0.00184835j -0.000508436-0.00133074j -0.0017107+0.00916081j 0.0232547+0.00438986j -0.0126835-0.00200213j 0.00621625+0.0208378j 0.00837035+0.00471978j 0.0160085-0.00485093j -0.00408701+0.0131801j -0.00620504+0.0155248j -0.00098953+0.00589949j -0.00682106-0.0195376j 0.00825629+8.29816e-05j 0.00173248+0.012622j 0.0127182+0.00231473j 0.00420949+0.00772013j -0.00588197-0.0291119j -0.00581805+0.0015067j -0.00653365+0.0161928j -0.00689578-0.00271555j -0.00268688+0.00310891j 0.0113661+0.00234888j 0.0181387-0.0084809j -0.00646304-0.00976367j -0.0150101+0.00548901j 0.0010881-0.0123262j 0.00576253+0.00655268j -0.00336323+0.0110095j -0.00288822+0.0100962j -0.00579468-0.00594521j -0.00736588+0.000353732j -0.00128511+0.00655312j 
0.0032623-0.000966772j 0.00074321+0.00318412j 0.00575555+0.000447608j -0.00335563+0.00823852j 0.000661337-0.00655547j -0.00471714-0.0059645j -0.00185578+0.0010535j 0.00838402+0.00630874j -0.000931668-0.00514278j 0.00283011+0.00643593j -0.00125953+0.00434858j -0.00311545-0.00300855j -0.00618378+0.00515982j 0.00696621-0.00302494j 0.00818584-0.00363476j 0.00449492-0.00432307j -0.00280691-0.000696372j 0.00287287+0.0109168j 0.00651996-0.00426149j 0.00565216+0.00573099j -0.0011487-0.00104018j 0.0150906-0.00274377j 0.00268318+0.00346267j -0.00961724+0.000987946j -0.00504398+0.00196751j 0.0054705+0.00205488j 0.00823825-0.00956311j 0.00409758+0.00215012j -0.00227019-0.00851949j 0.00965477+0.0123634j 0.0115939+0.00289283j -0.00207152+0.00484576j 0.00776772+0.00250285j 0.00740964+0.00597669j -0.00107874+0.00358975j -0.00986656-0.00502893j 0.00138819-0.00917549j -0.0139031+0.00208011j 9.79158e-05-0.00950619j 0.00974295+0.0129655j -0.0111647-0.00523578j 0.0128601+0.00168967j -0.000205148+0.0128481j 0.000579291-0.00419625j 0.00374062-0.00415274j 0.00136658+0.0109411j 0.00840861-0.00698139j -0.000126602-0.0112854j 0.00211349+0.00440552j 0.00473931+0.00639602j 0.00796763-0.00572939j -0.000579376-0.00251547j -0.00825322+0.00609331j -0.00849153-0.00508134j 0.00486097-0.0145894j 0.0146693-0.000372857j 0.00523978-0.00730512j -0.0151161+0.0084314j -0.00462674+0.00881782j -0.00661415-0.00126976j 0.00464943-0.000233165j 0.00156146-0.00399461j 0.00978856-0.00234631j -0.0140643+0.00546403j 0.0104511+0.00697648j 0.00263093+0.00813205j 0.0128192+0.00488253j -0.0040452-0.000124945j -0.00342054+0.0145998j 0.00815216+0.00242941j 0.00258844+0.00124593j 0.00896951+0.00737084j 0.00652562+0.00861993j -0.0170471+0.00153925j -0.00198649-0.00722523j -0.000934241-0.00305138j -0.00182238+0.0058568j 0.0104954+0.00181959j 0.000898541-0.00279784j -0.00307207-0.0192459j -0.00650078+0.00393086j -0.00623887+0.00347066j 0.000288724-0.00472839j 0.00854818+0.0022085j -0.0050883-0.0161898j 0.00842898-0.010723j -0.000671072+0.00392203j -0.0099097-0.00219644j -0.00170941-0.00554568j 0.000321591-0.00740128j 0.00167004-0.0123419j 0.00319038-0.0142543j 0.00240675-0.00489747j 0.00169209-0.00345836j -0.00360091-0.00371661j 
0.00304524+0.0072422j -0.00376846-0.000858265j -0.00297326+0.00304287j -0.00552479-0.00272084j -0.00857177+0.005626j 0.00618613+0.0042489j 0.00442656+0.00395628j -0.00454751-0.00195794j 0.00618279+0.016346j -0.00169882-0.00743168j 0.00417774-0.00317863j 0.0125159-0.00383061j -0.00442724-0.0039251j -0.00292596-0.000603311j -0.0019841+0.010643j 0.00348017+0.00891057j -0.00282014-0.000217862j -0.00529054-0.00248169j -0.00207606+0.00599605j -8.66065e-05-0.00983083j 0.00424983+0.00320098j -0.00585992+0.0148127j -0.0146355-6.15635e-06j 0.0160824-0.0160935j -0.0079149-0.00192155j -0.0172198+0.00352667j -0.00258883+0.0143164j -0.00115682+1.85876e-06j 0.00195018+0.0136208j -0.016675-0.011781j -0.0122032+0.00466005j -0.00775401-0.0136639j 0.00448827-0.00612462j -0.00635697-0.00591365j 0.0202424-0.00177878j -0.000344451+0.00468258j 0.000184219+0.0030877j 0.00353169+0.000339318j -0.00551972+0.00259976j 0.0133008+0.0062214j -0.00733617-0.00461639j 0.00686589-0.00112912j -0.000366651+0.00394217j -0.002681-0.00167102j -0.00243227-0.00504923j 0.00544033+0.00667974j 0.000863546-0.00186839j 0.000331006-0.00565226j -0.00124499+0.00317331j 0.00366211+0.00226916j -0.00452564-0.00497338j 0.00299588-0.00628392j -0.00686208+0.00908311j -0.00280931-0.0026572j 0.00237934-0.012408j 0.00777134-0.00551697j 0.00185224-0.00273098j -0.00720973+0.00515988j -0.00874783+0.002538j -0.00571679+0.00282209j -0.000214173-0.000542385j -0.00344924+0.000915479j 0.00322266+0.000115994j -0.0115463+0.00587597j 0.00662199+0.0013307j 0.0013529+0.00037065j 0.00117836+0.000888042j 0.00176318-0.00010948j -0.00345574+0.00604731j 0.00527469-0.00227247j -0.00254309+0.00538048j 0.00719986-0.00336285j 0.00512933-0.000340962j -0.00967632+0.00268037j 0.000636573+9.20598e-06j -0.00250341-0.000449569j -0.00173871-8.37063e-05j 0.00485934+0.000334422j -0.00233533-0.00647489j 0.000707862-0.00313055j -0.00166769+0.00105523j -0.00229805-0.00283241j 0.00297907+0.000531861j 0.00672434-0.0011237j -0.00905892-0.0110852j -0.001817-0.00526607j 0.00204867+0.00537219j -0.000893307-0.00407753j -0.00278489-0.000263949j -0.00430778-0.00806366j -0.00405171-0.0142057j 0.00114513-0.0142587j 0.00345198+0.00169944j 0.00579907-0.00234898j -0.000789165-0.00570695j 
0.00622256+0.00571242j -0.00170664+0.00174585j 0.00042415+0.00191761j -0.00185732+0.0108264j 0.000258259-0.00294095j -0.0160173+0.00169312j -0.0027785+0.00508601j 0.0236552-0.00177305j -0.00646686+0.0113801j 0.00434329+0.00523217j 0.00710265+0.00954249j -0.00076662-0.00820004j -0.0194142+0.00946392j 0.0129358-0.00279118j 0.0162068-0.00499208j 0.0117641-0.00072551j -0.0139814-0.0123869j 0.00378674+0.000362706j -0.00173005-0.00271418j 0.00156562-0.000554103j -0.00147759-0.000242252j 0.00151037+0.00395283j -0.00140625-0.00118745j 0.00299208-2.41042e-05j -0.00595492+0.00048611j -0.00154373-0.000958372j -6.83905e-05-0.00103189j 0.0133522+4.78199e-06j 0.00122303+0.000456159j 0.000861491+0.00131932j 0.00201857+0.000774702j -0.00173542-0.00099396j -0.000813263-0.00240312j -0.00289532-0.00136519j -0.000609256+0.00144973j -0.00192833-0.000685886j -0.00991984+0.0127j 0.0194232+0.00396055j 0.00119374-0.000689261j -7.55355e-05+0.000722795j 0.00126246-0.00202648j -0.00360873-0.00389418j -0.00504402-0.0140471j 0.000588984+0.00149177j -0.00549949-8.64746e-05j -0.00381934+0.000340989j 0.000422349+0.00761134j -0.00394764+0.00728608j -0.00243959+0.00327159j -0.010842-0.0058408j -0.00466386-0.00424592j 0.00795123-0.00237636j -0.00153903+0.000215252j 0.00523551+0.000106183j 0.00287568+0.00195636j 0.000546497-0.00151056j -0.00746702+0.00817008j 0.0117192-0.00991691j -0.00660261-0.00196526j 0.000993708+0.00907016j -0.000730621-0.00408066j -0.00557519+0.00583465j -0.0059708+0.00351611j 0.00301264-6.10594e-06j -0.00320897+0.000750959j 0.000244767-0.0101788j -0.0237617-0.00411877j 0.0110281+0.000390757j -0.00437109-0.0234627j -0.0114551-0.00207249j -0.0105816+0.00593052j -0.00170629-0.00961319j -0.000968195-0.0102735j 0.00673175-0.00424525j 0.00540819+0.013707j -0.00915059+0.00024661j -0.0027063-0.00903564j -0.0138193-0.00411169j -0.00333386-0.00108254j 0.00882581+0.0283461j 0.00606369-0.00436692j 0.00834196-0.0155114j 0.00374622+0.00215399j -0.00198123-0.000880584j -0.00536175+0.00762624j -0.0104616+0.0126697j 0.00497467+0.00317968j 0.0141108-0.00754358j 0.00451984+0.00933253j -0.00380383-0.00124267j 0.000876405-0.00240458j 0.00110855+0.000144571j 0.00356163+0.00429959j 0.00534529-0.000316713j 0.000158671-0.00408153j 
0.00420911-0.00626047j 0.00875615+0.00400764j 0.00728012-0.00158465j 0.000531325+0.00858349j 0.00192031+0.00563108j -0.00133448-0.00208055j 0.00288785-0.00288513j -0.000568989-0.00348008j -0.00396298-0.00372898j 0.00135955-0.000489288j -0.00139145+0.00291445j -0.0046701-0.00024985j 0.000163305-0.00267815j 0.000390407+0.00302664j 0.00251782-0.0031887j 0.000710767+0.00395053j 0.00235409-0.0016672j 0.00608831-0.00424563j 0.00660598+0.00404412j -0.00273154-0.0122623j 0.0012728-0.00301122j -0.00557421+0.00624962j -0.00181525-0.00136235j 0.000541903+0.00512396j -0.00380932+0.0024937j 0.00357856-0.00339185j -0.00539074+0.00263688j 0.000384871+3.55502e-05j 0.00592861-0.00103228j 0.00424369-0.000378818j 0.00331399-0.00554202j 0.00256033+0.00487822j -0.00941953-0.00675074j -0.0102663+0.00235899j 0.00835731-0.00388343j 0.00828987-0.00266763j 0.000338188-0.00229686j 0.00101802-0.00144425j -0.00960166-0.00562183j 0.000630183-0.000164456j 0.0128284-0.0105932j 0.0043441+0.0127002j 0.000938901-0.00225567j 0.00102599+0.000398014j 0.00418461+0.00214256j 0.00114683+0.00083942j 0.00606487+0.0129016j 0.000208783-0.00512755j -0.00237149-0.00860178j 0.00126233-0.00160894j 0.00241571+0.00458934j -0.00176807+0.00255381j 0.00421908+0.00101962j 0.00716337-0.00300345j 0.0109122+0.00276065j 0.000444261-0.000289197j 0.00197498-0.00196498j -0.00383662+0.00242665j -0.00687763+0.00857199j -0.00763315-0.00306709j 0.00200049+0.00563713j 0.00288416+0.00453201j 0.00561043-0.00223491j -0.000836499-0.000891247j -0.00424067+0.0140968j -0.00573999-0.00537506j -0.000608586+0.00069919j -0.00182724+0.00581361j 0.0029726+0.00711654j 0.00398692-0.00829028j 0.00137016+0.00149886j 0.00113414-0.00687895j 0.00157868-0.00161709j -0.00261944-0.00302505j 0.0017462-0.00583227j -0.00366783+0.000905942j -0.00440538+0.00497415j 0.000580872-2.56441e-05j -0.00456847-0.00802995j -0.00128949+0.00103286j -0.00498729-0.00574554j 0.00169342+0.00298571j 0.00593315-0.00111237j -0.00313596+0.00156101j 0.00266476+0.0050107j -0.000516983-0.00340629j 0.0175529+0.00811195j 0.00296082-0.010222j -0.00469932+0.00753659j -0.00188253-0.00218967j -0.00471988-0.000958877j 0.0017444-0.00580382j 0.0084208-0.00465837j -0.0280637+0.00888263j 0.00820912+0.0250453j 
0.00177176+0.000559293j 0.00368094+0.0057771j 0.0035572+0.00166967j -0.00266203+0.000597449j -0.000496384+0.00380645j -0.00160144+0.00075968j 0.00350638+0.00261928j 0.000865019-0.00305164j -0.00406599+2.2914e-06j 0.00227767-0.000630825j -0.00237971-0.00276479j -0.0052546-0.000133236j 0.00249313-0.00233396j -0.00269817+0.000542866j -0.00154047+0.000534288j -0.00498148+0.00326779j 0.00067228-0.000522189j 0.00227542+0.000105134j -0.00346793+0.00234527j 0.00353189-0.00795643j 0.00535724+0.00769344j -0.0126585-0.00325449j 0.00478267-0.00747511j -0.0135047-0.00478615j -0.00179638-0.00343607j -0.00151765-0.00666041j 0.00125454+0.00166517j -0.00212175+0.000188497j 0.005223-0.00307286j -0.00242407+0.00566903j -0.00285074+0.00214367j 0.00176703-0.00578997j -0.000871755-0.00317147j -0.00363379+0.00455441j -0.00235256-0.00140414j -0.00116649-0.00314406j -0.00520978+0.00639644j 0.00773004+0.00107912j -0.00217443-0.00569822j -0.00639958-0.00498999j -0.00962635-0.00151143j 0.00681723-0.00594099j 0.00405512-0.00806781j 0.00100446-0.000675578j 0.00410904+0.000807633j 0.00102322-0.00690884j 0.0030006-0.00613907j -0.000389097+0.00538126j 0.00214283+0.00708216j -0.00156147-0.00419407j -0.0045403-0.00299103j 0.00458764+0.000719931j 0.000129526+0.00214229j -0.00149802+0.00116414j -0.00794431-0.00500046j -0.0042638+0.0111564j -0.00642238-0.00621699j 0.00295138-0.00859017j -0.00472639+0.00585875j -0.0119524+0.000986449j 0.0135613+0.00603061j 0.0138656-0.00167141j -0.00527411-0.00821137j 0.000814313+0.0103123j 0.00178202-0.00314198j 0.0072146+0.00296794j -0.00407587+0.00300526j 0.00362534-0.00225698j -0.00088328-0.0122759j -0.00739316+0.000930261j 0.00175027-0.0031064j -0.00596956+0.000938155j -0.00120808-0.000376747j -0.00433218-0.00268382j 0.00145107+0.00648909j 0.00132376-0.0045032j -5.43237e-05-0.000900429j -0.00178402-0.0116198j -0.00157035+0.0129854j 0.00718799-0.00353808j -0.000272879-0.00547387j 0.000523026-0.00395081j -0.00186167-0.0037532j -0.0015631+0.00988771j -0.00876876-0.00726355j -0.00303591-0.00173689j -0.00638485+0.00500734j -0.000988933-0.00170115j -0.00133598+0.00659238j -0.000987143+0.00239039j 0.00490483+0.00474415j -0.00086389-0.00636387j 0.00333091-0.00672611j 0.00311472+0.000231841j -0.00338513-0.00629358j 
0.00322815-0.00098373j 0.00199651+0.00261608j 0.00327503+0.00153463j -0.00252058+0.00276983j -0.00129894+0.00161005j 0.000779822-0.000561789j 0.00162928+0.000167501j -0.000261906+0.00017401j -0.000148662-7.23355e-05j 0.000213152+4.7803e-06j -0.000763712-0.00123408j 0.000186168-0.00247903j 0.000450465-0.000687559j -0.00140264+0.00110842j 0.0014415-0.000337378j -0.00144748+0.00158638j 0.00091563+0.00227079j 0.00276056+0.00150003j -0.00121184+0.00198225j 0.0036564-0.00352602j 0.00157403-0.000378645j -0.000596999+0.000392668j -0.000631515-0.00213114j -0.0041357+0.000607553j -0.000878035+0.000589701j -0.000952301+0.000124806j 0.000977406-0.00084941j -8.09919e-05+0.000878474j 0.000494708-0.000129346j 0.000794368+0.00208899j 0.00033397-0.00150243j -0.000763842-0.00166756j 0.00295861-0.00103317j -0.000422228+8.42614e-05j -0.00045936+0.00276751j -0.00406737-0.000547173j -0.00263095+0.00142758j 0.000413255+6.90219e-05j -0.00295691-0.00150235j 4.48128e-05+0.00473183j -0.00712501-0.0006911j 0.0045704-0.00541312j -0.000683811-0.00219099j 0.00227877-0.000602728j 0.0012937-0.00076799j -0.00163333-0.000200119j -0.00109997-0.000125337j 0.00348741-0.00343913j 0.00539845+0.00118847j -0.000992883-0.000384488j -0.000236424+0.00125677j 0.00333864-0.00055333j 0.000183614+0.00291551j 0.00150379-0.00242161j -0.000601649-0.00017668j 0.00410842+0.00292659j -0.000527973-0.00378933j 8.94741e-05-0.0022709j 0.003547+0.00490416j -0.00197899-0.0010262j 0.00744305-0.00871043j 0.00471593-0.00503317j -0.00341531+0.00163898j 0.00691011+0.0033169j -0.00109523-0.00281574j -0.00012863-0.00643395j 0.00116545-0.000173763j -0.000850305-0.000687972j -0.00252964+0.00295812j 0.00109587+0.00417363j -0.00481937+0.000535756j 0.00335369+1.08622e-05j -7.65441e-05-0.00031374j -0.00467967+0.00158856j 0.000703495+0.000131477j -0.00253981-0.00341021j -0.000809301-0.000124588j 0.000664642-0.00397719j 0.00295947+0.00591399j 0.00198119-0.00345178j 0.000339762-0.00148063j 0.00109072+0.00310148j -0.00332135+0.00212661j 0.00621768+0.00113764j 0.00308886+0.010379j 0.00225335-0.00181985j 0.00205307-0.00334008j 0.00389971+0.00400059j -0.00634196+0.00241132j -0.00203521-0.00319077j -0.00340907-0.00576854j -0.00656522-0.00318994j -0.00158951+0.0044443j 0.0007181-0.00396201j -0.00372682+0.00391483j 
