-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
0.000414659-0.000490631j 0.00130918+0.000501765j 0.000727732-0.00175315j -0.00133782+0.00790178j 0.000482292-0.00371031j -0.000744284-0.00105426j 0.0144154-0.00410308j -0.00201857+0.00516574j 0.000736887+0.0106367j -0.0104113-0.00112542j 0.000133597-0.000640418j -0.00160179-0.00302632j -0.00319542-0.00193334j -0.00196692-0.00480237j -0.00591646-0.00128361j 0.0013429+0.000716658j -0.000497716-0.000384302j 0.00453924+0.00506979j 0.00404772-0.00443434j -0.00221883+0.00405131j -0.00905847+0.00519632j 0.0132-0.00265368j 0.000776991-0.00121869j -0.00256934+0.00107022j -0.00734285+0.00214012j -0.00311704+0.0097256j -0.00900842-0.00515689j 0.00934265-0.000126199j -0.00100957+0.000615898j -0.0113335+0.000826291j 0.00440245+0.00107171j -0.00776697+0.000159178j 0.00241558+0.000477484j -0.00270949+0.00211573j 0.000614827-0.00943935j 0.0107128+0.00489234j 0.00980679-0.00259343j -0.00539483-0.000496484j 0.00922913+0.00458985j 0.000580129+0.00373257j 0.00371953+0.00580273j -0.00646415-0.00415858j -0.00246093-0.00397812j -0.00208188+0.0017956j 0.00228326+0.00338783j -0.00252734-0.00550745j -0.00140867-0.00377408j -0.000852309+0.000713325j -0.000187419-0.000593338j -0.0017624-0.0032313j -0.00123947-0.00168667j -0.00115947-0.00726529j -0.000183409-0.00598839j -0.000983139-0.000522338j -0.00265747+0.00325693j 0.00113436-6.85769e-05j -0.0012189+0.00387031j -0.00140862-0.000925645j 0.000401869+0.00144493j -0.00293605+0.00692223j -0.0018268-0.00241244j 0.00408323-0.00127031j 0.00823063+0.00363063j 0.00119654-0.000225997j -0.00211012+0.0169671j 0.00037333+0.00198152j 0.00336896+0.0127699j 0.00222458+0.00452286j 0.000242407-0.00462332j 
0.00258984-0.0022922j 0.00229773+0.00387326j 0.000754909-0.00102566j -6.23304e-05-0.00328811j 0.000797592-0.000307843j 0.00453482+0.0029611j -0.00407109+0.00153676j 0.000570495-0.00315926j -0.00156337-0.004923j 0.000920433+0.00100226j 0.00234928+0.000623376j -0.00234732+0.00359284j -0.00129076+0.00177901j -0.00251716+0.00255947j -0.00207867-0.00475682j 0.00248597-0.00318313j 0.00525928+0.00117161j -0.00183499+0.00841627j 0.00299928-0.000699401j -0.00220827+0.0042812j -0.00977512+0.00948571j 0.00422066+0.00544749j 0.00621721+0.00104411j -0.00227911-0.000255942j 0.00314349+0.00446943j 0.00028324+0.000149508j -0.00543623-0.000880256j 0.0071191+0.00474204j -0.0080783-0.000748869j 0.00548276+0.00120664j 0.00300991+0.00207669j -0.00825588-0.00253598j -0.00100897-0.000145451j -0.000562831+0.00452196j 0.000723129-0.00171187j -0.00213447+0.00222155j 0.00507218+0.00118471j -0.00468209-0.0015941j 0.00472415+0.00551798j 0.00226677+0.00651317j 0.00374473+0.00569457j -0.00441254+0.00350148j -0.00370579-0.00720872j -0.00082299-9.82417e-05j 0.000501975-0.00106325j -0.000252761-0.00465685j -0.00301024+0.0058932j -0.00347105+0.000381347j 0.00453515-0.00180669j -0.00342925-0.0057693j 0.00186992+0.000558153j -0.000529711+0.00266806j -0.00132289-0.000578098j 0.00282203+0.0012452j 0.000489878-0.00146382j -0.001427+0.00190811j -0.000259297-0.0019818j 0.00135875+0.00110637j -0.000644659+0.000214205j -0.00242485+0.0035001j -0.00269434+0.00159707j 0.00120366-0.00184308j 0.00114642+0.00277838j -0.00232141+0.00337702j -0.00662257+0.0211325j 0.000332864+8.12475e-05j -0.00172835-0.000253164j 7.08174e-05+0.00083925j 0.00203141+0.00144752j 
-0.000744072+0.000708105j -0.00140708-0.000639625j 0.00197482-0.00677165j 0.00335444+0.00358473j 0.00403396-0.00912416j -0.00525596-0.000996396j 0.00540512-0.00186424j 0.00220476+6.29401e-06j 0.00375003+0.00809026j -0.00925446+0.00146608j 0.00121046-0.00108276j -0.004353+0.00536076j -0.0037851-0.00418518j -0.00245545-0.00840093j 0.00111132+0.000316605j 0.00323301+0.00825718j -0.00621342-0.00138336j -0.00012669-0.000331596j -0.00267127-0.00176812j 0.00442956-0.00429731j 0.00552642-0.000352975j -0.00319254-0.00344433j -0.00581539+0.000218949j 0.00419854+0.00351865j -0.00285163+0.000430003j -0.00651755-0.00639459j 0.000441585-0.00440376j -0.0012773-0.000346946j 0.00213187-0.00135003j -0.00613479+0.00219239j 0.00578102+0.00675823j 0.000634217+0.00133752j 0.00333296+0.00246121j 0.00486443-0.00326525j 8.45338e-05-0.00107419j 0.00819633+0.00953342j -0.00607656-0.00220526j -0.00196178-0.00538922j -0.00382005-0.0081282j -0.00257477-0.00163576j -0.00265329+0.000582695j -0.00258537-0.00293643j -0.000619378+0.000446673j -0.00156672-0.00577358j 0.00287647-0.00204398j -0.0019922+0.00211585j 0.00191822+0.00218322j 0.00122128-0.00103807j 0.00134699+0.000930937j 0.000950192+0.00487051j -0.000449986+0.00185834j -0.00206718-0.0039762j -0.00255109-0.0050492j 0.0022199-0.000533065j 0.00253887+0.00300361j 0.00169972-0.00152193j 0.00140716+0.000684873j 0.00050885+0.00246089j 0.000467659+0.000732673j 0.00013178-0.00155883j 0.000421065+0.000215862j -0.0011652+0.000377752j -0.001842-0.000174309j 0.0018673-0.00073875j 0.00333429-0.0120863j 0.000162501-0.00103486j -0.00013778-0.00339415j 0.000202001-0.00144767j -0.000179962+0.00148284j 
0.00338401+0.00214683j -0.00250297+0.000267199j -0.00058581+0.0027193j -0.00137544+0.00912646j -0.00240069+0.00244123j -0.00526575-0.00315272j 0.0120321-0.00146405j -0.00325264+0.00708957j 0.00177102+0.00605592j -0.00258768-0.00108834j -0.00781863-0.000733109j 0.00505088-0.0107869j 0.00139753+0.00400256j 0.00291422-0.00340583j -0.00502017-0.00388617j -0.0010884+0.000828562j -0.00219201+0.00411184j 0.000945781-0.0075528j -0.000579272+0.0029007j 0.00355418-0.00492467j -0.000247088-0.00521267j -0.00166539-0.00483908j -0.00437618-0.0038397j -0.000803525+0.000174138j -0.00917846-0.000157983j -0.00154652+0.00740933j 0.00204162+0.00160426j -0.0071466-0.00520054j 0.00575431-0.00184659j -0.0103644-0.00102427j -0.00237717-0.00570675j 0.00878651-0.00539824j 0.000542318-0.00168426j -0.00246285-0.00495057j -0.00240514-0.00325002j 0.000922047-0.00687433j 0.00453557-5.44503e-05j -0.00135193-0.00204845j -0.00511656+0.00627337j -0.00124682-0.0010162j -0.00312878-0.0033732j 0.00462128-0.00282324j 0.00222156+0.00121784j 0.00192967+0.00703869j -0.00358512-0.00166333j -2.23457e-05+0.00528435j 1.46328e-05+0.00238456j -0.00250209-0.00145223j -0.00127789+0.00023434j -0.00115575+0.00199542j 0.0027828+0.000935672j 0.00257492-0.00423301j 0.00175535-0.00510521j -0.000819046+0.0029788j -0.00123376+0.000501343j -0.000587065+0.00108512j 0.000816112-0.000350925j 0.00349638+0.00180244j 0.000876012-0.00173809j 0.000360233+7.26035e-06j -0.000979102+0.00171743j 0.00191202+0.00249999j 0.00299866-0.0031208j -0.00241367+0.00118037j -0.0056125-0.00953004j -9.04661e-06+6.31971e-06j 0.00118814+0.001353j -0.00110954+0.00498745j 0.00338175-0.00172395j 
0.000503727+0.00213033j -0.000353549+0.00129203j 0.00640401+0.00261704j -0.00274379-0.00387634j -0.00202871+0.000306928j 0.00039119+0.000263491j -0.00755271+0.00128594j 0.0052569-0.00244883j -0.00429074-0.00547786j 0.00594576-0.00191285j 0.00162732-0.00664978j -0.000351972-0.00381898j -0.00307624-0.00251668j -0.00235101+0.00379032j 0.00285597+0.00711376j 0.000659635-0.00366183j 0.00028245-0.000358012j -0.00164463+0.000104556j 0.00360974+0.000753222j -0.000395359-0.000608514j 0.00626365-0.00764408j -0.00301001+0.000494866j -0.0050155+0.00297276j 0.00355372-0.00119701j 0.00441937+0.0053429j -0.000325816-0.00429144j 0.00168838-0.00161337j 0.00194998+0.00254243j 0.000858795+0.000430453j 0.00544901-0.00432699j 0.000710757+0.000504762j 0.00255213+0.0042883j 0.00113264-0.000965317j 0.00135138-0.000361438j 0.00246182+0.00733971j -0.000871464+0.00237125j -0.00561131-0.00338326j 0.00726738+0.000910835j -0.00363679-0.0065016j -0.00272875-0.00290878j -0.00724135+0.00275632j -0.000935491+0.00144791j -0.000705484+0.000761639j 0.00123543+0.0010895j 0.00339095-0.000116498j 0.00164367-0.00121282j 0.00233854-0.00466743j 0.00259788+0.000316112j 0.000735771+0.000468365j 0.000273336+0.000920642j -0.000323027+0.000460604j 0.00238522+0.00182982j 0.00301845+0.00400398j 0.00154802-0.00221423j 0.000948722+0.000886577j 0.000329741-0.00258466j 0.00105589-0.000922088j -0.000242607-0.00119716j -0.0006662-0.000455748j 0.000340444+0.000174285j 0.00247981-0.00177146j -0.00187924-0.00233435j -0.00223645+0.000795093j 0.00137423+8.67462e-05j 0.00349471-0.0103818j 0.000276215-0.000930428j 0.00108248-0.00350813j -0.000315415+0.000450229j 0.000618199+0.00246887j 
-0.00130601-0.000619138j -0.00172892-0.00519126j 0.000992495-0.0052724j -0.000734224+0.00155547j 0.00909226-0.00270551j -0.00163668+0.000175836j -0.00458733+0.00199265j 0.00405748-0.00304388j -0.0137128-0.018886j -0.00098835+0.00386398j -0.00760558-0.00657992j -0.00176056+0.000513382j 0.00745334+0.0120563j -0.000793033-0.000708285j 0.0031295-0.00103113j 0.000159179-0.00165124j 6.99686e-05+0.00205509j -0.00438858-0.000807586j -0.00276624+0.00422814j 0.00631509-0.00640025j -0.00017851-0.00143558j -0.00168018-0.00255556j 0.00011371-0.00314996j -0.00255437-0.000657862j -0.00306002+0.00359211j -0.0018065+0.00682385j 0.00313099+0.00520236j -0.000570347-0.00438156j -0.0111159-0.00100782j 0.00414299+0.00216103j -0.000163395-0.00883552j -0.00022092+0.00131486j -0.000124086-0.00252867j 0.005018-0.00163566j 0.00213901+0.00483135j 0.00107662-0.00500317j 0.00670318+0.000659721j -0.00480952+0.00194723j -0.00652149+0.00573684j -0.00130375+0.00207127j 0.00240773+0.0104846j 0.00036319+0.00203502j 0.000120466+0.00175292j 0.00239918+0.00325458j 0.00701097-0.00325692j 7.94207e-05+0.00417218j 0.00244076-0.0013127j -0.000995764-0.000632336j -0.00103133+0.000225145j 0.00101263+0.0019247j 0.00242137+0.00252685j 0.0003305-0.00107584j -0.00290712-0.00267282j 0.000953315+0.00327032j -0.000157402+0.00125267j 2.08138e-05-6.00098e-05j 0.00261293+7.18159e-05j -0.000465287+0.00388297j -0.000863474+0.000377107j -0.00106233+0.00236691j -0.00070653+0.000328523j 0.000925275+0.000740846j 0.00183006+0.000269698j 0.0022986-0.000840539j -0.000842388-0.00210637j -0.00127738+0.00222312j -0.000619575+0.00252397j 0.00116409-0.00142655j -0.00182591-0.00176597j 
0.000728723+0.00368979j 0.000182645+0.00250349j 0.00636357+0.00804994j -0.00447373-0.000643505j -0.00685278+0.0043976j 6.77191e-05-9.41271e-05j -0.000287154-0.00403566j 0.00490634+0.0027455j 0.00225972+0.00521356j 0.00182784-0.00441761j 0.000304208-0.00669176j -0.00385716-0.0123663j -0.00674694-0.0060824j -0.00305241+0.00157558j -0.00307071+0.00218355j 0.000467743+0.000610144j 0.00187414+0.0012959j -0.000283013+0.00496509j 0.00770305-0.00101133j -0.00312756+0.00161001j -0.00167987-0.0027453j 0.00058837-0.000546681j -0.005178-0.000505946j 0.00276351-0.00381829j -0.00222724+0.0128658j 0.00208137-0.000709045j -0.00276374-0.00107748j 0.00988759+0.00103338j 0.00538934+0.000118545j -0.00252929-0.00545941j 0.00248729+0.000490113j 0.00196235+0.00256606j 0.00106668-0.00301168j -0.000534915+0.00125301j -0.00145527+0.00313946j -0.00124119+0.0037621j 0.00121188-0.003156j 0.00573535-0.00576842j 0.001075-0.00113619j -0.000794168-0.00111149j -0.00795361+0.00517634j -0.00530294-7.4255e-05j -0.00153005-0.00372142j 0.00158769+0.00398179j -0.000378174-0.0016503j -0.00264048-0.00206173j 0.00230602+0.00462675j -0.0032361-0.00141058j 0.00203978-0.000224912j -0.00592741-0.000867519j 0.00224953+0.00277257j 0.00437869+0.00193158j 0.00372741-0.00441495j -0.000414084+0.00262245j 1.49549e-05+0.00237625j -0.00347965+0.000457676j 0.00164088-0.00433289j 0.00166146+0.00495746j -0.00222641-0.000443945j -0.00158729+0.00229893j -0.00156078+0.00413808j -0.000942633+0.00023274j 9.67502e-05+0.0010825j -0.00119208+0.00126091j -0.00113863+0.00103968j -0.000167989+0.00101436j -0.000722537-0.00245731j 0.0011776-0.00100572j 0.00072065-0.00048511j 
-0.00124213+0.000621577j 0.00118989-0.0021824j 0.000663813+0.00223919j -0.00234126+0.00550073j -0.00187014+0.0027708j 0.000532838-0.000876945j 0.00454482-0.00692401j -0.000957439+0.00432874j -0.00452524+0.000536591j -0.00150184-0.00358369j -0.00358745-0.00423333j -0.00187991-0.0124824j -0.00025842+0.00448725j -0.00214093+0.000988335j -0.000726019+0.000347911j 0.000184473-0.00435777j 0.00301706-0.00214911j 0.00114308+0.00283187j 0.00312642-0.000534479j -0.00435889+0.00137621j 0.00030569-0.00120766j 0.00814209-0.00362596j -0.000293226-0.00298743j -0.00156832-0.000241058j 0.00234879+0.00361121j -0.000261899+0.0115508j -0.0014231+0.00422279j 0.00747703-0.00585047j -0.00183849+0.00233176j -0.00249853-0.00228711j 0.00336612-0.00877876j -0.00463023+0.00218809j 0.00458933-0.00292844j -0.00189913+0.00320162j -0.00402217+0.00067797j 0.0002555-0.00442135j 0.00158164-0.00659529j 0.00280966+0.00457886j 0.00467797+0.00232325j 0.00356769+0.00117133j -0.00177721+0.00797084j -9.37091e-06+0.00638564j -0.00151456-0.00310158j 0.000801855+0.00181878j -0.000689789-0.00162596j 0.00115793-0.00255794j 0.00150326-0.00378648j 0.00269774+0.00213041j 0.00188751-7.1015e-05j -0.00120629-0.00059548j -0.00115327-0.00396157j 0.00327953-0.00460028j 0.00243195+0.0019783j 0.000840299-0.00260858j -0.000396634-0.00136869j 0.00140842-0.00135203j -0.00213215+0.000513416j -0.00195233-0.00536327j -0.00202118+0.00117636j 0.00199249+0.00020822j 0.0026138-0.00263402j -0.0016863-0.00261683j -0.00102678+0.00200455j 0.000608745+0.00111588j 0.00653361+0.0120688j 0.000639349-0.000142252j 0.000141721-0.000815878j -0.000563261-0.000256594j -0.000164989+0.00263539j 
0.00183543+0.00453183j -0.00243489+0.00191738j 0.00530837+0.0016337j -0.00211005+0.00276093j -0.00477338+0.00097286j -0.00227066-0.000170878j 0.000702684-0.00389682j 0.003279+0.00210046j 0.000955257+0.00460698j 6.86315e-05-0.00461434j 0.00156867-0.00516635j -0.00203844-0.00826439j -0.00676474-0.00345578j -0.00139422+0.000933031j 0.00323548+0.00655203j -0.00077535-0.00266228j -0.000145312-0.00274414j -0.00237494-0.0012324j 0.00289426-0.000447829j -0.00298408-0.000700446j 0.0040142-0.0119401j -0.00126168-0.00107972j -0.00602844+0.00480166j 0.00510126-0.0014283j 0.00192279+0.00122482j -0.00151825+0.000266915j 0.00129258-0.00189016j 0.000118476+0.000888064j 0.00539645-0.00121868j -0.000875629-0.0030652j 0.00231709-0.000572034j 0.00423403+0.00164092j 0.00461094-0.00122537j -0.00160803-0.000293314j 0.00201592+0.00459292j 0.00143236+0.00153862j -0.00894175-0.00246287j 0.00789209-0.000195372j -0.00507537-0.00570118j -0.0036878-0.00229618j -0.00910415+0.00404227j -0.00161336+8.75239e-06j 0.00141775+0.00128958j -0.000450695-0.00102582j 0.00283694+0.00294682j 0.000394094-0.00202383j 0.00132782-0.00589427j 0.00353369-0.000401199j 0.000609388+0.00128191j 0.00202976+0.00115992j -0.00220018-0.00285452j 0.00229026-0.00207307j 0.00385622+0.00397101j -0.00148726-0.00473107j 0.000746081+0.00111736j 0.00100695-0.00315555j -0.000399699+0.0008787j -0.00224883-0.00602559j -0.00101567-1.33278e-05j 0.000341798-0.000562344j 0.0015834-0.00514137j -0.00396286-0.00126237j -0.00322399+0.000200211j 0.00229819-0.00198737j -0.0004764-0.0129408j 5.28729e-05-0.00118635j 0.0024899-0.00230262j -0.000834975+0.00203733j 0.00112729+0.00285812j 
-0.0013152-0.00252849j 0.000908326-0.0017263j -0.00376092-0.0046037j 0.00388793+0.000749179j 0.00426921-0.00305262j -0.000719826-0.000359621j 0.000714054-0.00108578j -0.00370125-0.000199667j -0.00539739-0.00429203j -0.000841723+0.00193302j -0.00193174+0.00287268j 0.00154374+0.00246491j 0.00645109+0.00437803j -0.000181214-0.000946747j 0.00166981-0.00452414j 0.00045266+0.00286779j 0.000764978-0.000796998j -0.00316074+0.000816895j -0.00329861+0.0014679j 0.000926082-0.0024969j 0.00140585-0.000409911j -0.00208671+0.000188945j 0.00291023-0.00132948j -0.00125397+0.00221292j 0.00157296-0.00412735j -0.00385254+0.00308112j 0.0043071+0.00507247j -0.00560003-0.00127755j -0.00465473+0.00161757j 0.00179641+0.00297884j 0.00113822-0.00460513j -0.00369964-0.00103046j 0.00207558-0.00081124j 0.00229286-0.00238134j -0.00119414+0.00183988j -0.0011449-0.00242207j -0.00357193+0.000382706j -0.00169311+0.00264668j -0.00169782-7.11369e-05j 0.00122939+0.00208852j 0.00411851-0.00026881j 0.0035058+0.00504312j 0.000123431+0.00168206j 0.000544895-0.00425197j -0.000879732-0.00571607j 0.00346459+0.00115831j -0.00121055+0.00194174j 0.000468988-0.000170062j 0.00224109+0.00144131j 0.000247423+0.00175472j -0.00042258-0.000707099j -0.0015639-0.00177271j -0.00297886+0.00132386j -0.00245499-0.00145486j 0.00171374-0.00255785j 0.00100215-0.000575374j -0.00110787-0.000616206j -0.000129026-0.00324763j 0.00124936+0.000277827j 0.00285345-0.0032244j 0.00103244-0.000610492j -0.00229506+0.00160894j -0.00395086-0.000517203j -0.00222895+0.00191267j 0.0021918+0.0008843j 0.000454292-0.00204534j -0.00248428-0.00636097j -0.00376751-0.00132377j 0.00116478+0.00530903j 
0.00240673-0.000696483j 0.00317163+0.00385789j 0.00606014+0.00435708j -0.00303171-0.00391155j -0.00140822+0.00393261j 0.00187803-0.00115145j -0.00295749+0.00292953j 0.00310567-0.0016941j 0.00526439+0.00124133j 0.00285647+8.01253e-06j 0.00127887-0.00134707j -0.00274148-0.000933617j -0.0051665-0.00543318j -0.000642185+0.00231917j -0.00510305-0.000998994j 0.0011431+0.00236088j 0.0023296+0.00294669j 0.00297995+0.00544451j 0.00336855-0.00159695j 0.000824647+0.00319265j -0.00406167+0.00647238j -0.000480109+0.00254381j 0.000342514-0.00222519j -6.59853e-05-0.00145075j 0.00107457+0.0086923j 0.000226524-0.00597171j -0.00424702-0.00162476j 0.00690907+0.00206827j 0.00143209+7.9987e-05j -0.00175815-0.000959036j 0.00257993+0.00444186j 0.000948493+3.33953e-06j -0.00259853-0.000655788j 0.000443113+0.000797523j -0.00196587+0.00112435j -0.00110051+0.00464395j 0.00217416+0.000334736j -0.000963682-0.00727092j 0.00123118-0.00150842j 0.000928087+0.00118456j -0.00331436-0.00134537j -0.00365498+0.000572906j -0.00320392-0.00257938j 0.00327819+0.00211478j -0.00311915-0.00146184j -0.00269163-0.00272957j 0.00081254+0.00890969j -0.0062017-0.000388772j 0.00423258-0.000701461j -0.00650786-0.000736986j 0.00399583+0.00550861j 0.00137709+0.00373691j -0.00154679-0.00705141j 0.000174947+0.00229954j 0.000481644+0.00122235j -0.00321048+0.00323445j 0.00110286-0.00569299j 0.00402348+0.00704678j -0.000528319-3.7812e-05j -4.79242e-05+0.00170229j -0.00169388+0.00739797j 0.00151492+0.00236127j 0.00046769+8.05414e-05j -0.00472908+0.0036269j -0.000676237+0.00736569j 0.000507778+0.000449565j -0.0030963-0.00331049j -0.00168536-0.000559894j 0.00202305+0.000449272j 
-0.00254097-0.000203275j 0.00046702-0.00254113j -0.00169343+0.000200354j -0.00143477-0.000973448j 0.000837993+0.000403633j -0.000636723+0.000838077j -0.00147042+0.00109219j -0.000939628-6.44976e-05j 0.00177539-0.000568782j 0.000549898+0.000269679j -0.00136854+0.000559285j -0.00085146+0.000946583j 0.000963998+0.00100725j 0.00216742-0.00121038j -0.00129589-0.000926527j 0.00165266-0.000152332j -0.00110635+0.00176474j 0.00141742-0.00342431j -0.000534942+0.000833892j 0.000356666+0.000488306j -0.00277009-0.000826878j 0.000361534-0.000543127j -0.00044533-0.000737603j -0.00141264-0.000118483j -0.000505903-0.000637711j -0.000417637-0.00175852j -0.00181873+4.32048e-05j 0.00153072-0.00147859j -0.00190203-0.00153748j -1.16652e-05+9.72368e-05j -0.00056901+0.00133037j 0.00201562-0.00142581j -0.00169316+0.00265124j 0.00154596+0.000360339j -0.00192585-0.00109638j -0.000573853-0.0012174j 0.00603952-0.000372381j -0.000803889+0.00194092j 0.00427222+0.00297168j 0.00262921-0.0014939j 0.00314488+0.000200352j 0.0011233+0.00279522j 0.000315677+0.0020121j -0.00152581-0.000662516j -0.000681235+8.02573e-05j 0.00127603+0.0063625j -0.00161361+0.00246163j 0.000283828-0.000418758j -0.0090244+0.00164047j 0.00151618+0.000539629j -0.00205365-0.000555727j 0.000352907+0.00180965j 0.000104597-0.00102475j 0.00174052+0.00351533j -0.000774673-0.000360571j 2.72724e-05+0.000854771j -0.00262612+0.00301281j -0.000612197+0.00332203j -0.000648716-4.03311e-05j -0.00210623-0.000522725j -0.00051575+0.000697212j 0.00289351-0.00218125j 0.00196404+0.00253762j 0.00268366-0.000451366j 0.000718351+0.00166165j 0.000279291+0.000613342j 0.00248656+0.00063121j 0.00498302-0.00476696j -0.00441652-0.00329607j 
0.000424829-0.000436329j -0.000365293-0.000915413j 0.00204084+0.00076788j 0.000493143-0.000823957j 0.000526032-0.00233574j -0.00136947-0.0043483j -0.00180756-0.00105997j -0.00100398-0.00105103j -0.00197897+0.000185636j 0.00139722-0.000464442j 0.0014129+0.000316403j -7.74847e-06+0.00216472j -0.00169108-0.00294227j -0.00240908+0.00264948j 0.001865+0.000175525j 0.00282364-0.000351832j -0.0011305-0.00164238j -0.00371707+0.000437425j 0.00440348-0.00224789j -6.20907e-05-0.001965j -0.00116655+0.00380135j 0.00419344+0.00100364j -0.00160628-0.000158998j 0.00255211-9.03206e-05j -0.00370194+0.00372677j 0.00194488+0.00131386j -0.000924358+0.00144194j 0.000285909+0.00368175j 0.00188867+0.00174104j 0.000569335+0.00111742j -0.00156701-0.00178359j -0.00193375+0.00248147j -5.12598e-05-0.00283436j -0.00313958+0.00134087j 0.00382891-0.00319749j 0.00143552-0.000450661j -2.64751e-05-0.00378548j -0.000351751-0.00468045j -0.00583701+0.00228644j 0.00191342-0.00175531j -0.00125557+0.00152582j -4.26536e-05-0.000188821j 0.00353623-0.00169976j -0.0033112+0.00141642j 0.0029344+0.00334141j -0.00427592-0.00154082j -0.00357684-0.00728595j -0.00257962+0.00219223j -0.00128332-0.00289209j -0.000961456+0.00115953j 0.000917995+0.0024966j -0.00121629-0.000566122j -0.000670314+0.00025204j -0.00368413-0.0018299j 0.00632813+0.00220434j -0.00258844+0.00035894j 0.00165833-0.00259021j 0.00255749-0.00327849j 0.00196287+0.000240441j 0.00217282+0.00459745j 0.00469434+0.000957222j 0.000518791+0.000540651j -0.00496834-0.00587975j -0.00353026-0.00285384j 0.000519816-0.000145622j -0.000135992-0.00150811j -0.00627277+0.00909266j -0.00163484+0.00396868j 0.00331267-0.00480732j 
-0.00398159-0.00193269j 0.00244533-0.00471873j -0.00292758+0.00126251j -0.0010371-0.00309457j 0.00132525-0.000330923j 0.00186017-0.00397089j -0.00372149-0.000813806j 0.00306568-0.00142951j 0.00160059-0.00167183j -0.000184927-0.00174538j 0.000896285-0.000886064j -0.00306106-0.000581633j -0.00233753-0.00313779j -0.00182849-0.000166543j 0.0013955+0.000431873j -0.000527048-6.95869e-06j 0.00439318-0.00144249j 0.000632277-0.00150865j 0.00220144-0.00296838j -0.00133511-0.00117002j 0.000205956-0.000115432j 0.00504073+0.00289727j -0.000780176-0.00123187j 0.00240176+0.000344219j -0.00192494-0.00214892j 0.00192838+0.00270284j -0.00136926-0.00162318j 0.00431408+0.00455243j -0.00094089+0.00204236j 0.00187305+5.44928e-05j -0.00176651-0.00309541j -0.000395373+0.00270648j -0.00168524+0.00106625j -0.00182457+0.00176846j 0.00198515-0.00211446j 0.000949182-0.000713818j 0.000248943-0.00312704j -0.00134199-0.00336547j -0.00361787+0.00239035j 0.00234261-0.00337814j -0.00135213+0.00273777j -0.00038942+0.0016953j -0.000209119+0.00167576j -8.37628e-05+0.000512041j -0.00201062+0.00653164j -0.00321973+0.000508187j 0.00521894-0.00774465j -0.00125773-0.000884118j -0.00268304-0.000980554j 0.00194465-0.000178154j -0.00182548-0.0016608j -0.000854306+0.00318104j 0.00213309-0.00243608j -0.000707213-0.00134292j -0.0030454+0.000414363j -0.000766662+0.00199289j -0.00355148+0.000157185j 0.00452154+0.00227771j 0.00273544+0.00248958j 4.91884e-05-0.000937509j -0.000215403-0.000333391j 0.000985979+0.00152102j 0.0076651+0.00289674j -0.000870986-0.00604189j -0.00407147-0.00192577j -0.00129569+0.000533602j -0.00705137+0.00539887j -0.000240119-0.000868036j 0.0013989-0.00444348j 
