0.0544303+0.0449248j -0.017929+8.81557e-05j 0.0025487+0.0263156j -0.0505506-0.00165005j 0.0659334+0.0265558j 0.043539+0.0326613j -0.0278115+0.0435289j 0.0236395-0.0609575j 0.0749509+0.00808329j -0.0513028+0.010242j 0.00346006-0.0196882j -0.083773-0.0405048j 0.0150931-9.46163e-05j 0.00988902-0.00379063j -0.0506298+0.0778546j -0.0152176+0.0473227j 0.00403067+0.0179538j -0.018814-0.0284353j 0.000696281-0.0174477j 0.0123306-0.0214643j 0.0636463+0.0180855j -0.0531159+0.0393624j -0.0539988+0.0195777j 0.0135574+0.00101082j 0.00504683-0.0734409j -0.0145355+0.0320163j -0.0094356-0.0155096j -0.0506364-0.0103709j -0.0385307-0.0351627j 0.0345022+0.00835306j 0.0742058+0.0493243j -0.0459848-0.0531371j -0.00371808-0.0528937j 0.047335-0.00363988j -0.0885384+0.0486549j -0.0517864+0.0512473j -0.0650966+0.003112j 0.0537274-0.0270207j -0.0639576-0.0134258j -0.0334806+0.0434168j 0.00399178-0.0598352j 0.0278006+0.0915049j -0.0144605-0.0373599j 0.0359678+0.00548949j 0.0909289+0.0512426j 0.10313-0.0237269j -0.0100272-0.00890721j -0.0574506+0.0296342j 0.0445323+0.0292018j -0.0156109-0.0269027j 0.0344166+0.0368416j -0.0373174+0.0359755j 0.0376373-0.0129565j 0.0398456-0.0384065j -0.0174717-0.0600465j 0.0178298-0.0344411j -0.0997344+0.0380994j 0.0216889+0.0125506j 0.0879492+0.095786j -0.0504345-0.0114242j -0.0489535-0.0934528j 0.00861119+0.0959271j -0.0182833+0.0850519j 0.023719-0.0447583j 0.00366415-0.00100367j 0.00516811-0.00768337j 0.0238321+0.0206479j 0.0762167+0.112017j 0.0671447-0.085284j -0.269533-0.22144j 
-0.00932537+0.0220127j 0.0123557-0.00782626j -0.0127122-0.00329184j 0.0208682-0.0152491j 0.0139002+0.0177211j -0.00174118-0.00559403j 0.00431978-0.00347952j 0.0119092-0.00237197j -0.0111464-0.00590386j -0.00384307-0.00220051j 0.00355274-0.013353j -0.00487382+0.0315933j -0.0199176+0.0100948j -0.0329744+0.0133225j 0.00449858-0.0133747j -0.00753632-0.0129161j -0.00926987-0.0134495j 0.0254413-0.00196566j -0.0236802+0.0117678j -0.0356903-0.0145632j 0.0156807-0.00198436j -0.0131726+0.0255836j -0.0140336+0.0174053j 0.00424964+0.0091323j 0.0316838+0.0183928j 0.0166237-0.0152299j -0.0185479+0.00145144j -0.0103478+0.0139239j 0.0167375+0.029697j 0.0113613+0.0137142j 0.00768845-0.00131381j 0.00346744+0.0280996j -0.00320986-0.00451462j -0.00589728-0.0147047j -0.00717132-0.00238584j -0.0269282+0.0116281j -0.00889185+0.016457j 0.0107949-0.0156667j -0.0136239-0.00855928j 0.00253282+0.00171162j 0.0252901+0.0355382j -0.002486+0.00978978j 0.00157697+0.0115666j 0.0403901-0.00259178j 0.0062044+0.00428553j 0.00743851-0.0168323j 0.00515075+0.0132415j 0.00582112-0.000454714j -0.00462789-0.00190219j 0.0133779+0.00986276j -0.0116642-0.00238657j -0.0162621+0.0152052j 0.00626109-0.00167672j -0.027827-0.00185662j 0.00286625+0.0216825j 0.00161692+0.00539229j 0.0033215+0.00365177j -0.00123469-0.0108419j -0.00129676+0.0025461j -0.0123139+0.0262289j 0.00204311+0.00981329j 0.0123291+0.00202388j -0.0223741-0.00381706j -0.00734142+0.000130673j -0.0158503+0.012309j -0.00415237+0.0268582j 0.0119856+0.000399527j 0.000688659-0.0256129j 0.00953416-0.0055861j -0.000225176-0.00620401j 
0.0215334+0.0272044j 0.0341022-0.0484423j -0.0476839+0.0198964j 0.00726793-0.0517837j 0.0220067+0.00264806j 0.0420507-0.0245027j -0.00922523+0.00662849j 0.000762597+0.0143624j 0.0197875-0.00459098j -0.000724238-0.00920186j -0.0107471-0.0262479j 0.0357985+0.0685751j 0.0131565+0.00777336j 0.0283594-0.0235524j -0.0455565-0.00276042j -0.0336053+0.0199878j -0.0710993-0.0209261j 0.0284221-0.0068699j -0.0167109+0.0116935j -0.0133847-0.00665107j -0.0463932-0.00284824j -0.00380454+0.0127002j 0.0131496+0.0187534j -0.0264713-0.0183848j 0.128134+0.0532245j 0.00210206+0.00848692j -0.0133898-0.00571037j -0.0091501+0.0392207j -0.00597599-0.00727181j 0.0238048+0.0270073j -0.0140691+0.00871172j -0.00756027+0.0506932j 0.016255-0.0237036j 0.0560037-0.0219444j -0.0626796+0.0315723j -0.00769614+0.00491273j -0.0218356+0.0725937j -0.00855105+0.00235414j -0.0123262+0.00948473j 0.0124161+0.0247904j 0.00830171-0.00257631j -0.0601769-0.0204471j -0.0363485+0.0532636j 0.00396771-0.000975747j -0.0535161+0.0853205j 0.109747-0.153753j 0.0414877-0.0221048j 0.117355-0.0137569j -0.0171108+0.000916243j 0.0291149+0.00170128j -0.00767164-0.000699694j 0.00552457-0.0238775j -0.00613259-0.0278002j -0.0148142-0.00836559j 0.053423+0.0514437j -0.00523737-0.0240158j 0.0131485+0.0528292j -0.0387407-0.00353308j -0.0582914-0.0611245j 0.00680568+0.0683728j -0.022068+0.0150265j -0.0750998-0.106944j -0.0598803-0.0447933j -0.00515574-0.00729054j 0.0100552+0.00708759j -0.0110765+0.0687744j 0.00158046-0.00722222j -0.00889537-0.0692495j -0.0414405+0.00490396j 0.0231679+0.00719975j 
-0.00460197-0.0198712j -0.0183578+0.0326496j 0.0354343+0.0110366j -0.00644428+0.0276275j -0.00446069-0.014015j -0.026699+0.0178856j -0.000140745-0.00310174j 0.0157945+0.0123815j -0.000257887+0.0330548j -0.00374077+0.023127j 0.0581679-0.0288322j 0.00811781-0.0165145j -0.00654836-0.00552689j -0.0174564+0.0184524j 0.0165718+0.0453089j 0.00647742+0.0110861j -0.00176592+0.01054j -0.00290119+0.00965596j 0.0137891+0.0183956j 0.0199713+0.00851408j -0.00350529+0.00814756j -0.00129942+0.0405396j -0.0190041+0.0327011j 0.027616+0.00670556j -0.049464-0.0356667j 0.0422849-0.00529572j -0.0133952-0.0055796j 0.00547893+0.00131874j 0.0120644+0.0307776j 0.0283962-0.0134429j 0.0278883+0.0220156j 0.022937+0.0132974j 0.0030446+0.0278139j 0.0122706+0.000523742j 0.0241489+0.0116649j -0.00538447-0.00879574j 0.0147557-0.0157903j 0.0408285+0.00785251j 0.0159819-0.0270321j -0.0237639+0.0259103j 0.0120196-0.000985745j 0.0106779+3.78182e-06j 0.0156239-0.0383785j -0.00816905+0.0297672j 0.0196458-0.040896j -0.0541796+0.0791099j -0.0354402+0.00129388j -0.0632812-0.00658842j 0.00364364-0.015779j 0.0136776+0.00744866j -0.0101378-0.0059897j 0.00019222+0.00657235j 0.0136058+0.034672j 0.000939391-0.012502j -0.0305114-0.0207436j 0.00378603+0.0174317j -0.00895446-0.0478953j 0.0271844+0.0022742j 0.0214032+0.0316048j 0.0101335-0.0463944j 0.0171719-0.00944011j 0.0443249+0.0486092j 0.0381044+0.0187192j 0.00766873+0.00762587j 0.00536093-0.00767131j -0.0114865+0.0162118j -0.00701035-0.0102405j 0.00563415+0.0355734j 0.023128+0.00769602j -0.0152623-0.0030305j 
-0.0146963-0.00189952j -0.00566147+0.0180086j 0.00671035+0.0113281j -0.0058982+0.014137j -0.00356851-0.0208734j -0.0138871+0.00764434j -0.00841276-0.00523858j -0.00316846-0.00713322j 0.0209825+0.0133113j 0.0125068+0.02016j 0.0306962-0.0231285j -0.00984938-0.0277153j -0.0154012+0.0285654j 0.00293438+0.00420253j -0.00702891+0.0292177j 0.0353848+0.0114856j 0.0169576+0.00720777j -0.0112525-0.000733401j 0.0131731-0.00913368j 0.0374439-0.000505762j 0.0103453-0.00497651j -0.00564965+0.00579786j -0.0203487+0.00391446j -0.0111475-0.00277894j -0.0469949-0.0352208j 0.0281817-0.00167997j 0.00925048-0.00691832j 0.00509854-0.0028419j 0.0088784+0.0146196j -0.00198987+0.0138664j 0.0123555-0.0044066j 0.00601365-0.0199008j -0.0111196+0.00370602j 0.000296942-0.00414075j 0.0099899+0.0364558j 0.00180035-0.0114314j -0.00779947-0.0128777j 0.00111114+0.00263787j 0.0101908-0.0102609j -0.0078136+0.0112305j -0.0235067-0.00504886j 0.00805286+0.00729968j 0.0252137-0.00920573j -0.0103143+0.00321341j 0.0292335-0.0309024j -0.0151277+0.0619332j -0.0204851+0.000737228j -0.0555163+0.0131269j -0.00124487+0.00145549j 0.0065573+0.0234271j -0.00149446+0.00253978j -0.0182944+0.00141202j 0.00606767+0.0168176j 0.00250754-0.00354321j -0.0340325-0.013319j -0.0022888+0.0296849j -0.000435413-0.0332076j 0.0119717+0.0139437j 0.0270265+0.0406535j -0.00318324-0.0322288j 0.0106909-0.00488775j 0.0285257+0.0456961j 0.037566-0.00147137j 0.0132392+0.0135125j -0.00987555+0.0236147j -0.0040227+0.0317817j -0.00766383+0.00938469j -0.00170864+0.00794189j 0.0266501+0.00404249j -0.012991-0.0106169j 
0.00960706+0.00406095j 0.0116995-0.00261933j 0.00788714+0.0214654j -0.0172201+0.00423441j -0.000277438+0.0227777j 0.0262978-0.00266684j 0.0181239-0.00794295j 0.013272-0.00420624j -0.00823523+7.87323e-05j 0.000367485-0.0213023j -0.00847377-0.00603965j -0.00593775-0.0138256j -0.016273-0.0308897j 0.0298032-0.00215499j 0.0136478+0.0182449j 0.00720711-0.0119607j 0.0176088-0.000645971j -0.0259389+0.00332622j -0.0100396-0.00719946j -0.00934138-0.0102648j 0.00029723+0.00147227j -0.00177013+0.000894793j -0.00751986+0.0198484j 0.016772+0.00840816j 0.0137461+0.0055232j -0.0150473+0.012318j -0.028823+0.00716839j 0.00237266+0.00533173j -0.00737666-0.00215834j 0.0168612+0.00599795j -0.00378569-0.0133979j -0.0104641+0.00977643j 0.0198102+0.00163088j 0.000174333+0.0118166j -0.00852727+0.00968752j -0.0016325+0.016424j -0.0191656+0.017513j 0.00792464+0.0216685j -0.0124323-0.00226285j 0.0117551-0.0101853j -0.0127423+0.00169584j 0.0195816-0.00117491j 0.00263086+0.00597485j -0.012336-0.00864192j -0.0110171+0.00348345j 0.00734491-0.00730103j -0.0167504+0.0121803j 0.0103919+0.0118125j 0.00429645+0.00577602j -0.000914303-0.0133485j -0.0246567-0.00495965j 0.0194787-0.0156915j -0.0118986-0.00133605j 0.00692494-0.00594428j 0.00904236+2.12963e-05j -0.00518435+0.00291655j -0.00643115-0.00401033j 0.0045035+0.0210024j -0.00579207+0.0153652j -0.00661348+0.0138469j 0.000294931-0.00407071j -0.0144322-0.0116583j 0.00221802-0.00301059j 0.00612174+0.00254363j -0.0224704-0.0304748j 0.00185491-0.00597537j 0.00411289-0.0152178j -0.00470753-0.00801145j -0.00388852+0.00121261j -0.00292784-0.00314367j 
0.0238841-0.0133956j -0.00293911+0.00463542j 0.0373102+0.00130942j -0.00623327+0.0114202j -0.00476025-0.00718398j 0.0143173+0.00455769j 0.00976741+0.00931535j 0.0430656+0.0114713j -0.00803866+0.0029528j -0.0184048-0.000399984j 0.0197007+0.0129388j -0.0168423+0.00980091j -0.0226124-0.00636372j 0.0140187+0.000897329j 0.0115261-0.00173855j -0.0170231-0.0268915j -0.0042898-0.0200281j 0.00849212-5.07354e-05j -0.0123777+0.0201281j -0.0301379-0.0139434j -0.0209469-0.0153529j -0.0168246+0.0212309j 0.00350199+0.00315709j 0.014736-0.00411433j 0.0173061+0.00760985j -0.000579423-0.00994148j -0.00733803-0.0200393j -0.0152844-0.00206795j 0.0262244+0.0023117j 0.00750747+0.0222818j -0.0040866+0.00980501j 0.0181643+0.007155j 0.024547+0.0176245j -0.000314766-0.0246869j 0.0167639-0.00143984j -0.020031-0.000101712j -0.0158366-0.00765519j 0.0145863-0.0155474j -0.000182003-0.0119061j -0.0104727+0.0135088j 0.0182264+0.00292271j -0.00842824+0.00254878j -0.0108156-0.00590799j -0.0112562+0.00132995j -0.021772+0.00038239j 0.00699582-0.0225556j -0.0350879-0.0140131j 0.012478+0.00501168j 0.00552061+0.00476755j 0.0242291+0.0103368j 0.0148905-0.0115209j 0.0212804-0.00410485j -0.0028538+0.00426179j -0.00234527+0.022049j 0.00631096+0.00542154j -0.00735978+0.00471978j 0.0119723+0.000317259j 0.00763309+0.0251368j 0.00857601-0.0028636j 0.000719688+0.00487745j 0.000551013-0.00305824j -0.0213034-0.013829j -0.00370998+0.0121511j 0.000731332-0.0117547j -0.00383985+0.0304717j -0.0109819+0.0456219j 0.00673151-0.0296006j 0.00714687+0.0143842j -0.0142882+0.000661601j -0.00504902+0.00754991j 
0.0212014+0.00236696j -0.01878+0.00034299j 0.00944095-0.0145586j -0.00993922+0.0433111j -0.00790037-0.00992118j -0.0202405+0.0134862j -0.00764209-0.0174601j -0.00595939+0.00193461j 0.0426771+0.00235954j 0.00240867+0.00743546j 0.0224551-0.0131578j 0.00564436+0.0274088j 0.0176399+0.0189736j 0.0178866-0.000306984j -0.020822+0.00235848j 0.000356198-0.0170587j -0.0101549-0.0431207j 0.0388008-0.000460953j 0.0364073-0.049268j 0.0125887-0.00442641j 0.00326844-0.0244226j 0.0169046-0.000914654j -0.0143399-0.00467639j -0.0274471-0.00833221j 0.0378793+0.0533172j -0.000688451-0.0108389j -0.00050281+0.00512439j -0.00575719+0.00918157j 0.00301328-0.00356117j -0.0090623+0.00436411j -0.00973262-0.0170078j -0.0142866+0.00314837j 0.0151365-0.0126403j 0.0213501+0.00765394j -0.0263213-0.00853357j -0.01053+0.00461247j -0.0213257+0.0302147j -0.0138203+0.0097493j -0.0101865-0.00156414j 0.00584418-0.0149212j 0.000355702-0.00250553j -0.029352-0.0223534j -0.0123765+0.0187578j -0.000207088-0.0154593j -0.0459312+0.0173251j 0.0244074-0.0604163j 0.0194739-0.0292789j 0.0654187+0.0248304j -0.000663997+0.00546015j 0.000852205-0.0144711j 0.00931571+0.00163741j 0.000733537-0.0229297j -0.00175048-0.0192033j -0.00233425+0.00688738j 0.032401-0.0127904j 0.00447564-0.0091549j -0.000966832+0.0261966j -0.0226403+0.0174558j -0.0325084-0.0146961j 0.0105451+0.0206456j -0.0135457+0.016947j -0.0447327-0.0607318j -0.0513637+0.000315253j 0.0011633-0.0206251j -0.00710069+0.00681803j 0.00762937-0.0313154j -0.00964633+0.0066374j -0.0018378-0.00349487j -0.0404705-0.000513249j -0.0200981+0.00199995j 
-0.0172633+0.00731947j 0.0135007-0.0276986j -0.0469765+0.00893592j -0.0274646+0.0169642j -0.00750335-0.0104765j 0.00838356-0.0191505j -0.0188684-0.0231233j -0.000157144-0.0303003j 0.00388494-0.0432185j -0.00839221-0.0187994j -0.0388786-0.0316679j 0.00566035+0.00325077j 0.0141665-0.0262828j 0.0177875-0.0109671j 0.0166111+0.0150254j -0.0121621-0.00478769j 0.0299085+0.0305304j -0.00647476-0.0149261j 0.0248405+0.00837325j 0.0219573+0.00948446j 0.0170339+0.023229j -0.0151496-0.00587515j 0.00321925-0.0280379j -0.00538564+0.00376428j -0.0194882-0.0257938j 0.0110543-0.0099232j 0.0367975-0.0105448j 0.00784751+0.0124693j -0.013697-0.00886844j 0.00259094-0.01057j -0.00219238-0.017491j 0.00923053-0.000959136j -0.0105769+0.00299248j -0.0173163+0.00710616j 0.00395349+0.00950608j 0.00917727+0.0110015j -0.00694922-0.0157807j -0.00811337+0.0304666j 0.013251+0.0159818j -0.0146643-3.39928e-05j 0.00741845+0.0111272j 0.0131807-0.0136833j -0.0091247+0.000338861j -0.0228645+0.00779194j 0.00130053+0.0153827j -0.0159585+0.0274897j -0.0198523+0.00939053j 0.000642246-0.00393587j 0.0120136-0.0117802j -0.0122323-0.0150846j 0.0113598+0.00095636j 0.00172066+0.0193601j 0.00418893-0.00922818j -0.000618336+0.00715128j -0.018497+0.00525123j 0.00135082+0.00836795j -0.00103159-0.0305642j 0.00298954+0.0057653j 0.00782176+0.00502068j -0.000202358-0.00467674j 0.00820143-0.0105231j 0.00584317+0.0250665j 0.0135327-0.00431143j 0.0119017+0.0103441j 0.00410685+0.00448263j 0.0155864-0.0613974j 0.00540093-0.0200772j -0.00177793-0.000806722j 0.00774227+0.00200463j 0.00191136+0.00305818j 
-0.0113826-0.00930864j -0.0161505+0.013921j 0.00699894+0.000853269j 0.0282768-0.0110818j 0.00152505+0.00297759j -0.0362586+0.00312147j -0.00983052+0.00815834j -0.0223261-0.00132553j 0.011185-0.00808819j 0.0157404-0.0131266j 0.0341583+0.0237564j -0.026621-0.0192288j 0.0122542+0.0160264j -0.0273985+0.00562721j -0.0113871+9.73959e-05j 0.00514585+0.0214583j 0.0327777-0.0031878j -0.0217905+0.00651054j 0.00841257-0.0100079j 0.00199509-0.000858393j -0.00847557+0.00797612j 0.0101102-0.00762719j -0.0032884-0.00545903j 0.0122668+0.01026j -0.0867087-0.0193029j 0.0213187+0.00153839j -0.000213263+0.00924266j -0.000128676-0.0182641j 0.0127517+0.00863119j -0.0223566-0.00379554j 0.00692698+0.0123226j -0.00674384-0.0111422j 0.00318787+0.0042616j -0.0248951-0.00414563j 0.0385678-0.0146678j -0.0188088+0.000198285j 0.00950028-0.0237773j 0.041136-0.0105369j 0.0264482-0.00871341j -0.0235486+0.0239098j 0.000427504+0.00701531j 0.0084932-0.00622657j 0.000119543-0.00827968j -0.0411199+0.0185465j -0.0150338-0.0101578j -0.0414129+0.00725398j 0.0168531+0.00903268j -0.0421618-0.00939389j -0.00657943-0.00236187j -0.013944+0.01763j 0.0173106+0.00157601j 0.00615136-0.0160679j 0.0194754+0.0183356j 0.00382411-0.0151912j -0.023414-0.00644484j 0.00221086+0.0161609j 0.00104912-0.019878j 0.00513067-0.00126733j 0.0220993+0.0243077j -0.0224908+0.00957633j 0.0284965-0.00962478j 0.0168616+0.0369129j 0.0301202+0.00498426j 0.00250177-0.0181165j 0.00181934-0.004675j 0.00100878+0.00617312j -0.00548255+0.0244616j 0.0257571+0.0321743j 0.00417228-0.00583686j 0.0122157+0.0140107j 
-0.0252484+0.020704j -0.0128549+0.00511149j -0.0102414-0.0468314j 0.0177309-0.021284j 0.00635035+0.00725781j 0.00797941+0.00592911j -0.000924712-0.0161781j -0.0284484+0.0200843j 0.0357528+0.00493605j 0.0178099+5.38816e-05j -0.0174859+0.0211076j 0.0280502+0.0358406j 0.0159863+0.0319928j 0.00279832-0.00643494j -0.0246324-0.0112697j -0.0244071-0.0277177j -0.0449469-0.00737123j 0.0413307-0.0129802j 0.00543623-0.00390025j -0.00193059+0.00516197j -0.0224728-0.0454811j -0.00648476-0.0146521j 0.020347+0.00934821j -0.017595+0.00448963j 0.0789664+0.0346771j 0.00425285+0.00626245j 0.00406777+0.0110828j 0.00627581+0.0160172j -0.0208771-0.018005j 0.0141694+0.0100946j -0.0194946+0.00784981j 0.00665231+0.0070802j -0.00644496-0.00856674j 0.0277895-0.00442347j -0.00607849+0.0129655j 0.0138889-0.00157926j 0.0236144+0.0501378j -0.0248304+0.000176506j -0.0144381+0.024236j 0.0155238-0.0220285j -0.00479073+0.0216859j -0.0119812-0.00900432j 0.0122938+0.0198j 0.00797404-0.0371418j -0.0357661+0.0409345j 0.0882337-0.127048j 0.034795-0.0275328j 0.0576507-0.0182854j -0.00911817+0.00981616j 0.00287929-0.00487757j 0.00323562+0.021915j 0.0104274+0.0195307j -0.00256676-0.0140608j -0.0123144-0.0016018j 0.0350737+0.0213441j 0.00183598-0.015565j 0.0153954+0.0497479j -0.0174552+0.00253411j -0.0400845-0.0306247j 0.0256924+0.0425548j 0.000851529+0.021924j -0.0307422-0.040208j -0.0183757-0.0341063j 0.0126965+0.00314288j 0.00642859+0.00373293j -0.000911217+0.000877883j -0.0133566-0.00311093j -0.0201795-0.0392869j -0.0269744+0.0043141j 0.0165197-0.0150656j 
-0.079937+0.0466501j -0.00813138+0.0131897j 0.00865976-0.0474514j 0.0335833-0.0180785j -0.010454+0.00467911j 0.00688541+0.0208493j 0.00341578-0.0100618j -0.0197685-0.00758208j -0.0128039+0.00872432j -0.00112861-0.0122302j -0.00686039+0.011732j 0.0168143+0.0213934j -0.0169509-0.0386504j 0.00789542+0.018165j 0.0430167-0.00667026j 0.0248907-0.0228272j 0.0269132-0.00398281j -0.0180946+0.00245226j 0.0240983+0.00903227j 0.0210021+0.0213246j 0.0312246-0.0240798j 0.00444769+0.00703679j -0.0243465-0.000996841j 0.0259898+0.0132314j -0.0704254-0.00314381j 0.00116911+0.0233379j 0.0110168-0.00944364j 0.00652408-0.00504367j 0.0122886-0.0205707j -0.00296249+0.00838544j 0.0253976+0.000185549j 0.00302715-0.00142313j 0.00723949-0.000310568j -0.0144293+0.0134841j 0.00748191-0.0226872j 0.00883351+0.018183j -0.0101622-0.021799j 0.014581-0.0331026j 0.0147266-0.0143984j 0.0281457+0.0216498j 0.00226612-0.0112104j 0.00619881+0.00590672j 0.021562+0.0132848j -0.00974818+0.0123506j 0.0271493-0.018628j -0.0144879+0.0324331j -0.0174783-0.0176032j -0.0121941-0.0287725j 0.00365446+0.0108797j -0.00297819-0.00183648j -0.0237114-0.0279268j 0.00164762-0.0173438j 0.00554715+0.00361061j -0.0112332+0.00255846j -0.00993177+0.00797518j 0.00558202+0.010027j -0.000440687-0.0162177j 0.00289935+0.0148826j -0.00113376-0.0153828j -0.00487148+0.0117537j 0.00345927+0.0132151j 0.0338185+0.0019334j 0.0616142-0.0064605j -0.0136785-0.0040427j 0.00256143+0.00842513j 0.00115545-0.00662649j 0.00919802-0.0233574j 0.0182546+0.00883392j 0.00124568-0.0142441j 0.0380088-0.00666398j 
0.0117995-0.0107133j 8.32568e-05+0.00710381j 0.0167824+0.00757643j 0.00107452+0.00210766j -0.00549039+0.0170745j -0.00273034+0.00209326j -0.012858-0.0161583j 0.0079755+0.000104854j -0.0021287-0.00388328j -0.00927956+0.00324709j 0.00801719+0.00279012j -0.00607532-0.0104647j 0.00176819-0.00230276j -0.00427543-0.000913442j -0.0051993-0.004274j 0.00214874+0.0119547j -0.00208268-0.000358409j -0.0181088+0.0102738j 0.00222736-0.00765735j 0.00244633-0.0133078j -0.016643+0.00766664j 0.00249649-0.00524477j 0.0206111+0.0010779j -0.00348641-0.00402558j 0.00917653-0.0138813j 0.0057185-0.000218867j -0.00824428+0.00427251j -0.00518829+0.0085978j -0.00360869+0.00338938j 0.0159417+0.00745819j 0.00721354+0.0034273j -0.00920316-0.0121583j -0.00955108-0.00041489j -0.0143013-0.00545557j -0.0035377-0.00621195j 0.00551851+0.00592092j -0.00351824-0.00320908j 0.00263177+0.00381584j 0.00672175+0.010786j -0.00116662-0.00226055j 0.00224915+0.0046653j -0.00117842+0.00109754j -0.00176708+0.0033466j -0.00532859-0.000245117j 0.00675902-0.000762518j -0.00485673+0.0085447j -0.00488864-0.00203721j -0.0103181-0.0120176j -0.0488131+0.0276212j -0.0049258+0.00673082j 0.00268132-0.00634448j -0.0045592-0.00857726j -0.00455223-0.0206797j 0.00405073-0.0122296j -0.00216296+0.0404289j 0.0315916+0.0269048j 0.0225541+0.00359696j -1.33484e-05-0.0154875j 0.00206106+0.00611699j 0.00124045-0.00522337j -0.000546622+0.000373849j 0.00138133+0.00276187j 0.000781451+0.00236005j 0.00220897+0.000555581j 0.00143077-0.00237802j 0.00027808+0.000598372j -0.00107835+0.00151768j -0.00114533+0.0006522j -6.68976e-05-0.000344315j 0.000294203-0.00103143j 
-0.0041397+0.0039813j 0.00443866-0.0019434j -0.0156553+0.000546136j 0.00160893-0.00929858j 0.00312434-0.0111401j 0.00456497-0.00900238j 0.000639239-0.00570104j -0.0119759+0.00416826j 0.00330503-0.00182046j 0.0084302+0.00699094j 0.00315366-0.0070489j -0.000899855-0.00378745j 0.00405589+0.00867434j -0.00309228-0.00446972j -0.0182302-0.0148495j 0.00884762+0.0183431j 0.00282356+0.00829704j -0.0136665+0.000632863j -0.00705372-0.00500829j -0.000225358+0.00271047j 0.0257753-0.00708815j 0.0083256+0.00145593j -0.00112516+0.00432267j 0.00169499-0.0194528j 0.0124221-0.0013507j 0.0039074+0.0111001j 0.00041934-0.00565707j 0.00854221+0.0114411j 0.00319924+0.00320718j 0.0156917-0.00216402j -0.0121585-0.0075401j 0.00803715+0.00520574j 0.00105643-0.00959463j -0.00928469+0.00482322j -0.0125596+0.00121177j 0.0114729+0.00151281j -0.0126175-0.0170793j 0.00767909+0.00823007j -0.00988701+0.00940986j -0.0132779+0.00844565j -0.00931377+0.00524919j -0.00705853+0.00835835j 0.00647502-0.00252916j -0.000711978+0.00954418j -0.00726795-0.0117646j 0.0131231-0.0054226j -0.0178038-0.0375466j 0.0103338+0.0048302j -0.00736687+0.00505982j -0.00632177-0.00174039j -0.0241226+0.00544697j 0.00460687-0.0202454j 0.0013873+0.00787038j 0.00832519+0.0230698j -0.000798723-0.00180271j 0.00308121-0.000470231j -0.00110546+0.00234023j -0.00952002-0.0133073j 0.00827959-0.00567j 0.00683171-0.0115575j -0.00810791+0.0159129j -0.00707844+0.00347689j -0.000318605-0.00371884j 0.00723573+0.000512446j 0.000521896-0.000630797j -0.000122529+0.000742049j 0.027456-0.00406176j -0.00132754+0.00152265j 0.00278988+0.00108705j -0.00171054+0.00352094j 
-0.00482812+0.0421486j 0.0749198-0.0516779j -0.0743874+0.0355387j 0.00976424-0.0578357j 0.0199106+0.000792157j 0.0474051-0.0359125j -0.00736191-0.000166363j 0.0028205-0.0110969j 0.000974068-0.00189013j 0.00215193-0.00586599j 0.0223275-0.049202j -0.00623939+0.0267006j -0.0379854+0.00489766j -0.00555341+0.0187536j -0.00407299+0.00725543j 0.0190268+0.018271j 0.00949575+0.0226385j -0.00408362+0.00117122j -0.00311496+0.00854475j 0.00222076-0.00314529j 0.0418636+0.0222517j -0.00729476+0.0230312j 0.00133367+0.00895365j -0.0119099+0.0145918j -0.00573691-0.0297176j -0.0187784+0.0120708j -0.00257916-0.00959809j 0.00398159-0.0018636j 0.00996268+0.00595215j -0.00648606-0.000325725j -0.000447507-0.0103173j -0.0182194+0.00298797j -0.00409562+0.00694133j -0.00318931+5.0501e-05j -0.0243582+0.0102458j -0.020279+0.00278135j -0.0106013-0.00192648j 0.0163254+0.00689911j 0.00343803+0.0104338j -0.0119827+0.0109612j 0.0103307-0.0196454j -0.0221056-0.00396558j -0.0176355+0.0125956j 0.0120821-0.00909011j -0.00506039+0.0177998j 0.0374219-0.000761029j 0.0146857+0.0113503j 0.0492652-0.0205492j -0.00901615-0.00535791j -7.79194e-05+0.00257391j -0.00299546-0.017498j -0.00417322+0.000179787j 0.00179036+0.00358059j -0.00249327-0.00909625j -0.00611651+0.00531841j 0.0110682+0.0105775j -0.0152404-0.0273494j -0.00793333-0.0105992j 0.0137087-0.00433095j -0.0209198-0.00535392j -0.0117339+0.0123078j -0.0081591+0.00621368j -0.0227369+0.032273j -0.00819932+0.0187313j -0.00292779-0.0038519j 0.000920253+0.00218767j 0.00783855-0.00347261j 0.000753522+0.0208343j 0.0295878-0.00178682j -0.00761945+0.0263067j 
