-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
-0.0160393+0.0154913j 0.01983-0.00278107j 0.0163665+0.00294764j -0.0150796+0.0247572j 0.00280548-0.0067863j -0.0304237+0.0227821j -0.00982103+0.0163353j 0.0255629+0.021118j 0.0184138+0.0690409j -0.0311732-0.0212294j -0.00251913-0.002508j 0.0161415-0.00442075j -0.00322166+0.00358366j 0.00821956-0.00197586j -0.00837294+0.0087477j -0.0341258+0.00579546j 0.00614074-0.00274934j 0.00919541+0.0019116j -0.0195652+0.00476819j -0.0361573+0.00253561j -0.0303743+0.000540709j -0.00673117+0.00150981j -0.0332171-0.00122772j 0.0024394-0.00165876j 0.0151152+0.000369986j -0.116476+0.000185739j 0.0600228+0.000250687j 0.363654+0.00328662j -0.112107+0.000163438j -0.0117676+0.00522646j 0.0844988+0.00341883j -0.107081-0.00145115j 0.100235-0.00162534j 0.0482159-0.00171583j 0.0742795-0.00344021j 0.0384638-0.000554133j 0.0232284-0.00229283j -0.0236372+0.000445188j 0.0221636-0.00372152j 0.00941138-0.00045621j 0.00608021-0.00349048j 0.00247866-0.00373711j 0.0021531-0.00130843j -0.000441363+0.00443547j 0.00284596-0.00312612j 0.0041498-0.00277654j -0.00966797+0.00216577j 0.00103487+0.00355821j -0.00506874+0.00231792j -0.00113035-0.00361441j -0.00548326+0.000476694j 0.00457136-0.00404091j -0.00842746-0.000612486j 0.00206028-0.00366219j -0.00183261+0.00384897j -0.00957572+0.00465899j -0.00643737+0.000376342j 0.0133507-0.0115828j -0.00768335+0.00233891j -0.00118292-0.00917259j -0.0225791+0.00234628j 0.0153355-0.0112561j -0.00948784+0.00527617j -0.00257062+0.00653921j 0.011333+0.00657788j 0.01025+0.0141652j 0.0258074+0.000847176j -0.00985526+0.00527378j -0.00149619-0.00312809j -0.0120671+0.0127649j 0.0124538-0.0128952j -0.00635749-0.00810284j -0.0422856-0.0322312j -0.0165363-0.00634625j -0.0111555-0.0038673j -0.0183132+0.00148208j 0.00991685+0.0177372j 0.0384552+0.0372566j -0.0108097-0.00758308j 0.00470666-0.0344957j -0.0246396+0.0320213j 0.0231936-0.0268167j 0.0168062-0.0184623j -0.00635477+0.0149853j -0.00268941+0.00229801j -0.00200249-0.00626251j -0.00709176+0.0008592j 0.0010001+0.00431652j -0.0118086-0.00430341j 0.000472346-0.000107189j -0.0027787+0.00126506j 0.00331856-0.00203883j -0.00164481+0.00634966j -0.0010333+0.000139646j -0.00501479-0.00234723j 
-0.00648589+0.0179537j 0.0170108+0.00157412j -0.000502849-0.00451799j 0.000201076+0.0183361j -0.000365621-0.0091383j 0.00710711+0.0296522j -0.000182884+0.0184495j 0.00774077+0.00479557j 0.0226956+0.0171083j 0.026085-0.00558859j -0.0343526+0.0348947j -0.0244622+0.0391617j -0.0259796+0.0104886j -0.000300675-5.90482e-05j 0.0154697-0.0018504j -0.0157463+0.008802j -0.0025985+0.00141441j 0.00613693-0.00128641j -0.0303478-0.00011435j -0.0597306-0.00122456j -0.0344319+0.000524888j -0.00241708-0.00140556j -0.0395639+0.0016754j -0.0120942+0.000307432j 0.000729878-0.00289795j -0.167521-0.00529557j 0.00244944-0.00105108j 0.145566+0.00185251j 0.00200042+0.00138251j 0.0582465-0.00179621j -0.108789-0.000494879j 0.0377203+0.000264534j -0.447641+0.00384783j -0.0266024-0.00183899j 0.0233969-0.00138238j 0.0295957-0.00328558j 0.0455716-0.00207157j -0.0142725+0.0035903j 0.00263724-0.00426101j 0.00796861+0.000882947j 0.0204235-0.00342251j 0.0224178-0.00129981j -0.000210914+0.00179363j -0.0476245+0.00450696j 0.000264436+0.00106279j 0.00970848-0.00615656j -0.00771428+0.00223122j -0.00603764+0.00582694j -0.0119408-0.000566541j -0.00460703-0.00639752j 0.0059476+0.00346527j -0.00432768+0.00221804j -0.00954514+0.000131674j 0.0019885-0.00566274j -0.000632213-0.00325039j 0.0100322-0.00369749j -0.0220707+0.00746767j 0.0125668-0.00534208j -0.00829158-0.000593451j 0.00537327-0.00464322j 0.00774572+0.00180785j 0.00407143-0.00568883j -0.0135908-0.00720101j 0.00103231+0.00866467j 0.000350327+0.0132415j 0.00906531+0.000474277j 0.00311747-0.00988475j -0.00677456-0.00198718j 0.000463975+0.00155276j -0.0182606-0.0091313j -0.00986875+0.00264232j -0.0261616-0.0179124j -0.0116943+0.00377697j -0.00692106-0.00226965j 0.00235059-0.0111771j 0.0123727-0.00663014j 0.00839077+0.0113884j -0.00174652+0.0159377j 0.0148959-0.00385284j -0.00915685-0.00905687j -0.0150226+0.0352768j 0.0118164+0.0412426j -0.0243488+0.0409757j 0.0186588-0.0191023j 0.00442839-0.0110375j 0.00322335+0.0127147j 0.0045898+0.00522212j 0.00541128-0.00604161j 0.0111627+0.0223303j 0.0011822-0.00102136j 1.17538e-05-0.00259119j -0.00103753+0.00371244j 0.00440185-0.0163628j -0.00257006-8.0439e-05j -0.0020996+0.000126133j 
0.00649528-0.0163071j -0.00938425-0.0049078j 0.0201492+0.0157107j -0.0172133-0.0235721j 0.0105126-0.00960716j -0.0239547-0.0318047j -0.0086798-0.054452j -0.000124758-0.000285884j 0.00235409+0.00294751j -0.0388032-0.0304612j -0.0128661+0.0198797j 0.0111494-0.0474887j -0.00373233-0.00247021j 0.00706389-0.00187507j 0.0165301-0.0103897j -0.0014106-0.0108832j 0.000482179-0.00322537j 0.0278498+0.00416925j 0.0364332+9.93368e-05j 0.0768214-0.000351431j 0.0379091-0.000158957j 0.052108+0.00369036j 0.0237562-0.00475371j 0.0410804-0.0016854j 0.0356817+0.00338715j 0.276533+0.00689533j 0.261733+0.00601529j -0.0242278-0.00040918j 0.067601+0.00154426j -0.0228438+7.32867e-05j 0.0356355-0.00283838j -0.184986+0.0051912j -0.220164+0.0039996j 0.0111553-0.000714778j -0.0328273+0.00491301j -0.00284338+0.000269414j -0.0146174+0.0045593j -0.00929339-0.00598387j 0.0125925+0.00393377j 0.00655168-0.00140145j -0.00534714+0.0022261j -0.0156822-0.000757617j 0.020735-0.00520893j 0.0437639-0.00890281j -0.0132533+0.00029954j -0.00725269+0.00179833j 0.00851868-0.00963284j 0.00895849-0.00769323j 0.0308158+0.00187581j 0.0094249+0.00105942j 0.0107126-0.00559573j 0.0183597-0.00944393j -0.00211684+0.00469638j -0.0120932+0.012899j 0.00160294+0.0106611j -0.0190412+0.0152514j 0.013621-0.0094203j 0.0168795-0.00300996j -0.00290377+0.0197639j -0.0209187+0.00990448j -0.0119297+0.00363857j 0.00204744-0.000705598j 0.0188494+0.0152587j 0.00147845+0.0158409j 0.030239-0.0153366j -0.00783928+0.0169527j -0.00407414+0.0174533j 0.0341686+0.0288618j 0.00470694+0.0101098j 0.0098572+0.00359839j -0.0103584+0.0141223j 0.0172341+0.0243687j -0.0133147-0.0162561j 0.0210584-0.00151908j 0.0264327+0.0172552j -0.016882-0.00830907j 0.00263923+0.00125143j -0.0150958-0.0235325j -0.010597+0.0163496j -0.0139395+0.0183024j -0.00671554+0.026171j 0.0197286-0.00966342j -0.0053353+0.0101164j -0.016864+0.0200059j -0.00630509+0.00915664j 0.000148623-0.0117647j 0.00619625+0.0286609j 0.0067253-0.000461493j 0.00593703+0.00155077j 0.00244403-0.00131104j 0.000945199+0.00240525j 0.00498962-0.00530911j -0.00908601+0.0138302j -0.00649684+0.00461853j 0.000796748+0.00051513j 
-0.0324132-0.0115607j -0.00596304+0.0203942j -0.00863142-0.0120583j 0.00309245-0.0017321j 0.0146788-0.00797961j -0.00572641-0.0134699j 0.00827302-0.0248169j 0.0123106+0.0587377j 0.00808527-0.0100922j 0.0114821+0.0130023j 0.0104174+0.018273j 0.00112019+0.0174189j -0.00211212-0.0126552j -0.000996977+0.00197872j 0.00579165-0.00275318j 0.00833964-0.00262616j -0.0248403+0.00773529j -0.0318376-0.00171276j 0.0020885-0.000893453j -0.0110901-0.00234526j -0.00871005-0.000605744j 0.0220355+0.000410331j 0.0634545-0.000987138j 0.0528638-0.00022089j -0.236379-0.00637833j -0.118084-0.0041136j 0.0715916+0.000775837j -0.464595-0.00858021j -0.0084589-0.000512449j 0.0339085+0.00424297j 0.0116214-0.000137373j -0.117711+0.00200999j 0.00375085+0.000832354j -0.0750006+0.00184263j -0.0272815-7.10796e-05j -0.0294395+0.00210602j 0.024617-0.0015423j -0.00398456+0.00471142j -0.0345344+0.00503251j -0.0064455-0.000819047j -0.0141169+0.00124636j 0.0037134+0.00436887j -0.0146+0.00529473j -0.00985309+0.000937718j -0.00625371+0.00253318j 0.0125768-0.0054767j 0.0103807+0.000892377j -0.00295884+0.000836409j 0.00700506-0.00596216j -0.01183+0.00395738j 0.00193622+0.002387j 0.00164135-0.00643587j -0.0151592+0.0115677j 0.00126644-0.000700474j 0.00392943+0.0083464j 0.0223505-0.00752993j -0.0054138+0.00452004j -0.00644688+0.000700547j -0.00257438+0.00507737j -0.0119631-0.00711877j 0.0278078-0.0321928j -0.00984593+0.00717735j -0.0112276-0.0110275j 0.0208951-0.00482777j -0.0201994+0.00548782j -0.0080315-0.0181473j -0.0266491-0.000944726j -0.0103395-0.0185687j -0.00638379+0.0147978j -0.00584768-0.0238396j -0.0248779-0.00978652j 0.0212417+0.0111328j -0.0186745-0.011831j -0.00966982-0.00297239j 0.0175435+0.0103318j -0.0306321-0.0202064j 0.0065258+0.00694581j 0.00846979-0.0198799j 0.0113357+0.00381836j 0.00848202-0.0209704j -0.0155843+0.02571j 0.00196043-0.0178157j -0.0041253-0.00244095j -0.00986467+0.000966944j 0.00594483-0.00320847j -0.00616929+0.00921489j -0.000569968+0.0036037j -0.000677286-0.000928308j -0.00829567+0.00604909j -0.00377766+0.00101145j -0.00158585-0.000333928j -0.004448+0.00135692j -0.00656021-0.00222169j -0.00279049-0.00228506j 0.00226949-0.000625741j 
-0.0138138+0.0246482j 0.0122126+0.000795998j 0.000956153+0.00896223j -0.0134006+0.0094943j 0.000730665-0.0435142j -0.00239175+0.0452911j -0.0162506-0.0268568j 0.00665547+0.0204104j 0.00154405+0.00520594j 0.0127075-0.0190114j 0.0261675-0.00640392j -0.0346425-0.00781937j 0.00766641-0.00848078j -0.00136118-0.00252344j -0.00119647+0.00722163j -0.0293573+0.0114233j -0.0103787-0.00205209j 0.0318962+0.00139198j -0.00879243+0.00321057j -0.0344907-5.45287e-05j -0.0831244+0.00188783j 0.101167+0.00216205j -0.0711314-0.00265441j 0.0279594+0.000872669j -0.121013-0.00294237j -0.1721-0.00353492j 0.345643+0.00852829j 0.0749016+0.000597394j 0.168725+0.000247474j -0.0479129-0.00319456j 0.0737102+8.90143e-06j 0.1581-0.00219417j 0.152322-0.00182106j -0.00374075-0.000909102j 0.0310921-0.00321982j -0.0133816+0.000963741j 0.0360903-0.00286002j -0.0183906+0.00214517j 0.00433126-0.0059664j 0.0133611-0.000637687j 0.00520448-0.00287964j 0.00749267-0.00333056j 0.0126863-0.0023884j -0.0119573+0.00073842j -0.0216286+0.00580294j 0.0213371-0.0147734j -0.00327927+0.000416045j -0.000845362+0.00334108j -0.0108008+0.00456221j 0.00402692-0.00779072j 0.0215443-0.0018049j 0.00783759-0.00967422j -0.0189706+0.00554529j -0.00557326+0.0111509j -0.0182923+0.00397451j 0.0164653-0.00726855j -0.017595+0.00951001j 0.0355922-0.0197437j -0.0113303+0.0231379j -0.00401595+0.00223707j 0.00754176-0.00668064j 0.0145176+0.00381808j -0.0135194-0.00928563j 0.0266203+0.0287182j 0.0197149+0.00567843j -0.00421568+0.0101154j 0.00328147+0.000154131j 0.00602841+0.0172402j -0.0240886-0.0184411j -0.0156999-0.00070466j -0.0148246-0.00357055j 0.00182397-0.00350688j 0.00371407+0.00812896j 0.0207175+0.0187087j 0.00575435+0.0227215j 0.0149605-0.0231971j 0.0253362+0.00275969j 0.0198941+0.00554388j -0.0271291-0.0101598j 0.0086509-0.0248748j 0.0118317-0.0252279j -0.00157097+0.00262983j -0.00587034+0.00913583j -0.000669091+0.0108815j 0.000515626-0.00524358j 0.00806267+0.00411807j -0.018284-0.0108187j 0.00414121-0.0161047j -0.00627179-0.00467196j -0.00269218+0.00140783j -0.00340271+7.31063e-05j 0.00119414+0.00175201j -0.00201043-0.000347419j -0.00153663-0.00179133j 0.000447376-0.00360885j 
-0.00544606-0.00646636j -0.00142042+0.00835741j -0.000772609+0.000785799j 0.00328034-0.0118888j 0.000624313+0.0117674j -0.0148466-0.0198328j 0.00803804-0.0096954j 0.0153528-0.0066694j -0.0150842+0.0182559j -0.010496-0.00750877j -0.0217414+0.0208767j -0.0404258+0.0363322j -0.00118677-0.00767466j -0.00847825+0.00238984j -0.00802595-3.42399e-05j 0.0069459-0.00136504j 0.0061759+0.00635263j -0.00983068-0.00247648j 0.0108449-0.00378256j 0.0315585-0.00207245j 0.0310501-0.00165176j -0.0150132-0.000327093j 0.0310916+0.00117334j 0.0233093+0.000485088j 0.0391141-0.00340688j 0.165748+0.00100423j 0.0375599-0.00261119j 0.0722307-0.000817681j -0.0931571+0.000459273j 0.0801719-0.00078946j 0.482434-0.00440616j 0.274977-0.00279721j -0.120838+0.000834649j -0.0497078+0.00297731j -0.0357923+0.000371404j -0.0125624+0.00105436j -0.0293827-0.000725015j 0.02654+0.000717923j 0.00483246+0.0030752j -0.0137299-0.00086319j -0.00271254+0.00212542j 0.00377614+0.00170458j -0.0120677+0.000809298j -0.00118135-0.00382977j 0.00499218-0.00177983j 0.000973375+0.00393338j 0.00715901-0.0015228j -0.000409854-0.000835562j 0.0095382-0.00370626j -0.00664742+0.00168631j -0.00620529+0.00185842j -0.00179871-0.00468573j -0.0023584+0.00349306j 0.000205952+0.00129219j 0.000245206+0.00443609j 0.0136943+0.0040217j 0.00553048-0.00494603j -0.014342+0.000845429j 0.00788573-0.000719795j -0.00995224-0.00275488j -0.000874181+0.00696617j -0.00288959-0.000631003j 0.00638613+0.00200558j -0.00894475-0.00751959j 0.00492981-0.00646719j -0.00375677-0.0042149j -0.0085592+0.00339803j 0.00354478+0.00274859j 0.0134672+0.000679193j 0.00103378-0.000994078j -0.0071109+0.000326625j 0.00865327+0.021336j -0.00372958-0.0112124j -0.0149542+0.0227162j 0.00376657-0.026704j 0.011721-0.0183453j 0.0167159-0.0180863j -0.0073446-0.013514j -0.0111935-0.0403694j 0.00608032-0.00365942j 0.00761504+0.0117869j 0.0370785-0.0103378j -0.0244339+0.031189j 0.0197954-0.00738274j 0.00775744-0.0118516j 0.0102252+0.0205573j -0.0151195+0.00233434j 0.0100441+0.01015j 0.0153583+0.0147647j -0.00293829+0.00175054j 0.000951935-0.00310942j 0.00279122+0.0034015j 0.00192068-0.0129444j 0.005488-0.00336205j -0.00198853+0.00330566j 
-0.00676328-0.00750681j -0.00992456+0.0022148j -0.000679154-0.00885918j 0.00915163-0.00713805j 0.0172096+0.00862715j -0.0286265-0.0258966j 0.019049-0.0128582j 0.0164155-0.0168972j 0.00729564-0.000617755j -0.0199035-0.0332252j 0.0422399-0.0296559j -0.027108+0.0264938j 0.0155549-0.0193931j -0.0328607+0.0148376j -0.00971967+0.00438985j 0.0208042-0.000136158j 0.00203395+0.00107806j -0.0158902+0.00123355j 0.0116891-0.00102535j 0.0447164-0.00139617j 0.0576941+0.00141746j -0.0434776-0.000273204j 0.0729751+0.000446247j 0.0246638+0.00026487j 0.102684-6.13128e-05j 0.254685+0.00170484j -0.0191452+0.000730869j 0.0285872-0.00025309j -0.0200644+0.000541126j -0.0617432+0.00175796j -0.286517+0.00317551j 0.384092-0.00507279j -0.0320353+0.00111137j -0.0390587+0.00146854j -0.0293819-0.00181726j -0.0471397+1.46015e-05j -0.0289764-0.00337871j 0.0410635-0.00134807j -0.0277887+0.00332937j -0.00925396-0.00119736j -0.0143375+0.00313156j -0.00390176+0.000956113j 0.00284799+0.00403601j 0.00585047-0.00276351j 0.0160918-0.000983307j -0.0261808+0.0115189j 0.00720772-0.00502853j 0.00237412-0.00369266j 0.0166241-0.00533792j -0.00575556+0.00147673j -0.013403-0.00767039j 0.00825422-0.00200226j 0.00433339+0.00346069j 0.00307472-0.000446274j 0.00833926+0.00651357j -0.00434369+0.0136674j 0.00874256-0.0090801j -0.000467174+0.00303801j 0.00418219-0.00515742j -0.00845194-0.00080998j -0.0177984-0.00639049j -0.00372156-0.00588391j 0.00498685+0.00940755j -0.00504611-0.0135872j 0.00792972-0.00643898j -0.0136936+0.0045178j -0.00509857+0.008298j -0.00170611+0.0259636j 0.00701808+0.00133071j 0.0135038-0.0100884j -0.0134264-0.031708j 0.0155631+0.0188281j -0.0270488-0.0102368j 0.00693451-0.000301077j 0.00255777-0.00771119j 0.0283101+0.0159954j -0.0100188-0.0112984j 0.0144447-0.019773j -0.0180551+0.00663591j 0.0310062-0.0478413j -0.00392692-0.0136221j -0.00829299+0.00348599j -0.0124924+0.00379167j 0.00760665+0.00011951j 0.006702-0.0111109j 0.0119212+0.0143737j -0.010739-0.0144862j -0.0145619-0.02402j 0.0134058-0.000698403j -0.00249816+0.00472686j -0.00252743-0.000619781j 0.0023092+0.00437728j 0.00361435-0.00300548j 0.0115922-0.00532612j 0.00742703-0.00277579j 
-0.0387378-0.0143252j 0.0103599+0.0119257j -0.00499057-0.0151024j -0.027141-0.00966678j -0.00302629+0.00469336j -0.0473512-0.0248284j -0.0372558-0.0203809j 0.0161712+0.0171198j -0.0709641-0.0104854j 0.0293429+0.00930417j -0.00533945-0.00429253j -0.00797468+0.00948365j -0.00603786-0.000158944j 0.00919554-0.00201688j -0.0197521-0.00170046j -0.00773478-0.00606379j -0.00269118+0.00490661j -0.037101-0.00045489j 0.00246334-0.00307062j 0.00789707-0.00197919j 0.0170954-0.00141684j -0.015226-0.00233402j 0.0740287+0.00141547j 0.0690993+0.00136105j -0.19925-0.00275709j -0.00474255-0.00147684j -0.0234437-0.00100404j 0.353403-0.000476137j -0.20476+5.81671e-05j -0.281373+0.00218618j -0.0524023-0.000513963j -0.0426933-0.00010007j 0.014976-0.000781466j -0.0340734+0.00221158j -0.0110881-0.000342297j -0.00212+0.00233111j 0.00054065-0.00122824j -0.00120113+0.00356575j -0.0112587+0.00514212j -0.00974138-0.00299263j -0.013947+0.000806899j -0.000409916+0.00541787j -0.0214331+0.00420361j 0.00151903+0.000750011j 0.00392932-0.00330677j 0.00127731+0.00118645j 0.0114562+0.00573147j -0.000169221-0.00156951j 0.00256482-4.97356e-05j -0.00924988+0.00809758j -0.00642133+0.00893065j -0.00110462-0.00190118j -0.00395513+0.01292j -0.00465999-0.00371559j 0.00122128+0.0098167j 0.024176-0.00310868j 0.000224082+0.00484452j -0.0260831+0.00110194j 0.0059591+0.00173869j -0.0159493-0.00864501j 0.0279803+0.00840072j -0.0174619-0.013079j 0.0037702-0.00122931j 0.00044622+0.00350699j -0.00393403-0.0268667j 0.000909705-0.0290784j -0.0213838-0.039823j 0.0184189+0.00114582j -0.00824036+0.00191499j 0.0203107+0.00886081j -0.000540844-0.0148142j -0.00583346+0.0350983j 0.00436668+0.0378152j -0.00220751+0.0165472j -0.0101+0.0214739j 0.0140613-0.00960573j 0.017359-0.0128493j 0.0458955-0.0273538j -0.0129398+0.000811391j -0.0291978+0.00451089j 0.0185486+0.00583833j -0.00644796-0.0136239j 0.000924908-0.00442267j 0.00816014-0.00678445j 0.00468958-0.00235314j 0.00186775-0.000161918j -0.00208844+0.00159131j 0.0064583+0.00140013j -0.00542426+0.00206362j -0.00269588+0.00160675j -0.0012709-3.88649e-07j -0.00296972+0.000298154j -0.000214759-0.00431652j 0.00272603-0.00183035j -0.00402273+0.00340742j 
0.00863271+0.012114j 0.000373429-0.00363683j 0.00589918+0.0222089j 0.0102996+0.00158963j 0.016857-0.00853647j 0.00896389+0.0128398j 0.0467689+0.0301479j -0.0174172-0.0131927j -0.0195232+0.0175866j -0.0179761-0.00251235j -0.00657287+0.0186508j -0.0103246+0.0124689j -0.00130124+0.00157915j 0.00163876-0.00209754j -0.00680176+0.00430288j -0.0209521+0.00401173j 0.0122042+0.000296465j 0.0365101-0.00155776j -0.00169288-0.000174265j -0.00559132-0.000826588j -0.0148148-3.78643e-05j 0.0153002+0.00140788j -0.0661569-0.00185714j -0.101829-0.0023486j 0.350947+0.00629336j -0.13619-0.00177023j 0.136885+0.000382774j -0.0691499-0.00237607j -0.00712912+0.0014372j -0.392871+0.00582003j 0.118431-0.00161584j 0.0780594-0.00142244j -0.0413512+0.00184488j 0.018488+0.0010397j 0.0103339-0.00134371j 0.0168967+0.000855764j -0.0173144-0.00048843j 0.0046178-0.00192514j 0.0399326-0.00278521j -0.000187852-0.000551265j 0.0145536-0.00067852j 0.00529421-0.00459543j 0.00632312-0.005724j -0.00690397-0.0013551j 0.000394124+0.000886637j -0.00230617-0.00205089j -0.0102715-0.00198807j 0.00263472+0.00213775j -0.0124718+0.000971535j 0.0048972-0.00529844j 0.0090049-0.00520417j -0.0153328+0.00338972j 0.0200985-0.0132276j 0.00456898-0.000681711j 0.0184688-0.0129719j -0.0233751+0.0103643j -0.0124597+0.00114648j 0.0087638-0.0133746j -0.0021167-0.00177551j 0.0151657+0.023487j -0.0160214+0.00366834j -0.00939683-0.0107926j 0.00433338+0.0125715j 0.00643344+0.00186518j -0.0109042+0.0116211j 0.0234153+0.016702j 0.0141243+0.00555219j -0.0132309-0.0140442j 0.00136374+0.0129953j -0.00169203+0.000179976j -0.0136473-0.0196086j 0.000422007-0.0296142j -0.0182953+0.0144773j 0.000933843+0.030419j 0.0170595-0.0167004j -0.00330287+0.0106665j -0.00579666+0.00468586j 0.00177525-0.0180852j -0.0151213-0.00981771j -0.0089511-2.89598e-06j 0.0216953+0.0123501j 0.0181802-0.013054j -0.0253924+0.0046218j 0.00268731-0.0114307j 0.00241045-0.00464018j 0.00368963+0.00592168j -0.0163425+0.00373449j 0.00755024+0.00640475j 0.00776272+0.00515322j -0.00143611+0.000115584j 0.00089937-0.00236672j 0.00629644-0.000119447j 0.000580878-0.00476249j 0.00146907-0.000672255j -0.00666161+0.00191624j 
0.00530498-0.0042892j -0.00610571+0.00778804j -0.00525227-0.00192962j 0.00819462-0.00190227j -0.011112+0.00919968j 0.0186314+0.00360153j 0.00307488-0.0193207j -0.00344456+0.0144664j 0.0145921+0.0219484j -0.013941+0.00825033j -0.0213975+0.0125618j -0.0197555+0.0114312j 0.00257688-0.00453958j -0.00322496-0.00139947j 0.00243894-0.00286112j 0.0131946+4.05943e-05j -0.00299695+0.00510341j -0.0134161-0.00248235j 0.00177326-0.00110609j -0.00225409+0.000260995j -0.00173986-0.00118569j 0.00816999-0.00034006j -0.00145532+0.00140285j 0.0600234+0.00235588j -0.26204-0.00681849j 0.133697+0.0011882j 0.0800538-0.000880844j 0.0822392+0.00143429j 0.0376367+0.000717671j -0.336705+0.00445812j 0.038203-0.00130119j -0.0412262+0.00173474j -0.0248622+0.00045361j -0.0160332+0.00121549j -0.0249515+0.000834571j -0.0105123+0.00146375j -0.0136132+0.000546328j 0.00982568+0.00119196j 0.000876699+0.00130634j -0.00951185+0.00154168j -0.00098966+0.00139277j 0.00208709+0.00106092j -0.0129978+0.00148262j -0.00334094-0.000250586j -0.00239568+0.00169837j 0.00838988-0.0027394j 0.00472789+0.000652665j -0.00194894+0.00122835j 0.00294371-0.00289097j -0.000296094+3.84918e-05j 0.00163969+0.0029432j 0.00406765-0.007965j -0.0169297+0.00882073j -0.00602087+0.00257777j -0.0130453+0.00542012j 0.0233614-0.010823j 0.00153908-0.00622964j -0.00433169+0.00594338j 0.00420878+0.00540233j -0.0084642-0.0119033j -0.00616206-0.00396593j 0.0173999+0.0159852j -0.000383717-0.0148985j -0.01238-0.0103653j 0.0184271+0.0112725j -0.0251648-0.00322188j -0.00450243+0.0313521j -0.0129468+0.0233496j 0.0156405+0.00764583j -0.0315413-0.0102416j 0.00235713+0.0216554j 0.00325752-0.00815673j -0.0172243+0.00898487j -0.0120084+0.0175489j 0.0131015-0.00622837j -0.0103591+0.0219688j -0.00708271+0.0186664j -0.0165249+0.00281374j 0.0101434-0.0145867j -0.00434625-0.00203089j 0.0126823+0.0175357j 0.00154596-0.00619427j -0.0188691+0.00173433j -0.00674039-0.00760211j 0.00367108-0.0024415j -0.00410766+0.00650601j -0.00206728+0.00382299j 0.0023322+0.0106932j 0.0010791+0.00592712j -0.00256009+7.81453e-05j 0.00137334-0.00182121j -0.00158873+0.0015266j -0.000604171-0.00520354j 0.000746506-0.00141398j -0.00116393+0.00177943j 
