-0.00113617+0.00986722j -0.00329366-0.0314734j 0.00716103+0.0452884j -0.000289884+0.0202574j 0.00530334+0.0214306j 0.00254678-0.00336993j 0.014385+0.00549515j 0.00115009+0.0588313j -0.00734813+0.027792j 0.00117772-0.0154433j 0.0101655-0.0388889j -0.00116458-0.0230638j 0.0137125-0.0385594j 0.0122483+0.0852658j -0.000275389-0.0948322j -0.00545811+0.0565257j 0.00217158-0.00963617j -0.0327243-0.040855j -0.0409002-0.0567433j 0.00141848-0.0155716j 0.0108981-0.000822229j 0.000379079-0.0217334j 0.00664278-0.0502252j 0.00895747-0.0314765j -0.00350825+0.0359403j -0.00776991+0.00230206j 0.0049477+0.0199589j -0.02677-0.0385426j -0.00229341+0.0301558j -0.00943887-0.0328413j -0.0110752-0.0043294j 0.0200104+0.0653497j -0.00443009-0.041508j -0.0155783-0.00493893j 0.0115867-0.0354708j -0.00318351-0.015129j 0.00515581-0.0205623j 0.0125667+0.0438752j 0.0179959+0.0193753j -0.0217932-0.0351337j -0.0147469-0.03717j 0.0381433+0.0540105j 0.0137118+0.0657357j 0.0613056-0.130366j 0.0192772-0.174234j 0.00660766+0.305287j -0.0148702+0.0101217j 0.0243962-0.00367709j 0.0621179+0.0383j 0.0935699+0.228691j -0.00719302-0.0505735j -0.0104685-0.000594496j -0.026783+0.00945833j -0.00187576+0.0698316j 0.0165226-0.0820768j 0.00996693-0.0264826j -0.00909159+0.0106824j 0.00707631-0.0523482j 0.0195758+0.032564j 0.000269056-0.0134695j 0.00291796-0.0250154j 0.0011938-0.00300953j -0.0238308-0.0183799j 0.00187161+0.0572436j 0.0157682+0.00189938j 0.0201281+0.0102254j -0.00489756-0.0482577j -0.00498363+0.0463249j -0.00267434-0.358228j 
0.000960558-0.00803983j 0.0170672+0.00826641j 0.0165593+0.00218596j 0.011789+0.00542007j -0.0580881+0.0288481j -0.0926166+0.00764038j 0.0722407+0.0438879j 0.0261841-0.0838852j 0.0536629-0.0751124j -0.148508-0.038734j 0.338081-0.0103023j 0.0433642-0.0518803j 0.0857169-0.0978833j -0.0624009-0.00217173j -0.118599+0.00363395j 0.0524856-0.000845466j -0.0736484+0.0952609j 0.147391-0.0102022j -0.041694+0.00628237j 0.0556045-0.00695463j 0.0472359-0.0130198j 0.0570502-0.00227689j 0.110212+0.0144806j 0.0753121-0.0120877j -0.00486579+0.0437848j 0.0144646+0.0169664j 0.0573332-0.0400694j -0.00365299+0.0114628j -0.0168722-0.0127135j -0.0121764-0.0300159j -0.0656409-0.000617483j -0.00320584-0.0329921j -0.0486109-0.0391634j -0.0826851+0.0487308j -0.061057+0.0480079j -0.0321611+0.011796j 0.0763752-0.0895381j -0.0212445-0.0256747j 0.169883-0.00513712j 0.0338275-0.0345163j 0.120284-0.0368413j -0.0092132-0.0238903j -0.013661+0.0107929j 0.00783269-0.0172109j -0.0740988+0.0255225j 0.0643984-0.000762675j -0.0166008-0.00904251j -0.0428507+0.0314198j -0.0262482+0.0138532j -0.0176331-0.0120315j -0.0197281-0.0104399j 0.015459-0.0203136j 0.0231278-0.011257j 0.0579958-0.0201098j -0.0471668-0.00784232j -0.0342933-0.0175997j 0.0246818+0.00927882j -0.0238716+0.00632312j 0.0382178-0.0362081j 0.00636367+0.0358435j -0.0559303+0.00560892j -0.0213802-0.0018121j 0.0281685-0.0477567j 0.036943+0.01799j 0.00590797+0.0516408j -0.0100603-0.00342674j -0.0148285-0.0228165j -0.00199116+0.00786199j -0.0091619+0.0233397j 
0.000384688+0.0151896j -0.0150623-0.00515132j -0.01441-0.0205921j 0.0097644+0.00811238j -0.0364713-0.0379431j -0.0371291+0.00243417j -0.0677348+0.0375762j 0.0328947-0.0455851j 0.0685378+0.00923333j -0.00706944-0.0305559j -0.0553354+0.0747493j -0.00277053-0.00197609j 0.0785347-0.0343077j 0.0537979+0.0018531j -0.107079+0.00316295j -0.0438546+0.0326384j -0.0648302+0.0167361j -0.0860201+0.0129939j -0.0275041+0.0129865j -0.0235526-0.000713162j -0.0196415+0.00470632j -0.0485227+0.0244786j -0.0965941+0.0262456j -0.0884101+0.0250057j 0.017476+0.0238278j 0.016397+0.0362201j 0.0286311-0.00129116j 0.0047949+0.0138914j -0.033875+0.0450108j 0.031967-0.0334879j -0.0284817-0.00841078j 0.037952-0.0467491j 0.0187404-0.00700322j -0.00643723-0.0233609j -0.0708774+0.0364659j 0.069417+0.0350295j 0.0726122+0.0100325j 0.00724476+0.0392488j 0.00688818-0.00986955j 0.00766826-0.00053558j -0.0109344-0.00769183j -0.0797074-0.0161398j 0.0547013-0.00208934j 0.0276923-0.00824913j 0.0571614+0.00698554j -0.0821271+0.00368742j -0.00155785+0.000252272j 0.0214906+0.00784751j -0.0564471-0.00718805j -0.0113025+0.0107818j 0.0212201-0.0177828j -0.028177+0.00336554j 0.0174339-0.00629926j -0.0583354+0.0493077j 0.0388986-0.0176532j 0.0106721-0.00856101j -0.00326294+0.00682839j 0.0569819-0.00720412j -0.0262929-0.00743391j -0.00709834+0.0262598j 0.0513771+0.0169336j 0.0280514-0.00157501j -0.0185084+0.00532208j -0.0309096-0.00975396j -0.01591-0.00845435j 0.00738338+0.00120983j 0.0107213+0.00211856j 0.00290815-0.0006597j 0.00597157-0.0123935j 
-0.00501361-0.0200004j 0.00709524-0.01424j 0.0172086-0.0136282j 0.0182365+0.00914031j 0.0516777+0.0363792j 0.0726873+0.052152j 0.0680001-0.0794616j -0.0858291+0.143735j -0.0667808+0.0799274j -0.0474742+0.12662j 0.0308243-0.0468833j -0.0154937+0.0686621j -0.120957-0.00759865j -0.0256608-0.122947j 0.14315+0.136574j 0.045677-0.050149j 0.0999544-0.106173j 0.100213-0.0283115j 0.00268675+0.0145293j 0.0364814-0.0191101j -0.0166443+0.0526693j 0.0760313-0.0761824j 0.104434+0.00729908j 0.0940031-0.0219959j -0.0280618-0.0549118j -0.0372083-0.0439033j -0.0513105+0.0700241j 0.00497599-0.00689009j -0.0248396+0.0737896j -0.00936076+0.0616106j -0.0162504+0.0217396j -0.0288458+0.0088657j -0.000636072+0.0389677j 0.0299653-0.0475299j 0.0348993+0.0153811j -0.0684433-0.0600353j -0.0485924+0.0669792j -0.0351512+0.0848239j 0.00348254-0.174892j -0.00870995+0.0427076j -0.000894972-0.016588j 0.08854-0.0038778j -0.0426687-0.0270268j -0.0120502+0.0207304j -0.0512327-0.0361737j 0.089028+0.0308158j 0.00332698+0.0123325j -0.0210749+0.032908j 0.0579145-0.00743814j 0.021618+0.0341694j -0.0114238+0.029759j 0.0271139+0.031387j -0.00720699+0.0123514j 0.0678911-0.00434354j -0.0470751+0.0135394j -0.0176905-0.0188909j 0.0126873-0.0476362j -0.0622282+0.0213465j 0.0274829+0.0348656j 0.000979973+0.00718283j -0.0574509+0.0122457j -0.023791+0.00698595j 0.0144442-0.0275227j 0.0333133-0.00186296j 0.0154414-0.0143934j -0.00505322+0.0106743j -0.0132036-0.039072j -0.000912677+0.00142522j -0.00799747+0.00691567j 
-0.0369702-0.0404375j 0.00768548-0.00478605j 0.016411+0.0320844j -0.00742419-0.00326488j 0.0447891+0.0576943j 0.141566+0.074248j -0.00366551+0.0215048j 0.205394+0.0105905j 0.109527-0.0372468j 0.101741+0.0159302j -0.0973093-0.000146321j 0.037714+0.0100044j 0.107931-0.14731j 0.00666074-0.0982571j 0.191431+0.119205j 0.0334872-0.00889958j -0.127695-0.00355845j -2.10542e-05+0.0410466j 0.0297762+0.0249025j -0.0412449+0.0388021j 0.120655+0.00609123j -0.0755016-0.0178826j -0.0875719+0.0371871j 0.112158+0.0557211j -0.12303-0.0282126j 0.00302388-0.0197613j 0.0177463-0.0246751j -0.0615904-0.0378434j 0.0301442-0.0269074j 0.0324302-0.0341002j -0.0405635+0.0348882j 0.0872229-0.023115j 0.125717-0.000589776j -0.0810137+0.0103801j 0.0512356+0.0415359j -0.00766212-0.0262365j 0.0729071-0.0233223j 0.0583334-0.00131529j -0.0485865-0.0773224j -0.020205-0.0219991j -0.000408437-0.0407282j -0.00599504-0.00492167j 0.0231589-0.000154963j 0.00104424-0.0115311j -0.0774155+0.013951j 0.00943228+0.0407316j 0.00145228-0.00197531j 0.118009+0.0342752j -0.089762+0.0150237j -0.0887012+0.0185249j 0.0184998-0.0172335j 0.000908384+0.0155176j 0.0169964-0.0106791j 0.0096139+0.0469855j -0.0258506-0.00501908j -0.0214587-0.0316274j 0.00692129-0.00935501j -5.26138e-05-0.00824817j -0.0065883+0.00684843j 0.0206949+0.0436922j 0.0107553+0.0238084j -0.00579041+0.0121869j 0.0187015-0.0513886j -0.0128331-0.00333199j -0.038434+0.0209572j -0.00184178+0.00867357j 0.00145172+0.00668083j -0.0113877+0.0130083j 0.00694379-0.00417596j 
-0.0141933+0.0224933j 0.000359635+0.0110951j 0.0350224-0.00449829j 0.0332331+0.0204793j 0.0624507-0.0623086j 0.109413-0.121611j 0.0295472+0.0129367j 0.0344942-0.0504236j 0.0476696-0.0319701j 0.00674567-0.133516j -0.0401847+0.0907055j 0.0415725+0.0479586j -0.09826+0.133102j -0.0674535-0.0294951j 0.214043-0.162343j 0.0271024+0.0481585j -0.00321622+0.0781298j 0.0670255+0.0417771j 0.000254884+0.0276356j 0.00957795-0.0498274j 0.03747-0.0830698j 0.00645402+0.0676077j 0.0416548-0.00777535j 0.136555-0.0237159j -0.0758425+0.0877492j -0.0123935+0.0805018j -0.0394389-0.00578104j -0.0308097+0.027937j 0.00345516-0.025059j -0.0312782-0.111055j 0.00339032+0.0121445j 0.00559103-0.0192512j 0.0394325-0.0702645j -0.0195679-0.0383004j 0.0466214+0.0591281j -0.0211307+0.0967106j -0.075853-0.055775j 0.0306999-0.0880119j -0.0193348+0.223572j 0.00719925-0.0621334j -0.00252409+0.0199128j 0.0900811+0.0175095j -0.0286548+0.0447313j -0.00731078-0.0422993j -0.0592894+0.0256946j 0.0767383+0.00797997j 0.00926493-0.00876639j 0.0159935-0.0407578j 0.0146042-0.00330853j 0.00703896-0.00601536j -0.00807212-0.033179j 0.0165095-0.0386714j -0.00658709+0.00470025j 0.0348538-0.0317695j -0.0350695+0.0400753j -0.0107067+0.0356646j 0.00593806+0.0221501j -0.0435936+0.00327338j 0.0200737-0.0377422j 0.00592116+0.000736861j -0.0418623-0.0154298j -0.0205777+0.00026572j 0.013942+0.042487j 0.0198908+0.0295472j 0.00365047+0.0146988j -0.00327926+0.00673395j -0.0103358+0.0367673j -0.0021609-0.00761866j -0.00491734-0.0202765j 
0.00123673+0.0124017j 0.00186258-0.00743141j -0.0121456+0.0105833j 0.0190277-0.0179101j 0.0203948+0.00566685j 0.0795527+0.0111848j 0.0150716-0.0557957j -0.0564252+0.00831208j 0.0514879+0.0234399j 0.0262761+0.0563977j -0.0315537-0.155794j 0.0314812+0.0999839j -0.033885+0.0940944j 0.0831967+0.113548j 0.107197-0.0271904j 0.0314712+0.0379208j -0.000724587-0.01123j -0.0243178-0.119827j -0.0851722-0.125642j 0.0150595-0.0496582j 0.0383092+0.0551724j 0.0545794-0.00863856j -0.0099325-0.045564j 0.0778348-0.0280273j -0.0160372+0.0287757j -0.0187588+0.0501662j -0.0332757+0.0061821j -0.0169875+0.00635141j 0.0363492+0.0974575j -0.0246113-0.0338843j -0.042545+0.00223444j 0.0076398+0.000242087j 0.0321221+0.000823241j 0.00967155+0.17006j -0.120328-0.0900928j 0.0143086+0.255524j 0.0511123-0.07007j 0.0731927+0.0868673j 0.00856426+0.0307322j 0.0842685+4.84558e-05j 0.0128824+0.0208945j -0.0537095-0.0819523j 0.0189731-0.0163185j 0.00904709-0.00184502j 0.0316801+0.0526177j -0.000990109-0.102196j 0.0277876+0.0240165j -0.0461847-0.0420246j -0.102739+0.016452j -0.0222778-0.00656288j 0.0102762+0.000626414j -0.00632496+0.00132394j 0.0468389-0.0229793j 0.030826+0.0360944j -0.0250061-0.0677926j -0.0217794+0.00298036j 0.035863-0.0223698j -0.0236464-0.0124688j 0.0474881-0.0844987j -0.00584887+0.0298377j -0.0315925+0.0161916j -0.0136725-0.0177683j 0.00763091+0.0517378j 0.00280994-0.0138407j 0.0012036+0.0191056j -0.0153883-0.0629556j -0.00271612-0.03343j -0.00361145+0.00496424j -0.00601927+0.0332097j 
-0.00337324-0.0444355j 0.00371541-0.0206129j 0.00707582+0.0448334j -0.0345258-0.0134685j -0.00520191+0.0330695j -0.060556+0.000159174j 0.00394593-0.0717516j 0.0360406+0.149336j -0.0834659+0.00595015j -0.0450027+0.00550459j 0.00552537-0.0454888j -0.00928399+0.127452j 0.029549+0.088571j -0.00783723-0.20948j -0.09523-0.0111265j -0.00444787+0.0685496j 0.025421+0.00296436j -0.00417083+0.104918j 0.0183274+0.0414297j -0.00910138-0.0841253j -0.0278905-0.0180101j 0.00332065-0.0534091j -0.0106187+0.0305706j -0.0585446+0.0507276j 0.0590472-0.0438984j 0.0138145+0.0666787j 0.0192854+0.0320997j -0.00166093-0.0113218j 0.00350181+0.0709821j 0.0159537-0.0595576j 0.0140189-0.0128993j 0.0109997+0.00866312j -0.0268656+0.0691219j 0.0444021-0.0758186j 0.0447745+0.215639j 0.0562579+0.313674j -0.0393513-0.0923746j -0.0813277+0.0034599j 0.0474179+0.0429973j -0.0356996-0.135327j -0.00684544-0.0674278j -0.0192773+0.0502175j -0.00451682+0.0103474j -0.0106267-0.0583091j 0.0196476+0.022321j -0.0380229-0.0103407j -0.00507107+0.00138117j -0.00314125+0.00222112j 0.0282782-0.0140713j -0.0018946+0.0183059j 0.00478589-0.0168052j 0.00426198-0.000107832j -0.0215422+0.000517178j -0.00326001+0.0880946j 0.017236+0.0295582j 0.0098606+0.00562782j -0.0135179-0.0852522j 0.00766208-0.000115322j -0.0220908-0.026334j -0.003955+0.0295954j 0.0152615+0.0270248j 0.00745262+0.0165653j -0.00454524-0.02675j -0.00366696+0.0549155j 0.0048435+0.0435307j 0.00569646+0.0481523j 0.00684853-0.0198419j 0.00208093+0.0205836j 0.00400633+0.00642842j 
0.0152221-0.0256235j -0.0144777+0.0100694j -0.0544045+0.00664752j 0.0959432+0.0176207j -0.0416996-0.0148559j 0.0668866+0.00518035j -0.00175258-0.0105039j -0.282417-0.00501128j 0.184265+0.000605608j -0.0106748-0.0619372j 0.096365+0.0223163j 0.0623371+0.00327064j -0.00618235-0.0153538j 0.057401-0.0591351j 0.111807+0.0233925j -0.06008-0.0211231j 0.0354842-0.0227526j -0.0702812+0.0892446j -0.151471+0.0304868j 0.0238317+0.00950928j -0.000446494-0.064399j -0.00801632-0.00976416j -0.00748938-0.0269224j -0.0999738-0.00682187j -0.0630727-0.048071j -0.0514525+0.021615j -0.0305461-0.00194729j 0.141525+0.0453257j 0.0399248+0.037554j 0.030321-0.00107044j -0.0392844+0.0232346j 0.0482197-0.00119374j 0.0220836+0.123293j -0.0066579-0.158248j -0.196416+0.0556232j -0.0664028-0.017612j 0.0395002+0.030065j 0.0943118-0.103425j -0.0207865+0.017684j 0.129818-0.0267331j -0.00108856-0.0441475j -0.0326008+0.0933888j 0.0975112-0.003954j -0.0301309-0.0241119j 0.0122497-0.0197315j 0.0228477+0.0497832j 0.0182905-0.0252921j -0.0199697+0.0180032j -0.0659301-0.00569981j 0.047554-0.00353417j -0.000228778+0.00500197j -0.0211314+0.00716348j 0.0529926-0.00041164j -0.0471678+0.0036446j 0.0193113+0.0773112j -0.000718218+0.0202053j 0.01928-0.0544343j 0.0298046+0.0239175j 0.0044299+0.0572435j -0.0235171-0.0134637j 0.0204526-0.00441578j 0.0232777-0.00624088j -0.0307103-0.0243329j -0.0113381-0.00616902j -0.0180288+0.0399586j -0.00814605+0.0321692j -0.0145154+0.00217677j 0.00813111-0.00741451j -0.00302675+0.00217327j 
-0.0108265+0.00324093j -0.00608367+0.0024352j -0.0012922-0.00911754j 0.0364059+0.00107402j -0.0210129-0.0207452j 0.0382522+0.0228734j 0.00673076-0.00559224j -0.0647097-0.0386147j 0.0801352-0.00517995j -0.0658316+0.000537884j -0.0186876-0.0390468j 0.119983-0.027894j 0.0844387-0.00694572j -0.035244+0.0575728j 0.0206621+0.0123624j 0.0515001-0.00794284j 0.0674777-0.0208807j 0.0560383-0.00939474j -0.0447779+0.00242755j -0.0272349+0.0236926j -0.00494799-0.00356724j -0.0216024-0.00479721j 0.0159051-0.0131049j 0.0673989-0.038316j -0.0186735-0.0227106j 0.0773688+0.010838j -0.066925-0.0152647j 0.0673443+0.0275493j 0.0897544+0.0226743j -0.101492+0.00721284j -0.0142369+0.0111319j 0.0772507-0.0111965j 0.0123625+0.0351425j -0.0536358-0.0267811j 0.0925282-0.052065j 0.487605-0.0437598j -0.180838+0.0493531j -0.116651-0.0185868j 0.151661-0.00994236j -0.0950471+0.0159335j -0.0382389-0.00609421j 0.0234106+0.0194741j 0.01886-0.00680613j -0.0831264+0.0104914j 0.0118174+0.00683478j -0.00704499+0.00390088j -0.0138938-0.00374512j -0.00497994+0.00233246j -0.0725893+0.00366102j 0.0213967+0.00110822j -0.025588+0.00790684j -0.0525396+0.0137694j -0.0172095-0.00329257j 0.012886+0.000627868j -0.000923295+0.0186492j 0.0251495-0.0029584j -0.0220175-0.000644361j -0.0152918+0.00987352j -0.0239347+0.0234746j 0.00149739-0.000974268j 0.0116796-0.0029524j 0.0062336-0.0123797j 0.019201+0.00635314j 0.011763-0.0296119j 0.0209528+0.00611394j -0.00158345-0.0105513j 0.00281774-0.00773593j 5.60339e-05-0.0011528j 0.00404367+0.00477436j 
-0.000368759+0.000164999j -0.00825655-0.017904j 0.00956808+0.00132053j 0.0308291+0.0126652j 0.0272578+0.00211163j 0.0297023-0.069016j 0.0496755+0.0393837j -0.044835+0.00968503j 0.0648293+0.000248316j 0.0518146+0.0424193j 0.023706+0.127137j 0.0493877+0.0107341j 0.00493653+0.036195j 0.0629872-0.0183259j 0.0308679-0.0521443j 0.0551523+0.0231643j 0.0433586+0.02879j -0.0963512-0.0344247j -0.0920124+0.0812081j -0.0166305-0.0327869j 0.10856+0.0904693j 0.00436558-0.0392318j 0.0375659+0.123515j -0.0198746-0.0247018j -0.0507433-0.042374j -0.0383726-0.0618444j -0.00170594+0.00827732j -0.0131944-0.0197426j 0.00642843-0.114858j 0.0318102+0.195664j -0.079375-0.104055j -0.0241023-0.00446222j -0.119044-0.170231j 0.0941084+0.0530915j 0.000636484+0.129902j 0.0916649-0.0174696j -0.112482-0.0472704j 0.154873+0.12106j -0.0207927-0.102483j 0.00538028-0.0748414j 0.0800205+0.054982j -0.191261-0.0519331j 0.00169264+0.0236997j -0.0404404+0.0149476j -0.00516012-0.0775879j -0.0214718+0.00184963j 0.0414433-0.00390746j -0.0258768+0.0137403j -0.060982-0.00118015j 0.0159429+0.000753022j -0.000297127+0.0239911j -0.0277122+0.000297735j -0.0103184+0.0410228j 0.0179579-0.0133413j 0.0298068-0.0524994j 0.00995215-0.0511422j 0.0220489+0.0456458j -0.00449314+0.0265854j 0.0426834-0.0433301j -0.012529+0.00599386j -0.0179082-0.0006415j 0.000874801+0.0349503j -0.00154761-0.0466555j -0.000109987+0.0922363j 0.00131454-0.0279391j -0.00341599+0.0402361j 0.00172428+0.00382851j 0.00999543+0.00849098j -0.00275427-0.0114201j 
-0.00888996+0.0226228j 0.00941347-0.0186468j -0.0125419-0.0240181j -0.0272994-0.0375234j 9.3424e-05-0.0467848j 0.0410878-0.0410556j 0.0153266-0.0323309j -0.0219792-0.014741j -0.0447998-0.0477576j 0.0311579+0.038308j -0.0633822-0.0907144j -0.0493757-0.14175j 0.00653589+0.0416634j 0.0527706+0.0660908j 0.0412279-0.101264j 0.0184184-0.00456193j -0.0291648-0.00927579j 0.0199904-0.0124924j 0.0922142+0.140795j 0.0319828-0.0246068j -0.0319435+0.000797047j 0.0455718-0.0626494j 0.0300039+0.0768033j -0.0357784-0.173918j -0.0538915-0.0271772j 0.0134986+0.0473237j -0.0671775-0.00131384j 0.052149+0.12509j 0.075946+0.00919332j -0.00294629+0.010892j -0.0122593-0.066088j -0.0460319-0.0645687j -0.0064949-0.120269j -0.208397-0.117865j -0.00207925+0.0767814j -0.019398-0.043583j 0.218611+0.142615j 0.0324933+0.0430072j -0.022077+0.0125711j -0.0419318-0.110613j -0.0114843+0.00165617j 0.0584391+0.0310616j -0.019369-0.0111772j 0.00853507+0.0646565j 0.0240968+0.00827622j 0.00572965-0.0309934j -0.062832-0.0242053j -0.0136251+0.0341443j -0.0300997-0.0302478j -0.000139639+0.0233935j 0.0123443+0.0195863j -0.0196491-0.0166489j 0.00614172+0.018719j 0.00575374+0.0100173j -0.0317948+0.0410713j -0.0283062-0.0258226j -9.564e-05+0.0247641j 0.00305105+0.0506978j 0.00433062+0.0132078j 0.0237743+0.0279534j -0.00886802-0.0332869j -0.0154235-0.0122397j 0.0106978+0.0159569j -0.0052789+0.021526j -0.0122539+0.0169556j 0.0040788+0.0215571j -0.00152369-0.0615995j -0.00557133+0.0436992j 0.000188543+0.031873j 
0.0205127-0.00719546j 0.0242903+0.0444083j 0.0402854-0.0119967j -0.0336314-0.00536424j 0.0846543+0.0448805j 0.0485286+0.0415923j 0.0236384+0.0707216j 0.0867727-0.0635206j -0.139812-0.00860427j 0.0518342+0.0437899j -0.180435+0.0206088j 0.0164929-0.00248494j -0.0519237-0.0712162j 0.073736+0.03216j 0.00894109+0.0280026j 0.0638628+0.0392479j 0.0295407+0.0316566j 0.023868+0.0158251j -0.0164694+0.043177j -0.00486385+0.0867285j -0.0471098-0.0148636j 0.0605617+0.0423844j -0.059912+0.0263244j 0.0501981+0.012373j 0.0864516-0.0132275j 0.0111885+0.000371281j -0.0240299-0.080242j -0.190049-0.0153481j 0.0398252+0.0754731j -0.122707-0.00184551j -0.075842-0.0271526j -0.0759282-0.0965281j -0.11373+0.0537365j 0.00465013-0.136084j -0.138614+0.0328726j 0.0143275+0.0154312j 0.0655704+0.0151432j -0.0209737+0.0302614j 0.209191-0.0127388j 0.106293+0.030482j 0.0991412+0.0207847j -0.0513559+0.0469249j -0.0237276-0.00845849j 0.0770933-0.032332j 0.0869945-0.034816j -0.0136229+0.0454492j 0.00528243-0.0217911j -0.146556+0.0261714j -0.053069-0.0203955j 0.00269965-0.00519025j 0.0403609+0.00306319j -0.018728+0.000633448j 0.0459118-0.00632266j -0.00950878-0.000452245j 0.00444625+0.0455498j -0.0194856+0.00257125j 0.0018583-0.0395648j -0.00354413+0.017976j 0.0346392+0.016145j -0.0116746+0.0117274j -0.0429108+0.00283298j -0.0139856-0.0148749j 0.0115965+0.00647629j 0.0127982-0.00902854j 0.0255142-0.00844967j -0.0135838+0.0232213j 0.00415218+0.0291719j 0.00514958-0.0300748j -0.0103955-0.00830619j 
0.00865931+0.00874227j 0.00239268+0.0084024j -0.0192411-0.0315364j -0.0202141+0.0543778j -0.0220989+0.0362458j -0.0325105+0.0878441j 0.00693462+0.050701j -0.0373184-0.167036j -0.0376371+0.0375307j 0.0803173+0.0196931j 0.107653+0.00800484j -0.0134528+0.110922j 0.00443962-0.0340492j -0.0275982+0.101757j -0.040962+0.08087j 0.0189881+0.0598661j 0.0137573+0.0741283j -0.0410848-0.0239768j 0.114442-0.0531791j 0.0213934+0.0824036j 0.0218755+0.0355896j -0.0294689+0.0384676j 0.134195-0.0306573j -0.0465568+0.0135407j -0.0691918+0.000453493j -0.0029744+0.0459934j -0.0339075-0.142693j 0.0731151+0.025332j 0.0271522+0.166621j 0.10492+0.0601017j -0.105574-0.107778j -0.0894386-0.0804469j -0.0100169+0.0571734j -0.106985-0.1226j 0.137575-0.0525376j 0.0185506+0.157318j 0.00134143-0.00320574j 0.143586+0.0808006j -0.146223+0.0103532j -0.123917+0.0474419j 0.0107148+0.0187646j -0.0244247-0.00151285j -0.0500153-0.00211165j -0.0547892-0.0286366j -0.0794026-0.0238309j 0.0753907+0.0136787j -0.0331792-0.0149576j 0.0383825-0.0159536j 0.0305707-0.0280509j 0.050752+0.0184055j -0.0134289+0.0237312j -0.0260384-0.00128013j -0.0454529-0.0141482j -0.0178564+0.0517482j 0.00541226+0.0133117j -0.00359367+0.00172695j -0.00105696-0.0615268j 0.0173203+0.00992196j 0.000138911-0.0162975j 0.0260718+0.00238403j 0.0107076+0.00714777j -0.0028409-0.0172008j -0.00052643+0.0513491j 0.00215829-0.0330721j -0.0115714-0.0280189j 0.00803139-0.0131217j -0.00517768+0.0264105j 0.00111072-0.0288202j 0.00135445-0.0210931j 
-0.00889903+0.00985637j 0.00874622+0.00703835j 0.0200771-0.0068547j -0.0192863-0.0226074j -0.0287739-0.0118614j -0.0479374-0.020113j -0.00873495+0.0245991j 0.0697386-0.079581j 0.00526198-0.0390732j -0.101399-0.00190902j 0.0797952+0.0143263j 0.00570646-0.0300896j -0.0252544-0.049131j -0.0417811+0.0731853j -0.0116848-0.0456557j -0.0246176+0.0361209j -0.0660465+0.0292452j -0.0361184-0.035891j -0.0938862+0.0708132j 0.0341564+0.0069452j -0.0481708+0.0206537j -0.00603965-0.0118362j -0.00654337+0.0552752j 0.130518-0.0556291j 0.0562422+0.0324426j -0.0367697+0.0192874j 0.0808187-0.0717135j -0.110819+0.0396746j -0.0314223+0.0930358j 0.0442425+0.154002j 0.187101-0.133843j 0.00429995-0.104078j 0.313634-0.00255067j 0.12956-0.135469j -0.083356+0.0072643j -0.00431486+0.0200773j -0.175414+0.0422751j -0.0480481+0.0975895j -0.0877121-0.0419027j 0.0966856-0.0162916j -0.0994007-0.00219547j 0.0653725+0.00727802j 0.0173722-0.0102067j 0.0123632+0.0285972j 0.0075218-0.0463791j 0.00972825-0.0135253j 0.0598876-0.025114j 0.00960269+0.029656j -0.00499423-0.0247183j -0.0335144+0.0262785j -0.001396+0.0711103j 0.0567305-0.00556998j 0.0422675+0.00804372j -0.00229412+0.0177349j -0.00897952+0.00689017j 0.0281734-0.0306067j 0.0182079-0.0257975j -0.0155936+0.0499218j -0.01507+0.00945047j -0.021788+0.0105437j -0.00128944-0.0096682j -0.0037578-0.0163695j -0.00894219+0.0271743j -0.0117194+0.0109085j 0.00238015+0.00107775j -0.0173445+0.00084114j 0.000362138-0.0129252j -0.00599448+0.0095723j 0.00138783+0.00737698j 
