0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
-0.0191114-0.0057557j 0.00854427+0.0203078j 0.0104639+0.0273519j -0.0420964+0.015175j -0.0044482-0.0409982j 0.0132599+0.0165118j -0.0478352+0.00530499j 0.0094033+0.0161499j -0.012028-0.0191624j -0.0253556+0.0142867j -0.0139143+0.0141085j -0.00862121-0.00115935j -8.68003e-05-0.0204435j -0.0308604+0.0356052j 0.0184191-0.00983123j -0.00273587+0.024686j 0.0451697+0.0270884j -0.0300012-0.0193244j 0.00403478-0.00622455j -0.0126017-0.0109539j -0.0529187+0.0015704j 0.0209043-0.00514696j 0.000102005-0.00451868j 0.023742+0.0746798j -0.0096871+0.00606073j -0.00471473-0.0319826j 0.0203266+0.0137098j 0.000114629-0.0126179j 0.0347423+0.00460977j -0.025535-0.0200373j 0.012987+0.0230764j -0.00224206-0.0848299j 0.0175104+0.050651j 0.0611505-0.00206378j 0.00208389-0.0208088j 0.0101274+0.0197651j 0.0400882-0.0163757j -0.0311341-0.0469132j -0.029325+0.0317488j -0.0110132+0.00560316j -0.0597552+0.0151093j 0.0279798-0.00386412j 0.00755648+0.0144573j 0.015405+0.0293188j -0.0183956-0.0235024j 0.0202235-0.0195537j 0.0114756-0.018679j 0.0592151-0.0218754j 0.0160389+0.00278087j 0.0152576+0.0298634j 0.0182582+0.0147305j -0.0139734-0.0112305j -0.00957487+0.0155139j 0.0254419+0.0210259j -0.00953788-0.017397j -0.00174308+0.023938j -0.0219725-0.0428361j 0.00405136+0.0305029j 0.0190347+0.0485121j 0.0419896+0.0239998j -0.0542223+0.00238636j 0.0220625+0.00486236j -0.0115213-0.00172237j 0.0850304+0.0369497j 0.0102468+0.0210951j -0.0658534-0.0205427j -0.0217543-0.00168143j -0.0205992-0.00222715j -0.0340324-0.0106462j 0.0168077-0.0214119j 
0.00351845-0.0221001j -0.0120766-0.0167333j -0.0201064+0.0255195j -0.00212578-0.00903193j 0.0061454+0.0415006j -0.0089956+0.033901j -0.0373203+0.0205646j -0.0419436+0.0455544j 0.0371295+0.0196274j 0.0367608+0.0416104j 0.0696539-0.0114051j -0.0630035-0.0512684j 0.0248964-0.0124639j -0.00920653-0.020178j -0.0658216+0.00481747j -0.0132328-0.00729172j -0.0836497-0.0508286j 0.0183901-0.00974231j 0.0245405-0.0398366j -0.0592471-0.0128866j -0.0213565-0.0334222j -0.033274+0.041884j 0.0599671+0.018441j 0.00969444-0.0599985j -0.0314036+0.0422162j 0.0151271+0.0301605j -0.0366993+0.047158j 0.0501943-0.0479228j -0.0302003+0.0553284j 0.0251399-0.0432433j 0.0360389-0.014516j 0.0593634+0.0635725j -0.0127077-0.0108634j 0.00463172+0.110454j -0.0325819+0.0645868j -0.0126214-0.0506672j -0.0512235+0.0319889j 0.0370687-0.0509784j -0.0134322-0.00312978j 0.0412059+0.0172198j -0.00462678+0.00305495j -0.0221107+0.0373198j -0.0132872-0.0290249j -0.0595356+0.017596j 0.0272257+0.00136239j 0.00459735-0.093324j 0.0567454+0.0519681j 0.029373+0.00630699j 0.0562293+0.0276467j -0.0045777-0.0257789j 0.028054+0.0105886j 0.00205437+0.0189983j 0.0135606+0.0143458j 0.0433199-0.021632j 0.00896291-0.0462592j -0.00341562-0.0222652j -0.0441162+0.0188088j 0.0150444+0.0241676j 0.0416615-0.0422342j 0.0198237-0.0387149j -0.00656603+0.0446179j -0.0083956-0.102497j -0.0359171+0.0103644j 0.0435631-0.0462053j -0.0147687-0.0247319j 0.0186383+0.14517j -0.0465871+0.0289804j 0.00570775-0.00568986j 0.0351016-0.0303725j 0.0503207+0.0148549j 
-0.0112094-0.018887j -0.0155115+0.00335848j 0.000704362+0.0285139j -0.0251339+0.0191359j -0.00364335-0.00202312j 0.0235944+0.0171j -0.0383695+0.0431913j 0.000702984+0.0223596j -0.0219366+0.0105458j -0.00346444+0.0397408j 0.0115083+0.0364066j -0.0129-0.00786622j 0.000579642-0.0107406j -0.0568228+0.028299j -0.00605489-0.0334483j -0.00362671-0.00383545j 0.0270913+0.0377387j -0.0413872-0.0157237j 0.0030899-0.0423962j -0.0375891-0.034421j -0.0530408+0.00339098j -6.26204e-05+0.031311j 0.021668-0.020153j 0.0152382+0.0797046j -0.0399876+0.00514214j -0.00818116-0.0301535j 0.0173981+0.00569689j 0.00712036-0.0461709j 0.0303168+0.0284201j -0.0210536-0.0347662j 0.0149186-0.0264455j 0.0278748-0.0690076j 0.00162275+0.0453622j 0.0832621+0.0357243j -0.0125823-0.00904807j -0.0205361-0.00369565j 0.0324204-0.0136359j 0.0103169-0.0670115j -0.0385657+0.0314888j -0.0177895+0.0175567j -0.062283+0.0131594j 0.0271969+0.027904j 0.00899906+0.00430541j -0.00326402+0.0194664j -0.0371429-0.0247848j 0.0337925-0.0373862j 0.012391-0.00268609j 0.0777053-0.0289161j 0.0234575+0.0167515j -0.00357616-0.0107133j 0.0263731+0.000350318j -0.0132536-0.000875307j -0.0102818+0.02163j 0.0279002+0.00545817j -0.0109472-0.0157562j 0.00308796+0.0305832j 0.00585162-0.0699657j -0.0133944+0.029184j 0.0769005+0.0374729j 0.0418576+0.031845j -0.0694597+0.0125341j 0.054148-0.0450605j -0.0226393-0.0337898j 0.0494029-0.00775248j 0.0088571+0.0282869j -0.0784332+0.0244542j -0.0218329-0.0071801j -0.0115947+0.0151384j -0.0306364-0.0256946j 0.0241451-0.00896861j 
0.0192225-0.00483677j -0.0210217-0.0337339j -0.000225031+0.0400022j -0.026981-0.013j -0.0201909+0.0383646j 0.0153703-0.0491725j 0.0562538+0.0292907j -0.00779288+0.0206969j -0.0547514+0.0562783j 0.0676497-0.0687016j 0.074496+0.0314075j 0.00315283+0.0179366j -0.0348151-0.0324494j -0.0138535-0.00320269j -0.0293384-0.0415771j 0.0549993-0.0194331j -0.019734-0.0360382j -0.0147563+0.00177334j -0.0197212-0.000236959j -0.035511-0.0392306j 0.0449532+0.0260914j -0.0442842+0.0280035j -0.0286424+0.0189173j -0.0429815-0.0293317j 0.00268713-0.0696201j -0.048006+0.0249428j -0.0154383-0.030524j 0.0284644+0.00131662j -0.0477845-0.0288539j -3.45912e-05-0.0450566j 0.0156793+0.00374094j 0.0271653+0.0774783j -0.0714088-0.0177486j -0.0432494+0.0848373j -0.0527603-0.0064257j -0.0216253-0.0220108j 0.042608-0.00944304j 0.0550267+0.0249146j -0.0120745+0.00199142j -0.0187431+0.00176022j 0.0774229-0.0380931j -0.0448315-0.00375467j -0.0218225+0.025126j -0.0876715-0.0476965j -0.0429272+0.0120503j 0.00618277-0.0691868j 0.0648315-0.0466428j -0.036593+0.0268165j -0.00356584+0.0240539j -0.011273-0.00206192j 0.0421426+0.0191425j -0.00340719-0.00610277j -0.039272-0.0180275j -0.00538501-0.0718481j -0.035947+0.0199938j 0.0122825-0.027079j -0.0436585-0.0546387j -0.00459352-0.0254258j 0.0489774-0.0797258j -0.0117184+0.0487416j -0.0123491-0.0306382j -0.0847971-0.044126j -0.00859944+0.0497533j -0.0531721-0.0523792j 0.00556905-0.053413j 0.0610329-0.00144574j 0.0239868+0.0357647j -0.0145593+0.0170489j 0.0258842+0.011137j -0.0134319+0.0188603j 
0.0116165+0.0218345j 0.0145569-0.00180928j 0.0124744-0.0454915j 0.0501714+0.00816849j 0.0515344-0.000198868j -0.0130041+0.0282158j 0.0396985-0.0322689j 0.0180397-0.0165639j 0.0396809-0.0130409j 0.0242876-0.0108771j -0.029025-0.00445282j 0.0627536-0.0144885j 0.0323224+0.04192j 0.044819+0.00261358j -0.014284-0.00760378j 0.0430389-0.0450524j -0.0434943+0.0306985j 0.00442193-0.00780174j -0.0285058+0.0176935j 0.036181+0.0446145j 0.0320469+0.0119481j 0.0100693-0.021646j 0.00781594+0.0087996j -0.0279244-0.0440382j 0.00953216+0.00811713j -0.000478833+0.00761015j 0.00428208-0.0149225j -0.0315586+0.0581803j -0.0034126-0.0278357j 0.0542284+0.0646896j -0.023656+0.0239271j -0.0310722+0.0203374j 0.0326964-0.0272851j -0.0339418-0.0503645j 0.0328307+0.0122063j 0.00383399-0.0167146j -0.0350919-0.00852695j 0.00467808+0.0456943j 0.0324422-0.0405107j -0.0223844+0.00190909j 0.033945+0.00263995j 0.00845701-0.0214192j -0.00855092-0.0359476j 0.0468505-0.02182j 0.0205398+0.0323329j -0.003868+0.0514604j -0.075454+0.0213571j -0.0767567+0.0148775j -0.037861-0.0196674j -0.00403056-0.005436j -0.0331791-0.0233254j 0.019823-0.0245912j 0.0365245-0.00335333j -0.0300268+0.0324936j -0.000447968+0.044564j -0.0177229+0.00734167j 0.0497898+0.0464696j 0.041639+0.0190291j -0.0614103+0.0266523j -0.0309931-0.00904647j 0.0196568+0.0181279j -0.00251559+0.0195208j 0.0552404-0.0411232j -0.0425102+0.021974j -0.00588812+0.0552949j 0.0748571-0.00397494j 0.0272711-0.0217412j 0.0268565+0.0218403j 0.0130016+0.026794j -0.021201+0.00544335j 
-0.0127424-0.00107704j 0.00172924+0.00475191j 0.0186262+0.00620382j 0.00423664+0.0332549j 0.0323258-0.00488316j 0.00105699+0.0857131j -0.0227838+0.0214811j 0.034391-0.0158659j -0.0561885+0.0115462j -0.0206216-0.0921223j 0.0590915+0.0203291j 0.0649965-0.0377554j 0.0558333+0.0155192j -0.0566507+0.0375026j 0.0664623-0.0535053j 0.0968225+0.0333431j 0.0328575+0.0504322j -0.0143107-0.0709657j 0.0105917+0.0320967j -0.0389783-0.01915j -0.00241245+0.0483145j -0.00998375-0.0467778j 0.0105707+0.0442244j -0.0233643+0.00134773j -0.0662713+0.00129084j 0.000144923-0.0381903j 0.0511706-0.00514914j 0.0306281+0.0188788j -0.0167823-0.0212613j -0.0264278-0.0700975j 0.0131483+0.0162976j -0.000427856-0.0643638j 0.000727565+0.0314929j 0.0370074+0.0054835j -0.0269244+0.036112j 0.0411689-0.010322j 0.0570142-0.0107395j -0.0199414-0.05866j -0.00587973-0.000569823j 0.00341924-0.0258489j -0.0460351-0.0847269j 0.0140048-0.00835247j 0.0128233-0.0115165j -0.0600581-0.0405693j 0.00126326-0.0199718j 0.0158955-0.0524657j -0.0126343-0.0107874j 0.000873867-0.0177577j 0.0327387+0.00248063j 0.0344884-0.0080729j -0.022989-0.0178765j 0.0182619+0.00697087j -0.0190052+0.0121841j 0.11033-0.0317083j -0.0981823+0.0355906j 0.0195104-0.00367718j 0.0100114-0.0676712j 0.0376311+0.000592535j 0.0289634-0.00970891j 0.0456004+0.0701225j -0.0212295+0.0380199j -0.0275529+0.0220365j -0.067383-0.015734j 0.05959+0.0230631j -0.0112793+0.0680794j 0.0416971+0.0204478j 0.0742853+0.0126822j 0.000820708+0.0718016j 0.0115765+0.00455279j -0.0147887+0.011753j 
0.0299752+0.016756j 0.0112029-0.0209706j 0.00895984+0.0118169j -0.0209174+0.00795165j 0.0439264-0.0415462j 0.00219517-0.0282694j 0.0698646+0.00712858j 0.0329299+0.0126488j 0.0439217+0.021791j 0.0184693+0.0141886j -0.0011829-0.023727j 0.00330785+0.04301j -0.0601676-0.0174116j -0.0744924+0.0120247j -0.0389373+0.00316889j -0.0141064-0.0164786j -0.00735576-0.0243662j -0.0095225+0.00136054j 0.000983592-0.0267822j -0.00349892-0.0761872j -0.0912075-0.0337625j 0.0057932+0.000250164j 0.017411-0.0146823j 0.0563657+0.100884j 0.0837389-0.0316781j -0.02457-0.0309349j -0.0354977+0.0495296j 0.0127408-0.0654474j 0.0120318-0.0345883j -0.00510841-0.0313643j 0.0660463+0.0499816j 0.0458015-0.0114572j -0.0390167+0.0399909j 0.0269675+0.0603683j 0.0154725-0.0899123j -0.0285833-0.0208097j 0.0365837-0.0871038j 0.026387-0.0467335j -0.0939742+0.0269826j -0.00868092+0.0272228j 0.0113306+0.0661467j -0.00936297+0.0476713j 0.0289993+0.0131031j -0.0494003+0.0334867j -0.0502791-0.00572235j 0.047217-0.131596j 0.0512874+0.0128112j 0.0545865-0.00900061j 0.00286316+0.0457188j -0.00742812+0.0203302j 0.0313044+0.0445635j 0.0125499-0.0318938j 0.0300316+0.0399559j 0.0219012+0.00675245j -0.0196599-0.0443058j -0.0423448+0.024852j -0.0774624-0.0406412j 0.0260866+0.0235114j 0.0173475+0.00390752j -0.0145277-0.0675409j -0.00532416-0.0278336j 0.0481986-0.0451553j -0.0126101-0.0241143j -0.00276859-0.041469j 0.0556912-0.0172398j -0.0755158-0.0236521j 0.0234763+0.0205779j -0.00664199+0.00889518j -0.0171967-0.0225039j 0.020867-0.0115328j 
0.00715631+0.0172763j 0.0268218-0.0129372j 0.0251296+0.067909j -0.0613618+0.0273059j 0.0615954-0.0508842j 0.00834728+0.0465183j 0.035878-0.0179199j 0.0162689+0.0245945j -0.0543607-0.00203344j 0.0410324-0.135967j 0.064028+0.0388896j 0.0615016-0.0129651j 0.00980962-0.0293647j -0.072091+0.0616155j -0.00805978-0.0837085j 0.138029+0.0093061j 0.00770234+0.0224772j -0.0427349-0.0755807j -0.0161174+0.0033011j -0.035257-0.0534348j -0.0419274+0.0574411j -0.00404201-0.0328855j 0.00778169+0.0532721j -0.0190092+0.026088j 0.00578706-0.0429662j -0.0724452-0.0380888j -0.00488244+0.00959068j 0.0190937+0.0188995j -0.0119226-0.02138j -0.0144057-0.0892009j 0.0605373+0.133798j -0.0199739-0.0195275j -0.0574688+0.0605488j 0.0417836+0.0806996j -0.0530306-0.0215044j 0.0475833-0.0398623j 0.115083-0.0537814j 0.00168103-0.0408731j -0.047341-0.0187931j -0.0154887+0.0117608j 0.0556275-0.0271902j -0.0430794-0.039493j -0.0208097+0.0361345j -0.145977-0.0699724j -0.0295268+0.0308784j 0.0510706-0.160904j 0.105395-0.0848761j -0.0321221+0.0184184j 0.022931+0.0543512j 0.00707486+0.0387748j 0.0616992+0.0362616j 0.0160229-0.00884346j -0.0359101+0.0481113j 0.0872674-0.0416172j -0.0939585+0.0313384j -0.0264451+0.0105849j -0.101518-0.105409j 0.0772997+0.0123074j -0.0127772-0.0142511j 0.0291601+0.0699828j -0.0736991+0.0144576j -0.0803094-0.03381j -0.0363065+0.0494745j 0.0825191-0.00699728j 0.0135995+0.0678235j 0.0114107-0.0320553j 0.0552652+0.0416585j -0.0340663+0.0574958j 0.0130498-0.00700482j -0.00283062+0.00132842j 
0.000311022-0.00594611j -0.00299061+0.0106724j -0.00132495-0.00851399j -0.00804251-0.00440816j -0.00751096+0.0139541j -0.00980486-0.02799j -0.00413834-0.00838494j -0.0222318-0.0123143j -0.0075056-0.0207981j -0.0148235+0.0606524j -0.0547336-0.00827756j -0.0729643+0.0127513j 0.0134198-0.0438252j 0.0043607+0.0108409j 0.0161376+0.0718594j -0.0682666+0.0143009j 0.0609725-0.0587289j 0.0102157+0.00195093j -0.00388612+0.0291681j 0.00544206+0.0139039j 0.0362297+0.00680311j -0.0166727+0.0100231j -0.0198592-0.020664j 0.0228471+0.0585969j 0.0252572+0.00710467j 0.0248221-0.0243785j 0.0417556-0.0272113j 0.00515725+0.00874286j -0.0017872-0.0104346j -0.0193159+0.0244011j -0.0360374-0.0189695j 0.0334888-0.0245765j 0.0530305-0.00750507j -0.00894163-0.0272786j 0.0110472+0.0143982j -0.00845119+0.0707773j 0.0251883+0.00262215j -0.0439613+0.0260391j 0.0175951+0.0269437j -0.00788423+0.0169569j 0.00636331-0.000131259j 0.0339436+0.0127223j 0.0305777+0.0131659j 0.063512+0.0189315j -0.0126515-0.0121902j -0.0403497+0.0552581j -0.0653862-0.0156332j 0.0211888-0.0339031j -0.0185368-0.0669221j -0.00231749-0.0177245j -0.0366478-0.00603659j 0.027474+0.00799632j -0.0629901-0.0328082j -0.0372468+0.0525255j 0.0529635-0.0228691j 0.0192735-0.0257203j 0.0129559+0.0394899j -0.0291183-0.0631901j 0.0067593+0.0414603j -0.00790325-0.0181558j 0.0567854-0.0128866j 0.0380533+0.0428541j 0.00805128+0.0227122j 0.00681237+0.0483907j -0.0175443-0.0300548j -0.053189-0.035439j -0.0360741-0.00387995j 0.00973137-0.033965j -0.0138519+0.0111964j 0.0039638-0.0243609j 
-0.0165537-0.000522252j 0.0303524+0.0182059j 0.00476318+0.0123949j 0.00537157+0.0113371j 0.0130015-0.0294614j -0.0176519+0.0547545j -0.033069-0.0673116j -0.0633149+0.0107794j 0.0313796-0.0397043j -0.00522838+0.0124971j 0.0104693-0.0151312j -0.0373393-0.0870774j 0.0754207+0.011697j 0.0562598+0.000792562j -0.0409557+0.0181552j 0.022189+0.0108033j -0.0654061-0.0679783j 0.0782383-0.0543408j -0.00598061+0.0235944j -0.0087832+0.0266525j 0.0537046+0.0102578j 0.00628015+0.0166288j 0.0377656+0.0447729j 0.00365318-0.109729j 0.0177914+0.0697081j 0.0147891+0.0389107j 0.00665104-0.00402845j -0.0111341+0.055574j -0.000661863+0.00462218j 0.0595183+0.0197691j -0.0506222+0.0607201j -0.0116881+0.0442886j 0.0586622-0.0210272j -0.0277473-0.0118156j -0.00697406+0.081802j 0.0136772+0.0137325j -0.0520037+0.0297353j -0.0234059+0.0104016j 0.0508823-0.0378933j -0.00686699-0.00322472j 0.0507416-0.0180688j -0.0175305-0.031317j -0.0424569+0.0150215j -0.0100144-0.0226926j 0.0644728-0.0117041j -0.022927+0.034592j -0.0142665-0.00231879j -0.0937987+0.0262318j -0.00741228-0.0101212j 0.0216056+0.00458823j -0.0604567+0.0245572j 0.0333112-0.00999945j 0.0039039-0.0227754j 0.00722073+0.0580527j -0.0300408+0.0204468j 0.000811626-0.0415215j -0.0180344+0.0544241j 0.0547306-0.0244289j -0.080955+0.0331594j 0.011925+0.00367459j 0.0474899+0.0795846j -0.033743+0.029177j 0.039705+0.0795155j 0.0460634+0.0239101j -0.0709805+0.0335683j 0.0598186+0.0688858j -0.0327504-0.0248115j -0.0108638-0.0425994j 0.0265238+0.00424025j -0.00669245+0.00929559j 
-0.0175794-0.010346j 0.00782398+0.0132813j 0.0109094+0.0516867j -0.049428+0.0149214j -0.0270922-0.0344489j 0.0254542-0.0189779j -0.0165858-0.0100168j -0.0312477+0.0156363j -0.0614291+0.0222624j -0.0307541-0.0386705j 0.0234382+0.0270523j -0.00836127-0.0260635j 0.0211117-0.0397438j -0.00617843+0.0422588j 0.0551373-6.67426e-05j 0.0334038+0.0656504j 0.0560922-0.0311068j 0.0345555-0.0672309j -0.0385185+0.0373806j -0.0327067-0.0125342j 0.0749122+0.0645739j 0.00606708+0.0302517j -0.0300678+0.0338459j -0.0441614+0.0417102j 0.0183525-0.0164598j -0.0371943+0.00061557j 0.0805626-0.0580436j -0.0409979+0.0460835j -0.0038617-0.055593j -0.0119945-0.0201379j -0.0246852+0.0181061j -0.00362619-0.0352753j -0.00538762-0.0194867j -0.00578216-0.0337211j -0.0449358+0.0324386j 0.00278005+0.063406j 0.0762022+0.00570429j -0.0364486+0.0132648j 0.0158672+0.0339869j -0.050929-0.0198674j 0.0264247-0.0795265j 0.0373277-0.0677524j -0.0306671+0.0342538j 0.0105942-0.0467325j -0.0265801-0.017301j -0.0466807+0.0548704j -0.0148547-0.0707666j -0.0783828+0.0138678j -0.0665855-0.0685961j 0.013873+0.0311429j -0.0500865+0.00687459j -0.0216635-0.039132j -0.0437981-0.0743558j -0.0129379+0.013132j -0.0750451+0.0685434j 0.0307021-0.039498j -0.0293623-0.038552j -0.00833781-0.030346j 0.0300212+0.0201562j 0.0692102+0.107133j 0.00148535+0.0192055j -0.0725296+0.0951726j 0.0124375+0.0578158j 0.0414513+0.0629175j -0.029491+0.0118882j -0.01352-0.0342595j -0.0387009+0.00583632j -0.0143798+0.000423456j 0.00274801+0.0185693j -0.0194329-0.0117147j 
0.00640293+0.0292712j 0.0360584+0.0156347j -0.00968623-0.0805785j 0.0617003+0.00462284j 0.058571-0.00467357j -0.0681123+0.047594j 0.00917689-0.0540036j 0.0616056-0.0259144j 0.0875592-0.0241244j -0.0719034-0.0651091j 0.0289226-0.167645j -0.034111+0.0351207j 0.0260573+0.0333117j 0.00850418-0.0113329j 0.0773922+0.13172j -0.0361016+0.0796514j 0.0184583-0.0799127j 0.0920685+0.0112359j 0.0431247+0.149425j 0.0176665+0.0431658j -0.0602335-0.0414468j -0.0753579-0.166059j -0.0390733+0.0448524j 0.0981316-0.0678569j 0.0326337+0.0913588j 0.106585-0.0192608j -0.0196326+0.0937414j 0.10985-0.00920562j -0.0445191+0.0263583j -0.0550742-0.0434786j 0.0428914+0.0533942j 0.00506567+0.0242336j 0.043752+0.0488011j -0.101326+0.00353838j 0.0973713+0.0121615j 0.0783245-0.0076878j -0.0619179-0.0137571j -0.132377-0.0315755j 0.0538122-0.0393314j 0.192503-0.0942533j -0.0555357+0.0238076j -0.0585154+0.0187408j 0.0881003-0.0908979j -0.0558876-0.00607732j 0.117057-0.0487247j 0.0185765-0.0669134j 0.0133043+0.143512j 0.131419-0.0473503j 0.0443285+0.0569096j 0.102188+0.0386515j -0.0509496+0.0459521j 0.0441044+0.0845238j 0.0188582-0.0366233j 0.147855-0.0164424j 0.0081854-0.117164j 0.0530025-0.00767712j -0.0702702+0.0618326j -0.00372633-0.0703696j -0.10583-0.0455789j -0.0342366-0.178313j 0.173056+0.0226204j 0.0137761+0.0243795j -0.0700301-0.00368614j 0.0179243+0.0507989j -0.00455731+0.0399463j 0.010845-0.0106049j 0.0648722-0.00677867j -0.0176469+0.0415347j 0.00949622+0.00530228j 0.0115959+0.00785585j 
0.0019817-0.0094791j -0.00462947-0.00451512j -0.0310976+0.0280224j -0.0346953-0.0261474j -0.0368895+0.0229806j 0.0120193-0.0629684j -0.0377711+0.0511608j 0.0202222+0.0582121j -0.00842998+0.04783j -0.0300995-0.0339387j 0.069669-0.0163182j -0.0281059+0.0161149j -0.0244303-0.027446j -0.00490731+0.0798838j 0.113958+0.0692458j -0.0688069+0.0871318j 0.105676-0.0250122j -0.041512+0.0240248j -0.00642432+0.0818771j -0.0715966-0.00730637j -0.0194832-0.00705579j -0.0772235-0.00698875j -0.0979999-0.0014115j -0.0228341+0.0796453j 0.0191059-0.00155759j 0.020668-0.0110512j 0.0119854+0.023507j 0.0384915-0.0189374j -0.0616497-0.0206018j -0.0602145-0.0900692j 0.0288583-0.00896812j 0.0324942+0.0154782j -0.0363728-0.0118092j -0.0462152+0.0582886j 0.0121264-0.0279728j -0.00941677+0.0548764j 0.0896036+0.00995742j -0.0813772+0.0349557j 0.0147489+0.022156j 0.0965473-0.0860717j 0.00278572-0.0399153j 0.0151589-0.0254019j 0.0754421-0.0610322j -0.0659309-0.0194701j -0.00860915-0.00550951j -0.0208517-0.0270231j 0.027839-0.00166484j 0.129097-0.0431548j -0.0766796-0.0251432j 0.139536+0.0353055j 0.00736359+0.0069038j -0.0245756+0.0607146j -0.0944027-0.0983045j 0.0302744-0.113955j -0.00748342-0.0649945j 0.080201-0.00161421j -0.00936307+0.003257j -0.101168-0.0437031j 0.0111469-0.0588278j 0.0302173+0.0398792j -0.0239234+0.0154075j -0.0126513+0.0195234j -0.0512554+0.0445695j 0.0119282+0.0168243j 0.00867091-0.0407788j -0.0415201-0.0681144j -0.0232179+0.021734j -0.0317155-0.00589177j -0.0046928-0.00261981j 0.000758091-0.00931749j 
0.0162948-0.00899604j -0.0164835-0.0322366j 0.0138146-0.0210533j 0.044565+0.0381454j 0.0514941+0.0809122j 0.00898114+0.0960664j -0.00344936+0.0983817j -0.000666476+0.0110189j -0.00507167+0.0894593j 0.0137986+0.0425018j 0.0505625+0.0570652j 0.0760488-0.0632814j 0.1053+0.0139605j -0.0684466+0.0786343j 0.0882381+0.0151429j 0.063782+0.00862808j 0.0166727+0.0133975j 0.00194659-0.0672744j -0.0458358+0.0267781j -0.103405-0.0127753j 0.0414644+0.0921776j -0.0328729+0.0724808j 0.0248114+0.02889j -0.066497+0.0918492j -0.0579522+0.0212224j -0.0282094-0.0467448j 0.12933-0.0463714j -0.0321878+0.0776738j -0.03699-0.069979j 0.0698362-0.0296507j 0.0258241-0.0573098j 0.0838708-0.0420158j 0.0641904-0.0454278j 0.0208247+0.0463882j -0.0450749+0.0933539j -0.0538821+0.0220051j 0.0757037-0.00518218j 0.034049-0.0585796j -0.030975+0.000408759j -0.0744645-0.025799j -0.0166901-0.122435j 0.098913+0.0275363j 0.0219295-0.110921j 0.0103281-0.0559999j 0.00410187+0.00336463j -0.0449632-0.0217725j -0.148729+0.0304447j 0.0167951-0.0298134j -0.0559161-0.0897985j 0.027438-0.0648002j -0.0806945-0.103893j 0.0401384-0.0309428j -0.0451533-0.0548791j 0.0511772-0.0193437j -0.0751713+0.0787894j 0.0407405-0.00386889j 0.0881466-0.0125948j 0.0347471+0.0124056j 0.0996453+0.0425472j 0.0848961+0.0914096j -0.0179198+0.0426144j 0.0361721+0.0170359j 0.0118712-0.0424829j -0.00434688+0.0122662j -0.0465264+0.0676627j 0.0814588+0.0340497j 0.0529543-0.0373297j 0.0171205+0.0652189j 0.0203151+0.00153867j -0.0206937+0.0112199j 
