0.0829416-0j 0.0146621-0j 0.00122184-0j 0.0723462-0j 0.0120577-0j 0.00738381-0j 0.00150721-0j 8.88134e-05-0j 0.0456122-0j 0.0460849-0j 0.00736065-0j 0.00743692-0j 0.00600994-0j 0.00086746-0j 0.00607222-0j 0.000751243-0j 0.00087645-0j 0.000759028-0j 8.85348e-05-0j 8.94523e-05-0j 4.04104e-06-0j 4.08292e-06-0j 0.0338907-0j 0.0419376-0j 0.0244636-0j 0.00535859-0j 0.00663092-0j 0.00423634-0j 0.00386804-0j 0.00282423-0j 0.000611463-0j 0.0052422-0j 0.000706057-0j 0.0034948-0j 0.000756647-0j 0.00305795-0j 0.000249629-0j 0.00203863-0j 5.88381e-05-0j 0.000441377-0j 6.24072e-05-0j 0.000873701-0j 0.0003089-0j 0.000509659-0j 5.2006e-06-0j 7.28084e-05-0j 7.7225e-05-0j 0.000180192-0j 4.24716e-05-0j 1.93815e-07-0j 6.43541e-06-0j 4.50479e-05-0j 2.39834e-07-0j 3.75399e-06-0j 1.39903e-07-0j 
-0.00527664-0j -0.000615783-0j 0.0073354-0j 5.5238e-07-0j 0.00126662-0j 5.63771e-08-0j 5.11578e-05-0j 1.8606e-05-0j -5.91574e-05-0j -1.96052e-05-0j 0.0009098-0j 0.000301514-0j 0.00112527-0j 0.722021-0j 0.000372921-0j 9.28561e-05-0j 0.239283-0j 3.07731e-05-0j -0.00156431-0j -0.000518422-0j -0.000240513-0j -7.97077e-05-0j 1.49351e-05-0j -9.4238e-07-0j -2.10011e-05-0j -0.000225051-0j 1.42003e-05-0j 1.86689e-06-0j 0.000316457-0j -0.000360593-0j 0.00119788-0j -1.17798e-07-0j 0.00428083-0j 2.27528e-05-0j -7.55841e-05-0j -2.62514e-06-0j 1.10008e-07-0j 0.00050705-0j -0.0509946-0j -0.00168441-0j 0.000122258-0j -0.000270113-0j -6.94128e-09-0j -0.00601951-0j 6.28832e-05-0j 0.00321767-0j -7.71427e-06-0j -1.54688e-07-0j 0.0717064-0j 5.89157e-06-0j -3.96782e-06-0j -0.000171914-0j -3.71748e-07-0j -8.84237e-05-0j -8.28447e-06-0j 
3.65511e-05-0j 0.0585589-0j -7.72421e-05-0j -3.07771e-05-0j 0.000241862-0j -0.0574196-0j -0.0117453-0j 7.23928e-06-0j 2.01006e-05-0j -2.02967e-05-0j -0.000152945-0j 0.000154437-0j -0.000509066-0j -3.64317e-05-0j 0.000514033-0j -0.285343-0j 3.67872e-05-0j 0.288127-0j 0.00107579-0j -0.00108629-0j -4.26962e-07-0j 4.31128e-07-0j -2.93715e-05-0j -1.78409e-05-0j 9.67945e-06-0j 0.000218971-0j 0.000133008-0j 0.000705687-0j -7.21625e-05-0j -2.44762e-06-0j 5.0503e-05-0j 0.000428649-0j -0.00554564-0j -1.48674e-06-0j 3.06766e-05-0j -0.000232561-0j -0.0119889-0j 8.0662e-07-0j 7.31498e-06-0j -1.66434e-05-0j 0.0942215-0j -0.00336854-0j -0.00728232-0j 0.00182758-0j -0.000165989-0j 4.44328e-06-0j 0.0572322-0j 0.00395098-0j -2.41067e-06-0j 4.83596e-08-0j -0.000100825-0j -0.0310509-0j 2.93747e-08-0j 5.47021e-05-0j -1.5937e-08-0j 
3.16542e-05-0j 0.0507135-0j -6.68936e-05-0j 4.78375e-07-0j -3.75932e-06-0j 0.000892486-0j 0.00018256-0j -1.12522e-07-0j -5.12318e-05-0j -1.69786e-05-0j 0.000389821-0j 0.000129189-0j 0.00129749-0j 9.28561e-05-0j 0.000429998-0j 0.727274-0j 3.07731e-05-0j 0.241024-0j -0.00274194-0j -0.0009087-0j 1.08823e-06-0j 3.60646e-07-0j 1.29342e-05-0j -8.16125e-07-0j -1.81875e-05-0j -9.64274e-05-0j 6.0844e-06-0j -0.00031076-0j 0.000135592-0j 1.07785e-06-0j -2.22398e-05-0j 1.96084e-05-0j 0.00244211-0j -6.80104e-08-0j 1.40329e-06-0j 0.000436978-0j 0.00527951-0j -1.51563e-06-0j -3.22127e-06-0j 3.12727e-05-0j -0.0414919-0j -0.000154093-0j -0.000333128-0j -0.00343399-0j 7.30959e-05-0j 2.03256e-07-0j 0.00261807-0j -0.00742381-0j 4.52961e-06-0j -2.12959e-08-0j -4.61222e-06-0j 0.0583442-0j 1.34374e-09-0j -0.000102784-0j 2.99454e-08-0j 
0.00435301-0j 0.000507995-0j -0.0060514-0j 5.12353e-05-0j 0.117484-0j 5.22918e-06-0j 0.00474507-0j 0.00172578-0j 1.61101e-05-0j -1.50425e-05-0j -0.000247762-0j 0.000231343-0j -0.00030644-0j -0.196625-0j 0.000286132-0j -2.52871e-05-0j 0.183595-0j 2.36114e-05-0j 0.000426001-0j -0.000397771-0j 6.5498e-05-0j -6.11575e-05-0j -1.23208e-05-0j -2.88546e-05-0j -3.41881e-05-0j 0.000185658-0j 0.000434798-0j -1.54011e-06-0j 0.000515166-0j 0.000297474-0j -0.0009882-0j -3.60682e-06-0j -0.0035315-0j 0.000696663-0j -0.0023143-0j -4.27351e-06-0j -9.07516e-08-0j 0.000825435-0j 0.0420684-0j -0.00274207-0j -0.000100858-0j -0.00827053-0j -2.12534e-07-0j -0.00979927-0j -5.1876e-05-0j 0.0985213-0j -0.000236202-0j -2.51819e-07-0j 0.116732-0j -4.8603e-06-0j -0.00012149-0j -0.000279862-0j -1.13825e-05-0j -0.000143946-0j -1.34864e-05-0j 
0.0096358-0j 0.00112807-0j -9.83272e-07-0j 0.000227837-0j -0.0054819-0j -0.00446957-0j -0.0004538-0j 2.79697e-07-0j -3.67062e-05-0j -0.000388898-0j -5.92343e-06-0j -6.27582e-05-0j -0.0667524-0j 0.000100778-0j -0.707234-0j 0.000116202-0j 0.00106773-0j 0.00123115-0j 6.81166e-06-0j 7.21688e-05-0j -3.252e-09-0j -3.44547e-08-0j -2.72734e-05-0j 0.000132073-0j 0.000250738-0j -4.3123e-06-0j 2.08825e-05-0j 0.000325934-0j 3.96452e-05-0j 0.000658486-0j -4.92071e-07-0j -0.00157835-0j -0.00784217-0j -0.00318875-0j 2.38288e-06-0j -0.00299648-0j 5.80193e-05-0j -0.00605381-0j 6.83555e-06-0j 4.52387e-06-0j 9.65314e-06-0j 0.0379761-0j -0.000280961-0j 0.0720972-0j 4.00122e-07-0j -3.31015e-05-0j -4.67458e-05-0j -0.000533402-0j -6.28429e-05-0j -1.55971e-10-0j -1.93761e-06-0j -8.87464e-05-0j 7.55299e-10-0j -3.67853e-06-0j 1.43393e-09-0j 
-4.30758e-06-0j -0.0104436-0j 0.0398847-0j 3.62712e-06-0j -8.67202e-05-0j -7.11545e-05-0j -0.0984195-0j -0.0115612-0j -2.36888e-06-0j 2.39199e-06-0j 5.48387e-05-0j -5.53738e-05-0j 2.9841e-05-0j -0.00061375-0j -3.01321e-05-0j -0.00107579-0j 0.000619738-0j 0.00108629-0j -0.276303-0j 0.278999-0j 0.00137675-0j -0.00139019-0j 3.46146e-06-0j 2.10257e-06-0j -1.14073e-06-0j -7.85126e-05-0j -4.76902e-05-0j -4.13667e-05-0j 2.5874e-05-0j 2.88455e-07-0j 0.000850802-0j -2.5127e-05-0j 0.000989029-0j 1.75214e-07-0j 0.000516796-0j 1.36325e-05-0j -7.36365e-06-0j -9.50611e-08-0j -0.00377716-0j -0.000280384-0j -0.0166905-0j 0.000600758-0j -4.47284e-06-0j -0.000325937-0j 0.131854-0j -0.00229433-0j -0.0101382-0j 2.42671e-06-0j 0.00124477-0j -0.000261081-0j 0.0800909-0j 0.0055004-0j -0.000158586-0j -0.0434528-0j 8.60398e-05-0j 
-1.94597e-07-0j 8.24762e-06-0j 0.0188053-0j -1.69738e-07-0j 6.7826e-06-0j -1.73238e-08-0j -0.000162277-0j -0.128889-0j 1.03969e-07-0j -1.08124e-07-0j -4.02258e-06-0j 4.18336e-06-0j 1.36991e-08-0j 9.07377e-05-0j -1.42466e-08-0j -4.10553e-07-0j -9.43644e-05-0j 4.26962e-07-0j -0.00132384-0j 0.00137675-0j -0.257008-0j 0.26728-0j 1.56373e-07-0j 9.55927e-08-0j -5.73964e-08-0j -5.92788e-06-0j -3.62379e-06-0j 1.95466e-08-0j 2.17582e-06-0j 1.30311e-08-0j 0.00012947-0j 1.19491e-08-0j -7.81067e-07-0j 7.96606e-09-0j 7.91465e-05-0j -7.17454e-09-0j 1.15179e-09-0j -4.78303e-09-0j -0.0017809-0j -4.75216e-05-0j 1.32139e-05-0j -4.77476e-07-0j 7.04107e-10-0j 2.86689e-07-0j 0.0148425-0j -0.00108869-0j 8.07785e-06-0j -4.22764e-10-0j 0.000653677-0j -0.158125-0j 0.00907343-0j -4.85015e-06-0j -0.0966639-0j -0.00544792-0j 0.0580395-0j 
-2.61133e-05-0j -0.0418365-0j 5.51844e-05-0j 4.43711e-05-0j -0.000348691-0j 0.0827814-0j 0.0169331-0j -1.04368e-05-0j 1.39518e-05-0j -1.30272e-05-0j -0.000106158-0j 9.91235e-05-0j -0.000353341-0j -2.52871e-05-0j 0.000329926-0j -0.198056-0j 2.36114e-05-0j 0.184931-0j 0.000746703-0j -0.00069722-0j -2.96353e-07-0j 2.76714e-07-0j -1.06702e-05-0j -2.49888e-05-0j -2.96078e-05-0j 7.95486e-05-0j 0.000186297-0j 0.000256364-0j 0.000220733-0j -8.89181e-07-0j 1.83469e-05-0j 0.000600388-0j -0.00201464-0j -2.0824e-06-0j 4.29672e-05-0j 0.000711364-0j -0.00435537-0j -2.46731e-06-0j 2.65741e-06-0j 5.09093e-05-0j 0.0342291-0j -0.00471815-0j -0.0102-0j -0.00559026-0j -6.03011e-05-0j 6.22347e-06-0j 0.0801622-0j -0.0120854-0j 7.37383e-06-0j 1.75682e-08-0j -0.000141221-0j 0.0949795-0j 4.11436e-08-0j -0.000167324-0j 4.87487e-08-0j 
-3.73048e-06-0j -0.00904441-0j 0.0345412-0j -5.63771e-08-0j 1.34791e-06-0j 1.10597e-06-0j 0.00152976-0j 0.000179699-0j 6.03773e-06-0j 2.00095e-06-0j -0.000139771-0j -4.63212e-05-0j -7.60577e-05-0j 0.00156431-0j -2.52061e-05-0j 0.00274194-0j 0.000518422-0j 0.0009087-0j 0.704233-0j 0.233388-0j -0.00350903-0j -0.00116292-0j -1.52431e-06-0j 9.61813e-08-0j 2.14342e-06-0j 3.45743e-05-0j -2.18158e-06-0j 1.82165e-05-0j -4.86169e-05-0j -1.27026e-07-0j -0.000374664-0j -1.14943e-06-0j -0.000435535-0j 8.0151e-09-0j 2.36407e-05-0j -2.56152e-05-0j 3.2427e-06-0j 1.78618e-07-0j 0.00166333-0j 0.000526837-0j 0.00734993-0j 2.74815e-05-0j -2.04609e-07-0j 0.00061243-0j -0.058064-0j -0.000104954-0j -0.000463768-0j -4.55975e-06-0j -0.00233891-0j 0.000114971-0j 0.00366374-0j -0.0103352-0j -7.25447e-06-0j 0.0816471-0j -0.000161667-0j 
1.96613e-07-0j -8.33309e-06-0j -0.0190002-0j -1.65554e-07-0j 6.61542e-06-0j -1.68968e-08-0j -0.000158277-0j -0.125712-0j 1.08124e-07-0j -1.09179e-07-0j -4.18336e-06-0j 4.22417e-06-0j 1.42466e-08-0j 9.43644e-05-0j -1.43856e-08-0j -4.26962e-07-0j -9.5285e-05-0j 4.31128e-07-0j -0.00137675-0j 0.00139019-0j -0.26728-0j 0.269887-0j -1.57993e-07-0j -9.59686e-08-0j 5.20671e-08-0j 5.98931e-06-0j 3.63804e-06-0j -1.97492e-08-0j -1.97379e-06-0j -1.31661e-08-0j -0.000130811-0j -1.19961e-08-0j 7.89161e-07-0j -7.99738e-09-0j -7.94577e-05-0j 6.50839e-09-0j -1.16373e-09-0j 4.33893e-09-0j 0.00179936-0j 4.31092e-05-0j -1.33509e-05-0j 4.79353e-07-0j -7.06875e-10-0j -2.6007e-07-0j -0.0149963-0j 0.00109297-0j -8.10961e-06-0j 3.83511e-10-0j -0.000592983-0j 0.159764-0j -0.00910911-0j 4.39982e-06-0j 0.0970439-0j 0.00494209-0j -0.0526506-0j 
-0.00139081-0j -0.000162307-0j 0.00193345-0j -3.28855e-05-0j -0.0754072-0j -3.35636e-06-0j -0.00304563-0j -0.00110769-0j 5.29808e-06-0j 5.61326e-05-0j -8.14808e-05-0j -0.000863281-0j -0.000100778-0j -0.0646635-0j -0.00106773-0j -8.3161e-06-0j -0.685103-0j -8.81082e-05-0j 0.000140098-0j 0.00148432-0j 2.15401e-05-0j 0.000228215-0j 3.93657e-06-0j -1.9063e-05-0j -3.6191e-05-0j -5.93185e-05-0j 0.000287253-0j 4.92071e-07-0j 0.000545346-0j -9.50443e-05-0j 0.000315735-0j -2.38288e-06-0j 0.00112833-0j 0.000460257-0j -0.00152896-0j -4.52387e-06-0j 2.89956e-08-0j 0.000873792-0j -0.013441-0j -0.00290271-0j 3.22245e-05-0j -0.005464-0j -1.40413e-07-0j -0.0103733-0j 1.65746e-05-0j 0.0650889-0j -0.000156049-0j -2.66572e-07-0j 0.123571-0j 1.55289e-06-0j -8.02635e-05-0j -0.000296257-0j -7.51994e-06-0j -0.000152379-0j -1.42765e-05-0j 
3.07749e-06-0j 0.00746126-0j -0.028495-0j -5.22918e-06-0j 0.000125024-0j 0.000102583-0j 0.141891-0j 0.0166677-0j -1.64423e-06-0j 1.53527e-06-0j 3.80634e-05-0j -3.5541e-05-0j 2.07125e-05-0j -0.000426001-0j -1.93399e-05-0j -0.000746703-0j 0.000397771-0j 0.00069722-0j -0.191781-0j 0.179072-0j 0.0009556-0j -0.000892274-0j 1.25749e-06-0j 2.94496e-06-0j 3.48931e-06-0j -2.85223e-05-0j -6.67973e-05-0j -1.50278e-05-0j -7.91442e-05-0j 1.04791e-07-0j 0.000309082-0j -3.51941e-05-0j 0.000359298-0j 2.45413e-07-0j 0.00072385-0j -4.16994e-05-0j -2.67509e-06-0j 2.90776e-07-0j -0.00137218-0j 0.000857647-0j -0.00606338-0j 0.000841451-0j -6.26489e-06-0j 0.000996986-0j 0.0479004-0j -0.00321356-0j -0.0142-0j -7.42289e-06-0j -0.00380755-0j -9.48462e-05-0j 0.112179-0j -0.0168248-0j -0.000222123-0j 0.132915-0j -0.000263181-0j 
1.70272e-07-0j -7.21667e-06-0j -0.0164547-0j 2.57325e-09-0j -1.02825e-07-0j 2.62631e-10-0j 2.46013e-06-0j 0.00195397-0j -2.75583e-07-0j -9.13302e-08-0j 1.06624e-05-0j 3.5336e-06-0j -3.63113e-08-0j -0.000240513-0j -1.20338e-08-0j 1.08823e-06-0j -7.97077e-05-0j 3.60646e-07-0j 0.00350903-0j 0.00116292-0j 0.681234-0j 0.225766-0j 6.95749e-08-0j -4.39005e-09-0j -9.78332e-08-0j -2.63749e-06-0j 1.66421e-07-0j 8.69686e-09-0j 3.70872e-06-0j 5.79791e-09-0j 5.76049e-05-0j -5.48757e-10-0j -3.4752e-07-0j -3.65838e-10-0j -3.63477e-06-0j -1.22292e-08-0j 5.12467e-10-0j -8.15277e-09-0j -0.000792376-0j -8.10015e-05-0j 5.87927e-06-0j 2.19279e-08-0j -3.23358e-11-0j 4.88667e-07-0j 0.00660388-0j 4.99976e-05-0j -3.70972e-07-0j -7.2061e-10-0j 0.00111421-0j -0.0703545-0j -0.000416693-0j -8.26718e-06-0j 0.00443925-0j -0.00928609-0j 0.0989295-0j 
8.34334e-06-0j 0.013367-0j -1.76317e-05-0j -2.84796e-05-0j 0.000223807-0j -0.0531334-0j -0.0108686-0j 6.69888e-06-0j 4.58827e-06-0j 4.86123e-05-0j -3.4912e-05-0j -0.000369889-0j -0.000116202-0j -8.3161e-06-0j -0.00123115-0j -0.065134-0j -8.81082e-05-0j -0.690088-0j 0.000245566-0j 0.00260175-0j -9.74606e-08-0j -1.03259e-06-0j 3.40917e-06-0j -1.65091e-05-0j -3.13423e-05-0j -2.54162e-05-0j 0.000123079-0j -8.19096e-05-0j 0.000233664-0j 2.84097e-07-0j -5.86193e-06-0j 0.000396651-0j 0.000643687-0j -1.37576e-06-0j 2.83867e-05-0j 0.000753038-0j 0.00139156-0j -2.61186e-06-0j -8.49055e-07-0j 5.38918e-05-0j -0.0109364-0j -0.00311709-0j -0.00673871-0j -0.00591776-0j 1.92665e-05-0j 4.11159e-06-0j 0.0529599-0j -0.0127934-0j 7.80581e-06-0j -5.61314e-09-0j -9.32989e-05-0j 0.100544-0j 2.71819e-08-0j -0.000177127-0j 5.16046e-08-0j 
-9.83272e-07-0j -0.00238391-0j 0.0091043-0j 3.35636e-06-0j -8.02467e-05-0j -6.58429e-05-0j -0.0910727-0j -0.0106982-0j -5.40733e-07-0j -5.72901e-06-0j 1.25178e-05-0j 0.000132625-0j 6.81166e-06-0j -0.000140098-0j 7.21688e-05-0j -0.000245566-0j -0.00148432-0j -0.00260175-0j -0.0630704-0j -0.668224-0j 0.000314265-0j 0.00332961-0j -4.01774e-07-0j 1.94561e-06-0j 3.69372e-06-0j 9.11302e-06-0j -4.41302e-05-0j 4.80146e-06-0j -8.37808e-05-0j -3.34812e-08-0j -9.87533e-05-0j -2.32513e-05-0j -0.000114797-0j 1.62134e-07-0j 0.000478218-0j -4.41424e-05-0j 8.54705e-07-0j 3.0781e-07-0j 0.000438419-0j 0.000907891-0j 0.00193728-0j 0.000555912-0j -4.13895e-06-0j 0.00105539-0j -0.0153044-0j -0.00212306-0j -0.00938138-0j -7.85775e-06-0j -0.00403061-0j 3.03038e-05-0j 0.0741123-0j -0.0178104-0j -0.000146748-0j 0.140701-0j -0.000278599-0j 
-1.40467e-07-0j 5.95345e-06-0j 0.0135744-0j 2.38678e-07-0j -9.5374e-06-0j 2.436e-08-0j 0.000228186-0j 0.181238-0j 7.50485e-08-0j -7.00752e-08-0j -2.90365e-06-0j 2.71123e-06-0j 9.88851e-09-0j 6.5498e-05-0j -9.23322e-09-0j -2.96353e-07-0j -6.11575e-05-0j 2.76714e-07-0j -0.0009556-0j 0.000892274-0j -0.185518-0j 0.173224-0j -5.73964e-08-0j -1.34418e-07-0j -1.59264e-07-0j 2.17582e-06-0j 5.09561e-06-0j -7.17454e-09-0j 6.03749e-06-0j -4.78303e-09-0j -4.75216e-05-0j -1.68023e-08-0j 2.86689e-07-0j -1.12015e-08-0j -0.000111292-0j -1.9908e-08-0j -4.22764e-10-0j -1.3272e-08-0j 0.000653677-0j -0.000131864-0j -4.85015e-06-0j 6.71406e-07-0j -9.90085e-10-0j 7.9551e-07-0j -0.00544792-0j 0.00153087-0j -1.13587e-05-0j -1.17309e-09-0j 0.00181383-0j 0.0580395-0j -0.0127587-0j -1.34583e-05-0j 0.135925-0j -0.015117-0j 0.161049-0j 
4.488e-08-0j -1.90216e-06-0j -0.00433709-0j -1.53196e-07-0j 6.12159e-06-0j -1.56355e-08-0j -0.000146462-0j -0.116328-0j 2.4681e-08-0j 2.61492e-07-0j -9.54915e-07-0j -1.01172e-05-0j 3.252e-09-0j 2.15401e-05-0j 3.44547e-08-0j -9.74606e-08-0j 0.000228215-0j -1.03259e-06-0j -0.000314265-0j -0.00332961-0j -0.0610107-0j -0.646402-0j 1.83384e-08-0j -8.88047e-08-0j -1.68595e-07-0j -6.95184e-07-0j 3.36646e-06-0j 2.2923e-09-0j 6.39119e-06-0j 1.5282e-09-0j 1.51834e-05-0j -1.11006e-08-0j -9.15985e-08-0j -7.40039e-09-0j -7.35263e-05-0j -2.10743e-08-0j 1.35075e-10-0j -1.40496e-08-0j -0.000208853-0j -0.000139589-0j 1.54965e-06-0j 4.4357e-07-0j -6.54108e-10-0j 8.42114e-07-0j 0.00174064-0j 0.00101138-0j -7.50424e-06-0j -1.24182e-09-0j 0.0019201-0j -0.0185439-0j -0.00842913-0j -1.42467e-05-0j 0.0897997-0j -0.0160026-0j 0.170484-0j 
