1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
-1.91937e-14+0.0271466j -4.35997e-15-0.00528048j 2.55987e-16-0.0800706j 5.27821e-17-0.0276729j -8.09468e-16+0.0381378j -2.82933e-16+0.0228032j 6.56267e-16+0.0185225j 4.44029e-17+0.0815114j -1.00058e-15+0.0635305j -2.92192e-16+0.0635776j -5.7953e-16-0.129256j 2.34822e-16-0.156443j 1.47597e-16-0.0306557j -5.92856e-16-0.219321j 1.21897e-15-0.0838566j 4.11485e-15-0.125865j 5.42891e-16-0.136403j -5.46056e-15-0.0443104j -8.9696e-16-0.0357469j -5.11026e-16+0.140675j 1.5452e-15-0.124443j -3.61646e-16+0.117044j -4.84719e-16+0.0834002j -2.91225e-15-0.0562836j 5.56413e-16-0.0160893j -3.24608e-16-0.0104635j 2.26486e-15+0.0159085j -2.8971e-15-0.108782j 2.16525e-16+0.135499j -3.2143e-15+0.127238j -1.19434e-15-0.113729j -2.20489e-14+0.0672972j 6.64197e-16-0.193009j -7.53283e-15-0.0663106j 1.88008e-15+0.0626622j -5.37223e-15+0.0980848j 3.44756e-15-0.254302j 5.1711e-14+0.0234251j -6.83673e-14+0.199705j 1.40213e-13-0.0272854j -3.19803e-16+0.0114328j 3.09221e-15-0.00841122j -1.23149e-15-0.2778j 4.5928e-15+0.0812j 2.90808e-16+0.14993j -6.20668e-15+0.103993j -7.15717e-15+0.0815482j -3.49991e-15+0.0384792j -2.96277e-15-0.190038j -3.58707e-15+0.0297013j -4.68816e-16+0.0033162j -2.12627e-15-0.0137628j 2.314e-15+0.28558j -1.10248e-14-0.101912j 5.42227e-17+0.00557904j 3.74961e-16-0.0770995j -1.13241e-15+0.0919192j -4.9001e-18-0.115401j 2.02226e-15+0.0404236j -6.74969e-18+0.104581j 1.45812e-15-0.0837478j -6.57024e-17+0.0407027j 5.47162e-16+0.144048j 5.64038e-16+0.0477442j 1.7804e-16-0.0141818j 1.6974e-15+0.0191987j -1.26805e-16-0.0235353j 7.75408e-16-0.0257375j -2.0426e-17-0.127978j -5.13729e-16-0.0967841j -1.07301e-16-0.0671731j 3.88756e-16-0.0150509j 6.63288e-16-0.0402092j 1.943e-16+0.0561926j 5.82514e-17-0.0428298j 7.22342e-15-0.0323383j -3.21478e-14+0.00664871j 
3.32163e-15-0.00284591j 5.95071e-16-0.00945449j 7.29751e-17+0.0042336j 6.01565e-17-0.0126083j 5.28282e-17+0.037804j -5.66786e-16+0.0854661j 3.27835e-16-0.0681973j 1.41296e-16-0.0291943j 9.60259e-16+0.0255078j 6.63172e-17+0.112532j 5.71119e-16-0.0547772j 2.46325e-15+0.0820738j 4.34871e-16+0.0740057j 1.61004e-15+0.108927j 1.21072e-15-0.0288793j -3.99352e-15+0.0994692j 2.46989e-16-0.1689j -3.4511e-15-0.000930885j -5.98165e-15-0.305301j -1.6187e-15+0.147362j 5.58804e-15-0.000875259j -1.439e-15-0.00559996j 5.27536e-16-0.133311j -1.9319e-15-0.0168888j -1.39372e-15+0.0400702j -2.96888e-16-0.00148991j 1.10779e-16+0.115219j -3.24597e-15-0.0226614j -1.61169e-15+0.114901j -2.26051e-15+0.444247j -8.2538e-16-0.197667j -3.417e-14+0.129136j 2.72388e-15+0.194678j -2.15592e-15-0.0275596j -8.37222e-16+0.132494j 7.87251e-16+0.0154367j 8.44945e-16+0.0675289j -1.79093e-14+0.0129323j 6.8283e-15-0.0702392j 1.45978e-14-0.0355125j -5.34384e-16+0.0778914j 6.42345e-15-0.128509j 4.26156e-15-0.0262032j -2.87966e-15-0.0901312j -2.7232e-15+0.164658j -2.9106e-15+0.0325768j -4.69143e-15+0.22709j 9.69486e-16+0.503216j -3.95651e-16-0.0197411j -3.04827e-16+0.140751j -3.8817e-16+0.00779977j -2.64369e-15-0.0130018j 1.43063e-15-0.0991641j 8.05536e-16-0.0215619j 2.89626e-16+0.0473427j 2.14973e-15-0.0192743j -1.22383e-15+0.0180213j 2.5352e-15-0.16106j 2.49128e-15-0.136464j 3.38471e-15-0.110788j -2.11641e-15+0.215424j 3.86255e-16-0.0454777j 1.15361e-15+0.051753j -9.84648e-16-0.0831083j -1.00158e-16-0.0408865j 9.32934e-16-0.133231j 2.40186e-16+0.0470849j 2.13594e-16-0.0347656j 8.31638e-16-0.0451645j 2.81689e-16+0.0441496j -4.25523e-16-0.00595198j -1.54968e-16-0.0557566j 1.00809e-15-0.0109959j -5.25863e-16+0.0284812j -1.71554e-16+0.029015j 4.60528e-15+0.0227471j -1.90162e-14+0.0131369j 
-8.55372e-15+0.0189274j -1.62872e-15-0.0335496j 1.13715e-17+0.0288823j 1.22954e-15-0.0387447j -2.01065e-16-0.00183837j -1.14906e-15+0.0885608j -9.67597e-16+0.00462012j -2.23664e-16-0.0454401j -9.19753e-16+0.0130158j -4.35515e-18+0.000809178j 3.6926e-16+0.00640011j -2.96512e-15+0.123201j -1.22817e-16+0.0245553j 5.35078e-16+0.062101j 6.4849e-17+0.00871638j 4.20789e-15-0.0811097j -5.56815e-16+0.118727j 6.18928e-15+0.0566535j -2.80827e-15-0.103131j 1.34799e-15+0.0697504j -3.35783e-15+0.146205j 3.03933e-15-0.0738701j 2.14282e-15-0.0382974j 5.75191e-16-0.0293123j 2.41412e-15-0.0670986j -1.9041e-15+0.0709069j -8.95135e-16-0.107779j 1.79447e-15+0.0454198j 1.72459e-15-0.0968391j -2.00259e-15-0.014977j -1.60998e-15-0.203883j -7.89733e-15+0.0247383j 9.01458e-16-0.052893j -7.80529e-15-0.12836j 1.09208e-15+0.00734151j 8.16174e-15-0.269853j 3.70863e-16-0.184573j 1.07352e-13-0.125769j -4.94545e-14+0.346365j -7.54018e-14+0.188763j 6.60169e-16-0.0119819j -1.57234e-14+0.181635j -4.92996e-15+0.0334022j 2.6724e-15+0.419504j 4.06025e-15+0.113613j 1.5599e-15-0.0760535j -3.62391e-16+0.0953604j -2.11607e-15-0.0893516j 5.05705e-15-0.106722j 1.02125e-14-0.554549j 8.58014e-15-0.270725j 1.48561e-14-0.224024j 3.05008e-15-0.00954494j -5.01596e-15-0.0182148j -3.70911e-15+0.27117j 6.52444e-17-0.290771j -9.67046e-16+0.0693587j 4.35018e-16+0.0399722j -1.03023e-15+0.0675839j -3.5667e-15+0.168222j 3.75184e-15-0.195457j -1.91973e-15-0.0330976j 1.34117e-15+0.0870392j -1.20421e-15-0.0614728j 5.44966e-16-0.00299829j 3.09141e-15-0.170574j -3.40955e-16-0.0586634j 1.27039e-15-0.0363612j -4.98368e-16-0.0372996j -3.89159e-16+0.0610194j 4.70202e-16-0.0161865j 1.91198e-15-0.12374j 9.43596e-16+0.0144733j -2.43714e-16+0.0421204j 7.46765e-16+0.0196074j -1.59057e-14-0.0268797j 7.49871e-14-0.0381782j 
2.10251e-15-0.000826623j 1.31646e-15-0.00702157j 2.83593e-16-0.0757508j -6.3916e-16-0.0554973j -1.03848e-15+0.0411214j -9.43401e-16+0.00653807j 1.56155e-15+0.116745j 4.028e-16+0.0496443j 7.41356e-17+0.0914152j -3.17134e-16+0.0912946j -1.63989e-15-0.104127j 3.60885e-17+0.0537757j -1.19936e-15+0.0127972j -2.19787e-15-0.183568j -1.08493e-15-0.0909217j 2.47779e-15-0.0637873j -1.14914e-15-0.0464533j 1.90218e-15+0.0198107j 6.28097e-15+0.114298j -6.62162e-16+0.0238329j -3.77469e-15-0.0571594j -1.86027e-16+0.0141243j -9.6749e-16+0.00860342j 4.4074e-15+0.0792502j 1.53038e-15+0.0924016j 1.89899e-15+0.093439j -4.23484e-15-0.136624j 6.57374e-15+0.133699j 1.3005e-15+0.0663563j -6.02777e-16-0.0608423j 3.42279e-15-0.0369018j -8.26169e-16-0.000483388j -3.81685e-16+0.0834504j -3.37317e-15-0.0734518j -4.97967e-16-0.0114332j 7.86309e-16+0.0858016j 2.70334e-15+0.204259j -4.32383e-14-0.00704382j 1.24316e-13+0.0069004j -3.64387e-13+0.251044j 4.58568e-16-0.232894j 5.58182e-15+0.0822133j 2.82765e-15+0.121856j 2.2759e-15+0.150445j -1.85062e-16+0.0750355j -2.9967e-15-0.101319j 6.31398e-16-0.222096j 1.1164e-14+0.255477j -7.90516e-15-0.196498j 5.09515e-16-0.248885j 3.03042e-15-0.188532j 5.29798e-15-0.048907j -8.88808e-15-0.321356j 1.0708e-15-0.0340394j 3.96779e-15+0.0929222j 1.83027e-15+0.0438166j -4.83707e-15-0.0108878j -6.01077e-17-0.0240044j -4.19497e-16-0.102842j -2.34839e-15-0.179795j -2.52725e-15-0.28737j 1.6607e-15+0.0840369j -3.13705e-15-0.0207969j 3.08981e-15+0.169567j -5.11216e-18-0.0441778j -3.50657e-15-0.229754j 9.38141e-17+0.0295923j -2.37953e-16-0.137197j 1.45925e-16-0.0968603j 2.19873e-16-0.0497509j -8.30758e-16-0.129475j -1.51438e-17-0.00146386j -4.48023e-16-0.0694937j -1.02939e-15-0.0331444j 2.92668e-16-0.0683032j 7.73147e-15-0.0365997j -3.59046e-14+0.00766337j 
1.54868e-14-0.0177855j 3.67938e-15-0.0145072j 7.04073e-17-0.0481208j -2.32053e-16+0.00259029j -4.33093e-16+0.029478j -1.9217e-16-0.00724933j -3.88632e-16+0.025011j -1.98272e-17+0.0179641j -1.05228e-15+0.0248299j -3.2198e-15-0.00716922j 1.89503e-15+0.0385515j -1.50049e-15-0.0376659j 6.50602e-16+0.0441676j 3.20373e-15-0.00210224j -1.04004e-16-0.0356978j -2.19324e-17-0.0168218j 5.14334e-15+0.0870848j 1.9753e-14+0.13863j 3.35811e-15+0.0541355j 4.14482e-16+0.00439271j 4.40004e-15+0.10333j -2.33223e-15-0.0243207j 1.38579e-15+0.124661j 4.55278e-15+0.08625j -6.36848e-16-0.0894406j -7.64275e-16-0.0283835j -3.96628e-15-0.0915093j 1.50665e-15+0.0285458j -3.86791e-15-0.11632j -3.38651e-15-0.1702j -4.65101e-15-0.11493j -3.15546e-14+0.122755j -5.05097e-16+0.0613786j 4.50876e-15+0.000485516j -5.53459e-15-0.104755j -5.31863e-15+0.0855093j -1.84133e-15-0.164318j -7.54693e-14+0.149746j 3.08753e-14-0.179769j 4.79401e-14-0.116666j 7.12231e-15+0.0186324j 7.71938e-15-0.540406j 6.78618e-16-0.198505j -3.05172e-15-0.0765198j 6.17787e-15+0.338341j 4.15202e-16+0.253679j 7.97767e-15+0.199993j -1.41209e-15-0.0626199j 1.77256e-14+0.453103j 4.23511e-15+0.116655j -4.09521e-15-0.0912514j 3.60797e-15-0.0991503j 1.23479e-14+0.243781j -2.24039e-14-0.211195j -4.8512e-15-0.228971j -1.51622e-14-0.28963j 1.25295e-14+0.358149j 4.06369e-15+0.0721669j 1.40313e-15+0.0373436j -3.19633e-15-0.00735445j -1.41064e-15-0.0737937j -3.13055e-16-0.300535j 5.0898e-16+0.117725j -5.37366e-15-0.028723j -1.3593e-16-0.0396633j -3.60434e-15-0.0992395j -6.48664e-15-0.0987258j 7.33694e-16-0.0243427j -3.70867e-15-0.133754j -6.70139e-16-0.0742895j 2.26917e-15-0.0264545j 4.6048e-16+0.0445561j -2.19331e-16-0.0286382j 5.89319e-16+0.00547082j 2.36877e-16-0.0295271j 6.09499e-15-0.000829062j -2.74509e-14+0.0120268j 
-1.47215e-14+0.00852367j 6.09873e-15+0.0533574j -5.6952e-16+0.00655519j -6.89949e-15-0.0418937j -1.24571e-14-0.0777639j -8.6302e-15-0.0435019j 7.21626e-15+0.0314887j 9.13878e-15+0.0445498j -5.31266e-15-0.0360386j -2.66772e-14-0.150735j 3.05785e-15+0.00880887j -7.51927e-15-0.0440479j -1.36292e-14-0.0832599j 5.6264e-15+0.0340251j -3.85602e-15-0.0150359j -7.07353e-15-0.0601726j 1.96632e-14+0.103555j 2.41191e-14+0.0667082j 5.76889e-14+0.280074j 1.80528e-15+0.0132816j -5.75775e-15-0.0323723j -2.06735e-14-0.109583j -4.47415e-15-0.0470933j 9.64352e-15+0.0243939j -3.14069e-15-0.0173701j -3.15939e-15-0.0144247j -8.22198e-15-0.0348203j 1.20383e-14+0.0338054j 5.48934e-15+0.0364737j -1.05917e-14-0.0375489j 1.6393e-14+0.0905849j 1.06878e-14-0.109144j -2.84811e-14-0.169814j 7.95512e-14+0.293542j -1.50831e-14-0.0652745j 2.20389e-15-0.0516284j 3.78099e-15+0.0174708j -1.93693e-13+0.339143j 2.11849e-13-0.371603j -4.20991e-13+0.117818j 4.47984e-14+0.282982j 2.46501e-14+0.214055j 1.21338e-14+0.0720165j -1.70542e-14-0.0994105j -3.08249e-15-0.0452052j -3.90553e-15-0.0114643j 3.72264e-14+0.225884j 7.98063e-14+0.436861j 1.15282e-14+0.0656158j 2.89597e-14+0.194217j 5.79641e-16+0.00151706j 1.51339e-14+0.156357j 6.05024e-15+0.0133518j 2.42287e-14+0.111475j -6.29006e-16+0.00723321j -3.79732e-14-0.20866j 1.65806e-14+0.112272j -1.73809e-15-0.0201618j 8.04245e-15+0.0360024j -3.82656e-14-0.248928j -1.17502e-14-0.0488472j 1.48896e-14+0.122866j -2.84653e-14-0.169538j -5.32237e-15-0.0343376j 9.51865e-15+0.0498163j -2.82219e-14-0.158827j -3.72714e-14-0.194716j 1.21242e-14+0.0670529j -1.3346e-14-0.062664j -7.30062e-16+0.00580966j 8.41071e-15+0.0561842j -3.6148e-15-0.0286884j -2.58316e-15-0.00932267j 1.38861e-15+0.0136249j 2.02856e-15+0.019828j 2.53433e-14-0.0112942j -1.12498e-13+0.050335j 
-7.94835e-15+0.0104526j -2.35383e-15+0.00198548j 3.16864e-16-0.0151133j 1.16576e-15-0.0245029j 1.73875e-15-0.0397736j -6.31458e-17+0.0263067j -7.31157e-16+0.0638844j -6.87741e-16-0.00269693j -5.31587e-16-0.0109665j 9.28206e-16+0.00875119j -5.45538e-16-0.0513115j -2.00012e-15+0.0565578j 7.87256e-16-0.0780506j -1.08855e-15-0.111222j -1.48905e-16+0.0435447j 7.94539e-15-0.10382j -3.67891e-15+0.11119j -1.59399e-14-0.138761j -2.81737e-15+0.0498979j 5.76274e-16-0.0656777j -3.87032e-15+0.0418261j 9.52238e-16-0.073462j 1.7404e-15-0.13428j -6.07216e-15-0.158092j -1.16501e-15+0.127013j 3.1343e-15+0.0911521j 2.39856e-15-0.0795772j -2.72202e-16-0.164295j -3.75231e-16-0.143681j -7.99517e-16+0.0249897j 6.47302e-16+0.0686771j -3.51232e-15+0.0116606j 3.06121e-15-0.0840603j -2.45975e-14-0.292609j 3.08878e-15-0.100056j 1.25592e-14-0.56177j -3.29035e-15+0.0482897j 4.18603e-14-0.00882907j -1.20854e-13-0.0460878j 3.54721e-13-0.252622j 4.62666e-16-0.261143j -4.53641e-15+0.127104j -6.49944e-15-0.0778514j -1.06206e-14-0.152912j 4.95705e-15-0.00939209j -6.86541e-15+0.25131j 4.37746e-15-0.132498j -5.69887e-15+0.0396918j 5.81952e-15+0.230956j 1.04024e-15+0.231848j 4.91905e-15-0.252931j -6.57312e-15+0.137836j 1.26791e-15-0.168824j 2.45986e-14+0.207861j 1.17448e-16-0.113793j -9.62518e-16-0.0910741j 1.55854e-15+0.572691j -5.51046e-16-0.020501j -5.5594e-15+0.0402992j 5.48311e-15-0.246579j 1.14981e-15-0.0562381j -6.44685e-15-0.0296074j -3.53258e-15-0.162707j -1.79766e-15-0.0169156j -4.46313e-15-0.12856j 2.31074e-15-0.184382j 6.29096e-15+0.119108j 2.9473e-16-0.0363128j 1.81866e-15+0.00136461j -1.61376e-15-0.0627142j 1.3841e-15-0.038135j 2.298e-15+0.0168593j -9.86883e-16+0.002265j -1.03261e-15+0.0215558j -8.37426e-17-0.0133975j -8.03088e-15-0.00996458j 3.60213e-14-0.0178431j 
-3.57086e-14+0.0466255j -8.55149e-15+0.0109889j -5.46612e-16+0.0614425j 1.923e-15-0.017308j 4.56121e-15-0.0574627j -7.54719e-16-0.0264293j -2.70926e-15-0.0284371j -2.89014e-15+0.00666307j -2.0353e-15-0.0369815j -1.31998e-15+0.0262188j -1.25003e-15-0.0775655j -1.1173e-14+0.0493458j 2.81072e-16+0.0438621j -4.24833e-15+0.0814244j -1.85185e-15-0.00234233j 1.50529e-15+0.0616319j -1.11028e-14-0.0429224j -8.54945e-15-0.159086j 6.67814e-16-0.00692657j 3.19192e-15-0.0815998j -1.15096e-14+0.0543959j 4.4953e-15+0.0298096j 5.85194e-15-0.107269j 2.11474e-15-0.111849j -9.43333e-16+0.0862797j 1.62127e-14-0.163564j 4.16551e-15-0.00759848j 2.77194e-15-0.111807j 2.76338e-15+0.0307597j -6.21902e-16-0.026158j -3.81107e-15+0.0170983j 9.11154e-14-0.305582j -2.03997e-15-0.0627286j -8.0351e-15-0.125436j -1.06723e-14+0.109157j -4.04603e-15-0.0283556j -1.38582e-14+0.0480869j 4.09618e-14-0.0659245j 4.50566e-15+0.089691j -9.6045e-14+0.107625j -2.93498e-15-0.071778j 1.62608e-14-0.197569j -1.03189e-14-0.0571292j -9.17724e-15+0.127281j 1.58045e-14+0.0116185j -4.05943e-14+0.345604j 1.21765e-14-0.0027562j -4.72979e-16+0.0204775j 1.14215e-14-0.0426101j -4.30667e-15-0.0805627j 1.88207e-14-0.164986j -1.95488e-14+0.0913916j 1.05695e-14-0.198389j 2.98364e-14+0.231702j 6.87134e-15+0.0864679j -1.38241e-14-0.0467564j 1.17368e-15+0.0428889j 1.2634e-16+0.0681259j -2.92059e-14+0.0897138j 7.88617e-15-0.185192j -6.09445e-16-0.0366733j -1.28191e-14-0.123826j -9.09791e-15+0.0653444j -8.8407e-15-0.0143889j -1.0139e-14+0.0146702j -2.28832e-16-0.131946j 6.58859e-15-0.029295j -2.61807e-16-0.0423745j 5.64774e-17+0.0397801j -2.68976e-15+0.0750598j 6.26406e-15-0.0153401j 9.18934e-16+0.0362614j -2.73901e-15+0.00519228j -2.09809e-15-0.00963454j -5.44129e-16+0.0956181j -6.75774e-15-0.0370156j 2.90804e-14-0.0199923j 
4.43066e-14-0.0582302j 9.53398e-15-0.00499921j 2.67517e-16-0.044849j 2.13692e-15-0.0164513j 5.06347e-15-0.0201537j -7.1621e-16+0.0328026j -3.04929e-15+0.0591201j -2.46161e-15+0.0479725j -1.62233e-15+0.0854051j -3.02011e-15+0.0071856j 8.22085e-16+0.0879372j -1.2711e-14+0.167946j 2.06857e-17-0.0295066j -3.30653e-15+0.0277964j -3.20169e-15+0.0466797j 1.00213e-14-0.111332j -1.02182e-14+0.206405j 8.59708e-15-0.0298545j 5.32435e-16-0.0507331j 5.87309e-15+0.0207436j -1.26843e-14+0.154748j 4.54867e-15-0.0984671j 7.36314e-15+0.00678569j 9.38277e-15-0.000465678j 6.53045e-16-0.0999626j 1.8945e-14-0.184838j 3.30673e-15-0.010992j 8.39923e-15+0.0152639j 3.85805e-15-0.0365079j -9.89344e-16+0.0672149j 1.03987e-15-0.00294348j -2.42031e-15+0.0610665j 6.40255e-15+0.0034437j 1.29966e-14+0.049609j -1.10863e-14+0.133049j 1.18716e-15+0.133734j -1.6335e-14+0.167326j 1.38976e-13-0.226083j -1.56882e-13+0.0556758j 2.69688e-13-0.126344j 2.81795e-16+0.162332j 1.56169e-14-0.0724887j -9.87409e-15+0.250541j -1.30026e-14+0.0989631j 1.37979e-14-0.287328j -4.1803e-14+0.265052j 1.36278e-14-0.200273j -5.85579e-17-0.0503413j 1.00434e-14-0.151454j -3.03833e-15+0.0806981j 2.09502e-14-0.167623j -3.01419e-14+0.202439j 1.68839e-14-0.0309834j -2.73413e-14-0.338851j 4.94076e-15-0.162613j -1.1765e-14+0.255658j -7.64302e-15-0.0828969j -2.08734e-15-0.0647178j -3.73556e-14+0.459674j 4.89305e-15+0.0989944j 1.15121e-15+0.00786346j -2.21453e-14+0.364991j -8.32759e-15+0.111409j -7.61203e-15+0.143841j -6.36368e-15+0.164131j 4.8008e-15+0.100345j 5.77217e-15-0.0952588j 2.02359e-15+0.0634106j -2.31903e-16-0.0167033j -2.66305e-15-0.00720813j 7.65574e-15-0.128335j -3.54737e-16-0.0368113j -1.33719e-15+0.041282j -1.64604e-15+0.0289705j -1.36064e-15-0.0627854j -1.25038e-14+0.0434002j 6.03909e-14-0.0154923j 
-3.1966e-14+0.052634j -9.7045e-15-0.026301j -4.14247e-16-0.00999749j 1.52972e-15+0.0138798j 3.34767e-15+0.0344366j 1.71789e-15+0.036185j -6.95391e-16-0.0015085j -3.38868e-15-0.048701j -1.16473e-15-0.0241088j 3.90276e-15+0.0590565j -1.35407e-15-0.0425799j -1.91199e-15-0.0129797j 3.21722e-15+0.0371408j -5.98133e-15-0.101747j -8.10471e-15-0.140539j 1.54802e-15+0.0665634j 4.89911e-16+0.0260449j 1.70428e-14+0.0925718j -2.65213e-15-0.0300878j -5.77506e-15-0.112145j 9.10596e-16+0.0204495j 1.0386e-14+0.168992j 9.4072e-16-0.0271887j -1.07512e-14-0.131277j -2.24923e-15-0.0216578j 1.05399e-14+0.161819j -6.0761e-15-0.106538j -1.27555e-15-0.0588933j -1.81152e-15+0.0105923j -5.40668e-15-0.086154j -8.15072e-15-0.068141j -5.83983e-15+0.0311784j 1.39202e-15-0.031351j -1.15045e-14-0.0896725j -7.16098e-15-0.121079j 2.51994e-15-0.0680095j 3.00246e-15+0.0692897j -7.94863e-14+0.152343j 6.82389e-14-0.123861j -7.20105e-14-0.0170201j -9.16981e-15-0.164277j -9.8325e-16-0.000206931j 1.23068e-14+0.186587j -1.71283e-15-0.00416129j -9.04781e-15-0.168939j 2.94625e-15+0.135642j -7.56265e-15-0.216813j 1.02702e-14+0.15939j -2.63206e-15-0.0349144j 7.53608e-15+0.124855j 3.26208e-15-0.0356726j 1.25773e-16-0.123736j -5.7819e-15-0.0818668j -1.82522e-14-0.140856j -8.25148e-15-0.0690054j 1.44318e-14+0.244209j -7.08817e-15-0.0294365j -7.87612e-16+0.0475206j -6.99921e-15-0.0926833j 4.20027e-15-0.0254771j -1.90666e-16+0.0236303j -1.06214e-15-0.043426j 2.02394e-14+0.32767j 5.93328e-15+0.0807696j 3.72884e-15+0.0495595j 5.99145e-15+0.0458216j -5.63289e-15-0.0990087j -9.78926e-15-0.176923j -6.19418e-15-0.104249j 2.49749e-15+0.0435316j 3.10533e-15+0.0524191j -6.86018e-15-0.114043j -1.3944e-15-0.0367397j 1.79825e-15+0.0382133j -6.04785e-16-0.00313219j -1.91029e-14-0.0261248j 7.8925e-14-0.0409524j 
-3.14192e-15+0.00576336j -6.86947e-16-0.00382272j 4.21409e-16-0.0962021j -5.15765e-16-0.0120438j -6.47494e-16+0.0204355j -6.40548e-17+0.06691j 5.29616e-17+0.0155455j -8.82154e-17+0.00821744j 3.35057e-17+0.039479j 7.19871e-16+0.00720278j -1.38443e-16+0.0123224j -1.31298e-15+0.011372j -5.03305e-17-0.0082338j -1.95705e-16-0.0599345j -1.63601e-15-0.0611248j 2.71848e-15-0.0533971j 4.75704e-16+0.0703532j 1.13599e-14+0.10754j -5.23763e-16-0.0818999j -2.757e-16-0.0424872j -1.20749e-15-0.0259869j 8.44541e-16+0.134127j -8.53813e-16+0.00581039j -3.91499e-16-0.010984j 1.17838e-15-0.0427396j -3.64533e-16+0.0371871j 2.5386e-15+0.0555855j -2.59431e-15-0.0773963j 1.55073e-15+0.0906723j -7.93059e-16-0.00089601j 1.59365e-15+0.0188285j -2.36604e-14+0.0812598j 1.26567e-15-0.0399462j -2.06002e-15-0.0208879j 8.91441e-16+0.0625014j 2.07142e-15-0.109365j -1.20024e-15+0.0631492j -8.21379e-14+0.229784j 5.99725e-14-0.0132986j -3.34532e-14-0.014919j -1.99279e-15+0.0866371j 2.15314e-16-0.0500718j -2.52221e-15-0.0496142j -3.34709e-15-0.0749338j 4.07045e-16-0.0356128j -2.70313e-16-0.121125j -4.23475e-15+0.526475j 1.31612e-16+0.0955264j -1.22096e-16-0.109934j -1.70704e-15-0.0603313j 5.4448e-16+0.324241j -2.71741e-15+0.0227295j -1.54424e-15-0.216066j 2.75931e-14+0.293215j 1.99806e-15-0.171657j 1.53943e-15+0.0762909j 2.02539e-15-0.0195776j 6.29106e-16-0.03698j -6.51079e-15+0.212155j -4.91548e-15+0.211309j 3.90807e-15+0.315777j 2.81103e-15-0.107455j -2.03148e-15+0.128765j 5.51639e-15+0.282872j -2.14981e-15-0.0969748j -5.84807e-18-0.0356705j 2.68085e-15-0.0504563j -1.66272e-15-0.0761664j 3.30291e-16-0.136822j -4.98745e-16-0.0799855j 1.00909e-15+0.0296628j 1.45313e-15-0.0275776j -1.10442e-15-0.200136j -4.57554e-16+0.0298818j 3.2024e-16-0.0415765j 1.80642e-14-0.0501161j -8.47202e-14+0.0254569j 
