-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
-0.00234871-0.00160504j -0.00456442+0.00430805j -0.0273056+0.0083331j -0.0243934-0.0189452j -0.00666261-0.0182961j 0.0215514+0.0618257j 0.0150781+0.0196262j -0.00672163-0.0307159j -0.00234698+0.0118967j 0.0254962+0.0315633j -0.0328128-0.014158j -0.00768838+0.0342228j -0.0187937+0.0521795j -0.0251628-0.0599559j 0.02826+0.00424578j 0.00721953+0.00703779j -0.0565916-0.0282632j 0.0232561+0.00583245j -0.027244-0.0730702j -0.0522529+0.00576741j -0.0407904-0.0228928j 0.0179184-0.040775j 0.0512711-0.0159972j 0.00883745+5.83442e-05j -0.0138348-0.0379002j 0.0693689-0.0457039j 0.0142326-0.118067j -0.0154875+0.0815394j 0.0741986+0.0498317j -0.0691872+0.0756718j -0.0961804-0.0698756j 0.063875+0.0231736j -0.0220807+0.051409j 0.0297129+0.018715j -0.0280709+0.0220282j -0.0992763-0.10993j -0.0465417-0.0552659j 0.0215805-0.0570521j -0.0110541-0.0501823j 0.0211575-0.00897957j 0.018493-0.0426321j -0.0535787+0.173729j 0.0615448+0.0414927j -0.0552674-0.066456j 0.042706-0.0021133j 0.0786403+0.018858j 0.100958+0.101079j 0.0300271+0.101077j -0.0744097+0.16993j 0.0445578-0.194668j 0.0249813-0.0630918j 0.115606+0.0508384j 0.0168457-0.0608282j 0.0104193+0.000312869j -0.0431271-0.0453635j 0.0147123+0.00634505j -0.0102381+0.065641j 0.00565103+0.057286j -0.0143111-0.113801j 0.076621+0.0680387j 0.0424441+0.010076j -0.0319176-0.0835994j -0.0856952+0.0248497j -0.0570491-0.0263124j 0.00835675-0.0676452j -0.00409489+0.0318981j 0.00644708+0.00144626j -0.0777873+0.009551j -0.0031521-0.117984j -0.0370676-0.0850227j 0.00503474-0.00771886j -0.028498-0.0529368j -0.011057-0.030503j -0.00764227+0.0249633j 0.067543-0.0170472j -0.00514618-0.0445471j 0.0223268+0.0145626j 0.0287705+0.122298j 0.033903+0.0118229j -0.0355593-0.00246931j -0.0986535-0.0701188j -0.0159163+0.14893j 0.0207186-0.119113j 0.0441262+0.0203563j -0.0434384-0.0505308j -0.00337006+0.0334735j -0.0255771+0.0439274j 0.0941077-0.0402866j -0.0178915-0.0269522j -0.057935+0.00263653j -0.0213279-0.038582j -0.0513912+0.00243547j -0.0199999+0.0360593j -0.0291842+0.0297378j 0.00909287+0.00576644j -0.0538616+0.0641778j 0.002893-0.0177074j -0.00697897+0.0348189j 
0.00108631+0.00565238j 0.0296181+0.019169j 0.0221922-0.0455451j 0.00535321-0.010725j 0.0159804-0.00282271j 0.0265268+0.0246103j 0.0379082-0.0219868j -0.0277536-0.000984j -0.0272754-0.0309334j 0.0238091+0.0519345j 0.0427416+0.00230055j 0.0252739-0.0133699j -0.0211195-0.0216869j -0.0334602+0.0238152j 0.00858956-0.0150309j -0.00688293+0.0082638j 0.00403441-0.0511584j 0.00768552+0.00557223j 0.0300271+0.0782951j 0.119639-0.0501878j -0.119377+0.0285979j 0.0464459+0.0439969j -0.0227881+0.0316451j -0.0187351-0.00947357j -0.114668-0.0114409j 0.00785616-0.0401064j 0.0156304-0.0590297j 0.0179933+0.0664416j 0.0760415-0.00958154j 0.0188316-0.0301793j -0.0537689-0.116266j -0.135698+0.0205113j 0.00552342+0.102589j -0.0293647-0.0273258j 0.107283+0.0967808j 0.124561+0.0178828j 0.0419731-0.0459487j 0.188491+0.170557j -0.04243-0.177474j 0.0817338+0.044394j 0.117159-0.0775637j -0.046156-0.0462943j -0.0762274+0.214594j 0.148173+0.0617116j 0.0625102-0.010817j -0.0804842-0.0364087j -0.122502-0.0589709j -0.0376391-0.0840268j 0.109608-0.011928j 0.0270132-0.0506283j 0.0898572-0.0723707j -0.18705-0.0532511j 0.0240365-0.0353273j 0.0218751-0.0288014j -0.0626809-0.0322232j 0.023925+0.0197078j 0.0729037+0.0925872j -0.032264+0.00367106j 0.000100777-0.0688556j -0.0163502-0.0471366j 0.0897333+0.0337045j 0.0488136+0.0317801j 0.0408126+0.0840391j 0.00405603+0.0882537j -0.0478953-0.0633942j 0.108414+0.0240651j 0.0411976+0.0714476j 0.0131703-0.0396372j 0.0524102-0.0565434j 0.0571145+0.0197659j 0.0102485+0.00984008j -0.0162239-0.0205089j 0.013329-0.0602138j 0.0191864+0.0305575j 0.00909151+0.000448152j 0.0465707+0.0949377j -0.0155987-0.0305866j -0.0659641+0.149104j 0.0715139-0.00261932j 0.0276994-0.0537364j 0.111731+0.0893911j 0.0486475-0.0151384j 0.0739903-0.0460163j 0.0459762+0.0626019j -0.0212744+0.0058923j -0.0199877-0.0273348j -0.00340114+0.00111459j -0.00629039+0.00564577j -0.0200189+0.0329001j 0.0343162+0.0284423j 0.028293+0.0368248j 0.0134427+0.0266981j 0.0243007+0.0357644j -0.00877585-0.00852898j 0.032086+0.0269109j -0.00322439+0.0461597j 0.00256262+0.0115562j -0.0265068+0.0385893j 
-0.00494202-0.0207452j 0.00669719+0.0098032j -0.00784842-0.0308525j 0.0189017+0.0125546j 0.0125319-0.0253821j 0.0160793+0.0116619j -0.0131923-0.0415639j 0.011307-0.0287412j -0.0243771-0.0451707j 0.00562447-0.00136077j 0.00377041+0.0619434j 0.0508575+0.0331848j 0.0204809+0.0541845j -0.0548161+0.0240274j -0.0373695-0.0359439j -0.00906765-0.0539518j 0.00661082+0.0132918j 0.0290355-0.0259751j 0.0219497+0.0480092j 0.0917879-0.0477244j 0.0290783+0.0706357j 0.0345155+0.0429016j 0.0601771-0.0693608j 0.0203463+0.003443j 0.000520618+0.0430898j -0.00883689+0.0687161j 0.0472979+0.0161567j -0.0321448+0.102735j 0.0366575-0.106459j 0.077143+0.00566265j 0.0155468-0.0311117j 0.0566508+0.0620016j 0.0221919-0.0606198j 0.107669+0.0883618j -0.0907778-0.0700522j -0.0107565-0.0860736j 0.053803-0.00038941j -0.0261497-0.000405113j 0.0792388+0.0178665j -0.0586235-0.0598126j 0.0107657-0.0185845j 0.0194268+0.0589836j -0.0696447-0.00826773j 0.0704584+0.0182812j -0.0180193-0.00267622j -0.0520657-0.0265524j 0.0300224+0.201669j 0.0646589+0.125408j 0.0113412+0.0196587j 0.0141046+0.0756455j -0.0550148+0.113883j 0.122526+0.0990679j -0.0902746+0.0480022j -0.094607-0.112293j 0.0284344-0.0431026j 0.0314408+0.00813798j 0.000426363-0.144772j -0.049094+0.0532612j 0.0581187-0.0398988j -0.135601-0.0279826j -0.0425608+0.0115911j 0.0330189-0.0208142j 0.0812159-0.073479j 0.00863057+0.0377884j -0.0584962+0.085144j -0.0410398+0.0378439j -0.0287011+0.00952262j 0.0290887-0.0587005j 0.0617589-0.109207j -0.0394052-0.0505242j 0.00761407-0.0152119j 0.00661128+0.00913916j 0.0282526+0.0380618j -0.0298524+0.0373212j 0.0460181-0.129559j 0.0318345+0.0509195j -0.00994318+0.00381677j -0.00700087+0.0394414j 0.0101111-0.0570061j 0.0392646-0.00629119j 0.0168961-0.011868j 0.00105741-0.0300985j -0.0231088-0.0703688j 0.0467576-0.0428152j -0.0120692+0.0730791j 0.0152118-0.0013411j 0.0147992-0.00426297j -0.0156523-0.0531214j -0.0446631+0.0148618j 0.0104899-0.00262849j 0.0142482-0.0204829j -0.0328572+0.0371961j 0.00720968-0.00237137j 0.000908512+0.0280329j 0.0537594-0.0494147j 0.0343184+0.024215j -0.0452543+0.0471966j -0.0108165+0.0269199j 
0.00214941+0.00771832j -0.00813598+0.00150189j -0.0296743-0.0176716j 0.000486384-0.0208621j 0.0362467-0.0169393j 0.0259042+0.0286419j 0.052853+0.0209576j 0.0222225-0.0248609j 0.00326675+0.00406504j -0.0399331-0.0344656j -0.0431261+0.0310978j 0.0125208-0.0132867j 0.0249456+0.0170562j -0.0144349-0.00475674j 0.0114684-0.00168703j 0.0363282-0.0479377j -0.0334323+0.00414204j 0.0506953+0.0602429j -0.0197342+0.0206798j 0.0270929-0.0296544j 0.0986853-0.0478754j 0.013616+0.0166763j 0.00618175-0.00496412j 0.00970102+0.0868263j 0.0839231-0.0693863j 0.0159312+0.0612166j -0.0221063+0.0353664j -0.119538+0.0820707j -0.0762424+0.0277254j -0.0208023+0.0878802j 0.0353373+0.0111299j -0.0226401-0.109868j -0.0524062+0.0922159j -0.110454-0.0307422j 0.0900973-0.129141j -0.0116227-0.0197857j 0.0950974-0.0739646j -0.148209-0.0165213j -0.0470081+0.0992757j 0.0595554+0.0357996j -0.0281397+0.0200253j -0.0336079+0.0305654j 0.0521824-0.108141j -0.0777773-0.0248723j -0.0283884-0.0072353j 0.0923042-0.109304j -0.0760294-0.0411917j -0.0269388+0.0312379j 0.0249997+0.0333069j -0.0349905-0.00321746j -0.0216494-0.0915646j -0.0903435-0.0430166j -0.0305955+0.0568586j 0.0590405+0.0832323j 0.0157788-0.0070108j 0.0165535+0.104346j -0.0510722+0.0723456j -0.0492816-0.0225005j 0.00984506+0.0287573j 0.00359398-0.101706j 0.0623016-0.0407183j 0.0194486+0.0243346j 0.0554466-0.0235528j 0.0251683+0.0733352j 0.0439429+0.0238239j -0.0228209-0.0268128j 0.0453281-0.0337869j -0.0114482-0.0652645j -0.0366537-0.028574j -0.0112617+0.0286148j -0.0699319+0.00882483j 0.0148098+0.0236585j 0.0110914-0.00475284j -0.0484463+0.0120066j -0.00505468+0.0555314j 0.00795751-0.0399032j -0.0126158+0.0123046j -0.0074074+0.0137133j 0.0272595+0.0397671j -0.005892+0.00059753j -0.011688+0.0314272j -0.00384818+0.0316054j 0.0447837+0.00547391j -0.0269161+0.133067j 0.0206494-0.0566706j 0.032504-0.0506918j 0.0067425-0.00231745j -0.0224683-0.0202133j -0.017126-0.0177485j -0.00652167+0.0291314j 0.0190584-0.0166015j -0.00402992-0.0172297j -0.0319184+0.0472697j -0.00257301-0.0274801j 0.00740599+0.0379367j -0.0472394+0.0320905j 0.0169319-0.0383152j -0.0446032+0.0241693j 
-0.0104255-0.0123282j -0.00642113-0.00863572j -0.0138126-0.00358626j -0.0104206+0.020482j -0.0105542-0.00485056j 0.0199521-0.0071513j -0.0292807+0.00443636j -0.0058351+0.035232j 0.0155981-0.0346975j -0.0309211+0.00496484j -0.0100822+0.0221041j -0.0192586-0.00072481j 0.027098+0.0483699j -0.0276984-0.0110383j 0.038857-0.00714639j -0.0173239+0.00720771j -0.0466404+0.0253089j 0.00449289+0.0920284j 0.0622852+0.0452529j 0.00473516-0.10144j 0.00638268+0.0143747j 0.0209219-0.0957982j -0.0574098-0.0438935j 0.0590629-0.0263188j -0.0210435+0.140135j -0.0581048-0.0128561j -0.0403496-0.00382196j 0.0760447+0.100563j 0.0271677-0.0981068j 0.0986878-0.0271693j 0.0738471-0.00728126j -0.0974159-0.0709801j 0.0186075-0.0792224j -0.109745+0.0508192j 0.0768389-0.0290851j 0.00980172+0.0558566j 0.081974+0.0123868j -0.0586497+0.15785j -0.0132148+0.0664563j -0.0270786-0.0441735j 0.00810216+0.0612504j 0.0100657-0.0827279j 0.0516192-0.0652692j -0.0453765-0.0530789j -0.0781634-0.106305j -0.0323768+0.0133095j -0.101488+0.0496244j -0.0108538-0.0679165j 0.172151+0.0222932j -0.0906933+0.0001047j 0.0262288+0.0210886j -0.204079-0.0432743j 0.123089-0.1355j 0.104978+0.0352252j -0.0434071+0.118785j 0.00405105-0.054287j 0.027287+0.0498755j -0.0490468-0.0399077j 0.00254699-0.0126442j 0.045337+0.138687j 0.0373636-0.131657j 0.00426413+0.00437098j -0.00668103-0.0183138j 0.00256243-0.0370348j 0.0314676+0.020492j 0.052445+0.0878786j -0.052897+0.0814248j 0.0967018-0.0944869j -0.0394678-0.107j 0.00913368+0.000214772j 0.0799711-0.00822713j -0.0255654-0.00645108j -0.119497+0.0878945j -0.0386053+0.0122527j -0.0454361-0.0634984j 0.00710094-0.00477463j 0.0436314-0.00665212j 0.0160268+0.0858165j 0.040595-0.0496551j -0.0432069+0.0229002j -0.0258611-0.1021j 0.00730326+0.017353j -0.10015-0.00742167j 0.117909-0.102876j -0.036515+0.0296588j -0.0436824+0.0291909j 0.00209318+0.0440703j 0.0561535+0.0183389j -0.0103761-0.0150464j -0.0116721-0.060223j -0.014543-0.0184349j -0.0326411+0.0182223j 0.00373754-0.0201058j 0.0153675+0.024067j 0.00403066-0.0229847j 0.00675468+0.0267074j -0.00303288+0.02181j 0.00370948-0.00576728j 
0.0237423+0.0278871j 0.000827031-0.00324607j 0.0109256+0.00564793j 0.031436-0.0044976j -0.0147892-0.00934935j 0.0263859+0.000324563j -0.0119779-0.0258432j -0.0407857-0.0314049j 0.0212009+0.00830337j 0.00506413+0.0364304j -0.0127047-0.0626285j -0.0153324-0.00166867j -0.022366+0.0367471j -0.00203424+0.00837756j 0.0248144+0.0394702j -0.0143791+0.0370496j -0.0193777+0.125374j 0.0898558-0.043952j -0.0284629+0.0988855j -0.0150395-0.0533502j -0.0261141+0.0198342j 0.0447252-0.031442j -0.00642801+0.0417468j -0.00153789-0.0255852j -0.108843+0.0323626j -0.0277682-0.0143388j 0.126403-0.150245j 0.0487898-0.0564146j -0.0598132+0.0502451j -0.0769383-0.0322087j -0.0874364+0.100891j 0.0810798-0.00806258j 0.182781-0.0295517j 0.0800427-0.0231924j -0.108039+0.0499858j -0.0749352+0.106317j -0.0863513+0.0232505j 0.0879925-0.111814j 0.023429+0.104928j 0.103645-0.0927934j -0.0993487+0.0108004j 0.140511-0.101208j 0.0170131+0.139215j -0.0678577-0.0515551j 0.00929327-0.0903481j 0.135607-0.0478834j 0.0505413-0.0752352j 0.177055-0.219118j 0.013923-0.0421077j 0.12551-0.138257j -0.0678256-0.0567539j 0.114881+0.00628649j -0.0811016-0.0735989j -0.0229343-0.052956j 0.0613074+0.0356151j 0.00326155-0.0356075j 0.0975767-0.0316278j -0.0106247-0.0726365j 0.179598-0.0671254j 0.0743585-0.0408527j -0.0652338-0.0860278j 0.0612753+0.0193102j -0.0154286+0.0375319j 0.0420164+0.0142621j -0.055624-0.0394372j 0.00912468-0.0264551j 0.0204502+0.0416206j 0.0164695-0.0733341j -0.00975915+0.0213916j 0.0430189-0.0164579j 0.0137875-0.0384782j 0.0468514-0.0352587j -0.0101801+0.0107774j 0.00135849-0.00669085j 0.00572655+0.00875462j -0.017653+0.0503981j 0.0348908-0.0309091j 0.017611+0.0563022j -0.0390123-0.0148975j 0.0235346-0.00431386j 0.00385168+0.0556346j 0.0440189-0.0128844j -0.0186128-0.0165659j 0.0299071+0.0347752j 0.00742112+0.00199328j -0.0234169+0.00536702j -0.0274951+0.0379473j 0.0064185+0.0558202j 0.00568644+0.00448582j 0.011252-0.0324049j -0.00850503+0.0490908j 0.00595013+0.0428826j 0.0237572+0.0150748j 0.0131504-0.0108859j 0.0275262+0.00729434j -0.00636799+0.000958132j 0.00910766-0.00578537j -0.0249998+0.0194967j 
-0.0403127-0.0269627j -0.00317921+0.031984j -0.030422-0.0388115j -0.0184277+0.0332654j 0.0150247+0.00659011j -0.0146424+0.0291253j -0.0495112+0.00891878j -0.00188551+0.0265762j -0.0163575-0.0105501j 0.0561799+0.0139915j -0.0402547+0.0478652j 0.0107649+0.0102723j -0.00284855-0.0449866j -0.018445+0.0175531j 0.00707977+0.000941431j 0.0414269+0.0365121j 0.0514612-0.0349491j 0.00363067-0.0493323j -0.000154821-0.00202936j 0.0101234-0.0363639j 0.0345334+0.0157421j 0.0231619+0.009716j -0.0839241+0.00631613j 0.0801352-0.0686124j 0.0423222+0.0190955j 0.00703841+0.0911351j 0.108201+0.0091053j 0.0554846-0.0488145j -0.0464715+0.0790274j 0.0169852+0.0375202j 0.0760618-0.00946591j 0.00045965-0.0647345j 0.122236-0.00148722j 0.0181996+0.0506469j -0.0504615-0.0511439j 0.0412462+0.141952j 0.082803-0.0917356j 0.0799348-0.00233612j 0.0426634+0.0338858j -0.00399738-0.0812155j -0.0134898+0.0431841j 0.0493295-0.0790416j 0.0189879-0.0286882j -0.0453409+0.0280547j -0.116485-0.0226173j 0.137006-0.0420268j -0.0958388-0.0401165j 0.055661-0.128197j -0.0172246-0.0868268j 0.0472245-0.0531587j 0.0132349-0.0467159j 0.0708607+0.0109538j -0.0111198+0.051977j 0.0201672+0.0148299j 0.103083-0.0511996j -0.0370398+0.0249992j 0.0523906+0.0425501j -0.0479984-0.00662398j 0.0226075+0.0101083j 0.0583944-0.00260931j -0.0782603-0.0933412j -0.0388482+0.00659298j -0.0098848+0.029186j 0.0266601+0.0126583j 0.0423476-0.0763424j 0.0676488+0.00197856j -0.0186355+0.00056131j -0.0754807+0.0484374j 0.057027+0.0590427j 0.0272754-0.103992j -0.0346521+0.0247252j -0.0361897-0.123781j 0.0308275-0.0232948j -0.0114949+0.0642414j -0.00830195-0.0150133j 0.030833-0.00366054j -0.0747702+0.0327774j 0.0439848+0.0172341j 0.0243045+0.0279525j 0.060327-0.0505266j -0.0286144-0.0337156j -0.0362487+0.0317764j 0.0746965-0.0787565j -0.0335664+0.040264j 0.00353505+0.00837927j 0.0509779+0.0353102j 0.00912149-0.0135489j -0.0221142-0.0441728j -0.019415+0.0184538j -0.00752818+0.00945058j 0.0358238-0.0335676j -0.0187528+0.00533882j -0.019003+0.0464164j -0.0387724+0.0305697j 0.0437696-0.0340474j -0.00319626+0.0885898j -0.0493212+0.0256771j -0.0307035+0.0212991j 
0.0142236+0.0313898j -0.0134406-0.0077272j 0.0173253+0.0192644j 0.0165409-0.0111755j -0.00320579+0.00189694j -0.000978546-0.000153622j 0.0137575+0.0136363j -0.01799+0.00734617j 0.041615-0.00118558j -0.0148342+0.067796j -0.0405682-0.0793519j -0.0620577+0.0311719j -0.040759+0.0424166j -0.0025676-0.0101916j 0.0609112-0.0311617j -0.0348465+0.0973673j 0.0626014+0.10009j -0.00286727-0.0227258j -0.00385283-0.0879186j 0.0275316+0.0157559j 0.123+0.0816264j -0.0529588-0.0931883j -0.132968-0.149729j -0.027357-0.074995j 0.127782+0.00433895j 0.0149041+0.0674839j -0.0121095-0.0752716j 0.0873128-0.0250717j 0.144497+0.119107j -0.080986-0.0082674j -0.0445132-0.192509j 0.0319482+0.0869293j 0.0431067-0.0346601j 0.00587669+0.0820539j -0.170806+0.0155016j -0.0232398-0.00525732j -0.0523062+0.0454764j 0.0145862+0.0641605j -0.0768196-0.16903j -0.269163+0.0268962j 0.0453234+0.113901j -0.0204425-0.0799434j -0.0037969+0.0901966j 0.0991435+0.0262862j -0.0759564+0.0242453j -0.128366+0.0979052j -0.0731191+0.0245749j -0.0187654-0.0169142j 0.113263+0.0579002j -0.0641132+0.046543j 0.062847+0.133845j -0.00658638+0.0333199j -0.100048+0.00910121j -0.0452737-0.0277189j -0.040803-0.0989107j 0.0233359+0.00537328j 0.123582+0.0624979j 0.0370744+0.0116076j -0.0911143-0.0311539j 0.0338245-0.0663192j 0.054435+0.128539j 0.0327955+0.0107307j 0.0376216+0.0507892j 0.018206-0.03708j 0.0341678-0.0286747j -0.0293235-0.00140981j 0.0688271+0.00441369j -0.0297234-0.00678273j -0.0735463+0.0640037j 0.0653261+0.000548321j 0.0572405-0.0500797j 0.05684-0.0915124j 0.0323638+0.0170571j -0.0274374+0.00810234j 0.0311516+0.0428206j -0.0126908-0.00618174j 0.098839-0.0575539j 0.0828253+0.0695864j -0.019167+0.0263959j -0.083201+0.0388911j 0.0143823+0.0219429j 0.033151-0.00128407j 0.0314553+0.0288776j 0.0103063+0.0290678j -0.00589213+0.000100132j -0.0317163+0.00814152j -0.0289026+0.0146385j -0.00461524+0.0300136j 0.0281126-0.0258754j 0.00761578-0.00188383j -0.0166956+0.0444403j -0.00738356+0.00218096j -0.00720876+0.00294839j -0.017912-0.0266134j -0.0271296+0.0416934j -0.0147006-0.0196104j 0.038926-0.0448319j -0.00540153-0.006996j 
-0.0130273-0.0169266j 0.00712357-0.00617809j -0.00412026-0.00422406j -0.024684-0.00978049j 0.0250312+0.00357185j -0.0375511+0.00467235j 0.00517683+0.0416658j 0.0309743+0.0285922j 0.0058346-0.0189085j -0.00344278-0.0216126j -0.0113961+0.0155516j -0.0580999+0.03282j -0.00250292+0.0161933j -0.0091648-0.0934122j 0.0464524+0.017059j 0.00938283-0.0412017j -0.10594-0.0523864j -0.0490925+0.0481548j -0.0543438-0.0244114j -0.108644-0.00501588j 0.0999135-0.000278815j -0.0958943-0.117174j -0.0658697+0.0129469j 0.00261783+0.0742441j -0.0602071-0.0440198j -0.046659+0.0283219j 0.0685588-0.0194788j 0.038543+0.129339j 0.121403+0.16836j 0.0203599+0.131137j -0.0568396-0.0695168j 0.0667128-0.0703346j 0.126603+0.0634903j -0.0141428+0.0542695j -0.177516-0.143425j -0.135379-0.227628j -0.0882327-0.0766472j -0.118582+0.0100269j -0.159635-0.0210098j -0.0350339-0.0301775j -0.103416+0.0494036j 0.0165671+0.0208743j 0.0661917-0.0740531j -0.0437224-0.126461j -0.0548984+0.0296709j -0.0569195-0.0110966j -0.00773926+0.122062j 0.0419432+0.0405575j 0.0241674+0.0731324j 0.0167455-0.093192j -0.0101472+0.0102465j -0.0533564+0.0720348j 0.0370253+0.00737733j -0.0405701-0.0429171j -0.0489502-0.0347965j -0.0210851+0.0715057j 0.168619+0.135512j -0.0176165+0.0226561j 0.0331412-0.0357414j -0.0144854-0.0189744j 0.0606908-0.0474177j 0.0301549+0.0785261j 0.00633516-0.00431945j 0.0521892+0.0255608j 0.0129571-0.0060122j 0.000742221-0.0224161j 0.0350519-0.00809303j -0.00680133+0.0197362j -0.0493406+0.0372677j -0.020505-0.00112945j -0.0610171-0.0160409j 0.0329571+0.0650838j -0.0630457-0.0119772j 0.0027059-0.00737255j 0.0412385+0.0398705j 0.00494107+0.0118874j -0.0506841+0.0381992j -0.000745584-0.0341033j 0.0124355-0.00238181j 0.0232136-0.00455692j 0.0586875-0.0104621j -0.0300437-0.0504786j -0.0027561+0.015389j -0.0756322+0.0252489j 0.0182078-0.0167833j 0.00833047-0.0212604j 0.0306193-0.0441603j -0.0462813+0.0067885j 0.0344876+0.0199324j 0.0452942+0.0366687j 0.0264464+0.00461324j 0.0382915-0.0213785j -0.00952574-0.0391313j -6.47482e-05-0.00385293j -0.0201317-0.00387796j 0.0192442-0.020395j 0.00910726+0.00943741j 0.0211533-0.0194702j 
-0.027296-0.0262197j -0.00236123-0.00219008j -0.0199916-0.00549963j -0.00966456+0.0303615j 0.0110683-0.00796875j -0.0277664+0.0195393j -0.0228294+0.0460108j 0.0455386+0.00478001j -0.0397498-0.00463485j 0.0308676-0.0433576j -0.0173002+0.0568006j 0.0184806+0.0278362j 0.0952596+0.0220993j -0.0109435-0.036401j 0.00761261-0.000518021j 0.00887697+0.0172727j -0.0532188+0.0851421j 0.00277643+0.084518j 0.0833115-0.021979j -0.226306+0.0890866j -0.0802731+0.00492677j -0.0878908-0.153427j 0.114803+0.0421112j -0.0350746+0.09317j 0.0316154+0.00526337j -0.0247254-0.0505487j 0.0219066-0.158387j -0.0373799+0.00401587j -0.0980933+0.0324495j 0.091743+0.12176j -0.105606-0.0682707j -0.0932119+0.00377633j -0.184863+0.118558j 0.115953-0.152641j 0.0140482+0.134677j -0.0965999-0.0159577j -0.0100214-0.0485527j 0.0494416-0.0129536j 0.0257724-0.192775j 0.100837+0.166263j 0.0372097+0.0421718j -0.260498+0.0349677j 0.0481369-0.0341293j -0.00561002-0.0339741j 0.0493052+0.0520333j -0.117417+0.101457j 0.114626-0.131553j 0.0535817-0.174551j -0.0215968-0.0376222j 0.0789405-0.0698598j -0.128405-0.0675643j -0.0542355-0.0157633j 0.0956523+0.00070441j 0.114988-0.0962562j 0.0900935-0.0297395j 0.0300118+0.0139057j 0.0752788+0.00711542j -0.0470768-0.0716575j 0.0543625-0.0825328j -0.0427582-0.0350021j -0.023455-0.0330583j 0.000589211+0.0385303j 0.0286514+0.0167296j 0.00366664-0.0171717j 0.0548159+0.0428091j 0.00237147-0.00479507j 0.0133141-0.018608j 0.0307734-0.0462289j -0.00790857+0.0219905j 0.0394286+0.030306j -0.0109462-0.0494552j 0.050974+0.00197531j -0.0441334+0.0750099j 0.0601348-0.0169227j 0.0182655-0.0138047j -0.0134949+0.00321404j -0.0378532+0.0148604j -0.0333245+0.0237207j -0.00406708-0.00795209j -0.0160078+0.0110437j 0.0282325-0.0418613j -0.0322375-0.0500674j -0.0704143-0.00693982j -0.0108948-0.0293486j 0.00472043+0.00538916j -0.00892297+0.0369451j 0.0345517+0.0249267j -0.0401551-0.0164102j 0.0139988-0.0119967j 0.013567-0.0145113j -0.00527969-0.0231869j -0.00149592+0.0165471j -0.0067892-0.0297015j 0.00725056+0.0145723j 0.0129793-0.0749388j 0.0280896+0.029073j -0.0359722+0.0357759j 0.0156738-0.0183238j 
