0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
-0.00405608+0.00114324j 0.00039038+0.00328404j -0.0149799+0.0302538j -0.0163717+1.02575e-05j -0.00175233-0.00333025j -0.0395802+0.0222203j -0.0168775+0.0349637j -0.0235984+0.0338472j -0.0209829+0.0710881j -0.00237581+0.0307544j -0.0319992+0.00835961j 0.00130847+0.012714j 0.0362645+0.025615j 0.0384771-0.00932567j -0.0101476+0.0217081j 0.0288469+0.00255561j 0.029141+0.0232523j -0.0227499+0.00119889j -0.0213922-0.00773925j 0.0435591+0.0187968j 0.00515399-0.00969163j 0.0291506+0.031238j 0.00152317-0.00223403j -0.00983723-0.0231513j 0.0199792+0.0146166j 0.00770725-0.0134703j 0.00230568+0.0497616j -0.00519565-0.0109618j -0.0122559+0.0153007j -0.0199538-0.0365667j -0.0107554-0.0081725j -0.0311832-0.0127743j -0.00702975-0.0138088j -0.0193249+0.0331098j -0.0393303+0.0164184j 0.0145739-0.00977972j -0.0611881+2.88775e-05j -0.026601+0.0244986j -0.043697-0.0437099j -0.00409564+0.0403276j -0.00506361+0.00811153j -0.0301221+0.00794688j -0.00490194+0.00391689j -0.0259279+0.00219166j 0.0172342+0.00988085j 0.00309969+0.0206712j -0.0140328+0.00789505j -0.0108202+0.036014j -0.0505727-0.000582264j -0.00800594-0.0562762j -0.0403349-0.0072979j -0.0264+0.028313j 0.0232597+0.00765269j 0.00121125-0.0421956j 0.00874842+0.052177j -0.0038038-0.0233604j -0.00632743-0.0101335j -0.00595434+0.027603j 0.00291886-0.00452664j 0.0303988+0.0268844j 0.036456+0.0762728j -0.0166067-0.112612j 0.0198435+0.0202048j -0.0128377-0.0381189j -0.0205786+0.0883075j -0.0363019+0.132135j 0.0577442-0.0148504j 0.0651724+0.0216421j -0.0609683+0.0189453j 0.0636178+0.00876862j -0.0237135-0.000454121j 0.0556718+0.0723794j -0.000938458-0.0145258j -0.0294769+0.00836072j 0.00783747-0.0876612j 0.0383014-0.0311745j 0.0366465+0.0314175j -0.0149746-0.0928356j 0.0280364-0.0751092j 0.0975755-0.0524891j 0.00393098-0.0208969j -0.0106664+0.118441j 0.0400046-0.0882406j -0.0189373-0.00485077j -0.0398619+0.0471343j -0.00734999-0.0624954j -0.0212944-0.0395019j -0.0646879-0.0450787j -0.065432-0.000631029j -0.0517465+0.0391228j 0.0179297+0.0433301j -0.0332787-0.113301j 0.0734758-0.0706511j -0.0709276-0.0445085j 0.0771191+0.00552715j -0.0366804-0.054408j -0.0256673-0.0318845j -0.0420602-0.0771675j 
-0.00127567-0.0112326j 0.038793-0.0232508j 0.00309326-0.0514099j -0.00505464+0.0455297j 0.0208234-0.00920923j 0.027658-0.05479j -0.0425901+0.0206426j 0.0226422-0.0234049j 0.0343918-0.00665918j -0.000243098-0.00638565j 0.0288749+0.0201397j 0.00593551-0.0135231j -0.0229413+0.0274398j -0.0410251+0.0108859j -0.0119665-0.0061195j -0.0393745+0.0155346j 0.0297878+0.0369029j 0.0152409-0.0218306j 0.0279362+0.00188003j -0.0407325-0.0135303j 0.014867-0.0506667j -0.0364752-0.0186534j -0.06153-0.0120772j 0.0258788-0.0150381j 0.0164227+0.0244085j 0.0115794-0.0096522j -0.0281332+0.0418918j 0.00205891-0.0214768j -0.00588362-0.00665264j 0.0273087+0.0425048j 0.0185879+0.00288261j -0.0278398-0.0478702j -0.0331576-0.0134099j 0.0043339-0.0113285j 0.0415347-0.0103634j -0.000428281+0.0201471j 0.0479268+0.0210528j -0.0103174+0.0073986j 0.024276+0.0262317j 0.0311236-0.0229763j 0.0147726-0.0372932j -0.000416789+0.00623201j -0.0397871+0.0250194j -0.0279123-0.0296664j -0.0121457-0.0187752j 0.0246389+0.0162554j -0.00446731+0.0225279j 0.0104218+0.00681819j 0.029143+0.00844804j -0.0144111-0.0154086j 0.0179335+0.0181766j 0.0337672+0.00652758j -0.0450142-0.0113224j -0.00443006+0.0214782j -0.0537907-0.012262j -0.022165-0.0414971j -0.00375601-0.0593475j 0.0195419+0.027588j 0.0504502+0.0495151j -0.0324102+0.0120884j -0.0140818-0.00438741j -0.0232945+0.0227128j -0.0335327-0.0609042j -0.0547416+0.040081j 0.0451645+0.00866265j 0.0639868+0.00688732j 0.0365843-0.019327j -0.000128622-0.0496275j -0.00785891+0.00861662j 0.00442711-0.000276758j -0.0229239-0.0757841j -0.046427-0.0869807j 0.0259592-0.0974056j 0.00918474-0.00324981j -0.0415747-0.0321923j -0.0359526+0.0150277j -0.0293673+0.0197908j 0.0441068+0.0204018j 0.0418487+0.0478514j 0.0391206+0.00397144j -0.00856898-0.19071j 0.0518789-0.027625j 0.0598463+0.127482j -0.0686022-0.12955j -0.0316679-0.150811j 0.0284214-0.0597565j 0.00363496-0.0505006j 0.00959261+0.0360008j -0.00409229-0.0450143j 0.0498471+0.0355109j 0.026833-0.0531863j -0.0143273-0.0416631j 0.0071991+0.103042j 0.0659362-0.0144745j -0.0226923+0.102328j 0.0681729+0.0683425j -0.0164721-0.0601432j 0.11657+0.10629j 
0.00146673-0.0163369j -0.0155683+0.01424j 0.0112517+0.0314281j -0.0185333+0.0237726j -0.00926969+0.0147002j 6.0319e-05-0.00327595j -0.0359481+0.031858j 0.0054132-0.00466592j -0.0140382+0.0377337j 0.0241595-0.0118829j -0.0226464-0.00903802j 0.0141118+0.000569296j -0.0154149+0.0164489j 0.0203793+0.0116203j -0.0349486-0.0253587j 0.0147569+0.00355451j 0.0273989-0.0405747j -0.0434537+0.00534229j -0.0208015-0.0243952j 0.0623956-0.0237557j 0.00315377+0.00672307j 0.0148536+0.00904953j -0.0556213-0.0386268j -0.0205455+0.00306259j -0.0187882+0.0141637j -0.00779313-0.0249891j -0.0153143+0.0061941j 0.0339717-0.0242123j 0.00178932+0.00579217j 0.0214233-0.0440534j -0.0172027+0.00287978j -0.00971627+0.00408885j 0.0124054-0.0280487j 0.0228609+0.00127318j 0.0158438+0.0156981j -0.0277254-0.00950856j 0.000298329-0.00488845j -0.00760911-0.0070565j -0.0199488-0.0384712j -0.000829005-0.0130126j -0.0029946-0.0254942j -0.0345345+0.00461983j -0.000860794-0.00701517j -0.0163798-0.00918356j 0.018586+0.0123731j 0.0436472+0.0123875j 0.00108234+0.0108179j 0.00963951+0.0487402j 0.0093656-0.00226966j -0.0204843-0.0290651j 0.0200398+0.0198966j 0.0524478-0.024478j 0.00903018+0.0284617j 0.0118108-0.0401576j 0.0227585+0.020142j -0.0398617-0.031721j 0.0455395-0.00560214j 0.0288309+0.0572936j -0.00706985+0.0512362j 0.0136589-0.0351974j 0.0858942+0.0461307j 0.000945512+0.0108915j -0.0237073-0.000425702j -0.00872732+0.0200365j 0.054999+0.00743915j 0.0612017+0.0674354j -0.0359985-7.16759e-05j 0.0234728+0.0287327j 0.00560675+0.00700432j -0.018764-0.056288j -0.0118188-0.000751742j 0.00741758-0.0667428j 0.00614707-0.00737587j -0.0142351+0.0245591j -0.0102528-0.0818458j -0.00862351-0.00214937j 0.0473951-0.0028458j -0.0308062-0.110388j -0.0161873-0.0113165j -0.0117556-0.0249373j -0.00507296-0.0447989j -0.000400915+0.0123859j -0.0208115+0.0194713j -0.0147852-0.0179976j -0.0294777-0.0161303j 0.0395117-0.0902736j 0.00615017-0.0689733j 0.0326417-0.0396103j -0.0731089-0.00940597j -0.00918722-0.0189435j -0.0405877+0.0373321j 0.014811-0.0678489j 0.0683461+0.0330106j 0.0369268-0.0673814j 0.0747728+0.0311341j 0.0338881-0.0447121j -0.0929019-0.0873395j -0.00414596-0.0511068j 
-0.0577869+0.0430031j -0.0025601-0.0233245j 0.0203612-0.0449607j -0.0205054-0.0363331j 0.0297443+0.0163084j -0.0248312-0.0505751j 0.0149072-0.036296j -0.0289429+0.0125862j 0.042029+0.0191885j 0.0218305+0.0334374j 0.0333445-0.000229667j -0.0239451+0.0497677j 0.0457941-0.0139985j -0.0300486+0.0401328j -0.00473776+0.0125104j 0.0442109+0.0461044j 0.000352016+0.0337229j 0.0209024+0.0227434j -0.016541+0.0362521j -0.0303808-0.0116031j 0.0469085-0.0663378j 0.0159893-0.0155985j 0.0255797+0.00955477j 0.00061414-0.0123432j 0.0354678-0.0183902j 0.0351089+0.011693j -0.000625589+0.0248165j -0.0305578-0.0253889j 0.0328615-0.0125403j 0.00522628+0.0218831j 0.0236558-0.0297771j 0.0111213-0.0259347j -0.0250941+0.0231239j -0.0194491-0.0104738j -0.021464-0.0296269j 0.0600107-0.00854867j -0.0206731+0.00739098j -0.0354973+0.0148527j 0.000828457-0.00449186j 0.0112293+0.0152136j -0.0281179+0.0280019j -0.0079298+3.01003e-05j -0.0233877+0.00462954j 0.00233887+0.00538575j -0.0180311+0.00939595j -0.0215185+0.00312439j -0.0368252-0.0569661j 0.0145926-0.0160428j -0.0457624+0.000917272j 0.044751+0.0186012j -0.0359832+0.0424275j -0.047718+0.0161569j 0.0171816-0.0125953j -0.0124864-0.0171235j -0.0232493-0.0203754j 0.0266782+0.0249861j -0.0334372-0.0507507j 0.0293018-0.00723396j 0.0450434-0.0368092j 0.00620904+0.0179865j -0.0495435-0.00975655j -0.0111727-0.0383926j 0.0446464-0.0194412j 0.0325627-0.0450636j -0.0169018+0.0708885j 0.0356374+0.0284107j 0.0375228-0.00688463j 0.0196448-0.0399748j -0.0103157+0.0393264j 0.0891708-0.00730453j -0.063013+0.0167394j -0.013649+0.00671014j 0.00513053+0.0397176j 0.0233855-0.0123997j 0.00711819-0.0265767j -0.0354515-0.0393931j 0.0593348-0.00593005j 0.0382019+0.0740343j 0.0285117+0.00247933j 0.128608+0.0469695j -0.00165936+0.0505035j -0.0519268+0.0140518j 0.0710521+0.00773331j -0.119437-0.00444505j -0.0715881+0.0242512j 0.00871661+0.0299602j -0.0495058+0.0741993j -0.0891735-0.0657792j 0.0476098-0.0294467j 0.0279392+0.136403j 0.0550688+0.103386j 0.0495304-0.0483127j 0.0515084+0.0226493j -0.0165154+0.0450115j -0.0253719-0.0757843j -0.036227+0.0926113j 0.101134+0.0827747j -0.0074415+0.00719116j 
-0.022059+0.00176288j -0.0162611-0.000568407j -0.00740476-0.0176728j 0.00239329-0.031076j 0.00714219-0.0115494j 0.000704171-0.00934213j 0.024488+0.00947664j 0.0147513+0.0403985j -0.0323639-0.0257083j 0.00108245-0.0241781j 0.0223373+0.00517016j 0.0357949-0.00201523j 0.00441087+0.0030929j -0.00322842+0.00241831j -0.0234436+0.0301053j 0.0188579-0.0334935j 0.0170821-0.0351422j -0.0213366-0.0153967j -0.0173203+0.0409902j -0.0267857+0.0227652j -0.00745286+0.0184041j 0.0472419-0.0070736j 0.0267762-0.0122195j 0.0146105-0.0310753j 0.0026663+0.0356505j -0.0244155-0.0381542j 0.0472163+0.0352525j -0.017806-0.0269396j -0.0439225-0.0073122j -0.0353639+0.0485075j 0.00846617+0.0146819j -0.0160156-0.0053324j 0.0237328-0.0322194j -0.0543459+0.0116717j -0.0120086+0.0104246j -0.0469482+0.00919952j -0.0762647+0.00949493j -0.0119983-0.063357j 0.0370707-0.054757j -0.0027495+0.0421699j -0.0036176-0.0748899j 0.00999949-0.00793547j 0.0216319-0.0396495j -0.040241-0.0128357j -0.0566892-0.0203651j 0.0545032+0.0525814j -0.0465702+0.0241094j 0.01838+0.0228113j -0.0120974-0.0111484j 0.00224043-0.0672059j -0.0665675+0.0203901j -0.0287135+0.0178389j 0.0193925-0.00548709j 0.0501116-0.0072537j -0.0598145+0.0611597j 0.0481981+0.0412088j -0.0203839-0.0519125j -0.0664164+0.0833656j 0.0157221-0.0171573j 0.0427677-0.0173326j -0.0260049+0.0556211j -0.0508502-0.0357041j -0.0975943+0.0530856j -0.02307+0.098428j 0.0146204-0.0272633j -0.0881302-0.0406032j -0.0277659-0.0267399j -0.0237665-0.00971455j -0.0345918+0.0657129j -0.0537055-0.0409969j 0.00510935+0.0752092j 0.0299279+0.095574j 0.0012885-0.0116152j 6.4496e-05-0.0393634j -0.0289191+0.0326j -0.0118387+0.0816135j 0.0481859+0.0295957j -0.051307+0.0870761j -0.00325816+0.0532564j 0.0331648-0.00154855j 0.0969327-0.0806865j 0.0187719+0.0537943j -0.00516137-0.0286487j 0.0763508-0.0681025j 0.0626084-0.0159197j -0.00420855-0.00641073j 0.000959892-0.0673913j 0.0327139+0.0143031j -0.0689651+0.040065j -0.0756215-0.0621882j 0.0592976+0.015362j 0.0144889-0.00758498j 0.0465868+0.0133194j -0.00149187+0.00208252j 0.0185035+0.0133335j -0.0227212+0.0201535j 0.0153272-0.0141935j 0.0326351-0.00157333j 
0.00683735-0.0103586j -0.0530971-0.0057462j 0.0166136+0.00841951j 0.0105937-0.0325087j 0.00157791-0.00173971j -0.00621508+0.0113789j 0.0644354-0.0224922j 0.012314+0.00316756j -0.00828331-0.0174223j 0.0501499+0.00509138j 0.0743847-0.00724159j 0.00815111+0.0171627j -0.0101108+0.00484984j 0.0172654-0.010314j 0.03102+0.0112614j 0.0489749-0.0528963j 0.0428261-0.019294j -0.0189226+0.0457456j -0.0379038+0.0189599j -0.0406837+0.0299154j -0.0319121+0.0244135j 0.0141955+0.0549855j -0.0112714-0.00897642j -0.00164001+0.0356844j 0.0443203+0.00978284j -0.00953989-0.0314529j 0.00456678-0.0211712j -0.0763409+0.0149243j 0.0214821+0.0108011j 0.00455459+0.0407027j -0.00677719-0.0157071j 0.00155503-0.0133457j -0.0137448-0.0159151j -0.0151143+0.0125747j 0.00943738+0.0419199j -0.0412826+0.00613422j 0.00330452+0.0324277j 0.00647797-0.0796936j -0.0175853+0.0304406j 0.0257898+0.0148792j -0.0633691+0.0398582j -0.0277388+0.0207579j -0.0163725-0.0561365j -0.0284117-0.0787754j -0.0442366+0.0476336j 0.0463883+0.0155597j 0.0457381+0.00546309j -0.0687578-0.0143j 0.026844+0.0419245j -0.0482311-0.0227828j 0.044609-0.0445724j -0.0290202+0.0592651j -0.0190557-0.0208046j 0.046452-0.0318052j -0.0143025-0.0538308j 0.00100995+0.017186j 0.0162358+0.0319552j 0.017301+0.0277339j 0.0125264+0.0157047j 0.0473507-0.0182495j -0.0578505-0.00447386j 0.0103769+0.0185686j 0.0353625-0.0257135j 0.0128285-0.0425289j 0.0642545-0.0271369j -0.0183907-0.0232091j -0.0312397+0.0135137j -0.0131169-0.0188219j 0.00701916-0.0319912j -0.0326603-0.0503496j 0.0453156+0.0326036j -0.0376123-0.0196269j -0.0252321+0.0586206j -0.0294288-0.00796513j -0.000471697-0.0197581j -0.0851767-0.0485627j -0.0901992-0.0394128j -0.0123474-0.0692372j -0.0454951+0.0572527j -0.0450052+0.074447j -0.209307+0.0870991j -0.0404276+0.011279j 0.122981+0.0674844j -0.0552719-0.00321041j -0.000663035-0.0243357j -0.1026+0.0464592j -0.00781961+0.0035233j 0.0630317+0.0329998j -0.0270795-0.0567187j 0.0567978-0.064299j -0.0019128+0.0208192j 0.0340338+0.0617508j -0.00728767+0.0220769j 0.0255594+0.0740507j -0.0702611-0.0180092j 0.0218386+0.0307497j 0.0946135+0.0246288j 0.0408059+0.076194j 
0.0159001-0.025666j 0.00219011+0.0194076j 0.00706913+0.0090725j 0.021354+0.0449649j 0.0148597+0.0116706j -0.00110923+0.0085357j -0.0403552+0.0106054j 0.000148262-0.0423815j -0.0106506-0.0128357j -0.0221425+0.0123568j 0.0123429+0.0012629j 0.0118417-0.0068557j -0.0413437+0.0141812j 0.0295546-0.0435721j -0.0171269-0.0280469j 0.0207533-0.0147258j -0.0286645+0.0135259j -0.0483179+0.049615j -0.0465872-0.0176288j -0.024784-0.0104015j -0.0169169-0.0529174j 0.0186033+0.0397616j 0.016161+0.00751586j -0.0979176-0.0166634j 0.0472094+0.0178413j -0.0257175+0.00115061j -0.0683622+0.074873j -0.011066+0.00499273j -0.011995+0.0207671j 0.0142537-0.0387848j -0.0414832-0.0257007j -0.0123456+0.0235523j -0.000844695+0.0146489j 0.023907+0.0173403j -0.0217202+0.0384535j -0.038694+0.0243268j -0.0276458+0.00817183j -0.0196388+0.00228169j -0.045334+0.0421753j -0.00967255-0.0291901j -0.0732801+0.0512241j 0.03907-0.0229639j -0.0217092-0.0174924j 0.00242999-0.045067j 0.054933+0.0221877j -0.0402473+0.0178651j -0.0190116+0.0142068j 0.00371074+0.00622959j 0.0134281+0.0017598j 0.0203168+0.0450811j 0.0309759-0.0104205j 0.0489295+0.0692709j -0.0404047+0.0183956j -0.0382448-0.0683563j 0.0485342-0.0106127j 0.0260778-0.0170007j 0.035974+0.0858435j -0.00785486-0.040999j -0.0171714-0.000941213j 0.0342158+0.0380784j 0.0398903+0.0306791j 0.0558157-0.00162336j 0.0464337-0.010992j 0.0603464-0.0136387j 0.00488674+0.0797403j -0.0647972+0.0194514j 0.077714-0.0413411j 0.0210621-0.0611183j 0.00993428-0.00657883j 0.0419592+0.00251258j 0.0109515-0.00163175j -0.0504557+0.0390916j 0.0245101-0.00469242j -0.0137+0.0355175j -0.11616-0.0322499j 0.00698292+0.0321765j -0.0521844-0.0472744j -0.0825403-0.161689j -0.00205807+0.0128407j -0.115735-0.025947j 0.035311-0.0208227j -0.0140983-0.0310724j -0.0767346-0.0690347j 0.0296195+0.0177666j -0.0783765-0.010443j -0.00206528-0.0955542j -0.0641606+0.0527171j -0.00254817-0.0533584j 0.0459781-0.0169203j 0.00192679+0.0104288j -0.0659703-0.044782j -0.00566444+0.0021163j -0.032256+0.0179571j 0.0569193-0.0839455j 0.0404693+0.0535486j 0.0325616-0.0647067j -0.0918988-0.0798587j 0.0231575-0.0216222j 
-0.00288218-0.0367915j -0.0012431-0.0126566j -0.0133387-0.0131381j 0.00852175+0.0350234j -0.0117789-0.011643j 0.0337782-0.0122806j 0.00588246+0.00418486j -0.00505287-0.0102664j -0.0398807+0.0210911j -0.0427204-0.0242423j -0.00340399-0.0195135j 0.0354381-0.0176431j -0.00554239+0.00418709j -0.0786462-0.00428038j 0.0492186-0.0102849j 0.0311956-0.0122447j -0.0035205-0.0104268j -0.0192773+0.0189742j -0.0304854+0.0245695j -0.0317952+0.019162j -0.0236857-0.0226297j 0.0297628-0.0306583j -0.0460398+0.00407636j 0.0158794-0.0129291j -0.0181555+0.025233j -0.000369603-0.0257792j -0.00506087-0.0278408j -0.0187256-0.00832246j -0.000210703-0.0359318j -0.0125576-0.0150222j -0.0642362-0.0140801j -0.00214198-0.0394954j 0.0273461-0.00962253j 0.00654167+0.0331653j 0.030111+0.0205293j 0.042934-0.050475j 0.0467159-0.0347716j -0.0276164+0.0261892j -0.0190886+0.000867077j 0.0207731-0.00458658j -0.00815351+0.00632193j -0.0171536+0.0410846j -0.041197+0.0233588j -0.0294545+0.0444699j 0.00517895-0.000788783j 0.0657637-0.0242683j -0.0295303-0.00490121j 0.0431622-0.0094676j 0.020761+0.00387594j 0.00801257+0.054021j 0.0797286+0.0410231j 0.0968884-0.0559664j -0.0196042-0.0523861j 0.0140081-0.013232j -0.00772838-0.0502792j -0.036548-0.0168577j -0.0537296+0.00124149j 0.0126286+0.0437774j 0.00203967-0.00985282j -0.0124006+0.0373665j -0.00521828-0.0555152j 0.00441337+0.042695j 0.00566388-0.0341516j -0.000339677+0.00666696j -0.0392684-0.0104787j -0.0425373-0.00494348j -0.0456656-0.0222373j 0.00387811+0.0460075j -0.0107292-0.0104009j 0.0481313+0.0248763j 0.0147542-0.0285701j -0.0278646+0.0117472j -0.0710627-0.0344523j -0.0711258-0.0290458j -0.0474204+0.0646759j -0.0401879-0.0441525j -0.0692059-0.0253184j -0.0692776+0.0554718j -0.048151+0.0216112j -0.0332851+0.0998202j -0.0336155+0.0698699j -0.0133355+0.00953632j 0.0945603+0.0293999j 0.00096166-0.0204963j -0.031956-0.11435j 0.00483437+0.0378733j -0.0292877-0.0430152j 0.0272734-0.0188946j 0.0262142+0.0343257j -0.00554814+0.0173278j 0.0755267-0.0781249j -0.0926628+0.00448118j -0.0435397-0.0373539j 0.00953681+0.0881104j -0.0627032+0.0585132j -0.00211258+1.96483e-05j 0.0176823+0.00505104j 0.0797625+0.0651201j 
-0.0480096+0.00129469j 0.0207178-0.0072484j 0.0120895-0.0306179j -0.0245611+0.0405965j 0.0290621-0.00742853j 0.000356811-0.0583156j -0.0285534+0.0502112j -0.0086377+0.00251629j 0.0046556+0.0499484j -0.0202204-0.00966196j -0.0123051+0.0341196j 0.0451506-0.00751872j -0.00512606+0.0337668j 0.0149159+0.0292353j -0.0135244-0.0425519j 0.029032+0.0166849j -0.000406517-0.00954495j -0.00231278-0.00363963j -0.0509117+0.0213852j 0.00802545-0.0284849j -0.0013327-0.054926j 0.0346111+0.00210237j -0.0322834-0.0343445j -0.0148676-0.035032j 0.0125363+0.023487j -0.0242988+0.0141306j -0.00539469+0.00428478j 0.00652172+0.00031586j 0.000622153+0.0101526j -0.016301-0.0277299j -0.0537639-0.0345885j -0.0257829-0.0142472j 0.04215+0.0214008j 0.0759179+0.0187964j -0.0214068-0.0126204j -0.00570358+0.0213424j -0.00738115+0.00444837j -0.0121422+0.012934j 0.00518332-0.0309803j -0.0195565-0.0221772j 0.0109836-0.00945675j 0.00874928-0.00953628j -0.0321689-0.0121349j -0.018165-0.0225835j 0.0271663-0.00856073j 0.0426605+0.053835j -0.0398617+0.033854j 0.0797888+0.0342628j 0.0206119-0.0300602j 0.0299174+0.00635025j 0.0273818+0.0710546j 0.0467222-0.00494345j -0.0332141+0.0105712j 0.0140762-0.0469207j 0.0818351-0.0147879j 0.0302796-0.0305811j 0.0106044+0.0631762j -0.0714117-0.0430511j -0.0579791-0.0213509j -0.0255649-0.0188639j 0.0172319+0.00610214j 0.0498814+0.00795764j -0.0667648+0.00715617j -0.065703-0.00237775j -0.00240846-0.00931276j 0.0234143-0.0134487j -0.0700032-0.0216093j 0.0233837-0.037414j -0.0475034-0.05963j -0.0714166-0.0427236j -0.0369708+0.0435086j -0.0716689-0.0300644j -0.0626954+0.0150108j 0.00175954-0.00675826j -0.0698696+0.0292298j -0.095497-0.0641042j 0.103559+0.00137628j -0.0447234-0.0486698j -0.0832714+0.0329136j -0.0542729+0.0656581j 0.0777065-0.0606577j -0.0446235-0.0357631j -0.009835+0.0302j 0.0407694-0.074883j -0.0322848-0.0942576j 0.0609541-0.0559183j -0.0798374-0.0365001j 0.0102806-0.0896143j 0.00285037+0.0225269j -0.02362+0.0733734j 0.036683+0.0139836j -0.0380846-0.0735615j 0.0665295+0.0388442j 0.0547637-0.00732956j 0.0137327+0.0909642j 0.0388172+0.0172215j -0.038973-0.0664802j 0.0768669+0.0285368j 
0.0127249+0.0289924j -0.00797961+0.016503j 0.0323932+0.0136669j -0.00871589-0.0185939j -0.00611491+0.0181991j 0.0127473+0.00477114j -0.0246057-0.0246766j -0.0364817-0.0349236j -0.00528409+0.00316854j -0.0072237+0.0138053j 0.00473533-0.00494235j 0.00468185-0.0343474j 0.0485521-0.0565735j 0.0525944+0.00504922j -0.00302549+0.0598666j -0.0274312+0.0270705j 0.032392+0.0201183j 0.0473214-0.0335471j 0.00666883+0.0419273j -0.0319801+0.00511731j 0.0177693+0.00680878j -0.0906709+0.0576689j -0.0254501-0.0221074j 0.00358425+0.0228612j 0.00299764+0.0437097j 0.062306+0.0382126j 0.0164055-0.0300896j -0.0148666+0.0140337j -0.0318899-0.00144111j -0.0387514-0.0403017j -0.0152407-0.0435657j 0.035747+0.040182j -0.0280829+0.0311635j 0.0375286+0.0035714j -0.0292036-0.020102j -0.0748217+0.0114289j -0.0403451+0.0488305j -0.0214301-0.055946j -0.00358413+0.00257829j -0.0213594+0.0347587j 0.0787963-0.0214106j -0.0314125+0.0575726j 0.0591023-0.0456191j -0.070782-0.0192574j 0.03272+0.00531434j 0.042854-0.0493831j -0.00739355+0.0695788j 0.0202526+0.0393877j 0.0311925+0.0475486j -0.0452623+0.000162183j -0.0338532-0.0085454j -0.108509+0.0232002j -0.0108865-0.00825887j 0.0115913-0.0294551j 0.0342992+0.017728j 0.0207898+0.0247494j -0.0627852+0.0445356j -0.0433727+0.0184143j -0.069815+0.00148267j -0.0534056-0.0588809j 0.0217316+0.00610758j 0.037974-0.0555129j -0.0273925-0.00905139j -0.139501-0.0862967j 0.0481051-0.115625j -0.000961469+0.00386316j -0.063515-0.0494515j -0.0241513+0.0175262j -0.0565617-0.0456482j 0.0205149+0.0395559j 0.0698411+0.0547433j -0.00253462+0.0432484j 0.0775611-0.0216411j -0.013398+0.0412894j 0.0729466+0.0683601j -0.0205148-0.124023j 0.157913-0.0159476j 0.110875-0.100867j 0.037373-0.0106497j 0.0392234+0.0660608j -0.0383221+0.0536529j -0.098552-0.00118756j 0.0248745+0.0111401j 0.049495-0.0362864j -0.0129233+0.0192617j -0.0698084-0.0567946j -0.0379796+0.013406j 0.0382113-0.0383142j 0.0184842+0.0455521j -0.068977-0.0189377j -0.0189196+0.0450273j 0.023805+0.0754991j -0.0298095-0.0118819j -0.0237599-0.0147901j -0.00546535-0.074076j -0.0200918-0.0422658j 0.013096+0.0458267j -0.0739364-0.0444193j 
