-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
-0.00758619+0.0139962j -0.0164957-0.00709652j -0.0180301-0.0011613j 0.00862964-0.0191826j -0.00499336+0.00723694j -0.0056765+0.0110841j -0.000789793+0.00273577j 0.0106672-0.0203642j 0.00307056+0.00526708j 0.00459276-0.00228357j 0.00475808-0.00317042j -0.00395454-0.00165702j 0.0103547+0.0139067j -0.00672506-0.00706646j -0.00896614-0.0168427j -0.00673802-0.0135746j -0.00667884+0.00753349j 0.00194527-0.0109088j -0.0267228-0.00415038j 0.00554031+0.0129199j -0.000570408+0.00509412j -0.00167432-0.0161334j -0.00369142+0.00496335j 0.00748979+0.00831034j 0.00312833+0.000502006j 0.000685742-0.00705552j -0.0219551-0.00948731j 0.00447975-0.00658769j -0.00606447+0.0175032j 0.00798288-0.00848861j -0.00272326-0.00202166j -0.0029571-0.0033141j 0.0250781-0.00176923j 0.0197387-0.0139846j -0.00294485+0.0284393j -0.0194923+0.00716101j 0.00505489-0.00742095j -0.00621074-0.00855069j -0.00671859+0.0159601j 0.0275076-0.000237026j -0.00725154+0.0305525j -0.0307202-0.0151606j 0.0157132-0.0199046j -0.00878324+0.0118116j -0.00342786-0.00484888j -0.00781007+0.0110602j -0.011151-0.0136282j -0.0108776-0.00403463j 0.0252061-0.00306333j -0.0234893+0.00258537j -0.0122649-0.0158214j 0.0182886-0.00815539j -0.0291354+0.0134995j -0.00594211+0.0273539j -0.0212504-0.00577903j -0.0137041-0.0356425j -0.0132327+0.0224798j -0.0097028-0.0217152j 0.0137987-0.0399134j -0.00463699-0.00733584j -0.0262284-0.0166174j -0.00814366-0.0194299j 0.000568019-0.0146562j 0.00162881-0.0243511j -0.00781615-0.0460561j -0.00839961-0.00683969j 0.0119414+0.000885588j 0.0193713-0.00880334j 0.000260116-0.00138482j 0.0131778+0.0317204j -0.0311799+0.0176727j -0.00374337-0.0015817j -0.0156392+0.0318635j 0.0145648+0.0230275j -0.00334899+0.00947755j 0.00289897-0.0196623j 0.0189283-0.0133465j -0.00587371-0.00414073j 0.0101383-8.25144e-05j 0.00340783-0.00485229j 0.00765916+0.0163702j -0.00213433-0.00227688j -0.0458988+0.0104449j 0.0286393-0.0242041j 0.00342546-0.00718825j -0.00535791-0.00420294j -0.0251407-0.0322316j -0.00727065+0.0180155j 0.0142924+0.0121688j 0.0277346-0.00272727j 0.00716599-0.00321392j -0.0192468-0.000769473j -0.0180962-0.00685821j 0.0310013-0.00333416j 0.0015432-0.023087j 
-0.000713229-0.0108223j 0.0155556+0.00432888j 0.0100772-0.00718939j 0.00920676+0.00910694j 0.00159728+0.0175144j -0.00559297+0.00132433j 0.0105435+0.000910858j 0.0057372-0.00622083j -0.00410199-0.0065704j -0.000182588+0.000125645j -0.00324775-0.00267063j -0.00864017-0.00424666j 0.00179574-0.00165292j -0.00632061+0.00299413j 0.00359755-0.00171055j -0.00291622+0.00408008j 0.00441341-0.00649462j 0.0143971-0.00536836j -0.00509801+0.00110944j -0.000832674-0.0167566j 0.0065975-0.00721419j -0.0185936-0.00343931j 0.00855995-0.0146307j -0.00459792+0.00700833j -0.00486682+0.00030177j 0.0145413-0.00642266j 0.00298062-0.00302711j -0.0041824-0.000422879j 0.00320937-0.00090478j 0.00551852+0.00999266j -0.00521779+0.000454559j -0.000246397+0.00197431j -0.0163101-0.0154007j -0.0173508-0.00178194j 0.00724488-0.00641837j 0.0105793+0.00545849j 0.0154163+0.000788162j -0.00368797-0.00222023j -0.0195208+0.00289688j -0.0126654+0.0135961j -0.00407664-0.00846853j -0.0138548-0.00945224j -0.00748704+0.0127052j 0.00399244+0.00657134j -0.0142988+0.00327162j 0.00217928-0.010716j -0.00913267+0.0181402j -0.00264563-0.00477373j 0.00593673-0.00546051j 7.08199e-05-0.00080184j -0.003811+0.0157488j -0.00639947+0.00423668j -0.0149167-0.0142603j -0.000899187+0.00126106j 0.00897892+0.0169038j 0.000408877+0.00196454j -0.00533447+0.00199385j 0.00248828+0.00778376j 0.0209297-0.0206193j 0.00420835+0.0194904j 0.0100446-0.0195597j -0.0125575-0.0038696j -0.0289589-0.0191005j 0.0269718+0.000268421j -0.00502137-0.0171507j -0.00461649-0.0216585j 0.0034083-0.00570368j -0.00591827+0.0038969j 0.00656118+0.00565928j -0.00796832-0.00240756j -0.00503323-0.0122424j -0.000313625+0.00313771j 0.00476233-0.0207861j -0.0176842+0.00197322j -0.00595149-0.0144897j 0.0150617+0.0189323j 0.00811679+0.00355625j -0.0080384+0.0014066j -0.00212619+0.023129j -0.00600814+0.00726981j 0.00271341-0.00783654j 0.0236798+0.0138003j -0.00933564+0.0104216j -0.00467499+0.0207953j 0.0240312+0.000626082j 0.00532265-0.00870675j 0.000950092-0.0163189j -0.0104964-0.025213j 0.0171899+0.00162227j -0.0129623+0.00680253j -0.0266855+0.00436896j 0.0056368+0.00323795j 0.0226005-0.0257414j -0.00389924-0.0207841j -0.0189854+0.00127309j 
0.00052826-0.0051141j 0.0091769-0.00329739j 0.00191341-0.0059818j 0.00384303+0.00444228j 0.000562264+0.00499362j 0.00105171+0.000564773j 0.00503921-0.00440474j -0.0011446-0.00070049j 0.00116891+0.00408587j -0.00331177-0.00279611j -0.00120873+0.0024565j 0.00469924+0.00282996j -0.00481176-0.002641j -0.0036182+0.00292519j 0.00478032+0.000633498j 0.00518711+0.00501731j 0.000981867-0.00297779j 0.00639364-0.00397581j 0.00130682+0.000821315j -0.00862471-0.0108392j 0.00969482-0.00301951j -0.00675855+0.0112405j -0.0112303-0.00203069j -0.0120349+0.0166823j -0.00470275+0.00190446j -0.00864521+0.000275631j -0.00280717-0.00209766j -0.000556084+0.00328366j -0.000247848+0.000322515j 0.0048973+0.00928035j -0.00201265+0.00206663j -0.0129241-0.00172016j -0.000192575+0.00333743j 0.0145072+0.00133779j -0.0058598+0.00787123j -0.00624444+0.00682027j -0.0010775+0.000899156j 0.00343624+0.000858013j -0.0151452-0.0057236j -0.00711919+0.0110252j -0.00437752+0.0235736j -0.00806956-0.0163485j 0.00042617+0.00481868j 0.00737396+0.00391549j -0.00650202+0.00307723j -0.0113012+0.0118045j -0.0226148-0.00976441j 0.0126638+0.00177959j 0.0249142+0.00174447j 0.00327961-0.00384259j -0.00232261-0.00179122j -0.000954352-0.0101526j 0.00577387+0.00211511j 0.00166005+0.00460929j -0.0206407+0.0249699j 0.0203762-0.008276j -0.00366345+0.00153817j -0.00159461-0.00336069j 0.0048663+0.0187886j 0.0160606-0.00640253j -0.00216784-0.026307j 0.00146743-0.00906676j 0.00145719+0.0178788j 0.0151014-0.000349973j -0.00658385-0.0106959j 0.0137801-0.0137337j 0.00405541+0.00161539j -0.00253004+0.00376582j -0.0168505+0.0019708j 0.015861+0.0167316j -0.00852295-0.00077949j 0.0132243+0.00678514j 0.00208442-0.00402727j 0.00100317+0.00195353j 0.0189765+0.00224918j -0.0144976-0.00910081j -0.0105015-0.00331986j -0.000564634-0.00569257j 0.0181181+0.00359285j -0.00183853-0.0114441j 0.00698459-0.00433552j -0.00578655+0.00877581j -0.00204401+0.00708647j 0.0191926-0.0104167j -0.00821202+0.025766j 0.00546577+0.00181331j 0.00493971+0.0173618j 0.0137204+0.00618905j -0.0104276-0.00399109j -0.0019965-0.00557945j 0.00732976-0.0163937j -0.00845834+0.000380029j -0.0121096+0.0150167j -0.014176-0.0250492j -0.0270922+0.0234433j 
0.00337895-0.00233265j 0.00498304-0.00434311j -0.00942598-0.00376539j -0.000279583+0.00605705j 0.00928748+0.00423002j -0.0109283+0.00285923j -0.000932441-0.0134362j -0.00764065-0.00157074j -0.000388816-0.00850254j -0.000853374-0.00801814j -0.00229378+0.00647741j 0.000436691+0.00610254j 0.00132597-0.00271492j -0.00201824+0.00491835j 0.0112964+0.00815012j 0.00892557-0.00994263j -0.00481231+0.0107993j 0.0013134+0.000344114j 0.00459697+0.00988073j -0.0114146+0.00924158j 0.00777647-0.0141769j 0.0174781-0.00284232j 0.00932916+0.00417875j -0.00321171+0.00821915j -0.0105142+0.0110461j -0.0081973+0.011482j -0.00550001+0.00500192j 0.00699864-0.00068407j 0.00109449-0.00957356j 0.00352539-0.00289086j 0.0216007+0.00411117j -0.0032231+0.00328146j -0.00915884-0.0113987j -0.00813685-0.00685002j 0.01051-0.0273538j 0.00273129+0.0143362j -0.00184041+0.00124931j -0.000382533-0.00173816j 0.00203525+0.0150198j 0.0191941-0.0419475j -0.0220033+0.0002907j 0.00313028-0.012818j -6.83406e-05+0.000412675j -0.00139458+0.00379655j -0.00857506-0.000889306j 0.0248034-0.00292299j -0.00385294-0.0131989j -0.0110159+0.00656424j 0.00561639-8.47483e-05j 0.00582447+0.00298328j -0.0206013+0.000266512j -0.00787429-0.00648427j 0.016874+0.0241083j -0.00520727+0.00232417j -0.0189623-0.0129024j -0.0289175-0.0195816j 0.0049076-0.0020338j 0.0133593+0.0161166j 0.0035844+0.0220748j 0.00532217+0.0144578j 0.0103114+0.00673858j 0.0050874+0.019693j -0.00464494-0.0142994j 0.00690139+0.0357087j 0.00904922-0.0203824j -0.00568884-0.00161726j -0.00137566-0.0014458j 0.000426872-0.00762243j 0.0110712+0.00850801j -0.0103655-0.0128761j 0.0121916+0.0101305j -0.0102912-0.0154409j 0.00189023-0.0134011j -0.00431954+0.0173479j -0.00585535-0.00413857j -0.00548706+0.0166857j 0.0016962+0.0100453j 0.00521357-0.00574093j -0.0254602+0.00998041j 0.00522058+0.00460419j 0.00536408-0.00205367j -0.00620485+0.000970084j -0.00699283-0.00271839j -0.0113224-0.00589046j -0.0232768+0.0278283j -0.0185735-0.00268632j 0.0175274-0.0122245j -0.0287074+0.000870125j -0.00113989+0.00216559j -0.0231501+0.000717732j -0.0357631+0.00778484j -0.0289082-0.0184482j 0.00144444-0.0140889j 0.00416933+0.0032186j 0.000462416-0.00887167j 
0.000649787-0.00422424j -0.00213851+0.00455224j -0.00278838-0.000819952j 0.00134647-0.00121447j 0.00600011+0.00353787j -0.018092+0.00827558j -0.00363705-0.00065497j 0.00181175+0.000763355j -0.000767377-0.0117849j -0.00022873-0.00245588j -0.000949212-0.00110104j -0.00656125+0.0047526j 0.00637459+0.000163806j -0.00112829-0.00145597j 0.00709289+0.00340165j 0.00259247-0.00739277j 0.00387556+0.00136494j -0.000187362-0.000775125j 0.00124912-0.0065895j -0.00751204+0.0139991j 0.0137881+0.0111012j -0.00618366+0.00302194j 0.0258496+0.000870723j -0.00243629-0.0114693j 0.0101875-0.00830368j 0.0147722+0.00474782j -0.0076914+0.00580498j 0.00571723-0.00462901j 0.012028+0.00714653j -0.00978842-0.0106727j 0.00943529+0.0111633j 0.00637067-0.00962237j 0.00183524-0.0298173j -0.0082446-0.00325859j 0.00344617-0.00628103j -0.0121033+0.00706066j -0.00247075+0.00163711j -0.000816313-0.000145894j -0.00133474-0.00258965j 0.014152-0.00101277j -0.000811864+0.0186622j -0.00911922-0.016063j 0.00274669+0.000301544j 0.00218993-0.00181353j 0.000967262+0.00518605j 0.000141917-0.00428637j -0.0019242-0.00362395j -0.00041177-0.000188748j 0.00517881+0.00756235j 0.000813275+0.00303136j -0.00444954-0.00457051j 0.00292716-0.00116051j 0.00187842+0.00368497j -0.00401649+9.53043e-05j -0.0144169+0.00143406j 0.0162572-0.00214152j -0.00109333-0.000227003j 0.00292639-0.000464875j 0.00460463+0.00964008j 0.00747318-0.00128471j -0.00729654-0.0206878j -0.000106229-0.00285516j 0.00187561+0.00863688j 0.0196278+0.000543362j 0.00171594-0.00306584j 0.00257558-0.0122317j 0.00643445+0.00149271j -0.00186784+0.00346228j -0.00332156+0.00765207j 0.00802104+0.00564201j 0.00118147+0.00451248j 0.00304457-0.00559151j 0.000445951-0.00489614j 0.00287418+0.0151157j 0.00970001-0.00162542j -0.00849176-0.00431347j -0.00755421-0.00243391j -0.00142782-0.00239659j 0.00913913-4.25487e-05j -0.0012211-0.00215996j 0.00396476+0.00583622j -0.00129932-0.000768383j 0.00285824+0.00142513j 0.0146029-0.00807283j -0.0103317+0.00536001j -0.000941231-0.0102975j 0.00138731-0.000480019j -0.000973199-0.00390261j -0.00712829+0.00345634j -0.0048716+0.00244471j -0.0129781+0.00656242j -0.0114286+0.000464019j -0.00811132+0.00384375j 0.00508088-0.00304307j -0.00522655-0.00424479j 
-0.000528967-0.0132779j 0.000767637+0.00334138j 0.0189042+0.0011132j 0.00397297+0.00455972j 0.00429441-0.00342194j 0.00832517-0.00737971j -0.000305029+0.00684677j 0.000677394+0.00728534j 0.00797211-0.00490527j -0.00421107+0.0170728j 0.00209013-0.00686843j -0.00471157-0.0102501j -0.00552855+0.00717678j 0.0058801+0.00158376j -0.00542601-0.0149631j 3.40972e-05+0.00868261j 0.0110591-0.0169775j -0.000248017-0.00206778j 0.00330136-0.00328789j 0.000630213-0.0103809j -0.00161321-0.0089702j 0.00954968-0.00294938j -0.00796163+0.00802163j -0.0133771+0.00418664j 0.0173771+0.0167359j 0.0171371+0.013053j 0.00896073+0.000413013j -0.0043501-0.00177163j 0.00339433-0.000559976j 0.00302226-0.00160669j -0.00932446+0.000539167j -0.0125664+0.00484841j -0.00260855-0.0147953j 0.0062749-0.000895114j 0.0279167-0.0225551j 0.000496196+0.0205574j -0.000970914+0.00899528j 0.0071766-0.0027839j -0.0112334+0.00943396j 0.0311613-0.0327206j -0.0163843+0.0160247j 0.00131575-0.0252138j 0.000333799+0.00127965j -0.00269356+0.00248242j -0.00958894+0.000539506j 0.0217043-0.00211471j 0.00441934-0.0191294j -0.0169772+0.00405707j 0.00904806+0.00346647j 0.0041615+0.00721333j -0.0150397-0.00529961j -0.00983428-0.0143456j 0.0180987+0.0289067j -0.00636551+0.00044765j -0.0372503-0.0223714j -0.00727197-0.0259027j 0.00159766-0.00210832j 0.00836643+0.0225128j 0.00750573+0.0230294j 0.00874916+0.0151999j -0.00743353-0.0100123j -0.00572981+0.00523162j -0.000770385-0.0102884j 0.0128975+0.0244362j 0.0150547-0.00921393j -0.0063659-0.0014775j 0.00306446+0.00040602j 0.0016688-0.00826078j 0.00868982+0.011315j -0.00289713-0.00520953j 0.0118344+0.0180967j -0.00663915-0.0196637j 0.00325172-0.0184824j 0.00382585+0.0325624j 0.00347696-0.00228505j -0.00564224+0.00767586j -0.00550212-0.00145647j 0.00179506-0.00461584j -0.0137512+0.00227209j 0.000434195+0.000332733j 0.00471884+0.00712395j -0.00610449+0.00141978j 0.00300349-0.00184595j 0.00583344-0.0175566j -0.0246784+0.0133756j -0.0133911-0.000415975j 0.0131149-0.00875331j -0.0140568-0.00178703j 0.00186243+0.00709301j -0.0226079+0.00334882j -0.0383079+0.00925942j -0.0382309-0.00529725j 0.00359562-0.009867j -0.00369885-0.0119291j -0.00934949+0.000189976j 
-0.0046578-0.012752j -0.00607903+0.0070636j 0.0148351+0.00235945j 0.00369515-0.0231025j 0.00595899+0.000513167j -0.0173068-0.000396623j -0.0225893+0.00588578j 0.00456337+0.00089813j 0.00343486-0.00950082j 0.0125686+0.00637231j -0.0110212-0.028019j 0.00993968+0.00868768j 0.0287722-0.00878738j 0.00535645+0.000975563j 0.0318771-0.00679741j 0.0108356+0.012527j -0.00396457+0.00792759j -0.00750426-0.00271917j -0.00763695-0.00274161j 0.00388185-0.00773985j -0.00535938-0.00212577j -0.00424236+0.00142314j -0.00761193-0.00028979j 0.00568286-0.000304534j -0.00456612+0.000521912j -0.00745282-0.00191318j 0.00481769+9.39195e-05j 0.0148594+0.000584443j -0.00506179-0.000179227j 0.000533943+0.000828715j -0.0041091-0.00139259j -0.00404387-0.00049667j -0.00202309+0.005306j 0.00119431-0.000236521j 0.000455644+0.00195828j 0.00246906-0.000729223j -0.00173496-0.00141277j -0.00230937+0.00104005j -0.00122924-0.000116319j -0.00293519+0.00274237j 0.00178876-0.00228215j 0.000820683+0.00164752j -0.00360254-0.00217954j 0.000849645+0.000369192j 0.0016183-0.000369049j -0.00148432+0.00110165j -0.0012214+0.000784363j 0.00142287+0.000823313j 0.000274392-0.000470537j -0.000842372+0.00181538j 0.00104691-8.92838e-06j 0.00117605+0.00149405j -0.00108535-0.000865371j 0.00134546-0.00115678j 0.00153953+0.00153999j 0.000383787+0.00138081j 0.00106792-0.000760409j -0.00109187-0.00108122j -0.000730208-0.00208793j -0.00156473-0.000676682j 4.60951e-05+0.00177155j -0.000587478-0.00138292j 8.50178e-06-0.000504492j -0.00285228-0.00183175j -0.000411374+0.000819213j -0.000217556+0.000583716j 0.000801003-0.000709364j -0.000821403-0.000499436j -0.00146146-0.00119634j 2.03053e-06+0.000924604j -0.00195514-0.00113244j 0.000353946+0.0017807j 0.00194542+0.00152088j 0.000340179-0.0032638j -0.00133928-0.000161589j 0.000747316-0.000501797j 8.49019e-05-0.00128757j 0.000285301+0.0016964j 0.000474402-0.000440729j 0.000268913+0.000777425j -3.35157e-05+0.000107026j 0.000664084+0.000332099j -0.000415243+0.000543435j -0.000702564+0.00133966j 0.00113727-0.00157329j 0.000895616+0.00106742j -0.0014251+0.00129755j 0.00151738+0.0011664j 0.000900776-0.000699131j 0.00242798-0.00324465j 0.00391528-0.000476029j 0.00301922+0.00116928j 0.00021235+0.000761278j -0.000684236+0.000210182j 0.000418916+0.00100545j 
0.0051078+0.00175851j 0.00049352+0.00300528j 0.00167988+0.00079047j -0.00795554+0.00112204j -0.00172764-0.007031j -0.00101464+0.00317274j 0.00537647-0.000874022j -0.00183531-0.00115419j 0.0029339+0.00316003j 0.00291951-0.00163091j -0.00682495-0.00194594j -0.00564893+0.0049851j -0.000223868-0.000862946j -0.00179165+0.0013714j 0.0037026+0.00650918j 0.000922739+0.00597965j -0.00285078+0.00342629j 0.00116512+0.00319941j -0.00172942+0.0136343j -0.00121687-0.00103892j 0.00120792+0.00271748j -0.00980577+0.00446102j 0.00206288-0.00814664j -0.0156242+0.0190255j 0.00374428+0.000459325j -0.0175804+0.00693524j -0.00700455-0.0111943j -0.000122352+0.00422933j -0.0079479+0.00178869j 0.0078042-0.000141734j 0.00891746+0.008453j -0.00647833-0.00495692j -0.000635544+0.00770553j 0.00379857-0.00440949j -0.00288554+0.00982922j 0.00381169+0.0057974j 0.00284032+0.00142299j -0.000929634-0.000688365j 0.000588024+0.00423278j -0.00968325-0.00400379j 0.00944944+0.012569j -0.0021766-0.00200176j 0.000670998-0.00340193j 0.00153383-0.00203991j 0.00374031-0.00595434j 0.00268904-0.00483279j 0.0110012-0.00879455j -0.0055243+0.00409826j -0.0073317+0.0011567j -0.00278154-0.00619794j 0.00419557+0.00373989j 0.0061567+0.00755505j -0.00131766-0.0173902j -0.0017285-0.00537669j 0.00813236-0.00742661j -0.00468539+0.0118145j -0.00393428-0.000149747j -0.00321814-0.0062464j 0.00552033-0.00429413j -0.00727588-0.00126832j -0.00155495-0.0043761j 0.00104592-0.0061576j 0.00718851+0.00170244j 0.00577621-0.00135012j 0.00238449+0.0196091j 0.00344031+0.010282j -0.00345766+0.00618932j -0.00712009+0.0031028j 0.00467579-0.00351963j -0.00720634-0.00264485j 0.0061189+0.00187624j -0.00689749-0.00180137j -0.000179565+0.00791107j 0.0014986-0.0018132j 0.000745839+0.00349054j 0.00121995-0.00343263j 0.00371819+8.60904e-05j -0.00499358+0.00145382j 0.00814942-0.000842986j -0.00281884+0.000483128j -0.00841083+0.00154965j 0.00128138-0.00210828j 0.0049443+0.00116972j -0.00657122+0.00355504j 0.0275317-0.00920478j 0.00951444-0.0056895j -0.0148714-0.00393459j 0.0186366-0.00266416j -0.00722719+0.00474406j 0.00498003+0.00857785j -0.00107836+0.00810037j 0.00320669+0.0197947j -0.00136644+0.0183197j 0.00795822+0.0018659j 0.00486828-0.00282498j 
0.0063409+0.00587006j 0.000256989-0.000843108j -0.00740578+0.000358963j -0.00215883+0.00243439j 0.00959474+0.0156028j -0.00803718-0.0121006j -4.87448e-06-0.00437416j -0.00188468-0.00604423j -0.000612493-0.00115912j -0.0026874-0.00747326j 0.00295725+0.0033635j 0.000838264-0.00856668j -0.00152898-0.00865753j -0.00383759+0.00260077j -0.000759907+0.0028143j -0.000574975-0.00321855j 0.00101564+0.00855066j 0.00381544+0.00179279j -0.00619363+0.00402529j -0.00431814-0.0130996j -0.00112802-0.0120417j 0.00501696-0.0212721j 0.0095357+0.0189491j 0.00526601-0.00940003j -0.0285731+0.0181776j -0.0114756-0.00137811j 0.00644545-0.0022816j 0.00102791-0.00296324j -0.00868293-0.0146032j 0.0104761+0.0108533j -0.0100982-0.00417336j 0.00580941+0.00816378j 0.00126238-0.0142713j -0.00432881+0.000189551j 0.0146417-0.00360216j -0.00323641+0.0161338j -0.000843712+0.00487678j 0.00209698+0.000551231j -0.00432006+0.000891209j 0.00778849-0.00754586j -0.000574052+0.00809042j -0.00295651-0.0208471j 0.00158419-0.000527427j -0.00432963-0.00139452j -0.00693438+0.00234557j -8.20862e-05-0.00667168j -0.00295493-0.0103044j -0.00606288-0.00115746j 0.0120122+0.0079843j 0.00128905+0.00511502j -0.00384321-0.00709969j -0.00419242-0.00484184j 0.0141047+0.00709354j -0.00434705+4.78772e-05j -0.0296196-0.00527252j 0.0116909-0.00833333j -0.0012158+0.000452155j 0.00619625+0.00137938j 0.00645965+0.00929609j 0.00586823+0.000821268j -0.0132955-0.0173158j -0.00586121+0.0022562j 0.00428165+0.00373549j 0.0164975-0.00162533j 0.0109768-0.00363528j 0.00147908-0.00465125j 0.00541367+6.43146e-05j 0.000518987+0.00106449j 0.00435794+0.00598578j 0.00438735+0.00150383j 0.00974117+0.00865967j -0.00505406-0.00815159j -0.00281065-0.00829058j 0.00992586+0.0170376j 0.00795907-0.00149374j -0.00767781-0.00350599j -0.00607502-0.00108908j 0.000596009-0.00179525j 0.00344652-0.00412771j 0.000656175-0.000417739j 0.00312838+0.0102859j -0.00288566-0.00377669j 0.00542377-0.00155663j 0.00827443-0.0119322j -0.00871965-0.000804402j -0.00642288-0.0108052j 0.00203955-0.00420606j -0.00448523-0.00304403j -0.00669535+0.00704243j -0.00627546+0.00667865j -0.0145306+0.0144091j -0.0112055+0.00250568j -0.00172229+0.00226848j 0.0039414-0.00785787j -0.00586133-0.00586702j 
-0.00213923+0.00581035j -0.00492126+0.000256682j 0.00218498+0.00160621j 0.000273604-0.00529224j 0.00138856+0.0069027j -0.00227359-0.00273843j 0.00114875+0.00354528j 0.000707996-0.00163168j 0.000301447+0.00519426j -0.00152408+0.0014385j 0.00394645-0.000269521j 0.00459841+0.00152555j -0.00322557+0.000284714j 0.000384796-0.00196157j -0.00464168-0.0064213j 0.00190009+0.00468566j 0.00219091-0.00332209j -0.00136021-0.00181742j -0.00290398-0.010115j -0.00574351-0.00747219j 0.0101061-0.00332702j -0.00896749+0.0121705j -0.00472633+0.00865894j -0.00245189+0.00440672j 0.00239674-0.00373154j 0.000247425+0.00076381j 0.000918192+0.00232849j 0.000213185-0.0010216j 0.00124437-0.00373946j -0.000489413-0.000144405j -0.0049178-0.00388294j 0.00342333+0.00294879j 0.010497-0.00387232j 0.0121261+0.000433706j -0.000256541+0.00887027j -0.0118513-0.00293204j -0.00490579-0.00678241j 0.000557729+0.00332862j -0.021979-0.0105587j -0.00159096+0.0124462j 0.00115868+0.00233324j -0.00447115-0.0147379j 0.00543281+0.00558679j -0.000683116-0.0030778j 0.00545293+0.00387021j -0.0297009+0.00463852j -0.013503-0.0134385j 0.0157332+0.00347308j 0.00448404+0.0102721j 0.00106553-0.00146241j 0.0129881-0.00765671j -0.00150574+0.00258839j 0.00715704-0.0100736j 0.00368916+0.0042005j 0.00431627+0.023182j 0.0100588-0.00434696j 0.00428545+0.00445255j 0.00136421-0.00928845j -0.00526756-0.00713374j 0.0103593-0.0137862j 0.000386548-0.00140231j -0.000266072-0.00929413j 0.00018156+0.0261228j 0.00241634-0.00145408j -0.00685493+0.00735953j 0.00574014-0.00493117j -0.00118031-0.00264891j -0.00590904+0.000806299j -0.00762785-0.000177207j -0.00178203+0.00385767j -0.00512459-0.00499524j 0.00734+0.00866106j -0.00292101+0.0148593j -0.00358156-0.0138448j -0.00320647+0.00957593j -0.00346602-0.00839466j -0.000358717-0.00254615j -0.000884987+0.00103482j 0.010845-0.0021305j -0.0033103+0.0012387j 0.00799407-0.00455408j 0.000962287-0.0047519j -0.000958808+0.00731916j -0.0138122+0.0107742j 0.0103098-0.00275612j 0.000250928-0.00985149j -0.00328103+0.0121295j -0.00133383+0.00260863j -0.0105535-0.00118285j 0.0100966+6.10426e-05j 0.0159925+0.00383687j 0.0111583-0.00772739j -0.00399353-0.00223613j 0.0103294-0.00836078j -0.0128637-0.013038j 
