0.70996-0j 0.717317-0j 0.0831455-0j 0.102887-0j 0.0600176-0j 0.0505971-0j 0.00730306-0j 0.0590299-0j 0.0361483-0j 0.00852024-0j 0.0516512-0j 0.00521756-0j 0.00745521-0j 0.021305-0j 0.00307512-0j 0.0367194-0j 0.00649114-0j 0.000540929-0j 0.041479-0j 0.0338675-0j 0.00733253-0j 0.0342185-0j 0.000611044-0j 0.0296341-0j 0.00598698-0j 0.0244468-0j 0.00604903-0j 0.000498915-0j 0.00523861-0j 0.00781088-0j 0.000504085-0j 0.000436551-0j 0.00432163-0j 0.00138078-0j 0.000360136-0j 0.000115065-0j 0.0288474-0j 0.00480791-0j 0.00294423-0j 0.0319283-0j 0.000600989-0j 3.54136e-05-0j 0.0252415-0j 0.00532138-0j 0.0168277-0j 0.0255031-0j 0.00325867-0j 0.000665172-0j 0.00420692-0j 0.0294484-0j 3.91957e-05-0j 0.00280461-0j 0.0104116-0j 0.0025762-0j 0.00425052-0j 0.0171783-0j 0.00171747-0j 0.0026029-0j 0.000525865-0j 0.0182203-0j 0.000350577-0j 0.00490807-0j 0.000531314-0j 3.09869e-05-0j 0.0106285-0j 0.00300557-0j 0.00173527-0j 2.06579e-05-0j 0.00286304-0j 3.1308e-05-0j 0.00277271-0j 0.00106263-0j 0.00175325-0j 0.00303672-0j 0.000613509-0j 0.0018596-0j 0.000216908-0j 0.00177142-0j 3.61514e-05-0j 0.00035788-0j 0.000379589-0j 0.00108477-0j 1.27814e-05-0j 0.000462118-0j 2.10883e-05-0j 0.000221427-0j 0.000282988-0j 2.23675e-05-0j 5.77647e-05-0j 1.30477e-05-0j 3.40382e-06-0j 
1.30477e-05-0j 6.29444e-05-0j -0.000293708-0j 0.00106964-0j -0.000246691-0j 9.29879e-07-0j 0.00370601-0j -3.19281e-06-0j 6.64338e-07-0j -0.0127249-0j 4.53238e-06-0j 0.0026477-0j 0.0180637-0j -5.52222e-06-0j -0.0220087-0j 6.74834e-07-0j -2.29297e-05-0j -0.026059-0j -2.24352e-06-0j 6.22421e-07-0j 7.62308e-05-0j 3.00266e-06-0j 0.0866343-0j -1.60285e-06-0j -2.11488e-05-0j 5.22782e-07-0j -0.000102025-0j -0.024035-0j 5.44619e-05-0j -2.68318e-06-0j -0.115949-0j 0.0618945-0j -1.77632e-05-0j 9.11699e-05-0j -0.0201874-0j 0.103612-0j 5.30162e-07-0j -1.69837e-05-0j 5.41094e-08-0j -1.72694e-06-0j 0.000304978-0j 0.0780956-0j 4.63892e-07-0j 5.53224e-05-0j 3.09261e-07-0j 2.23789e-06-0j -1.76255e-07-0j -0.000993427-0j -1.48608e-05-0j -1.59281e-06-0j -0.254387-0j -9.90719e-06-0j 1.91345e-07-0j 4.73457e-08-0j -7.16909e-05-0j 3.67347e-07-0j 3.15638e-08-0j 2.28404e-07-0j 0.000266856-0j 1.59883e-06-0j 0.000177904-0j 5.10256e-05-0j 0.00128736-0j 0.0683336-0j -2.75489e-06-0j -1.62565e-07-0j -6.12976e-06-0j 0.0455557-0j -1.1768e-05-0j 0.329653-0j 1.65086e-06-0j 1.95291e-08-0j 3.74922e-08-0j -5.12185e-05-0j -0.000916269-0j 1.6318e-07-0j 0.000110072-0j 8.82529e-05-0j -0.234629-0j 0.000211318-0j 0.000919732-0j -2.81169e-07-0j 0.0281862-0j -5.28853e-05-0j 0.0541122-0j -0.00158476-0j 1.6849e-07-0j 0.235515-0j 0.000949664-0j -0.405809-0j 0.24318-0j 
0.0200667-0j 0.0202747-0j 0.00235007-0j 0.00290807-0j 0.00169637-0j 0.00143011-0j 0.000206418-0j 0.00166846-0j 0.00102172-0j 0.000240821-0j 0.0014599-0j 0.000147472-0j 0.000210719-0j 0.000602178-0j 8.6917e-05-0j -0.00420777-0j -0.000743836-0j -6.19864e-05-0j 0.00117239-0j 0.000957251-0j 0.000207251-0j 0.000967171-0j 1.72709e-05-0j 0.000837595-0j 0.00016922-0j 0.000690981-0j 0.000170973-0j 1.41016e-05-0j 0.000148067-0j 0.000220772-0j 1.42478e-05-0j 1.23389e-05-0j 0.000122149-0j 3.90273e-05-0j 1.01791e-05-0j 3.25227e-06-0j 0.000815362-0j 0.000135894-0j 8.32175e-05-0j -0.00365874-0j 1.69867e-05-0j 1.00095e-06-0j 0.000713442-0j -0.00060979-0j 0.000475628-0j 0.000720835-0j -0.000373419-0j -7.62238e-05-0j 0.000118907-0j 0.000832349-0j -4.49153e-06-0j 7.92713e-05-0j 0.00029428-0j 7.28153e-05-0j 0.000120139-0j 0.000485537-0j 4.85436e-05-0j 7.35699e-05-0j 1.48634e-05-0j 0.000514989-0j 9.90891e-06-0j 0.000138725-0j 1.50174e-05-0j 8.75832e-07-0j 0.000300411-0j 8.49512e-05-0j 4.90466e-05-0j 5.83888e-07-0j 8.09228e-05-0j 8.84909e-07-0j 7.83695e-05-0j 3.00348e-05-0j 4.95549e-05-0j 8.58316e-05-0j 1.73406e-05-0j 5.25609e-05-0j 6.13083e-06-0j 5.00684e-05-0j 1.0218e-06-0j 1.01153e-05-0j 1.07289e-05-0j 3.06605e-05-0j 3.61262e-07-0j 1.30616e-05-0j 5.96053e-07-0j 6.25855e-06-0j 7.99855e-06-0j 6.32209e-07-0j 1.6327e-06-0j 3.68789e-07-0j 9.62076e-08-0j 
-0.0226678-0j 0.0222507-0j -0.00265469-0j -4.67583e-05-0j 0.00375069-0j 0.00487567-0j 0.000703742-0j -2.68268e-05-0j -0.00115415-0j -3.87212e-06-0j 0.00160219-0j -0.000166588-0j 0.000231256-0j 0.00200197-0j 0.000288959-0j -0.00117239-0j -0.000207251-0j -1.72709e-05-0j 5.6893e-05-0j -0.00108133-0j 1.00574e-05-0j 0.00106143-0j 8.38113e-07-0j -1.34675e-05-0j -0.000191154-0j 0.00152776-0j 0.000187637-0j -1.59295e-05-0j -2.38075e-06-0j 0.000979804-0j 1.56364e-05-0j -1.98396e-07-0j 0.000270072-0j 0.000173206-0j 2.2506e-05-0j 1.44339e-05-0j -0.000921049-0j -0.000153508-0j -9.40042e-05-0j -1.45102e-05-0j -1.91885e-05-0j -1.13069e-06-0j 0.00243234-0j -2.41836e-06-0j -0.000537279-0j -0.00238758-0j -1.48094e-06-0j -3.02295e-07-0j 0.00040539-0j -1.33832e-05-0j -1.78129e-08-0j -8.95465e-05-0j -0.000332424-0j 0.000248249-0j -0.00039793-0j 0.00107352-0j -5.48358e-05-0j -0.000243682-0j 5.06737e-05-0j 0.000565182-0j -1.11933e-05-0j -2.23053e-06-0j -4.97413e-05-0j 2.98598e-06-0j 0.000998728-0j -1.36592e-06-0j -5.5404e-05-0j -6.59572e-07-0j 0.000178921-0j -2.93103e-06-0j 0.000435078-0j -3.39279e-05-0j 0.000109566-0j 9.41969e-05-0j -2.78816e-07-0j 5.76836e-05-0j -6.92551e-06-0j 0.000166455-0j -1.64294e-08-0j 2.23651e-05-0j 1.17746e-05-0j 0.000101932-0j -4.08089e-07-0j 7.2513e-05-0j 1.31787e-06-0j 2.08068e-05-0j 4.4405e-05-0j 6.93826e-07-0j 9.06413e-06-0j 1.22605e-06-0j 5.34109e-07-0j 
-0.00323826-0j -0.00327181-0j 0.0179391-0j 0.0221985-0j 0.0129491-0j -0.000230783-0j 0.00318466-0j -0.000269246-0j -0.000164879-0j 0.00371544-0j -0.000235591-0j 0.00227523-0j 0.00325101-0j -9.71761e-05-0j 0.00134097-0j 0.000679027-0j -0.00567801-0j -0.00143951-0j -0.000189193-0j -0.000154476-0j 0.00158203-0j -0.000156077-0j 0.000401082-0j -0.000135166-0j 0.00129172-0j -0.000111507-0j 0.00130511-0j 0.000327482-0j 0.00113026-0j -3.56269e-05-0j 0.000330876-0j 0.000286547-0j 0.000932416-0j 0.000297911-0j 0.000236389-0j 7.55275e-05-0j 0.0257745-0j 0.00103733-0j -1.34292e-05-0j -0.115657-0j 0.000262074-0j 3.10473e-05-0j 0.0225527-0j -0.00465478-0j 0.0150351-0j 0.0227864-0j 6.02602e-05-0j -0.001176-0j 0.000907666-0j 0.0263114-0j -0.000139317-0j 0.000605111-0j 0.0093025-0j -1.17505e-05-0j 0.000917072-0j 0.0153483-0j -7.83368e-06-0j -1.18723e-05-0j 0.000229315-0j 0.0162794-0j 0.000152877-0j 0.00105894-0j 0.000231691-0j 2.71664e-05-0j 0.0094963-0j -1.37089e-05-0j 0.000374393-0j 1.81109e-05-0j 0.000617717-0j 2.74479e-05-0j 0.00247734-0j -4.84684e-06-0j -7.99689e-06-0j 0.000655188-0j 0.000267534-0j -8.48198e-06-0j 9.45877e-05-0j 0.000382193-0j 3.16941e-05-0j 0.000156062-0j 0.000165528-0j -4.94782e-06-0j 1.12056e-05-0j 9.97045e-05-0j 1.84882e-05-0j 9.65582e-05-0j -1.29076e-06-0j 1.96097e-05-0j 2.51896e-05-0j 1.1439e-05-0j 2.98415e-06-0j 
-0.00264402-0j -0.00267142-0j -0.00030965-0j -0.000383172-0j -0.000223517-0j 0.0181299-0j -2.7198e-05-0j 0.0211516-0j 0.0129526-0j -3.1731e-05-0j 0.0185076-0j -1.94312e-05-0j -2.77646e-05-0j 0.007634-0j -1.14523e-05-0j -0.0808017-0j -0.00942984-0j 8.16742e-06-0j 0.0225133-0j 0.018382-0j 0.00262738-0j 0.0185725-0j -2.27564e-06-0j 0.0160843-0j 0.00214525-0j 0.0132689-0j 0.00216748-0j -1.85805e-06-0j 0.00187709-0j 0.00423946-0j -1.87731e-06-0j -1.6258e-06-0j 0.00154852-0j 0.000494761-0j -1.34121e-06-0j -4.28525e-07-0j -0.000107433-0j 0.00260956-0j 0.00212091-0j 0.000482082-0j 0.000215346-0j -1.31887e-07-0j -9.40042e-05-0j -0.0117098-0j -6.26695e-05-0j -9.49784e-05-0j -0.00951709-0j -0.000966312-0j 0.00228336-0j -0.000109672-0j 5.91811e-07-0j 0.00152224-0j -3.87748e-05-0j 0.0018558-0j 0.00230703-0j -6.39751e-05-0j 0.0012372-0j 0.00187503-0j 0.000188427-0j -6.78558e-05-0j 0.000125618-0j 0.00266392-0j 0.00019038-0j -1.15401e-07-0j -3.95826e-05-0j 0.0021651-0j 0.000941839-0j -7.6934e-08-0j 0.00155396-0j -1.16597e-07-0j -1.03261e-05-0j 0.000765478-0j 0.00126297-0j 0.00164822-0j 0.000219832-0j 0.00133959-0j 7.77224e-05-0j 0.000961461-0j -1.34635e-07-0j 0.000128235-0j 0.000136014-0j 0.000781425-0j -4.76005e-08-0j 0.000250821-0j -7.85368e-08-0j 7.93416e-05-0j 0.000203854-0j -8.33009e-08-0j 2.06982e-05-0j -4.85922e-08-0j -1.26765e-08-0j 
0.0182113-0j -0.0187-0j 0.0043236-0j 0.00263918-0j -0.00156462-0j -0.00131903-0j -0.000190386-0j 0.00306958-0j 0.00279685-0j 0.000443056-0j 0.00132491-0j 0.000403691-0j 0.000191235-0j -0.000555408-0j -8.01662e-05-0j -0.000957251-0j -0.00016922-0j -1.41016e-05-0j -0.00108133-0j -0.00173287-0j -0.000191154-0j 0.00177937-0j -1.59295e-05-0j 0.00229283-0j -0.000306331-0j 0.00062709-0j 0.000314552-0j -2.55276e-05-0j 0.00040532-0j -0.000203625-0j 2.62126e-05-0j 3.37766e-05-0j 0.000110855-0j -3.59961e-05-0j 9.2379e-06-0j -2.99967e-06-0j -0.000752034-0j -0.000125339-0j -7.67541e-05-0j -0.000832349-0j -1.56674e-05-0j -9.23208e-07-0j 0.000647474-0j -0.000138725-0j 0.00218878-0j -0.000664849-0j -8.49512e-05-0j -1.73406e-05-0j 0.000107912-0j -0.00150677-0j -1.0218e-06-0j 0.000364796-0j 0.00134405-0j 6.60825e-05-0j -0.000110808-0j 0.000893276-0j 0.000223391-0j -6.78558e-05-0j 1.3489e-05-0j 0.00140973-0j 4.55995e-05-0j -0.000251128-0j -1.3851e-05-0j 7.94849e-07-0j 0.000272633-0j -0.000153784-0j 0.000224009-0j 2.68698e-06-0j 0.000148879-0j -8.16179e-07-0j -7.22826e-05-0j 0.000137177-0j 9.11696e-05-0j 0.000234956-0j -3.13909e-05-0j 0.00014388-0j 2.80011e-05-0j 4.54389e-05-0j -1.84973e-06-0j 1.86099e-05-0j 2.93694e-05-0j 2.78255e-05-0j 1.64998e-06-0j -1.20471e-05-0j 1.0966e-06-0j 5.67986e-06-0j -7.37731e-06-0j 1.73061e-06-0j -1.50589e-06-0j 3.34689e-07-0j -8.87353e-08-0j 
0.0187-0j -0.0188861-0j -0.0043684-0j -0.00263285-0j 0.00144775-0j 0.0013327-0j 0.000192359-0j 0.0030131-0j 0.000952128-0j 0.000434903-0j -0.00135991-0j 0.000137428-0j -0.000196287-0j 0.00267938-0j 0.000386735-0j 0.000967171-0j 0.000170973-0j 1.42478e-05-0j -0.00106143-0j -0.00177937-0j -0.000187637-0j 0.00179708-0j -1.56364e-05-0j -0.000758325-0j -0.000314552-0j 0.000589708-0j 0.000317682-0j -2.62126e-05-0j -0.000134054-0j 0.00217606-0j 2.64735e-05-0j -1.11712e-05-0j 0.000104247-0j 0.000384677-0j 8.68721e-06-0j 3.20564e-05-0j 0.000759827-0j 0.000126638-0j 7.75495e-05-0j -0.000817034-0j 1.58297e-05-0j 9.32776e-07-0j 0.000664849-0j -0.000136172-0j -0.00221146-0j -0.000671466-0j -8.33882e-05-0j -1.70215e-05-0j 0.000110808-0j 0.00150315-0j -1.003e-06-0j -0.000368577-0j 0.000274236-0j 6.78558e-05-0j -0.000111911-0j -0.000826551-0j -0.000225706-0j -6.85312e-05-0j 1.3851e-05-0j -0.000479719-0j -4.60721e-05-0j 0.000250526-0j -1.39889e-05-0j 8.16179e-07-0j 0.00133667-0j 0.000153415-0j 4.5706e-05-0j -2.71482e-06-0j -0.000137758-0j -8.24303e-07-0j 0.00133815-0j 2.79891e-05-0j -8.43595e-05-0j -7.99531e-05-0j 3.13157e-05-0j -4.89611e-05-0j 5.71325e-06-0j 0.000222779-0j 1.8453e-06-0j -1.72198e-05-0j -9.99414e-06-0j 0.000136423-0j 3.36657e-07-0j 0.000223025-0j -1.01469e-06-0j 2.78473e-05-0j 0.000136574-0j -5.8891e-07-0j 2.78781e-05-0j 1.64092e-06-0j 1.64273e-06-0j 
0.000381632-0j 0.000385587-0j -0.00427298-0j -0.00528754-0j -0.0030844-0j 2.7198e-05-0j 0.0175638-0j 3.1731e-05-0j 1.94312e-05-0j 0.0204911-0j 2.77646e-05-0j 0.0125482-0j 0.0179297-0j 1.14523e-05-0j 0.00739562-0j 0.0116627-0j 0.00135247-0j -0.0161622-0j -0.00324952-0j -0.00265322-0j -0.00037683-0j -0.00268071-0j 0.0045032-0j -0.00232157-0j -0.000307681-0j -0.00191519-0j -0.000310869-0j 0.00367684-0j -0.000269221-0j -0.000611914-0j 0.00371495-0j 0.00321724-0j -0.000222096-0j -7.09606e-05-0j 0.00265409-0j 0.000847994-0j 1.55067e-05-0j 0.0360103-0j 1.58264e-06-0j -6.95825e-05-0j 0.00144537-0j 0.000525633-0j 1.35683e-05-0j -0.161588-0j 9.04556e-06-0j 1.37089e-05-0j -7.10173e-06-0j -0.00648576-0j 0.0315091-0j 1.58297e-05-0j -0.00235865-0j 0.021006-0j 5.59665e-06-0j 1.38481e-06-0j 0.0318356-0j 9.23401e-06-0j 9.23208e-07-0j 1.39916e-06-0j 0.0012647-0j 9.79414e-06-0j 0.000843133-0j 0.0367606-0j 0.00127781-0j 0.000459928-0j 5.71325e-06-0j 1.61561e-06-0j 0.0129968-0j 0.000306619-0j 0.0214437-0j 0.000464695-0j 1.49044e-06-0j 5.71206e-07-0j 9.42442e-07-0j 0.0227444-0j 0.00147548-0j 9.99611e-07-0j 0.000521662-0j 0.0132676-0j 0.000536583-0j 0.000860698-0j 0.000912908-0j 5.83106e-07-0j 0.000189711-0j 0.00346118-0j 0.000313007-0j 0.00053253-0j 1.52118e-07-0j 0.000331994-0j 0.000138924-0j 0.000193663-0j 5.05218e-05-0j 
0.003658-0j -0.00359069-0j -0.0202644-0j -0.000356926-0j 0.0286306-0j -0.000786807-0j 0.0108575-0j 4.32916e-06-0j 0.000186251-0j -5.97399e-05-0j -0.000258552-0j -0.00257015-0j 0.00356786-0j -0.000323066-0j 0.00445812-0j 0.000189193-0j -0.00158203-0j -0.000401082-0j -9.18106e-06-0j 0.000174499-0j 7.67719e-05-0j -0.000171288-0j 1.94635e-05-0j 2.17331e-06-0j -0.00145916-0j -0.000246541-0j 0.00143231-0j -0.000369931-0j -1.81732e-05-0j -0.000158115-0j 0.000363124-0j -4.60734e-06-0j 0.00206158-0j 0.00132216-0j 0.000522658-0j 0.000335198-0j -0.0291154-0j -0.00117179-0j 1.51699e-05-0j -0.000458682-0j -0.000296045-0j -3.50716e-05-0j 0.0768888-0j -1.84604e-05-0j -0.016984-0j -0.0754741-0j 2.38985e-07-0j -4.66387e-06-0j 0.00309451-0j -0.000423057-0j -5.52517e-07-0j -0.000683545-0j -0.0105083-0j -4.00611e-05-0j -0.00303757-0j 0.0339352-0j 8.84909e-06-0j 3.9324e-05-0j 0.000781804-0j 0.017866-0j -0.000172693-0j -1.70266e-05-0j -0.000767419-0j 9.26184e-05-0j 0.0315709-0j 2.20424e-07-0j -0.000422922-0j -2.04585e-05-0j 0.00136578-0j -9.09142e-05-0j 0.0137533-0j 5.47509e-06-0j -1.76811e-05-0j 0.000719044-0j -4.30164e-06-0j -9.30865e-06-0j -0.000106848-0j 0.00127062-0j -5.09604e-07-0j 0.000345053-0j 0.000181661-0j -1.64493e-05-0j -1.2658e-05-0j 0.000553522-0j 4.08775e-05-0j 0.000321012-0j -7.16582e-06-0j 2.15209e-05-0j 0.000139843-0j 3.80295e-05-0j 1.65669e-05-0j 
-0.0480644-0j -0.0158967-0j 0.0018966-0j -9.91455e-05-0j -0.00267962-0j 0.00115415-0j 0.000166588-0j 1.9166e-05-0j 0.000772083-0j 2.76638e-06-0j 0.00339725-0j 0.000111441-0j 0.000490351-0j -0.00143028-0j -0.000206443-0j 0.000837595-0j 0.000148067-0j 1.23389e-05-0j 1.34675e-05-0j -0.00229283-0j 2.38075e-06-0j -0.000758325-0j 1.98396e-07-0j 9.00925e-06-0j -0.00040532-0j 0.00323944-0j -0.000134054-0j -3.37766e-05-0j 1.59263e-06-0j -0.000700005-0j -1.11712e-05-0j 1.32719e-07-0j 0.000572657-0j -0.000123745-0j 4.77214e-05-0j -1.03121e-05-0j 0.000658029-0j 0.000109672-0j 6.71598e-05-0j 1.03666e-05-0j 1.37089e-05-0j 8.07807e-07-0j -0.00170885-0j 1.72776e-06-0j 0.00038385-0j -0.000565182-0j 1.05803e-06-0j 2.1597e-07-0j -0.000284809-0j -2.83775e-05-0j 1.27262e-08-0j 6.39751e-05-0j 0.00301923-0j -0.000174409-0j -9.41969e-05-0j -0.000766962-0j 3.91766e-05-0j -5.76836e-05-0j -3.56011e-05-0j -0.000378084-0j 7.99689e-06-0j -4.72958e-06-0j -1.17746e-05-0j -2.09782e-06-0j 0.00211769-0j -2.89626e-06-0j 0.000503205-0j 4.71221e-07-0j -0.000127827-0j -6.93826e-07-0j -0.000310835-0j 0.000308149-0j -7.82778e-05-0j -6.30141e-05-0j -5.91197e-07-0j -3.85881e-05-0j 6.29007e-05-0j 0.000352948-0j -3.48366e-08-0j -1.59784e-05-0j -7.87676e-06-0j 0.000216135-0j 3.70646e-06-0j -5.18058e-05-0j -9.41535e-07-0j 4.41185e-05-0j -3.17244e-05-0j -4.64142e-07-0j -6.47573e-06-0j 2.59971e-06-0j -3.81586e-07-0j 
0.000330503-0j 0.000333928-0j -0.0018309-0j -0.00226562-0j -0.00132161-0j -0.00455603-0j -0.000325033-0j -0.00531537-0j -0.00325499-0j -0.000379205-0j -0.00465095-0j -0.000232215-0j -0.000331805-0j -0.00191842-0j -0.000136862-0j -6.93029e-05-0j -0.112093-0j 0.000146919-0j 1.93095e-05-0j 1.57661e-05-0j 0.031232-0j 1.59295e-05-0j -4.09353e-05-0j 1.37954e-05-0j 0.0255008-0j 1.13806e-05-0j 0.025765-0j -3.34235e-05-0j 0.0223132-0j 3.63615e-06-0j -3.37699e-05-0j -2.92456e-05-0j 0.0184074-0j 0.00588127-0j -2.41264e-05-0j -7.7085e-06-0j 1.34292e-05-0j -0.000105872-0j 0.0253744-0j -6.02602e-05-0j 0.00517378-0j -3.16875e-06-0j 1.17505e-05-0j 0.000475077-0j 7.83368e-06-0j 1.18723e-05-0j -0.113862-0j -0.0232161-0j -9.26383e-05-0j 1.37089e-05-0j 1.4219e-05-0j -6.17589e-05-0j 4.84684e-06-0j 0.0222026-0j -9.35983e-05-0j 7.99689e-06-0j 0.0148018-0j 0.0224327-0j 0.00452706-0j 8.48198e-06-0j 0.00301804-0j -0.000108078-0j 0.00457397-0j -2.77266e-06-0j 4.94782e-06-0j 0.0259031-0j -3.82113e-05-0j -1.84844e-06-0j -6.30455e-05-0j -2.80139e-06-0j 1.29076e-06-0j 0.00915812-0j 0.0151101-0j -6.68699e-05-0j 0.00528157-0j 0.0160267-0j 0.00186732-0j -3.90074e-05-0j -3.23477e-06-0j 0.00308092-0j 0.00326781-0j 0.00934892-0j -1.14366e-06-0j -1.0176e-05-0j -1.88695e-06-0j 0.00190622-0j 0.00243889-0j -2.00141e-06-0j 0.000497284-0j -1.16749e-06-0j -3.04568e-07-0j 
0.0131456-0j -0.012362-0j -0.00156462-0j -0.00372877-0j -0.00437294-0j -0.000952128-0j -0.000137428-0j 0.0021742-0j 0.00201888-0j 0.000313818-0j 0.000875858-0j 0.0002914-0j 0.000126419-0j -0.000466497-0j -6.7333e-05-0j -0.000690981-0j -0.000122149-0j -1.01791e-05-0j 0.00152776-0j 0.00062709-0j 0.000270072-0j -0.000589708-0j 2.2506e-05-0j -0.00323944-0j 0.000110855-0j 0.00175265-0j -0.000104247-0j 9.2379e-06-0j -0.000572657-0j 0.00190441-0j -8.68721e-06-0j -4.77214e-05-0j 0.000309828-0j 0.000336656-0j 2.5819e-05-0j 2.80546e-05-0j -0.000542847-0j -9.04744e-05-0j -5.5404e-05-0j 0.00117599-0j -1.13093e-05-0j -6.66407e-07-0j 0.000467371-0j 0.000195998-0j -0.00031666-0j -0.00043951-0j 0.000120024-0j 2.44997e-05-0j 7.78952e-05-0j -0.00106725-0j 1.44366e-06-0j -5.27767e-05-0j 0.00097019-0j 4.77009e-05-0j -7.32517e-05-0j -0.00125163-0j -3.2319e-05-0j -4.48573e-05-0j 9.7369e-06-0j 0.00093193-0j -6.59709e-06-0j -0.000177875-0j -9.15647e-06-0j 5.73753e-07-0j 0.000228989-0j -0.000108926-0j 0.000161698-0j -3.88737e-07-0j -0.000208604-0j -5.3955e-07-0j 0.00230808-0j 9.90196e-05-0j -0.000127743-0j 0.000155322-0j -2.22344e-05-0j 9.51147e-05-0j 2.02123e-05-0j 3.81649e-05-0j -1.31017e-06-0j -2.60755e-05-0j 1.94152e-05-0j 2.33711e-05-0j 1.19102e-06-0j 0.000384679-0j -1.53652e-06-0j 4.77061e-06-0j 0.000235567-0j 1.14405e-06-0j 4.80849e-05-0j 2.81111e-07-0j 2.83343e-06-0j 
-3.89502e-05-0j -3.93538e-05-0j 0.000656445-0j 0.000812309-0j 0.000473847-0j 0.000267079-0j -0.0054931-0j 0.000311592-0j 0.00019081-0j -0.00640862-0j 0.000272643-0j -0.00392446-0j -0.00560754-0j 0.000112459-0j -0.00231299-0j 8.16742e-06-0j 0.0199909-0j -0.0763554-0j -2.27564e-06-0j -1.85805e-06-0j -0.00556995-0j -1.87731e-06-0j 0.0212745-0j -1.6258e-06-0j -0.00454784-0j -1.34121e-06-0j -0.00459497-0j 0.0173705-0j -0.00397936-0j -4.28525e-07-0j 0.0175505-0j 0.0151992-0j -0.00328281-0j -0.00104887-0j 0.0125387-0j 0.00400618-0j -1.58264e-06-0j 3.79591e-05-0j 3.1244e-05-0j 7.10173e-06-0j 0.0434928-0j 0.00509286-0j -1.38481e-06-0j -0.000170332-0j -9.23208e-07-0j -1.39916e-06-0j -0.0001402-0j -0.195164-0j 3.32142e-05-0j -1.61561e-06-0j -0.022853-0j 2.21428e-05-0j -5.71206e-07-0j 2.73385e-05-0j 3.35584e-05-0j -9.42442e-07-0j 1.82257e-05-0j 2.76218e-05-0j 0.0380562-0j -9.99611e-07-0j 0.0253708-0j 3.87499e-05-0j 0.0384506-0j 0.00445626-0j -5.83106e-07-0j 3.18949e-05-0j 1.37002e-05-0j 0.00297084-0j 2.26041e-05-0j 0.00450244-0j -1.52118e-07-0j 1.12766e-05-0j 1.86054e-05-0j 2.39753e-05-0j 0.0443989-0j 1.9734e-05-0j 0.0156974-0j 1.39856e-05-0j 0.00519896-0j 0.0258994-0j 0.0274704-0j 1.15115e-05-0j 0.00183811-0j 3.64848e-06-0j 0.00303273-0j 0.0160244-0j 3.00305e-06-0j 0.0032167-0j 0.00418036-0j 0.00187641-0j 0.000489507-0j 
0.00298674-0j -0.00293179-0j 0.000349786-0j 6.16095e-06-0j -0.000494197-0j 0.0618103-0j -9.27261e-05-0j -0.000340092-0j -0.0146316-0j 5.10197e-07-0j 0.0203114-0j 2.19499e-05-0j -3.04706e-05-0j 0.0253796-0j -3.80737e-05-0j -0.0225133-0j -0.00262738-0j 2.27564e-06-0j 0.00109251-0j -0.0207647-0j 0.0001275-0j 0.0203827-0j -1.10431e-07-0j -0.000258616-0j -0.00242332-0j 0.0293375-0j 0.00237873-0j 2.0989e-06-0j -3.01815e-05-0j 0.0188151-0j -2.06028e-06-0j 2.61409e-08-0j 0.00342379-0j 0.00219579-0j -2.96543e-06-0j -1.90183e-06-0j 0.000121359-0j -0.00294781-0j -0.00239583-0j 1.91188e-06-0j -0.000243259-0j 1.48982e-07-0j -0.000320489-0j -4.64397e-05-0j 7.07927e-05-0j 0.000314592-0j -3.77438e-05-0j -3.83229e-06-0j 0.00778467-0j 1.76339e-06-0j 2.34706e-09-0j -0.00171956-0j 4.38007e-05-0j 0.00632698-0j -0.00764144-0j -0.000141449-0j -0.00139757-0j -0.00621056-0j 0.000642406-0j -7.44692e-05-0j -0.000141901-0j -4.28328e-05-0j -0.000630586-0j -3.93437e-07-0j -0.000131594-0j -3.48122e-05-0j -0.00106392-0j 8.69062e-08-0j 0.0034358-0j 3.86198e-07-0j -5.73266e-05-0j -0.000864699-0j 0.00279244-0j 0.00180886-0j -3.53464e-06-0j 0.00147015-0j -8.77968e-05-0j 0.00319642-0j 2.16476e-09-0j 0.000283529-0j 0.00014927-0j 0.00259788-0j 5.37705e-08-0j 0.00139246-0j -1.73645e-07-0j 0.000263775-0j 0.00113172-0j -9.14196e-08-0j 0.000114909-0j -1.61547e-07-0j -7.0375e-08-0j 
