0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.000507663-0.00252729j -0.00233488-0.00294406j -0.00428843-0.0105861j -0.00284212-0.00112733j 0.00863421+0.00896133j 0.00160399+0.00399803j 0.00385372+0.0102305j -0.00499911-0.0136286j -0.00397103-0.0109404j 0.00228521-0.00647431j -0.00275159-0.01396j -0.00244402-0.014652j -0.0014622-0.0173309j -0.00113578-0.0139932j -0.00116883-0.0160145j -0.000376423-0.0262055j -0.00138876+0.00304712j -0.00208101+0.0200389j 0.00597918+0.00640097j -0.00190827+0.032463j 0.00681747-0.00713596j 0.000988426-0.0114627j -0.00147396+0.00433698j -0.00474412+0.00397418j -0.000279706-0.00120487j -0.001316+0.00713136j 0.000762542-0.000416405j -0.00280899+0.00440754j 0.00321235-0.00090694j 0.00282635-0.0126355j 0.0032538-0.00881098j 0.002796-0.00553199j 0.00178951-0.0106828j 0.00350916-0.0095904j -0.00140463+0.00103058j 0.000806354+0.000383012j -0.00103041+0.0021932j -0.00187741+0.00484655j 0.0013337-0.000890618j -0.000925591-0.00339222j 0.0020306+0.000477001j -0.00175849+0.00309582j -0.00019538+0.00266845j -0.00267423-0.00206061j 0.00228416+0.00251901j -0.000369813-0.00181317j -0.000891443-0.00203611j 0.000438384-0.000709884j -7.08054e-05+0.000910918j -0.000141994+0.000463842j -0.000295371+0.000611856j -5.79163e-05+0.000311336j -0.000371004+0.00022593j -0.00111808-0.00120124j 0.000152775-0.000466681j -0.000218873-0.000795653j 0.00108161-0.000266088j -0.0005701+0.00105572j -0.000354803+0.00173413j 0.000500631+0.000192253j -0.000344647+0.000105768j -0.000317072-0.000296906j 0.000542809-0.000376747j 0.000323944+9.8805e-06j 0.000162865+0.000139061j 0.000257912-3.36761e-05j 0.00113238-0.000505972j -0.000120384+0.000570614j 0.000335989+0.000140968j 0.000230661-0.000205708j -0.000153081+0.000101276j -0.000397035-0.000523194j -0.000454123-0.000264935j 0.00125843+5.07175e-05j -0.000427471-0.000262647j 0.000138614+0.000220392j -0.000137091+0.000378203j 0.000291416-9.56087e-05j -0.000563349+0.000460774j -3.36837e-05-0.000610571j -0.000121708-0.000647637j -0.000724466+0.000932037j 0.000567186-0.000835142j -0.000716697+0.000493477j 0.00115262-0.000291811j -9.07259e-05-0.000588805j 0.000101957+0.000243264j -0.00110586+0.000479773j 0.000450217+0.000499332j 0.00105471-0.00107788j -0.000382792+0.00101151j -0.000773876+0.00011889j 
-0.00845915+0.00460218j 0.0058833+0.0033713j -0.00792712-0.000675332j -0.00521429+7.32053e-05j 0.00447294-0.00425969j 0.00422175+0.00163497j -0.0041725+0.00407239j 0.00683973-0.00613178j -0.00277817+0.00017635j 0.00113522+0.00667911j 0.000552697-0.0047924j -4.62469e-05+0.014325j 0.0016419-0.000782823j 0.00230397+0.00153725j 0.00644476-0.00391627j 0.000213337+0.000541436j 0.00203573+0.00755898j 0.00242008-0.00255141j 0.00200712-0.000179039j -0.00538904-0.000607089j 7.74794e-05+0.00403069j -0.0029699-0.0130544j 0.00742019-0.00077226j -0.00904065+0.00794056j 0.00606006-0.0100645j 0.0022998+0.0107256j 0.00590011+0.00366822j 0.00605689+0.00373094j 0.00298584-0.00569421j 0.00685801-0.00208088j -0.00258749-0.00204781j -0.00205815-0.000910096j -0.00061238-0.0148514j -0.00142796+0.00291806j -0.00248808+0.00170358j 0.00522004+0.000412289j -0.0042413-0.00765516j 0.00461002+0.00813945j 0.0107391+0.0263227j 0.00331898-0.00518803j -0.00164027-0.0173819j 0.0124208+0.00450069j 0.00189439-0.00231774j -0.00159425+0.00371498j 2.87054e-05-0.00682849j -0.00265006+0.00142667j -0.00330852-0.00566077j -0.000196219-0.0107201j -0.0022378+0.000534105j -0.0018971-0.00103601j -0.00182856+0.00147998j -0.00485767-0.00264485j 0.000216901+0.0034464j 0.000276701-0.00279092j -0.00212014+0.00118816j 0.000950354-0.00332876j -0.00293404+0.00142835j 0.00370423-0.00375765j 0.00325954-0.0031286j -0.0026931-0.00193679j 0.000260335-0.00290611j 0.00170043-0.000186109j -1.97683e-05+0.00122375j 0.00185014+0.00282315j -0.000542612-0.000903188j 0.000355689+0.000219857j -0.00151938-0.000841484j 9.46552e-05-0.00197789j 0.00357957+0.00206178j -0.00217938+0.00219202j 0.0014939-0.00661717j 0.0020463-0.00503525j -0.0109063-0.00237221j 0.00824644+0.000883413j 0.000993876+0.00465557j -0.000788007+0.00529241j -8.43764e-05+0.000338495j 0.00569591-0.00449047j -0.00462341-0.0056373j -0.000767658-0.00142394j 6.47347e-05+0.000711804j -0.00817327+0.00418269j 0.00831016-0.00557244j 0.00014841+0.0122957j -0.00575989+0.00336334j -0.00719093-0.00277843j 0.00122706+0.013743j -0.00542364-0.00690619j 0.014363-0.00392171j 5.0062e-05-0.0139261j 0.0234481-0.00576342j 0.00453571+0.0191227j 
0.00444403+0.00207652j 0.00901065-0.0066136j -0.00613617+0.00799676j 0.00468083-4.82887e-05j -0.000827034+0.000928581j 0.00559119-0.000737644j 0.00709865+0.00252402j -0.000825126-0.00129317j 0.000630038-0.00257141j -0.000319596-0.00554724j -0.00513354+0.00108659j 0.00738575+0.000976388j -0.000406872-0.00597392j -0.00293205+0.00771027j -0.00418064-0.00545179j -0.00171324+0.00457597j 0.00470478-0.00156505j 0.00139897-0.0061814j -0.000872774-0.0103705j -0.00863648+0.0133421j 0.0016179-0.00508004j -0.0041662+0.00643498j -0.000879834-0.00640003j 0.00677905+0.0100518j -0.00455728-0.00813621j 0.00244293-0.00557385j -0.00130627-0.00858206j -0.000448593-0.000358691j 0.00021005-0.0134525j 0.00613147+0.00213015j 0.00614382+0.00153019j 0.00433993-0.0103094j -0.00748467-0.00312137j -0.0005589+0.00559686j 0.00757088+0.00256934j 0.00543981+0.00765879j 0.00184915+0.0166151j 0.00331642-0.0149596j 0.00438645-0.00270798j -0.00917421-0.0181069j -0.0140389-0.00949159j -0.00445002-0.0130472j 0.00148275-0.00853772j 0.00594948+0.00248464j 0.00100116+0.00199951j 0.00178893+0.00152602j -0.00372823+0.00328596j 0.00138037-0.00369782j -0.00173921-0.000919113j -0.000654748+0.00017003j 0.000968156-0.00478169j 0.00257436+0.00441624j -0.000927613+0.00217644j -0.000671957+0.00320577j -0.00178415-0.00592071j -0.000704352-0.000170072j -0.000157545-0.00486716j -0.00312173-0.00223814j 0.00137739+0.00254383j -0.00595135-0.00566705j 0.00201872-0.00321155j 0.00272874+0.00435823j -0.00573707-0.000963159j 0.000382652-0.000294836j 0.00201011+0.0032474j -0.00195088-0.00277121j -0.00396072-0.00175462j 0.0019606+0.00313505j -1.17521e-05-0.00226509j -0.000901229-0.00230831j -0.00259091+0.0014035j 0.00334311+9.7438e-05j 0.0055089-0.000192617j 0.000728577+0.00963861j -0.00428502-0.00356553j -0.00642129-0.00481175j 0.00378218-0.00310853j 0.000175641+0.00512791j 0.00665173-0.00181401j -0.00218201+0.00392181j -0.00584761+0.00146188j -1.29645e-05-0.00457095j 0.00482124+0.00698324j -0.00843572+0.00594687j -0.008038-0.00531496j -0.00838159+0.00868516j 0.00285269-5.39027e-05j 0.0154694+0.0100496j 0.000691384-0.00801961j -0.00561343+0.00283121j -0.00450667-0.0192201j 0.0247804-0.00561955j 
-0.00464723-0.00152681j -0.00327702+0.00584175j 0.00525849-0.00247798j 0.00731342-0.00506835j 0.00881779-0.00537108j 0.00343518+0.000499689j 0.00332812-0.00286117j -0.00202915-0.00474077j 0.00156577-0.000856079j 0.00141052+0.00317852j 0.0058688-0.00363569j 0.00631884+0.00212794j -0.00229494+0.00326792j -0.00175524-0.00561902j -0.00774664-0.000353883j 0.0063961-0.00393698j -0.0037006+0.00539269j -0.000493156+0.00334399j 0.00247402+0.000898975j -0.00838862-0.00373377j 0.00772441-0.00635024j -0.00906609-0.000581689j 0.00204075+0.00562662j 0.00572827-0.000891602j -0.00631678+0.0097489j -0.00408296+0.00608302j 0.0104326-0.00227288j 0.00585159+0.00145038j 0.00648594-0.0055278j 0.00832348+0.00247512j 0.0147702-0.00333095j 0.00185087-0.00157153j -0.000344801-0.00730923j 0.00767449+0.00424084j -0.00623918+0.00235711j 0.0079549+0.0104424j 0.011553+0.0178677j 0.0173035+0.0135561j -0.00534832-0.00848753j -0.00515381+0.00579223j 0.00232726-0.0075273j 0.00925649-0.00157064j -0.00172073+0.00769232j -0.00563149-0.00867458j -0.000728334-0.00478129j -0.00161108+0.00383658j 0.00406096+0.00462638j -0.00439531+0.00758437j 0.00311718-0.000361698j 0.00121557+0.000715716j -0.000490054+0.00628102j 0.00118926+0.00110784j 0.0021767-0.00220578j 2.90177e-05+0.0105363j 0.00227775-0.000786408j -0.00126901+0.0030536j -0.000151366+0.000850897j 0.000260798+0.00771504j -0.0001963+0.00354145j 0.00185952+0.00430124j 9.20747e-05-0.0025532j -0.00362636-0.00355422j -0.0023315+3.07269e-05j -0.000901585-0.00497729j 0.00255895+0.00499282j -0.00396769-0.00154097j -0.00066398+0.000576042j 0.00318166+0.00661402j 0.00354637+0.00466979j -0.00160958+0.00218839j -0.00169912-0.00450961j 0.00552415-0.00469388j -0.000827642+0.00496927j 0.0030203+0.013856j 0.000314005-0.0101791j -0.00629948-0.00205913j -0.00101203-0.00278953j 0.0080483+0.00490438j -0.000113164-0.0114516j -0.00284167+0.00370768j 0.00148617-0.0049704j -0.00351636+0.00613331j -0.000548015-0.00685417j -0.00406875+0.0121599j 0.0103654-0.000990658j -0.00963271+0.0021456j 7.78477e-05-0.00196586j 0.00374329+0.00379939j -0.00391935-0.0121477j -0.0190136+0.0120363j 0.000678889+0.00362617j -0.0105691+0.00169537j 
-0.00344434-0.00434599j -0.00423922-0.00654366j 0.000567596+0.00341116j -0.00493723+0.00243863j 9.57986e-06+0.00429477j -0.00670423+0.000207125j 0.000175992-0.00508224j 0.00311734+0.0036847j 0.00395408-0.00120559j -0.000528944-0.00213522j 0.00478358+0.00506914j -0.000779996-0.00778135j -0.00358073+0.00135847j 0.00317024+0.00437791j 0.00097744+0.00385098j 0.00170334+0.00514195j -0.00887601-0.00402824j -0.000307673-0.000952414j 0.00287315-0.00108278j 0.00854606+0.00435179j 0.00416639+0.00110713j 0.00780336-0.00118338j -0.00991982+0.00404696j -0.00681865-0.000382149j -0.00352536+0.00304656j -0.00672128+0.000990676j 0.00472279+0.00444123j 0.01539+0.0103834j 0.0043538-0.00411614j 0.0180156-0.00297147j 0.00822435-0.0114183j -0.00941788-0.0108769j -0.000556142+0.0124467j 0.0103989+0.00558484j -0.00672306-0.00994231j 0.0176768-0.00392817j -0.00343718-0.00454366j -0.00237288+0.00959834j -0.000524614+0.00306218j -0.00102981-0.00321787j 0.00320845+0.0131149j -0.0141086+0.0136385j 0.000132653-0.00623979j 0.00532953+0.0030883j -0.00299874+0.00331118j 0.0034189-0.00258682j -0.00165584+0.00345712j -0.00100342+0.00273186j 0.00116609+0.0019578j 0.00290854+0.00162747j 0.00758816+0.000147203j -0.00201987+0.00755912j 0.00165136-0.00175607j -0.00418787+0.00097699j 0.00460421-0.0010191j -0.000854243+8.84353e-05j 0.00419617+0.00143883j -0.0017825-0.00296514j -0.0035338+0.0013655j 0.00588923-0.00670588j 0.00245467+0.00260291j -0.00342314+0.00131815j 0.00244253-0.00492612j 0.000222701+0.00479429j -0.00126937+0.00340001j 0.00105648+0.00647783j 0.00367183+0.00131679j -0.000925537+0.000568379j 0.00298699+0.00514574j 0.00339307+0.0088169j -0.00735197-0.000345029j -0.00886961-0.0135347j 0.00148786+0.00183145j -0.0013277+0.00861731j 0.00219574-0.0105933j 0.0086548+0.00610524j 0.00393912-0.000890544j -0.00936665-0.00519972j -0.00333129-0.00327763j -0.00404279-0.000973704j -0.000758496-0.00917202j -0.00662304+0.00644497j 0.0111341-0.00508798j -0.00267229+0.00429673j 0.00898638-0.00518596j -0.00596807-0.00481172j 0.00790029+0.00124233j 0.00589426+0.00932551j 0.00363009-0.0021671j 0.00521852-0.00740026j -0.00702874-0.00196531j 0.0104725+0.00298841j 
-0.000935091-0.00291853j 0.00860837+0.0031501j -0.00805145-0.008666j -0.00236416-0.0026163j 0.000636249+0.00405517j 0.00167533+0.00163029j -0.00438076-0.00266674j 0.00391457+0.00956632j -0.00219128-0.000932861j -0.00120409-0.00111653j -0.00109671-0.00222029j -0.00530436-0.00286797j 0.0023894+0.00195897j 0.000332504+0.00153193j 0.00390215+0.00660794j -0.00157898-0.00293151j 7.62372e-05+0.00228178j 0.000908777+0.00244599j 0.00153076-0.00209869j -0.00627663-0.0121321j -0.00168892+0.000434159j 0.00268362+0.00250178j 0.00279668+0.00508318j -0.00598196-0.0087555j 0.00641197+0.00668839j 0.000508286+0.000179214j -0.00168288+0.00314043j -0.0048777+0.00928189j 0.00370361+3.72831e-05j 0.00195173+0.0261282j 0.00181099+0.00407634j 0.0103054-0.00842529j 0.000534357-0.00996496j -0.00816457+0.00686405j 0.00882418+0.00275028j 0.0092718+0.00843522j 0.00532845-0.00701272j -0.00939446-0.00541011j 0.000636539+0.0115096j 0.0068282-0.00903936j 0.0125061-0.0116692j 0.00196323+0.0108633j -0.00987403+0.00728686j -0.00144323-0.00558219j -0.00495602+0.00470642j 0.00249255-0.00182228j -0.00234584+0.00502035j -0.00979668+0.00491621j -0.00287523+0.000270785j -0.000636533-0.000355824j 0.000522105-0.00247044j 0.00124956+0.00150052j 0.00261381-1.56849e-05j -0.00276947+0.00123842j -0.00231665+0.000219649j -0.00153135+2.75863e-05j 0.000285438+0.000487973j -0.00218388-0.000397471j 0.00385166-0.00114147j -0.00859077+0.00382536j -0.00497821-0.000169681j 0.00201638+0.00179138j 0.000890582+0.000797891j 0.00441714-0.00297952j 0.000902656+0.000510029j 0.00128125+0.000458641j -0.00174486+0.00257725j -0.00227523-0.000535787j -0.0002808-0.00506921j 0.000247917-0.000610051j -0.00757922+0.00290335j -0.0102491+0.00413093j -0.00863862+0.00194712j 0.0142906-0.00305045j -0.000292191+1.03429e-05j 0.00973878-0.00139741j -0.00362-0.0038889j -0.0058154+0.00435283j -0.0125223-0.00246479j 0.000772973+0.0029221j -0.0151237+0.00185634j 0.00903079+0.00100805j -0.00570643-0.00459733j 0.0036901+0.000183447j 0.00433229+0.00366778j 0.0066899+0.00834316j 0.00192031-0.00096259j -0.00324217+0.00719462j -0.0105541-0.00498675j -0.00342009-0.00153284j -0.0110147-0.0083137j -0.00404943-0.00353602j 
-0.00644856+0.000837544j -0.000388311+0.000907231j 0.00270205+0.000869245j 0.0012626-0.00769143j 0.00332763-0.00272567j 0.00225924-0.00307343j -0.00476005-0.00220268j 0.000360719+0.00228884j -0.00348959-0.00132422j -0.00466546+0.00111749j -0.00108255+0.00163905j -0.00715972-0.00234949j 0.00300915+0.000616109j 0.000722023+0.0031802j 0.00279801+0.00614306j 0.00119613-0.00362968j 0.00604036+0.00328312j -0.00110856-0.00310446j -0.00910953-0.00216109j -0.00527254+0.0134877j -0.00796537-0.00966882j -0.000251336+0.00620186j 0.0102046+0.00259509j 0.00414751-0.0117459j 0.000435383+0.00815045j 0.00711363-3.29147e-05j -0.00501681+0.00285811j -0.00878485+0.00356151j -0.0101475-0.00716671j -0.00415421-0.00791275j -0.00396945-0.0170368j -0.00109307-0.00848968j -0.0091637+0.00977643j -0.005188-0.00749592j 0.00580495+0.00039539j 0.00105013-0.0217546j 0.0198191-0.00479751j 0.00127332-0.00240232j -0.00911209+0.0104518j 0.00325773+0.00975809j -0.00227393+0.00699717j -0.00366905+0.000991857j -0.000526977-0.00180555j 0.00382361-0.00933935j -0.00163758-0.00356989j -0.00190001+0.00941924j -0.00561877+0.000358173j -0.00482285-0.000883229j 0.00270177-0.00224307j 0.00236296-0.00205546j 0.0011035-0.000299539j -0.00687221-0.00169341j 0.000910546+0.000442678j -0.00670424+0.00164022j 0.00386744-0.00280922j -0.000662365-0.0010275j 0.00150018-0.00051316j -0.000480645-0.000562849j -0.00219958+0.0018566j 0.00365395-0.00115573j 0.00337959-0.0055081j -0.00402215+0.000324893j 0.000620883+0.00255045j 0.00115105-0.00408474j -0.00674362+0.00174258j 0.00330047-0.00905266j -0.0018273+0.000337934j -0.00582055+0.00337248j 0.00257943-0.00387539j 0.00321658-0.00565624j 0.00376595-0.00734586j -0.00199189+0.00997352j -0.00941265+0.00588025j -0.0153953-0.00262358j 0.00875583+0.00565569j 0.00617768-0.00182561j 0.0027415+0.000469627j -0.00966251+0.000313665j 0.0117287-0.00127485j -0.0117925+0.0029401j -0.000389488+0.00299774j -0.0029325-0.00349396j 0.00671789+0.00357853j 0.000110718-0.000434398j -0.00279074+0.00609502j -0.00693113-0.0066805j -0.00292081+0.0110102j 0.00653583+0.000729782j -0.00531239-0.00365412j -0.0112728+0.000250791j 0.00300554-0.00210177j 0.00474403+0.00700343j 
0.000451376+6.56008e-05j 0.00036616-0.00382163j 0.0012245+0.00264728j 0.0040358+0.000377819j 0.0049834-0.00119458j 0.00205268+0.00166071j -0.00687471+0.00645106j -0.00625241+0.00200932j 0.00651429-0.00430365j -0.0121957+0.00539029j 0.0130402-0.000333446j -0.00411204+0.00470032j -0.00159273-0.0020982j -0.00323978+0.000181075j -0.0111257+0.0046053j 0.00251848+0.00673846j -0.00245491-0.00245355j 0.00476269-0.00563958j -0.00553924+0.00856961j 0.0047708-0.00228207j 0.000386842-0.000403726j 0.0051715-0.00550858j 0.00681326-0.00156856j -0.00116223-0.0061995j -0.00968589-0.00209586j 0.0137197-0.00526721j 0.0138386+0.00601088j -0.000766639+0.0059679j 0.00880709+0.0031934j -0.00330747+0.0053136j -0.00754696+0.00696204j -0.006891-0.00374841j 0.00601479+2.06563e-05j 0.0153216+0.0154361j 0.0124663-0.000573697j -0.0164298-0.00274851j -0.0027571+0.00561975j 0.00399651+0.00589033j 0.00396696-0.000898213j 0.00140759-0.00703799j 0.000453383+0.00333731j -0.00406076+0.00344652j 0.000490124-0.00294165j 0.00172183-0.00224676j -0.00181083-0.00168903j 0.00146463+0.012876j -0.000744518-0.00550412j 0.00259289+0.00414136j 0.00110444+0.00259506j 0.00322122+0.00332686j 0.00223449+0.00311963j -0.000787314-0.0068106j -0.00277486+0.00563173j 0.00209794+0.00238625j 0.00155097-0.0044592j 0.00216438+0.00301575j 0.000767182-0.00636512j 0.00153538-0.00263425j 0.000372943-0.0102634j -0.000644785+0.000387427j -0.00147642-0.00689961j -0.0049344+0.00787749j -0.0037724+0.00539797j 0.000292262-0.00289159j -0.00015121+0.00197573j 0.00131826-0.0120273j 0.000313138-0.000820198j 0.000333262+0.00404819j 0.0025747+0.0127453j 0.00304823+0.00433355j -0.00192669+0.00656498j -0.00882806-0.00374936j -0.00048426+0.00143981j 0.00799678-0.00534416j -0.0136798+0.00544625j 0.00282652-0.00575563j -0.00915057+0.00353561j 0.001829-0.00229274j -0.00355071-0.00257792j 0.00645926-0.00487613j -0.00219558-0.00193442j 0.0126143-0.00453551j -0.00262395+0.00649956j 0.00735636+0.00362538j 0.0013784-0.0104347j -0.00201863+0.000169493j -0.0133654+0.0122994j -0.00436187-0.000470457j -0.00200955-0.00263312j 0.00209815+0.00317763j -0.00123483-0.00111161j 0.00553363+0.000251552j 
-0.00762877-0.00122719j -0.00552581-0.00183457j 0.0076433+0.00402502j 0.0035421+0.000412165j 0.00381708+0.00343527j 0.000961952-0.00139977j 0.00417786+0.000864891j 0.000801484-0.00361877j -0.000379423+0.00647226j 0.00235002-0.00125072j -0.00144825+0.0107984j 0.00109229+0.00660458j -0.00120917-0.00428668j 0.00264832+9.60437e-05j 0.00492597-0.010248j 0.00427801+0.00117019j 0.00233559-0.00332113j -0.0080793-2.31365e-05j -0.00428898+0.000446651j -0.00568555+0.0066171j 0.00114028+0.00700252j -0.00678448-0.003584j 0.00249186-0.00244552j 0.00540446-0.000112053j -0.00169422-0.00695294j -0.00925202-0.00377139j -0.00778968+0.0193935j -0.0120157+0.0158454j -0.0113766+0.00419539j 0.00129615+0.0119321j 0.0101379+0.00765628j 0.00978316-0.00432001j -0.012854+0.00629509j -0.0155419+0.00567151j -0.00312596-0.0104183j -0.00556332+0.00314986j -0.00599173+0.0100419j -0.00301857+0.0169691j 0.000314243-0.00168284j -9.98347e-05+0.000189027j -0.00139999+0.00592553j -0.00385593+0.00217162j 0.00402423-0.000799186j -0.0027489+0.000197047j 9.02393e-05+0.000341882j 0.00340463-0.00133722j 0.0042365-0.00052703j 0.00593527-0.00328419j 0.00196122-0.00384434j 0.00372904-0.003001j 0.0063279-0.00473467j 0.00230207-0.00111392j 0.000683114-0.00542529j 0.00529144-0.00206931j 8.28214e-05-0.000977544j 0.000517526-0.00277546j 0.000946653+0.00511576j 0.00377209-0.00208361j 0.00422803+0.00562173j 0.00415516-0.000716573j 0.000781632-0.00319555j -0.00312009-0.00393849j -0.00219574+0.000745321j -0.00386783-0.00201885j 0.00308276-0.00198139j -0.000330633-0.00085925j 0.00192965-0.00262317j 0.00502073-0.00300431j 0.0149114-0.0147105j 0.0119444-0.00780712j -0.00129896-0.0103701j -0.0129175+0.00426489j 0.00181553+0.00258052j 0.0037128+0.00162659j -0.00899063-0.00143342j -0.0019198+0.00418659j -0.000981516+0.000571187j -0.00193437-0.000717567j -0.00577173-0.00213542j -0.00953512+0.00591497j -0.00937037-0.00304357j 0.00271551+0.00443871j -0.0040219-0.000379147j 0.00301529+0.00577238j -0.0107004-0.000479207j 0.00493924+0.00330657j 0.00295948-0.000105638j 0.00523547-0.00440246j -0.0024747-0.000846309j 0.00574628+0.00739001j 0.00261027+0.0022674j 0.00452961+0.00432672j 
-0.00361453-0.000228327j 0.000292293+0.00114594j 0.00126123+0.00179909j 0.00276815+0.00398993j 0.00260669+0.00582388j -0.00210597+0.00402196j 0.00177997-0.00727154j 0.000842427-0.0043278j -0.00272142+0.00480112j -0.000464949-0.00540483j 0.00320338+0.00128687j 0.00163603-0.00292266j 0.00230064-0.0026808j 0.0161722-0.00892223j -0.00281696-0.0019645j -0.00367778+0.00625037j -0.00296463+0.00355947j 0.0228359-0.00602163j -6.9811e-05-0.00798658j -0.00787999-0.00112097j 0.00205634+0.00330151j 0.0103778-0.00119453j -0.00426643+0.0115995j 0.0135999+0.00276052j 0.00110787-0.00275985j 0.0112718+0.0027804j 0.00297323+0.00567165j 0.00460799-0.00126014j 0.0107215+0.000520582j -0.00945258-0.00354079j 0.0131276-0.000249913j -0.0152011-0.00290182j 0.00421832-0.000392247j -0.0113144+0.00188877j 0.00539616+0.00911328j 0.0098746-0.00767257j -0.00448801+0.00631198j 0.00309832+0.00756997j -0.000575236+0.000789636j -0.000706634+0.000899207j 0.000261838-8.28346e-05j -0.000202843+0.00121441j 0.00326777-0.000911269j -0.00226728+0.00225721j 0.000582116+0.000749099j 0.00646762-0.00869746j 0.000129498+0.00319456j 0.000634131+0.000480316j -0.00010971-0.00220251j 0.00089672-0.00621247j 0.00389348+0.0026105j -0.00405651+0.00441753j 0.0021364+0.00782596j -0.000544928-0.00276147j -0.000105264+0.00735485j 0.00276199-0.00147112j -0.00219691-0.00387401j 0.000644761+0.0109592j -0.000583624-0.0121406j 0.000895678-0.00991297j -0.00605894+0.00452414j 0.00210242+0.00118219j 0.00155652+0.0141775j -0.00478979+0.0020442j 0.00014755+0.0111375j -0.0100253+0.00223955j 0.000546034-0.00486053j 0.000502981+0.00331167j 0.00200397-0.000582392j -0.00109007-0.000471302j -0.00422652+0.00010203j -0.00315095+0.00647149j 0.000425621+0.00694434j -0.00225761-6.51321e-05j 0.00461945+0.00697487j -0.00105378-0.00822092j 0.00765762-0.00487024j 0.00861785-0.00942734j -0.000948416-0.00348325j 0.00393039-0.00833348j -0.0019663+0.0049793j 0.00164632-0.00375362j 0.00831721-0.0022172j 0.00602365-0.00722692j 0.00229388-0.00209764j 0.00598151-0.00137216j 0.00971416-0.00191673j 0.00502767-0.00236753j 0.0019497-0.000463191j 0.00311766+0.00226854j 0.000988378-0.000394445j 0.000484942+0.00160639j 
