0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
-0.000776367+0.0161807j 0.00571251+0.00779829j 0.0211656-0.0177916j 0.0319122-0.0200168j -0.00733448-0.0302763j 0.0229659+0.00566973j -0.0238562+0.058548j -0.0121564+0.0202387j 0.00211314-0.0220338j -0.000279916-0.00651589j -0.0041879-0.0112095j 0.0130383+0.0234335j -0.0109696+0.0217812j -0.0135027+0.030894j -0.0168932-0.0637585j 0.0274669+0.00876769j 0.0071136+0.0143271j 0.0556867+0.00783303j 0.0221283+0.0121191j 0.0130243+0.014286j -0.00170876+0.0700436j -0.0288357+0.00260728j 0.0822531-0.00148981j -0.00145381+0.0168733j 0.0609346-0.00200186j -0.0649651+0.0552982j -0.0273435+0.0143055j 0.0339048+0.0150974j -0.0293705+0.0181894j -0.0344243+0.010046j 0.0524121+0.0370731j 0.0480652-0.0106888j 0.0084027-0.060545j 0.0212247-0.0129565j 0.0165351+0.0235796j -0.0475385+0.0202501j 0.018168-0.00315011j 0.00670633-0.00611809j -0.0129724+0.0117668j -0.0189828-0.0124589j -0.0309883+0.022707j -0.0150579-0.0301044j -0.0156575+0.000997258j 0.0528527+0.00193678j 0.00292074-0.00273897j -0.0623462+0.0109584j 0.00717659-0.0473532j 0.0614704+0.0417345j 0.0328794+0.0150069j -0.0369221+0.0021907j -0.111032+0.0580489j -0.00423571-0.0209645j 0.00816254-0.072988j -0.0239291+0.0180216j -0.00101864-0.00577698j 0.0402269-0.00994014j 0.077091+0.0599019j 0.0693308+0.0555351j -0.00525074+0.011694j -0.00133512+0.0478666j 0.0568439-0.0308156j 0.000370671-0.042492j -0.0314537+0.0189931j -0.0205491+0.0552921j 0.031461+0.000998426j 0.0442068-0.0201757j -0.00357324-0.00218307j -0.0353118+0.0317913j -0.020675+0.00116336j -0.0222431-0.00536421j -0.00454176+0.0154709j -0.01262-0.0218062j 0.0136014-0.0316246j 0.0431083-0.0226433j -0.00416223-0.00797636j 0.0244257+0.0258264j -0.0275648-0.0328646j 0.0325251+0.0459019j -0.0354537-0.0123448j 0.0129598+0.00862171j 0.0230834+0.020537j 0.0250822-0.0133288j -0.00230177+0.000166129j -0.0251862+0.049586j -0.0174943+0.00674264j -0.0112169+0.00839748j 0.00568318+0.010636j 0.00522673-0.00436363j -0.0614485-0.00546065j -0.100109+0.003922j 0.0219483-0.0354678j -0.00506384-0.0221083j 0.00367949+0.0207964j -0.136331+0.0341732j 0.00722493-0.0158338j -0.0148125-0.00731145j -0.0309893-0.022834j 
0.011688-0.0133969j -0.022964+0.0117761j -0.0233241+0.0100812j 0.0222122-0.00439284j -0.00643163+0.0138511j 0.016201-0.00522601j -0.0197573+0.0248122j -0.0427951+0.0127242j -0.0211271-0.0217437j -0.0109216+0.00213903j 0.0149276-0.00125197j -0.0142266-0.0178155j 0.0180113+0.043654j 0.0095715+0.0312424j 0.0149527+0.00570817j -0.0131374+0.0221758j 0.0237047-0.00220472j 0.0160699-3.37277e-05j 0.00229813+0.0458561j -0.0177672-0.0497742j 0.00945584-0.0137257j -0.0550868-0.0375079j 0.0762392+0.00174011j -0.0188314-0.0243614j -0.0417552+0.00223526j 0.0756832+0.0311882j -0.0253462+0.0172607j -0.0271419-0.042392j -0.00695599+0.00130549j 0.0070802+0.0655911j -0.0268672-0.0396231j 0.0406589+0.00783191j 0.0372072+0.00146074j -0.00550981+0.0328105j 0.0295481+0.0144876j -0.00189207+0.025437j 0.0264893+0.0263906j 0.0370572+0.0308944j 0.0156691-0.0214842j -0.0709743-0.0181828j -0.012667+0.0236016j -0.0424427-0.00879252j -0.0400423-0.0276846j 0.0458456-0.00675971j 0.00134681+0.0369531j -0.0182904-0.0425094j -0.00589728-0.001922j 0.026116-0.0254151j 0.0635729-0.0262832j -0.0482543-0.0948548j -0.0732362+0.0514674j -0.0131992-0.0231769j 0.0708798+0.00641021j 0.0088965-0.0157606j -0.0334658+0.0434061j -0.0213099+0.0279602j -0.0669861-0.0401774j -0.0423441+0.0398076j 0.00687105-0.0194646j 0.012423+0.0197188j 0.0202077+0.0173762j -0.0207889+0.0049404j 0.00532848+0.0111025j 0.00182562-0.00802668j 0.0111668+0.00190548j -0.0159025+0.0133868j -0.0364665+0.0127005j 0.0126342+0.000872059j -0.0333451-0.0225679j -0.00309812+0.0382703j 0.00068928-0.0203884j -0.0198182-0.0415495j 0.0174192+0.00365788j 0.0326839+0.00963257j 0.0323604+0.0249387j -0.0232357+0.020038j 0.0072706+0.00613503j 0.00747665+0.0241122j -0.00197752+0.0194943j 0.0131457+0.00430763j 0.0115644+0.017693j 0.0257197-0.00402812j -0.00674788+0.0158077j -0.0224518-0.0255074j -0.0121842+0.00718807j 0.00952903-0.000106986j -0.0305818-0.0202077j -0.029626+0.0244288j -0.0696754+0.0561687j -0.108086-0.0147957j 0.0458603-0.00141938j -0.0350622+0.0279189j -0.0260064+0.00101949j 0.0709814-0.0231661j -0.0261896-0.0041546j 0.0359346+0.0182718j -0.00182245+0.0045568j 
0.0148852+0.0120973j 0.000744663-0.014676j 0.00520719-0.00830232j 0.0041062+0.00221939j -0.00600117-0.020522j 0.00684348-0.00518487j 0.0250875-0.00794351j 0.0178069-0.0241446j 0.00527171+0.00209383j 0.00181883-0.0227457j 0.017583+0.00811961j 0.0134658+0.00284824j -0.00123154+0.00471585j -0.00332124-0.0115361j -0.0144506+0.00896153j -0.0157319+0.02742j 0.0408054+0.0237813j 0.0453293+0.0194608j -0.0513189-0.00537284j -0.01222-0.0410665j -0.0263595-0.0494689j 0.0420094-0.0224708j 0.0215841+0.0585406j 0.0279929+0.0281399j 0.0236745+0.0602039j 0.00157029-0.026061j -0.0618615+0.0111415j -0.0512788-0.0295242j 0.0202497+0.00668553j -0.0836959-0.0417737j 0.0430714+0.0112102j -0.0820632-0.00469232j 0.0137873+0.053492j 0.0250297+0.0259479j 0.0172008-0.0169161j 0.0680869-0.022347j 0.0114353+0.0295575j -0.0145857+0.0463143j -0.0199381+0.00456937j -0.0126012-0.0139742j 0.0584914-0.0101793j -0.0201951-0.015995j 0.0402131+0.0116619j 0.00440842+0.0404634j -0.0317312+0.0113646j -0.0354814+0.0279614j -0.0231395+0.000955184j -0.00792365-0.00276813j 0.059093+0.0172728j 0.00644701+0.0218998j 0.0690122-0.0490749j -0.00924307+0.024452j -0.0485691+0.0396601j -0.0611919+0.0273459j -0.0380001-0.0126485j 0.0426981-0.0695376j -0.00781754+0.0244658j 0.032283-0.0332536j -0.000252543+0.0135358j -0.040514+0.0282076j 0.00126396-0.0107785j -0.00854739+0.0176902j 0.0141871-0.00336507j 0.0465351-0.0461718j 0.00206901-0.0282454j 0.00388777-0.0158351j 0.0372602-0.0166147j 0.0028525+0.00282321j -0.030373+0.00519714j 0.0056659-0.00529965j -0.0566671+0.0182665j 0.00712014-0.0100653j 0.00958254+0.0125339j 0.0155252-0.00356335j -0.0290076+0.00814637j -0.021751-0.0045285j -0.00680796-0.0241453j -0.0176957+0.0253623j -0.00476998+0.00221355j 0.0297706-0.0336262j -0.000841996-0.0137541j 0.00261741+0.0148025j -0.035728+0.0107994j -0.012634-0.0147265j -0.0212238+0.00790297j -0.009039-0.00232005j -0.0243387-0.00391664j -0.00240204+0.0307527j 0.0355875-0.0271012j 0.0161816+0.0198592j -0.112482+0.0383642j 0.0240885-0.130671j -0.0860867+0.0353588j 0.0314374+0.017928j 0.0808262-0.0173998j 0.000950354-0.0213136j -0.0832385-0.0182851j 
0.00701455-0.00985367j -0.00163098+0.0106597j -0.00363326+0.0193183j -0.000308173+0.00383127j 0.0119363+0.0195549j -0.00222035+0.00156851j -0.00482632+0.0085675j -0.0050624-0.00420728j 0.0116833-0.0111758j 0.0062629+0.00974688j 0.000462389+0.0238509j -0.00388811-0.0276316j 0.0141021-0.00694882j 0.0174449+0.0143501j 0.000757724-0.0077699j -0.0400008+0.00656809j -0.0010759-0.0016636j -0.00371779+0.0126903j 0.0426816+0.0304327j 0.0231695-0.036081j -0.0615101-0.00286824j -0.0450106-0.000423326j 0.0428032+0.0430694j -0.0415592-0.0210481j -0.0297751-0.0150856j -0.0458154-0.026734j -0.0210688-0.0309055j 0.045114+0.0157206j -0.0330604-0.0205344j 0.0453313+0.00867362j 0.0240909+0.0453173j 0.00737361-0.026453j -0.00903398-0.00119848j -0.00667284+0.0311532j -0.00499604+0.0043817j 0.00553935-0.0165551j 0.0195901+0.0417312j -0.00643382-0.00513369j 0.0237967+8.18256e-05j -0.00177766+0.014494j 0.0145004+0.0089877j -0.0117519-0.0114979j 0.0097728+0.0212026j 0.0164612+0.00822938j 0.0350503+0.00251838j 0.0190252-0.00201221j 0.0386138+0.0229842j -0.0339199+0.0137467j -0.0298262+0.0145072j -0.0325529-0.0140306j 0.00849302-0.0140716j -0.0064036+0.000631212j 0.00326588-0.0183428j 0.028873-0.00802573j 0.0294285+0.0349774j -0.0390969+0.00600835j -0.0483399+0.0211375j -0.0468797-0.0113759j -0.0145833-0.0115282j 0.0124434-0.00114492j -0.0325871+0.00558009j 0.00667396+0.00359735j 0.0169103+0.0163928j -0.041611-0.012585j -0.0347068+0.027309j -0.00225592-0.0199555j -0.00785712+0.00772005j 0.00928165+9.66122e-05j -0.0276133+0.00508395j 0.0132969-0.0104749j 0.0108882+0.0241901j -0.0495535-0.020567j 0.0248674-0.0442459j 0.00480852-0.0102497j 0.0449521-0.00236001j -0.00952089+0.0363326j 0.0101244+0.00576212j 0.000205049+0.00255693j 0.00541103+0.0236053j -0.0228651-0.0253458j -0.00641574-0.0156542j -0.000213433+0.0188992j 0.0296616-0.00922711j -0.0133169+0.00520073j -0.0106203+0.0151293j 0.0162819-0.0230969j 0.0153764-0.0161337j -0.00212356+0.00940099j 0.0243318-0.00111122j -0.0236897-0.0152184j 0.0435346+0.0382044j 0.0623648+0.00344661j 0.0197218-0.133667j -0.000496082-0.0277132j -0.0161471-0.0144249j -0.0388547-0.0112204j 0.00579488+0.0293619j 
0.00202608+0.00311234j 0.00670211+0.00341773j -0.00638553+0.00676001j -0.00822913-0.00256804j 0.0185009-0.00520317j 0.00493296+0.00311708j -0.0198871+0.0104173j -0.0194471+0.00527765j 0.0338521+0.00166698j 0.00826022+0.00670595j -0.00977688+0.0126531j -0.0129916-0.0153555j -0.0607974+0.00177443j -0.021779-0.00512749j 0.00623406-0.0145051j -0.00389003-0.00488301j -0.00603647+0.0161723j 0.00560034-0.0122513j -0.00800573+0.00354151j -0.0484187-0.011116j 0.0412083+0.0291634j 0.051868+0.0299232j -0.0323622-0.0185188j -0.0151899-0.00730455j -0.000971442+0.031939j -0.00375927-0.0189623j -0.0751495-0.0369137j -0.0105134+0.00459707j -0.00104937+0.0028909j 0.00771878-0.0328577j 0.030306+0.0290609j -0.0191644-0.0503957j 0.0105875+0.0107623j -0.00699401+0.0242283j -0.0012366+0.0356081j -0.0150931+0.0292073j 0.0170446-0.0173569j -0.0124316+0.00467632j 0.00590606+0.00388915j 0.00824999-0.0264344j -0.0183843-0.0056673j -0.0297995-0.0500513j 0.0438918-0.0106453j -0.0128457+0.0137762j 0.0292847+0.0128823j 0.0247703-0.0234421j 0.0671518-0.0275058j -0.0156783+0.0281177j 0.000801305+0.0148087j 0.0104686-0.0045011j -0.0169653+0.0443097j 0.0103429-0.00609263j 0.0256674-0.0181118j -0.00472419+0.00933536j 0.00307852+0.0079836j -0.0423278+0.00203256j -0.031107-0.00654767j -0.0471706+0.00513409j -0.0262761-0.0107997j -0.0183227+0.00098318j -0.0198819-0.00553699j 0.0284215-0.00227018j -0.000539603+0.0399727j -0.0208691+0.00954629j -0.0132375+0.00022652j 0.0104213-0.0194199j 0.00203411+0.0157242j -0.0107374+0.0175241j -0.0029426+0.00525772j 0.015908-0.0235504j -0.0103457+0.00308365j 0.0026272-0.00494776j 0.021842-0.0427997j 0.0167502+0.000623154j 0.0177541+0.000901075j -0.0197547+0.0392424j 0.0129159+0.02263j -0.0291521+0.0277108j -0.0205142+0.0364731j 0.00123769+0.0067857j -0.00563021+0.0184152j 0.00812762-0.0289105j 0.0358383-0.00549443j -0.0318608+0.0185517j -0.00980886+0.0186396j 0.00403682-0.0208148j 0.0281059-0.00412942j 0.0163996+0.0105976j -0.0211041-0.00145845j 0.0530778+0.0131566j 0.0723447+0.0167702j 0.0581646-0.073888j 0.0017738-0.0884907j -0.0276757+0.000443992j 0.0412107-0.00289009j -0.0247099-0.0289685j -0.0217836+0.0114219j 
0.00163957-0.0121095j -0.0156645+0.00262446j -0.0220064+0.0054024j -0.00106924-0.00369167j -0.00268699+0.0167546j -0.00384831-0.00513694j 0.00145854+0.00169279j -0.0371996-0.00347787j -0.00672901+0.000635042j -0.0117126-0.0034876j -0.000229964+0.00522309j -0.00163923-0.0129664j -0.030302+0.0301631j 0.0177425+0.0208053j -0.00446321+0.00805936j -0.0279157+0.0045047j 0.0465028-0.00218791j -0.0131805+0.0140846j 0.0035447-0.0176707j -0.0300238-0.0145803j -0.0334019+0.00183089j -0.0108046-0.0111j -0.0593203-0.0282858j -0.00359261-0.025038j 0.00859261-0.00674448j -0.00515514-0.00470526j 0.029432+0.00529237j 0.0109992-0.0245891j 0.00310693+0.0160632j -0.0197485+0.0076135j 0.024979-0.000454358j 0.0025501-0.0128804j -0.0112989-0.0123433j -0.0216176+0.0171614j 0.00580166+0.0118393j -0.00525508+0.00356765j 0.00377094+0.0335065j 0.00835089+0.0196341j -0.00396717-0.0197054j -0.0186727+0.0374782j -0.0177505-0.00189468j 0.000279131+0.0528634j 0.000893364+0.014231j 0.00459032-0.000728243j -0.00358647+0.0301545j 0.00906783+0.0120674j 0.000273287+0.00627542j 0.00259774+0.0268191j 0.019346-0.0334872j 0.0297884-0.0869327j -0.0388808+0.00773782j -0.00683742-0.0120018j 0.00373993+0.00268973j 0.00633568+0.0144242j -0.0288992+0.0458028j 0.00934555-0.00909616j 0.0139125-0.000137941j -0.00254333+0.00624736j 0.0114697-0.0226014j -0.000876195+0.00618688j 0.00521656+0.00562485j 0.00652541+0.00652562j -0.0116121+0.0202386j 0.00146778-0.00327225j -0.0139027+0.021777j 7.71725e-05+0.00639028j -0.0178801-0.0184319j 0.00133523+0.0120553j -0.00225902-0.0213448j 0.00858337+0.027034j 0.0112262+0.00685399j -0.00896529+0.000386622j 0.0163021-0.00680052j 0.00647271+0.00497285j 0.00913801+0.0212738j 0.0100127+0.00264723j 0.00869463+0.00673002j 0.00147834-0.00155041j -0.000254997+0.0248566j 0.0058712+0.0116254j 0.017325-0.0097725j 0.00860555+0.00370093j -0.00167892+0.0028361j -0.0180125+0.00848005j -0.00667274-0.00896061j -0.0186714+0.011334j -0.00409022-0.0190641j -0.022178+0.0148866j -0.0628416+0.0282302j 0.0160003-0.00938179j -0.0173835+0.0062778j -0.00460086-0.00323131j -0.00687503+0.00405222j 0.0278671-0.0144861j -0.0246285-0.00709143j 0.00310643+0.00368306j -0.0147523+0.00264322j 
0.00368899+0.0143119j 0.0143969-0.00316018j -0.0156162-0.0126916j -5.46757e-05-0.0152232j -0.00708293-0.0311172j 0.0136181-0.00654552j -0.011422+0.0210595j -0.00254072+0.00972504j -0.0110833-0.0156695j -0.0102358+0.018845j -0.0288831-0.0180544j -0.01776-0.0045775j -0.0325622+0.0421947j -0.0030449+0.0410464j -0.0434431-0.00395334j -0.0011663-0.0248915j -0.0047226+0.00057611j -0.00739786+0.00436487j -0.0403736-0.0260595j -0.015049-0.012343j -0.0124784+0.00556932j 0.00120057-0.0335675j 0.0393522-0.04219j 0.0149974-0.0292592j -0.0142426+0.033678j 0.0552022-0.0607936j -0.0293775+0.00653091j 0.00100074+0.0393629j 0.0316731+0.00243188j -0.0454062-0.0228638j 0.00022473+0.0320664j 0.00460038+0.0117076j -0.0304381-0.00969965j -0.0117511+0.0184928j 0.0470029+0.0172459j 0.0140337+0.0480394j -0.00307982+0.0258518j 0.0319532-0.0275726j 0.00609152-0.00318483j 0.00232222+0.012111j -0.0141601-0.00808885j -0.0426966-0.0094891j 0.0117999+0.0152339j -0.0265371-0.0236732j -0.0234783-0.012456j -0.00800019+0.0161687j 0.00144448-0.0162773j 0.0490234-0.0173874j 0.0785986-0.0106242j 0.0533887+0.0495191j 0.010829+0.0354955j 0.0194198-0.0143226j -0.00540532-0.0314072j -0.0707156+0.0086819j -0.0227536+0.0228934j 0.0345859-0.0181117j 0.0428451-0.0390179j 0.0408103-0.0480177j -0.00326561+0.0346813j -0.0142419-0.0134583j 0.0291043-0.00643407j -0.00633901-0.0151896j -0.0182005+0.00881351j 0.00925875+0.0607377j 0.0314503+0.00412313j 0.0248739-0.0426069j 0.0213034+0.00831787j -0.0167125+0.0423567j 0.00282996+0.000119735j -0.0197139-0.0137053j -0.0175895+0.00634188j -0.00939973+0.029854j -0.0223784-0.0307823j -0.000699552-0.0109687j -0.0191279-0.0496687j 0.0320998-0.0124049j -0.0180694+0.035774j 0.0350067+0.00410721j -0.00175725+0.00268261j 0.0208903+0.0111625j 0.00931447+0.0139694j -0.00865843+0.00760126j 0.0222977-0.0112969j -0.00780985+0.0161187j 0.0422944-0.0137957j -0.0282363+0.0275358j 0.00948267+0.0365274j 0.0277163+0.0171613j -0.04677-0.0110409j -0.0208838+0.00926965j -0.00711588-0.022077j -0.00623948+0.0421444j 0.0271577-0.000317029j -0.0332732+0.0522581j 0.0616175-0.00724959j -0.00420212+0.00720876j 0.00170142-0.00175941j 
0.0191499-0.0135723j -0.0161118+0.0059178j -0.0224331+0.00963416j -0.00483529-0.00212564j -0.0143254+0.0103374j 0.00892652-0.0178961j 0.0245036+0.0315419j -0.0291898-0.00210185j -0.00316369-0.0112371j 0.0212004-0.0104001j -0.00677875+0.00099653j 0.0489475-0.00591368j 0.0229062+0.0393642j 0.00618306+0.0386499j -0.0211856-0.0206369j -0.0134486+0.0157047j 0.00601818-0.0082505j 0.0249819+0.0190514j 0.00430628+0.0670243j -0.00485399-0.0512757j 0.0451468-0.0274426j -0.00983751-0.0501113j -0.0150632-0.0298817j 0.0163015-0.0437831j -0.0135579+0.0434387j 0.0345433-0.0756874j -0.0475701-0.0174301j -0.0353934+0.0115678j 0.0172959-0.0413805j -0.0219365+0.0450664j 0.0206105+0.0498327j -0.00587358+0.0347956j 0.0166232-0.00782233j -0.0166695+0.00269124j 0.0318671-0.00727803j 0.0701792-0.00595704j -0.00101431-0.0134388j -0.0126207+0.0160354j -0.0206928+0.0173218j -0.0158725-0.00118011j 0.041727-0.00653829j -0.0244493-0.0140948j 0.0302613-0.00933814j -0.0218753+0.00304683j -0.0444035+0.0517968j -0.013055-0.0294177j -0.00531163+0.0332111j 0.00285068-0.00461134j 0.056885-0.0606004j 0.083863-0.0222895j 0.0427572-0.00897949j 0.00689464-0.00367145j -0.0396533-0.0110361j -0.042266+0.0163223j -0.0353785+0.0648792j 0.0192948-0.00396579j 0.0197582-0.0280416j 0.0106677-0.0594681j 0.0158967-0.0350823j -0.0093496+0.0316728j -0.0217993-0.00564127j 0.00187427-0.0132469j 0.0454239+0.0447842j 0.0245563-0.0127388j -0.0150459+0.0191202j -0.0142598-0.0632603j 0.0435953-0.0183614j 0.00773867+0.0269612j 0.010542+0.00649413j 0.00550685-0.0440019j -0.00706215+0.0388497j -0.0390168+0.0469064j -0.038534-0.0167955j 0.0146016-0.0173286j -0.00918045-0.0170169j 0.034173-0.000986731j -0.00578584-0.00963587j 0.0329637+0.00768587j 0.0101933+0.0309412j 0.0302987-0.0053787j 0.00560113+0.0119475j 0.0190591+0.0327464j 0.0114526-0.00767837j 0.00588613+0.00681224j 0.0438518-0.0356004j -0.0249988+0.0441789j -0.0333446+0.0255338j -0.014176+0.0620268j -0.025497+0.0121968j 0.0556977-0.0261236j -0.0769118+0.0167933j 0.0159973+0.0790094j 0.0246085-0.0155891j 0.0578052+0.0349086j 0.0439477-0.0362905j -0.00265736+0.0191814j -0.0340249+0.00933079j 
-0.0203091-0.017017j -0.00683719+0.0220424j -0.00536027+0.0129397j 0.00120128-0.0145644j 0.0230267+0.0262213j 0.00153211+0.0183534j -0.0174411+0.0136596j 0.00145507+0.0134926j 0.0119426+0.0064515j 0.0139097+0.0252487j 0.00358791+0.00936667j -0.00768696+0.0121786j -0.00502259-0.0133873j 0.0253411-0.00311732j 0.0154573-0.0191498j -0.0479322+0.00902779j 0.0123077-0.00922424j -0.0131104-0.0183412j -0.0217529+0.00237279j -0.0340858+0.00429388j 1.60873e-05+0.0365326j -0.00715966+0.0319178j -0.0261621+0.00257507j -0.0456294-0.000311917j 0.0414018+0.00774989j -0.0223798-0.0338959j -0.0344127-0.00539254j -0.00899019+0.0546793j -0.0243513-0.0157117j 0.0524462-0.00021895j 0.00235053+0.0446587j -0.012801-0.0287936j -0.00895831-0.0639756j 0.00265636+0.00779978j -0.0158213+0.0171867j -0.0161275-0.0171783j -0.00245253+0.00321785j -0.0380221+0.00543865j -0.0279302+0.0148689j 0.0147235+0.0103466j -0.0311987-0.0085007j 0.0197293-0.0123868j 0.0446564+0.00608881j -0.00514999+0.00293125j 0.0129731-0.000253677j 0.027201-0.0347912j 0.0658065-0.00119377j -0.0257705-0.021412j -0.0492556-0.0028811j 0.014761-0.000545234j 0.0166448-0.0111909j 0.00386827-0.0123835j -0.00427376-0.0191357j 0.0194121-0.0399054j 0.0432805-0.0113601j -0.00379931+0.0465826j 0.0547181+0.0710838j -0.00649085+0.0626299j -0.0109561-0.00235719j 0.00718401+0.0165809j -0.0216843+0.0220054j 0.0407199+0.00754657j 0.00636205-0.0037237j -0.051863+0.0150784j -0.0263649+0.039185j 0.000586125+0.0320782j -0.00564482+0.0223448j 0.00952827+0.00409616j 0.0165333+0.0103101j 0.0164237+0.0021348j -0.00115633+0.0137621j -0.0155417-0.0213981j 0.00537914-0.00286073j -0.00694918+0.0140596j 0.0229364-0.0043344j 0.00429702+0.0254895j -0.00119093-0.0127793j -0.00631765+0.00569498j 0.00825865-0.00611583j -0.0114854+0.00291256j 0.000588581+0.0189776j 0.00757855-0.0171377j 0.0171329+0.0105512j -0.0268053+0.0231998j 0.00613311+0.0242288j 0.00547068-0.0082148j 0.035085-0.0168781j 0.00862108-0.038343j 0.0133487+0.0053989j 0.0827148-0.00710473j 0.0362897-0.0134419j 0.0309665+0.0114371j 0.0169993-0.0192483j -0.0616451-0.0268869j -0.0176073+0.0137962j -0.00562648+0.00345569j -0.0510108+0.00612488j 
0.00152644-0.0196907j -0.00903659-0.00122635j -0.00432383-0.00185193j -0.00777581+0.00032052j 0.0161152+0.0191256j -0.000214784-0.010454j 0.0119782+0.0106142j -0.0220798+0.0366052j 0.049063-0.0162253j -0.0026177+0.00727119j -0.00609731+0.00715824j 0.0259905-0.00865996j 0.00828126+0.0295917j -0.00856046+0.0309716j -0.05346+0.00251287j 0.0146724-0.0226191j -0.014997-0.00623522j -0.00425652-0.0407115j 0.0283917-0.029297j 0.0138507+0.00357863j -0.0391702+0.0692421j 0.0197556-0.0181951j 0.0204758-0.023906j 0.0306242-0.0391246j -0.0184421+0.0135117j 0.00592522-0.0111294j 0.020595-0.0209374j -0.00212993-0.000770602j -0.00995876-0.0151788j 0.0555336+0.0244758j 0.0160688-0.0254826j 0.0232137-0.0197761j -0.0516805-0.0185465j -0.00739102+0.0185515j -0.00159988+0.00951735j -0.054482+0.0340842j 0.00351658-0.0102115j 0.010535+0.00258863j 0.0118936+0.0116774j 0.0607369+0.0073457j -0.0485373+0.0397357j -0.0277295+0.0433217j 0.00468105-0.00411091j -0.0322156-0.000908302j 0.0279658-0.00819066j 0.0432472+0.0158654j 0.0355322-0.0317387j 0.0371115-0.00489994j -0.029096-0.0205498j 0.0526894-0.0134976j -0.0148174+0.0439794j 0.0162222-0.000971067j -0.0138625-0.00545568j -0.00358737-0.00104621j 0.00606774+0.0311887j -0.0284488+0.0322373j 0.007755-0.05144j -1.27292e-05-0.0260466j 0.00330954-0.00492049j 0.019959-0.0248914j -0.00592903+0.00465142j -0.000449324-0.00687943j -0.0198011+0.0296514j -0.0256997+0.0137291j 0.0145334+0.02779j -0.0175025-0.0258543j -0.017608+0.0093952j 0.0176362+0.0171733j 0.0353925-0.014611j -0.0260835-4.24724e-05j 0.0234002+0.00176075j 0.030592-0.0178968j -0.00709702-0.00991225j -0.015519+0.00788377j 0.00717331-0.00877205j 0.0158663-0.00423959j 0.0226544+0.0275524j 0.00553161-0.00322937j 0.00649172+0.011109j 0.00659386+0.00468279j -0.0274103+0.0241735j -0.00525859-0.00982033j 0.0586088+0.0155523j -0.0271476+0.0211222j 0.0506603-0.0200562j -0.0167105-0.00627838j 0.0378658+0.0163691j 0.0270406-0.0190749j -0.0569433+0.0377359j 0.00537986-0.00351769j 0.04383-0.0176559j 0.00766373-0.0372692j -0.00036169+0.0246454j 0.0215349-0.00492345j -0.0141647+0.0178548j -0.0420916-0.00602368j 0.00639807-0.020598j 
