9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
0.00408027-0.00683783j 0.00754302-0.00581495j -0.0053463-0.00461448j -0.00459126+0.00866138j -0.0025123+0.0131035j 0.0253542-0.00973736j 0.00159912-0.000492942j -0.00840364+0.00100817j -0.0038451+0.00534971j 0.0093501-0.0120154j -0.00499392+0.0045651j 0.002215+0.00293039j 0.0145707-0.0119874j 0.000627677+0.00088514j -0.00779522+0.00557955j -0.0114642+0.0114721j -0.00883185+0.0147197j 0.0159507-0.00960381j -0.0101057+0.019618j -0.0100803+0.0205482j 0.0200715-0.013338j -0.00981458+0.00881366j 0.0113076-0.00820051j 0.00774679-0.00388364j -0.00607634-0.00452355j -0.000842227+0.00724827j 0.00262283+0.00118665j -0.00270376+0.000625071j -0.00053651+4.37842e-05j 0.00390588-0.0110166j -0.00481562+0.00520914j -0.00423707+0.00331277j 0.00115718+0.00214761j -0.000660214+0.00154928j -0.0077411+0.00736959j -0.000927503+0.0016801j 0.00212751-0.00185056j -0.00394321+0.0101688j -0.00164033-0.00497441j 0.00659715+0.0016256j -0.00540521-0.00200769j 0.00906756-0.0136186j -0.00954179-0.0101537j -0.00627784-0.00306452j -0.00137091-0.00102863j 0.00327058+0.00373339j -0.00680178-0.00263853j -0.00614592-0.0102491j 0.000875659+0.00110081j 0.0017802-0.00171685j -0.00150707+0.00313012j 0.00213486+0.00597458j -0.000340197+0.00389837j -0.0046801-0.00062641j -0.000455616+0.00822769j -0.0051293+0.00899257j -0.0041671-0.00361496j 0.00213738+0.00518475j -0.00480851-0.000991448j 0.00266291+0.00488202j -0.000886762+0.00167742j 0.0046999+0.00114961j 0.00369736+0.00229181j 0.00157179+1.59001e-05j 0.0007006-0.00140828j 0.00243348-0.00136259j 0.000647683+0.00164597j 0.000930076+0.00417242j 0.000909785-0.000140322j -0.000276497-2.65164e-05j 0.00246267-0.00212485j -0.000117585-0.00200594j 0.00249157+0.0070194j 0.000540329-0.00164811j -0.00236525+0.00331751j -0.00415031-0.000393114j -0.00388597+0.0050226j -0.000749483-0.00435332j -0.00370116-0.00134621j -0.00270807-0.00303767j 0.00201598+0.000133385j -0.00210313-7.02075e-05j -0.00488938-0.0009586j -0.00365422-0.00363712j -0.0031984-0.00276624j -0.00215096+0.000599523j 0.00570132-0.00369965j 0.00404885-0.00885674j 0.00337378-0.00356085j 0.000962673-0.000557537j -0.00164751-0.000758434j -0.000587669-0.00220447j 0.0022954-0.00550699j 0.00510771-0.00447075j 0.000635085+0.00217651j 
-0.000400253-0.00246618j -0.0186014-0.00683593j 0.0172702-0.00314398j -0.00876696+0.000538428j -0.00798371+0.0052546j -0.0142676-0.0123688j 0.00405389-0.000394778j 0.0135246+0.00144043j -0.0141269-0.00316865j 0.00546717-0.00320058j -0.00112835+0.00215205j -0.00174008-0.00477858j -0.00304104-0.0136961j 0.00435602-0.00239522j 0.0134127+0.00994393j -0.00618796+0.0037114j -0.0294743-0.00378479j 0.00564999-0.00556354j 0.0112732+0.00225735j -0.0222789+0.00761095j -0.0214686+0.00171524j 0.0148052-0.00374664j -0.00345705+0.000437114j -0.0112055-0.0110503j -0.00287818+0.0109025j -8.8427e-05-0.0132717j -0.00383078-0.00737741j 0.00168618+0.0010394j 0.00037293+0.00142524j -0.0139118+0.00748302j 0.00883328+0.00130175j 0.00562076-0.000343398j 0.000167801-0.00771253j -0.00843919-0.00272788j 0.0115359+0.0022382j -0.00168225+0.00520727j 0.00474305+0.00340761j 0.00162916+0.00437463j -0.000633277-0.00568874j -0.00162766+0.00164153j -0.00367532-0.00347468j -0.0051574-0.0029907j 0.00208256-0.0158873j 0.00747143-0.00655297j -0.00325189+0.00110643j 0.00309566-0.0094926j -0.00326458-0.0112323j -0.00328681-0.00186772j 0.00534912-0.00182756j -0.000270067+0.00172577j -0.00474374+0.0039563j 0.00317206+0.00759544j -0.00489041-0.0018686j 0.0015244-0.014394j 0.0035112-0.000814445j 0.00668371-0.000383267j 0.00271801-0.00489211j 0.000464768-0.00182427j 0.00106902-0.00522557j 0.00108896+0.0016716j 0.0019475-0.000546112j 0.00242703+0.00597176j 3.46588e-05-0.00157889j -0.00101761-0.00271989j -0.00618118+0.00175977j -0.00586957+0.00134533j -0.000915544-0.00168589j -0.000483724+8.40076e-06j -0.0018379+0.000654668j -0.00419232-0.00340538j -0.00712545+0.000302542j 0.00264308-0.000932476j 0.00231541-0.00177913j -0.00430939+0.00357412j -0.00136091-0.00588411j 0.00366549-0.00172506j -0.00391482+0.000626604j -0.00733949+0.00213955j 0.00573001+0.00546615j -0.00216003+0.00148299j -0.00120279+0.00272553j 0.00575604+4.75902e-05j 0.000421472-0.000451829j -0.00416683+0.00387041j 0.00849035-0.000309887j -0.00567652+0.00270652j -0.00301243-0.00350673j 0.00916761-0.00026618j 0.00254064-0.000136808j -0.000117913+0.000504723j 0.000203683+0.00192471j 0.0003602+0.000326339j 0.00226012-0.00376416j 0.00710684-0.000394523j 0.00106715+0.000268894j 
-0.0136417+0.000697964j -0.00210359+0.00131925j 0.0179847+0.00784107j 0.00315199+0.00108159j 0.00544999+0.000772193j 0.00378514+0.0111475j -0.00668407-0.00523017j 0.00841079+0.00489381j -0.000415787+0.000871515j -0.00846849-0.00518305j 0.00388175-0.00431952j 0.003005-0.00857198j -0.00545324+0.000306527j -0.00494583-0.000316868j 0.00775406-8.89414e-05j -0.00294953-0.00260836j 0.0273759+0.0174831j -0.010832-0.00779788j -0.0123215+0.00137116j 0.00707071-0.00591145j -0.00328509+0.0104192j -0.0082926+0.00130772j 0.0022929-0.00010181j -0.00817169+0.0185299j -0.0101227+0.00773652j 0.00231601+0.00119547j 0.00152785+0.00308326j -0.00036971-0.000895006j -0.00305544-0.00107771j -0.0119773+0.0158377j 0.00831857-0.00743216j 0.0046566-0.00735387j 0.00187258-0.00186876j 0.00424663+0.00386007j 0.00166771-0.00940423j 0.000891644+0.000287698j -0.00101907+0.00078738j 0.00307289-0.00689806j -0.00399607+0.00358437j -0.00225098+0.00928272j -0.00620355+0.00682947j -0.00114284-0.000534651j 0.00319126+0.000281898j 0.00547896-0.00471616j -0.00756795+0.00455503j -0.000924973-0.00927819j 0.00649243-0.00548729j -0.00578453+0.00246838j 0.000858803-0.00066315j -0.00575003-0.00298564j -0.0102617-0.00113299j -0.00298286+0.00117579j 0.0028709+0.000276717j 0.00429857-0.00411288j 0.000223319+0.00136132j 0.00233876-0.00215113j -0.000483998-0.00209229j -0.000594183+0.00560401j -0.000396952-0.00185635j -0.00315894+0.00402896j -0.00310616+0.000722645j 0.0010514+0.00433525j -0.00199334+0.00433915j -0.000493494-0.00270508j 0.00546104+0.00445218j -0.00132291+0.000644805j -0.00259116+0.000508342j -0.0071513+0.00490166j 0.00196702+0.000377945j -0.000685883+0.000663801j 0.00914116+0.00123076j 0.00139401-0.000436911j -0.0049359+0.000251438j -0.0024852+0.00488937j -0.00344986+0.00390694j -0.00588652+0.00157464j -0.00325067-0.00438872j 0.00907653-0.000707485j -0.00497357-0.00126222j 0.00695524+0.00213375j 0.00308547+0.00116162j -0.00287795-0.00293693j 0.00312878-0.00456877j -0.00448117-0.000781371j -0.00375651-0.00564358j 0.0005137-0.00123908j -0.000121173+0.00604527j -0.00252022-0.00293225j 0.00578687+0.00267531j -0.000240265+0.000608388j 0.000867436-8.35414e-05j -0.00223626-0.0023974j -0.000705976-1.15539e-05j -0.00214451-0.00212705j -0.000146235+0.000869561j 
-0.0053429-0.00369617j -0.0106392+0.0121985j 0.00689607-0.0114236j 0.00627449-1.25595e-05j 0.0114116-0.00274671j 0.0175747+0.00117872j -0.000781723+0.0013425j -0.00150591-0.00960759j 0.00538822+0.00214515j -0.000548779+0.000203271j -0.00420284+0.00273151j 0.000655642+0.0148875j 0.0119833+0.000348801j 0.000299209-0.00476882j -0.0192066-0.00308347j -0.00200086+0.00101973j -0.017022-0.00194945j 0.0288002-0.00306781j -0.00632756-0.00491653j 0.00982586+0.0084582j 0.0148865+0.00521155j -0.00534729+0.00304852j 0.00684648+0.000518897j 0.00517783+0.00206605j -0.00133752+0.0124618j -0.00336605-0.00761988j 0.00264511-0.0102681j -0.000704437+0.00149234j -0.000115499+0.00451601j 0.00598038+0.0147166j -0.00947143+0.00186751j -0.00108586-0.00495019j 0.00144846-0.00566877j -0.000849527+0.00423065j -0.00497586-0.00024794j 0.00102941+0.0047331j -0.000786304-0.00250998j -0.000228607+0.00394246j 0.00256599+0.00205187j -0.00115992+0.0112373j 0.007461+0.00560403j 0.00957039-0.00988196j 0.00146665+0.0055111j -0.00339337+0.000442617j 0.000250347-0.0042887j -0.00698607-0.00389569j -0.00139286+0.00543953j -0.00286018+0.015424j -0.00259122+0.00203535j -0.00213179-0.00215569j -0.00605287+0.00658582j 0.00337964-0.000155744j 0.00667487-0.00737202j -0.0011574+0.0028643j 0.000654604-0.00524753j -0.00205927+0.00447064j 0.000724404+0.00119794j -0.00218177+0.000529176j 0.000709116+0.00617812j -0.00152235-0.00293878j -0.000713412+0.000675068j -0.00507508-0.00426819j -0.00165131-0.00420711j -0.00182949-0.00392391j -0.00451177+0.0033306j 0.00200762-0.000742108j 0.00323748-0.000753854j -0.000340274-0.00187339j -0.000614674+0.000855683j 0.00389231+0.00364015j -2.06701e-05+0.0017013j -0.00280213+0.00260123j -0.00138441-0.00639213j 0.000677322-0.000255795j 0.00220238-0.00588641j 8.06556e-05-0.00202825j 0.00483964-0.000317751j -0.0034707+0.00597639j 0.0022432-0.000891346j -0.00222609+0.00191769j 0.00118959+0.00330852j 0.00329049+0.000752546j -0.000477816+0.00116785j -0.00106679-0.000639594j 0.00299773+0.00478126j 0.00368679+0.00145319j -0.00299969+0.00291969j 0.00399435+0.000632202j -0.00779179-0.00025447j 0.00123515-0.00113134j -0.0030497-0.00123829j 0.00250694+0.00130675j 0.000659541+0.00293755j 0.00173332+0.000516774j -0.00161185+0.000522887j 
0.000975479+0.00778457j -0.0109159+0.0121886j -0.028465-0.00687588j 0.00133396-0.0139685j 0.0197558-0.00957331j -0.0105272-0.00739558j 0.00755758-0.00510258j -0.0100412-0.00479262j -0.00106902-0.000717444j 0.00392859+0.00113558j 0.00011336+0.00649969j 0.00444982-0.00157649j 0.000879203-0.00578908j -0.00159185-0.00498033j -0.00396315+0.000611441j 0.00386774+0.00382395j -0.0361364+0.0161887j 0.0457747+0.00333553j 0.0268706-0.0154462j 0.0107066-0.00640222j 0.00295753-0.000741947j 0.0138055-0.00054172j -0.00250837-0.00397611j -0.00043069+0.0133484j 0.02213-0.00112206j -0.00187532-0.0029541j -0.00841786+0.00207571j 0.0032371-0.00176856j 0.0085782+0.00212102j 0.016997+0.0120321j -0.00417303-0.00275106j -0.00709275-0.00420797j 0.000284738-0.00392358j 0.00228491+0.000542541j -0.00114312-0.0120813j 0.00454557-0.00465909j 0.00936397-0.00538931j 0.00531828-0.00861789j -0.00215919+0.0117787j 0.00487425-0.00490232j -0.00334186+0.000220721j -0.00392819+0.00454722j -0.00320682+0.00161645j -0.00333993+0.00259268j -0.000844783+0.00224766j -0.00254786+0.00795589j -0.00762666-0.000647888j 0.00571319+0.000518236j -0.00261877+0.000239326j -0.00553537+0.00170526j 0.00106867+0.000984479j 0.0010851-0.00340504j -0.00552433+0.00311476j -0.00425817+9.42976e-05j -0.00631736+0.000553574j -0.00324412-0.00552321j 0.00205615-0.00155711j 0.000769257-0.000348205j -0.00174776-0.00283688j 0.00316852-0.00184694j 0.000633157+0.00512739j 0.00205063+0.00269648j -0.00443128-0.00272336j 0.000445714+0.00431314j 0.00135013+0.000826475j 0.000410622+0.00242133j -0.000105103+0.00128945j -0.000499085-0.000397117j -0.0010883+0.00218145j -0.000528847+0.000954143j -0.00111363+0.0048712j -0.000978125-0.00307883j 0.002467+0.00354986j -0.000927999+0.000365198j 0.00118375+0.00122366j 0.0023805-0.00110131j 0.000534316+0.000549876j -0.001769+0.00360071j -0.00315792+3.024e-05j 0.000679178+0.00211571j 0.000699508+0.00105135j 0.00126826-0.00212255j -0.00584639+0.000548047j 0.000252156-3.43192e-05j 0.00568947-0.00291406j -0.00167659+0.00125503j 0.00271055+0.000621427j 0.00207093-0.00448181j -0.00509181+0.00337445j -9.51956e-05-0.00116366j 0.00219873+0.000477718j -0.00112009-0.00158252j -0.00180433-0.00100999j 0.00138065-0.00211997j 0.00737245-0.00406252j 
-0.0102012-0.00459259j -0.00665097-0.00660964j 0.0170701+0.0210183j 0.0124115+0.00163986j 0.012034-0.00673252j 0.00431224+0.00315789j -0.00419887-0.00504996j 0.00355987+0.0111831j 0.015237+0.000336929j -0.0103698-0.00586245j 0.00221261+0.00176339j -0.00417953+0.00509762j 0.00181039+0.00160853j -1.31853e-05-0.00457811j -0.0163061-0.0108709j 0.00853779-0.00414288j 0.00691542+0.00172548j 0.0152811+0.0118668j -0.00619515-0.00990025j 0.0173937-0.00176183j -0.00261279-0.00966531j -0.00873669+0.0059108j -0.00217663-0.00233053j -0.00759179+0.00898844j -0.0143519-0.00746833j 0.0145791+0.00516297j 0.0111189+0.00357364j -0.000984212-0.000798937j -0.00224093-0.00274238j -0.0186702-0.00392236j -0.00278441-0.000357151j 0.00813398+0.00137992j 0.00676871+0.00215886j 0.00209374+0.000847006j -0.000158267+0.000436109j -0.00575841-0.00246608j -0.00335085-0.00240977j 0.00232728-0.00169243j -0.00589637+0.00694386j -0.00352242+0.00193422j -0.00843808+0.00589124j 0.00716943-0.00269492j -0.0025534+0.00403211j -0.0037423+0.00476326j -0.00467231-0.00240439j 0.00684952-0.00348995j 0.00166171+0.00157853j -0.00701776+0.00013171j 0.00702839+0.00203533j 0.0091734-0.00253187j -0.00984482-0.00745016j -0.00724434+0.00121492j 0.00224563+0.000254908j 0.00117919+0.00511008j 0.000666538+4.7547e-05j -0.00537131+0.00321771j -0.00110774+0.000149122j 0.000740208+0.00422917j 0.000360773+0.00144737j 0.00305595+0.000575501j -0.000116215+0.00157545j 0.00565744+0.000411381j -0.000512455-0.000225563j 0.0028672-0.000512812j -0.00377139+0.000218817j 0.000730072-0.000760957j -0.00106448+0.00113714j -0.00366192+0.00118602j 7.84748e-05-0.000947166j 0.00109877+0.00433666j 0.00228759+0.00105951j 0.00145433+0.000534752j 0.00135882-0.00153669j -0.00262756+0.00256678j -0.00175759+0.00239878j -0.0035167-0.000395432j 0.00138167+0.000464224j 0.00123953+0.00126955j -0.00213331+0.00281615j -2.58419e-05+0.00102093j 0.00136001+0.00297786j -0.0020625-0.00165604j -0.00259671-0.000621346j -0.00688916-0.00348877j 0.00102706-2.23711e-05j 0.000763598+0.00106076j -0.00145777+0.00165825j -0.000145114+0.00048867j -0.00105546+0.00134927j 0.00172092-0.00026724j 0.000748812-0.00144933j -0.00236805-0.00213856j -0.00279923-0.000949251j 0.00020941+0.000321255j 0.00426234+0.00134229j 
-0.00909734+0.0116643j 0.00409795-0.00291013j -0.0165558+0.00838042j -0.00345114+0.00407181j 0.024657-0.0122899j 0.00557249+0.0092558j -0.00702545-0.00589321j -0.0037088+0.00572503j -0.00964549+0.00601061j -0.00751812+0.00223416j 0.00736569+0.00403303j 0.00822124+0.00205592j -0.00760522+0.0050807j -0.00707159+0.00149911j 0.0225041-0.0236131j -0.0111059-0.00802832j 0.0536278-0.0106298j -0.0234805+0.00402189j 0.00403868-0.0131871j 0.0132134-0.000694628j -0.00388262+0.00387558j 0.00114523-0.0127002j -0.0089272+0.00686415j -0.00329147-0.012188j 0.0170582-0.000214846j 0.00912353-0.00224098j 0.0137545-0.00139348j 0.00355252-0.000741556j -5.90851e-05-0.00104648j -0.000357744-0.000756315j -0.0160774+0.00356638j 0.000522985+0.00430972j -0.00433814-0.00311922j 0.00311712-0.00330795j 0.00743254-0.00494972j -0.00855283+0.00648246j 0.00592888-0.00285421j 0.0017809-0.00305356j 0.00779441-0.00152144j -0.0052779-0.00137887j 0.00217808-0.00577689j 0.00323772+0.00415351j -0.000771142-0.00400914j -0.00344817+0.0028257j 0.001156+0.000282933j -0.0057259+0.00171933j 0.0073223+0.00217465j 0.00245781-0.00221802j -0.00385365-0.00602692j -0.00300319+0.00381642j 0.00263468+0.00451082j -0.00405176+0.00347849j -0.00208655-0.0033081j 0.00440656-0.00149669j 0.00236795+0.0178139j -0.00464187+0.000249562j -0.00241196-0.00337975j 0.00047793-0.00267468j 0.00112935+0.000453818j 0.00376892-0.00291034j -0.00191309-0.000213355j 0.000537933-0.00251121j -0.00132987+0.00111777j 0.000350897+0.000568463j -0.00229722-0.00123724j -0.00156765+7.62538e-05j -0.000993708+0.00129739j -0.00259588+0.00154528j 0.000957462-6.7851e-05j -0.00184135+0.00162608j 0.00047552-0.0025652j 0.000438472+0.00115957j -0.00130676-0.00266689j -0.00292706-0.000764985j 0.00192801-0.0055914j 0.000656844+0.00171986j -0.00265592-0.000510289j -0.00518066+0.00145954j 0.00128407+0.00657124j -0.00305127-0.000832959j 0.00206876-0.00198614j 0.00267385+0.00416489j 0.000811107+0.0074211j 0.000576322+0.00188523j -0.00055445+0.00490553j 0.000661836+0.00351778j -0.00141911-0.0017672j 0.000266719+0.000641224j -0.0052476-0.00347796j 0.00438946-0.000832867j -0.00217044-0.00381043j -0.00354821+0.00190213j -0.00226647+0.00123626j -0.00773676+0.00533824j 0.0035485+0.000951249j 
0.0107977+0.00944479j 0.0297925+0.00393962j -0.00814416-0.00672258j 0.00340618+0.00927234j -0.0235621-0.00445399j -0.019076+0.000477837j -0.00415116+0.00859471j 0.0017722-0.00354996j 0.0123139-0.00369784j -0.00869514+0.00407665j 0.00454751-0.000887536j -0.00633123+0.0103j -0.0167987+0.00520006j 0.000471512+0.00149807j -0.00397177+0.00412294j 0.0245731-0.00593192j 0.0173862-0.0147495j -0.0387234+0.0011283j -0.0104911-0.00514572j 0.00888565-0.00189673j -0.00212573+0.000157044j -0.00400139+0.00327211j -0.00977157-0.00194268j 0.00157783-0.00375317j 0.00825714+0.00459377j -0.0116778-0.00608963j -0.00605614-0.00372311j 0.000675071+0.00228894j 0.0017981+0.00107433j 0.008277+0.000759347j 0.000399434+0.00493707j 0.000137324-0.00141445j -0.011239+0.00308331j -0.00263325-0.00161729j 0.00171635+0.0107494j -0.00607352-0.000949556j -0.00804612+0.00397664j -0.00156317+0.00156295j 9.21731e-05-0.00439018j 0.00702903-0.00630318j 0.00363837+0.00152507j 0.000890078+0.00464638j 0.00271892-0.00146226j 0.0039485-0.00229541j -0.00514748-0.000606088j -0.00180552+0.00133152j -0.00761329+0.00484154j 0.00530722+0.00485793j 0.00325741-0.000696903j -0.0034229-0.00218004j -0.00178113+0.00201885j 0.00680562-0.00131464j -0.00338995-0.00298034j -0.00876312+0.000914611j -0.00420426-0.00890108j -0.00465134-0.000673031j -0.000814338+0.0030306j 0.00201203-0.000256158j 0.00763604+0.000638374j 0.00154897-0.000553303j 0.00469523+0.000144913j 0.00793384-0.00237985j 0.00187256+0.00369404j 0.0027386+0.000510868j -0.00718641-0.00133357j -0.00329027+0.000558208j -0.00234513-0.00307969j -0.00176685-0.00429892j 0.000989363-0.00146103j 0.000858833+0.000799594j -0.00179577-0.000732218j 0.00196805+0.0031476j -0.00300828-0.00201754j -0.000546081-0.000201082j -0.00207998+0.000256092j -0.00209091-0.00166549j 0.000996349-0.000395632j 0.00145875+0.00125258j 0.00505435+0.00471281j -6.85906e-05-1.68596e-05j -0.0024126-0.000195791j -0.000500382-0.00029544j -0.00256062+0.00217965j 0.00222618+0.00325276j 0.000348824+0.00237805j 0.00130033-0.00103459j -0.000590727-0.000924103j -0.00352094+0.0024327j 0.0046528+0.00236286j -0.00044075+0.00145251j 0.00152084+0.00136022j -0.00113711+0.00072711j -0.00279498-0.0010945j -0.000540361+0.00144764j 0.000880281+0.00289976j 
-0.00224263+0.0208093j 0.0110122-0.00690898j 0.00979061-0.00345257j -0.0116081+0.0220842j -0.00306044+0.000546915j -0.00713603+0.00384586j 0.00425971+0.00628233j 0.00832343+0.00756894j 0.000747267+0.0085254j 0.00114103-0.0081588j -0.00378952+0.00798906j -0.0147719-0.0093302j 0.00473237-0.0228j 0.00389088+0.00724708j -0.00105411-0.00455467j -0.00659671-0.023635j -0.00881987+0.00236472j 0.00144026+0.00778852j -0.0137192+0.00164226j -0.0106111+0.00143727j -0.00581813+0.000449543j -0.00157737-0.000817187j 0.000544843-0.00514378j -0.00266551-0.000901024j 0.00101807+0.00546996j -0.00787691-0.0029574j -0.00803615+0.00124128j 0.000263617+0.000625228j 0.00203214+0.00090119j 0.00264684-5.54717e-05j 0.00962078-0.00249323j -0.00015809-0.00480177j -0.00125339+0.00299927j -0.00212253+0.00308078j -0.00556457+0.00363826j 0.00418511-0.0028954j -0.00327145+0.00111129j 0.00194438+0.000861475j -0.00268628-0.00357844j -0.00060628+0.000446756j 0.000122195-0.000825449j -0.00523866+0.0103886j 0.00389917+0.00285397j 0.00226595+0.0015507j -0.00419998-0.0067612j -0.000485508+0.00151737j 0.000415564+0.000391415j 0.00184372+0.00625184j -0.003638+0.00162835j 0.00346867-0.000221841j 0.00352056-0.00294171j -0.00132551-0.00489867j 0.00372105-0.006536j -0.00298046-0.00432485j 0.00174759-0.0035761j -0.00296101+0.00214524j -0.0025469-0.00157641j 0.000727006-0.00523388j 0.00219865-0.00404153j 0.000218277-0.00110094j -0.00224184+0.00456386j 0.00210465-0.00237414j 0.000387334+0.0016842j 0.000639962-0.00136229j -0.0017583+0.000710622j -0.00030541-0.0010121j -0.00135436-0.00190329j -0.000246362-0.00136457j 0.00139668+6.80976e-05j 0.00227039+9.25931e-05j 0.000681227+0.00159675j -0.000819947+0.000762538j -0.0052391+0.00205979j -0.0017385-0.00439929j 0.00250223+0.00310908j 0.00098968-0.00266377j 0.000454871-0.000893251j 0.000271417+0.000963322j 0.000667757-0.00210541j -0.000834451-0.000465009j -0.00187929+0.00171874j -0.000478277-0.00185942j -0.000603449-0.000149647j 0.00069155+0.00184733j 0.00269926-0.000163834j 0.00122364-0.00153962j -0.00161088+0.00258192j -0.000718462-0.000861983j 0.00174257-0.000432766j 0.0189129-0.00495549j -0.00980966-0.0160116j -0.00208651-0.0143293j 0.000261017-0.00138761j 0.00324618-0.00158213j -0.0019215+0.000508343j 
0.012114-0.0220346j -0.00430506+0.0151178j -0.00532639-0.0009389j 0.00914307-0.0305359j -0.0180778-0.00750823j 0.00698858-0.000542659j -0.00385353-0.00266214j -0.00719053+0.0037955j 0.00905643+0.00600546j 0.000551116-0.0125286j 0.00510284+0.0129863j 0.0070152+0.00209173j 0.00211476-0.0236199j 0.00196348+0.00552261j -0.0169831-0.00882551j 0.00903163-0.0157114j -0.00630941-0.00912633j -0.00442436+0.000112924j 0.00126828+0.0113261j -0.00127257-0.000498972j 0.00193762+0.00643267j -0.00240637-0.00331584j 0.00481934+0.00304681j 0.000204055+0.00563328j -0.001229+0.000227903j 0.00648598+0.00482263j 0.00218207-0.00163629j -0.000382901-0.00231524j -0.00172589-0.00411784j -0.00335521-0.000875681j 8.81261e-05-0.0038334j 0.000792291+0.00283544j -0.00275359-0.00193682j 0.000883539-0.00139777j -0.000462481-0.00418899j 0.00272439+0.00634504j 0.000437763+0.000665606j -0.00363229-0.000197884j -0.000559355+0.000651511j 0.00381738-0.000650082j -0.00396519+0.0044052j 0.000346991-0.0062149j -0.00289411-0.00256502j 0.000888132+0.000127429j 0.00124014+0.00589435j 0.00190419-0.0047256j 0.000323934-0.00432379j -0.000724149-0.00471605j 0.00326601-0.00221751j 0.000621072-0.00223897j 0.000429894+0.00120948j 0.00451704+0.00435998j -0.00486799+0.00660451j 0.00100409+0.00209588j -8.39549e-05+0.00104283j 0.00461471-0.00576571j 0.00110326+0.00680486j -0.000699873+0.00421978j -0.00409581+0.000221928j -0.0014199-0.00190928j 0.00531736-0.00528066j -0.00109214-0.000147098j 0.00197697-0.00249428j -0.000889961-0.00359156j 0.00397394-0.00188276j -0.000367625-0.000773989j -0.00288462-0.001144j 0.00163794-0.00244715j 0.0011565-0.00119389j -0.000895476+0.00109728j 0.000305652-0.000485594j 0.00205254+0.00212457j -0.00517902-0.00267595j -0.00316376-0.00358794j 0.00344789+0.00203916j 0.0032127+0.00063027j -0.000195689-0.000778717j -0.00186158+0.00139475j 0.00270047-0.00118612j -0.00210622+0.0010834j -0.00179208+0.000388215j 0.000159878+0.0010273j 0.000663794-0.00162503j 0.000941431+0.00176078j 0.00166937-0.00178031j -0.000520644+0.000956141j 0.001097+0.000510001j -2.12741e-05+0.00252202j 0.000509748-0.00240669j 0.0184964-0.00330247j -0.00814905-0.0164184j -0.00155119-0.013319j 0.00133231-0.00254147j 0.00141448+0.00110265j -8.96886e-05+0.000843921j 
