0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
0.000370143-0.00698879j -0.0164298+0.00587688j -0.0219198+0.0219388j 0.00348859+0.0140062j -0.0148523+0.00779752j 0.0290052+0.00545138j 0.00890932+0.0188902j -0.0163876+0.0131967j 0.0126244-0.0103234j -0.0485911-0.0128263j 0.0335053+0.0185345j -0.00224316-0.0160356j 0.0203648+0.00313287j 0.0284578-0.00513109j 0.0513107-0.0129114j 0.0254322-0.0362968j -0.0335754-0.046653j 0.010683+0.0265566j 0.0448478+0.0120499j 0.05685+0.0375305j -0.0165499+0.0450586j -0.0417757+0.0245047j 0.0279192+0.0308975j 0.0437872+0.0104993j 0.036068-0.0189272j 0.0123282-0.0096914j 0.00416635+0.0313709j 0.0168417+0.0204344j 0.0227541-0.0208941j -0.00303383-0.0474942j 0.0451307-0.0677232j -0.0346292-0.0499466j 0.0644014-0.0520727j -0.00721763-0.0159279j 0.0482947+0.0177754j -0.0395654+0.088492j -0.0692886+0.0456297j 0.0433128+0.0079275j -0.0403689-0.0656872j -0.0547007+0.0348594j -0.106404+0.0493088j -0.0129057+0.054429j 0.0527516-0.0201054j 0.0869489+0.0485507j -0.0375969-0.0950495j -0.019234-0.00985869j 0.0251611-0.0468102j -0.000153294-0.0265973j 0.0290281+0.0411733j -0.0148073-0.0229087j -0.0165901-1.5841e-05j -0.0279286-0.00223841j -0.0521516-0.0341051j -0.023969+0.0126109j 0.0517195+0.0171497j -0.0292685-0.000261069j -0.0353696-0.00380818j -0.0174209+0.0108373j 0.00467267+0.0331295j 0.0360073+0.000402593j 0.00651179-0.0107378j -0.0109643+0.0107166j -0.0193452-0.0171925j -0.0273661+0.0018046j 0.0418695-0.0109782j -0.0220888-0.0238945j -0.00197752+0.0020217j -6.50311e-05+0.00300323j -0.0028637-0.014945j 0.0860187+0.013123j -0.0228958+0.00824211j -0.0105885+0.0188847j -0.00669464-0.0251259j -0.00617919-0.0192317j -0.0185167-0.00383788j 0.00377033-0.0179768j -0.0185175-0.0028939j 0.0247687-0.0154358j 0.0375747+0.00599432j 0.000510759-0.0262683j -0.0117413+0.00896452j -0.00670558-0.00832284j 0.0154141+0.0130897j -0.00836267-0.0163514j -0.0099995+0.0239514j -0.00188446+0.012187j -0.00640691-0.0186165j 0.0126293+0.0071707j 0.0111498-0.00207436j -0.00357082+0.00360062j -0.00820601-0.00961126j -0.0283444-0.00903036j 0.00246161+0.00625924j -0.00151732+0.00770726j -0.0107694-0.00107842j -0.0130092+0.0108205j -0.00581481-0.00336835j 
0.00335827-0.00860948j -0.00179293+0.000856014j -0.0140245+0.00725178j -0.00184127+0.0167739j -0.00436129-0.0110813j 0.00670523+0.000300951j 0.00209866+0.00137237j -0.0130852+0.0204573j -0.00679328+0.0301164j -0.0190364+0.0120602j 0.00583251-0.0266062j -0.0108425+0.0238479j 0.018735-0.0284093j 0.029175-0.00975834j -0.0231102+1.84097e-05j -0.010725+0.0285122j 0.00484748-0.0167571j 0.0151081+0.0117591j 0.0172094-0.0351467j -0.0214838+0.0340879j 0.0505868-0.0724033j -0.0915389+0.0334141j 0.0169935+0.0655859j 0.000542844-0.0855178j 0.0293739+0.013004j 0.0507244+0.00898862j 0.0772905+0.000852042j 0.0312309+0.0312354j -0.0918426+0.0511361j -0.0852994+0.0682388j -0.102347-0.0454256j -0.039047+0.0504283j 0.0499219+0.0173793j -0.00386714-0.0632155j 0.00669846+0.084368j -0.0505079-0.0431778j -0.0415493-0.0247674j 0.0756098-0.0536513j -0.0309821+0.0493544j -0.116724-0.00358373j 0.0394592-0.00608756j 0.0965918-0.0120529j 0.064651+0.0749316j 0.0315593-0.126097j -0.0224672+0.0190511j 0.00767467-0.045132j 0.0121651+0.0107234j 0.0864054+0.0128661j -0.0429361-0.0298428j -0.0441616-0.0625562j -0.0308794+0.0259042j 0.0567423-0.0195381j -0.0136582-0.0247677j -0.0179763-0.0333822j -0.0442252-0.00256493j -0.0525898-0.0517125j -0.00485295-0.0259179j -0.0268817-0.0192265j -0.0206433+0.00648254j 0.00632973-0.040215j 0.024953+0.000575439j -0.0140449+0.0131508j -0.00311784-0.0461193j -0.0392441-0.0274894j 0.0206796-0.00307256j 0.0410517+0.0329752j -0.00848085+0.00743931j -0.0105348+0.0119114j -0.00889857-0.0133451j 0.0228021-0.0351748j 0.0327697+0.0443027j -0.00564705+0.01721j -0.00297384+0.00263807j -0.0136759+0.00740095j 0.0060454-0.00710743j -0.0256538+0.0414655j 0.0199069-0.0190076j -0.0106583+0.0109504j 0.000417743-0.0075872j -0.0316861+0.00175516j -0.000800577+0.000752138j 0.026902+0.00144581j -0.0229676-0.0107955j -0.0101159-0.0129087j -0.0196632-0.0487314j 0.00491404-0.00218778j 0.0082812-0.0168339j 0.00219155-0.00284709j 0.0254273+0.00394994j -0.00114732-0.0223635j 0.0145175+0.00594429j -0.0102683-0.00058794j 0.012557-0.00642492j -0.00478627+0.0154796j 0.00329667+0.0259433j 0.000620149+0.00221561j -0.00598174+0.00581699j 
0.00235174-0.0127285j 0.000151041+0.00705608j -0.0192688+0.017319j -0.00400499-0.00187162j 0.00734704-0.00409614j 0.0076572+0.00478206j -0.00333277-0.0288531j 0.0253642+0.00140694j 0.00835915+0.0164602j -0.0546229+0.0234322j -0.00575909+0.00173517j -0.00990372-0.0209739j -0.01799+0.0172896j 0.0025988+0.00445866j 0.0122645-0.00832061j -0.0501826-0.0497634j -0.0409656-0.00482099j 0.0361048-0.000316083j 0.0110945-0.0072011j 0.00636494+0.0158172j -0.0158005+0.012686j 0.0429439-0.0132955j -0.0851531+0.0227412j -0.0446192-0.0793988j 0.00792559+0.0334306j 0.0132972+0.0220554j -0.0160352+0.00116094j -0.0449475+0.0393421j 0.0306369+0.00705071j 0.0683356+0.0126769j -0.106784-0.111723j 0.156228+0.0829485j 0.0618334+0.0167387j 0.0230681+0.0512982j -0.0566376-0.0812495j 0.0115645-0.0547611j 0.0679836-0.0266018j -0.0548084-0.0325735j -0.00305661+0.00728049j -0.11246-0.0554581j 0.0501335+0.0769169j -0.102476+0.043j 0.0188882-0.0709389j -0.11093-0.103919j -0.0207603-0.0494566j -0.0461793-0.0451715j 0.0224769+0.0588041j -0.00488207-0.00761071j -0.00478492-0.00937677j -0.043962-0.0496674j 0.00541208-0.00580379j -0.00979291+0.0353099j -0.0226864-0.0300637j -0.00932847-0.00574024j 0.052458+0.0053587j 0.0038807-0.0414218j 0.0278969+0.00649056j -0.0110282-0.0102938j -0.0221664+0.0315385j 0.0197177+0.0180721j -0.0063327-0.00948782j -0.0401236+0.0207353j 0.0191894-0.02566j -0.0378506-0.039587j 0.0196539+0.0320944j 0.00170091+0.00475631j -0.0208698-0.00747441j -0.00104722+0.0104532j -0.0517825+0.0184712j 0.0162318+0.00904353j 0.00458269+0.0257959j -0.0044771+0.010962j 0.0433745-0.0302982j -0.0135298+0.00724019j 0.00461459-0.0113053j -0.0182223+0.0179372j -0.0143916+0.035131j -0.0584859+0.00565808j 0.0178507+0.00444657j -0.00820424+0.00664731j -0.0271833+0.00715087j 0.0141023+0.00199311j 0.000373558+0.0136831j -0.0227148+0.00359393j 0.0265322-0.0139071j 0.0130637+0.0125259j -0.00365755-0.00887461j 0.0222553-0.00144399j 0.0323105-0.00538525j 0.0286007+0.00218136j 0.00588576-0.00404131j -0.0130949+0.000593375j 0.0109828+0.00379679j 0.00446644-0.0130151j -0.0251775+8.22051e-06j -0.00372789+0.00371028j -0.0147804+0.0104419j 
0.0157733+0.00235096j -0.00285097-0.00161321j -0.000277453+0.00842328j 0.0150225+0.00373205j 0.0365231+0.0102891j 0.00797069-0.0137886j 0.0463119+0.00796328j 0.000323287-0.00461065j -0.00132324+0.017319j -0.00880826+0.000422703j -0.00413423+0.0102059j 0.0373402+0.0127876j -0.0100478-0.0352373j 0.0358653-0.0132664j -0.00578025-0.00350117j 0.0109537-0.00421472j 0.000338225+0.0374753j -0.00861088+0.00817622j -0.000150788-0.0199886j 0.0757064-0.0420519j 0.0496975-0.000799353j -0.0385222-0.0225326j -0.0324471+0.0133288j -0.0765247+0.07696j 0.0431179-0.0374899j -0.0425808-0.00185336j 0.0505934-0.0325305j -0.0322171-0.000609757j -0.0396491-0.02569j -0.0115709-0.0159531j -0.0517481+0.0256287j 0.0039391-0.00636908j 0.047748-0.00136247j -0.109976+0.0642393j 0.000302629-0.0475646j -0.00886459+0.0149948j 0.0332221+0.00481063j 0.02146-0.0567588j 0.0227912-0.0168719j -0.089667+0.0339362j 0.022131-0.0141712j -0.120299+0.0429929j 0.0213485-0.0576999j 0.00946341+0.0286849j -0.0566809+0.022881j -0.0194413+0.04346j -0.0109185-0.00109614j 0.036782-0.018563j -0.026783+0.0182467j 0.0158192+0.0706395j -0.0486589-0.00773861j 0.0356834+0.0442704j -0.0144524-0.0389573j 0.0266086+0.0282488j -0.0227989-0.0125482j 0.0454113-0.015138j 0.0189882-0.0230878j -0.00368558+0.0140813j 0.0217092-0.0204864j -0.0108008-0.00552082j 0.0100546+0.0743964j 0.0727342-0.0140448j -0.0240941+0.053573j 0.00902152+0.0143697j -0.025981+0.0180293j 0.0422069-0.0370371j -0.0273193-0.0215877j 0.0145308-0.00337884j 0.0270254+0.00829164j -0.0333876+0.0293465j -0.00522007+0.0363651j -0.012714+0.0129791j -0.00462453+0.00888635j 0.00447958+0.00814842j 0.00749745+0.0199658j -0.0135579-0.0131422j 0.000272749+0.00532705j -0.0358536-0.0062971j 0.0178436+0.029934j 0.0248757-0.0194009j -0.0235862+0.0261792j -0.00174109-0.00368403j 0.00772557-0.00248111j -0.0282603-0.0499202j -0.00289601+0.00877957j -0.00766813-0.00515096j 0.0202753+0.0181196j 0.0057793+0.00988058j -0.0445584+0.0165951j -0.012176-0.0047853j -0.0165057+0.000242606j 0.00228485+0.0130069j -0.0310661+0.00487927j 0.00360821-0.00175564j -0.00821966-0.0169911j 9.27544e-05-0.00823351j 0.00703141-0.00301685j 
-0.00536875+0.0077097j 0.014953-0.00445376j 0.0025272-0.012529j -0.00660897+0.00403899j -0.00520779-0.0117741j -0.0430915+0.0160873j -0.00636472+0.0017799j 0.0308059-0.00134774j -0.0324913+0.0183524j 0.0158079-0.00198938j 0.013546-0.0111761j 0.00248855+0.0160294j -0.00465585+0.0028731j -0.0316327+0.0249122j -0.0203304-0.0145852j -0.0181823-0.0102568j -0.056872+0.00581888j -0.0557453-0.0203537j 0.0353622+0.0316178j -0.0472478-0.0107742j 0.0850401-0.0533639j 0.0070725-0.0497268j 0.0108714+0.0076884j -0.00953433-0.00726984j -0.00870105-0.0351737j -0.0303587+0.0180518j 0.0357992+0.0116975j 0.055068+0.0560209j -0.0935701-0.0531967j 0.0289335-0.0913414j 0.0729037-0.0216417j 0.0291967-0.0958827j -0.0220157+0.0284529j -0.0303342+0.00233437j 0.0582519+0.07303j -0.0258576+0.0150321j -0.0460836-0.0354486j 0.117703+0.016402j 0.0443392+0.0248191j -0.0158323-0.0874494j 0.096319-0.0301916j 0.0127614+0.020862j 0.0170036+0.0331339j 0.0241278+0.0378619j 0.0202297+0.00343781j 0.0539349-0.064207j 0.0147307-0.0550476j 0.0452487+0.0275024j -0.0460019-0.000472312j -0.000219188-0.0770832j 0.0251339-0.0325772j -0.0355009+0.0467311j -0.00320592-0.0319171j -0.0218888-0.0268202j -0.000469588+0.0800316j -0.000183131+0.0467494j 0.0202219-0.0565877j -0.019327-0.0334541j 0.0196851+0.034776j 0.0335457-0.0183013j -0.0562585+0.0574384j -0.00982082-0.0308249j -0.0255335-0.0368681j -0.0464788-0.0336099j 0.0242346+0.00940634j 0.00766975-0.00204695j 0.00788027+0.0270361j -0.0528267+0.00828573j 0.000650136+0.0282538j 0.0523649+0.00361386j -0.0605381+0.0328255j 0.0215093-0.0159751j -0.0361363+0.00561094j 0.014516+0.0280812j -0.0306856-0.0288279j -0.0463656-0.0171778j -0.00667987-0.0117526j 0.00108588+0.0082408j -0.0351895-0.0125493j -0.0150877-0.0286335j 0.0173587-0.0164581j -0.0216885+0.00376867j 0.013556+0.0232604j -0.00141205-0.00509999j 0.0394479-0.00470688j 0.0422758+0.00364626j -0.00927011-0.00588884j -0.00694851-0.00938397j 0.0349847-0.00540618j 0.0133943-0.00801182j -0.00986384+0.00280404j 0.00654589-0.0239047j 0.0183946-0.000583078j -0.0033203-0.00349273j 0.0049992-0.00268034j -0.00655235-0.00094351j -0.0108834-0.00568165j 
-0.000854196+0.00621015j 0.00601587-0.00539224j 0.00576596-0.00964322j -0.00233052+0.000768056j 0.0126385+0.00137943j -0.0110063-0.00668127j 0.0106983+0.0113483j 0.0116154-0.0129285j -0.0066297+0.0193913j -0.00696001-0.01341j 0.00923829-0.00585495j -0.00170625+0.0107236j -0.0147062+0.0056633j -0.00904402-0.00831193j -0.0150804-0.0126303j 0.0427774+0.0204773j -0.00861604+0.0119606j -0.00759241-0.00991581j -0.0178539-0.00259822j -0.012782-0.0236654j 0.0161594-0.0175237j 0.020169-0.0166254j 0.04623+0.00985292j -0.0176132+0.0708313j -0.00683455-0.0367593j -0.00180796+0.022868j 0.0506218-0.00506532j 0.0239796-0.0175127j 0.00516892-0.000853243j 0.00255963+0.00355933j 0.00698531-0.0252348j 0.0461828-0.0286397j 0.0562869-0.0198457j -0.119512+0.0148074j 0.0753392+0.0171375j 0.0337759+0.0369509j 0.0157125+0.0134401j -0.0731478-0.00764114j 0.0259665-0.0560881j -0.0392047+0.0288605j 0.0266591-0.0281502j 0.0771492+0.0901877j 0.177167+0.0213786j -0.0244275+0.0446599j 0.0692307+0.0365882j -0.00866221-0.00544814j -0.0238564-0.0180901j 0.0403463-0.0482446j 0.0336766+0.00889659j 0.0632922+0.0212068j -0.00887061+0.0245503j 0.0717322+0.0165008j -0.0430195-0.0137816j 0.0172492-0.0426659j 0.0319466+0.0251299j -0.05094+0.0286529j 0.049157+0.00504547j -0.0177378+0.0208697j -0.141939+0.0194739j 0.0951452-0.0218108j 0.0119695-0.0776937j 0.00988073-0.0153244j 0.0575474-0.0387035j 0.0271139+0.00397277j 0.0228177-0.0326057j 0.0100252+0.00201477j 0.0416295-0.00431383j -0.0175619-0.00303507j -0.0489814-0.00383594j 0.0377939-0.00351127j 0.0158362-0.0105927j -0.00257423-0.0150094j 0.0992944-0.0272711j 0.0141344-0.0198045j 0.0136364-0.00524901j -0.021386+0.00799716j -0.0218598+0.015806j -0.0410812-0.00208823j 0.0554495-0.005189j -0.0759038-0.00549228j 0.0458513-0.0100921j 0.0358938+0.0165468j -0.022464+0.00441347j -0.0424528-0.0014178j 0.0155518-0.00853028j 0.0133845+0.0202566j 0.0177654-0.00596344j 0.00448172+0.0143554j 0.0448415-0.00744404j 0.0203565-0.0320119j 0.0322363-0.000529064j -0.00511034-0.00236521j 0.00665279+0.00219142j -0.00643276-0.00675809j -0.0214985+0.00239745j 0.00416598-0.00787164j -0.00738274+0.00291968j 
0.00191334+0.0110817j -0.00543831+0.00208936j 0.00634404-0.00126835j -0.000700293+0.0058371j 0.000537682-0.00612994j -0.00173828-0.00319723j -0.0188269+0.023832j -0.00696216-0.00772188j -0.012283-0.00577118j 0.0293656+0.00185675j -0.0103046+0.0126973j 0.0519209+0.0155341j -0.00773344+0.0131052j -0.0220869+0.00513847j 0.0264815+0.0256987j 0.0616006+0.00825718j -0.00664273-0.0510596j 0.0401852-0.0252293j 0.0146607+0.0179917j 0.0393617+0.0168305j -0.0115675-0.00448369j 0.00510667-0.00464787j 0.0500954-0.0529275j -0.0690143-0.00694575j 0.0453406+0.0870923j -0.052159+0.0334553j -0.0277907-0.00626009j -0.00883731-0.0492697j 0.0205853-0.0169121j 0.0255942+0.0460442j -0.0205034+0.0724962j -0.0816005+0.131333j 0.0327388-0.0487673j -0.0126257+0.0527104j 0.0214965-0.105427j -0.0312476-0.00645087j 0.0598098+7.53702e-05j 0.0798094-0.0232403j 0.14069+0.0106791j -0.130377-0.0294811j 0.0534244+0.0340646j 0.018012-0.0148029j 0.0543322+0.00757797j -0.0666037-0.0774535j -0.0704612-0.0171027j 0.045924-0.00657055j -0.0794606+0.0494211j 0.0146763+0.033011j 0.0202009+0.00519135j 0.0444728-0.0067193j -0.03927-0.0337986j -0.0377785+0.0534891j -0.0267652+0.151477j -0.0127156+0.0486087j -0.0135317-0.0523566j 0.00258248+0.00670895j 0.0447042+0.0108783j -0.058235-0.0350374j -0.0340439+0.00234064j 0.0146789+0.0160839j 0.0153783-0.00361449j 0.0163903+0.062234j -0.00225812+0.0277062j 0.0249976+0.0104221j 0.0162237+0.00707614j -0.0402486+0.0132876j 0.00976279+0.0211385j 0.0211638+0.00791192j 0.0200248-0.000314296j 0.0343103-0.000928603j -0.0104445+0.0183232j -0.0272073+0.0104842j 0.0172765-0.0104479j -0.0229275+0.0122218j 0.0335294+0.0266635j -0.000974252-0.0219346j -0.0201082+0.0206954j -0.023824-0.0343247j -0.0106408-0.0137238j 0.0088161-0.00681785j 0.0204021+0.0275678j -0.0255091+0.0136432j -0.00198043-0.0183128j -0.0179995-0.000935351j 0.00780254+0.0193067j 0.0171649+0.00912322j -0.0236394+0.0288391j -0.0055095+0.0125061j 0.013414-0.00150801j 0.0270559-0.00877845j -0.00160971+0.00402931j 0.0183379-0.0128853j 0.0284316+0.00199762j -0.000676388-0.0133615j -0.0110037+0.0117232j -0.000722208-1.81374e-05j -0.00887116+0.017567j 
-0.0048758+0.0119809j -0.00503128-0.00558063j -0.00932183-0.0211634j -0.000236171-0.00724964j -0.00492845+0.00564786j 0.00842426+0.00275373j 0.00454222-0.0112395j -0.00372144-0.00125242j -0.0143212-0.00854989j -0.00873926+0.0244831j -0.00968244-0.00106366j -0.00639283-0.0247904j -0.0193549+0.000234015j 0.00275035+0.000701975j -0.0255656+0.00524725j 0.00849252+0.00278395j -0.0157896-0.00497408j -0.00412887+0.0101928j 0.0309222-0.00758154j 0.0100832+0.0163533j -0.00419828-0.00571879j -0.00290386-0.0197406j 0.0418688+0.0439536j 0.0304603-0.0385457j 0.0403843+0.0372653j 0.0302046+0.0254728j 0.0226961+0.0447127j 0.00420191-0.0303035j -0.0733705-0.0434336j -0.108709+0.0246427j 0.0196368-0.0824571j 0.067521+0.055515j -0.0771003-0.00384268j 0.0649615+0.0183025j -0.0311459-0.0603712j 0.00911712+0.0196401j -0.0446005+0.0463988j 0.0167142+0.0393068j -0.093053-0.0513907j 0.0102087-0.0828581j -0.00857087+0.0639549j 0.0443685+0.00275641j 0.0239335+0.0345709j 0.00902353-0.0261165j 0.054639-0.00612966j -0.0161934-0.00324362j -0.0090087-0.021807j -0.0104095-0.00790244j -0.0121994+0.039634j 0.029903+0.0476726j -0.111109-0.0372037j 0.0979203+0.0157322j 0.000451335+0.00368081j 0.00729831+0.0399868j 0.0354565-0.049746j -0.0173553-0.0158758j -0.044583+0.0304562j -0.0548082-0.015589j 0.0782691-0.0407065j 0.0694705+0.0448886j -0.138-0.01008j 0.0331926+0.0376001j -0.0317257+0.0374822j 0.0182785-0.00898025j 0.00409151-0.0196976j 0.0129089-0.0243841j -0.035944+0.000944648j -0.0308953+0.00166911j 0.0289953-0.00153113j 0.010851-0.0256535j 0.00784717+0.024912j 0.0323307+0.00977922j -0.0314422+0.0101822j -0.00840956-0.000426991j -0.0299569-0.00202734j 0.00132583+0.0301561j -0.0353157+0.00741568j 0.00674025+0.00396406j -0.0226674+0.0346432j -0.00335313+0.0114169j -0.00881147+0.051138j -0.0276741+0.00331529j 0.00792948-0.00798398j -0.0219466-0.00713462j 0.0172889+0.0134052j 0.0232274-0.0168903j -0.0298831+0.0200088j 0.0246195-0.0213837j -6.4793e-05+0.00257055j 0.0033291-0.0125013j -0.0225177+0.0241312j -0.0096079+0.0113921j 0.0208992-0.00716261j 0.0114119-0.02249j -0.00443935-0.0181044j -0.00281221-0.0177992j -0.00682122+0.00235943j 
0.000222263-0.00842682j -0.0117371-0.00196147j -0.00183974-0.00107565j -0.0103656-0.0151919j 0.0150031-0.00674212j 0.0276567-0.0230876j 0.00419367+0.00795192j -0.020734+0.000658783j -0.00252404-0.0211357j -0.0064453-0.0158104j 0.0331182-0.0108087j 0.00616822+0.00762134j 0.0304847-0.0223323j 0.00210064+0.00250863j 0.01875+0.000795898j 0.0455939+0.0251564j 0.00958132+0.018118j 0.0285699-0.0321509j -0.0242051-0.0139746j -0.0296478+0.040261j 0.00092419+0.0175974j -0.00189001+0.0396484j 0.0183814-0.0534718j 0.0133965+0.0149631j -0.044917-0.0089357j -0.0744084+0.0139267j -0.0276395-0.00471323j -0.0580069+0.0296107j 0.0428641+0.107688j 0.00522212+0.0239468j -0.000807793+0.0439397j -0.0874064+0.0135935j 0.0526289+0.0434138j -0.0211075-0.0750979j 0.0519836+0.016329j 0.0191377-0.0133631j 0.0111035-0.0459121j 0.0027724-0.090265j -0.0460124+0.071482j -0.0321765+0.041262j -0.0691815-0.0419975j 0.0182511-0.0111926j 0.0265953+0.0513857j 0.119109-0.0777328j -0.0447561-0.0126684j 0.0321136-0.0398585j 0.048587+0.0308917j -0.027265+0.00567522j -0.0427901+0.0461223j -0.0297535-0.00167525j 0.0101898+0.0602803j 0.00362692-0.0100582j -0.0305807-0.0104746j -0.0625653-0.0187369j 0.0242012+0.00850823j -0.0271057+0.0158113j -0.00549855-0.00797604j -0.0118686-0.00364299j 0.0366478-0.0559452j 0.0392935-0.0235297j -0.132592+0.0651581j -0.0322262+0.00153948j -0.105775+0.0285326j 0.0645052-0.0267772j -0.0637815+0.0463897j -0.00422612+0.00033158j 0.0228124-0.00692755j 0.0168816+0.0376003j -0.0356269+0.0122033j 0.02736-0.0101917j -0.0175855+0.0192259j -0.0402519+0.0205489j -0.0253744-0.000856246j -0.0188003+0.00793935j 0.026591-0.0158193j 0.0185085+0.00702073j 0.00643446+0.0362636j -0.0226627+0.0155449j 0.00753445+0.0173452j -0.0245386+0.0103047j -0.0521009+0.0215122j 0.013908+0.0200149j -0.0412817+0.0370693j 0.0312184-0.0312362j 0.0155114-0.0198837j 0.0229957-0.0249696j -0.0233937-0.000442131j 0.0317199-0.0260135j 0.00763448+0.0115166j -0.0100268-0.0041849j 0.0149959+0.00454436j -0.0303243+0.0177941j 0.000691259+0.00667548j 0.00220504+0.00111512j -0.00739827-0.00913432j -0.00246307-0.00449302j -0.00536577-0.0173286j 
-0.0105223+0.00203104j 0.00403344-0.00312346j 0.0110425-0.0024165j 0.00702252-0.0191964j -0.0125697+0.00897946j -0.0167952+0.00644346j 0.00787668-0.0178527j 0.0264081+0.0110939j -0.00657028-0.00399175j -0.00716475-0.0174223j -0.0103582+0.0307397j -0.0313827+0.000525918j 0.0115723+0.00801382j 0.00950444-0.0071493j -0.0399362-0.00269962j -0.00889435-0.00560879j -0.0101592+0.0617347j -0.0872216+0.0939191j 0.0094612-0.012892j -0.0170711-0.032826j 0.00728142+0.0333276j -0.0474351+0.0558087j -0.00301921-0.0523424j -0.00136397-0.0145769j -0.012906+0.0556832j 0.00839247-0.0282942j 0.0829164-0.0218681j -0.00163971-0.0559163j -0.0920379-0.00868436j -0.0286978+0.026692j 0.00160942-0.00397709j -0.0137604-0.00827087j -0.0113519+0.0819896j -7.71496e-05-0.0151207j -0.01817-0.0467916j -0.00459941+0.0101825j -0.0804482+0.112108j 0.0320779-0.142212j -0.134859-0.0285585j -0.0477586+0.113741j 0.00142373+0.0279239j -0.00585734+0.0532756j -0.071989-0.0730415j 0.0359039+0.00784443j 0.0270458-0.0365668j -0.0277659-0.0558261j -0.0144958+0.108798j 0.0507579-0.0951479j 0.0262391-0.0914261j 0.0255251+0.06656j 0.0546808-0.0276284j -0.0377189+0.0578468j -0.0139124+0.0211399j 0.0324355+0.00646608j -0.0500437-0.0450362j -0.0458243-0.0587384j 0.00364807-0.0231631j -0.00542951+0.02455j 0.00338707+0.0640147j 0.0309886+0.0242202j 0.0526191+0.00119684j 0.0288508+0.0106149j 0.0231291+0.0249878j 0.0118922+0.0196774j -0.0492723+0.0074334j 0.0297918+0.0519065j 0.019876-0.0104577j -0.00274375-0.0150132j -0.00628333-0.0375803j 0.0490378+0.0344971j -0.000781031+0.0200469j 0.029844+0.005925j 0.00965013+0.0227282j 0.00473076+0.00428869j 0.0215461+0.0311634j -0.00869381-0.00324287j -0.0240646-0.00811597j -0.0415503+0.00224628j 0.00265523+0.00150924j 0.0250735-0.0137983j 0.0191523+0.0142454j -0.0187067-0.0260769j -0.000401575-0.0096202j 0.0128323+0.0267415j 0.00600043-0.0129127j -0.00937794+0.00956569j 0.00788549+0.0172197j 0.00486043+0.0062233j 0.00514936+0.000232372j 0.028272+0.0155031j 0.00711396+0.00437421j 0.00792318-0.00143886j 0.00580888+0.00210669j -0.00868629-0.00882635j -0.0116687-0.00455838j -0.00448344-0.00260202j -0.00224555+0.00321319j 
