-0.0197075-0.0487804j 0.000970524+0.00209467j -0.00444805-0.0264875j 0.00161284+0.0480371j -0.00502164-0.0238518j 7.15082e-05-0.0201753j 0.00897328-0.0540976j 0.00118527-0.0372491j -0.000164218-0.0144491j 0.0265076-0.0255168j 0.0272462+0.022276j 0.00903119+0.0353209j -0.0137268-0.0365689j 0.00890368-0.0166188j 0.000413118-0.0198713j -0.0382611+0.0187196j 0.00113699+0.00936445j -0.0254726+0.0133891j 0.00843314+0.0397503j -0.00520173-0.00103803j 0.00617118+0.0130526j 0.00215492-0.0248j -0.00958496-0.0254615j -0.0121722+0.00238463j -0.007722+0.0358828j 0.0200179-0.00817191j 0.0102091+0.0233172j -0.0111003+0.019418j -0.0375066+0.0140355j 0.0153053-0.00711796j 0.0138846+0.00175889j 0.0055532+0.0140733j -0.020674+0.0308682j 0.0142703+0.0220347j -0.0153595+0.00509689j -0.0195893-0.00822764j 0.0223997+0.0233401j -0.0254795+0.0250137j -0.00647541-0.0194242j 0.01073+0.0384889j 0.0217719+0.0174031j 0.0172292-0.00192782j -0.00808425-0.00170433j -0.0083366-0.00498686j 0.0115706-0.0215858j 0.0242472-0.0321706j -0.0241424+0.0149221j 0.0166273+0.0359142j 0.00262098+0.0191416j -0.000573619-0.0592013j -0.018241+0.025214j 0.0244505-0.0180856j 0.0175132+0.00783137j 0.0278735-0.036949j 0.0446274-0.0542917j 0.0286136-0.0279083j -0.0204154+0.0397309j 0.0519932-0.0905157j 0.146764-0.113148j 0.0544537-0.164287j -0.1204+0.0541755j -0.135956+0.129914j -0.105359+0.124757j 0.0228873+0.0115672j 0.0302394-0.0105375j -0.0335127+0.0480118j 0.0382289-0.0691401j 0.00686043+0.00359418j 0.0461655-0.0813958j 0.0378905-0.0275946j -0.122137+0.217802j 0.142197-0.0696243j 
-0.0220188+0.0549347j 0.0495975+0.00143528j 0.00234347+0.0151556j 0.0316861-0.0462937j -0.0115062+0.00124717j 0.00539605+0.0183488j -0.0473087+0.0139994j 0.0245904+0.0643913j -0.10453+0.0233725j -0.0879604-0.0251351j 0.00547511-0.0601827j -0.0070869-0.0198244j -0.0399526-0.0110989j -0.0372635-0.0197435j -0.0577625+0.0836241j -0.0266682+0.111238j -0.010614-0.0394435j -0.000210732-0.00808749j 0.0543456-0.0905159j -0.00611322+0.0508325j -0.109548+0.014587j 0.105713-0.0711775j -0.0827083+0.133552j 0.0742937-0.0261522j -0.10288-0.110692j 0.104056-0.0122713j -0.101733+0.024685j -0.105264+0.0168144j -0.0238186-0.0577426j 0.04645-0.0409648j 0.0401252-0.0140091j 0.119006-0.0643933j 0.0357763+0.0837516j -0.0203423+0.0609233j 0.0578123+0.0522541j -0.0119393-0.0359035j -0.0697649-0.0152317j 0.102714+0.102246j -0.00219077+0.0783485j 0.00104567+0.0198474j -0.0337139-0.0238652j 0.0253467-0.0246904j 0.00375899-0.0207053j 0.0140526+0.0934312j 0.0124149+0.00353721j -0.00447574-0.0251758j 0.0480979-0.0972533j -0.0251555+0.0329666j -0.0158137+0.000462685j 0.0318903+0.0198419j 0.0174415+0.0160892j -0.0081799-0.0154018j -0.000381664-0.0375887j 0.00983374+0.0115146j 0.012455+0.0202217j -0.0304926+0.0279679j -0.0248914+0.0131342j 0.00549444-0.0109378j 0.019689-0.0459152j -0.046389-0.0185798j -0.00853486+0.0618864j 0.00968457+0.0200678j 0.0126286-0.00374815j 0.0305078-0.0303734j -0.00186319+0.051484j 0.0268755-0.00785831j 0.0111966+0.0227405j -0.0114522+0.0112234j 0.0102739-0.0272504j -0.00567803-0.00328229j 0.00979163-0.0130542j 0.0229954-0.028445j 
-0.034955-0.00257126j -0.00296078-0.0214976j 0.0105616-0.0724128j -0.0441113-0.0333314j 0.0319338+0.0154126j 0.0143976-0.062928j 0.0306892-0.0290859j -0.00145176+0.0155473j 0.00618764-0.0178966j 0.0789922-0.014629j 0.0386679+0.0390497j 0.0196407-0.0800396j 0.000353787-0.045581j 0.0788371+0.0343415j 0.0457674+0.0950808j -0.049972+0.0425553j -0.010158-0.0208713j -0.0189144-0.0158133j -0.0365663+0.0372217j -0.047637-0.0983477j 0.0327895+0.0522167j -0.12902-0.059632j -0.0634433-0.0962126j -0.0279616-0.112032j -0.0256101+0.053709j -0.0445222+0.149765j -0.0499598-0.031077j 0.0180252-0.080769j 0.0823417-0.0129563j -0.0202335+0.0500493j 0.0233615+0.00192195j -0.0197118-0.0349753j -0.00320008-0.00314738j -0.00141454+0.0948215j -0.0139045+0.000824062j 0.0614493+0.0674185j 0.0202236+0.0432739j 0.0607226+0.0479596j -0.00585296-0.00231593j -0.0828055-0.0146864j 0.0235584+0.0294921j -0.0289543-0.0495416j 0.018415+0.0276916j -0.0346358-0.0285049j -0.00215195-0.0292189j 0.0318249+0.0054372j -0.0754642-0.0144318j 0.0410204+0.0428186j -0.0111948+0.0458403j 0.00249025-0.00220491j 0.015228+0.0132392j 0.0195967-0.0311819j -0.0131152+0.036419j 0.042555+0.0405547j 0.0485385-0.0124461j 0.0192598+0.00852894j 0.00527153+0.023941j 0.00657796-0.0206651j 0.0305696-0.0180476j 0.0190056-0.0358546j -0.0144344+0.0195207j 0.0101125+0.0488603j -0.0257348+0.0247687j -0.0152506-0.0131605j 0.0351524+0.0185074j 0.021953+0.0201536j 0.016568+0.0118543j -0.00914672-0.00448822j -0.0198845-0.00349969j 0.00730782-0.0207847j -0.0288241+0.0344784j 0.0179901-0.0209089j 
-0.00270114-0.0173364j -0.0186522-0.00505382j -0.0353937-0.0257542j -0.0207705+0.00409472j 0.0430752-0.0334223j 0.0164956-0.0888788j 0.0954815+0.0410332j -0.00991814+0.0134455j -0.0132934-0.00467243j -0.00961311-0.0461544j 0.0508697+0.0622922j -0.0546192-0.0580155j -0.0120051+0.0339041j 0.0710141+0.048708j 0.104706-0.0510729j -0.0140391-0.0648896j 0.0413433+0.0441987j -0.0907161-0.176124j -0.048213+0.00858195j 0.0553117+0.0112285j -0.103092+0.157905j -0.117577+0.114843j 0.0310531+0.0290577j -0.0771361-0.0851532j -0.0852625+0.0319649j 0.047287+0.210456j -0.0499621-0.0210557j -0.121288+0.0136763j 0.0663745+0.15955j 0.0347609-0.0980339j -0.0283837-0.100553j -0.135606-0.0145046j -0.0156777-0.011148j 0.0346405+0.0188998j -0.0106179-0.0296114j -0.000224244-0.0581253j -0.00375402+0.0229783j 0.104581-0.0838355j -0.00622777-0.0420262j -0.0757429-0.00539816j -0.0206259+0.0959372j -0.0128778+0.0176229j 0.0446117-0.0329632j 0.00570545+0.0293288j -0.00510954-0.0133538j 0.0206377+0.00504469j 0.00866259+0.0451641j -0.0134779+0.0377883j 0.0130225-0.000121996j 0.0270777-0.062173j 0.0138762+0.0290425j 0.0117869+0.00867154j 0.0229175-0.0628515j -0.0202306+0.0156633j -0.000197652-0.0364796j -0.0334935-0.000591335j -0.000833771+0.0175054j 0.0150758-0.0585887j 0.0024387-0.0220256j -0.0295434+0.0364744j -0.0119539-0.0294775j 0.0349792-0.033191j 0.0242236-0.0204062j 0.0215967-0.0125255j -0.00352479-0.00853892j 0.0180561-0.0218719j 0.0146343-0.0288149j -0.0142723+0.0304049j 0.0188765-0.0333734j -0.000263999-0.0109528j 0.0120504-0.00118404j -0.00497495+0.00339335j 
-0.0455583-0.00868718j 0.00394415+0.0219591j -0.0154414-0.0827118j -0.0877601+0.00548847j -0.0235614-0.105979j -0.0144524+0.0329252j -0.0234294+0.0379802j 0.0755627+0.0120421j -0.0501072+0.00107662j 0.11829-0.0399317j 0.0708466+0.0263011j 0.0454995+0.0298233j 0.0101115+0.00928102j -0.017729-0.06782j 0.0908251+0.0467428j 0.00466591-0.192904j -0.163986-0.103468j 0.0413834-0.09677j -0.077853+0.0946059j -0.0877278+0.077043j 0.137055-0.0451397j 0.060266+0.0185975j 0.0543612-0.0611673j 0.0881973+0.139349j 0.0549117+0.0273376j -0.104837-0.119844j 0.0254147+0.011086j 0.0716026+0.00929749j -0.118803-0.0152181j 0.00455801+0.0306786j 0.0631629-0.0676207j 0.00269426-0.0542683j -0.0708281+0.0225456j 0.0263362-0.0286627j -0.0135132+0.0115735j 0.0370107-0.0021291j 0.0692327+0.0421212j -0.0237034-0.00278j 0.0281239-0.0614554j -0.0554634-0.0668669j -0.0440853+0.038025j -0.108802+0.00935834j 0.000282228+0.017032j -0.0022008+0.00121506j 0.0237965-0.0115393j -0.027768+0.0555823j -0.0289116-0.0160408j -0.0282963+0.0243388j 0.0345733-0.0202751j 0.0368511-0.0308726j -0.0212741-0.00632313j 0.00310455+0.0569787j 0.00262141-0.0131979j 0.0102211+0.0199703j -0.00130748-0.0363162j 0.04142+0.00714022j 0.0121371-0.000744646j 0.0486661-0.0400112j 0.0162987-0.0251038j -0.00140044+0.0503766j 0.00117921-0.0123678j 0.0161031+0.00504372j 0.0132901+0.0197663j 0.00603708-0.0375653j 0.0233114+0.00589291j 0.0169358-0.012473j 0.0273583-0.0119554j 0.00344884+0.00744488j -0.00924076-0.0338029j 0.0113455+0.0177535j -0.00714541-0.00505651j -0.00115198-0.00759699j 
0.0534044-0.0577105j -0.0160094-0.0799142j -0.0355261-0.0310193j -0.0240749+0.0325694j 0.00979907+0.00237018j 0.0112275+0.0428149j -0.00161952+0.0134574j 0.0400286-0.0106981j 0.099419+0.0338539j -0.0364903+0.112389j 0.0357628+0.0726953j -0.0588167+0.0124215j -0.0163584-0.177963j 0.0312653+0.0678939j 0.0849068+0.0290644j 0.0490857-0.0255815j 0.00112328+0.0293508j 0.0601007+0.0611529j -0.0122044-0.00108795j -0.0189466+0.00610879j 0.0175186-0.0307502j 0.102217+0.00453465j -0.00408315-0.109452j -0.0919591+0.049587j 0.0344609+0.00720401j -0.0846636-0.0725634j 0.0623239-0.0385424j -0.0776502-0.0213174j -0.0569957-0.0322181j 0.017983+0.0500729j -0.0670145+0.0663003j -0.05596+0.113702j 0.108867+0.02793j -0.0505489-0.0348116j 0.0222932+0.0365668j -0.0256348-0.0100045j 0.0451959+0.0120742j -0.0357459+0.0206824j 0.0279307-0.0478621j -0.0147601+0.0481953j 0.0977768+0.026453j -0.0297511-0.019302j -0.0700731-0.108821j -0.0214557-0.0143305j 0.00159944-0.0426869j 0.0266293-0.0054266j -0.037322-0.0355054j 0.000154522-0.0231324j -0.0209609-0.029388j 0.000864554-0.0347091j -0.0299739+0.0189076j 0.0102843+0.00293492j 0.0184276-0.0277872j 0.0127514+0.00977551j 0.018491+0.0268376j -0.00515504-0.00336615j 0.03751+0.0289386j -0.0288627-0.0423659j -0.0518487-0.00247075j -0.00374572-0.0574044j -0.0104276-0.0308722j -0.0260908+0.0043767j -0.0090278-0.00664383j -4.26536e-05-0.0371661j 0.017188+0.0182723j -0.00978901+0.00369274j -0.00621903-0.0301669j -0.015797-0.0225618j 0.00218667-0.0219913j 0.00475389-0.0175168j -0.00257815+0.0324882j -0.0157948+0.0177036j 
0.0594216+0.0440173j 0.0100901-0.0684416j -0.0145813-0.0239632j 0.000688188+0.0205006j 0.0316012+0.00188102j 0.0333872-0.00801371j 0.0235692+0.0232776j 0.0658426-0.0279812j 0.0584558+0.0542146j -0.113331+0.00861975j -0.0624119-0.071014j -0.0721715-0.0527632j 0.0163045-0.122982j 0.0228626-0.0732721j 0.00946362+0.0200538j 0.00542616-0.0529853j 0.0366417-0.000843345j 0.0125116+0.0146829j 0.0359713-0.0191771j 0.0115157-0.0298054j 0.0444138-0.0269442j 0.0443239-0.0325616j -0.0155402-0.0322187j -0.0462483+0.0669274j 0.0341732+0.0507093j -0.0547618+0.0298559j -0.0354296-0.0201941j -0.0621741-0.0557506j 0.0412806-0.082292j 0.00756937+0.0738271j 0.00423524+0.0244871j -0.0264289+0.0704156j -0.00226619+0.0226551j 0.000108924+0.0406133j -0.106752+0.0245904j -0.0730627-0.00933743j 0.00955124-0.0416601j 0.01469+0.0256962j -0.00939517-0.0477696j -0.00349275+0.0397794j 0.078305+0.0225499j 0.0514648-0.0498543j -0.0197199-0.0116606j -0.0650222-0.0372627j -0.0112042+0.0244336j -0.0192619-0.0393783j 0.0083325-0.00265673j -0.0443003-0.0564633j 0.00888158+0.0112324j 0.0156216+0.0368421j 0.00498365-0.00599166j -0.016382-0.0121397j 0.00560645+0.0694775j -0.0274807-0.0459861j -0.0489897+0.0196631j -0.0554157-0.0465006j -0.0242286+0.016735j 0.00895332+0.0395144j -0.011506-0.0278806j 0.0289232-0.00357321j 0.0159976+0.0192626j -0.00541946+0.00882766j -0.0387865-0.00768722j -0.00898578-0.0104589j 0.00329812-0.0121056j 0.00619689-0.00779062j -0.0334793-0.00424626j -0.0185249-0.0363508j 0.0264907+0.0597769j 0.0121077-0.0263431j -0.022924+0.0169714j -0.0144603-0.0284224j 
0.0644852-0.0735517j -0.0808475-0.0573982j 0.017245+0.0227382j -0.0250223-0.063873j 0.0971459-0.0445422j 0.074012-0.0694014j 0.00593363+0.031263j 0.132797+0.0191266j 0.136938-0.0562355j 0.0798449+0.122323j -0.0525322-0.011186j -0.108646+0.034352j -0.0720928-0.0712789j 0.0345612+0.162685j -0.0170401-0.0491907j 0.120096-0.121722j -0.0234672+0.00565287j 0.0296667-0.14052j 0.0179827-0.0986601j -0.0228073+0.00162472j 0.044924+0.0421036j 0.171489+0.0208079j 0.0576893+0.00410212j -0.0684111+0.0509432j -0.12012+0.0117615j -0.127904+0.0244027j -0.0490423-0.0407912j -0.0529151+0.00952257j -0.0134861+0.073971j 0.0306191-0.00236454j 0.147196+0.0141405j -0.0824895+0.0966878j -0.0232947+0.0289559j -0.017656-0.00315379j -0.0579262-0.0870054j 0.0140239-0.0375915j -0.0155529-0.110102j 0.0675965-0.0197319j 0.0183518+0.000651713j 0.0698129-0.0135285j -0.0415646-0.0188096j -0.0137909+0.0127689j -0.000336124-0.0601853j 0.0400762-0.00130293j 0.0142232-0.0116547j -0.0455707-0.0218483j 0.00275691+0.0235385j -0.017826+0.0346919j -0.0398125-0.0318535j -0.00990556-0.0539767j 0.0321248+0.0433957j -0.0512925-0.0311825j -0.0111412+0.00235823j -0.0344401-0.00954368j -0.0103156+0.00641421j -0.0136922+0.0124362j -0.0368528+0.000142648j -0.00804688-0.0128419j 0.0426484+0.0415639j -0.0418826-0.0416301j 0.0145419-0.046238j 0.00974168-0.0517092j -0.000824754-0.0351077j 0.00265621+0.0356143j 0.0196881+0.00678804j -0.0150931-0.0142868j 0.00556607-0.026501j 0.00107999+0.0300943j 0.0296819-0.00743645j -0.0382087-0.0352604j 0.000875816+0.0145735j -0.00526225+0.0351773j 
0.047747-0.00968718j -0.015245-0.0665289j 0.0794402+0.060993j 0.0445752-0.0293916j -0.0923801-0.0485553j -0.000386581-0.0192869j -0.0420373+0.0366269j -0.0116738-0.128782j 0.139072+0.0466396j 0.0218775+0.0692328j -0.152452-0.059785j -0.062922+0.0124146j 0.0335489-0.0560675j -0.0910107+0.095065j -0.195028-0.00506341j -0.0983108-0.0105686j -0.0557332+0.0728139j -0.11464-0.0324271j 0.107717-0.0357195j -0.0563238+0.0154848j -0.0155295-0.114598j 0.143601-0.0571234j -0.0304732+0.0195945j 0.0737355+0.0845809j -0.0143949+0.0384727j 0.0156195+0.0115221j 0.0505069+0.110269j 0.0786521+0.00975791j 0.0734991+0.0967099j -0.063832+0.00342219j -0.0367346-0.0509778j 0.0469522+0.084872j -0.0457724+0.0952593j -0.0461829-0.0411341j -0.0510453-0.00944575j 0.0627951-0.00488115j -0.0277001+0.062668j -0.0145447-0.0341224j -0.0721364-0.0324212j -0.0345376-0.0328779j -0.00705831-0.0676131j 0.0399253+0.105835j 0.0595134-0.0254392j 0.00511481+0.0177141j -0.00720375-0.0166711j 0.0281862-0.0131621j 0.090822+0.0573137j 0.0312369+0.0982447j -0.00800262-0.0247359j -0.0428567-0.0397428j -0.0170043+0.00918202j -0.0358325+0.0347195j -0.0014192-0.0277328j 0.027436-0.00198321j -0.0355654-0.0214958j 0.0133672+0.0316781j -0.0152678+0.00847513j -0.0361753-0.0504025j 0.0163302-0.0260975j 0.00394472+3.73342e-05j -0.0254632+0.0359142j -0.00843574-0.00549285j 0.0374598+0.0297734j 0.0134771+0.036068j -0.0496105-0.0291966j -0.0128488-0.037995j 0.0204544-0.042492j 0.0397986+0.0540175j -0.0062652-0.0293012j -0.00757807+0.00989845j 0.000337671+0.0204034j 0.0092731-0.0221112j 
-0.0574935-0.00691872j 0.014913+0.0602978j -0.111465+0.0764075j 0.00867474+0.102432j -0.0335281-0.048421j 0.0152564+0.00395843j 0.0346747-0.0380816j 0.0469133-0.00649217j -0.163818+0.0480411j 0.0390692-0.0330032j 0.084981-0.0124417j 0.0703375+0.0656957j -0.0438843+0.182214j -0.136682-0.102492j -0.00434669-0.18631j -0.110357+0.0306357j 0.0118625-0.0307512j -0.0458475+0.0281102j 0.0430931+0.110654j 0.116757-0.0986655j -0.0363963+0.0112766j -0.0502216+0.0924523j 0.0164623+0.0431024j 0.0948252-0.0633694j 0.0347681-0.0990496j 0.0538564-0.0213815j -0.0549558+0.0967821j 0.0238947+0.0379096j -0.0645105-0.00300507j 0.0260754-0.0274404j 0.0367968+0.0275877j -0.0235727-0.0875911j -0.0857433+0.0414181j 0.0565478-0.0121765j 0.00482441+0.0253138j -0.0276824+0.0642071j 0.027859-0.0420527j -0.0387078-0.0807683j -0.0501204+0.00296114j 0.0549346-0.0798525j -0.0414947-0.0275241j -0.0547515-0.0134971j -0.0274783+0.0124815j -0.0123142+0.0278224j 0.0971269+0.0286084j -0.0154425-0.0221225j -0.0307638+0.0120645j 0.00115971+0.00662087j 0.00735027-0.015987j 0.00997943-0.0163681j 0.052237+0.0155925j -0.00873509+0.0164138j 0.00409004-0.0153817j -0.0356274+0.000175204j -0.0102862+0.0315495j 0.0038429+0.0117274j -0.0203704-0.0172357j 0.00459962+0.0205483j 0.0275816+0.0368943j 0.0129727+0.0381429j 0.0172708-0.034439j 0.00622845+0.0024918j 0.00515304+0.0205545j -0.00241541+0.00965057j 0.0473061+0.0115082j -0.00674192+0.000297738j -0.0189373+0.0112891j -0.0111428-0.0169283j 0.00875808-0.00734621j -0.0254149+0.0148903j 0.010467-0.0192356j -0.00233568+0.0360998j 
0.0933545+0.0540966j 0.0761353-0.0763777j -0.0726844+0.018955j 0.0469553+0.0321578j 0.00603909-0.0070698j 0.107162-0.022005j -0.0127269+0.00954149j 0.0228575-0.0402922j -0.054169+0.0477608j -0.235476+0.0557462j -0.0951432-0.175772j 0.0463451-0.111422j 0.00706485-0.0474291j -0.0220233-0.0846334j 0.0256659-0.052667j -0.0272902-0.0660944j 0.032369+0.044833j -0.0033614-0.0344461j -0.0306537+0.0232629j 0.160908-0.0584557j 0.0163649-0.0582066j -0.0388504+0.00450431j -0.0272337+0.0037036j 0.00248965+0.149702j 0.0565389+0.0583918j -0.0285217+0.108823j -0.107281+0.0396065j -0.0984101+0.100076j 0.0121617+0.0298879j 0.0580594+0.037485j -0.0117905+0.00532364j 0.101574+0.0459567j 0.110809-0.0332108j 0.0559087-0.0143068j -0.0265709+0.0223026j -0.0201379+0.0232089j -0.0548956-0.0355011j 0.0093523-0.0298313j -0.0516655-0.0791286j 0.0754595+0.027449j -0.0513445+0.0462968j -0.000183611-0.0213941j -0.0316022+0.0405832j 0.0171297-0.0304702j 0.0471485+0.0220285j -0.0587414-0.0348734j -0.0616885+0.0359079j -0.0109261+0.0107187j -0.0603251-0.00683805j 0.0374916+0.00833246j 0.0197208+0.00870779j 0.0263076-0.0310666j 0.0276595+0.0218491j -0.0494013-0.0375837j 0.0375765+0.0058005j -0.00126501+0.0174414j 0.00733189+0.0279069j 0.019-0.0351989j -0.0219247-0.0440502j -0.0234848-0.020666j -0.000386579-0.00989794j -0.0165791+0.018492j 0.0254726+0.0185815j -0.0154063+0.0164093j 0.0346527-0.0373743j -0.0491733-0.0284177j -0.00614666-0.0142096j -0.0474955-0.00441176j 0.0250151+0.0259156j 0.00459837-0.0174485j -0.00114741+0.025369j 0.00199788-0.0237192j 
0.0314173+0.10414j 0.0856868-0.0359742j -0.0321791+0.0720298j 0.000555607-0.0124838j -0.029187+0.0429082j -0.0351035+0.00794603j -0.0846138+0.0660824j 0.0583625-0.0653263j -0.105178+0.039992j -0.12838-0.0178786j -0.0989618-0.128979j -0.0115274-0.115638j 0.0479806-0.0160076j 0.0258092-0.0351271j 0.0341885+0.0806922j -0.00262008+0.019732j -0.0539022+0.0936422j 6.91028e-05+0.0140887j -0.0667556-0.0868067j -0.0694411+0.0202845j 0.0449046-0.181218j -0.0160395-0.0354343j -0.0203293+0.0480478j 0.0492301+0.0742008j 0.085776+0.010284j 0.0390812+0.0939304j -0.0935943+0.0620772j -0.0141221-0.0228811j -0.0014369-0.016283j -0.0110294+0.0869344j -0.000345488+0.0132045j 0.0578085+0.0130114j 0.0558458-0.0156307j 0.0622632-0.0334829j -0.0280206-0.000987167j -0.0439166-0.0515676j -0.0901774+0.0331325j 0.0174762-0.00919361j -0.0451797+0.00305245j -0.0227568-0.0153489j -0.00651809-0.0100167j 0.00894681+0.00102021j 0.0139231+0.028256j 0.00622042-0.00730166j 0.0158848+0.00680724j 0.018403-0.00111192j -0.0142219+0.0117417j 0.000390201+0.0160691j 0.0112068+0.0050709j 0.00598199+0.0398144j 0.00956425-0.0170814j -0.0634508-0.0196132j 0.0552957+0.0175406j 0.0185413-0.00839753j 0.0247922+0.0127039j -0.0260658+0.0139258j -0.00188252+0.00297335j -0.00080939+0.000521386j -0.0232545-0.00498426j -0.00361816+0.0575999j 0.0260439+0.0258831j -0.00390807-0.0274157j 0.000126503-0.0451774j -0.00117212+0.0140432j 0.00324849-0.00814421j 0.0158224-0.027742j 0.0278826+0.0203381j -0.00689616+0.0162966j 0.0169866+0.0235823j -0.0126476+0.000915779j -0.00225235-0.0411849j 0.000511558-0.023715j 
-0.00694468-0.0394945j -0.0114957-0.0128751j 0.0193021+0.0124179j 0.0170347+0.0559761j 0.0274188+0.0344673j -0.0153511-0.0689688j -0.0788485-0.0506534j 0.0306779-0.0693992j 0.0279109+0.0130934j 0.0937961-0.0217184j 0.0230083+0.118919j -0.0123145+0.0268584j -0.0439982+0.020011j -0.00599572+0.0162708j -0.0129996-0.0528161j 0.098758-0.00570527j -0.00771767+0.0847964j 0.0948748+0.0689829j 0.128148+0.0384537j -0.0923369-0.108061j 0.0703312+0.0435428j 0.0192158-0.0295607j -0.0191787-0.0270018j 0.0168092-0.0688569j -0.000190795-0.00630401j -0.0121546+0.0177642j -0.00376677+0.0451501j 0.0796381-0.00359855j -0.07343+0.0332387j -0.0763011-0.0151957j 0.0158809+0.0272582j -0.0448215+0.0174625j -0.00530453+0.0841446j 0.0197858+0.00826173j 0.0286167-0.000900779j -0.00734633-0.000608602j 0.0115404+0.0273775j 0.0175124+0.00170551j -0.0206686-0.0092707j 0.0437054-0.0308473j 0.00904465+0.0079766j 0.0150242+0.00185831j -0.0117593-0.00462136j 0.00256748-0.0201308j 0.0342434-0.0436925j 0.0232358-0.0269066j 0.00547241+0.0114662j -0.0115722-0.0360479j 0.0359298+0.0343717j -0.0123668+0.0117362j 0.00632695-0.0212269j -0.0107953+0.0566467j -0.0127828-0.00182955j 0.0304062-0.00676791j 0.0138757+0.0119288j -0.0125167-0.0455586j -0.00502483+0.0159214j 0.0118191+0.0397756j 0.009115-0.0443983j 0.0031428-0.0271174j 0.0122121+0.0365113j -0.017224+0.0540001j -0.0028568+0.0397017j 3.02276e-05-0.0116215j -0.00712273-0.0358431j 0.00465573+0.0302922j -0.000209887-0.0325264j 0.00508579-0.0224194j -0.003715+0.00176077j -0.00506057+0.0326834j -0.00723308+0.0358224j 0.00459656-0.0294856j 
-0.0113319-0.0335513j 0.0331369+0.0663274j 0.00861329+0.082077j 0.0177186+0.0352588j -0.000672185-0.000158131j -0.0401647+0.0675642j 0.0288328+0.0365493j -0.0440651-0.0598874j -0.0642136-0.0297301j -0.0483097+0.0326233j -0.0308525-0.0537591j -0.00448446+0.09015j 0.129103+0.0694868j 0.0423163+0.0202034j -0.0336475-0.0439471j -0.0100375+0.0461242j 0.0644108+0.00517182j -0.0019049-0.0244939j -0.0450596-0.0334127j 0.0146835+0.110926j -0.038701-0.136556j -0.0253382-0.0157054j 0.0324627+0.0421194j -0.0146796+0.0221223j -0.0265855-0.0441783j 0.0656044-0.0532774j 0.00317388+0.0199866j 0.0176784+0.00456403j 0.0715688+0.0075792j 0.0208308-0.00664227j -0.0295468-0.0370483j 0.00393486-0.0298125j 0.0129977-0.0402497j -0.0507637-0.0432931j 0.0316307+0.0533474j -0.00210188+0.0257166j -0.0197542-0.0254889j -0.0276832-0.0324097j 0.00806251-0.00110533j -0.0134791-0.0265259j 0.0361821-0.0478536j -0.00795364+0.00075748j 0.016314-0.00484992j 0.00666914+0.0014055j -0.024133-0.00136112j 0.0279116-0.00243761j -0.0081515+0.024443j 0.00413823-0.016948j -0.00447221-0.00716391j -0.00302581-0.0229232j -0.0128551+0.00308201j 0.0121038+0.00435475j -0.0129502-0.00197985j -0.000903125-0.00403926j -0.001646+0.0292678j -0.0042927+0.0103048j 0.0164365+0.00610035j -0.0246819-0.0431774j -0.0207193+0.0359336j -0.000902437-0.0242167j -0.0410529-0.0735389j 0.00140197-0.0212308j 0.00602991+0.0283956j -0.00138218+0.0487154j -0.00717468-0.00920536j 0.0105413+0.0125458j 0.0145153+0.00823633j -0.00650192-0.0147043j -0.01188-0.0142554j 0.00803127+0.013983j 0.00609422+0.00501337j 0.00167628+0.0567295j 
0.0113629+0.0600048j 0.0414552+0.0553678j -0.0184227-0.00302678j 0.018029+0.0254491j 0.0857089+0.00945214j -0.0218859-0.060722j -0.0847983+0.1174j 0.0144186-0.0462509j -0.00229546-0.0155471j -0.0641548-0.0735166j 0.0524993+0.00793346j -0.126931-0.0164605j 0.0162121+0.0820027j -0.0291461-0.0590319j 0.0484837-0.0510231j 0.0875764-0.0926468j 0.0594156+0.106855j 0.136151-0.0326766j 0.0742108-0.0918294j -0.121642+0.0407193j 0.082057-0.00136415j -0.013656-0.081717j -0.0215444+0.098568j -0.0289587-0.0427j -0.00953145-0.0244095j 0.111889+0.0707061j -0.0175192+0.0179575j 0.0278619-0.0317999j -0.019352+0.0469706j 0.0200225+0.00797279j 0.0496878-0.0117594j -0.018458-0.0160034j 0.0687217-0.0293756j 0.00525232-0.0409918j 0.0181216-0.0346585j -0.00878566-0.0685361j 0.0187126+0.0482684j -0.00643718-0.00706099j -0.0417469+0.00350201j -0.00503769-0.0248376j 0.038572-0.027884j -0.0216652-0.0639949j -0.0284188-0.00218815j 0.000895944+0.0146249j -0.00564566+0.0292976j -0.000618635+0.000763332j 0.00284862-0.0405261j -0.0393156-0.0169376j 0.0267192+0.0162741j 0.0403871+0.0561578j -0.026982-0.0282482j 0.0672808+0.0651601j -0.0481287-0.00414792j 0.0393264-0.0281298j 0.0106562+0.0167101j -0.0211307-0.0192527j 0.0131121+0.0071186j 0.0505882+0.0394126j -0.0174806-0.0159392j 0.0483133+0.0529709j -0.013015+0.0120319j -0.0280236-0.00924334j 0.00648638-0.00604531j -0.0343948-0.00139267j -0.0133747+0.00929343j -0.0109793-0.0030075j -0.00224958+0.00203252j -0.027065-0.0345962j -0.00119469+0.025257j 0.0482604+0.0389229j -0.0163859-0.0322901j 8.51904e-05-0.0219993j 
