-0.0487919+0.080201j -0.0431538+0.0521028j -0.103551+0.0241406j -0.083209+0.00201138j 0.035097-0.0295712j 0.0481163-0.0450106j -0.0673308+0.00379325j -0.0827894-0.0317256j -0.00699665-0.0189755j -0.0198842+0.0294019j 0.0423591-0.0321256j -0.0259974+0.0378122j -0.0694691-0.0566584j 0.0323492+0.00774634j -0.00704361+0.0102208j -0.00988847-0.00206224j 0.0112555+0.0268584j -0.0257156+0.0330058j 0.0266515-0.00329533j 0.0263373+0.0386496j 0.00855258+0.0196419j 0.041741-0.00896305j -0.0235108-0.00313705j -0.0372417+0.0118713j -0.00305721-0.045847j 0.0101466+0.0138836j -0.0373302-0.00263772j -0.00925734-0.0170237j -0.00243517+0.0163063j 0.00992254+0.0212862j 0.0104385-0.0433906j 0.000162517-0.0277094j 0.0465728+0.0152214j -0.022122+0.00285695j 0.0402267-0.0707512j -0.031433+0.00142739j 0.0298165+0.0130317j -0.0540294+0.0070752j 0.0328845+0.0252245j -0.035596+0.166008j 0.153559+0.155574j 0.201495-0.208492j 0.0180981+0.203574j 0.273138-0.127921j 0.0492562+0.0113001j -0.0301285-0.141035j 0.0338753-0.0140209j -0.0683083+0.0693062j 0.0420191+0.0150891j 0.065544+0.0792268j 0.0237991+0.00760903j 0.0021397-0.0158594j 0.0402942-0.0416828j -0.00740848-0.00338158j -0.0254559-0.0265259j 0.0245335+0.050054j -0.00062229+0.0131593j 0.00997719+0.0236082j 0.00428763-0.00279728j -0.0214846+0.00814573j -0.0186015-0.0147049j -0.00269921-0.00583521j -0.0159815+0.000818816j -0.00750992+0.000350087j -0.00896576-0.0132485j 0.0180765+0.00225831j -0.00916627-0.0112726j -0.00937878-1.2753e-05j 0.00757335+0.013529j 0.014592-0.0129568j 0.000364521-0.0122418j 0.000219287+0.0173572j 0.0173606-0.000764717j 0.00414538+0.0173489j -0.011839-0.00659037j 0.00218719-0.012496j -0.0141368-0.0080776j 4.649e-05+0.00727178j 0.0118218-0.0157073j -0.009482-0.0153979j -0.0126748-0.00370936j -0.00609638+0.00299326j -0.0119782+0.00736719j 0.00421168+0.0146151j -0.000287507+0.00607797j -0.0169611+0.0239529j 0.0233315-0.0119063j 0.00293912+0.0162361j 0.0032728+8.21628e-05j -0.00318498-0.0274584j -0.0467841+0.0479397j -0.0477333-0.0424772j 0.0604821+0.034991j -0.0101325+0.0172552j 0.0767817-0.119743j 0.0479846+0.0556806j 0.0113334+0.00572995j -0.0847725-0.0529507j 
-0.0387197-0.000163383j -0.034876+0.0280992j 0.0578239+0.0193512j 0.026783+0.0130306j 0.0827128-0.0120981j 0.109737-0.20115j -0.139648-0.0619825j 0.0226064+0.0438444j 0.070044+0.0877121j 0.0307436-0.00754529j -0.0929059+0.0837598j -0.0978647+0.0118814j -0.134177-0.233854j 0.0509539-0.125036j -0.207835-0.103079j -0.160396-0.00816111j -0.00467192-0.0464007j -0.0138643+0.111757j 0.116326+0.0932474j 0.120953-0.101068j -0.0188679+0.0185179j -0.0873118+0.0736675j 0.0222158+0.112136j 0.0525306+0.0242338j -0.0437879+0.0627826j 0.0290405-0.0479609j 0.0920202+0.0302074j 0.0273001+0.027923j -0.00358502+0.0703544j -0.00799702+0.0290701j -0.0216329-0.0269788j -0.00736554+0.0534035j 0.0419209-0.000224071j 0.017277+0.0271463j 0.0365797-0.016602j -0.0649278+0.020287j 0.0298522+0.111688j -0.0416486+0.070352j -0.0422252+0.0183884j 0.0452128-0.0592097j 0.0357099+0.0077774j 0.0389989+0.0165199j 0.0397819+0.00397898j 0.0280744-0.013636j -0.0195667+0.0458036j 0.0983638-0.0166577j -0.0377808-0.00456583j -0.00855983+0.0644091j 0.0334285-0.00401779j -0.0157986-0.0560549j 0.0185007-0.00867428j -0.00668762+0.0204182j -0.0224357-0.0108584j 0.00741575-0.018437j -0.000895048+0.0235032j 0.0209277+0.00657479j -0.00125883+0.00820252j 0.0322162+0.0293176j 0.0141622+0.00859464j 0.00547979-0.00516395j 0.00414602-0.00903401j 0.00877913-0.00958591j -0.00342776-0.021519j -0.0148175-0.0181293j 0.00816179+0.0209071j 0.0120294+0.00381147j -0.00260978-0.0252071j -0.0082333+0.0116606j -0.00213246-0.00983196j 0.00306293-0.00941085j 0.0156986+0.00175995j -0.00664955+0.014519j -0.00452277-0.00616793j 0.00561361-0.00471347j -0.00782603+0.00129446j 0.0048338+0.00823465j 0.0067829+0.00256147j 0.00189416-0.000272615j 0.00163442-0.00818798j 0.00224684-0.00841845j -0.00766621+0.0125682j 0.00719613-0.00152036j -0.00845393-0.00578951j -0.000948367-0.00815114j -0.0147292+0.00552338j 0.00561261-0.0102086j 0.007869+0.00156854j 0.00392366+0.00657743j -0.00619678-0.00303932j 0.00760262+0.00110599j -0.0035087+0.01169j 0.00527065-0.00289958j 0.00301664-0.00709948j 0.000417138-0.00549749j 0.00327122+0.00194801j 0.0128404-0.00550495j 0.00279951+0.00331109j 0.00912629+0.00315784j 
0.0387892-0.0488709j -0.0168843-0.0181943j 0.0982321-0.0602676j -0.0476991+0.0879183j -0.0250366+0.193668j 0.115759+0.0512902j 0.0241736-0.0538957j 0.12444+0.0807222j 0.0980887+0.044598j -0.0128148+0.0150733j 0.00101387-0.0430789j -0.109209-0.132467j -0.0543376+0.0647632j 0.0557847-0.226136j -0.0463237-0.0734164j -0.0698865+0.0288683j -0.0923401-0.0203249j 0.0853253+0.134143j -0.00525968+0.103554j 0.107506-0.0936586j -0.0214868+0.0350742j -0.0861131-0.051468j 0.0982204-0.0328877j 0.0189264+0.00103156j 0.0296719+0.0141332j -0.0088729-0.0153575j -0.0704018-0.102095j 0.100628-0.0331766j -0.0202175+0.00670155j 0.00645069-0.122697j -0.0633462-0.0034495j -0.0387463-0.0293585j 0.00766214-0.0312653j 0.00452538-0.0196787j -0.0310149+0.0517966j 0.0482959-0.0220021j 0.0116701-0.0396019j 0.0714523-0.0629112j 0.035942-0.0619264j 0.00218326-0.0289757j 0.0371084-0.012092j -0.0566945+0.0243526j -0.0290035-0.0171024j -0.0867211+0.0390987j -0.0549945-0.00359483j -0.0321229+0.0381124j -0.0252814-0.113442j -0.0589945-0.0101993j 0.0203307+0.0426982j -0.0232647+0.0170415j -0.0718002-0.0127039j 0.0165481-0.010654j 0.0358021+0.018774j 0.0042709+0.0186387j -0.00910819+0.0211703j 0.00482623-0.0182577j 0.00674263+0.00607094j -0.00333381-0.00686347j -0.00283614+0.00055722j -0.00277765-0.00170196j -0.00920725-0.0289917j -0.00791282+0.00730288j -0.0157681+0.0284477j -0.00318288+0.00825981j 0.0155579+0.00695907j -0.000128302-0.00127699j 0.00490887+0.000816511j -0.00209895+0.0104105j -0.00306626-0.0171003j -0.00163145+0.00964741j 0.0113765-0.0124355j -0.00249024-0.000508123j 0.0107497+0.00782511j -0.00262761+0.00837515j -0.000245842+0.00821241j -0.000186373+0.00812753j -0.012121-0.00624764j 0.00131105+0.00053711j 0.00736923-0.00916357j -0.00339895+0.00161508j 0.00643132-0.0107259j -0.0100396-0.00199561j 0.00323292-0.00094939j -0.00524481+0.00792871j 0.00401358-0.00661357j -0.00292583+0.00887897j -0.00624802-0.00346596j 0.00290099-0.0030732j 0.00770471+0.000906942j -0.00510937-0.0022397j 0.00918802-0.00806967j -0.000214613+0.000492441j -0.00498244-0.00287581j -0.00618918+0.0033343j -0.00879992+0.00511178j -0.0133039-0.00342672j 0.00142407-0.00294445j -0.00718317-0.0021277j 
0.0188141-0.0478833j -0.0746223+0.0156052j 0.0529242-0.151131j 0.190681+0.0950042j -0.0152519+0.117171j -0.0707036-0.0199935j 0.0554364+0.121225j 0.178244+0.165776j -0.180509-0.00647222j 0.101879-0.0675878j -0.0122997-0.0128261j 0.194023-0.085496j -0.172464+0.0217507j 0.0853776-0.00996097j -0.0711646+0.121865j 0.0142177-0.130812j 0.1388-0.105802j -0.0111184+0.0896631j -0.053036-0.019747j -0.0377269+0.0808631j 0.041968+0.0600275j -0.00389672+0.0864657j 0.0162428+0.0294936j -0.0348879+0.0082121j 0.0277806-0.0152807j -0.0233613-0.0509679j 0.000513957+0.0393602j 0.10652-0.0346947j -0.0210036+0.00835094j -0.0431033-0.0690356j -0.0351616-0.0498786j -0.0323764-0.029006j -0.0343955+0.0385033j 0.0328494+0.0489523j 0.0183027+0.00649775j -0.0423084+0.036305j 0.0909756-0.0155352j -0.00878425-0.0557749j 0.0143341-0.0736099j -0.0850012+0.0154124j -0.127781-0.0407777j 0.0650478+0.0160342j 0.0509192+0.0764556j -0.039382+0.076819j -0.0160543-0.0189164j 0.0434828-0.0424429j -0.0532828-0.0744281j 0.00711539+0.00110773j -0.0686337-0.0345071j -0.0870159-0.01445j 0.0154049-0.0332253j -0.0227172+0.030101j -0.00371799+0.0116345j -0.017391+0.0151066j 0.0194231-0.0295121j -0.0281901+0.0478298j -0.0031475+0.0169488j -0.00648269+0.00180462j -0.0142388+0.00841581j -0.00400634-0.0028373j 0.00916527-0.00235815j -0.00214852-0.0104436j 0.00520645+0.00126359j -0.00480972+0.000805012j 0.00606937-0.00958811j -0.0106422-0.00121244j 0.0115038-0.000484665j 0.00858301+0.0169977j -0.00782929+0.00708975j 0.00840139+0.000486583j 0.00285099+0.00382631j 0.00187298+0.004274j -0.00240275+0.00679285j -0.00735741-0.00902307j -0.00884465+0.00872351j 0.00777046+0.000732186j 0.00647117+0.00385255j 0.0112611-0.000602845j -0.00149844+0.00323213j 0.0100767-0.00734534j 0.0016012+0.00652989j -0.00826619+0.00175889j 0.00187791-0.00982577j 0.00486042+0.000261669j 0.00101701-0.000497296j -0.00733968-0.00156898j -0.00513061+0.00237526j -0.0127682-0.00564883j -0.0105956+0.0004318j 0.00836922+0.00767134j -0.00526955-0.00649666j -0.000623402+0.0043214j -0.0116034-0.00110214j -0.0025228+0.0112343j 0.00861452-0.0126093j -0.0160275+0.00122253j 0.00821457-0.0131022j 0.0285965-0.000355102j 
-0.0524963+0.133536j 0.0695377+0.0499936j -0.0724517-0.114375j 0.0755433-0.0432372j -0.0274861+0.125989j 0.0965826+0.0326625j 0.00963808+0.0735278j 0.164577+0.0685909j -0.0623762+0.0215896j 0.0706999+0.0668554j -0.113798-0.118417j 0.107556+0.0147752j 0.124902-0.124036j -0.17075-0.0693353j 0.0246046-0.0948823j -0.017597-0.00554204j 0.0156944+0.0485268j -0.0875494+0.0308502j 0.13971-0.0866241j 0.00248165+0.0969526j -0.0291159-0.0916678j 0.0483413-0.0382687j 0.0753933-0.0883078j -0.00853047+0.11905j 0.0519272+0.0224007j -0.112557+0.010913j 0.0275915+0.0169047j -0.108031+0.0349476j 0.0223621+0.0156849j -0.016075+0.0103793j 0.0250768-0.109001j 0.000664551-0.0382369j 0.0824309-0.0570901j -0.0217826-0.0414159j -0.0707609-0.0296091j 0.00132543+0.0078648j -0.0621242+0.07103j -0.0497991+0.0383547j -0.0438373-0.0612975j 0.0417564-0.0535366j -0.0353412-0.0308164j -0.0491364-0.0424621j 0.0651681-0.0197569j 0.0236816+0.103355j 0.0365288-0.0414066j 0.00598549-0.0504462j -0.0169542-0.0518005j -0.0647926-0.0117943j -0.0461909+0.00449127j -0.0221799+0.0171193j -0.00414022-0.00383514j -0.0215869-0.016107j -0.0237514-0.0177741j -0.0018473-0.0384986j 0.00249954+0.0196461j -0.0043995+0.00480153j 0.00223463-0.0133842j -0.0105028+0.0092045j 0.00512502-0.00129849j 0.00665321+0.00142003j -0.023039-0.00161082j 0.0208431+0.00467932j 0.0235253+0.0118999j 0.000979578-0.00254674j 0.0022051-0.0117844j -0.00116322-0.0216805j 0.00545375-0.00849334j 0.0116218-0.00317578j 0.00139941-0.0103614j 0.00850868+0.00668701j -0.00904148+0.00173955j 0.000730637+0.00263437j -0.0130082-0.000710503j 0.00481651+0.0103324j 0.00549092+0.00531924j -0.00468537-0.00542257j 0.00262473+0.00603762j -0.0164504+0.00369411j 0.0052015+0.000664281j 0.000109179-0.0087337j 0.000169974+0.00272428j 0.00570615+0.00311304j 0.00789642-0.00462942j 0.00412029+0.00395686j 0.00575318+0.00776148j 0.00858915+0.0145657j -0.00554944+0.00609991j -0.00385168-0.00441287j 0.0074893+0.00250075j 0.0102177+0.0014151j 0.002994+0.0138141j 0.0148016-0.00176343j 0.00167346-0.00527938j -0.00253255-0.00747667j -0.0037141+0.00784158j 0.00977289+0.00403858j -0.0258214+0.00197758j 0.0102746-0.0206173j 
0.134269+0.0542349j 0.0230954-0.182068j 0.0466862+0.0279847j -0.013054+0.0395589j 0.10947-0.0461084j -0.0593527-0.0725124j -0.0244937-0.0782299j 0.0391883+0.000109684j -0.0919232-0.0279472j -0.0514975+0.0445604j -0.11767+0.0226449j -0.140289-0.0657525j 0.126888+0.128734j -0.0746035-0.202159j 0.170223+0.129775j 0.193592+0.143507j -0.215085+0.218887j -0.00238559+0.105239j -0.107188+0.136133j 0.0499937+0.116124j 0.0371797+0.17682j -0.108466-0.00461887j -0.000775162+0.024478j 0.0328316-0.0536369j 0.0576593-0.0338618j -0.0561164+0.0316394j 0.0301951+0.123578j 0.0611595-0.0494778j 0.0314138-0.0983472j 0.00903624+0.0438762j 0.0229744+0.00113112j -0.0291918-0.0877017j -0.0116121+0.121588j -0.096198-0.0587223j -0.00585397+0.0920075j 0.0500157+0.0139186j -0.0375818+0.000765636j 0.0790595-0.0308347j -0.00875896+0.0211829j 0.00894547+0.0705678j 0.00965852+0.0199155j 0.0452254+0.00744472j -0.0174748+0.0757266j -0.0308249-0.000570367j 0.000915431+0.00945827j 0.0322729-0.00652591j -0.0583398+0.0152362j 0.011338+0.0217384j -0.00486507-0.00714924j -0.0382994-0.00711199j 0.0325596-0.00427536j -0.0114929-0.0106253j -0.000892565-0.0439604j 0.0194306+0.00533553j 0.00579608+0.00223856j -0.00380944+0.00866946j -0.0013737+0.0137425j 0.00856964+0.00369127j -0.00567254+0.0105071j 0.00642925+0.00398219j -0.00157308-0.00185324j -0.00663349+0.00750132j 0.0104632-0.0026524j 0.0104107-0.00028385j -0.00747545-0.00139461j 0.00663531-0.000601331j 0.00367625-0.00136385j 0.00331915+0.00517442j -0.0132649-0.00769234j -0.00472991+0.00466952j 0.00195397-0.00202618j -0.00585593+0.000912919j -0.00244426+0.00260609j 0.00322884+0.0105758j 0.00767693-0.00736327j -0.0052596-0.00575141j 0.000249778+0.00305971j 0.00329322-0.003858j -0.00191894+0.00941727j -0.00498749+0.00354322j 0.000118651+0.00320243j 0.00226432-0.00432546j 0.00107728-0.0072156j 0.00276926-0.00189391j 0.00344649-0.00487472j 0.00535638+0.00639738j 0.00309899+0.0159392j -0.0163581-0.00155447j -0.00403606+0.00794825j -0.00254329+0.000193925j -0.00847589-0.00138583j 0.0046369-0.0024801j -0.0227591+0.0028282j 0.00781782+0.0133722j 0.00682756-0.0181897j -0.0147358+0.0114707j -0.00601193+0.00358109j 0.00305572-0.0025253j 
0.0338515+0.0970146j 0.112733+0.0281036j 0.0687856+0.020429j -0.0506903+0.121693j -0.0417179+0.00955248j 0.0198678+0.0505769j -0.0820425-0.0237579j 0.111169+0.0499749j 0.0386972+0.132955j 0.0276361+0.103885j 0.0171439+0.081396j 0.107554+0.00657744j 0.00851902+0.0106308j -0.177627-0.148572j 0.132417-0.0108126j -0.0104295+0.0958959j 0.00243716+0.163423j 0.0169671-0.0984995j 0.0283569+0.0111647j 0.122546+0.0207676j -0.128662-0.11726j 0.0850839+0.0278941j -0.0205421-0.0159749j -0.0570188+0.0138797j 0.0733832-0.0321936j -0.0789442-0.0144247j -0.00584494-0.0226483j -0.079848+0.0220272j 0.00706931+0.0690607j 0.0205211+0.0189979j -0.0805516-0.081534j -0.0322895-0.0359632j 0.0454117-0.0402811j 0.0169066-0.0695821j -0.0926793+0.0168123j -0.0328813-0.0458674j 0.0385218+0.0394496j -0.0101954-0.0981276j -0.028373-0.0275631j -0.0025039-0.0294604j 0.0355696-0.0726683j 0.0542528+0.0271666j -0.0273158+0.0713536j -0.0633772-0.021392j -0.0223979+0.0390554j 0.00158362+0.0150218j 0.00425101-0.00650527j -0.0226703-0.0202635j 0.039811-0.0114048j -0.0315743+0.00149713j -0.0319222-0.0544679j 0.0199879+0.0278146j -0.00816792+0.00292677j 0.00139185+0.00831826j 0.0149328+0.00033333j -0.012585+0.0125773j -0.0180119+0.00586201j 0.00406882+0.00630818j 0.00100736-0.023758j 0.00873101-0.00153351j 0.00136263+0.00234019j -0.00558657-0.00360868j 0.00504818-0.0123156j 0.00438573+0.012339j 0.000813828+0.0116237j -0.0098063+0.0086399j -0.0131837-0.00023225j 0.00579771+0.00565456j 0.0116379-0.00390658j -0.0109097-0.00968947j 0.00602493+0.00634071j -0.00220749+0.00238632j -0.00106831+0.0108757j 0.00168387+0.00176244j -0.00437645+0.00624361j -0.0050866+0.00837044j 0.00648644-0.00809841j 0.0117326+0.00446368j -0.00355209+0.00852985j -0.00264612+0.0013054j -0.00278745+0.00699458j -0.00203756+0.0104496j 0.000788923+0.00420586j -0.00437203-0.00232921j -0.000358899+0.00191608j -0.00808603-0.00218093j -0.015558-0.00441262j -0.00147209-0.0200229j -0.0136883+0.00375875j -0.00220595+0.0152517j -0.00253899-0.00805189j 0.00407034+0.00682542j 0.00122231-0.000120296j -0.0146871+0.00488568j 0.00731173-0.000325788j -0.000351768-0.00851822j 0.00948301-0.0119259j 0.00300595+0.00131068j 
-0.0705583-0.00627432j 0.0244359+0.0163414j 0.0497024+0.083749j -0.0212581+0.163635j -0.0360084-0.118358j -0.0216147-0.0198154j -0.0320658-0.0541688j -0.0909331-0.0794452j 0.0972095+0.0205078j -0.0912089-0.00220149j 0.127472-0.0232337j -0.0601471+0.0182838j -0.0106327-0.117632j 0.120815+0.000318476j -0.0498626-0.0851621j 0.00210265-0.0378121j 0.00108445+0.0015331j -0.0581255-0.08526j 0.105341+0.0443669j -0.0744726-0.173025j -0.0148066-0.077281j -0.000309204-0.1408j 0.00534424-0.0711745j 0.000820436+0.101511j 0.0464015-0.00733733j 0.00932029+0.0174775j -0.0960318+0.0389413j -0.0143304-0.063312j -0.0105971-0.0412264j -0.00881615+0.00178347j 0.0120532-0.0668107j 0.0452506-0.0281684j -0.100221-0.0992543j 0.0222945+0.00354672j 0.0273285+0.0571561j 0.00729957-0.0124676j 0.0182998+0.032352j 0.00973899-0.0911418j 0.0335466+0.0510959j -0.0304901+0.0641184j 0.00869973-0.00145197j 0.00182371+0.100871j -0.0530667+0.135786j -0.0676971-0.0430137j 0.0438821+0.0108407j 0.0503143+0.0394317j 0.0358662+0.00505648j -0.0452302+0.0117275j -0.0291293-0.0135352j -0.0338512+0.00356204j -0.00501891+0.0369144j 0.000174118-0.0259182j -0.00232024-0.012591j 0.000707808-0.00553285j 0.0206211+0.00507824j 0.0170116+0.00377569j -0.0084079+0.00678548j 0.00856852-0.00867936j -0.0191901-0.00903547j -0.0129717-0.000515967j -0.008195-0.000860069j -0.0125712+0.00984619j 0.0103908-0.00442197j 0.0109311+0.010246j -0.000866735+0.00647496j -0.000376559+0.0181436j 0.00470718+0.00347658j 0.00765683+0.00106519j -0.00358355-0.00377791j -0.00431099+0.0068116j 0.0105438-0.00434624j -0.00789602-0.00509978j 0.00475455-0.00329462j -0.00788603-0.00655978j 0.00536091+0.00245396j 0.0111768+0.00258323j -0.00910624+0.00780118j -0.0120198-0.00298624j -0.00465297+0.00463743j 0.00510255+0.00906772j -0.00690848-0.0103547j -0.0117804+0.00107655j 0.000208624+0.012357j 0.00752154+0.00199281j 0.00774607-0.00205886j -0.00915927+0.00777104j -0.0125508-0.00207265j 0.00304388-0.0175795j 0.00599249-0.020729j -0.00395219-0.00995764j 0.00679737-0.0145328j -0.000690622-0.0134337j -0.00902942+0.0015876j -0.000428312+0.0111353j -0.000813801-0.00537761j -0.0149875+0.0201436j -0.0172688-0.00315j 0.00964551-0.00115538j 
-0.0354428-0.0993682j -0.0606644+0.0109909j -0.0312492-0.0628451j -0.0654331+0.0084335j -0.0895762-0.0179804j 0.0281183+0.0619861j -0.00212257-0.0551256j -0.0750925+0.0285494j 0.17494-0.0432816j -0.0234542-0.163185j 0.136573-0.00116508j -0.142466-0.093158j 0.0294212+0.184827j 0.00851957-0.0578529j -0.0299837+0.0473567j -0.0571042-0.00387087j 0.0174523-0.0733027j -0.00733125-0.0181073j -0.0112878+0.011674j -0.00479285-0.12275j 0.00123875-0.00145085j 0.0431871-0.000771599j 0.0637874+0.0503058j -0.0854281-0.0632743j -0.0380144-0.00265321j 0.0233986-0.0173849j 0.0907834-0.0267282j 0.0242639-0.00619929j -0.0874364+0.0237485j -0.00461227-0.0652391j -0.00202535+0.109831j -0.035021+0.082943j 0.0154627-0.00168416j 0.000657328+0.0448769j 0.0457621+0.00673428j -0.00582908+0.000870282j -0.00614152-0.0572261j 0.00401187-0.0298806j 0.0445271-0.0295433j -0.0152771-0.0815032j 0.0117316-0.0765455j -0.022346-0.0263127j -0.00385422-0.0444324j -0.00628379+0.0300217j 0.0607153-0.0243251j -0.0625179+0.0105784j 0.0101361+0.0276035j -0.0411672-0.0228081j 0.00733986+0.0100713j 0.0173723-0.0847886j -0.00970577+0.00518038j 0.0129344+0.0180941j -0.0030573+0.0143003j -0.0187397-0.00151971j -0.0338275+0.0146581j 0.0237946-0.00905182j -0.0162584-0.0111577j 0.0183226+0.00326348j 0.011108-0.020753j -0.00677814-0.0148218j -0.0157183-9.76986e-05j -0.0176513+0.014759j 0.00866939+0.01152j -0.00505702+0.00562011j -0.0131763+0.00680523j -0.000430573-0.00766053j -0.00398199+0.0161714j -0.0114969+0.00288272j -0.00399815-0.0101507j -0.00557654+0.00792386j -0.00637599+0.00150969j -0.00371728-0.0069575j -0.00299006-0.00235778j 4.85244e-05-0.00704566j -0.010492+0.00432679j 0.00214133+0.0155535j -0.00965278-0.015794j 0.00288501-0.0090772j 0.00642577-0.00228573j -0.00466514+0.00892081j 0.00156554+0.00623804j 0.00156037+0.00226004j -0.00124456+0.0044387j -0.00373265-0.00979141j -0.0144767-0.00716217j 0.000499903-0.0132847j 0.0121453-0.00690743j 0.00969925+0.00600427j 0.00933823+0.00399143j -0.00384752+0.00876186j 0.00561982-0.00721697j -0.0146362+0.00829357j 0.0103289+0.00287551j 0.0011682-0.0111943j 0.00504293+0.0155702j -0.0026857-0.0204502j -0.00550372+0.0224956j -0.036161+0.014195j 
-0.0725559+0.0617952j 0.126259+0.0574394j 0.0482985+0.029846j 0.00808168-0.0442241j 0.0301554-0.0490902j 0.0491603-0.0277835j -0.147878-0.11744j -0.22598+0.0475866j 0.140492+0.131397j -0.130311-0.0874076j 0.0361212-0.0633932j -0.0311192-0.12273j 0.0721833-0.0074616j -0.0535616+0.0638228j -0.0462305+0.0285768j -0.0495228+0.0667304j 0.015226+0.0109793j -0.0836569+0.0715802j 0.00289554-0.00648042j -0.0283378+0.0738335j -0.115474-0.0301838j 0.0710259-0.000276537j -0.0601314-0.0314897j 0.00332759+0.102128j 0.0718+0.0384813j 0.0199609-0.0105635j -0.0725207-0.0146847j -0.0600727-0.0142194j 0.033815+0.062425j 0.0131473+0.0423605j -0.037139-0.00565058j 0.0784308+0.000729151j 0.0648657-0.0115395j 0.103544-0.0523987j -0.0306887-0.0559026j -0.0633853-0.0367697j 0.0449087-0.0385942j -0.0631471-0.000722894j 0.00110394+0.0140081j 0.0428592+0.0613512j 0.0112934+0.054432j 0.0328162-0.0669086j 0.011126+0.0117063j -0.0472852-0.0149482j -0.0472749+0.0287111j -0.00199115+0.0620446j 0.00441203+0.0139578j 0.0271675-0.00119926j 0.0515272-0.0604115j 0.0171194-0.0281165j 0.000614123-0.023759j 0.00548769+0.0124505j -0.00118769-0.0146911j -0.0236609+0.0174493j 0.00560712-0.0198139j 0.00910337+0.0158606j 0.00838328-0.0130275j -0.0224834+0.00140413j -0.000821015+0.036337j 0.00134204-0.000254906j -0.00970157-0.0217441j -0.0176277-0.00863086j 0.000972122-0.00325076j -0.0247008+0.00262359j -0.0182988-0.00213308j 0.00767032-0.000471242j -0.00993598-0.00663125j -0.000299193+0.00370547j 0.00891076+0.00487962j 0.00286579-0.00388764j 0.00842163-0.00356374j 0.00128368+0.00356017j 0.0136314-0.000691156j -0.00438865-0.000138272j 0.000673022-0.00137115j 0.00917358-0.00560409j -0.00568264+0.000454356j 0.0123069+0.00471439j -0.0104722+0.0042807j -0.00344115+0.00427769j -0.00676913+0.000147915j 0.00184565+0.007314j -0.0044829+0.00891135j -0.00378132+0.00731388j 0.00158762+0.0111926j -0.0153955-0.000891201j -0.0123912-0.00600803j 0.0079915-0.0100048j -0.0104583+0.00361091j 2.35681e-05+0.00146966j -0.00511159+0.00217844j 0.00199619+0.00470403j 0.0114492-0.000787626j 0.00100818+0.00292247j -0.00997142-0.0165753j -0.00896545+0.0092988j 0.0336475-0.0182474j -0.00320577+0.0313129j 
0.114396-0.0173821j 0.0510526-0.0531694j 0.0370745+0.0344635j -0.02455+0.141049j -0.0298776-0.107674j -0.140149-0.0826002j -0.229449-0.0794318j -0.123368-0.0166903j 0.185369+0.0710594j 0.0517619-0.0193111j 0.0529383+0.10474j -0.0140376-0.218189j -0.00982128+0.078538j -0.0449102+0.0647376j 0.110299+0.0211565j 0.061492-0.068267j 0.007734-0.0329696j 0.0476245+0.0448193j -0.030038+0.0218106j 0.0590414-0.0412438j 0.0249517-7.54854e-05j -0.0329745+0.0245909j -0.0824525+0.0220778j 0.028672-0.0907453j -0.0297254-0.032287j -0.0754026+0.0110104j -0.0160854-0.0506542j 0.0108771+0.0989894j 0.118369-0.0291987j -0.0130999-0.0178605j -0.0357665-0.0334739j -0.0239643-0.0256818j 0.0026663+0.00388722j -0.018367+0.00852942j -0.0527144+0.0463566j 0.0594025+0.0355914j 0.0667167+0.0598923j -0.0175038-0.0156629j -0.0880358-0.065114j -0.0333068-0.0815786j 0.0222621-0.00548521j 0.0426235+0.106108j 0.0294145+0.0124942j -0.0105418-0.00660315j 0.0395334+0.0662663j 0.0278062+0.00671887j 0.0307554+0.0196542j 0.0285841-0.0606722j 0.0357015-0.0103109j -0.00463136-0.0126535j -0.00614936-0.0153154j -0.00173222+0.00604471j -0.0124534+0.0469679j -0.0233595-0.00225891j -0.00122507-0.00602794j -0.01123-0.00806294j -0.001056+0.0132593j 0.00254056-0.0173489j -0.0264746-0.0154735j 0.008635-0.00604482j 0.0198178-0.0210929j 0.0166748-0.0187833j 0.0134182+0.00316682j -0.0150172+0.00385974j -0.00728252-0.00636693j -0.00346738+0.00603912j -0.00254381-0.000761649j 0.00797327-0.00188119j 0.00385625-0.00854142j -0.00445479-0.0116581j -0.00183738+0.00902299j 0.0121601-0.0144006j -0.00283261+0.00282673j 0.0114773+0.00619737j 0.00271949-0.00287522j -0.0112735-0.0120104j 0.0149022-0.00598761j 0.00272832+0.00429161j 0.00351966+0.00189198j -0.00186468-0.00561809j 0.00314296+0.00233609j 0.0037036+0.00446326j 0.00492123-0.0141045j -0.00249854+0.000534413j 0.00655325-0.0112937j 0.00258521-0.0024305j -0.00383831+0.00329279j -0.00460112-0.00316928j 0.00429619+0.00587002j 0.00420808-0.00321674j 0.00956042-0.00311032j 0.00538033+0.00179941j 0.0130891-0.00869428j -0.0169766-0.0215326j -0.0049756+0.0363311j 0.0187815-0.0047565j 0.000785437-0.0207709j 0.00848858-0.00897913j 
