0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
-0.00942505-0.0121798j -0.00337173-0.0176174j 0.0255287+0.0404055j -0.00790515+0.0141519j -0.0177147-0.00941478j -0.0222918-0.00590902j 0.0548104+0.0170416j -0.0168178-0.0398291j -0.0077778-0.015189j 0.00192745+0.0298125j -0.0587195-0.0105155j -0.0377734-0.0714867j 0.0163798+0.0122392j -0.0216804-0.0325135j 0.0246126+0.0184347j -0.0357647-0.00215841j 0.0344442-0.00392466j -0.0163168+0.00776452j -4.99484e-06-0.00704381j 0.0319087+0.0107384j -0.000748347+0.0104914j 0.0555663+0.0271586j 0.0122657-0.01308j 0.0531095+0.0204184j -0.00475542-0.0262901j 0.0115903-0.00796681j 0.00793003-0.00200678j -0.0147786+0.0063987j -0.00843443+0.00102802j 0.00282701+0.006057j 0.0072934+0.0226346j 0.00168989+0.00320353j -0.000857749+0.00474986j 0.013825+0.00218253j 0.0241101+0.0168948j 0.0317982+0.000283491j -0.00078558-0.00473312j 0.00308422+0.00244689j 0.00913408-0.00622136j 0.00130719+0.00357747j 0.00736476+0.00322154j 0.0138768-0.00718003j -0.00670043-0.0129522j -0.0138709+0.0173963j -0.0150653+0.00358116j -0.0075007-0.00262963j -0.000643051+0.0136175j -0.00784502+0.017454j 0.0092169-0.00292724j -0.00638302-0.0173701j -0.00621273-0.0102267j -0.00202565-0.000440415j 0.00571814+0.0220565j -0.00696389-0.00420217j 0.00395198-0.00212209j -0.0110246-0.00757228j 0.00290988+0.0127708j 0.00135644-0.00299275j -0.00048514-0.00811832j -0.00475358-0.000194887j -0.00929847+0.0108476j -0.00338058+0.00291594j -0.00186658+0.00588463j -0.00270265+0.00508018j -0.00214177-0.0147876j 0.00262771+0.0121567j -0.0018785+0.0014366j 0.00217685+0.0223267j 0.00454922-0.0136066j -0.00832934+0.000680597j -0.0019612+0.00151815j 0.00422683-0.000608438j -0.00300779+0.00125365j -0.00224315+0.00421412j -0.00638619-0.0112131j -0.00317625-0.00971191j 0.012513-0.00331103j 0.00340467-0.00233477j 0.00233792-0.00833972j -0.00446103-0.00308318j -0.00226284+0.0019253j 0.00440418+0.00554376j -0.000740826+0.00226018j 0.0185923+0.0139805j 0.00302563-0.00516394j -0.00538192-0.00621079j -0.0164718+0.014383j 0.00205644-0.00287284j 0.0179348-0.002475j 0.0203215-0.000863422j -0.0173668-0.0141948j 0.0223452+0.0113062j -0.00935166+0.00839006j 0.0269476+0.0205157j 0.0156508-0.0065945j 
-0.00454614-0.00459673j -0.00494603+0.0019141j 0.00381609+0.00684132j -0.0217608+0.00192619j -0.0118742-0.00831142j 0.0302084+0.00627728j 0.0634716-0.015583j -0.0138253-0.0106495j -0.01811-0.0179712j 0.00232519-0.00136184j 0.0138153-0.000593516j 0.014434-0.0223233j 0.00477874-0.0197195j -0.0308276+0.0169345j 0.0242285+0.025941j -0.0335489+0.0492126j 0.00322473-0.0610159j -0.0860726+0.0470483j -0.026527-0.0143226j 0.0363533+0.00193065j -0.0354341+0.0218722j -0.00636655-0.00408122j -0.00737853-0.0135765j 0.00649038-0.0143054j -0.0359069-0.0115141j -0.00967529-0.00471391j -0.00519093-0.00614255j -0.01005+0.00369043j 0.00161189-0.00739416j 0.00225461-0.00451765j 0.011305+0.00605419j 0.000772568-0.00302808j -0.0178439-0.00333891j 0.0231208-0.00656608j -0.00573577+0.0110466j -0.00287446-0.0121338j 0.00881523+0.00374553j -0.0176241+0.00864193j -0.00216934+0.00912672j -0.0100823+0.0172553j 0.019125+0.00341224j -0.00974329-0.00807076j -0.021861-0.0121668j 0.000505369+0.0123619j -0.00966275-0.00563207j 0.0139836-0.0164526j 0.00737333-0.00168412j -0.0251067-0.0066063j 0.00353178+0.00456229j 0.00486357-0.00108491j -0.0014466+0.00303166j -0.0175653-0.00789664j 0.0106424+0.00204934j -0.00881207-0.00451972j -0.00662052+0.0046203j -0.0102595-0.00210099j -0.00534941+0.00936219j 0.013305+0.00254626j -0.00685487-0.00276056j -0.0169021+0.00154125j -0.0142751+0.00261539j -0.00820133-0.000490299j -0.00503876-0.005504j -0.00535862-0.00609361j -0.00185498+0.00689869j -0.00114788-0.00808396j 0.0147831+0.00844001j -0.0204208+0.00906807j 0.000446807-0.000645898j -0.0141-0.0017591j -6.17189e-05-0.00459294j 0.00630533+0.00682211j -0.000574634-0.000393493j 0.00963644-0.0076957j -0.00328371+0.00314196j 0.00789228-0.0055569j -0.00133821+0.0094449j -0.00155525+0.00131893j 0.000187134+0.00854042j -0.0122156+0.0149669j 0.00616054-0.012483j -0.00175627-0.00715151j -0.00905757-0.000964675j 0.0140906+0.00262276j -0.00199007+0.0109274j 0.000814578-0.0138447j -0.00795756+0.0198588j -0.0320605-0.00491329j -0.00979679+0.0181826j -0.0191308+0.0078483j -0.00802601+0.00737392j -0.00734226+0.00317694j -0.000730037-0.00250309j -0.0199468+0.00279844j 0.012626+0.00179334j 
-0.0127865+0.00208846j 0.00679744-0.00666085j -0.00991715+0.0152021j -0.0255698-0.0120114j -0.0341995+0.0132244j -0.00870144-0.00912047j -0.0209827-0.000222152j 0.0195172-0.00516452j -0.0544207-0.0201026j -0.0155955-0.00964468j 0.0158834+0.00916037j -0.0296361-0.00644827j -0.045755-0.0245874j -0.0256695-0.013128j 0.0250079+0.0117084j 0.0288315+0.00403274j 0.0381433+0.02353j 0.00111156+0.00717954j -0.0303074+0.00107195j -0.0261088+0.0185275j -0.0469086+0.00450147j -0.0546186-0.0177941j -0.0419212+0.00227245j 0.0416019-0.0013043j -0.0618994-0.00128053j -0.0101742-0.00235199j -0.0314453-0.00567068j 0.000675483-0.00122361j 0.00216252+0.00787634j 0.00168681-0.00281121j 0.00935935-0.00766844j 0.017219-0.000183115j -0.00872508-7.24566e-05j -0.00327566-0.00523022j -0.00884695-0.00766889j 0.0158427+0.00500151j 0.0120783-0.0120058j -9.26501e-05+0.00382421j 0.00564236-0.00191827j -0.0098893-0.00108828j 0.0122363-0.00320486j -0.0134318+0.0144602j 0.00575119-0.00561162j -0.0114823+0.00301512j -0.0073134+0.00741259j 0.0168853-0.00817791j -0.00705596+0.0108592j -0.0164943+0.0159441j 0.00837+4.06515e-05j 0.0176898-0.00892503j -0.00485215+0.0146611j -0.0150917-0.00209338j -0.016896+0.017164j -0.0084706+0.00401357j 0.0081244-0.0169642j 0.0160373-0.0132803j 0.00198628+0.0140834j -0.00413403+0.00835807j 0.00559109-0.00801965j 0.00922639-0.0165965j 0.00684882-0.0256057j -0.000634594+0.0132243j -0.00355598-0.00862844j -6.65929e-05-0.00894364j 0.00776171-0.00750929j -0.0127899-0.010082j 0.00638477+0.00410564j -0.015776-0.0035959j 0.000971929+0.00192077j -0.00353063+0.0017255j 0.00471265-0.0153798j -0.00673027-0.00273553j 0.00121353+0.0104973j 0.000233536+0.00269954j 0.000383753+0.00716814j 0.00166938-0.0136984j -0.00356817+0.000774451j -0.00686538-0.00470761j -0.000809144+0.00574392j -4.3245e-05+0.014982j -0.00143812-0.0154615j -0.0133218-0.00280504j 0.00970187+0.0128792j -0.00943336+0.000843878j -0.021422+0.00913395j -0.00356563-0.0179844j 0.00827274-0.0234974j -0.00805033-0.00154246j -0.0245119-0.0075532j -0.0299418-0.0129799j -0.00136943+0.000964621j -0.00282525+3.79223e-05j -0.0109006-0.00107577j -0.0204504+0.0241394j 0.0539269+0.0133498j 
-0.00841364+0.00961723j -0.0174998+0.00638807j 0.0456916-0.0120102j 0.0240461+0.00430387j -0.00827502+0.0279997j -0.0141316+0.0155989j 0.0288348-0.00273837j -0.0390725-0.00687054j 0.0265926+0.0134047j 0.0489446-0.00148892j -0.0282901-0.000682212j -0.0899906+0.0492471j 0.0595355-0.000717548j -0.0482622+0.0321021j -0.00430679+0.0108061j -0.0392592-0.0136708j 0.0424414-0.101996j 0.00934194+0.0164418j 0.02135+0.0223105j -0.0271809+0.0346659j 0.0151724-0.0125175j 0.0816157-0.0195546j 0.00557214+0.0325502j 0.0133402-0.0473222j 0.0184727+0.00535271j 0.0173776-0.0131753j 0.00730856+0.0152959j -0.00113846+0.0168169j -0.0066051-0.0166367j 0.00708137+0.00790421j 0.0191758-0.00129003j 0.00532644-0.00979913j 0.0200239+0.00095151j 0.00888842-0.00102849j 0.0287752-0.0156188j 0.0192299-0.0189529j -0.00992009+0.0109591j 0.00456846-0.00377113j -0.00953316-0.00496459j -0.0196789+0.0106762j -0.00995674-0.00152435j 0.00682834-0.0168092j -0.0191305+0.00623835j 0.00881547+0.00903388j -0.014189+0.012634j 0.00787726+0.0145527j 0.00805568-0.00147344j 0.00988137-0.0148391j 0.00397107-0.0107192j -0.010203+0.0161974j -0.000808404-0.00793831j 0.00724873+0.015361j 0.0134596+0.00270711j 0.006259+0.0125188j 0.00219783-0.0173423j 0.000109661-0.00235885j -0.00393189-0.00341996j -0.00687357+0.0120252j -0.0120195+0.00144947j -0.00516678-0.000367487j -0.00578566+0.011551j 0.0161532-0.0027013j -0.00770097+0.00843378j 0.00570707-0.00115997j -0.00676321-0.0090947j 0.0127104+0.0154512j -0.00943803-0.000129261j 0.0165455+0.0143353j 0.00140664+0.00097639j 0.0029021+0.00144935j -0.00641225-0.00348029j -0.000405413+0.0103003j -0.00302112-0.00619155j -0.00101628+0.00646016j -0.0110772+0.00248568j 0.00605088+0.00572748j -0.00894634-0.0118034j 0.000338363+0.00116445j 0.0259602+0.000675204j -0.00241322+0.00246788j 0.00820585+0.000771339j -0.000778495+0.00943205j 0.0138465+0.00200761j 0.000524419-0.0038554j -0.00711896-0.0115988j -0.0160103+0.0194958j 0.0182976+0.0132431j -0.0146516-0.00481729j -0.00769247-0.0089261j 0.0118805-0.000728867j -0.0103053+0.00720961j 0.00157438-0.00650082j 0.00230572-0.00119534j 0.0344772-0.0112852j -0.0146857-0.0129728j 
-0.0152505-0.00998614j 0.00504686+0.00427449j 0.0173113+0.00893296j 0.0123243+0.00695007j -0.0234402-0.0118639j 0.0132038-0.00594462j 0.00319689-0.0662435j -0.0328464+0.0209228j -0.00327338-0.0171731j 0.0223245+0.00925685j -0.00969125+0.027171j -0.0598238-0.0459526j 0.0246936-0.0410673j 0.00327658+0.00774038j 0.00400256+0.00420005j 0.0132962-0.0117738j -0.0188418+0.0218017j 0.0131773+0.0644383j -0.040122+0.029071j -0.0403927-0.0565208j 0.0609557-0.0174125j 0.0473906-0.0178114j -0.0473394-0.0160303j -0.0133208-0.00663722j -0.00544513-0.00395935j 0.00240198-0.0138264j -0.00627238-0.00397726j -0.0183206+0.00394479j 0.00186584+0.000678464j 0.00324645-0.00620262j 0.00840026-0.012294j 0.00561493-0.00371354j 0.00128663+0.00169065j 0.00279942-0.0150432j 0.0109864+0.0070448j 0.00544358+0.00690366j -0.0162167-0.00594842j 0.0163958+0.0115645j -0.00356362-0.0119812j -0.0130731+0.00848379j 0.00427606+0.00379666j 0.0058414-0.00805162j 0.00173989+0.00453543j 0.00711465+0.0138426j -0.00104066-0.00941466j -0.0252618+0.0166982j -0.0055703+0.00808866j 0.0179725+0.000460166j 0.00261982+0.00480345j -0.0170772+0.0239695j -0.00894751+0.01267j 0.00672711-0.0146476j 0.00892034-0.011368j 0.00458019-0.00112998j 0.00346852+0.00447285j -0.010665+0.0104011j -0.005497+0.0171233j -0.0123323-0.010078j -0.0155451+0.0108608j -0.00276689+0.00469183j 0.0115772+0.00160256j 0.00323751-0.000454203j 0.00908822-0.00856593j -0.00120561+0.00521971j -0.0088168+0.000232214j 0.0109-0.0124068j -0.0125561+0.00434523j 0.0134767-0.0222045j 0.00976296+0.00684687j -0.00346766-0.0068219j 0.00421383+0.00744973j -0.00257295-0.00156409j -0.00228459+0.0103654j 0.00148379-0.00412187j -0.000200296-0.000619235j 0.000192003-0.016572j 0.00179651+0.00796878j 0.00479017-0.000959066j -0.0035287-0.00293765j -0.0151664+2.45858e-05j 0.00115328-0.000925668j 0.021179-0.0310742j 0.0041061-0.00634874j 0.00405993+0.0041756j 0.0161652-0.0108404j -0.0157866-0.0100747j -0.00723902+0.0170718j 0.00813032+0.00579927j 0.00104314-0.0123346j 0.0103089+0.00121526j 0.0179372+0.0129873j 0.027058+0.00493507j 0.0099459+0.000546599j -0.00682554-0.0171566j -0.0117366+0.0129188j 
-0.0135103+0.0123251j -0.00432763-0.00796914j 0.0201118+0.017123j -0.00573836+0.0289014j -0.0232553+0.0127916j -0.000868678-0.0124987j 0.00237375-0.0176085j -0.00799871-0.00484272j -0.0445624+0.0351359j -0.00577612+0.017708j -0.00461174-0.00454106j -0.0619918-0.00913533j -0.0146079+0.0165608j -0.00837823-0.0144331j 0.058462-0.00919961j 0.0549758-0.0442289j 0.0403234+0.0323898j -0.019568+0.0248027j -0.0206105+0.0488383j 0.0637384-0.0155944j 0.0422481-0.0164314j -0.0137904-2.84192e-06j -0.0104927+0.023359j 0.041504-0.00826165j -0.0227743+0.0180079j -0.00499858+0.000900472j -0.00173871+0.00816434j 0.0117847+0.00973872j -0.00273826-0.0158102j -0.00230634+0.00573135j 0.0128217-0.00463607j 0.0114125-0.010634j -0.0148362+0.0105952j 0.00483887+0.0105509j 0.0191324+0.0043865j 0.0112985+0.00393023j -0.00201009-7.48807e-05j 0.0149883-0.0111836j 0.00930275-0.0106318j -0.00423107+0.00453987j 0.00975586+0.00172149j -0.00625249+0.00443676j -0.00126342-0.000347728j 0.00841402+0.00183065j -0.00930465+0.00631697j 0.0216648+0.01178j 0.011179+0.00629665j -0.0166764+0.0132046j 0.00729329-0.00674705j -0.000341505-0.00844946j 0.0184462+0.00108057j -0.0175988+0.00167108j 0.00232408+0.00832115j -0.0165402+0.0120262j 5.76621e-05-0.000971992j -0.00659002+0.00307819j 0.00718793-0.00072028j -0.00067499-0.00279194j 0.00697758-0.0153401j -0.0044475+0.00420687j -0.0237958-0.00350345j 0.00320452-0.00280181j -0.00871638+0.00414078j -0.0102509+0.0100404j 0.00519432-0.0072765j -0.0167226+0.00848939j 0.00584413-0.0187387j -0.0138265+0.0138546j 0.00917809-0.012488j -0.00873138+0.00465117j -0.00907349-0.0093483j -0.00268785+0.00872946j 0.0173155-0.00375107j -0.00324214+0.000560385j 0.0127543-0.00299728j -0.00873585+1.81285e-05j -0.0028098-0.0169797j -0.0140798-0.00202678j -0.00780399+0.00510808j 0.00457692-0.00731103j -0.00350426+0.00338404j -0.00858208-0.00359848j 0.00540984+0.000445272j 0.00329576+0.0128832j 0.0125495+0.0154813j -0.0105876+0.00684226j 0.0119184+0.000740864j -0.00107125-0.00659538j -0.0135876-0.0205629j -0.00846125+0.0203788j -0.0131913-0.00102399j -0.00946429-0.00435671j 6.89224e-05+0.00902807j 0.0113514+0.0129599j 0.032726-0.0203389j 
0.00931453+0.0028398j 0.00251793+0.00834435j -0.0114974-0.00666819j 0.01131-0.00789191j 0.00811727-0.00189228j -0.00450473+0.00625855j -0.00528721-0.00750394j 0.00281535+0.00494383j 0.0328491+0.00119026j -0.0015769+0.00570263j 0.00380207+0.0096695j -0.0102705+0.0085826j 0.0286635+0.00555659j 0.00700043+0.00512597j -0.012062+0.014596j 0.00173223-0.0233991j 0.000671653+0.00516791j 0.00274053-0.0253569j -0.0204954-0.0226301j -0.0338884-0.00300749j 0.0531523+0.0647145j 0.0377357+0.00441279j -0.0190267-0.0231306j -0.0219605-0.0267795j 0.0348116+0.0214204j 0.0131724+0.00038469j 0.0149703+0.0153856j -0.00397549+0.0139747j 0.00530306-0.000836056j 0.00489335-0.00268636j -0.0144721-0.016534j -0.0144003-0.0141002j 0.00396833-0.0177229j 0.00356108+0.0264189j 0.00157348+0.00634863j 0.00704994-0.00344673j 0.00328615+0.0112225j -0.0134391-0.00815012j -0.000951061-0.00496331j 0.00352697+0.0171899j 0.00188472+0.0128721j 0.00291343-0.00361216j -0.000371218+0.0128725j -0.017798-0.00791068j 0.00135495-0.001649j -0.0208131+0.00430982j -0.00845748+0.00535349j 0.0100233-0.0056121j -0.00209917-0.0126086j 0.000222779-0.00549351j -0.018046-0.00939277j 0.0176079-0.0105541j -0.00331178+0.00186897j 0.00784292+0.000842532j -0.00142747+0.00795816j -0.00573294+0.00828955j -0.00494082-0.00245419j 0.00123902-0.00535432j -0.0104925+0.0101061j -0.0113645+0.0155321j 0.00395466+0.0174535j -0.0076236-0.0117381j -0.00198739+0.00718181j 0.00325321+0.0152521j -0.010217+0.00150917j 0.00494284+0.00249055j -0.00420281-2.87963e-05j 0.00646738-0.0061343j -0.0021862-0.0125468j -0.000182295+0.0110216j -0.000795347+0.0116105j 0.0113954+0.00142935j -0.0109868-0.000916106j -0.00450235-0.00321511j 0.00223605-0.0087266j 0.00569637+0.00870829j -0.00538579-0.005044j 0.00233083+0.00161248j -0.00304684+0.00328882j -0.000931803-0.00542282j 0.00625536+0.00940911j 0.000625088-0.00345522j 0.0179928+0.0010022j -0.00408472-0.00277852j -0.00121985+0.00970597j 0.000574738-0.00352645j 0.0108299-0.00518528j -0.00786113-0.0010123j -0.013822+0.00501999j 0.0188619-0.000800663j 0.00155346+0.00438048j 0.00595145-0.00653989j -0.0303799+0.00293796j -0.00328665-0.0182067j -0.0239139-0.00364188j 
-0.000345721+0.00320095j 0.0123052+0.00304766j -0.0165599-0.00331729j -0.00942886+0.012612j 0.00208133-0.00211838j 0.0197887-0.0178509j -0.00567817-0.0615625j -0.00899778+0.00760572j -0.0203613+0.000565441j -0.00605213-0.00387618j 0.00978076+0.00514608j -0.000115909-0.0216862j -0.0291464-0.02215j 0.0343531+0.046696j 0.00762233-0.0126369j 0.0319509+0.0390287j -0.130267-0.00774017j 0.0154202+0.0909731j -0.0272278+0.0206827j 0.0159485-0.0182283j 0.0050218+0.0161887j 0.0048343+0.00892289j -0.0187667+0.00251689j -0.0417674-0.0211081j -0.0136124+0.00955575j -0.00195203+0.0123763j -0.00737048-0.00371645j -0.00565557+0.0121877j -0.00702594-0.0169173j 0.00761541-0.00692603j 0.0208039-0.00402385j -0.00819987-0.00574215j -0.000869549-0.000577529j 0.00619794-0.0117089j -0.0160605+0.0102803j -0.0129711+0.00118043j 0.00090896-0.00822077j -0.0053085+0.0198338j -0.00363248+0.00690283j 0.000777556-0.00149615j 0.01058-0.0269273j -0.0105394-0.0111591j 0.00427178+0.00186352j 0.0072149+0.00691154j 0.00629543-0.00155666j -0.00816464-0.0060237j -0.0151766-0.0110299j -0.00305244+0.00879226j 0.00437435+0.0131312j -0.00108164+0.018959j 0.00170407-0.00129969j -0.0105723-0.00029574j -0.00638491-0.00160007j -0.000333741+0.0129955j 0.00537336+0.00619897j -0.00164153+0.00665104j -0.00266801-0.00228032j -0.00039702-0.00668586j -0.00108961-0.000311487j 0.00635222+0.00899741j 0.0166566+0.0153858j -0.0106785+4.42379e-05j 0.0101382-0.00147289j 0.000568085+0.00511446j 0.0092626+0.0030908j 0.000566743+0.0109197j -0.000856677-0.00943094j -0.0096595+0.00432757j 5.08941e-05-0.000475126j 0.00422902+0.00513935j 0.00595231+0.000892903j 0.00771032-0.00564159j 0.00520088+0.00441861j -0.00377397+0.00144597j 0.00340739-0.00301285j -0.00570804-0.00241071j 0.00134845+0.00993757j 0.000178968+0.00311395j -0.0117801+0.00175497j 0.00666244+0.018082j 0.0201431+0.00603195j 0.0108691+0.0109652j -0.00824073+0.0102549j 0.00378208-0.00214891j 0.00537141-0.00534379j 0.00498992+0.00749529j 0.00837221-0.00368092j 0.00428899+0.0287373j 0.00867439-0.00561458j -0.00266829-0.00389031j 0.00277305+0.000148066j -0.00618037-0.00299748j -0.0193463+0.0132842j -0.00843216-0.00705697j -0.00262475+0.00221196j 
0.00218703-0.00178709j -0.000674817-0.0098281j -0.00348317+0.0250108j 0.0124242+0.00629305j -0.0102424-0.00839047j 0.00829954-0.0012255j -0.00456114+0.0157127j -0.021447-0.00710914j 0.00462682+2.59517e-05j 0.0141108+0.027574j 0.00104953+0.00161209j -0.0336709-0.0517015j 0.00769731+0.0201605j -0.00807998+0.00606329j -0.0409121+0.00313017j -0.0320079-0.0464435j 0.0143831+0.00753977j 0.0022126-0.0185837j -0.0421086+0.00422608j -0.0845284-0.0329099j -0.00964673+0.0039284j 0.0292196+0.00975613j -0.037583-0.0198204j 0.00155613-0.0124438j 0.0130773+0.00331423j -0.00991116-0.0010374j -0.0108662+0.0131919j -0.0204367-0.000344098j 0.0029561+0.00275286j -0.0110957+0.00651756j 0.011664-0.000917131j 0.0112493+0.00476544j -0.00514925+0.00822435j 0.000220395+0.00741486j -0.00291348-0.000882178j -0.00665666+0.00581053j -0.00215802-0.0122684j 0.00939808+0.015332j -0.00621554-0.0181429j -0.00436134-0.00778786j 0.00944476+0.000643198j -0.00796099-0.00562437j 0.0112159+0.0189346j -0.000143248+0.0049653j -0.00157602-0.00523052j -0.00171656+0.03123j -0.00705217+0.00475424j -0.00707572-0.0146408j -0.000471498-0.0108517j 0.00244544+0.00610036j -0.0143751+0.0171941j -0.00331481-0.00131218j -0.0136076+0.00866876j -0.00861596-0.000121383j 0.0198707-0.00884337j 0.00759503+0.00701489j -0.0107368+0.00149731j -0.0174102-0.00439834j 0.00356524-0.00227561j 0.00612741-0.0017276j 0.0324268+0.0119168j -0.00917763+0.00495117j 0.00671881-0.000884669j 0.010078+0.00686536j 0.00232354+0.00770364j 0.00579795-0.00142751j -0.00254783+0.00500004j 0.00284476+0.0075727j -0.00472971-0.00173835j -0.00337731+0.00202521j 0.0186393+0.0038934j 0.00237648-0.00286273j -0.000523671+0.00388889j -0.00422623+0.00348473j -0.00739002-0.00132648j 0.00860505-0.00256815j -0.00747009+0.00234062j -0.00351772+0.00173078j 0.00664558-0.00202645j -0.00227197-0.0151195j 0.0110373+0.0193677j -0.00317252+0.000986842j 0.00845445-0.00310434j -0.00846396+0.00414806j -0.0105087-0.000720354j -0.00208281+0.00761818j 0.0104522+0.00903821j -0.0135106-0.0108904j 0.00932983-0.00647569j 0.0115152+0.0143428j 0.0110608-0.00755838j 0.0126971-0.00211227j -0.00232529+0.0157589j -0.0351634-0.00218128j -0.0138291+0.0106628j 
-0.0015078+0.00508797j -0.013284-0.00489835j 0.0320266+0.00191213j 0.0210902+0.00317148j -0.012163+0.00850319j -0.0219182+0.00165411j -0.00322402+0.00978019j -0.0177806-0.00293884j 0.0168881-0.00307042j 0.0313566-0.00993381j -0.0436349-0.00520735j -0.043106+0.0424596j 0.017205+0.000774854j -0.0402045-0.035154j 0.0273944-0.0178741j 0.00432574-0.0150715j 0.00405571+0.0190096j 0.030146-0.0226193j 0.0101442-0.0164544j -0.0357246+0.0152542j -0.00708479+0.0251036j 0.0517104-0.00113798j 0.0101994+0.0126884j 0.0265892-0.0119518j 0.00232532-0.00418563j 0.00250508-0.000440847j 0.00543781+0.00267014j 0.00638837+0.0147135j 0.0140482-0.0115859j -0.00307933+0.00362919j -0.0107316-0.00385271j -0.0010936-0.00466404j 0.00602733-0.0104128j -0.00577179-0.00630232j 0.0246638-0.00334923j 0.0110645-0.00999092j 0.0103323+0.00942784j 3.16855e-05-0.0181078j -0.0114758-0.00972244j -0.00151542-0.00753739j 0.0112118-0.00201896j 0.000567272-0.0156281j 0.00456996-0.0147114j -0.0169518+0.00356055j -0.0119524+0.000920264j 0.0113199+0.00426242j 0.0118158+0.00403701j 0.0043722+0.00118852j 0.00156103+0.00494066j -0.00898954+0.00384926j 0.00739397-0.000761437j 0.00457201-0.00910311j -0.00369327+0.0112224j 0.00383344+0.00674289j 0.0018083-0.010548j -0.00522087+0.00452631j 0.00487248-0.00341064j -0.0109811+0.00208678j 0.00883286+0.00316938j -0.00501498-0.00355037j -0.00899624-0.00671675j 0.00131478+0.00325161j 0.00319826+0.00232496j -0.0089462+0.00131697j -0.000484897-0.00014352j 0.000981795+0.00731001j -0.00381243+0.0076415j 0.00387738-0.000927758j 0.00156172-0.00862361j 0.00338513+0.00669533j -0.00201714+0.00740384j -0.0135648+0.0035578j 0.00844487+0.000165283j -0.0121081+0.00271314j -0.00942597+0.00587406j 0.00254025+0.00354622j 0.00274573-0.00396531j 0.00175506-0.00896463j 0.0029669+0.00242228j -0.00377712+0.00417634j 0.00419406+0.00694361j 0.0062117-0.00715649j -0.00294338-0.0101225j 0.00587518+0.00470171j -0.0093926+0.00477852j -0.0145088-0.00480789j -0.00402566+0.00254982j 0.00601323-0.00697266j -0.00479619-0.00231254j 0.0146217+0.0138948j -0.00280115-0.00425682j 0.0120571+0.0018096j 0.0167717-0.00753754j 0.00284558+0.00633418j -0.00301792-0.00441123j 
