0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
-0.00252035+7.58499e-16j -0.000918953+2.22033e-16j -0.00400461-1.34707e-16j -0.000400477-1.11213e-16j -0.00219013-1.29657e-16j -0.000113948+9.35189e-17j -0.00485625-1.82737e-16j 0.00299702+1.0572e-16j -0.00367871-2.42842e-16j -0.000253278+2.98741e-19j 0.00376633+1.37271e-16j -0.00130238+5.22528e-17j 0.00562098+2.53693e-16j 0.00297805+7.16568e-17j 8.31243e-05-1.19277e-16j -0.00344412-1.78782e-16j -0.00262503-2.19079e-16j -0.000969133-9.74733e-17j -0.00150127-1.18163e-16j 0.00500428+1.77378e-16j -0.00279152-1.25989e-16j -0.00388378-2.34962e-16j 0.00462581+2.97018e-16j 0.00649366+2.53744e-16j 0.0020629+1.80003e-16j -0.00156398-9.32345e-17j 0.00144917-2.80343e-17j 0.000615562-1.93127e-17j 0.000672902-2.03163e-17j 0.00293505+2.81343e-17j -0.00107051-1.29027e-16j -0.00554177-2.33143e-16j 0.0040375+2.85433e-16j 0.00631367+2.76928e-16j -0.00385988-1.84269e-16j -0.00143093-1.27399e-16j 0.00179009+1.28602e-16j 0.00210183+5.59572e-17j -0.00291771-1.26985e-16j -0.000501068-6.11346e-17j 0.00506678+2.13315e-16j -0.00315852-9.03034e-17j -0.000127683-8.80223e-17j -0.00502123-2.74639e-16j 0.00276077+2.95771e-17j -0.00187854-1.33986e-16j -0.000125695+2.96958e-18j 0.00590432+2.53836e-16j -0.00106017-9.84167e-17j 0.00226957+1.74501e-16j -0.00360322-9.08177e-17j 0.00299394+1.32704e-16j 0.0033922+8.98805e-17j -0.00184839-1.52839e-16j -0.00278912+7.31182e-17j 0.000780071-5.96722e-16j 
0.0022856-8.37019e-16j 0.00227058-1.59589e-16j 0.0018568-7.204e-17j -0.00165646-2.29662e-17j -0.000123083-5.41059e-17j 0.00215489+2.27171e-17j 0.00221698-7.22566e-17j -0.00157884+3.80386e-17j -0.000706858-9.49683e-17j 0.000264099-2.70214e-18j -0.0017162+6.10688e-17j 0.00256058+3.20554e-18j -0.00117518+1.18579e-16j -0.00208152+3.5057e-17j -0.00196554-1.07778e-17j -0.000334615-9.76514e-17j 0.00154604+5.38618e-17j -0.000933327-5.53718e-17j -0.000220577-2.81241e-17j -0.00264361+6.22805e-17j 0.00117413-4.25185e-17j 0.000590101-6.86035e-17j 0.000255207+1.07143e-16j -0.00242992+1.07753e-16j 0.00165269+8.01329e-17j 0.000483035-1.84882e-17j -0.00272872-2.50195e-17j -0.000816202+3.02579e-17j -0.000865267+2.30398e-17j -0.00297425+1.34959e-17j -9.77435e-05+4.84876e-18j 0.00283812-6.64051e-17j 0.000773269+1.05413e-16j -0.00197167+1.13496e-16j 0.000629121-7.89984e-17j -0.00047046-3.79069e-17j 0.0015793+5.19771e-17j -0.000715073+5.26218e-17j 0.00152008-6.558e-18j -0.00107265-5.25809e-17j -0.00173188+7.81605e-17j 0.00241275-2.45129e-17j -0.00155662-3.87641e-17j 0.000472583-1.00076e-16j -0.00281124+9.44533e-18j -0.000768986-7.34781e-17j 0.000241584+3.63069e-18j -0.00220205+9.00986e-17j -0.000928073-4.39169e-17j 0.00109885+7.42776e-17j 0.00269411-2.9536e-17j -0.000930796+4.92127e-17j -0.00224953+4.79964e-17j -0.000933794-4.86716e-17j 0.00255944-2.41312e-16j -0.0020074+1.00446e-15j 
0.000244864+9.43355e-17j -0.00102438-1.10547e-16j 0.00176431+3.40413e-16j 0.00160386+2.21507e-16j 0.00184715+3.02346e-16j -0.00157862-1.98141e-16j 0.00216639+4.18435e-16j -0.00117376-2.36413e-16j 0.00349014+5.57409e-16j -2.0583e-06+5.31132e-18j -0.00168266-3.25027e-16j -0.00094241-8.9874e-17j -0.00358533-6.18437e-16j -0.00076908-1.79068e-16j 0.00145655+2.01628e-16j 0.00301406+4.72543e-16j 0.000901647+2.32085e-16j 0.00149837+2.36528e-16j 0.00137171+2.30906e-16j -0.00195422-3.94091e-16j 0.001323+2.63328e-16j 0.00264918+4.764e-16j -0.00389771-6.51341e-16j -0.00331108-6.0383e-16j -0.00293063-4.34658e-16j 0.000876655+1.70725e-16j 0.000955279+8.61966e-17j 0.000140093-7.21232e-18j 0.000132249-2.16421e-18j -4.29435e-05-7.75576e-17j 0.000931984+1.78026e-16j 0.00223341+4.68509e-16j -0.00382858-6.27679e-16j -0.00352219-6.38625e-16j 0.00259983+4.40213e-16j 0.00150907+2.54217e-16j -0.00265555-3.49148e-16j -0.00112706-1.92023e-16j 0.00115586+2.26686e-16j 0.00123194+1.80536e-16j -0.00271068-4.87471e-16j 0.000656771+1.80737e-16j 0.0013083+1.91226e-16j 0.00365003+6.16737e-16j -2.98518e-05-7.22078e-17j 0.00209841+3.33482e-16j -8.66592e-05-9.29701e-18j -0.00301626-5.61806e-16j 0.00156711+2.34375e-16j -0.00266678-4.10712e-16j 0.000794449+2.00718e-16j -0.00167346-3.00593e-16j -0.000970155-2.23225e-16j 0.002202+3.35957e-16j 0.000247642+1.84947e-16j 0.000931534-2.48763e-16j 
0.00341933-1.28601e-15j 0.00469365-3.0989e-16j 0.00117645+5.69292e-17j -0.00430042+7.45041e-17j -0.00208727+6.53779e-17j 0.00507491-7.22397e-17j 0.00134342+9.29139e-17j -0.00133427-5.74989e-17j -0.00470538+1.30161e-16j 0.000426152+4.07731e-19j -0.00103422-6.39681e-17j 0.00507544-3.71993e-17j 0.0017809-1.30111e-16j -0.00255538-3.91042e-17j -0.00464599+6.46816e-17j -0.00362067+1.07508e-16j 0.00155999+1.39426e-16j -0.00303142+9.75819e-18j -0.00175743+5.61457e-17j -0.00224549-9.75303e-17j 0.00053179+4.40679e-17j -0.00176264+9.55092e-17j 0.00439714-1.3576e-16j -0.000514303-1.44003e-16j 0.00565166-9.99193e-17j -0.000121246+3.6652e-17j -0.00535857+2.37463e-18j -0.00145384+5.82773e-17j -0.00152459+3.75545e-17j -0.00473162-3.03343e-17j -0.00111036+5.70982e-17j 0.00227218+9.31741e-17j 0.00515824-1.24294e-16j 0.000437444-1.33942e-16j -0.00164951+1.04955e-16j -0.00229917+4.11611e-17j 0.00525241-1.66101e-16j 4.83743e-06-3.27026e-17j 0.00125823+1.11095e-16j -0.00298256-1.41634e-18j -7.71653e-06-1.30629e-16j 0.00320211+3.93798e-17j -0.00383775+9.51058e-18j -0.00297521+1.49437e-16j -0.00448328-3.24e-17j -0.00338139+3.97144e-17j 0.000476548+3.24022e-18j -0.000450035-1.31646e-16j -0.00309331+4.79301e-17j 0.00449248-8.96149e-17j 0.00351302+5.70468e-17j 0.000217438-7.38551e-17j -0.00261945-3.07477e-17j -0.00375199+9.65007e-17j 0.00385619-4.10419e-16j -0.00417611+2.02123e-15j 
-0.00108996+3.17231e-16j 5.94303e-05+6.97575e-17j -0.002296+3.5214e-18j -0.000815166-7.30829e-18j -0.0016176-1.19736e-18j 0.000602846+7.76942e-19j -0.0027953-3.62154e-18j 0.00165816+2.81805e-18j -0.00287602-2.96677e-18j -9.85948e-05+1.77033e-18j 0.00216895+1.07943e-18j -0.000124729+6.83519e-18j 0.00367762-5.48935e-18j 0.0014847-3.27128e-18j -0.000564871-2.10385e-17j -0.00258862+1.74122e-17j -0.00140048-7.19195e-17j -0.00099515-7.07777e-18j -0.00115212-1.40664e-17j 0.00276639+5.19707e-18j -0.0016387-1.38011e-17j -0.00261155-2.6814e-17j 0.00341505+1.71337e-17j 0.00390774-4.52287e-18j 0.00201212-4.44141e-18j -0.000973652-1.59274e-17j 0.000177084+2.84114e-18j 0.000184206-3.75188e-18j 0.000209936-7.71078e-18j 0.00116994-6.57892e-18j -0.000802609-3.65718e-17j -0.00309194-2.81091e-17j 0.00315572+1.73513e-17j 0.00392368+5.77043e-18j -0.00258193+3.83631e-18j -0.00118085-1.80068e-17j 0.00179217-3.46669e-17j 0.00128754-1.73155e-17j -0.00161968-9.77461e-18j -0.000702091+2.70413e-18j 0.00310124-4.02045e-19j -0.00150948-1.03604e-17j -0.000586821-1.23587e-17j -0.00346869-6.60003e-18j 0.00109615-4.47645e-18j -0.00159834-1.63192e-18j -1.37996e-05+4.25006e-19j 0.00355542+9.77809e-18j -0.00105909+5.12749e-20j 0.00198502+2.13973e-19j -0.00174055-1.37885e-18j 0.00186193+2.11599e-18j 0.00172978+3.19037e-19j -0.001629-2.71361e-18j -0.00119662+1.54135e-17j -7.58712e-05-7.42808e-17j 
0.00326549-1.10032e-15j 0.00220097-2.44594e-16j 0.00394091-4.85328e-18j -0.000900885+2.9232e-17j 0.0013549+9.3099e-18j 0.00158984-1.99487e-17j 0.00475461+1.70457e-17j -0.00308236-1.31739e-17j 0.00192422+2.2869e-17j 0.00035235-2.93401e-18j -0.00368524-6.71244e-18j 0.00265719-2.10841e-17j -0.00452555-5.15835e-18j -0.00342325+4.12086e-19j -0.00143644+4.72008e-17j 0.0020315-1.25222e-17j 0.00281449+1.58151e-16j -1.82805e-05-2.80927e-18j 0.000832993+3.02183e-17j -0.00515195-2.35197e-17j 0.00266262+2.16124e-17j 0.00297092+4.93738e-17j -0.00286505-3.99885e-17j -0.00598195-1.43197e-17j -0.000195879-6.7256e-18j 0.00136889+2.85306e-17j -0.002872-9.89681e-18j -0.000978903+3.37906e-17j -0.00105113+2.97037e-17j -0.00402253+1.78119e-18j 0.000635838+6.92792e-17j 0.00564243+5.08692e-17j -0.00211367-3.67436e-17j -0.00554135-2.26802e-17j 0.00298262+9.5992e-18j 0.000611032+2.7398e-17j -6.79242e-05+1.837e-18j -0.00188599+2.59774e-17j 0.00298886+4.9868e-17j -0.000424276-1.87605e-17j -0.00455215-2.3323e-17j 0.00377488+2.05026e-17j -0.00101024+8.67489e-18j 0.00363691+3.29492e-17j -0.00379323-2.83158e-18j 0.000695766-4.52852e-18j 0.000252554+1.59379e-18j -0.0054339-3.36794e-17j 4.53299e-05+4.41764e-18j -0.000721237-1.08589e-17j 0.00426534+1.35097e-17j -0.00262478-1.48516e-17j -0.00381393+2.2545e-18j 0.000560069+2.37143e-17j 0.00363488-2.31442e-16j -0.00192456+1.08617e-15j 
-0.0013777+4.6065e-16j -0.000936181+1.07682e-16j -0.00165328-1.16358e-17j 0.000390755-2.12239e-17j -0.000560481-1.60557e-17j -0.000681593+1.66431e-17j -0.0019944-2.39239e-17j 0.00129442+1.50296e-17j -0.000790456-3.20697e-17j -0.000148838+9.63199e-19j 0.00154581+1.58178e-17j -0.00112835+1.24205e-17j 0.00188859+2.72533e-17j 0.00144099+7.16515e-18j 0.000616022-2.74262e-17j -0.000838811-1.44611e-17j -0.00118302-7.41589e-17j 1.72899e-05-7.67524e-18j -0.000343077-2.15664e-17j 0.00216358+2.57084e-17j -0.00111618-1.90704e-17j -0.00123793-3.89144e-17j 0.00118524+4.23925e-17j 0.00250549+3.06549e-17j 6.40196e-05+2.05651e-17j -0.000572587-1.82985e-17j 0.00121917+7.50033e-19j 0.00041436-1.43889e-17j 0.000444818-1.25096e-17j 0.00169875+2.75184e-18j -0.000262611-3.51722e-17j -0.00236897-3.91721e-17j 0.000868314+4.00022e-17j 0.00231804+3.50223e-17j -0.00124319-2.20143e-17j -0.000248449-2.09744e-17j 1.17311e-05+1.54695e-17j 0.0007894-2.64839e-18j -0.00125504-3.03802e-17j 0.000187071+9.25529e-19j 0.00190541+2.9722e-17j -0.00159023-1.55332e-17j 0.000435055-1.05845e-17j -0.00151284-3.86333e-17j 0.00160198+4.43255e-18j -0.000280475-1.11475e-17j -0.000107226-3.64098e-19j 0.00227589+3.65518e-17j -9.13863e-06-1.12767e-17j 0.000287603+2.11179e-17j -0.00179651-1.3858e-17j 0.00109796+1.83719e-17j 0.00160472+7.85867e-18j -0.000222498-2.36542e-17j -0.00153371+9.38749e-17j 0.000818839-4.6505e-16j 
0.00189168-8.02298e-16j 0.00372814-1.67276e-16j -0.000746376-3.16979e-17j -0.0039691+1.94244e-18j -0.00281524-1.95095e-17j 0.00442271-8.94264e-18j -0.000978455-2.6249e-17j 0.000158537+1.15445e-17j -0.00578598-2.92563e-17j 0.000262853+6.46045e-20j 0.000765637+2.55289e-17j 0.00389393-3.87664e-18j 0.00407307+3.83483e-17j -0.000926302+9.14991e-18j -0.00405835-8.21744e-18j -0.00472536-1.62768e-17j 0.000206084+1.31347e-17j -0.00310374-4.9123e-17j -0.00221772-1.73161e-17j 0.000249222+1.82674e-17j -0.000774402-3.33057e-17j -0.00328333-4.95736e-17j 0.00593606+5.35432e-17j 0.00243851+2.535e-17j 0.00590054+2.03795e-17j -0.000803372-1.93409e-17j -0.00407813-1.58857e-17j -0.0010074+4.26726e-17j -0.00104424+2.41256e-17j -0.00286377-8.68974e-18j -0.0014555-1.68561e-17j -0.000465054-5.02362e-17j 0.00634495+5.68752e-17j 0.0031973+4.60043e-17j -0.00317296-1.82148e-17j -0.00266393-3.56707e-17j 0.00542711-6.36443e-17j 0.000940283+9.27449e-18j -0.000190251+2.65191e-17j -0.00285223-3.97249e-17j 0.00224962+1.15731e-17j 0.00141601-1.65827e-17j -0.00343978-4.20535e-17j -0.00485873-3.01311e-17j -0.00272247-1.02847e-17j -0.00381723-4.5627e-17j 0.000364094+4.68722e-18j 0.00223271+3.27663e-17j -0.00319884-1.66339e-17j 0.00497077+2.51548e-17j 0.00149203-3.17917e-18j 0.00152498+1.33447e-17j -0.000798333+2.70522e-17j -0.00413048-4.78579e-18j 0.00215708-3.36203e-16j -0.00333378+1.50947e-15j 
-0.0038866+1.33653e-15j -0.00293055+2.8786e-16j -0.00430652+2.97405e-17j 0.00150918-1.97171e-17j -0.00115629+1.00673e-17j -0.00233608+1.12728e-17j -0.00518583+9.12107e-18j 0.00342223-8.0055e-19j -0.00141555+1.14143e-17j -0.000426814+3.66527e-18j 0.00401856-1.50164e-17j -0.00346105+1.8803e-17j 0.00453778-3.6255e-17j 0.00394043-1.24792e-17j 0.00211859-4.0435e-17j -0.0016698+4.51939e-17j -0.00316928-1.66966e-16j 0.000413816+2.26418e-17j -0.000649172-1.83956e-17j 0.005722+5.35805e-19j -0.0028754-5.03499e-18j -0.00290169-2.18419e-17j 0.00244723-9.98775e-20j 0.00637144-2.36578e-17j -0.000529143-2.13154e-17j -0.00142692-2.0017e-17j 0.0037243+1.81619e-17j 0.00122091-4.30552e-17j 0.00130624-3.62948e-17j 0.00485526-6.00769e-18j -0.000525604-6.62117e-17j -0.0062424-2.39711e-17j 0.00155628-2.64736e-18j 0.00578321-1.82936e-17j -0.00292875+1.81786e-17j -0.000344734-1.19617e-17j -0.000612033-1.76355e-17j 0.00198705-4.24123e-17j -0.00331378-4.52723e-17j 0.000835344+3.64215e-17j 0.00479861-4.84325e-18j -0.00439519-1.05184e-17j 0.00156421+6.06487e-18j -0.00344578+3.70469e-18j 0.00458128-2.67749e-19j -0.000293182+3.02859e-17j -0.000328197-2.84569e-18j 0.00578547+2.8517e-19j 0.000354831+1.11381e-17j 0.000175414-1.55817e-17j -0.00495256-2.60803e-18j 0.00273801-3.05142e-18j 0.00436051-1.90509e-17j -0.000101933-5.67205e-18j -0.00433278+3.07564e-16j 0.00257187-1.39834e-15j 
0.00116029-3.85427e-16j 0.000593854-7.72697e-17j 0.00163268-2.34883e-17j -5.56422e-05-4.02407e-18j 0.000757612-1.60317e-17j 0.000296262+7.04896e-18j 0.00197577-2.04995e-17j -0.00124437+1.04422e-17j 0.00121311-2.78803e-17j 0.000120691-1.64655e-18j -0.00153196+1.81264e-17j 0.000763512-1.94853e-18j -0.00212161+3.88803e-17j -0.00129742+1.22888e-17j -0.000262891+6.22814e-18j 0.00117463-3.81823e-17j 0.00110931+4.88463e-17j 0.000230801-1.30375e-17j 0.000503135-2.13109e-18j -0.00207867+1.68522e-17j 0.00112382-6.37981e-18j 0.00143954-8.36612e-18j -0.00160073+2.47553e-17j -0.00257843+3.53665e-17j -0.000530976+2.67443e-17j 0.00060886+1.79392e-18j -0.000835254-8.75637e-18j -0.000314043+1.01278e-17j -0.000340092+1.00997e-17j -0.00138835+7.42592e-18j 0.000365845+1.8333e-17j 0.0022913-7.07583e-18j -0.00133173+2.40267e-17j -0.00246051+3.20399e-17j 0.00143576-2.61712e-17j 0.000448636-2.98164e-18j -0.000443505+3.35515e-17j -0.000826081+2.41132e-17j 0.00120943+1.62438e-18j 4.92047e-05-1.67771e-17j -0.00199236+2.45404e-17j 0.00140042-2.6695e-18j -0.000139965-5.61607e-18j 0.00182664-2.78429e-17j -0.00130753+5.24797e-18j 0.000570986-2.12771e-17j 7.30294e-05+8.34646e-19j -0.00234355+2.3205e-17j 0.000263526-1.34501e-17j -0.000669665+2.26905e-17j 0.00159066-8.61905e-18j -0.00116628+1.42353e-17j -0.00146342+1.43035e-17j 0.000540772-1.40172e-17j 0.0012876-7.43832e-17j -0.000513609+3.1132e-16j 
-0.00417821+1.46717e-15j -0.00373756+3.25405e-16j -0.00390458+8.1997e-18j 0.00244748-3.75209e-17j -0.000381372-1.04099e-17j -0.00334948+2.98403e-17j -0.00468149-1.90777e-17j 0.00321367+1.57846e-17j 0.000129885-2.78044e-17j -0.000472896+2.91825e-18j 0.00362585+5.95161e-18j -0.0042843+2.613e-17j 0.0032759+7.28818e-18j 0.00398314+8.64539e-19j 0.00304973-5.19403e-17j -0.00038242+6.69187e-18j -0.00306616-1.77816e-16j 0.00118519+1.56396e-17j -5.1583e-05-3.13268e-17j 0.00537734+2.83329e-17j -0.00253661-1.69343e-17j -0.00192163-4.55997e-17j 0.000812833+3.8924e-17j 0.00543643+2.15854e-17j -0.00200826+1.09398e-17j -0.00115189-2.7132e-17j 0.0045816+1.42526e-17j 0.0014179-5.19503e-17j 0.00150844-4.05764e-17j 0.00534724+3.60674e-18j -0.000128512-7.11745e-17j -0.00581712-4.67017e-17j -0.000138655+3.35725e-17j 0.00468354+2.3297e-17j -0.00197552-1.49557e-17j 0.00035172-2.18558e-17j -0.00196632+3.22755e-17j 0.00164959-2.57343e-17j -0.00310246-6.89302e-17j 0.00152186+3.02892e-17j 0.00398904+3.32602e-17j -0.00454048-2.00281e-17j 0.00236479+2.03518e-18j -0.00203713-3.968e-17j 0.00505067+8.93561e-18j 0.000694923+1.34608e-17j -0.000404948-3.24718e-18j 0.00493174+3.79345e-17j 0.00115336-4.53687e-18j -0.00110115+1.27834e-17j -0.00508986-1.84222e-17j 0.00221451+1.85903e-17j 0.00434994-6.83644e-18j 0.000956682-3.22024e-17j -0.00467016+3.69225e-16j 0.00329591-1.72301e-15j 
0.00384346-1.35472e-15j 0.00325319-2.7849e-16j 0.00382013-6.44526e-17j -0.00199153-2.69761e-18j 0.000622215-4.0908e-17j 0.00281715+7.68198e-18j 0.00458782-5.19916e-17j -0.00310276+2.49233e-17j 0.000400733-6.79743e-17j 0.000430581-3.97231e-18j -0.00355401+4.84094e-17j 0.00376355-9.4307e-18j -0.00351813+9.83126e-17j -0.00374369+3.01367e-17j -0.00256218+1.77586e-17j 0.000796723-9.03006e-17j 0.00292789+1.36546e-16j -0.00085706-4.94496e-17j 0.000251012-6.84821e-18j -0.0051903+3.96782e-17j 0.00250805-2.42727e-17j 0.00214494-3.07805e-17j -0.00132032+6.89211e-17j -0.00544594+8.36494e-17j 0.001394+6.44829e-17j 0.00117995+3.2305e-19j -0.00403253-2.71757e-17j -0.00127111+4.57842e-17j -0.00135477+3.69916e-17j -0.00487862+1.23157e-17j 0.000255708+4.35132e-17j 0.00563254-2.80704e-17j -0.000443077+6.93725e-17j -0.00479133+8.40957e-17j 0.00218669-6.18357e-17j -9.6035e-05-1.70873e-17j 0.00139669+4.40201e-17j -0.00167068+5.96883e-17j 0.00299877+2.34805e-17j -0.00120344-5.60564e-17j -0.00403784+5.31436e-17j 0.00423481-9.3391e-18j -0.00196014-2.86558e-17j 0.00239903-6.65465e-17j -0.00460645+6.2082e-18j -0.0003211-6.57326e-17j 0.000356086+4.076e-18j -0.00494224+5.77109e-17j -0.000817834-3.50172e-17j 0.000606711+5.72319e-17j 0.00475587-1.73703e-17j -0.00226668+3.34728e-17j -0.00410781+4.24852e-17j -0.000544198-2.7784e-17j 0.00429213-3.43265e-16j -0.00286458+1.50114e-15j 
-0.00222681+7.63254e-16j -0.00183746+1.8078e-16j -0.00227178-2.5449e-17j 0.00108728-3.91108e-17j -0.000430009-3.19289e-17j -0.00156458+3.28094e-17j -0.00273015-4.66866e-17j 0.00183521+2.89964e-17j -0.000365414-6.33451e-17j -0.000248335+1.11917e-18j 0.00211512+3.16098e-17j -0.00213505+2.16705e-17j 0.00216758+5.77288e-17j 0.00218941+1.59981e-17j 0.00142218-4.54179e-17j -0.000575563-3.71978e-17j -0.00172385-1.15322e-16j 0.000436838-1.29682e-17j -0.000197568-3.70337e-17j 0.00306958+4.9401e-17j -0.00149784-3.24325e-17j -0.00133935-6.64824e-17j 0.000911625+7.79434e-17j 0.00326925+6.38733e-17j -0.000691532+4.35519e-17j -0.000714459-2.96747e-17j 0.00228973-7.10503e-20j 0.000727949-2.63571e-17j 0.000776517-2.1101e-17j 0.00281626+8.37087e-18j -0.000183366-5.39641e-17j -0.00333545-6.64168e-17j 0.000402859+7.31158e-17j 0.0028997+6.82599e-17j -0.00136154-4.6139e-17j -2.62946e-06-3.43601e-17j -0.000703665+4.57432e-17j 0.0010072+2.78152e-18j -0.00177452-5.58912e-17j 0.000646922-6.56756e-20j 0.00243378+5.98837e-17j -0.00246843-2.66392e-17j 0.00108054-1.62544e-17j -0.00152444-7.48371e-17j 0.00265873+1.0746e-17j 0.000104552-2.23518e-17j -0.000202103-8.43052e-19j 0.00296731+6.92609e-17j 0.000411563-2.28837e-17j -0.000247471+4.26098e-17j -0.00277434-2.71662e-17j 0.00137206+3.60397e-17j 0.00240722+1.60502e-17j 0.00022928-4.61942e-17j -0.00248577+1.75114e-16j 0.00161683-8.71127e-16j 
0.00100868-7.0776e-17j -0.000788333-2.44225e-16j 0.00303036+5.90499e-16j 0.00178489+3.90939e-16j 0.00257319+5.27068e-16j -0.00160469-3.51347e-16j 0.00370272+7.29757e-16j -0.00211568-4.13249e-16j 0.00472442+9.73587e-16j 7.36831e-05+9.27052e-18j -0.00287427-5.65351e-16j -0.000588463-1.59679e-16j -0.00540467-1.07808e-15j -0.00168989-3.12598e-16j 0.00148719+3.53928e-16j 0.00415997+8.26577e-16j 0.00172183+4.16222e-16j 0.0018456+4.03422e-16j 0.00187341+4.02603e-16j -0.00352677-6.89164e-16j 0.00220909+4.55304e-16j 0.0039128+8.26733e-16j -0.00543105-1.13312e-15j -0.00538121-1.05597e-15j -0.00365989-7.59476e-16j 0.00137826+2.96193e-16j 0.000557879+1.47266e-16j -3.88375e-05-8.30893e-19j -6.4146e-05+3.21049e-18j -0.000923201-1.38561e-16j 0.00128797+3.10877e-16j 0.0039775+8.12732e-16j -0.00518317-1.09057e-15j -0.00554649-1.11216e-15j 0.00385442+7.6988e-16j 0.00199495+4.3885e-16j -0.00329266-6.30192e-16j -0.00179921-3.34591e-16j 0.00207335+4.06909e-16j 0.0014289+3.0686e-16j -0.00433078-8.55092e-16j 0.00162732+3.14265e-16j 0.0013964+3.25886e-16j 0.0052923+1.07801e-15j -0.000857437-1.29695e-16j 0.00274075+5.74778e-16j -5.23354e-05-1.51121e-17j -0.00489873-9.80749e-16j 0.00194422+4.08109e-16j -0.00344785-7.16269e-16j 0.00190337+3.52607e-16j -0.0026335-5.25718e-16j -0.00202261-3.85653e-16j 0.00283927+5.90354e-16j 0.00109202+2.32918e-16j 0.000733527-2.14486e-17j 
0.00433538-1.44754e-15j 0.00275536-3.25234e-16j 0.00543798+2.52132e-18j -0.000961755+4.43716e-17j 0.00204349+2.02571e-17j 0.00187274-3.08485e-17j 0.00656608+3.36484e-17j -0.00422439-2.36385e-17j 0.00302367+4.47153e-17j 0.000463801-3.87836e-18j -0.00508979-1.75587e-17j 0.00336775-3.03638e-17j -0.00646329-2.24708e-17j -0.00461666-3.80336e-18j -0.0016878+6.89572e-17j 0.00309824-5.96049e-18j 0.00383342+2.19204e-16j 0.000185957+4.07734e-18j 0.00128944+4.70226e-17j -0.00705969-4.14679e-17j 0.00369245+3.69393e-17j 0.00428442+8.01796e-17j -0.00431999-7.13983e-17j -0.00834311-3.38632e-17j -0.0006688-1.96291e-17j 0.00192588+4.35555e-17j -0.00364888-1.06921e-17j -0.0012697+4.33229e-17j -0.00136593+3.89432e-17j -0.00530419+1.25989e-18j 0.000968119+9.89619e-17j 0.00774485+8.20814e-17j -0.00332064-6.6672e-17j -0.00779238-4.71631e-17j 0.00429291+2.35298e-17j 0.00101634+4.4745e-17j -0.000461708-1.31927e-18j -0.00264207+3.0665e-17j 0.00409872+7.11198e-17j -0.000386136-1.93473e-17j -0.00637572-4.28158e-17j 0.00506405+3.26981e-17j -0.00114722+1.8311e-17j 0.00530191+5.97397e-17j -0.00500034-4.80418e-18j 0.00121056+3.61628e-18j 0.000320498+1.69749e-18j -0.00757993-5.9707e-17j 0.000279376+1.19847e-17j -0.00132378-2.50097e-17j 0.00572935+2.28486e-17j -0.00369174-2.73979e-17j -0.00515942-3.2757e-18j 0.00104635+3.97106e-17j 0.00482231-2.91299e-16j -0.00240431+1.38428e-15j 
