-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
0.00455876+4.32856e-15j 0.00521454+8.44426e-16j -0.00430123-2.63263e-16j 0.00393579-1.23369e-16j 0.00227085-1.45663e-16j -0.0071354+1.78283e-16j -0.00706087-1.5468e-16j -0.00165872+1.29298e-16j -0.000409368-1.59284e-16j -0.00537203+3.72189e-17j -0.00112366+1.24148e-16j 0.00298969-5.39639e-17j 0.00759527-1.15152e-16j -0.00565992+1.96183e-16j -0.00689483+1.27621e-16j -0.00870067-3.37046e-16j -0.00296309+1.96822e-16j 0.00467672-6.82406e-16j -0.00896475+1.57484e-16j -0.00259452-2.02641e-16j 0.000266142-3.25839e-16j -0.00547298-7.30016e-18j -0.00661019+1.13604e-16j -0.0126382+5.14346e-16j -0.014533-8.54509e-17j 0.000592007+2.09834e-16j 0.00602923-1.26033e-16j -0.0048231+1.25915e-16j 0.000956597-4.08978e-16j -0.0019874-1.95238e-16j 0.00508471-6.10444e-17j -0.00938191-2.36996e-15j -0.00431399+3.27597e-16j 0.0145908-1.44769e-15j -0.00577757+1.24834e-16j 0.00365124+4.4315e-16j -0.00903274+3.57564e-17j -0.00791326-4.08397e-15j 0.00427792+3.84084e-15j -0.000524949-4.74251e-15j -0.00963936-1.29098e-16j 0.000963082-3.19982e-16j -0.0042158+2.79038e-16j -0.0146665+2.97756e-16j 0.00491199+6.34465e-17j -0.00975277-1.51932e-16j 0.00484336-5.63457e-19j 0.000622242-1.06438e-16j 0.00381228+2.78147e-16j -0.00387486+1.14834e-16j -0.00500112+1.83124e-16j -0.000739068-2.09518e-16j -0.0151024+1.73596e-16j -0.0113044+1.24319e-15j -0.00643446+1.44482e-16j 0.00478259-1.8455e-16j -0.00250012-1.97883e-16j -0.00107652+2.37438e-16j 0.00781285-2.18078e-16j -0.00559103-5.59112e-17j -0.00468645-1.57369e-16j -0.00847756-9.80991e-17j -0.00687301+1.72517e-16j -0.00617853+1.33885e-16j 0.00728566-1.77496e-16j 0.00334365+1.79227e-17j -0.00154559+8.50228e-18j -0.00501324+1.24351e-16j 0.0011495+1.94131e-16j -0.00205678+2.94071e-17j -0.00513054+3.07633e-16j -0.00805237+5.88502e-19j 0.0033561+9.53587e-17j 0.00493127+6.98951e-17j 0.00207158-2.93685e-16j -0.00592428-2.63901e-15j 0.00367737+1.14402e-14j 
-0.00166077-2.25857e-15j 0.00256375+1.48463e-15j 0.00479212+3.77738e-15j 0.00402744+2.7982e-15j 0.00345996+2.46343e-15j -0.00482025-3.24501e-15j 0.00297913+2.56494e-15j -0.00335215-2.38973e-15j 0.0034164+2.55401e-15j -0.00192052-1.1591e-15j -0.00307182-2.20193e-15j 0.00206553+1.40259e-15j 0.00401092+2.58701e-15j -0.00490213-3.32862e-15j -0.00348314-2.23594e-15j -0.0023586-1.43006e-15j -0.00500134-3.55531e-15j 0.00599496+3.54733e-15j -0.0011392-3.73913e-16j 0.00232387+1.81579e-15j 0.00723767+5.35393e-15j -0.00187911-1.12932e-15j -0.00230411-1.3802e-15j -0.00105204-1.12714e-16j -0.00792568-5.36371e-15j -0.00374065-2.72898e-15j -0.000100592-4.40578e-16j -0.000320166+3.26555e-17j 0.00844904+6.21795e-15j 0.0030851+2.39474e-15j 0.00141131+8.10515e-16j -0.0043091-3.84041e-15j -0.00392832-2.61461e-15j 0.00679849+3.7543e-15j -0.000350822+9.92516e-17j -0.00631204-4.92831e-15j -0.00505678-3.33412e-15j -0.00311622-3.85755e-15j 0.00331162+3.8606e-15j 0.000601688-1.03551e-15j -0.00192753-1.01587e-15j 0.00799942+6.12488e-15j -0.00801997-5.70364e-15j -0.00624402-3.8558e-15j -0.000272484-4.43917e-16j -0.00268702-1.58834e-15j 0.00184044+1.18224e-15j 0.00405805+2.9458e-15j -0.00560413-4.34422e-15j -0.0035178-2.43848e-15j -0.00592453-4.17757e-15j 0.00345075+2.78759e-15j -0.00480215-2.81147e-15j -0.00684622-3.95953e-15j -0.00202084-1.1454e-15j 0.00501974+3.48194e-15j 0.00455665+3.53321e-15j -0.00531048-3.86925e-15j 0.00667466+4.60707e-15j 0.000515124+7.19122e-16j 0.00367798+2.98856e-15j -0.0035944-2.35483e-15j -0.00399799-2.59289e-15j -0.00254619-1.54988e-15j 0.00479378+3.17702e-15j -0.000141846-2.6748e-16j -0.00061873-3.66769e-16j -0.00367161-2.48286e-15j -0.00459416-3.44487e-15j -0.00123442-7.97618e-16j -0.00703321-4.97761e-15j 0.000145008+5.14724e-16j -0.002271-1.84867e-15j -0.00120265-1.13737e-15j 0.0067708+4.93175e-15j 0.00117469-1.99958e-16j 0.00288638+8.04707e-15j 
0.00263731+3.31353e-15j 0.00819887+7.3157e-16j 0.0027267-2.73156e-17j 0.00541259+1.28675e-17j 0.00519366-4.67587e-18j -0.00774213-1.26978e-17j 0.000300865-1.39597e-17j 0.00192374-1.21719e-17j 0.005447-3.66144e-17j -0.000150932-2.12249e-17j 0.00147696-8.68128e-18j 0.00330183+8.13468e-18j -3.10691e-05+2.49455e-17j -0.000769017-1.26493e-17j -0.000850472-1.22008e-17j -0.00505604-2.76008e-16j -0.00777014+3.9473e-17j 0.00394277-4.35211e-16j -0.00030126+5.28555e-18j 0.00421427-4.96378e-17j 0.00401069-2.90387e-17j 0.00225727-3.97035e-17j -0.00441636+4.39147e-18j -0.00561864+2.26246e-16j -0.00799137-2.29656e-16j -0.00283227+7.36899e-17j -0.00166735-8.77631e-18j -0.000651122-1.84838e-17j 0.0061987-1.28232e-17j 0.00235874-1.62155e-17j 0.00336337-3.28944e-17j -0.00626526-1.66155e-15j -0.00451795+1.15701e-16j 0.00598271-4.13366e-16j 0.00603565+1.24332e-17j -0.00490651-3.31242e-18j -0.00655835-7.13032e-17j -0.00452998-1.59573e-15j -0.00178254+1.91382e-15j -0.00222057-3.32693e-15j -0.0038638-8.82788e-17j 0.00752892+2.45492e-16j -0.000597332+1.8085e-17j -0.00557907-2.98863e-18j 0.000793474+4.71804e-18j -0.00485713-1.34054e-16j 0.00367972+6.57523e-17j 0.00387288-4.14519e-17j -0.00588851+3.93845e-17j -0.0035544-8.53562e-19j -0.00345399-3.03105e-17j 0.00346861+1.97758e-16j -0.00535387-2.9516e-17j -0.010636+8.97094e-16j -0.00401364+4.75772e-17j 0.000511072+2.23885e-17j 0.00625223+2.51496e-18j -0.0023405+1.19526e-17j 0.00515225+5.11142e-17j 0.00173946+5.4169e-17j -0.000238048+1.1058e-19j -0.00603029-2.04292e-16j -0.00122861+1.12336e-17j 0.00130568-3.49439e-17j 0.000732671+1.45044e-17j 0.00145217+5.94512e-18j 0.00358939-1.72723e-17j -0.00166889-1.72788e-17j -0.00151538+6.59369e-18j 0.00373028-2.08125e-17j -0.00839849+8.36584e-18j -0.00342962+1.8912e-17j 0.000213187+3.29264e-18j 0.000879521+9.16564e-18j 0.00730504-1.2173e-17j -0.00494781-3.95366e-15j 0.00657573+1.77546e-14j 
-0.00472445-4.19066e-15j -0.00404144-9.04936e-16j 0.00408358+6.96927e-17j 0.000549456+1.49449e-17j -3.04253e-05+2.91579e-17j 0.000509936-3.8791e-17j 0.00382624+4.15491e-17j -0.00639655-1.73564e-17j -0.000324831+3.97255e-17j -0.00250756-8.07271e-18j -0.00559744-5.66552e-18j -0.000203959+2.61358e-17j 0.0055564+1.37463e-17j -0.00604503-6.68073e-18j -0.00401464-2.19867e-17j 0.00142012+9.22082e-17j 0.000286772-4.10704e-17j 0.0046186-4.69162e-16j -0.0012925+1.01356e-17j -0.000691633-5.80117e-18j 0.0062677+8.10629e-17j -0.00467539-1.20314e-17j 0.000904468-1.12917e-17j 0.00373978-1.48673e-16j -0.00353978-1.3035e-16j -0.00253764+1.1275e-17j 0.00140254-6.88023e-17j 0.000159812+5.39737e-17j 0.00591552+6.76025e-17j 0.00207165+4.35667e-17j -0.00116204+5.52076e-17j -0.000150447-1.74555e-17j -0.00123946-1.21525e-17j 0.00384235-3.38462e-16j -0.0060603+4.52807e-17j -0.00416415-1.23433e-16j -0.000909899-6.66638e-18j -0.000109756-1.2158e-15j 0.00621056+5.10103e-16j 0.00288056+1.01334e-15j 0.000912513-1.8248e-17j 0.004067+1.48634e-16j -0.0104997-5.5007e-17j -0.00345125+1.49061e-17j -0.00110795-3.15246e-18j 0.000783679+8.59356e-19j -0.000863026+2.37875e-17j 0.00201375+1.54851e-17j -0.00228141-5.74406e-17j -0.00156395-5.16907e-17j -0.00497317-6.569e-17j 0.00155026+9.81845e-17j -0.00167255-1.13493e-17j 0.000391314-8.90086e-17j 0.00092276-4.10451e-18j 0.00644529+3.04042e-17j 0.00050219+4.98573e-17j -0.00515531-3.40125e-17j 0.00443814+6.59543e-17j -0.000897911+2.15124e-17j 0.0052874+7.35868e-17j 0.00061737+2.23476e-17j -0.00437471-1.12256e-17j -0.00471551+3.48377e-17j 0.0059295+1.89305e-17j -0.00153668-5.97125e-18j -0.00416891+9.21778e-18j -0.003518-3.15883e-17j -0.00493031-1.84132e-17j -0.00514752+5.15543e-18j -0.00193275-6.45858e-17j 0.0033674+3.78511e-18j -0.00332585-2.13757e-17j -0.00246915-2.122e-17j 0.00258102+6.35e-17j 0.00618912+1.8038e-15j -0.00209748-8.01261e-15j 
0.000435746+8.95454e-16j 0.00349104+2.09701e-16j 0.00263961+1.11865e-17j 0.00210166+2.08287e-17j 0.00242842+1.46849e-17j -0.00263603-3.54863e-17j 0.00196194-3.43026e-18j 0.00170561-3.27701e-17j 0.00329351-8.44928e-18j 0.00139266-2.75295e-17j 0.00128516-2.86492e-17j 0.00113805+1.04531e-17j -0.00215675+4.65482e-17j 0.00118778-4.95907e-17j 0.00142216-4.1182e-17j -0.000674383-7.7129e-17j -0.00375369+2.88161e-18j 0.000956436-8.63168e-17j 0.00223035-5.81452e-17j 0.00316201-1.98085e-18j 0.00212857+2.49394e-17j 0.00287296-3.14874e-17j -0.000843948-2.62727e-17j -1.05453e-05-2.10541e-17j -0.000729015-9.52279e-17j -0.00175234+1.26814e-17j -0.00260288+5.06314e-17j 0.00089546-5.62538e-17j 0.00322984+4.85493e-17j 0.00185655+1.59308e-17j 0.000639935-3.18685e-18j -0.00116395-3.33895e-16j -0.00146398-3.3062e-18j -0.000464912+1.46712e-16j 0.00518903-5.30103e-17j -0.00373711-6.57236e-17j -0.00141047-3.90715e-17j -0.000541959+1.80837e-16j -0.00231357+8.57431e-17j -0.00122087-7.06322e-16j 0.000281443-2.734e-17j 0.00404562+1.73544e-16j 0.00100495-3.3338e-17j 0.000711682-8.1156e-17j -0.000814712-2.12943e-19j -0.000265086-4.30918e-17j 0.000881771+3.56183e-17j 0.00204919-2.19938e-17j -0.00439493+2.77158e-19j -0.00101102-1.66162e-17j -0.000577317-4.30692e-17j 0.00218471+1.42944e-16j 0.00091873-7.1924e-17j -0.00321611+2.17719e-16j -0.000656019-1.10969e-17j -0.0011146+4.90727e-17j 0.0042991+1.12731e-17j -0.000964294-2.75399e-17j 0.000834493+6.5509e-17j 0.00251744+2.42103e-17j 0.000985168+9.07977e-18j -0.00128389-8.84797e-17j 0.00120385-3.63272e-17j 0.0025058-6.40905e-17j -0.00163747+5.06649e-17j -4.96138e-06+6.28463e-18j 0.00259734-2.06893e-17j 0.000434644-3.52296e-17j -0.00107823-1.83275e-17j 0.00283703-2.68782e-17j -0.00349574-3.90219e-17j 5.8852e-05-6.26826e-18j -0.000690923-2.51845e-18j -0.000739088+5.57292e-18j 0.00365441+2.78195e-17j -0.00145442-1.66043e-15j 0.00290812+7.48764e-15j 
-0.00971967-9.40455e-15j -0.0133897-2.09119e-15j 0.00475678+1.76419e-17j -0.00512917-4.17517e-17j -0.00495452-4.37516e-18j 0.0095634-9.86161e-18j 0.00746991-3.88312e-17j -0.00854494-1.17157e-17j -0.00435405+5.94103e-18j -0.000634027-2.07551e-17j -0.00746162+4.3479e-18j -0.00403914+3.4534e-18j 0.00353353+2.98875e-17j -0.00435355-1.22533e-17j -0.00128598-5.40712e-17j 0.00930692+4.65548e-16j 0.00751986-5.47233e-18j 0.000628428-8.45039e-17j 0.00250499-1.32981e-16j -0.00292671-8.1493e-18j 0.00448234+3.83127e-17j -0.00506101-1.32433e-17j 0.00729461-4.85757e-17j 0.0142535-6.52809e-16j 0.00799437+1.54041e-16j -0.00119832-2.80905e-18j 0.000384549+6.41863e-17j 0.00276136-1.80336e-17j 0.00209576+4.10524e-18j 0.00158922+2.44624e-17j -0.00615397+1.15143e-16j 0.00860278+2.31062e-15j 0.00377155-1.54214e-16j -0.00612592+4.67706e-16j -0.00948597-1.13526e-16j -0.00292135-8.72589e-17j 0.00774938+1.09723e-16j 0.00670436+1.50833e-15j 0.00708563-2.50556e-15j 0.00542236+5.79262e-15j 0.00818662+6.71368e-17j -0.00117-1.29434e-16j -0.0105347-3.02682e-17j 0.00632885-7.09749e-17j -0.00406341+2.49933e-17j 0.00883217+1.61716e-16j -0.00592585-4.08718e-17j -0.000751817-3.5559e-17j 4.98649e-05+2.20776e-17j 0.00245602-3.57673e-17j -0.00129223-9.17728e-18j -0.00042509-6.87354e-17j 0.00851354-7.52443e-17j 0.0134064-1.19193e-15j 0.00693576-9.44886e-17j 0.00541421+1.71603e-17j -0.00305865-5.65846e-17j -0.00404566-4.37434e-18j -0.00185701+8.93334e-18j -1.23964e-05-8.46114e-17j 0.00863988+4.26852e-18j 0.00897187+2.66705e-16j -0.00144732-6.10004e-17j -0.00408455-3.50417e-18j 0.00354175+4.0287e-17j -0.00441209+1.29505e-17j -0.00714211-8.60567e-18j -0.000867911-2.677e-17j -0.00535407+3.81701e-17j -0.00822235-1.04368e-17j 0.00622237-2.43842e-17j 0.0101678-8.33471e-17j -0.00565818+2.99153e-17j -0.00579636+2.14393e-17j -0.00328786-9.68016e-19j 0.0138454+6.26934e-15j -0.0091276-2.82425e-14j 
0.00656974+5.10165e-15j 0.00128568+1.11231e-15j -0.00968239-6.96244e-17j -0.00416677+1.33886e-18j -0.00346997-2.17346e-17j 0.00353079+3.87783e-17j -0.00803632-3.77795e-17j 0.0083032+1.08698e-17j -0.00384202-1.63045e-17j 0.00282936+8.38038e-18j 0.00750616-7.05005e-18j -0.00154018-2.8476e-17j -0.00701802-4.29788e-18j 0.00888846-1.31409e-17j 0.00541583+1.95016e-17j -0.000399167-4.59635e-17j 0.00491069+7.38369e-19j -0.00933177+1.02412e-15j 0.000145435+2.8308e-18j -0.00281688+3.90194e-17j -0.0130754-6.24122e-17j 0.00437993+1.82782e-17j 0.000425094+7.57523e-18j -0.00460588+1.7458e-16j 0.00841144+2.42042e-16j 0.0064075-8.864e-17j 0.000514425+8.2126e-17j -0.000903688-4.41056e-17j -0.0140597-5.40317e-17j -0.0056285-5.06564e-17j 0.000443508-5.68211e-17j 0.00288951+6.9236e-16j 0.00447695-5.58055e-17j -0.00730866+6.22435e-16j 0.00356023-5.73476e-17j 0.0113605+1.97663e-16j 0.00441451-4.3709e-18j 0.00181946+2.16044e-15j -0.00748797-1.33388e-15j -0.00298496-1.41103e-16j -0.000747483+4.07547e-17j -0.0121494-3.72324e-16j 0.016209+5.49016e-18j 0.00635059-4.71054e-17j 0.00232656+8.98192e-18j 0.000208097+2.80214e-17j -0.000339098-6.19829e-17j -0.00609421+4.99346e-17j 0.00916329+3.17806e-17j 0.00434623+5.3823e-17j 0.0094372+7.48709e-17j -0.0053652-3.03488e-16j 0.00323151+1.06136e-17j 0.00498327-3.68659e-16j 0.000122998-2.56614e-17j -0.00953598-2.69561e-17j -0.00629376-5.20029e-17j 0.00979897+1.23136e-17j -0.00923712-8.92544e-17j -0.00127084-7.9023e-17j -0.00937599-8.96105e-17j 0.00169763+4.58369e-17j 0.00629151-1.3921e-17j 0.0050191-3.70268e-17j -0.00828528-6.07629e-18j 0.00211867+4.40049e-18j 0.00347251-1.03674e-17j 0.00571556+3.41029e-17j 0.00932886-7.9987e-18j 0.00480105-6.44414e-18j 0.00842348+5.57441e-17j -0.0046233-1.25857e-17j 0.00594601+1.36018e-17j 0.00443588+1.98761e-17j -0.00933687-5.01326e-17j -0.00742689-3.93145e-16j -0.000915312+1.6853e-15j 
-0.00201735-1.7304e-15j -0.00160051-4.3573e-16j 0.00204859-6.95475e-17j -7.95734e-05-9.38491e-17j -5.28133e-05-6.58248e-17j 0.000738802+1.0375e-16j 0.00221588-3.77404e-17j -0.001752+9.07416e-17j 0.000228606-5.26357e-17j -9.18117e-05+6.45955e-17j -0.0015882+8.37577e-17j -0.000303446-4.41492e-17j 0.000769881-1.23129e-16j -0.00123217+1.34456e-16j -0.000409782+9.81672e-17j 0.00138402+1.405e-16j 9.83153e-05+9.72508e-17j 0.00106506-2.65701e-16j 0.000782707+4.07277e-17j 0.000343341-2.68185e-17j 0.00220265-1.40856e-16j -0.000658444+7.57761e-17j 0.000965486+5.48779e-17j 0.00264273-5.90998e-17j 0.000416649+2.13843e-16j -0.0010486+8.27942e-17j -0.000448947-2.48132e-17j 0.000673602+2.02489e-17j 0.00210643-1.64734e-16j 0.0010627-4.16675e-17j -0.00089571-2.119e-17j 0.000905103+3.67979e-16j -4.72321e-05+7.4675e-17j -0.000428991-1.63002e-16j -0.000873339+4.59328e-17j -0.00209788+6.71753e-17j 0.000596269+1.47121e-16j 0.000807545+1.80517e-16j 0.00134315-3.78251e-16j 0.000892498+7.7802e-16j 0.00140773+7.94274e-17j 0.00157372-1.1886e-16j -0.00286499+2.01866e-16j 0.000586805+1.77419e-16j -0.000986057-1.16564e-17j 0.00133056+1.06663e-16j -0.000749737-4.60289e-17j 0.000766885-9.59922e-17j -0.00155902+8.75052e-17j -0.000162912+7.42748e-17j -0.00111107+1.36574e-16j 0.000780704-2.18951e-17j 0.00123468+1.41926e-16j 0.00111859+5.31252e-17j 0.000968139+4.74098e-17j 0.00146801-1.29966e-16j 0.000822067-6.87524e-17j -0.00164626+1.15856e-16j 0.000642405-1.55584e-16j 0.000556868+2.27724e-17j 0.00234-5.61615e-17j 0.00104344+1.23151e-16j -0.000548913+1.11259e-16j -0.00062428+9.12405e-17j 0.00097203-1.3415e-16j -0.000878511-3.78219e-18j -0.000959389+3.67167e-17j -0.000546+9.30656e-17j -0.00183339+1.01229e-16j -0.00120031+5.32452e-17j -0.000359646+1.39358e-16j 0.00201097+7.72268e-18j -0.00152409+4.18695e-17j -0.00142597+1.07549e-17j 0.000929551-1.29154e-16j 0.00255997+7.04411e-16j -0.000843924-3.32238e-15j 
-0.00292325-2.65979e-15j -0.0036734-6.85667e-16j 0.00184959-2.70343e-16j -0.00146614-9.01993e-17j -0.00127242-1.11032e-16j 0.00284412+4.33024e-17j 0.00271377-2.84015e-16j -0.00205244-2.94825e-17j -0.000840544-1.93568e-16j 0.000331062-1.23811e-16j -0.00183435-5.30256e-18j -0.00119718-2.24512e-17j 0.000233356+1.56077e-16j -0.000684062-6.24213e-17j 0.000260603-1.35422e-16j 0.00307195+4.50311e-17j 0.00189145+1.75633e-16j -5.69374e-05-6.51874e-17j 0.0015157-2.86936e-16j -0.000313708-2.07796e-16j 0.00141141-2.06033e-16j -0.000726474-1.74198e-16j 0.00236277-7.39933e-17j 0.00475668-4.47851e-16j 0.00310905-4.38309e-17j -0.000537674+1.48573e-16j -0.000561691+2.4796e-16j 0.00117169-1.41263e-16j 0.000819551-2.60787e-16j 0.000750298-1.57443e-16j -0.00196652+8.29607e-17j 0.00287909+7.12893e-16j 0.0011835-8.10025e-18j -0.00271897+3.93734e-16j -0.00168839-3.36691e-16j -0.00141054+2.95137e-16j 0.0025983+9.1993e-18j 0.0023205+6.41363e-16j 0.00141533-8.49256e-16j 0.00139732+1.85592e-15j 0.00292343-1.36139e-16j 7.05146e-06-3.09102e-16j -0.00248777+3.84496e-17j 0.00280348-2.23515e-16j -0.00152528+1.37721e-16j 0.00305436-7.53451e-17j -0.00186423+1.63804e-17j -4.91012e-05-1.60269e-16j -0.000674607+3.52325e-16j 0.000838282+2.08189e-17j -6.51477e-05+3.97415e-17j 0.000146708-1.64345e-16j 0.00344969-2.65661e-16j 0.00412289-3.44348e-16j 0.00227101-9.6924e-17j 0.00104087+3.96568e-17j -0.000245883-3.11139e-16j -0.00112363+1.17881e-16j -0.000962422-4.75713e-18j 0.000624861-2.31679e-16j 0.0027752-2.04677e-16j 0.00290606+2.85853e-17j 0.000193899-1.19578e-16j -0.000447169-1.70033e-16j 0.00030724+1.2043e-16j -0.00143415+7.46298e-17j -0.00159088-1.13124e-16j 0.000149653-4.95951e-17j -0.00164463+1.65746e-16j -0.0018273-1.19895e-16j 0.00171128+1.53772e-16j 0.00333348-1.93088e-16j -0.0018416+1.48021e-16j -0.00199217+1.56687e-16j -0.00068498-2.24456e-16j 0.00404409+1.63349e-15j -0.00246128-7.86232e-15j 
0.00109749+1.77695e-15j 0.00518122+3.05345e-16j 0.00314576-2.7218e-16j 0.00282064-6.56214e-17j 0.00331396-1.02616e-16j -0.00367202+2.56625e-17j 0.00223601-2.73895e-16j 0.00295697-4.44606e-17j 0.00450366-2.10624e-16j 0.0021159-1.32185e-16j 0.00230778-2.38553e-17j 0.00158316-1.98084e-17j -0.00345088+1.70995e-16j 0.00219545-8.76239e-17j 0.00230051-1.3969e-16j -0.00110918-1.97498e-16j -0.00514377+1.94411e-16j 0.000856029-1.63417e-16j 0.00310989-2.86402e-16j 0.00435002-2.06927e-16j 0.00225553-2.14475e-16j 0.00434601-1.86776e-16j -0.0012753-7.29042e-17j -0.000465478-2.17216e-16j -0.000712292-1.68053e-16j -0.00211871+1.74321e-16j -0.00364355+2.70216e-16j 0.00117273-1.90264e-16j 0.00379084-2.32907e-16j 0.00229972-1.53937e-16j 0.00101581+2.88121e-17j -0.00161833-4.96168e-16j -0.00188662+6.08793e-17j -0.000939611+3.42998e-16j 0.00763049-3.36675e-16j -0.00463176+2.64125e-16j -0.00187401-5.0927e-17j -0.000769462+2.93428e-16j -0.003749+1.56988e-16j -0.0019537-1.0749e-15j 0.000235223-1.75286e-16j 0.00508661-8.54364e-17j 0.00240788+4.80947e-17j 0.00123459-2.5022e-16j -0.000966234+1.23015e-16j -0.000494573-1.65166e-16j 0.00131251+6.25552e-17j 0.00258194-1.83816e-16j -0.00571554+3.5251e-16j -0.001236+2.94741e-17j -0.000306944+1.96312e-17j 0.00280541+1.66891e-17j 0.00133261-2.85362e-16j -0.00447128+3.71496e-16j -0.00102094-6.24199e-17j -0.00214168+6.32664e-17j 0.00577355-2.82927e-16j -0.000791892+1.07232e-16j 0.000726416+3.6014e-17j 0.0034787-1.64142e-16j 0.00077436-2.02819e-16j -0.00185414-1.51113e-16j 0.00204074-1.14136e-16j 0.00384747-2.20223e-16j -0.00278529+1.34628e-16j 0.000168226+7.43878e-17j 0.00394235-1.23949e-16j 0.000919497-6.04098e-17j -0.000956955+1.45011e-16j 0.00436443-1.33763e-16j -0.00458014+1.42019e-16j -0.000307563-1.62464e-16j -0.000581534+1.38076e-16j -0.000725118+1.53382e-16j 0.00471254-2.11931e-16j -0.00263747-2.54513e-15j 0.00418337+1.09536e-14j 
-0.00123499-1.11719e-15j -0.00138244-2.72706e-16j 0.000632752-6.46327e-17j 0.000178848-2.6095e-17j -0.000172405-3.00026e-17j -2.03435e-06+1.77783e-17j 0.000440466-6.19924e-17j -0.00239579+3.54087e-18j -0.000579576-4.39834e-17j -0.00138251-2.31282e-17j -0.00204444+1.08848e-17j -5.93074e-07-2.6844e-18j 0.00262258+2.28179e-17j -0.00250599+7.34006e-18j -0.00197934-1.86244e-17j -9.12724e-05-8.30772e-18j 0.00038309+4.29422e-17j 0.00168809-2.04233e-16j -0.00137045-3.21174e-17j -0.000838759-6.62698e-17j 0.00173373-5.41046e-17j -0.00228287-3.99098e-17j -8.01845e-05-4.33669e-18j 0.000272004-6.12028e-17j -0.00209499-5.74295e-17j -0.000530216+5.32939e-17j 0.00124137+1.21767e-17j -0.000422875+5.62405e-18j 0.00152262-7.95684e-17j 0.00026519-4.26913e-17j -8.60443e-05+2.51959e-17j -0.000576585-1.46581e-16j -0.000513277+3.20479e-17j 0.00235751-1.95688e-16j -0.00306114-3.71449e-17j -0.000557449+8.16108e-17j -0.000760309+3.29601e-19j -0.000540386-7.2866e-16j 0.00261021+4.54572e-16j 0.00104718+7.7018e-17j -0.000451485-4.95574e-17j 0.00082209-6.84613e-17j -0.0037988+1.9846e-17j -0.00227151-5.83337e-18j 0.00011553+3.4863e-17j -0.000426952-3.52088e-17j -4.09023e-05+9.03865e-18j 0.000411452-3.42338e-17j 0.000144883+8.42506e-17j -0.000646151+1.94494e-18j -0.00187642+9.37255e-18j 0.000145477-4.21316e-17j -0.00176314-3.55987e-17j -0.000266276+4.06802e-17j -8.69307e-05-3.98e-18j 0.0025598-4.17001e-18j -0.000604384-7.0095e-17j -0.00159522+3.99221e-17j 0.00187629-7.5282e-18j -0.00103653-5.00556e-17j 0.00121315-3.79994e-17j -0.000248908+6.77993e-19j -0.00206324-8.06531e-18j -0.00229758-7.14291e-18j 0.00264884+9.68658e-18j -0.000245755+1.50736e-17j -0.00179654-1.90376e-17j -0.0015494-4.83303e-18j -0.00134512+4.82918e-17j -0.00217902-1.92232e-17j -0.000519432+4.71626e-17j 0.000478997-3.70756e-17j -0.000723589+3.34557e-17j -0.00032818+3.29597e-17j 0.000481366-5.93636e-17j 0.00174097+5.86103e-16j -0.000794874-2.758e-15j 
