0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
-0.00412018-0.00200115j -0.00201204+0.00404889j 0.00251041+0.0146867j 0.0154071-0.00230468j 0.00743853-0.0189594j -0.0212994-0.0104329j 0.00174713-0.00856349j 0.00171145-0.00186771j -0.00911615+0.00737734j -0.00271148-0.00463113j 0.00959404-0.00671242j 0.0199539+0.00872493j -0.00225102-0.0208457j -0.0109382+0.000421697j -0.00215727-0.000511532j 0.00683237+0.000823383j -0.000415962-0.0102678j -0.00142286+0.0137627j 0.00874958-0.00509359j -0.00311197-0.00457102j -0.00515007+0.00148256j 0.00080355+0.000896937j -0.00240581-0.00462612j 0.00118744-0.0050648j -0.0079026+0.00917645j 0.00122086-0.000177545j 0.00102938-0.000377266j -0.00546859+0.00506886j -0.00172778+0.00392377j 0.00213318+0.00148226j -0.00274749-0.00378521j -0.000793423+0.00750866j 0.00679172-0.00725676j 0.00238439-0.00798349j -0.00414136-0.0057657j -0.00326236+0.00104611j -0.00740102-0.00246918j -0.00268864+0.00486691j -0.00356373+0.00321613j -0.00552695-0.000708885j 0.000601925-0.00208297j -0.00488264+0.00345207j 0.00762107+0.00054887j -0.000323689-0.00389603j -0.0118658+0.000736455j -0.00377903-0.00293856j 0.00510152-0.00438964j 0.00185586-0.00182054j 0.00197411+0.000462296j 0.00625982-0.00175987j 0.00589245+0.00170103j 0.00379755-0.00142613j 0.010313-0.00184963j 0.00581605+0.00277464j -0.00375406+0.000422929j 0.00453314-0.00377874j 0.00454078-0.00374091j -0.00278871-0.00807662j -0.00550442-0.0056633j 0.00127915+0.00352752j -0.000855824+0.00810878j 0.0125283+0.00676141j -0.000981485-0.0117653j -0.00265298-0.0149493j -0.00188305+0.000349177j 0.0136508-0.00213848j -0.00297093-0.00876583j 0.0126687-0.00105368j -0.00843953+0.0144898j 0.0113864+0.000942028j -0.0146712-0.00315454j 0.00557233+0.0192j -0.0108577+0.00924679j 0.0122154-0.00736574j -0.00750099-0.0114934j 0.000791863-0.00367553j 0.00364491+0.000765335j 
0.0119457+0.00455208j 0.00486206-0.0119329j -0.0112466+0.0066859j 0.00514946+0.0107471j -0.0120818-0.00127879j 0.00489485+0.0145632j 0.00181277+0.00499554j -0.00056814+0.0037264j -0.00134042-0.0050161j 0.00527022-0.00108294j -0.00293663+0.0031659j -0.00224379+0.00541037j 0.000786257+0.00416029j 0.00931962-0.0113135j 0.0119407+0.00130207j -0.00790091-0.0033934j 0.0061764-0.00202041j -0.0045589-0.00214536j -0.00150537-0.00795744j -0.0056858+0.00355833j -0.00475486+0.00109909j 0.00144841-0.00317956j -0.00309077+0.00814278j -0.0047612-0.0033148j -0.00607106+0.00304706j -0.00129314+0.00342074j -0.00147749+0.0048259j -0.00698561-0.00382396j -0.00321538-0.00659015j -0.00823775-0.00514026j 0.00262695+0.00196404j -0.0019297+0.000898943j -0.00351762+0.0017276j -0.00265195+0.00405227j 0.00245376+0.000243031j 0.00230336+0.0051541j -0.00675479+0.00287131j -0.00736811-0.00447009j 0.00310194+0.00194607j 0.00287493+0.00782631j -0.00255601+0.00521913j -0.000224178-0.00798964j 0.000703382+0.0054226j -0.00405859-0.00125235j -0.00190988-0.00516201j -0.000555585-0.00187439j -0.00554193+0.0036021j 0.00427329+0.00276424j -0.000670509-0.000305196j 0.00124735+0.00428748j -0.000119392-0.00872345j -0.00361374-0.00104735j -0.00339564+0.00500572j 0.00161125-0.00328149j 0.0018423-0.00186445j -0.00608642-0.00447508j -0.0106344+0.00570278j 0.00404079-0.00788659j 0.00314971-0.00172224j 0.00112087-0.00339993j -0.000904087-0.00164096j 0.00642376-0.00699197j -0.00352369+0.000914479j 0.00574069+0.00199794j 0.0118624+0.00713239j -0.00286165+0.00333275j 0.00757871-0.00287473j 0.00103725+0.00813221j -0.000195168-0.00108782j -0.0042322+0.00205639j 0.00261283+0.00855544j 0.0100505-0.000472423j -0.00301903+0.00679536j 0.00678895+0.0154063j 0.0148252-0.00615751j -0.0144271+0.00946902j -0.00941924-0.0145056j 
-0.00173376+0.0151241j 0.0151656+0.00143432j 0.00756682+0.0009656j 0.000674269-0.00581573j 0.0058107+0.00980226j 0.0125121-0.0112965j 0.0086777-0.00408209j 0.00250508+0.00436063j 0.00331146-0.00459381j 0.00278243+0.00689343j 0.000420114+0.0184322j -0.0150171-0.00846432j -0.00243612+0.000831955j -0.00189608+0.00350036j -0.00994449+0.00493239j 0.00510996-0.00292861j -0.00383427+0.00217619j -0.00698374-0.00547658j 0.00546904+0.00784237j -0.00259717+0.00418484j 0.0127084-0.00690315j 0.000458275-0.00445095j -0.00206794+0.00222488j 0.00381218+0.00347486j 0.00122586-0.00790195j -0.00194044-0.00131195j -0.00465119-0.00132502j 0.00382604-0.00357143j -0.00289345-0.000353819j -0.0033787-0.00531424j 0.00613073+0.0027652j -0.00305724+0.00123389j -0.00850768+0.00474632j -0.00276533-0.000811528j 0.00165551-0.00625629j -0.00495983-0.0044064j 0.000212965-0.00271697j 0.00844004+0.00251725j -0.000128821+0.00591173j -0.00287922-0.00248336j 0.000897463-0.00708746j -0.00120108-0.000633973j -0.00478749-0.00225299j -0.00452459+0.000522231j 0.00768321-0.00414497j 0.00171342+0.00434857j 0.00131103+0.00379294j -0.000791986+0.00773254j -0.0013715-0.00390073j -0.00247957+0.00204961j 0.00420413+0.00137894j 0.000386001-0.00269474j -0.0026511-0.00577222j -0.000853114-0.00337648j 0.00266403+0.00510304j 0.00376119-0.00229462j 0.00209229-0.000752735j 0.00124471+0.00760562j 0.012714+0.00140291j 0.00306618-0.00287814j 0.00534573-0.00542503j -0.0156133+0.00539798j 0.00287904+0.00813961j 0.00838216+0.00978719j -0.00414937-0.00987306j -0.00877445+0.00279617j -0.00673995+0.00393271j -0.00602397+0.00124899j -0.00588396-0.0170499j -0.00477576+0.00630422j 0.00508336-0.00954338j -0.0150705-0.00293804j 0.00124728-0.00931223j 0.00396053-0.00916388j -0.00896419-0.00387826j -0.013547-0.00504327j 0.00499362-0.0135901j 
-0.00884598-0.00298302j -0.00320142+0.00907263j 0.00498934-0.0151558j -0.0137631-0.00540435j 0.0133999+0.00355135j -0.00270375-0.012536j -0.00440756-0.00132321j -0.000834805-0.0036718j 0.00385425-0.000463602j -0.00253887+0.00317494j 0.00353592-0.00197598j -0.00813013-0.000343962j 0.0025303+0.00323882j -0.000448102+0.011151j -0.0081044+0.0031429j 0.00426924+0.00109924j -0.00187133+0.00674674j 0.0027829-0.00156028j 0.00231336+0.00774097j 0.00645785-0.00383264j 0.00204243-0.00459906j -0.0015849+0.00320203j 0.00260152-0.00656266j 0.00545343+0.00198578j 0.00353428-0.00805501j -0.000193852-0.00234614j 4.34856e-05-0.00324101j 0.00650916-0.00106971j 0.00438477+0.00398054j 0.00697454+0.00308712j -0.00121042-0.00116014j 0.000618013-0.00357873j 0.00370075+0.00189198j 0.00204088-0.000911116j -0.000897114+0.00150641j -0.00256422-0.00345109j 0.00759153-0.00413584j 0.00674471-0.00209105j -0.00204366-0.00291759j -0.00266932-0.00559022j -0.000428675-0.00378213j 0.00279288+0.00521221j -0.00448337-0.00202403j 0.00499755+0.00227952j 0.00539196+0.000810052j 0.00268255+0.00149971j 0.0035378-0.00285428j -0.00325396-0.000727083j -0.000715012+0.000609036j -0.00301678-0.00169331j 8.13539e-05+0.00712071j 0.00223721+0.000796111j -0.00156617-0.00109343j -0.00303614+0.00393951j 4.47364e-05+0.000399067j 0.00429031+0.00377785j 0.00614996-0.00578606j 0.00124362+0.00916111j -0.000116038+0.000685932j -0.00157628+0.00211949j -0.00121171-0.00165661j -0.00653093+0.00944797j 0.00607763+0.000417939j -0.00132608+0.0016854j -0.0127961-0.0021761j -0.00143086+0.00133897j -0.00243014+0.0075202j -0.00574376-0.00371695j -0.00252403-0.00285073j 0.000661108-0.000319052j -0.002613-0.00810232j -0.0123261+0.00305275j -0.000815044-0.0104091j -0.0138351-0.00458349j -0.00442779+0.0129801j 0.00877608-0.00682618j 0.00682949+0.0088312j 
0.00400818-0.00150386j -0.00178099-0.00385931j 0.00538463-0.000744818j 0.000149838-0.0053194j 0.000353653+0.00227817j 0.000127516-0.0020649j -0.001418-0.00174126j 0.00116759-0.00139777j 0.000162383+0.000936123j 3.02816e-05-0.00222826j 0.00382103+6.00114e-05j -0.0012635-0.00131543j -0.00177141+0.000637398j -0.00336664+0.00128932j -0.000527376-0.000344439j -0.00175375+0.00027517j -0.00200769+0.000580138j 0.000396099+0.00349596j -0.00114858-0.000859373j 0.00166914+0.00190545j -0.00133059-0.00237013j -0.00172394-0.000895731j 0.00115593+0.00196742j -0.000497606+0.000329224j 0.000962739+0.00113189j -4.58646e-05+0.000117924j 0.000694149-4.42196e-05j -0.000260941+0.000906153j -0.00081998+0.00106115j -0.00204421+0.00279402j 8.24508e-05-0.000726373j 0.00176476+0.00117088j -0.000530751+0.00191359j 0.000419764+0.000681558j -0.00151993-0.000463742j 0.000118557+0.000764582j -0.000107028+0.00194378j 0.00155962-0.00029256j 0.00187711-0.000400383j 0.000776258+0.00108344j -0.00106038-9.01214e-05j -0.000594028+0.00065747j 0.000156967-0.000698614j -0.000983644+0.00212749j -0.000900485+0.000712057j -0.000324822+0.000616112j 0.00154751-4.47664e-05j 0.00127974-0.000422049j -5.87415e-05-0.000199209j 0.000619648-2.9739e-05j -0.00100616-0.000898416j -0.00012178-0.000295249j -0.000976789-0.000349837j -0.00181824-0.000602348j 0.000121263-0.000705475j -0.00080724-0.00045501j 0.000703863+6.80498e-05j -0.000439885-0.00014323j 0.000480014-0.00143296j -0.000967117-0.000777854j 0.000238346-0.00117242j -0.000642316+0.000105992j 4.0878e-05+0.00131261j -2.08056e-05-0.0014649j -0.000938522-0.00243975j -0.000958727-0.000482103j -0.0018302-4.65457e-05j 0.0019624-0.00104296j 4.46558e-05+0.000823984j 0.000621849-0.0012205j -0.000865833-0.000641863j -0.00012787-0.000220882j 0.00148705+0.000502806j 0.00125295-0.00208313j -0.00192356-0.00123823j -0.00111859+0.00357407j -0.00351172-0.00112068j 
-0.00223885+0.000905139j 0.000845972+0.00214384j -0.00164974+0.0009018j 0.000945441+0.00178038j -0.000513598-3.79024e-05j 0.000488057+0.000308909j 0.000905621+0.00017911j -1.00779e-05+0.00108634j 0.000246346+4.60087e-05j 0.000851294+0.000163153j -0.000490059+0.00117776j -0.000192985-0.000152867j 0.000275456-0.000143032j -0.000162888-0.000304582j 1.75342e-05+0.000230357j 0.00034313-0.00055599j 0.000460495-0.000245646j -0.000636667-0.000892963j 0.000156807+0.000105814j -0.000533282+2.66714e-05j 0.000681936+0.000345742j 0.000731135-1.4897e-05j -0.000577104-0.000259318j 0.000466459-0.000170753j -1.40263e-05+0.000153783j -3.53104e-05-0.000236438j 8.15116e-05-9.23109e-05j 7.16074e-05-0.000214335j 0.000607058+8.74317e-05j 0.00067102-0.00118369j -0.000216129+0.000145394j -0.000590081-0.000248042j 0.000102781-0.000435468j -0.000299853+0.000231382j 0.000529192+6.05779e-05j -0.000160741-0.000129137j -2.54913e-05-0.000803159j -0.000598444+0.000341148j -0.000530861-0.000144064j -0.000581734-0.000291795j 0.000290118+0.000108966j 0.000292481-0.000388724j 0.000194681-4.22794e-05j -6.54844e-05-0.000553539j 0.000448057-0.000254598j -6.44369e-06-0.000293537j -0.000544597+0.000268605j -0.000599663+4.86187e-05j 2.28687e-05+0.000298293j -0.000486142+2.55511e-05j 0.000581396+0.000560544j 1.15243e-05+0.000153432j 0.00042259-2.7917e-05j 0.000768541+0.000120804j 0.000276844-6.11744e-05j 0.000128121+0.000387652j -0.000520302+2.10817e-05j 0.000283174-2.8334e-05j -5.6502e-05+0.000936594j 0.000295007+0.000441954j 0.0005125+0.000566215j -0.000171088-4.86205e-05j -0.000183199-0.000434764j 0.000264519+0.000893707j 0.000512089+0.0012771j 3.35145e-05-0.000301686j 0.0010592-0.000109809j -0.000867677+0.000742204j -7.06423e-05-0.00122929j -0.000629953+0.00155823j 0.00142521+0.000568609j 0.000304548+0.000303036j -0.00170322+0.000377879j 0.000243916+0.000204444j -8.47043e-05-0.000241172j -0.00020491-0.000630959j 0.000617488-0.000149574j 
0.00484187-0.00581359j -0.00573462-0.00435917j 0.00182053-0.00502617j -0.00479864-0.00285232j 0.00207443+0.00123278j -0.000835808-0.000309863j -0.00220912+0.00201853j -0.00115961-0.00286812j -5.75772e-06-2.31444e-05j -0.002742-0.00201394j 0.000432964-0.00413548j -0.000910651+0.000854836j 0.00101604+0.000887496j -0.000391837+0.00292616j -0.00116785-0.000172322j -0.000943142+0.00308707j 0.000210041+0.00114561j 0.00479152+0.00160574j -0.00239506+0.00195392j 0.0030723-0.00163952j -0.00429507+0.00139498j -0.00204588+0.00144071j 0.00277488-0.000464108j 0.000193863+0.000561496j 0.00100756-0.000626486j -6.33459e-05+0.000452576j 0.000480306-0.00168065j 0.00011102+0.000911954j -0.00019452+0.000152158j 0.00274894+0.0045439j -0.000796356+0.00015262j 0.00135622-0.00117855j 0.00218329+0.00128046j 0.00225149+6.04697e-05j 4.49217e-05+0.00099319j 0.00108478-0.000701832j 0.00235459+0.00112725j -0.000277807-0.00183313j -1.42279e-06-0.00300556j 0.00159093+3.29094e-05j 3.35642e-05+0.00168567j 0.000120951+0.000567734j -0.000574009-0.000210221j 0.00170405+0.00237148j 5.96144e-05+0.00162817j -0.000632497+0.00066854j 0.00118635-0.00197196j -0.000350657-0.00146933j 0.000313673-0.000711944j 0.000461085-0.00023735j -0.0014391+0.00170332j 0.000582557+9.08635e-05j -6.08098e-05+0.00199093j -0.00165335+0.00216318j -0.00170028-0.000512879j -0.000431976+0.000600181j -2.34791e-05-0.000651815j -0.000550451+0.000174232j -0.00109872-0.000795015j -0.00160399+0.00134389j -0.00115953+4.91211e-05j -0.000406572-3.90725e-06j 0.00123778+0.00070638j -0.00186285-0.000302364j -0.00273589-0.00105362j -0.00120429+0.000694535j -0.00135976+0.00113171j 0.00060789-0.00241103j 0.00126004+0.000488895j -0.00140093-0.00218019j -0.00275897+0.000368202j -0.000594808+0.00109489j 0.00129255-0.00161172j 0.000958525-0.000781046j -0.000600531-0.00109638j 0.001921-0.000647617j 0.000716612+0.00180025j 
0.00235171-0.0041665j -0.00423505-0.00221647j -0.00214618-0.000297338j -4.70417e-05+0.0018433j 0.00359959+0.00330102j 0.00288131-0.00280353j 0.000364206+0.00176524j -0.000876052+0.00067864j 0.000869899-0.00114454j -0.000601743-0.00104126j 0.0022932-0.0014359j 0.00253819+0.000265067j 0.000410132-0.00304864j -0.00101418+0.00240206j -0.00246159-0.00106388j 0.000341646+0.000220059j -0.000450488-0.000556547j 0.000574713+0.000547265j -0.000181368+0.00202261j 0.000553698-0.000557479j 0.000403492+0.000741587j -7.99724e-05+0.000503516j 0.000491556-0.00125602j 0.000466318-0.00214429j 0.000588126+0.000607304j 0.000761275+0.000639381j 0.000392866-0.000910243j 0.000672228+0.00185691j 0.000357978+0.000719628j 0.00299602-0.000150843j -0.000742215+0.000664065j -0.00119494-0.000343371j 0.00188662-0.00090543j 0.00152037-0.0012408j 0.000896622-0.0014658j -0.000711328-0.00220165j 0.00119108-0.00090987j -0.000762579+0.00185841j -0.000833065-0.00158401j -0.00100183-0.00143731j 0.000893401+7.09444e-05j -0.000407758-0.000202501j 0.00055638+0.000248324j -0.000452706+0.000327137j 0.000676712+0.000345081j -0.00193724+0.00074069j 0.000201399+1.86086e-06j -0.00157144-0.000669476j -0.000984039+0.000190345j 0.000219834-0.000656206j 0.000375715+0.0019642j 0.000714579+0.000603233j 0.00268598+0.00117399j -0.000695063+0.00123733j -0.00140134+0.000121741j 0.000910492+0.000952281j 0.000833032-0.000172735j -0.00057106+0.00113593j -0.000269326-6.91186e-05j -6.61341e-05+0.00217486j -0.000107122+0.000332205j -0.00181529-5.36566e-05j 0.00120784-0.000136019j -0.000840417+0.000535254j 0.000841655-0.00183434j -0.00135973+0.000715156j 0.000205003-0.000247651j 0.000334561+0.000678753j -0.00125213-0.000597756j 0.00123634-0.00048527j -0.00063925-0.00114592j 0.00120872+0.000301972j 0.00100797+0.00310234j 0.0010379-0.00160545j -0.00156695-0.000485839j 0.000179391-0.00273796j 0.00280282+0.000211808j 
0.00471555-0.00501963j -0.00534129-0.00406112j 0.00622065-0.00658968j -0.00541306-0.00770324j 0.00339939+0.00207339j -0.00222206-0.00104661j -0.00449916+0.000899999j 0.00125008-0.00473101j 0.000248464+0.000365299j -0.00316041-0.00333948j 0.000719321-0.00600393j -0.00265991+0.000797826j 0.00273862+0.00254479j -0.00208236+0.00452705j -0.000944093+0.000570433j -0.00162796+0.00329147j 0.000665784+0.00173186j 0.00608037+0.0015796j -0.0032779+0.00295854j 0.00453982-0.00235189j -0.00692736+0.000889195j -0.00218897+0.00156266j 0.0035848-0.000698878j 0.00188174+3.90084e-05j 0.00311147-0.000514959j -0.00176827+0.000424938j 0.00115004-0.00366052j 0.000748952-0.000228699j 0.00175298-0.000249167j 0.00522827+0.00506263j -0.0019266+0.000317274j 0.0016896-0.000670578j 0.00244466+0.00116123j 0.0025377+0.00133676j 0.00150904+0.00155057j 0.0010902+2.73347e-05j 0.00313986-0.000587639j -0.00113511-0.00284754j -0.000151096-0.00577061j 0.000796361+0.00123094j 1.25009e-05+0.00348119j 0.00183978-0.00130653j -0.000565031-0.00168424j 0.00153505+0.0031612j 0.00108368+0.00229638j -0.00122339-0.00022457j 0.00192864-0.00264978j -0.00177129-0.00189973j 0.00179064-0.000671206j -0.00166716+0.000354041j 0.000991432+0.00408592j 0.00176265-0.000835895j 0.000477704+0.0020526j -0.000221724+0.00331197j -0.00157764-0.00112572j -0.000187612+0.000147683j -0.0027593-0.00242424j 0.00193311-0.000651517j -0.000338734+0.00162862j -0.00199536+0.00203614j 0.000909561+0.00246556j 0.000192321+0.000667301j -0.000236542+0.000439055j -0.00188311+0.00252455j -0.00304449+0.00187251j -0.00280037-0.00221025j -0.000382196+7.64855e-05j -0.000413032-0.00141462j 0.00292382-0.0045413j -0.00533111+0.000143459j -0.00120075+0.00173936j -0.00114162+0.00381747j -0.00347693-0.00117013j 0.00865309-0.000827425j -0.00151846-0.00881398j -0.00559639+0.000497919j -0.000332838-0.00558039j 
-0.00507295-0.00489664j -0.00508713+0.00527777j -0.00155742+0.000482157j 0.0018697+0.00131967j 0.00896457+0.00420346j 0.00152496-0.0078504j 0.00203073-0.000462872j -0.000344646+0.00482993j 0.00487858-0.00363588j -0.000826784-0.00180413j 0.00712762-0.00413119j 0.00318248-0.0046051j -0.00594313-0.00258391j 0.000248846+0.00672519j -0.00239032+0.000108086j 0.000785242-0.000460203j -0.00505812+0.00347593j -0.00219308+0.000283702j 0.00583617-0.000271087j 0.000101321+8.07456e-05j 0.00236407-0.00277242j 0.000414313+7.51441e-05j -0.00212002-8.74468e-05j -0.00470914-0.0033506j 0.00345009-0.000274921j 0.000332568-0.000721767j -0.0024362+0.00209562j 0.00372483+0.000644508j 0.0017755+0.00248694j -0.000387179-0.00523302j 6.76593e-05+0.000505654j 0.00238804+0.00473468j -0.00254676-0.00259358j -0.000373933-0.00659416j -0.00300276-0.0046755j -0.00196515+0.00198836j -0.00275212-0.00249095j 0.00410361+0.00182917j -0.00139032+0.00329191j -0.000825973+0.00167537j -0.0019228-0.00208211j 0.00138534-0.0010428j 0.000135129-0.00193636j 0.00109515-0.000214022j 0.00144203-8.00654e-05j 0.00028672+0.00287391j -0.000680779-0.000231404j -0.000336316+0.00207749j -0.00252655+0.00197295j 0.000489844-0.00016839j 0.00320301-0.00272381j -7.49702e-05-0.00219454j 0.00312604-0.00553094j 0.000208647-0.000241482j -0.000452999+0.00153107j 0.00406834-0.00221472j -0.000614027-0.00108568j 0.00462247+0.000485259j 0.000506418+0.000602917j 0.00530791+0.00123758j 2.54942e-05-0.00255345j -0.000725551+0.00137163j -0.00155007-0.00258217j -0.000520519+0.000279144j 0.0021081-0.00171203j -0.00200977-0.000457364j 0.00208688-0.000842807j 0.00277062+0.00435163j 0.00152833+0.000333724j -0.00493297-0.00425762j -7.4814e-05+0.0034611j 0.000192938-0.0041053j 0.00439325-0.00175942j 0.00253626+0.00541047j 0.00559659-0.00281118j 0.000313233+0.00393018j -0.00387622+0.000316351j 
0.00493886-0.000625221j -0.000322351-0.00469969j 0.00261903-0.00511458j -0.0064882-0.00342577j -0.00446139-0.0022674j -0.00072884+0.00626344j -0.00457037+0.0017688j -4.2305e-05-0.00826276j -0.00510014+0.00328389j -0.00400065+0.00163041j -0.00961046-0.000922335j -0.00398739+0.00261872j 0.00450522+0.00277074j 0.0014435-0.00410932j 0.00300785+0.00235785j -0.000851343+0.00287667j 0.00347489-0.00303722j 0.00492691-0.00360438j -0.00467643+0.00287009j 0.00204217-0.00435929j -0.00311933+0.0063207j -0.000131987+0.00168689j 0.00178339-0.00230764j 0.00358632+0.000947661j -0.00196428-0.00160016j -0.000303603+0.000803097j 0.00061063-0.0038666j -0.0023844-0.000737782j -0.002235-0.00292117j 0.00487318+0.0022232j -0.000183107+0.00140107j -0.00208526-0.00399873j 0.00336345+0.000803003j 0.00248494+0.00549083j 0.00316716+0.00308662j 0.00132153-0.00184399j 0.00444807+0.00165258j -0.00387112-0.00158179j -0.00272417-0.00418186j 0.00182792+0.000775473j 0.00353159+0.00237196j -0.000526198-0.000304468j -0.000411473+0.00078487j 0.00214622+0.00176914j 0.000318005+0.00068487j -0.00133091-2.67911e-05j 0.000705952-0.00175217j -0.00223433-0.000189973j 0.0026174-0.00385859j -0.00173073+0.000999409j 0.00142226+0.00383711j 0.00122483-3.75929e-05j -0.00142099+0.00444146j 0.00191823+0.00149979j -0.000583933+0.00104979j -0.00354183+0.00225479j -0.00329707+0.00364921j -0.00457718-0.00110528j 0.000822452+0.000772786j -0.0022431+0.000436144j 0.00371377+0.00356389j -0.000191752-0.00123718j 0.000605099+0.00251742j 0.000853225+0.00300867j -0.00199477+0.00169665j -0.00194998-9.44373e-06j -0.00285237-0.000542653j 0.000303365-0.00531938j -0.00128627-0.00319618j 0.00187031+0.0083043j 0.000290004-0.00152717j 0.000615512+0.00886744j -0.0101388+0.00230004j 0.00302538-0.0076978j -0.00869075-0.00260862j -0.00549883-0.00120691j 0.00123956-0.00557201j 
0.00654374-0.00361338j -0.00349708-0.0061899j -0.00268874-0.00796411j -0.00829454+0.00138564j 0.0046277+0.00280785j 0.00368084-2.18121e-05j 0.00158974+0.0062431j -0.0012409+0.00203012j -0.00514092-0.00927235j 0.000358797-0.00834717j 0.00610434-0.0129933j 0.0129562+0.000124798j -0.00176741-0.00993439j 0.00722828+0.00233712j -0.00711015+0.00400185j -0.00483503-0.00265477j 0.000962349+0.00157697j 0.00978775+0.00124383j 0.00610242+0.00447651j 0.00112735+0.00539085j -0.00298286+0.00192566j -0.000649088+0.00775218j 0.0010026-0.00762608j -0.00356756-0.00611828j 0.00600426+0.00134553j 0.00574064-0.000921704j -0.00315415+0.00260055j 0.00319797+0.00295448j 0.00279715-0.00152152j 0.00432496-0.00125621j 0.00142051-0.00109972j -0.00126976+0.00458523j 0.00161244-0.00615596j 0.00186944-0.00666054j -0.000899437-0.00395698j 0.00083337-0.0030758j -0.00394555+0.000647227j 0.00307561+0.00323743j -0.00310372-0.000870003j -0.0027839+0.00428084j 0.00111399+4.15045e-05j -0.00280266-0.00115157j -0.00392088+0.000193075j 0.00201956+0.0051279j -0.00371214+0.00172918j -0.0070604+0.00208847j 0.0020288-0.00306195j -0.00242464-0.000645666j -0.00580146+0.000473858j -0.000389259-0.00071041j 0.00453245+0.00197267j 0.00115965-0.00211679j 0.00974577-0.00482136j -0.00149121-0.00426162j -0.00355146+0.00500379j 0.001936-0.000552809j -0.00782918+0.000445001j -0.000106731-0.00486114j 0.00205436-0.000774902j 0.00644539+0.0105712j 0.0023684+0.00581144j 0.000877084+0.000473574j 0.00137458+0.000152296j -0.00458912+0.00663872j 0.000903953-0.00260293j -0.00359286+0.00345141j 0.00693589-0.0035444j 0.00779118+0.00580641j -0.000785544-0.000677517j -0.00973735+0.00432934j 0.00545209+0.00188428j -0.00722876-0.00421223j 0.00151082-0.00986043j 0.00086717-0.0038231j -0.00401319-0.00157008j -0.00629605+0.00456012j -0.00446978-0.00633566j 
