-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
-0.000819929+1.433e-15j 0.00647545+6.52046e-16j -0.00943787+4.49865e-16j 0.0189439-9.23247e-17j 0.00925845-1.95338e-16j 0.00115677+4.65641e-16j 0.00378155-8.75455e-17j -0.00261522+6.12855e-16j -0.00146772+6.47919e-16j -0.0069515+2.31009e-16j -0.00863623+5.50118e-16j -0.00515553-2.7296e-17j -0.00507026+4.447e-16j 0.00557292-1.03326e-15j -0.000432291+2.6565e-16j -0.00178495-1.12234e-16j -0.00390836+4.64921e-16j 0.00517592-2.22153e-16j -0.00110883-5.06993e-16j -0.00980048+5.54603e-16j -0.00134643+9.14887e-17j 0.00561455+2.31011e-15j 0.00825447+2.0579e-16j -0.00153964-9.97916e-17j 0.00546907-1.84945e-16j 0.00425079+3.53351e-16j 0.00293295-2.05562e-16j -0.00592883-1.60351e-16j 0.00690973-3.38253e-15j -0.00716599+4.73854e-14j 0.00494471+2.82012e-14j -0.00535483+1.42664e-15j 0.0071333-4.21566e-15j -0.00451937-1.31276e-16j 0.0072969-2.46204e-16j 0.00324312+3.13173e-16j -0.00163359+4.93062e-16j 0.00851904-1.51592e-16j -0.000443202+2.67702e-16j -0.0103304+5.47964e-16j -0.00356629-5.27482e-16j -0.00417334-1.41985e-16j 0.00271581+1.04434e-14j -0.00251117+5.55385e-16j 0.00239064-6.13547e-17j 0.000138831+2.84128e-17j 0.0067653-6.27265e-17j -0.00243402+5.06204e-16j 0.0117286+1.76118e-15j -0.00279362+1.06131e-16j 0.00144574+5.19743e-16j 0.001998-3.74124e-16j 0.00138227+3.54078e-16j 0.0044452-5.52778e-16j -0.00581815+1.27887e-16j -0.00417811+5.70022e-16j -0.00721387+8.30435e-16j 0.000404057+1.91747e-16j -0.00331448+1.94613e-16j -0.00142+1.20059e-16j -0.0169122-3.66801e-16j -0.000442397-6.36708e-16j -0.00335937+4.57105e-17j -0.0146384+1.44929e-16j 0.0062729-1.72497e-16j 0.00756995+5.51368e-17j -0.0068813+3.88089e-16j -0.00581567-4.36158e-16j 0.00769639+1.52532e-16j 0.015353-1.62988e-16j 0.0154842+3.34413e-15j 0.0119659-1.13539e-14j 
-0.00794375-5.54971e-15j -0.000698269-2.82818e-15j 0.00470797-8.32579e-17j 0.0154904+1.98477e-16j -0.00983382-1.48293e-16j 0.00336834+6.43119e-17j 0.00153976+1.77258e-17j -0.00567309+1.53919e-15j 0.0102227+1.49058e-15j -0.00429602-7.51569e-16j -0.00139982+1.50651e-16j 0.00419043-2.60301e-16j -0.00184854-3.34281e-17j -0.00693701+8.02243e-16j 0.00620191-3.22345e-16j 0.000944602-3.25392e-16j 0.00109301-2.73905e-16j 0.000941793+4.24538e-17j -0.00113271-2.14044e-16j 0.00228811-2.15327e-16j -0.00104671+4.25323e-17j 0.00681705+2.41824e-15j 0.00785754+4.98697e-16j 0.00201225-2.55251e-16j -0.00107653-7.92397e-17j 0.00334416+2.47809e-16j -0.00377235+2.98849e-17j 0.00187292+4.16958e-17j -0.000842291-1.44607e-15j -0.00362066+2.21109e-14j -0.00283643-1.90128e-14j -0.00615324-9.02587e-16j 0.00458295-2.91131e-15j 0.00797992-5.66466e-18j -0.0141186-4.52414e-17j 0.00380038-6.13921e-18j 0.00800205-2.48349e-16j 0.0117478-1.97693e-16j 0.000722808+3.68665e-16j 0.00344657-1.9897e-16j 0.00110153-1.78865e-17j 0.00900433+7.75563e-17j -0.000487731-2.07838e-15j -0.00590185+7.00506e-17j -0.00986441+6.53139e-17j -0.00202781+5.00671e-16j -0.0069414+1.08693e-16j 0.00345174-4.39045e-16j -0.00682805-1.02517e-15j 0.00315262-1.65347e-16j 0.000551541+4.20498e-16j -0.00360187+2.53726e-17j 0.00308468-4.39606e-16j 0.00115092+3.59874e-16j -0.00472147+3.85864e-16j 0.00891003-3.35836e-16j -0.00125959-3.85678e-16j 0.00272787-2.79129e-16j 0.00663995-8.27027e-17j -0.00141529-2.78955e-16j -0.00561099-1.36827e-16j 0.00293172+4.91427e-17j -0.00677711-6.68376e-17j 0.0111195+4.89371e-17j 0.00581906+2.64828e-16j 0.00849961+4.35342e-18j 0.00248294+1.34026e-16j -0.00796687+1.60575e-17j 0.00797324-4.98003e-17j -0.00399449+1.51513e-16j 0.0110149-7.74039e-15j -0.0108357+2.31353e-14j 
-0.000646319+1.81325e-16j 0.00282411+3.46608e-16j 9.89986e-05+3.84325e-16j 0.00103367-1.82669e-16j -0.00439322-7.5419e-16j -0.00420145-5.9996e-16j 0.0115142+1.45216e-15j -0.00124979+2.14064e-16j -0.00437916-6.98034e-16j 4.32435e-05+5.52413e-16j -0.00104515+8.59054e-17j 0.00105642+5.65152e-17j 0.00166636+1.47351e-16j -0.0005707-7.79279e-17j 0.00233785+1.82489e-16j 0.00555046+6.55211e-16j -0.0023623-3.36301e-17j 0.00430292+5.16362e-16j -0.00104477-1.30119e-16j 0.00195787+8.08599e-16j -0.00238407-1.5151e-16j -0.00151615-3.88928e-16j 0.00147583-4.76514e-17j -0.00286093-2.40423e-16j 0.00381756+2.60739e-16j -0.00228525-2.06562e-16j -0.000984795-3.84495e-16j 0.000966814+3.62449e-16j 0.00101505-1.24146e-18j 0.000590425-3.06211e-15j 0.00239185+1.26905e-14j -0.00609854+1.35105e-16j 0.00457762-2.64504e-15j 0.00566424+6.18702e-16j -0.0174056-2.15858e-15j -0.00307055-1.86444e-16j 0.0177502+2.78503e-15j 0.00552941+2.08468e-16j 6.86182e-05-1.61205e-16j 0.00413246+8.00533e-16j -0.00657404-1.51346e-16j 0.00231486-8.91957e-17j 9.42267e-06-6.00876e-16j 0.00382583+3.94831e-17j -0.00910328-1.03159e-15j 0.00325058+6.7248e-16j -0.00992999-1.29145e-15j 0.0100201+1.63593e-15j -0.00905375-3.33269e-15j 0.00318232+8.08894e-16j 0.00634847+1.19822e-15j 0.00481495-4.95481e-16j -0.00652776-9.93924e-16j -0.0064969+1.17864e-16j -0.00178421-2.79094e-17j 0.00674445+8.56146e-16j -0.00357754-4.69861e-16j -0.00455852-1.39831e-16j 0.00885335+1.0849e-15j 0.0039926+1.35593e-16j 0.00560473+1.65408e-15j 0.00103973+2.31034e-16j -0.00421917-4.77779e-16j 0.0139869+2.56945e-15j -0.00201989-2.96483e-16j 0.0116052+1.32155e-15j 0.0030288+6.84475e-16j -0.00646421-8.51941e-16j 0.00064978-1.14516e-16j -0.00758935-1.76622e-15j 0.00305419-4.79323e-15j -0.00827563+1.28944e-14j 
-0.00594801-4.131e-15j 0.000828824-1.96166e-15j -0.0023397-1.63148e-16j -0.00184512-2.55843e-16j 0.0135529+1.061e-15j 0.00630235+6.76259e-16j -0.000458508-1.7633e-16j -0.00893609+1.50469e-15j -0.00450823-1.04051e-15j 0.00318045+8.32033e-16j 0.00489746+1.25959e-16j 0.000651681+8.23386e-17j 0.00240247+2.03009e-16j 0.00121494+4.38447e-17j 0.00185066+1.46492e-16j -0.00334424-4.66222e-16j -0.00459526+2.03741e-16j 0.00354707+1.89831e-16j 0.00183272+2.21291e-16j -0.0026855+1.68038e-16j -0.000925644+5.10552e-17j -0.00634134-2.12665e-15j -0.00214014-6.46154e-16j -0.000806673-9.91081e-17j -3.43218e-06+8.97365e-17j 0.000686625+1.30698e-16j -0.00163836-2.46088e-16j -0.0041609-4.36186e-16j 0.00231981+3.52658e-16j 0.000876633-4.2279e-15j 0.0035691+2.1804e-14j 0.000212819+1.1053e-15j 0.00787959-4.0096e-15j -0.00388013-7.04783e-16j 0.00859082+9.84167e-16j 0.0173526+1.3196e-15j -0.00318906-1.51637e-16j 0.0196847+9.38511e-16j -0.00283154+1.07093e-16j 0.00497709+7.09731e-16j 0.00406975+1.72944e-16j 0.00104617-3.49321e-16j 0.000373747+1.09025e-15j 0.00486726+3.52736e-16j -0.0148537-9.67338e-16j -0.0027565+5.17871e-16j -0.00230603-7.62456e-17j -0.000392481+1.47297e-16j 0.0127702+2.8585e-15j -0.00491097-1.06391e-15j 0.0109176+2.91641e-15j 0.0035906-6.13597e-16j -0.00151685-3.82814e-16j 0.000699184+2.80652e-16j -0.00418054-4.6897e-16j -0.00332521+3.82703e-16j -0.014999+3.28048e-16j 0.00228373+4.88075e-16j 0.000296884-3.64728e-16j 0.000495725-3.39749e-17j -0.0154879-1.31394e-15j 0.0148366+1.67978e-15j 0.00196821+6.40131e-16j -0.000932878+2.8653e-16j 0.00167355-1.38847e-17j 0.00592123+3.91243e-16j -0.00572504+1.73994e-16j 0.00590469+4.33387e-16j 0.0266738+2.64597e-15j 0.0133052+1.45738e-15j 0.00884517+4.84531e-15j 0.0116992-1.29362e-14j 
0.00298092+2.49494e-15j 0.000799686+1.32043e-15j -0.00361407-7.18597e-17j 0.0014476-2.725e-16j 0.000533573+1.39076e-17j -0.00414522-3.97692e-16j 0.0025009-9.19571e-18j -0.00315503+6.96649e-16j -0.00731863-8.99131e-16j -0.00326182+1.29648e-16j -0.00102566+9.2541e-17j 0.00171629+2.41994e-16j 0.000869865+3.12514e-17j 0.000129046+3.08107e-18j 0.00242409-1.0217e-16j 0.00234167-6.32654e-17j 0.0029412+3.95861e-17j 0.00232615+8.29451e-17j -0.0031391-2.17868e-16j -0.00341189-8.16553e-17j -0.00140236-1.4158e-16j -0.00301183-8.51457e-16j 0.00255853-1.67622e-16j -0.00148032-4.07197e-16j 0.00701445+2.54792e-16j -0.00218281-2.89597e-16j 0.000555843-9.74987e-17j -0.00364819-3.43462e-16j 0.00246439+2.12327e-16j 0.000455472-1.70932e-15j 0.00315012+1.81364e-14j -0.00374129+9.8725e-16j 0.000139769-3.48006e-16j -0.0041396-5.52666e-16j -0.000904279+3.29866e-16j 0.00326447-1.8394e-16j -0.0114337-8.32689e-16j 0.00421116-1.76321e-16j -0.0026532-2.85108e-16j -0.00669652-3.36825e-16j 0.00798856+6.94568e-16j 0.00628542+3.82644e-16j 0.00907652+3.61306e-14j 0.000404437-1.9388e-16j -0.00127441+6.94865e-17j 0.0027709-2.02777e-17j 0.00274764+1.4037e-16j -0.0133743-8.4172e-16j 0.00887142+1.89782e-15j -0.00170785+3.49529e-16j -0.00836846-2.45441e-15j 0.00296399+1.22181e-15j -0.00536608-9.15977e-17j 0.00415941-3.27315e-16j -0.00234033-2.24842e-16j -0.00697243-9.04746e-17j -0.00260138+4.05963e-16j 0.00627786+8.34603e-17j -0.00169292-2.02573e-16j -0.00157664-1.74608e-17j -0.00893021-5.77165e-16j 0.00461926+3.34529e-16j 0.00651487+3.33068e-16j 0.00150408-3.41456e-16j -0.00290691-2.66925e-16j 0.0034823-1.76488e-16j 0.000585864-2.51895e-16j -0.00313+1.49037e-16j 0.00541925-1.99344e-17j 0.0061611+4.3792e-16j -0.000764461+3.21091e-15j 0.0060363-9.4273e-15j 
0.00853789+7.75767e-15j 0.00555533+4.00841e-15j 0.0033067+1.34868e-16j -0.00557818+2.60012e-17j -0.0120876-4.05602e-17j 0.00264947+4.23671e-16j -0.000790208+3.51867e-17j 0.00438546-1.00573e-15j 0.0133384+1.63456e-15j -0.000138377-8.63434e-16j -0.00410806+4.39738e-16j 0.00578312-7.01516e-17j 0.00547066-1.25386e-16j -0.00122879+4.98227e-16j -0.00478211+3.54382e-16j -0.00299934+2.03433e-16j -0.00422336-2.10038e-16j -0.00492136+1.93445e-16j -0.00434087-2.17918e-17j 0.00660062-3.26082e-17j -0.000317554-8.17984e-17j 0.00124093+3.3046e-16j -0.00151819+1.8081e-16j -0.00237226+5.59529e-16j -0.00262551+1.43693e-16j -0.00263745+8.85728e-17j 0.00316739+2.40495e-16j 0.00567173+3.991e-16j 0.000587464+2.42994e-15j 0.00619938-3.81087e-14j -0.0042075-2.5472e-14j -0.000100103-1.37307e-15j -0.00381731+2.24391e-15j 0.00024992+6.74693e-17j -0.0108296+1.76258e-16j -0.00314001+6.34174e-16j 0.00498163-4.4456e-16j -0.00806087-2.14285e-16j 0.0133783-1.71176e-18j 0.00937149-2.30465e-16j -0.0244353+1.11558e-15j 0.0105736-3.93271e-16j -0.00277064-1.13502e-14j 0.0148008-6.72215e-16j -0.00619992-7.00103e-16j 0.0157326+1.26773e-15j -0.00686259+6.54316e-16j 0.00624344-7.58618e-16j -0.00380702-6.05693e-16j -0.00566928+3.20623e-17j 0.0116009-4.52862e-16j 0.0238194-1.53901e-16j -0.0175438-7.34426e-16j -0.0134177+1.45604e-15j 0.0040869+3.77654e-17j 0.00480378-2.25261e-16j 0.000156375+1.92591e-16j -0.0266145+6.79056e-16j -0.00198832-1.04459e-15j 0.00473439-1.98316e-16j 0.0216481+5.18759e-16j -0.0112771-1.07199e-17j -0.00430784+8.53952e-17j -0.0018221+5.52481e-16j -0.00350074-1.61529e-16j 0.000567273-1.34007e-16j -0.000527648+6.47259e-16j 0.00986356-1.18899e-16j -0.019148-1.34681e-16j -0.0051283-2.97788e-16j -0.00984581+4.40786e-15j 0.00545441-1.38988e-14j 
0.00436758+1.39503e-15j -0.00441871+9.82055e-16j 0.00446102-1.04347e-17j -0.0109977-4.45269e-17j -0.00634276+5.20923e-17j 0.00628916+3.81877e-17j -0.00259536+2.05098e-16j 0.00241333-7.33382e-16j -0.000264908-8.89566e-17j 0.0045829-4.1156e-17j 0.00507683-4.14652e-16j -0.00044203+3.12232e-16j 0.00270501-1.08617e-16j -0.00388927+4.74574e-16j -3.09012e-05-5.0766e-17j 0.000423007+1.43857e-16j 0.00402909-4.8964e-16j 0.000299141+1.01754e-16j 0.00345996+3.92078e-16j 0.0042732+2.86959e-17j 0.00103785-1.4837e-16j -0.00602705-2.07734e-15j -0.00420324-2.48602e-16j 0.0008232+1.38089e-16j -0.00666947+2.56022e-16j 0.00176752-3.8979e-16j -0.00215558+7.90358e-17j 0.00207259-2.44744e-17j -0.0070166+3.00101e-15j 0.00627359-4.18533e-14j -0.00386989-2.21693e-14j 0.00372592-1.23754e-15j -0.00739133+4.53263e-15j -0.00324319+2.26963e-16j 0.000842489-3.33544e-16j 0.0134079-6.92706e-16j -0.00532844+5.44533e-16j -0.0114829+3.62416e-16j -0.00638838-6.12272e-17j 0.00445349+3.05975e-16j 0.0154269-8.35665e-16j -0.0109557+7.6157e-16j -0.00212753-8.45821e-15j 0.0024075+2.95669e-16j 0.00197498-2.68054e-16j -0.00414507-2.49528e-16j 0.00548949-4.18353e-16j 0.000622887+5.3024e-16j -0.00580098-9.13728e-16j 0.00214944-4.08807e-16j 0.00221028+1.78955e-15j -0.00779541+6.43572e-19j 0.00418165+3.48894e-19j 0.014744-2.53512e-15j 0.0035261-8.79164e-16j -0.0116099+1.11792e-15j 0.00105995+1.32772e-16j 0.0171394-7.12598e-16j -0.00627016+1.15967e-15j -0.00192274+9.37514e-16j 0.00390382+5.48473e-16j 0.0219178+8.02766e-16j 0.0200084-1.22077e-16j 0.020172+1.05839e-16j -0.0111199-2.32316e-16j -0.0113984+1.5655e-16j 0.0213477-2.97212e-16j 0.00462773+2.41369e-16j 0.0097918-1.71494e-16j -0.00620734-4.77798e-17j -0.0243862+2.52923e-15j -0.00393143-6.59927e-15j 
-0.0069903-4.82053e-15j 0.000463491-2.15285e-15j 0.000176044+8.46932e-17j 0.00716967+1.00947e-16j -0.000589512+1.4757e-16j 0.0021931+7.21396e-17j 0.00557265+8.65184e-18j -0.00758098+1.9704e-15j 0.00120673+4.0812e-16j -0.000556527-1.38045e-16j -0.000346466+1.5408e-16j 0.0037612-4.33205e-17j 0.00359511-2.08248e-16j -0.00300346+5.97619e-16j 0.00519542-2.16622e-16j -0.00105989-4.42235e-16j -0.00255306-8.55169e-17j 0.00467671-2.49144e-17j -0.00167129-7.57124e-17j 0.00193183+1.61774e-16j -0.00172696-1.97585e-16j -0.00299023-2.5614e-16j 0.00343158-8.02088e-17j -0.00187107+9.15835e-17j -0.000498643+1.20161e-16j 0.00181832-2.80182e-18j -0.00469406-1.40309e-16j -0.0018026-1.21749e-16j 0.00128072-1.26996e-15j -0.00295757+1.87428e-14j 0.000359875+1.53136e-15j -0.00234317+7.68164e-17j 0.00777336-4.9587e-15j 0.00206073-3.88524e-16j 0.00196609+1.22803e-16j 0.00423302-1.0077e-16j 0.00672963+2.06561e-16j 0.0117202-3.24495e-16j 0.00553551+6.86178e-16j -0.0055417+6.83435e-17j 0.00738016+6.77554e-17j 0.00366646+1.84512e-16j 0.00864498+3.41299e-14j -0.000149581+9.11117e-17j 0.00118663+9.73332e-17j 0.0059408+4.81535e-16j -0.00411067-1.95932e-16j -0.00509446-2.43784e-17j 0.00212525-2.84219e-16j -0.00220718-3.26446e-16j -0.00575433-6.82493e-16j -0.00433513+5.80559e-16j -0.00767544-1.25614e-15j -0.00397008+7.01406e-16j -0.0127541+3.26272e-16j 0.00241682+7.64331e-16j -0.0121528+1.26711e-16j 0.000991249-1.50971e-16j 0.00395804-3.96466e-16j -0.00076273-2.83642e-16j -0.00506501+4.41505e-17j -0.0101937-9.90016e-16j -0.00483105-3.12217e-16j 0.00894497+2.5804e-16j 0.00267954+5.82326e-17j 0.0178751+3.2174e-16j 0.00374329-8.35866e-17j -0.0123815-2.52909e-16j 0.00756704-4.13419e-16j -0.00224534-1.1005e-16j 0.0134851-5.97119e-15j -0.00732111+1.86613e-14j 
-0.00422202-3.60069e-15j -0.000624855-1.20169e-15j 0.00375817+1.87516e-16j 0.000126086+3.15673e-16j 0.00517997+2.587e-17j 0.0113554+9.0065e-17j -0.00433618+1.14226e-16j 0.00228985-2.9987e-16j 0.00638722+7.75138e-16j 0.00327631-8.06968e-16j 0.00460496-1.54108e-16j -0.00530539+6.16322e-16j -0.000396599+1.86507e-17j 0.000741279-3.02632e-16j -0.00111564+2.70935e-16j -0.0082652+2.49213e-17j -0.00304603-9.5774e-17j -0.000153397-4.39218e-16j 0.00570183-4.60592e-17j 0.00253975-4.6481e-17j -0.00125903-6.08768e-16j 0.00246831+9.58877e-16j 0.00132179+4.12387e-16j 0.000138718+4.76428e-16j -0.00931763+4.70609e-16j 0.00612067-2.54148e-16j -0.000916114-1.22813e-17j 0.00128943+1.844e-16j -0.00158175-6.55673e-16j -0.00145681+7.66059e-15j -0.0047435-2.80029e-14j 0.00136405-1.35621e-15j -0.00280064+1.62009e-15j -0.00102187+5.01854e-16j 0.0061549+4.75068e-16j 0.0109468-1.78083e-16j 0.0037192+1.29723e-16j -0.00871822-4.85937e-16j 0.0110359+1.08418e-15j -0.00075116+1.77108e-16j 0.0115816+2.99056e-16j -0.00245671+5.94639e-16j 0.000746199+2.05957e-15j 0.00364139+2.21997e-18j 0.00709445-5.81249e-16j 0.0128961+1.12627e-15j 0.00264239+5.17827e-16j -0.00184702-3.68891e-16j -0.00889126-2.67644e-15j -0.0070601-1.71175e-15j 0.00404133+1.76778e-15j -0.00329366-5.62779e-16j -0.0095462-1.31989e-15j 0.00265817-7.82935e-16j -0.00625818-2.55624e-16j -0.00162642+2.4596e-15j -0.0126223+2.54649e-16j -0.000891967+1.35634e-16j -0.0121234-5.10423e-16j -0.00103459+1.98029e-16j 0.00745377+3.60098e-16j -0.0046857-1.42271e-15j 0.00130007-9.41756e-16j 0.019259+8.53822e-16j -0.00396706+2.01869e-16j 0.00384563+1.57025e-16j 0.0227634+4.48008e-16j -0.00830461-1.12612e-15j -0.00102833-1.24547e-15j -0.00856678-5.33313e-16j -0.00471063-2.95099e-15j -0.00879024+1.07374e-14j 
-0.00133418-3.08413e-16j 0.00280287-4.20853e-17j 0.0028284+2.78243e-16j 0.000453537-5.22208e-17j -0.00291481+3.02292e-16j -0.00389979+7.93158e-16j 7.75609e-05-1.65212e-16j 0.0052651-1.19633e-15j -0.00039204+1.07748e-15j -0.00417209-8.59632e-19j 0.00215705+2.01433e-16j 0.00316379-3.3335e-16j -0.00215451+2.4574e-16j -0.00199281+4.14282e-16j -0.00259508+2.08273e-16j 0.00161331-7.87677e-16j 0.00103121-4.2903e-16j -0.00263137-1.05653e-16j 0.000202601+1.40988e-16j -0.00196563+4.34444e-16j -0.00489737-8.40949e-17j 0.00321861+9.34965e-16j 0.000328845+5.01465e-16j 0.000567119-3.4089e-16j 0.00293655-8.75544e-16j -0.0037659+3.55641e-16j 0.000386555-1.87351e-16j 0.00211896+1.58407e-16j -0.000982505-2.23277e-15j -0.00473198+2.87285e-14j 0.00109475+6.40835e-15j 0.000702401+4.66763e-16j -0.00389102+1.70059e-15j 0.00583143-4.77241e-16j 0.000410589+6.74692e-16j -0.000601551+7.53815e-16j -0.00335579+5.87985e-16j -0.0130039-1.70943e-16j 0.00522039+8.25752e-16j 0.00175836-3.52978e-16j 0.0035562+1.10062e-15j 0.00641041-6.03952e-16j -0.0116523-4.55695e-14j -0.00273691+6.60364e-16j -0.00229118+2.91709e-16j 0.00689061+1.49868e-15j 0.00882991+6.80324e-17j -0.00596776-5.31629e-17j -0.01103-2.12482e-15j -0.00787575-5.8791e-16j 0.00355077+8.88333e-16j -0.00156685-8.22507e-16j 0.000694856-8.5251e-16j 0.000652235-4.94166e-16j 0.00869452-1.82733e-15j 0.011451-1.2427e-15j 0.000282373-1.74955e-15j 0.00128838-3.56665e-16j -0.009953-2.93629e-16j -0.00491752+5.801e-16j 0.0026456+1.03738e-15j -0.00843777-1.29064e-15j -0.00816318+5.05759e-16j 0.00647209+1.07971e-15j 0.0023661-6.94665e-16j -0.00674847+1.0458e-15j 0.00767623+1.4252e-15j -0.0104882-4.26132e-16j -0.0170677-1.93596e-16j -0.00565101-1.08597e-15j 0.00165428-4.85816e-15j -0.00782377+1.26881e-14j 
-0.00270459-1.89974e-17j -0.000230722-9.76854e-16j 0.00104923-1.58432e-15j 0.000435654-1.69169e-16j 0.00173305-9.15859e-16j 0.00337412-5.0199e-15j 0.000147331+2.02842e-15j -0.00196754+2.53766e-15j -0.00383475+2.44757e-15j 0.00218566-1.66293e-15j 0.00345774-4.11883e-15j -0.000628303-1.23053e-16j 0.000336652-7.71295e-16j -0.00272765+3.21602e-15j -0.00041836+1.47909e-15j -0.000663534+2.0647e-15j 0.000722888-1.07662e-15j 0.00373702-2.86103e-15j 0.00368279-3.45471e-15j -0.00219878+3.30272e-15j -0.000548406+3.00362e-16j -0.00495587+4.89359e-15j -0.00138699+2.06615e-15j 0.000794704-1.18165e-15j -0.00387161+5.09567e-15j 0.00251912-2.10033e-15j -0.000928942+3.43573e-16j -0.00198057+2.34145e-15j 0.0022043-3.71028e-15j -0.00100854+8.1111e-15j -0.00171939-7.95693e-15j 8.14089e-05-1.31007e-15j 0.00164525-2.62383e-15j 0.00500914-7.49229e-15j -0.00432801+7.2115e-15j 0.00152641-3.51749e-15j 0.00275146-1.9046e-15j 6.1288e-05+8.00829e-16j -0.000258284-1.59592e-15j -0.00031646-9.69822e-16j 0.00713312-5.80924e-15j 0.00429435-6.34348e-15j -0.00323087-9.38725e-15j -0.0049349+4.86132e-15j -0.00396711+5.40868e-15j 0.00267312-2.56756e-15j 0.000894747-7.99891e-16j 0.000338963+4.92475e-16j -0.00830621+7.51484e-15j -2.63487e-05+5.68167e-16j 0.00271004-2.54615e-15j -0.00313294+1.87071e-15j 0.00179788-1.34325e-15j 0.00454509-5.63645e-15j 0.000732407-2.03862e-15j 0.0041068-4.99373e-15j -0.00287936+1.81962e-15j 0.00229698-2.74253e-15j -0.00456624+4.97204e-15j -0.000265873+1.3766e-15j -0.00248459+2.58902e-15j 0.00498332-6.45658e-15j -0.00467221+3.82986e-15j 0.0106415-1.26963e-14j 0.00142171-1.08977e-15j 1.7983e-05+1.22535e-15j 0.00779545-9.69515e-15j -0.00724297+6.06889e-15j 0.00146003-1.95214e-15j -0.00289517+3.21063e-15j 0.00237645-4.09995e-15j -0.00616301+1.70861e-14j 
