0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
0.00110532+8.18139e-16j -0.00102136+1.73264e-16j -0.000453109-1.31734e-16j 0.000727695+7.96868e-17j -0.00270447-2.46577e-16j 0.000766397+3.78245e-16j -0.00174985-2.29426e-16j -0.00686674-3.85126e-16j 0.000105189+7.09833e-17j 0.000721783+2.69249e-16j 0.0019893+2.3781e-16j 0.000332493+1.51705e-16j 0.00186837+2.9637e-16j 0.00773433+3.78025e-16j -0.00225452+9.74929e-16j 0.00100585-5.10898e-16j 0.0036401-4.21411e-16j 0.00680313-5.22988e-15j 0.00211187-8.80587e-16j 0.00239007+5.12895e-16j -7.64416e-05-7.97519e-18j -0.00615157-8.70583e-16j -0.00497821+5.26913e-17j 0.00415349+1.99192e-16j -0.00634245+1.89418e-16j -0.0033472-1.07323e-15j 0.00265838+5.5741e-16j 0.00155279+1.81236e-16j 0.00826102-3.14575e-15j -0.00570126-6.24742e-16j -0.00200525+1.13924e-15j 0.000864165+1.06168e-15j -0.00456078-4.63605e-16j -0.00184187+1.93578e-17j 0.00181612+5.51696e-17j 0.00187388+8.34036e-16j 0.000705131-8.77458e-16j -0.00480815-3.06781e-15j 0.000991303-2.36616e-15j 0.00402022+2.57438e-15j 0.0117516+2.11369e-15j -0.00106378-7.6775e-15j 0.000281368+5.01458e-17j 0.00456994+9.56748e-17j 0.00446094-3.94756e-16j 0.00552458+1.26071e-15j 0.0034823-9.15246e-17j -0.00122015-1.79897e-16j 0.00256816+1.74122e-16j -0.000260108-6.68449e-16j 0.00418908+6.38207e-16j -0.0015226+1.63765e-16j -0.00494756+2.05128e-16j -0.00231911-8.60382e-17j 0.000759186-3.5652e-16j -0.00189245+5.16492e-17j 
-0.00449227-1.99277e-15j 0.00252145-9.49489e-16j 0.000121884-1.94118e-16j -0.000893738+2.53592e-16j 0.000467748+4.07076e-16j -0.000305815-4.83232e-16j 0.00592679-7.64671e-16j 0.000816394-7.79654e-17j 0.000888327-4.29075e-16j -0.00262126-2.87966e-16j 0.00179086-2.84741e-17j 0.00517532-1.79894e-16j 0.00210047-5.4741e-16j 0.00131379-6.98373e-16j -0.00447542+2.8342e-16j -0.00489384+6.47648e-16j 0.00363478-1.107e-15j 0.000972993-1.31895e-15j -0.00086207+1.33001e-16j -0.00619374+9.77302e-16j -0.000241467+4.4427e-16j 0.00247277-3.66146e-16j -0.00178844+6.06372e-17j 0.0063529+6.56697e-16j -0.000101877+6.10396e-16j 0.00554832+6.10062e-16j 0.004192-3.94384e-16j 0.000454627-1.70049e-17j -1.37933e-05-2.04866e-16j -0.00279215+6.63215e-16j -0.00284028+1.76279e-15j -0.0043625+9.68229e-16j 0.000639781+7.18983e-16j -0.00362961+8.26081e-16j 0.000323704+7.79204e-16j -0.00253733-7.17402e-16j 0.00234286-3.514e-16j 0.00168755+1.12779e-16j -0.00246939-1.16199e-16j 0.00346446+1.6295e-15j 0.000483446-6.59708e-16j 0.000341151+8.99726e-17j 0.00131185-1.69866e-16j -0.00361448-4.07655e-17j 0.00296828-5.6274e-16j -0.00725323+3.41912e-16j -0.000866411+2.43993e-16j 0.0040626+2.30362e-16j 0.00126524-5.6923e-16j -0.000968573-1.36991e-16j -0.00435919-1.41304e-16j 0.00312225+1.0718e-16j -0.00274051-1.33604e-16j 0.00327818-4.16282e-16j -0.00281681+5.24289e-16j 0.00525599-9.85509e-16j 
0.00224501+1.70088e-15j 0.004356+1.85316e-17j 0.00180668-3.68301e-16j 0.00116532+9.05798e-18j -0.00859628+8.39218e-16j -0.00234806+7.46386e-17j -0.00173495+2.42156e-16j -0.00810512+4.11793e-16j 0.00178507-1.31478e-16j 0.00046838-2.15796e-17j -0.0073251+9.64203e-16j -0.00594784+2.37612e-16j 0.00675965-4.81772e-16j 0.00691247-7.0082e-16j 0.00865845-1.62758e-15j 0.00166416+1.08643e-15j -0.00430993+1.28441e-15j 0.000126607+1.43802e-16j -0.00192513+5.7677e-16j -0.00467385+1.1067e-15j 0.0037113-6.24403e-17j 0.00343894+2.06197e-17j 0.00427786-8.96696e-16j 0.00302516-1.20045e-17j -0.00636791+4.81193e-16j -0.00177722-2.04682e-17j -0.00953353+9.43305e-16j 0.00423347+3.39871e-16j -0.000737875-1.05788e-16j 0.0055121+1.29949e-16j 0.000950527-3.12047e-16j 0.00120744-5.66894e-17j 0.000576239+8.96251e-18j -0.00344363+1.5857e-16j -0.0037597+4.1704e-16j 0.00191261+7.30704e-16j 0.00269238+4.5903e-16j 0.00387693+1.86237e-15j -0.00122446+1.72945e-15j -0.00310148-1.20631e-15j 0.00567028-8.51206e-16j 0.00174846+2.58e-15j -0.00362038+6.10759e-16j 0.00247389-1.77759e-16j 0.0132898-1.00733e-15j -0.00329437+4.02218e-16j 0.00292004-2.71265e-16j -0.00311888+1.29942e-16j -0.000235759+2.53225e-18j 0.00145302-2.44949e-17j 0.00886734-7.81519e-16j -0.0119766+9.45976e-16j -0.00650611+3.189e-16j -0.00190896-8.6845e-17j -0.00304299-5.54564e-17j -0.00725453+1.22161e-15j 
-0.00342241-2.524e-15j -0.00285283-1.17426e-16j 0.00635132-3.39183e-16j -0.007767-1.28372e-16j 0.0054504+4.00408e-16j -0.00449707+4.16046e-16j -0.00103092+3.61105e-16j 0.0111435-1.16309e-17j -0.00260432+4.02861e-16j -0.000699022+9.44157e-17j -0.0005333+2.76944e-16j 0.00357941+7.33301e-16j -0.00769603+3.25023e-16j -0.00399974+3.03145e-16j -0.00129263+1.62909e-16j -0.000939851+7.62766e-18j 0.00499679-1.22888e-16j 0.00298329-2.69116e-15j 0.00165614-4.37498e-16j 0.00241571+6.41125e-16j -0.00437236+7.15302e-17j -0.00166831-1.15938e-16j -0.00123352+4.55772e-17j 0.00657343+8.3394e-16j 0.00137462+8.23257e-16j 0.00188518+1.20241e-16j 0.00550866+7.13529e-16j -0.00148177-4.74224e-16j 0.00609437-2.05521e-15j -0.00926829-1.04322e-15j -0.00111565+6.00952e-16j -0.00038818+7.41734e-16j -0.00158964-5.55094e-16j -0.00212094+6.36231e-16j -0.00251701+7.59912e-16j -0.00320539-4.17174e-17j 0.000983989-3.87904e-16j -0.00657215-1.59316e-15j 0.00466601-1.2749e-15j 0.00609868+3.67564e-15j 0.00610524+1.48933e-15j -0.00208099-8.01243e-15j -0.00267423+4.17879e-16j 0.00366828-4.60401e-16j -0.0109163-2.93477e-16j 0.00137739+7.6664e-16j 0.00736058-1.28656e-15j -0.00192423-4.56569e-16j 0.00781085+3.72368e-16j 0.00739649-8.03435e-16j -0.00428747+5.69704e-16j -0.00351504+1.1963e-15j 0.0051181+6.97633e-16j 0.00456685+4.84736e-17j 0.011347-1.04838e-15j 0.00188695+3.81945e-16j 
0.000315541+4.26602e-16j -0.000155808+8.69938e-16j 0.00189022-2.7169e-15j 0.000317459+6.44346e-16j -0.00244704+1.55448e-15j -0.00469444+5.54037e-15j -0.00185431+2.47018e-15j -0.00216888+1.30743e-15j -0.00272805+3.63216e-15j 0.000213255+1.39853e-16j -0.00364348+3.58868e-15j -0.00376332+2.87481e-15j -0.000467149+1.73172e-15j -2.04317e-05+2.29518e-16j 0.00111349-1.4364e-15j -0.00341572+5.52451e-15j -0.00664544+8.00423e-15j 0.00172912-3.80209e-15j -0.00155818+1.58238e-15j -0.00582046+6.52936e-15j -0.000761898+1.62974e-15j 0.00361422-3.09435e-15j -0.00235753+2.8407e-15j 0.00194777-2.4764e-15j -0.00509506+5.70099e-15j 0.00213371-2.08826e-15j -0.0015473+2.5618e-16j 0.00372518-3.37798e-15j -0.00421596+5.80865e-15j 0.00729743-6.10827e-15j 0.000168215+2.27484e-16j -0.00355912+4.3808e-15j 0.00161367-1.65452e-15j -0.00278472+3.88292e-15j -0.00415382+5.04688e-15j -0.00469573+5.36977e-15j 0.00145675-1.48301e-15j 0.00139683-5.62686e-16j -0.00215417+1.33495e-15j -0.00463315+1.78481e-15j -0.00355511+3.34325e-15j -0.00249349-2.60612e-15j -0.00105917+1.32821e-15j 0.00108275-1.50278e-15j 0.00481361-4.11494e-15j -0.00830698+8.8456e-15j 0.00592816-8.12606e-15j 0.000420073-9.49119e-16j -0.00325401+2.63026e-15j 0.00543881-6.671e-15j -0.00230436+3.60275e-15j -0.010556+1.19028e-14j -0.00652875+7.16644e-15j -0.000707276+2.49815e-16j 0.00435098-6.4617e-15j -0.00421839+4.82804e-15j 
-0.00276126-1.20072e-15j 0.00406899-8.8125e-16j 0.00391279+1.40415e-16j -0.0071927-1.09512e-17j 0.00099034+1.31112e-16j -0.00694782-1.52794e-16j 0.00280322-2.82615e-16j 0.00327004+2.55366e-16j -0.00215323-2.52379e-16j 0.00165206-3.24694e-16j 0.000588994+1.61732e-16j 0.00202699+1.19537e-17j 0.00196745-4.89969e-16j 0.00154018-2.1658e-16j -0.0016846+8.92924e-17j 0.0016961-9.63938e-16j 0.0023321-6.48484e-16j -0.00264754+2.2491e-15j -0.000175258-1.06479e-16j 0.0034176-4.00601e-16j 0.00318283-1.09902e-16j 0.00611658+1.17393e-17j -0.00215873-2.75913e-16j 7.32611e-05+7.45546e-16j 0.00401937+3.21993e-16j -0.00181258-1.12573e-16j -0.00146407+3.35795e-16j 0.00062042-8.46192e-17j 0.00345414-1.46743e-15j -0.00311961-3.70464e-16j 0.00306398-1.74073e-15j 0.00603245-1.27518e-15j -0.00231489-1.98944e-16j 0.00452419-5.55511e-16j -0.0037689+2.04285e-16j 0.000970505+2.26125e-16j -0.00463049-6.87684e-16j -0.00154781-3.62957e-15j -0.00285747-3.02223e-15j -8.35796e-05+2.7178e-16j 0.00119195+1.37485e-15j -0.00239344-7.63018e-15j 0.00204951-3.08586e-16j -0.00102671+4.24371e-16j 0.00081431-4.95766e-16j -0.00144085-2.13266e-16j 0.00938816+2.90521e-16j -0.00496868+1.23954e-16j 0.00390014+5.9523e-17j 0.00435937+4.45118e-16j -0.000216768-1.97988e-16j -0.0132731+7.99142e-17j -0.00532465-1.1374e-16j 0.00280665+8.66897e-18j 0.00546148+5.31428e-16j -0.00522226+1.00506e-15j 
-0.00602807-3.35806e-15j 0.00136163-9.08227e-16j 0.000974248-3.75776e-17j 0.0048741+3.12009e-17j 0.00486683+8.19389e-17j -0.0107871-4.29903e-17j 0.000109245-1.28595e-16j 0.000817682-2.03423e-17j -0.00846058+3.15547e-17j 0.00286372+2.17569e-16j -0.0026773-9.59076e-17j 0.000864909-1.10729e-16j -0.00411826-1.23406e-16j -0.00582983-1.30581e-16j 0.000565075+2.68596e-16j 0.00150039-7.2423e-16j 0.00313091-9.07176e-16j -0.00324347+2.06523e-15j 0.00228746+3.96946e-16j -0.00169255-2.96905e-16j 0.00194216-1.49572e-16j -0.00451434-4.07011e-16j -0.000889829+1.87653e-16j -0.00472264-1.44401e-15j -0.00245563-6.3896e-16j 0.00426611+9.98408e-16j 0.0025845-1.08326e-16j -0.00270424-6.77324e-16j -0.0062535+2.93222e-15j 0.0038005+2.4655e-16j -0.00133465-1.15097e-16j 0.000936148+5.61698e-17j 0.00265657+1.10616e-16j -0.000857604+2.45404e-16j 0.00620527-4.6818e-17j -0.00253639-9.5856e-16j 0.000471581+4.02881e-16j 0.00391991+5.15195e-16j -0.00412788+3.37821e-16j 0.00341846+1.83734e-15j 0.00121653+2.39598e-15j -0.00575455-1.6967e-14j -0.00110899+1.18858e-16j -0.00512484+4.30281e-18j -0.00603814-5.08653e-17j -0.00416683+5.27098e-16j 0.00104561-5.99558e-16j 0.00781957-2.30503e-16j -0.00343724+3.33464e-17j -0.00293846+2.6312e-16j -0.0120925+7.71648e-16j 0.0010203+6.57378e-16j -0.00596565+4.20409e-16j 0.00382156-2.96105e-16j 0.00121599-6.33965e-18j 0.00586667-5.35242e-16j 
0.00454975+2.72575e-15j 0.000281771+9.31167e-16j -0.00148978+1.29305e-16j 0.00268415+4.90544e-16j -0.00311284-2.79744e-16j 0.00131847-4.97284e-16j 0.00351941+8.08565e-17j 0.00284816-1.18607e-17j 0.00452666+1.4458e-16j 0.00221054+5.15946e-16j -0.00513922-6.47087e-16j -0.00824779-4.44714e-16j -0.00171275+7.95717e-17j -0.00425546-5.01113e-16j 0.00644638-6.83289e-16j 4.41012e-05+2.16654e-15j -0.00878656+1.25386e-15j -0.00250746+2.14284e-15j -0.00256571+1.26128e-15j -0.00186836+5.24243e-16j -0.00928881+3.65665e-16j 0.00772641-3.1888e-16j 0.00451463+7.39884e-16j -0.00584834-1.5371e-15j -0.00131136-2.13269e-16j 0.00054645+1.46241e-16j 0.00231182-1.05388e-16j 0.00107491-9.12952e-17j -0.00415764+1.76408e-15j 0.00351866+6.62249e-16j -0.00323803+1.00379e-15j -0.00240531+5.85007e-16j 0.00101088+5.75734e-17j 0.00398114+4.40992e-16j -0.00857405+1.1701e-15j -0.00399662-3.3178e-16j 0.0048654+6.38992e-16j 0.00432037+4.7746e-15j 0.00110076+3.45901e-15j -0.00741048-3.63109e-15j -0.0032451-2.3712e-15j 0.0053002+1.63266e-14j 0.0019755-2.50368e-16j 0.000519518-3.39885e-16j 0.000655702-8.03301e-17j 0.005897+6.07819e-16j -0.00803699-2.65751e-16j -0.00237893+4.00903e-16j 0.00308729+2.98463e-16j 0.00576172+4.30821e-17j 0.00286257-1.77865e-16j 0.00851984+8.57224e-16j 0.010896+5.72655e-16j -0.00433554-1.74887e-16j -0.00188858-3.73487e-16j -7.70248e-05+2.34755e-16j 
-0.00088715-1.24204e-15j -0.00375703+5.19866e-16j 0.00100845-1.205e-16j -0.00139718+8.95797e-17j 0.00223477-5.06842e-17j 0.00548905-4.41655e-16j -0.00384479+5.52386e-16j -0.000219916+1.43634e-16j -0.000640929-1.37949e-16j -0.000598612+1.42947e-16j 0.00191778+4.66776e-16j 0.0021371+7.32197e-16j -0.00160275+4.93199e-16j 0.00108773+1.26084e-16j -0.0023329-1.0671e-16j -0.000579982-8.70158e-16j 0.001042+4.53412e-16j 0.00241388-1.90147e-15j 0.000735449+1.63488e-16j 0.0046828-1.17641e-15j 0.00286816-2.14864e-16j -0.00339425+1.35582e-16j -0.00375777+9.11712e-18j 0.00332611+8.22311e-16j 0.00152488+6.64916e-17j -0.00337319-1.95573e-17j 0.000655703+1.48364e-15j 1.69671e-05-1.16083e-16j 0.00232361-3.17113e-16j -0.00463081+3.25622e-16j 0.00218422-4.25699e-16j 0.00158561-1.13625e-17j -0.00430126-5.13647e-17j -0.00313909-4.18723e-16j 0.00115064-3.38045e-17j 0.00515792+5.64132e-17j -0.00119873-1.02779e-15j -0.00542912-1.88128e-15j 0.0028065-2.57817e-15j -0.000676051+6.51343e-16j 0.00196795-1.26276e-16j 0.00160722+3.34294e-15j -0.00125321-3.23364e-18j 0.00348677-6.87502e-16j -0.00513693+2.93014e-16j 0.0051598-5.06016e-16j -0.000720089+3.27069e-16j -0.00296433+8.38331e-16j -0.00149805+2.07744e-16j -0.000583502-6.70894e-16j 0.00511815-1.08614e-15j -0.000784834+4.33315e-16j 0.00262975-5.31379e-16j 0.000261534+3.51307e-16j 0.000669498-3.59018e-16j 0.000475612+3.10804e-16j 
-0.00302232-9.93602e-16j 0.0062799-3.07494e-16j -0.00147803+1.96757e-16j 0.00353619+3.17561e-16j -0.00315227-3.175e-16j -0.000194323+3.99769e-16j 0.00416695-1.29896e-16j -0.00694466+9.85951e-17j 0.00126224+1.77265e-16j 0.000102224+7.87639e-17j -0.00137309-1.23612e-16j 0.00601398+1.00676e-16j 0.00790889-1.06583e-16j 0.0023654-9.42062e-17j -0.000713357-4.39556e-16j -0.00150897+4.26815e-16j -0.00319748+6.7618e-16j -0.00188364+9.41104e-16j 0.00343533+6.63456e-16j -0.0049967+1.27615e-16j 0.0042509+3.66725e-16j 0.00143143-2.90886e-16j 0.000213533-1.717e-16j -0.000605987+1.03516e-16j 0.00104158+2.5502e-16j 0.00131952+1.76102e-16j 0.00332167+4.26537e-16j 0.000221085-5.58689e-18j -0.0028405+1.58363e-15j 0.00482914+4.85093e-16j 0.000146568-2.70273e-16j 0.00184266+1.0772e-16j -9.67439e-05-1.99876e-16j -0.00352025-3.02028e-16j 0.00532986-9.87411e-17j 0.00119192+5.23797e-16j -0.00323213-3.67478e-16j 0.00490657-6.01611e-16j -0.0059103-6.93122e-16j 9.53121e-05+4.90141e-16j 0.00125901+1.31812e-16j -0.000370329-1.72349e-15j 0.0026448-2.25298e-16j -0.00724415+1.28565e-16j 0.00546803-8.19189e-16j 0.00130443+7.78224e-16j -0.00642738-6.4441e-16j 0.00568249+2.87196e-16j -0.000904911-5.91103e-17j -0.00734549-4.47711e-16j 0.00346869+2.23775e-17j 0.00958071+1.00308e-15j -0.00170701+9.17254e-16j -0.000473818+1.63585e-16j -0.0123191-8.78268e-17j 0.00421212-1.53193e-16j 
-0.00117854-1.10146e-15j -0.000373688-3.8019e-16j -0.00232645-7.32612e-16j -0.0027372-1.17953e-15j 0.00436474+1.64061e-15j -0.00432763-1.07309e-15j 0.00270259+5.9073e-16j 0.000227064+1.93e-16j -0.00240079-5.10012e-16j -0.00425923-1.43399e-15j 0.00197538+1.09826e-15j 0.000392584+5.06029e-16j -0.000913652-2.12773e-16j -0.000135756+6.79055e-17j 0.000143934-6.11096e-16j -0.000860171+5.00319e-16j -0.00169211+8.49451e-16j -0.00201833+1.50513e-15j -0.00526097-2.43737e-16j -0.00315071+3.93013e-16j -0.00390727-2.89886e-16j 0.00379335+6.43634e-16j 0.00100231+1.35108e-16j -0.00181597-6.0317e-16j -0.00136946+1.94656e-17j 0.00259108+9.35211e-16j -0.00554521-1.7949e-15j -0.000219552-6.6641e-16j -0.00506151+1.86043e-15j -0.0027945-7.30871e-16j -0.00193493-2.0059e-16j -0.00425029-1.78609e-16j 0.00739705+1.93974e-15j 0.0033185+1.78703e-15j -0.00352873+5.03663e-16j -0.00468897-1.64256e-15j 0.00277209+9.43031e-16j 0.00182169+3.62907e-15j 0.00279579+3.67041e-15j -0.00409348-2.47169e-15j -0.00527075-1.99515e-15j 0.000975801+4.48212e-15j 0.00640978+1.69906e-15j -0.00349584-6.76011e-16j 0.00785623+1.9236e-15j -0.00883045-2.0802e-15j 0.00418708+1.26256e-15j 0.00206292-1.63018e-17j 0.000904934+3.54925e-16j 0.00321838+6.99605e-16j -0.00632992-1.23284e-15j -0.00300257-1.0197e-15j -0.00746251-2.23135e-15j -0.00123435-3.22542e-16j 0.00200906+6.4103e-16j -0.00201719-4.84866e-16j 
-0.00612233-3.542e-15j -0.0041304-3.76441e-16j 0.00219197-6.57188e-16j 0.00519746-3.899e-16j 0.00527181-4.08957e-16j -0.00910895+3.479e-16j -0.00647798+9.07125e-16j -0.0046575-9.37141e-17j -0.00893288+4.30952e-16j -0.00211213+2.62323e-17j -0.00630459+4.74938e-16j 0.00353851-9.10939e-16j -0.0057961+8.11296e-16j -0.000591266+2.18158e-16j -0.00236965+1.2878e-15j 0.00436962-2.18804e-15j 0.00384803-1.69063e-15j -2.47024e-05+9.75754e-17j -0.00330334+3.03507e-16j -0.000223337-8.39514e-16j -0.00184137-6.34869e-16j -0.0115643+1.00471e-15j -0.00216621+6.23265e-17j -0.00383638-1.05836e-15j -0.000990158-1.21398e-15j 0.00220064+6.24591e-16j -0.00480098-5.89633e-16j -0.00416866-1.02575e-16j -0.00720164+3.23323e-15j -0.000918452+8.09981e-16j -0.00370706+1.03603e-15j -0.00527527+5.40139e-16j 0.00357513-1.31244e-17j -0.00172048+4.16839e-16j 0.010165-1.49394e-15j 0.00207602-1.64255e-15j 0.00261789+7.6311e-16j -0.00191927+9.72881e-16j 0.00293327-1.59583e-16j 0.00533512+1.34167e-15j -0.000563278+6.03347e-16j -0.00119917-2.92011e-15j 0.00280348-1.04086e-16j -0.00366036+8.41627e-18j -0.00387759+1.22799e-15j -0.000714411-4.17903e-16j 0.000642967-5.18885e-17j 0.00891932-7.36295e-16j -0.00230664-4.42862e-16j -0.00341627+1.462e-16j -0.00740934+1.08043e-15j 0.00708387-1.31776e-15j -0.00594102-4.2074e-16j -0.000670793-2.03983e-16j 0.00091277-2.99792e-16j 0.00611639-1.73353e-15j 
0.00107213+2.4749e-16j 0.00323115-1.06428e-15j -0.00377346+1.13175e-15j -0.00133157+8.57533e-16j -0.000326047+3.83725e-16j 0.00112757-8.71177e-16j 0.00466171-1.71775e-15j -0.00346196+4.07925e-16j -0.000536108-7.22202e-16j 5.42943e-06-2.23082e-16j -0.00119174-1.88027e-17j -0.00421532+1.25216e-15j 0.00546857-1.87328e-15j 0.00382317-8.74597e-16j 0.000809282-1.13838e-15j -0.0003829+1.11434e-15j -0.00347236+2.26001e-15j -0.0020459+1.91159e-15j -0.000194846+1.58005e-16j -0.00489536+1.69434e-15j -0.00279081+1.07539e-15j 0.004943-2.70094e-15j -0.00439217+6.695e-16j -0.000930242+4.11644e-16j -0.00776854+1.94055e-15j 0.00206549+1.23778e-16j -0.00438676+2.04704e-16j 0.00277929-9.4638e-16j -0.00301496+1.74e-15j 0.000563054-2.36856e-16j -0.00115769+1.12854e-15j -0.00659837+1.5955e-15j -0.0032935+1.05107e-15j -0.000194586+3.39803e-16j -0.00201813+2.29902e-15j -0.00434114+5.83848e-16j 0.00531189-1.39731e-15j -0.00305583-4.65171e-15j -0.00506116-3.1932e-15j -0.00888409-1.44643e-15j -0.00105394-1.66924e-15j 0.0038293+1.04544e-14j 0.00184924-4.49467e-16j -0.00301891+6.31528e-16j 0.00688796-2.11942e-15j -0.0041052+7.40216e-16j -0.00210343+7.48888e-16j -0.00210412+1.35241e-15j -0.00232327+1.58757e-16j -0.00281663+6.57692e-17j 0.00469251-1.92407e-15j -0.00473462+1.66306e-15j -0.00417136+3.17517e-16j -0.00141211+3.88794e-16j -0.00581109+1.48331e-15j -0.0048081+2.16407e-15j 
-0.000499896+2.53363e-16j 0.00399309-3.15938e-17j 0.00666702+5.88605e-17j 0.0034062+7.45982e-17j -0.0081069-1.21285e-16j -0.00820218+2.00875e-16j 0.00195447-2.18404e-16j 0.00322894+1.7577e-16j 0.000548818+6.73695e-17j 0.00643671+2.15038e-16j -0.00636722+2.4126e-16j 0.00450404-1.43827e-16j -0.0039016+1.15033e-16j -0.00284636+3.10967e-17j 0.000432503+4.06971e-16j 0.00515719-1.31124e-15j -0.000142936-4.87538e-16j 0.00469689-3.14336e-15j 0.000471597-5.38431e-16j 0.00294959-2.34235e-16j -0.00457762-2.89682e-16j -0.00207765-1.5625e-16j 0.00129709+2.61914e-16j -0.000383534+4.39711e-17j 0.00240521+3.08865e-16j -0.00177194-4.56722e-16j 0.000271695+1.99865e-18j -0.00112371-1.53728e-16j -0.000758274+9.19318e-16j -0.00424238+5.48388e-17j -0.00286697+7.43272e-16j 0.00099988+5.1118e-16j -0.000792976-2.57788e-16j -0.00392081-2.32456e-16j -0.00293269+8.33111e-17j 0.000885306+3.40184e-16j 0.000251329+3.52994e-16j 8.92595e-05+3.12016e-15j 0.00485306+3.23048e-15j 0.00177575+1.05479e-15j 0.0043837+6.35536e-16j -0.000581352-3.40027e-15j 0.00168975-2.7633e-16j -0.00241453+3.24687e-16j -0.00667811-7.8198e-17j -0.000213686+1.12058e-16j 0.00370851-5.66508e-16j 0.00879719-1.72236e-16j 0.00620938-6.61681e-17j 0.00293849+1.24872e-16j -0.0134654+5.97563e-16j 0.00540032+4.69532e-17j 0.00580233+3.27768e-16j 0.00622155+8.87061e-17j 0.00679464+1.06052e-16j 0.00772088-6.05113e-16j 
-0.00217584-6.56063e-16j 0.00314113-2.61301e-16j 0.00497193+1.36223e-16j -0.000979324+1.89057e-16j -0.00594677-4.90258e-16j -0.00253133-2.7168e-18j 0.00420673+6.2501e-17j 0.00421642-8.09444e-17j 0.00226368+1.53607e-16j 0.00109947+1.95347e-16j -0.00157264-5.51744e-16j 0.00833223-9.95068e-16j 0.000561014-2.5364e-16j 0.000587176+7.27177e-17j -0.00463199+9.14082e-16j -0.00116974-3.18962e-16j 0.0014378-5.94691e-16j 0.00264568-2.42657e-15j 0.00354392-8.75176e-16j -0.00305774+9.95759e-17j -0.00162992-1.32703e-16j -0.00110307+3.3473e-16j -0.00165509-1.67981e-16j -0.000753559+2.01762e-16j 0.00355835-3.77993e-16j 0.00114331-2.03509e-17j 0.00601973-7.17599e-16j -0.000725653+3.01002e-16j 0.00120348-9.24671e-16j 0.000180045-4.13157e-16j -0.00351115+6.70251e-16j 0.00167427-3.38445e-16j -0.00232839-2.56226e-16j 0.000908491-2.15286e-16j -0.000558554-7.0567e-16j -0.00102941+1.65032e-16j -0.00102265+8.51824e-16j 0.00268008+2.20583e-15j 0.00102528+2.57305e-15j 0.00482924+1.6896e-15j -0.000642314+7.48183e-16j -0.00146946-3.52067e-15j 0.00419947-3.54932e-16j -0.00486729+5.7209e-16j -0.00440642+9.99343e-17j -0.00533708-1.54994e-16j 0.00103898-3.49303e-16j 0.00939101-5.78872e-16j 0.00733887-1.72179e-16j 0.000224475+3.52311e-16j -0.0122938+6.36502e-16j 0.00859617-7.82718e-16j 0.00420819+1.34759e-16j 0.00700855+1.21675e-16j 0.00350309+4.95881e-16j 0.00929618-1.18107e-15j 
