-0.923154+1.2258e-15j 0.285365-3.04608e-05j 0.00305997-0.00526753j 0.0679592+0.00238465j -0.0173474-0.00334524j -0.031217+0.00642931j -0.0274487-0.00219482j -0.0442925+0.000157001j -0.0453513+0.00811668j -0.0769582-0.000826368j 0.056261+0.00173911j 0.0123367-0.000517346j 0.0015942-0.000824116j 0.00986182+0.000788304j -0.0105983+0.00136504j -0.00802873-0.0014302j -0.0149225+0.000415345j 0.0116917-9.48424e-05j -0.0121997+3.67748e-05j -0.0100837+0.000349679j 0.0109372+0.000436668j 0.0123601+0.000136626j -0.0047759+5.2838e-05j -0.00221116+0.000103994j -0.02531+0.000422842j -0.0141108-6.78568e-05j 0.0191238+0.000274861j 0.0103541+0.000201171j -0.00121642+0.00100906j 0.028912-0.00102315j 0.0187023+0.000683487j -0.000571523+0.000941083j 0.0549165-0.000113418j 0.0275636-0.000635441j 0.0199271+2.79106e-05j 0.00823737+0.000492197j 0.0013028+4.00527e-05j 0.00505229-0.00140874j -0.00122142-8.05934e-05j 0.000118529+0.000530785j -0.0105458-0.000498167j 0.00621993+0.00093414j 0.00291994-0.000291814j 0.00492623-0.000249179j 0.00176422-5.26629e-05j -0.000792489+0.000354685j 0.0103087-0.000489964j -0.00512448+0.000424281j 0.00252298+0.000459649j 0.00338812+0.000238199j 0.00262565+0.00016404j -0.00391574+0.000508677j 0.00211379+0.000218282j -0.00936688-0.000154255j -0.0121668+0.000309091j -0.00339854+0.0018975j -0.00650149-0.0015323j 0.000365235+0.000278666j -0.00165232+0.000716357j 9.37422e-05+0.000456729j -0.00442483-3.52429e-06j -0.000279946+0.000101461j -0.0040094+0.000296545j -0.00161861+0.000967689j -0.000655134-0.000793269j 0.00023207+0.000126857j -0.00539765-0.000297087j 0.00370497+0.000422629j 0.00188263+3.67332e-05j 
-0.00936688+0.000154255j -0.0294258+0.000183799j -0.00305118-0.00188009j 0.00575972+0.00137652j -0.00451926-0.00473351j -0.00752169-0.00149943j 0.00955999+0.000626503j -0.0016664+0.00350699j -0.00141766-0.000756911j 0.010428+0.00297009j -0.00483278-0.00180314j 0.0532441-0.00135976j 0.0117197+0.00235719j -0.0159666-0.00312853j 0.0371947-0.00348746j -0.0360227-0.00153378j -0.0204485-0.00241786j -0.0419106+0.00235758j -0.00751512-0.00197147j -0.0247054-0.0057974j -0.0480402-0.00205446j -0.00734628-0.0014655j -0.000477664+0.00105594j 0.000766496-0.000317796j 0.0188118+0.0025872j 0.00337834-0.0031982j 0.00074604+0.000848934j 0.0331393-0.00263654j -0.0394262+1.61882e-05j -0.0111109+0.00327538j -0.00763688+0.00259546j 0.0155398+0.00235501j -0.0193901-0.000409063j -0.0351837+0.0043538j 0.0413091-0.000596571j -0.0888052-0.00481603j -0.168555-0.00351199j 0.190556+0.0102421j -0.226324-0.00695473j -0.0142545-0.000733425j -0.0572766+0.00100171j 0.0972898-0.00168053j -0.259841-0.000603456j 0.141392-0.000599606j 0.0256139-0.00192339j 0.129648+0.0013418j -0.0841277+0.00333047j 0.0666695-0.00266789j 0.0905678+0.00446577j 0.131156-0.000502699j 0.26751+0.00239308j 0.156019-0.0015752j 0.121764-0.00045001j -0.162169+1.0174e-13j -0.148962+0.000907852j -0.067528-0.00156725j 0.142337-0.000774188j 0.05419-0.00337798j 0.0411987+0.00397417j -0.09166-2.1359e-05j 0.116614-0.00768532j 0.0341263-0.010963j -0.144544+0.0116431j 0.00799159+0.0154548j 0.0015966-0.00864921j -0.02523-0.000341843j -0.0191601-0.000213904j -0.00711284+0.00113397j -0.0135719+0.000183938j 
-0.0121668-0.000309091j -0.0256086-0.00345858j -0.00976703+0.00765283j 0.00804153+0.00625726j 0.00994124+0.00742515j -0.00349071+0.000572893j 0.0146323+9.86884e-05j -0.00820658-0.00384228j -0.00184196+0.00659714j 0.0102655-0.00345023j -0.020023-0.00206219j 0.0508448-0.00187394j 0.000647327-0.00141489j -0.0241994+0.00203338j 0.0328092+0.000474236j -0.0187192+0.00227259j -0.0188315+0.00232852j -0.0176697+0.00173933j -0.0151426+0.000204504j 0.0308271+0.00372631j -0.0157996+0.00364797j -0.024828+0.000476646j 0.00743079-0.00155181j -0.0163831-0.000349723j 0.0163132-0.00425016j -0.00861273-0.000840486j -0.00483483-7.46197e-05j 0.0181141+0.000626832j -0.0194484-0.00718512j -0.00982129-0.000151706j 0.00618669-0.00318462j 0.00940874+0.00159808j -0.010145+0.00394368j -0.0150705+0.00367906j -0.0162096-0.00104038j -0.0788271-0.00306997j -0.0782791-0.00175076j 0.0927825+0.00266733j -0.0321689+0.00271753j -0.036818-0.000807531j -0.0324766-0.00178133j 0.0652794+0.00387947j -0.065911-0.000315286j -0.0221416-0.00202047j -0.0859362-0.00837364j -0.0558174-0.00360269j -0.0237962+0.00349271j 0.0303116-0.00170051j -0.0422374-4.89373e-05j 0.0443675-0.000997903j 0.151036+0.000419456j 0.0587517-0.0010918j 0.0755258-0.000109536j -0.148962-0.000907852j -0.0845099+2.16212e-14j 0.0259984-0.00349272j 0.171915+0.00317833j 0.0745931-0.000702815j 0.0363128+0.00100206j -0.000731556-0.000691572j 0.0515949-0.000527127j 0.000548256-0.00453462j -0.0400297+0.00449734j -0.0171971+0.00808793j 0.000214841-0.00505881j -0.0285221-0.00639344j -0.0167663-0.00446482j -0.0140129-0.00103004j -0.00984605+0.00053765j 
-0.00339854-0.0018975j -0.0113051-0.00445256j -0.015542-0.00457127j -0.00211647-0.00112535j 0.00140065-0.000598624j -0.00271826-0.00105572j 0.00564286+0.0013649j -0.00887989-0.00054178j -0.00176281-0.000229523j 0.00334965+0.00350054j -0.00138979-0.000996998j 0.0366908+0.01193j 0.0144492+0.00579091j -0.00205714+0.00200534j 0.0266657-0.00344753j -0.0182688+0.000369402j -0.000342334-0.00275856j -0.00118119-0.00323929j 0.0185499+0.00234652j 0.0213364+0.000589271j 0.0609103-0.00608644j -0.00948461-0.000782069j 0.0042259-0.00124411j 0.00829606-0.0017032j -0.0147032+0.00111109j 0.00816899+0.00280707j 0.0131389-0.00126613j -0.020866+0.000253481j 0.0037036+0.0043863j -0.0210013+0.00157561j 0.0238902-0.00278373j -0.0477312+0.00294488j 0.00941135-0.00593361j -0.0378552+0.00186146j -0.068976+0.00192076j 0.0559958+0.00141475j 0.0810046+0.000684413j 0.183345-0.000203883j -0.00214114-0.00279986j -0.0821698-0.000964635j 0.146523+0.00295346j -0.116609-0.00431484j 0.149867+0.00214782j -0.069383-0.0013361j 0.194654+0.00116473j -0.0509494+0.000180887j 0.104386-0.00165971j -0.0959073+0.00101568j -0.108084-0.00514706j 0.0303641+0.00139102j 0.166031-0.00152987j -0.0316964-0.000300346j 0.0579186-0.00117104j -0.067528+0.00156725j 0.0259984+0.00349272j 0.169998-6.96882e-15j -0.070436+0.00311535j 0.156358+0.00191537j -0.13893-0.00429614j 0.0543182+0.000695037j -0.0427638+0.00658109j 0.0042785-0.00562868j 0.0504867-0.00804478j -0.0850838+0.00662268j 0.0474545+0.00155773j -0.0244986-0.00687748j 0.00198824-0.00524219j 0.00273666+0.00503085j 0.0266205-0.000368177j 
-0.00650149+0.0015323j -0.00489439+0.00721893j -0.048795-0.00116832j -0.027524-0.000448423j 0.0109899+0.000426708j -0.00525587+0.000701304j 0.00554276-0.000423535j -0.00559982+0.00113569j -0.00285138-1.63901e-05j -0.00255026-0.0014976j -0.0855826-0.00890336j 0.0391584-0.0137816j 0.00125765-0.00774181j 0.00461552+0.00320085j 0.00219369-0.0005371j -0.0485552-7.55937e-05j 0.00573186+0.00373295j 0.00163034+0.00143068j -0.0245464-0.00447923j 0.0202895+0.00025561j 0.0471853+0.00489556j -0.00548386+0.00101556j 0.00437362-0.000662625j 0.0181776+0.00170663j 0.0142531+0.00175315j 0.00637668-0.000830877j 0.00487168+0.000513236j -0.0184895+0.000416138j 0.019266+0.00159278j -0.0400927-0.00340783j 0.0762439+0.00242699j -0.0421274-0.00377674j 0.0819461+0.000333099j -0.0384178+0.000710409j 0.148433-0.0010821j -0.328864-0.0147035j 0.0678892+0.00470177j -0.0612566-0.00455949j 0.120728+0.00137441j 0.125099-0.00202473j 0.0895816-0.000173338j -0.101179-3.392e-05j -0.0219584+0.000427148j 0.0439572+0.00168343j -0.0485367+0.00301696j 0.00464899-0.00120447j -0.0262607+0.00479129j -0.0249436-0.0035092j -0.027777+0.00271656j -0.0539208-0.000604324j -0.124421+0.00220133j -0.173398+0.00445215j 0.213676-0.00328803j 0.142337+0.000774188j 0.171915-0.00317833j -0.070436-0.00311535j 0.192897-1.89013e-14j 0.352652-0.00751223j 0.141537+0.000494193j -0.118814+0.0024158j -0.109944+0.0108833j -0.00798911+0.00617892j 0.0347903-0.0169394j 0.0064243+7.43264e-05j -0.00650922+0.000764799j 0.0212388-0.0035226j 0.00446968-0.00849212j -0.015138+0.00574571j -0.00417595+0.000736982j 
0.000365235-0.000278666j 0.0215857+0.0025437j -0.0329178-0.00127256j -0.00438051-0.000813141j 0.024248+0.000375836j -0.00131786+0.000498183j 0.0036372+0.00107672j 0.00390571-0.000285038j 0.000888095+0.000151582j 0.000322982+0.00183712j -0.0672707-0.000779169j -0.045436+0.00168967j -0.0595538+0.00154226j 0.00445291-0.0030851j 0.0033362+0.000899974j -0.0281429-0.00378361j 0.0457431+0.00283786j 0.0164381-0.00598844j -0.00806742+0.00213165j 0.00373953+0.00274408j -0.00591357-0.00109326j -0.0102424-0.00232986j 0.00105671-0.000174143j -0.00359096-0.000513065j -0.0156749+0.0020709j 0.0599052+0.00370692j 0.00737994-0.00220082j 0.00882134-0.000208358j -0.00865016+0.00291955j 0.0336478+0.00262977j 0.0447733-0.00527188j 0.0364665+0.00328152j 0.0454516-0.00932605j 0.0681141+0.00466748j -0.00300552-0.00539109j -0.189522-0.00631937j -0.132028+0.00314547j -0.0656816-0.00488107j 0.0140891-0.00166135j -0.0323216-0.00198375j 0.14289+0.00351674j -0.0982517-0.0028058j 0.0390232-0.00233241j -0.072639+0.000401916j -0.098694-0.00284353j 0.085955-0.000138217j -0.198005+0.00150527j 0.148851-0.000993392j -0.0254906+0.00447283j -0.00372188-0.00068348j -0.0352134+0.0015691j 0.0252358+0.00509287j -0.0125999-0.00271333j 0.05419+0.00337798j 0.0745931+0.000702815j 0.156358-0.00191537j 0.352652+0.00751223j -0.0396969-4.02543e-15j 0.281087+0.00500763j 0.0708237-0.00120815j 0.0125406+0.00821992j 0.000269269-0.00108751j 0.0147768-0.000220356j -0.00300463-0.00647915j 0.00293574+0.00504826j -0.00320754-0.00643006j 0.00705944-0.0108899j -0.0143266-0.00824703j -0.03173+0.00317331j 
-0.00165232-0.000716357j -0.012412-0.002143j -0.00763101-0.0017692j -0.00686098-0.000430021j -0.00114531+0.000463356j -0.00191938+0.00010393j 0.0029315+7.56827e-05j -0.0103493-0.000952712j 0.00125891+0.000267136j 0.00286654+0.000972801j -0.0238013-0.00271495j 0.00359831+0.00647012j -0.00296264+0.00354195j 0.0529282+0.00104141j 0.0215255-0.00144717j 0.0299375+0.000822603j 0.02432-0.00151021j 0.0133458+0.000171534j -0.0492557+0.00253834j -0.00177335+0.000737311j 0.00865095-0.000880427j 0.0235649-0.0010698j -0.0170517+0.000317758j 0.0126242-0.00111059j 0.0169991-0.00207707j -0.000936864+0.000659254j 0.00709741+0.00014428j 0.0284269-0.00104691j 0.0293367-0.00122964j -0.0710666+0.00232678j 0.0234091-0.00253415j -0.0580081+0.00285226j 0.0480453-0.00270922j -0.0644301+0.00426219j 0.0604147-0.00236367j -0.0934279-0.000767873j 0.0169434+0.0036145j 0.0604102+0.00368141j -0.0224139+0.00110296j 0.00762138-0.00213087j -0.0433503+0.000414729j 0.0257697-0.000967598j -0.0568034+0.00890657j 0.058983-0.00548263j 0.0611424+0.00356483j -0.0558169-0.00284735j 0.130225+0.00554684j -0.113139-0.00380988j 0.0344216-0.00249524j -0.00738054-0.000507574j 0.0579799+0.00167494j 0.00204002-0.00208098j 0.0962509-0.00424791j 0.0411987-0.00397417j 0.0363128-0.00100206j -0.13893+0.00429614j 0.141537-0.000494193j 0.281087-0.00500763j 0.0208565+2.76667e-15j -0.0234916+0.00781678j 0.0542102+0.00229625j -0.00599704-0.000226066j 0.0174096-0.00497667j 0.00821815+0.00556879j -0.00800806-0.00323731j 0.088739-0.00342491j -0.0943098+0.00116806j -0.0307738+3.34403e-05j -0.0553686-0.00195592j 
9.37422e-05-0.000456729j -0.011254-0.000611117j -0.00427026-0.0016691j -0.002277-0.000919009j 0.00199288+0.000458572j -0.00223805+0.000356404j 0.00249885+0.000296527j -0.00222709-0.000574639j 0.00142145+0.000326348j 0.00220947+0.000759242j -0.00635712-0.0035343j 0.0157405+0.00520245j 0.00796969+0.00208703j 0.0314347+0.00159291j -0.00379399-0.000663168j 0.0175407-0.000104183j -0.0205333+0.000847907j 0.0242483+0.00034226j -0.00990086+0.000115437j -0.00381235+0.000966898j 0.00266677+0.000673074j 0.0192001-0.000709921j -0.00864661+5.36504e-05j -0.000585554-0.000275991j -0.0167011-0.000694212j -0.0312504+0.000347079j 0.00849719-4.88609e-05j 0.00525458-0.000874481j -0.0187799-0.000566133j -0.00925014+0.00141026j -0.0114206-0.00216512j -0.0338989+0.0017067j -0.00440108-0.00289451j -0.032611+0.00299715j 0.090565-0.000112558j -0.1284-0.00767113j 0.0247598+0.00275019j 0.0643256+0.000564157j 0.0710459+0.0013043j 0.124464-8.16062e-05j 0.0687525+0.00215881j -0.0726797-0.00223117j -0.065121+0.00238608j 0.0403246-0.00152233j -0.0310022+0.000424897j 0.0236475-0.00136296j -0.0935077+0.00282079j 0.0407082-0.00239265j -0.0622804-2.03884e-05j 0.0322943-0.000597539j 0.0204554+0.000939381j -0.136439-0.00122111j 0.198858+0.000576241j -0.09166+2.1359e-05j -0.000731556+0.000691572j 0.0543182-0.000695037j -0.118814-0.0024158j 0.0708237+0.00120815j -0.0234916-0.00781678j -0.148111-9.75739e-15j -0.0396428-0.00805814j -0.000292183+0.00203607j 0.0149998-0.0114453j -0.0267581+0.00294186j 0.0138792-0.000972872j -0.0289879-0.0093829j 0.029872+0.00660577j -0.0179291+0.00556694j 0.00871663-0.00294578j 
-0.00442483+3.52429e-06j -0.016596-0.000878073j 0.0110659+0.00115796j -0.00862834-0.000725718j -0.00921937-0.000667424j 0.00669386+0.000207995j -0.00456173+7.69368e-05j -0.00230352+0.000643106j -0.0011174-2.44898e-05j -0.00149964-0.000997224j 0.0274504+0.00238452j 0.0567354+0.00331295j 0.031444+0.00162993j 0.0247961+0.000551187j 0.00183668+0.00114608j 0.0126202-0.000668265j 0.0201238+0.00080094j 0.0101603-0.000441252j -0.00835977-0.000501248j 0.00625755+0.000469673j 0.0338092+0.0015012j 0.0106889+0.000878647j -0.00639056-0.000743253j 0.00896673+0.000503871j 8.46887e-06+0.000262277j -0.0173488-0.00104918j -0.00105528-0.0003345j -0.014711-0.000431957j -0.00586622-0.000512925j -0.00634876-0.0004859j -0.0308725-0.00119394j -0.0124746-0.000855134j -0.0160618+0.00151608j -0.00579675-0.00135774j 0.0132192+0.0102917j 0.0572456-0.00168697j 0.0831062+0.00401607j 0.00593165-0.000357543j 0.0329578+6.39057e-05j 0.0211973+0.00510901j 0.0251749-0.00159021j -0.0235482+0.00132781j -0.030811-0.0124238j 0.0601332+0.00980981j 0.0406127-0.00150407j -0.0309253+0.00107053j 0.0566829-0.0027026j -0.0545517+0.00153379j -0.0101074+0.0019165j -0.0173266+0.000540253j -0.0373125-0.0037146j 0.00570301+0.00337563j 0.0238311+0.00183035j 0.116614+0.00768532j 0.0515949+0.000527127j -0.0427638-0.00658109j -0.109944-0.0108833j 0.0125406-0.00821992j 0.0542102-0.00229625j -0.0396428+0.00805814j 0.237294-3.35669e-16j -0.0325981+0.00069264j 0.155277-0.00238749j 0.00643561+0.000567501j -0.00588814+0.000257474j 0.254002-0.00853148j -0.264347+0.0145997j -0.0712792-0.0123451j -0.153927-0.00676355j 
-0.000279946-0.000101461j 0.000260822-0.000352597j 0.00105811+0.00115643j 0.00317122+0.000951286j -0.000610174+0.000262463j 0.00311421-0.000485267j 0.00248668+0.000520502j 0.000970177-0.000107612j -0.00220602+0.000179901j -0.0025262+0.000799339j -0.000182978+0.000931504j -0.00255874-0.00100765j -0.00166111-0.0023177j -0.0033256+0.000394546j 0.000398781+0.00436838j -0.00236573+0.0024513j 0.000917363+0.00103341j -0.00176124+0.00575072j 0.00109453+0.00104932j 0.00191823+0.00073855j -0.00104338+0.00430767j 0.00162771-0.000438772j 0.00160458-0.000323095j 0.00321454-0.00155505j -0.000815007-0.00425253j -0.000302451+0.000729285j -0.000766503-9.00127e-05j -0.00148949-0.00256354j -0.00113109+0.00572749j 0.00340801+0.00380687j -0.00208311-0.000445109j 0.00341141-0.00178618j 0.00279207-0.00025196j 0.00445287+0.00244929j 0.00694772+0.00086268j -0.0057228+0.00125638j -0.0148065+0.000191305j 0.0150081+0.00573859j -0.0158953-0.000625689j -0.0202141-0.00509573j 0.013065+0.0095087j 0.00300331-0.00446347j -0.0295579-0.00261577j 0.0223373+0.00368134j -0.00397677+0.0024406j 0.00112621-0.00106892j -0.00691776-6.57543e-05j 0.00672908-0.000420657j -0.0120054-0.00685977j 0.006481+0.00166757j 0.0177074+0.00416129j 0.0416398+0.00796507j 0.00528578+0.00263174j 0.0341263+0.010963j 0.000548256+0.00453462j 0.0042785+0.00562868j -0.00798911-0.00617892j 0.000269269+0.00108751j -0.00599704+0.000226066j -0.000292183-0.00203607j -0.0325981-0.00069264j 0.00331943-6.0157e-16j -0.0295576+0.000723536j 0.0171079+0.00108232j 0.0344368-0.000591978j -0.0338373-0.000204354j 0.037332-0.00174691j 0.0101169+0.000950799j 0.020349+0.000673316j 
-0.0040094-0.000296545j -0.00766586-0.000102098j -0.0101498-0.00151411j -0.00123477+0.000568339j 0.00292906+0.00115667j -0.00152352-0.0014035j 0.0031978+0.00119233j -0.010668-0.000389187j -0.000862176+2.99361e-05j 0.0138923+0.00129494j 0.00303681-0.00268485j 0.0111784-0.00316033j 0.00808207-0.00349324j 0.00975231-0.000859019j -0.00387315+0.00355384j 0.0128424-0.000180022j -0.00920256-0.000963194j 0.00100006+0.000837445j 0.000126487-0.000203799j -0.00297589-0.000250237j -0.0114378-0.00186229j -0.00110209-0.000704024j 0.00235203+0.000323847j -0.00100473-0.000925182j 0.00321781-0.0004737j 0.00340872+0.00278308j 0.00370566+0.000277338j 0.00900315+0.00153005j 0.0043004+0.00440496j -0.0146366-0.000702365j 0.00953435+0.00407779j -0.0145064-0.00249803j -0.0163662+0.000597471j -0.0241526-0.00244662j -0.0457429-0.00169906j 0.0465698-0.00459785j 0.0390448-0.0058202j 0.0202545+0.00376337j 0.03992-0.00310396j 0.0161063-0.00390457j -0.00932729+0.00073234j -0.0107337+0.000432028j 0.1133+0.00514563j -0.0796834-0.006582j 0.0169353-0.00103766j -0.0228713+0.00102514j 0.0466991-0.00181346j -0.0352099+0.00221104j -0.0218946-0.00189835j -0.00296949+0.00247598j 0.0278517+0.00861714j -0.0926312+0.00147298j -0.000336293-0.00126085j -0.144544-0.0116431j -0.0400297-0.00449734j 0.0504867+0.00804478j 0.0347903+0.0169394j 0.0147768+0.000220356j 0.0174096+0.00497667j 0.0149998+0.0114453j 0.155277+0.00238749j -0.0295576-0.000723536j 0.121489+1.81062e-17j 0.005327+0.00092732j 9.14071e-05-0.00113716j 0.143852-0.000667954j -0.168259+0.00460502j -0.0437864-0.00314995j -0.0864571-0.00247831j 
-0.00161861-0.000967689j -0.00636569-0.00390157j 0.00511411+0.000725283j 0.0012853+0.000471576j -0.00163248-2.6434e-05j 0.000288142-0.00161881j 0.00452384+0.00161476j 0.0040181-0.000516566j -0.000384847+0.000642645j -0.00259387+0.0022205j 0.00326545+0.000407108j 0.0172612+0.00648125j 0.00115187+0.000556315j -0.00555052+0.00109501j 0.0183014+0.00730566j -0.00207839+0.00287675j 0.00137553-0.00191146j 0.000104972+0.0032804j -0.00212986+0.000343868j 0.00326887-0.000110246j -0.000248011-0.000811947j -0.00360283-5.15263e-05j -0.00259073-0.000588043j -0.00308035-0.00189332j 0.00134734-0.00237123j -0.00107481+0.00141855j -0.00435587-0.00022071j -0.00126568+0.000320531j 0.0130358+0.00796762j 0.00448264+0.000751395j -0.00852814-0.000898684j 0.00180281-0.00372897j -0.00459573-0.00353336j -0.00211518-0.00377583j 0.0342357+0.00471135j -0.0272985-0.0037573j -0.0163035-0.000614468j -0.0273753+0.00652438j -0.00540261-0.00146942j 0.0363527+0.00659635j -0.0586761-0.00936596j 0.0434782+0.0063129j -0.0729269-0.00602568j 0.044999+0.00222888j -0.0468656-0.00293352j 0.0111926-0.000974469j -0.0163009+0.00265067j 0.0148987-0.00198657j 0.0437334+0.00246336j -0.00599798+0.00297524j -0.0360072+0.00657924j -0.00021621-0.00493817j 0.0133148+0.00787543j 0.00799159-0.0154548j -0.0171971-0.00808793j -0.0850838-0.00662268j 0.0064243-7.43264e-05j -0.00300463+0.00647915j 0.00821815-0.00556879j -0.0267581-0.00294186j 0.00643561-0.000567501j 0.0171079-0.00108232j 0.005327-0.00092732j 0.0132722+3.95777e-15j -0.00298159-0.000503787j -0.0105729-0.00227414j -0.00803242+0.00401761j -0.00397577-0.00134353j -0.00453572-0.00144728j 
-0.000655134+0.000793269j 0.000589511+0.00206957j -0.000703508+0.00238399j 0.00356016+0.000468608j 0.000870718+0.000324254j 0.00218221+1.67979e-05j 0.00222037-0.000110457j -0.00281195+0.000752953j -0.00233407+0.000467816j 0.00177571-0.000570187j -0.000714399+0.000687863j -0.00761983-0.005037j -0.00155234-0.00461811j 0.00142997-0.00049086j -0.00574875+0.00368165j 0.00442001+0.00194124j -0.00217458+0.00195934j 0.00161746+0.00651908j 0.00150433+0.00127215j 0.00190367+0.000862106j -0.0012457+0.00610648j -0.00481265-0.000742397j -0.00124453+0.000150933j -0.00304166-0.00130986j -0.000107077-0.0047255j -0.00185965+0.000965887j 0.000608621-2.96688e-05j 0.00197021-0.00322379j -0.00733241+0.00549108j -0.00286125+0.00517652j 0.00266794+0.000468902j 0.000912213-0.000881573j 0.000883551+0.00102523j 0.000997958+0.00426102j -0.0177801-0.00103873j 0.0171459+0.00128328j 0.00381646+0.00362913j 0.0242574-0.0136776j 0.000239895+0.00853456j -0.0291374+0.00207131j 0.0319369-0.000591843j -0.0155627-0.000744567j 0.0298245+0.00720847j -0.0155439-0.00301092j 0.0151664-0.00541697j -0.00993213-3.25113e-05j 0.0127593-0.000184943j -0.00874084+0.000539103j -0.0346767+0.00128721j 0.00499238-0.00597536j 0.0310462-0.0154824j 0.0170897-0.00504698j -0.00361418-0.00711565j 0.0015966+0.00864921j 0.000214841+0.00505881j 0.0474545-0.00155773j -0.00650922-0.000764799j 0.00293574-0.00504826j -0.00800806+0.00323731j 0.0138792+0.000972872j -0.00588814-0.000257474j 0.0344368+0.000591978j 9.14071e-05+0.00113716j -0.00298159+0.000503787j 0.002581-7.60243e-16j -0.00181571+0.000997937j 0.00884174-0.00253951j 0.00358649+0.000745127j 0.0053491+0.000871958j 
0.00023207-0.000126857j -0.00490989+0.00050072j 0.00640104-0.00396312j 0.00638605-0.00231975j -0.00231105+0.00145424j -0.00434079-0.000106948j 0.00228015+0.000269554j 0.00505847-0.000699743j 0.00154924-0.000319495j 0.000501477-0.000547876j 0.00978625-0.00588079j 0.0038651+0.000795828j 0.00538681-0.000946314j -0.0143954+0.00539094j 0.00450319-0.00127644j -0.00205167-0.000334597j -0.0141573+0.00134876j -0.0086659+0.00140697j 0.00779431-0.00346429j -0.00449698+0.00118356j -0.0160673+0.00333672j -0.00397563+0.00146108j 0.00326022-0.000981338j -0.00366881+0.00147968j 0.00277219+0.000487328j 0.00219317+0.000124053j -0.0014206+0.00124978j 0.00470864+0.00101088j 0.00418914-0.000251562j 0.000261608-0.00501162j 0.00339498+0.00509954j 0.00287064-0.00490271j 0.000507294+0.00603285j -0.0106121-0.00407564j 0.0149353+0.00833908j 0.0202874-0.0156012j -0.0183837+0.00995935j 0.040681-0.000901882j -0.0325557+0.0107729j 0.0113055+0.00615571j -0.0234726+0.0104718j 0.0244872-0.0106084j -0.0682033+0.00724202j 0.0393786-0.00251873j 0.0008146+0.00211348j 0.00591504-0.00149291j -0.00829121+4.64394e-05j 0.0055065-0.00270415j 0.0155921-0.00676578j 0.023886-0.00198067j 0.0492387-0.00295843j 0.0307602-0.0117342j 0.0361933+0.00855773j -0.02523+0.000341843j -0.0285221+0.00639344j -0.0244986+0.00687748j 0.0212388+0.0035226j -0.00320754+0.00643006j 0.088739+0.00342491j -0.0289879+0.0093829j 0.254002+0.00853148j -0.0338373+0.000204354j 0.143852+0.000667954j -0.0105729+0.00227414j -0.00181571-0.000997937j 0.232231-3.6169e-16j -0.262447+0.00614215j -0.0554535-0.00636158j -0.101294-0.00412292j 
-0.00539765+0.000297087j -0.0145869+0.0028546j -0.00336329-0.00189518j -0.0038822-0.000635918j -0.00173267+0.00134369j -0.00218957-2.13376e-05j 0.00264358+0.000362958j -0.00265774-0.000114378j 0.00102545-8.29409e-05j 0.00441276-0.000175769j -0.0111835-0.00392772j 0.0289173-0.00494431j 0.00373766-0.00362805j 0.00926134+0.000333334j 0.0147492+0.000290074j -0.00359444-0.00255617j 0.00661007+0.00256047j -0.00586114-0.00138097j -0.0130142-0.00233063j 0.000183923+0.000932555j -0.0038967+0.00088887j 0.00373122+7.39479e-05j -0.00405531-0.000459977j 0.00316282+0.000886964j 0.0088067+0.00163569j -0.00046837+0.00147852j -0.00123156-0.000151377j 0.00373326+0.00107337j 0.00589082+0.000608408j -0.0102069-0.00147259j -0.00787351+0.00217696j -0.00517883-0.00102964j -0.00923595+0.000979163j -0.0126463-0.000141257j 0.0108231-0.00136835j -0.0284087-0.0128191j -0.0353936-0.0016172j 0.0069973-0.0049194j -0.0289598+0.00381288j -0.0134321+0.000311078j -0.0128409+0.00742631j 0.0170881-0.00633461j -0.0189625+0.00438831j -0.00124696-0.00373742j -0.00943077-0.00235016j 0.01276+0.0016354j -0.0211789-0.00474734j 0.0211049+0.0025333j 0.00728836-0.00289446j 0.011693-0.00102896j 0.0207229-0.00177107j 0.0230287-0.00525852j -0.00759822+0.00457935j -0.0191601+0.000213904j -0.0167663+0.00446482j 0.00198824+0.00524219j 0.00446968+0.00849212j 0.00705944+0.0108899j -0.0943098-0.00116806j 0.029872-0.00660577j -0.264347-0.0145997j 0.037332+0.00174691j -0.168259-0.00460502j -0.00803242-0.00401761j 0.00884174+0.00253951j -0.262447-0.00614215j 0.292853-6.76542e-17j 0.0507066+0.00660139j 0.0817442+0.00149946j 
