0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.0241034-0.0226451j 0.0225695+0.00998381j -0.0340781+0.00917195j -0.0113184+0.0330231j 0.0832848+0.0200769j -0.11373+0.0429005j -0.0203375-0.0657727j -0.0846545-0.12935j -0.0425016+0.0511234j 0.0297872-0.0217453j 0.0164772+0.0224122j 0.0297941+0.0247675j 0.0369984-0.0323425j -0.0113335-0.070215j -0.000705735-0.0759421j 0.0491506+0.0410305j -0.0366808+0.017912j 0.00780991-0.00142297j 0.0440745-0.0825623j 0.0116102+0.110796j 0.0526581+0.0436493j -0.00505426-0.0682984j -0.0738132-0.0624786j -0.0426877+0.0421678j -0.084782-0.111597j -0.0332088+0.104j -0.0581265+0.0799801j -0.0146509-0.00762717j -0.0193028+0.0910648j -0.0041127+0.0145213j -0.104898-0.154856j -0.0922479-0.0397523j -0.11114+0.0187657j 0.0147279-0.036454j 0.0572055+0.00872955j -0.044943-0.0577912j -0.0444678+0.0297608j 0.00354615+0.0177536j 0.0189254+0.0204887j -0.0371977-0.0315429j 0.00887661-0.00102359j -0.01174-0.0215213j 0.0346139-0.0306913j 0.0251246+0.0433917j 0.0597625-0.0070043j -0.0326969-0.0538552j -0.0577488+0.0133809j 0.107587-0.0179534j -0.0496071+0.00748198j -0.0200878+0.0163379j -0.0374555+0.00750327j 0.0808299-0.044859j 0.0232482+0.0845381j 0.0106928+0.0108556j 0.0180262-0.00167971j 0.0634315-0.0210957j 0.102087+0.0466657j 0.101919-3.40006e-16j 0.03579+0.00830985j -0.00244567+0.0523569j 0.0299496+0.0258112j 0.0296136+0.0452485j -0.021969-0.00400781j -0.0554274-0.0244223j 0.00718379+0.015191j -0.0187954+0.0270759j -0.0237633+0.0477966j 0.0341432+0.0517208j -0.0441717-0.0142873j 0.0355499-0.0198536j -0.0193628-0.0934173j -0.0241884+0.0693403j -0.0201268-0.0588768j 0.00398422+0.0568798j 0.0175556+0.078407j 0.0385395-0.0233117j 0.0335006+0.0396634j -0.0117786-0.0891339j 0.0450243-0.0553456j -0.0111265+0.0904556j 0.00823813+0.00404587j -0.0743661+0.0494759j -0.0922645+0.0834127j 0.0498068+0.0236252j 0.0745779+0.0226931j -0.035569-0.0435189j 0.0140391+0.00363073j -0.0669697-0.0980182j 0.00914794-0.0664897j 0.0537186+0.00622996j -0.0177905-0.0310264j 0.0507873+0.070574j 
0.0495437-0.0841293j -0.0714183-0.00788211j -0.0241244+0.0124806j -0.0112234+0.0132232j -0.114193-0.000373672j -0.0904196+0.0293334j 0.0812494+0.0193347j -0.0578174-0.0147808j -0.0542029+0.154053j 0.0788502+0.0480108j 0.0277483-0.022587j -0.0324934+0.00981606j 0.0144168-0.00801413j -0.00375426+0.0125634j 0.00419158-0.0164715j -0.0493929-0.00227685j -0.0181192-0.0343929j -0.0381215-0.0058817j -0.0519948-0.0705085j -0.0923805-0.0269267j 0.0426629-0.0474649j 0.107848-0.0466523j 0.034528+0.0263241j -0.0281227-0.0505154j 0.00478343-0.113789j -0.102544-0.075793j 0.0670842-0.0156031j 0.074488-0.0372645j -0.0431401+0.016393j 0.0242964-0.0271061j -0.124428-0.0539162j -0.0134757-0.0494211j -0.0244874-0.0546642j 0.00544464+0.0157872j 0.0299854-0.0321357j 0.0946314-0.0447416j -0.0134382-0.0421181j -0.0293303-0.0191136j 0.0258612+0.0334239j -0.0274682-0.0414107j 0.034824-0.0181209j -0.00483817-0.0173816j -0.00706343-0.0159762j -0.0164625-0.034775j -0.0136144+0.0727269j 0.00387008-0.0426221j -0.00604893+0.00641761j -0.0493229-0.0349274j -0.0272844-0.102603j -0.00604019+0.0295799j 0.0136558+0.0368566j -0.00324824+0.0152365j -0.0487624-0.0319225j -0.0120214+0.00213019j 0.031876-0.0796552j -0.0129206-0.0215231j -0.0252548+0.00854905j 0.03579-0.00830985j -0.0867744-4.48426e-16j -0.0078553+0.0569997j 0.00509182+0.0188305j 0.0896818+0.0476163j 0.056289+0.0188546j -0.0815975-0.00759777j -0.0304084-0.00778215j 0.074805+0.0649577j -0.0152965-0.0349142j 0.026664+0.0304209j -0.0263473+0.00331097j -0.0692153-0.0339622j 0.0217473+0.0666192j -0.00795654-0.0406927j 0.0444785+0.0237228j 0.0087519-0.00779995j -0.0129699-0.0241281j -0.0410213+0.070851j 0.0227429+0.0231127j 0.026696+0.00883854j -0.0242936-0.0127817j -0.0310142-0.010669j 0.102348+0.0257428j 0.104325-0.0704968j 0.0472468-0.0611889j -0.0641193-0.118181j 0.00660138-0.0685568j -0.00311856-0.0550295j -0.0181178+0.0446516j 0.00213117+0.0209138j 0.00855963+0.0594818j -0.0536691+0.0340065j 0.0423381+0.0317721j 0.0088155+0.0776075j 
0.0094488-0.0693402j -0.0660294+0.0234863j -0.0078456+0.0161415j -0.00339245+0.00761075j -0.0640616+0.0519107j 0.112065+0.0521941j 0.0488665+0.0180508j 0.0297107+0.062463j -0.0101111-0.052453j 0.0178042+0.0507306j -0.0117507+0.00719103j 0.0433612-0.0124644j 0.0011161+0.00726468j 0.0106006+0.0343423j 0.0198137-0.0745351j 0.00769495+0.00283121j -0.0257223+0.0117728j 0.0197858+0.0290087j 0.0166864-0.0418129j 0.112648-0.0188605j -0.041737+0.0463123j 0.0725455-0.0124918j 0.00390843+0.0336194j -0.026252-0.0183507j 0.0153671+0.0212012j 0.0325695-0.000605159j 0.0014999-0.0532634j 0.0354386-0.0596044j 0.0458573-0.0524869j -0.0706788-0.0202917j 0.00235311-0.00527161j 0.00557249+0.020691j -0.0334262-0.00905168j -0.0188425-0.0121024j -0.0344603+0.0059172j -0.0110886-0.0273169j -0.0545902+0.000665694j -0.0600998+0.02818j 0.0116196+0.0323224j -0.00176984+0.0226728j 0.0609429-0.010347j -0.0120496+0.0476523j 0.0286001-0.0117031j -0.0284061-0.0376121j 0.106572-0.0610292j 0.0173318+0.0191319j -0.0459753+0.0778754j 0.0730972-0.00924489j 0.0277426-0.0664783j -0.0335811-0.0499552j -0.0242854-0.0117156j 0.0432383-0.067435j 0.000179351+0.0233947j 0.048012-0.0252439j 0.0903552-0.0262941j -0.0638968-0.0223895j 0.130219+0.0104853j -0.00244567-0.0523569j -0.0078553-0.0569997j -0.0526773+8.32667e-17j 0.135825-0.0169823j -0.00315194+0.0606476j -0.00212758+0.0272057j -0.0158721-0.00182368j -0.0178454+0.0686687j -0.00353405-0.0209139j 0.00362609-0.0611466j -0.0205296+0.00546331j -0.0399082-0.0303438j -0.0913638-0.0306869j 0.098837+0.0276414j -0.027695-0.0375625j 0.022276-0.0501057j 0.0110348+0.0842154j -0.0715288+0.0386708j -0.0238709+0.118398j 0.0355724+0.0349672j -0.00152764-0.117228j -0.00678481+0.0539258j -0.117957+0.00423807j -0.00653595-0.08691j -0.0369617-0.0138632j 0.0955121-0.100184j 0.0317976-0.00413698j -0.0960261+0.120264j 0.0434317+0.128485j 0.0212258+0.0473968j -0.0470992-0.0442826j 0.0791569-0.043552j 0.0770828-0.043533j 0.0489912+0.139295j -0.0063078-0.046252j 
-0.0022978+0.0846419j 0.0653321-0.0217273j -0.0128058-0.0233698j -0.00991585-0.0172659j 0.109389-0.0812041j -0.119287-0.0369746j -0.0597173-0.0562845j 0.0393598-0.0349158j 0.0215406+0.0625167j 0.0252995-0.0468306j 0.00614214+0.0240206j 0.00479734+0.00320685j 0.0516921-0.0151469j -0.00533987-0.0595143j -0.0926167+0.115225j -0.00023965-0.0550599j -0.00749793+0.0399259j -0.0219956+0.0641332j -0.0668886+0.035206j -0.0264322+0.0134365j 0.00350663-0.0645085j -0.0390769-0.0587563j 0.106223-0.0425145j -0.0592105+0.066909j 0.0140757-0.0434009j 0.00695961-0.059101j 0.0164455+0.0393354j 0.0225927+0.0024252j -0.0232271-0.00329245j 0.0627042-0.0898815j 0.0546547-0.0275819j 0.0056102-0.0277282j -0.0514095-0.011901j 0.0319664+0.0399609j 0.00691789-0.0233272j 0.076038+0.0372842j 0.00544357-0.0432527j -0.00877914-0.0039442j 4.6266e-05-0.0148451j 0.0311683+0.0308032j 0.00422138+0.0176539j 0.0344507+0.0074099j -0.071852-0.00440059j 0.0199114+0.0127491j 0.00559011+0.0344383j 0.00524575-0.00158779j -0.0574565+0.0147321j -0.0746755+0.0353533j -0.0515308-0.0112761j -0.00811957-0.0751502j -0.0062345+0.00832848j -0.0441922+0.0490553j 0.0839235+0.0762607j 0.105627-0.000745034j 0.0448976-0.0719268j -0.0413275+0.0209621j -0.0472173-0.05353j 0.0299496-0.0258112j 0.00509182-0.0188305j 0.135825+0.0169823j -0.070032-1.66533e-16j -0.0100203-0.0958769j -0.0143588-0.0614687j 0.0489182+0.0119449j -0.00406581-0.00225926j 0.0132737-0.0232377j -0.0302432+0.00654548j 0.0130947+0.00436637j 0.0362126-0.0441066j -0.0189885-0.0305369j -0.0228421-0.0233881j -0.00289266+0.00245615j -0.0392771-0.0638505j 0.0411004+0.0219544j -0.0584842-0.00991231j 0.00823452-0.0357277j -0.00868635-0.0273215j -0.0459476-0.0851614j -0.099573-0.077236j -0.0163633-0.044473j 0.0736441-0.0593067j -0.0145583+0.0505362j 0.0529418+0.0244212j -0.0223442+0.022705j 0.0564187-0.0392729j 0.0155195+0.0157177j 0.0311182+0.00726819j 0.0390457-0.00317999j 0.0844588-0.00101474j -0.0353324-0.014103j 0.113544+0.013257j 0.0838305-0.0721231j 
-0.00247241-0.0390097j 0.0215929+0.00854158j -0.0315097+0.0231229j -0.0372624-0.0122518j -0.0112945+0.0294245j 0.0699657+0.017576j 0.023394-0.0232886j 0.0101631-0.000125458j -0.0279022-0.0516421j 0.0179755-0.025204j 0.00726283+0.0415822j 0.0463622+0.00324801j 0.0165771-0.0226121j -0.0258882-0.013651j -0.0242213+0.00721841j 0.0153883+0.00901545j 0.0123876+0.043978j -0.0108449+0.0157011j 0.0249068+0.041104j 0.0423482+0.023885j 0.00559718-0.0168216j 0.024334-0.00410549j -0.0460473-0.00348854j 0.0410295-0.0238785j -0.00983892+0.0682123j 0.0190235-0.0261973j -0.0130699+0.036306j 0.0134987+0.0237467j -0.0084058+0.0331425j 0.0270855+0.000161491j -0.0594743-0.00641731j -0.00187148-0.0213629j 0.0456036-0.0641649j -0.00558992+0.0304982j -0.0302102-0.0367645j 0.0213987+0.0244562j 0.0473586-0.0290943j 0.0445034-0.00693779j 0.0228898-0.00561109j -0.00308546+0.0253532j -0.0314654-0.00867326j -0.0720665-0.0271431j -0.0270618-0.0208376j -0.00744496-0.0138853j 0.0828125+0.014074j -0.0366365-0.0161343j -0.00743944-0.0367425j -0.0149782+0.0243938j -0.00970184-0.102691j 0.114118-0.0315728j -0.0602961-0.0267108j -0.00790438+0.0337675j 0.0325842-0.00888152j -0.0222509+0.0471897j 0.0171798-0.0283085j -0.0737627-0.0275239j -0.00365907+0.0230244j 0.0296136-0.0452485j 0.0896818-0.0476163j -0.00315194-0.0606476j -0.0100203+0.0958769j -0.0780228-1.47105e-15j -0.0616139+0.0764316j -0.0317651-0.0289061j 0.109972-0.00717311j -0.0946491-0.0425421j -0.0953253-0.0946321j -0.0586832+0.0221968j 0.0244303-0.0935689j 0.0807517+0.0390626j -0.153814+0.0295356j -0.0341552-0.0558626j 0.120067+0.0530649j -0.0724209-0.120906j 0.0682205-0.063867j 0.0176978+0.098541j -0.0746107+0.0379542j -0.0229358-0.150322j 0.0501104-0.0528079j -0.0382572-0.107055j 0.0582782-0.113914j -0.0629938+0.00980705j 0.0700196+0.112633j 0.0440044+0.0205985j 0.00567685-0.0956553j -0.14598-0.0244211j -0.0348364+0.182888j -0.000147176-0.0628045j -0.0724588+0.101361j 0.0170784+0.103587j -0.152602-0.0077032j 0.0301873+0.0342118j 
0.00579111-0.0241679j -0.0118916-0.00390358j -0.00538757-0.00100355j -0.00115005-0.017441j -0.0305484-0.00799564j 0.0215812+0.00436706j 0.0238008+0.00861198j -0.019227+0.0230872j 0.0212811+0.00314525j 0.0262876+0.0201185j -0.0213064+0.0125441j 0.0502093+0.00319374j 0.0636775-0.0034313j -0.00452414-0.00380915j 0.0195012-0.00433333j -0.0264657+0.00605073j -0.0443974+0.00500762j -0.0299181+0.00589234j -0.0369678-0.00260182j -0.000833521+0.0099838j -0.00187854+0.00982202j 0.0103086-0.0308067j -0.037817-0.0066572j 0.00156736-0.0349732j 0.0314631+0.0165015j -0.0149296-0.0551761j -0.0136813+0.0396635j 0.010568-0.0244156j -0.0761738-0.0270586j 0.00660595-0.0416418j -0.0174342+0.0513758j -0.00694186-0.00408076j 0.0326859-0.047417j 0.0122469+0.0524917j -0.0052817+0.0118563j -0.0340043-0.0208838j -0.0156299-0.00728908j -0.036925+0.0114117j 0.0662939-0.0374031j -0.0213373+0.0197176j -0.0190626-0.0219115j -0.00705474-0.000763794j -0.00394058-0.0417325j -0.0105402+0.0594405j 0.00339997+0.0898575j -0.00430831-0.0431522j -0.0103682+0.00139272j -0.0358798+0.0167327j -0.0338693-0.0706375j 0.0275277-0.00308378j -0.0352494+0.0136997j -0.0788283+0.0339971j 0.0369535+0.0507432j -0.0111582+0.0506191j 0.0112125-0.00829093j 0.0309827-0.00886407j 0.00268422+0.0428911j -0.021969+0.00400781j 0.056289-0.0188546j -0.00212758-0.0272057j -0.0143588+0.0614687j -0.0616139-0.0764316j -0.107798-1.91513e-15j -0.0394836+0.0608662j -0.0779512-0.0352885j 0.0454579+0.0920471j 0.0776971+0.0461982j 0.0213841-0.0683529j -0.00219134-0.130447j 0.0150238-0.044125j -0.053969-0.00552472j -0.0456772-0.0909753j 0.0346645+0.0689897j 0.00831683+0.0568398j 0.0913856-0.0144476j -0.0159359-0.0591184j 0.024059+0.0459357j -0.0520292-0.0280124j -0.0942292-0.076095j 0.0292286+0.0321617j -0.0218477+0.0136496j -0.0648811+0.0629233j 0.0379525+0.0215099j 0.0947658+0.0462194j -0.128553-0.0147477j 0.0314302-0.0922222j 0.0871314-0.223226j -0.0779555+0.253024j -0.0844059-0.0291838j -0.11442-0.023166j -0.0906601-0.0309201j -0.0305849+0.0242105j 
-0.0236932+0.0131369j 0.00306192+0.0100845j 0.0087552-0.0170524j -0.00689335-0.0300661j -0.0191131-0.0431909j -0.0101342+0.0638229j 0.011601+0.00300887j -0.00485597+0.028985j 0.00488868-0.0533275j 0.0202827+0.0143049j 0.0111493+0.0319916j 0.0213215+0.0216248j -0.00296942+0.00434682j -0.0293413-0.0370939j -0.0281633+0.0045277j 0.0110266-0.0162703j 0.00630948+0.0204891j 0.0411313-0.0737428j -0.0136988+0.0127289j 0.0414758+0.000478569j 0.0287163-0.0501333j 0.0137105+0.0738002j 0.0560041-0.0273276j 0.0130256-0.0485352j -0.0059776-0.0192001j -0.0740077-0.00797607j 0.047377-0.077637j 0.0204959+0.0605282j -0.00932675-0.0177336j 0.011252-0.0425082j 0.0128307+0.0898013j -0.00726444-0.0634216j 0.0712001+0.0130941j 0.00465932+0.0476864j 0.0126262-0.061565j 0.0546676+0.0632749j 0.0430193+0.0547489j 0.0412273+0.0251335j -0.00307763-0.0589157j -0.00676283+0.0376892j -0.00651416-0.0103094j -0.00987452-0.102686j -0.0313266-0.0240102j 0.0182768-0.0169546j 0.0479912+0.00285785j -0.0622322-0.0550771j 0.0500313+0.0394677j -0.00108898-0.0488574j 0.016788-0.0290752j -0.0817565+0.0284194j 0.00828654-0.136216j -0.0640127-0.0425j 0.0569245+0.0386956j -0.0402743+0.0204383j -0.0325906+0.0331788j 0.0566261-0.0842571j -0.00102681+0.0724544j -0.0554274+0.0244223j -0.0815975+0.00759777j -0.0158721+0.00182368j 0.0489182-0.0119449j -0.0317651+0.0289061j -0.0394836-0.0608662j 0.0274302+1.83187e-15j 0.0133315-0.0355852j -0.0980369-0.0885688j -0.0201834+0.0263841j -0.0779363-0.028347j -0.0692674-0.00683156j -0.0167945-0.0127222j 0.00170724-0.0403726j -0.0302115+0.0382678j 0.0410955-0.00312079j -0.0760149+0.02418j 0.0643108+0.0206338j 0.00788194+0.0104265j 0.193848+0.0483893j 0.0122044-0.132139j -0.0162477+0.0652945j -0.0667737-0.0794884j -0.0142329+0.114067j 0.138782+0.0352827j -0.0714854-0.0178317j -0.0153216-0.12414j -0.0198626-0.00312899j -0.0931954+0.0658773j 0.030701-0.00995572j -0.00450069-0.0905443j 0.0662713-0.123437j 0.0441277+0.0437512j -0.0501458-0.0377357j 0.0548312+0.0486412j 
0.000215293-0.00339729j -0.0216+0.000756504j 0.0391953+0.0173552j -0.0113006-0.00139536j -7.43898e-05+0.0398615j -0.00539911+0.0362046j 0.0438439+0.0396893j -0.021237+0.0360957j 0.00929228-0.0184188j 0.034339+0.0222506j 0.000107293+0.0154703j 0.0499056+0.00496104j 0.0620118-0.00138063j -0.0275294-0.00649527j 0.0514397-0.024258j -0.0535125+0.0243095j -0.00952542-0.00887757j -0.0623676+0.0663445j -0.0187737-0.0485165j -0.00462288+0.0265903j -0.0120672+0.0166545j 0.00547672+0.0347955j 0.00624559-0.0288741j 0.00121346+0.0500044j -0.00184697-0.0402425j -0.00261937-0.0347288j -0.0120112+0.0977716j -0.0289543-0.0765221j -0.000682615-0.0505687j -0.0394122-0.0677723j 0.0256929+0.063494j -0.0322189-0.00577376j -0.00868236-0.0209055j 0.00433949+0.081475j 0.00229124-0.00775585j -0.0752688+0.055666j 0.00524071-0.00178743j 0.0113537-0.00584944j -0.0223364-0.102797j -0.00691393+0.0912006j -0.0167731+0.000573706j -0.0299621-0.0181458j 0.0502471-0.12418j 0.0282424+0.0194874j -0.0251171+0.0116152j 0.0524251-0.0522623j -0.0246594-0.0032331j -0.00632111+0.0450314j -0.03153-0.127128j -0.0154432-0.0103547j -0.0793699-0.0265625j 0.00571092-0.0645731j -0.0366629-0.0861069j 0.00717664-0.0268708j 0.106055-0.0197407j 0.0234982+0.0163651j 0.0231652-0.00133519j 0.00718379-0.015191j -0.0304084+0.00778215j -0.0178454-0.0686687j -0.00406581+0.00225926j 0.109972+0.00717311j -0.0779512+0.0352885j 0.0133315+0.0355852j 0.092322+5.27356e-16j -0.0455888+0.0698841j -0.0185157-0.116792j 0.0139794-0.0287292j 0.0726871+0.0776247j -0.00340015+0.0188313j -0.0088057-0.0326391j -0.0947162-0.0302837j -0.102657+0.0570147j 0.0483108+0.00130176j -0.0965934+0.00624897j -0.0195848+0.10457j -0.0836861-0.0212382j -0.0481288-0.0383317j -0.0427572+0.0502129j -0.027666+0.0144383j 0.0438195+0.063025j 0.00488649+0.0807781j -0.0409161-0.0129471j -0.0169056+0.0663655j 0.0536169+0.0592564j 0.100833-0.0208224j -0.0214917-0.0427325j 0.0999454-0.0314689j -0.0187037+0.0979681j 0.0676158+0.0486312j 0.0362884+0.0219832j -0.00120734-0.0439017j 
-0.0101666-0.0212511j -0.0184859+0.00965599j 0.0113231-0.00646476j 0.00543624-0.00942946j 0.00108952+0.0225487j -0.00951102+0.00874705j -0.0421134+0.00158297j 0.00125159-0.0106368j 0.0466894-0.0224588j 0.0145842+0.0218808j 0.0167702+0.00558423j 0.0211168-0.011803j 0.013568-0.00899524j -0.0128911+0.0249885j -0.0486919-0.0535577j 0.0249971+0.0366162j 0.0432693+0.0254698j 0.0173957-0.0522584j 0.0327179+0.0338865j -0.00493707-0.100203j 0.0289285+0.0867616j -0.0662035+0.00355476j -0.0308934+0.0321225j -0.0490189-0.00924158j -0.0442816-0.00450556j 0.0561637-0.0119593j 0.0282524-0.081299j 0.0220384-0.00713467j 0.0248366+0.0100209j 0.0484372-0.00234537j 0.0916498-0.0358476j 0.0566415-0.00521651j -0.127005-0.0437061j 0.0105505-0.0161823j 0.0489205-0.00145045j 0.0832887-0.00953725j -0.022231-0.0240069j -0.0397063-0.0145337j -0.0777788-0.0159817j 0.0340711+0.0183024j 0.0221905+0.022584j 0.0974016-0.0273681j 0.00400597-0.0376549j 0.0330987-0.0228528j -0.0354275-0.0164101j 0.0559705-0.0835422j -0.0689107-0.110517j 0.0217111-0.0154952j -0.0781101+0.0160017j -0.100376-0.0709193j 0.0570852-0.0889486j -0.0281137-0.0495253j 0.0759454+0.0397285j -0.0307928-0.0125875j -0.0412902+0.105914j 0.0951007+0.0467678j 0.0163829-0.0154521j -0.0187954-0.0270759j 0.074805-0.0649577j -0.00353405+0.0209139j 0.0132737+0.0232377j -0.0946491+0.0425421j 0.0454579-0.0920471j -0.0980369+0.0885688j -0.0455888-0.0698841j 0.0936575-5.90847e-15j -0.0302354+0.0268369j 0.000708159+0.0341865j 0.0165338+0.0907053j -0.00112728-0.00132593j 0.0316997+0.0254137j 0.0264148+0.098299j -0.00906321+0.00342007j -0.062405+0.0260949j 0.0407164+0.0167294j -0.115838-0.0157124j -0.038925-0.0313505j -0.0239996-0.0321893j -0.0283865+0.082318j 0.0241669-0.0796118j 0.0400609+0.149874j -0.0953312+0.0546502j 0.030086-0.000384537j 0.121565+0.0832054j 0.0182316-0.106311j -0.0429461+0.0420601j -0.00329541+0.0465116j 0.000916317-0.0381527j 0.145106+0.117838j -0.0555088-0.0191818j -0.033442-0.0232014j -0.0910652+0.0439857j 
0.0219996-0.0117096j -0.00199634+0.000308887j 0.0345932-0.0120919j 0.00226366-0.0330333j 0.00254214-0.00643469j -0.00330272-0.00205988j -0.0349446-0.0489867j -0.0432323-0.0224281j -0.0320374+0.0473894j -0.061402-0.0214512j -0.0381177-0.00748j -0.00245054-0.0383746j 0.0102487-0.0191485j -0.0151157+0.0417298j -0.0176789+0.0106149j 0.0296864+0.0399202j -0.0628421-0.0515859j -0.0454787-0.0117022j -0.0365998-0.0345243j 0.0343281-0.0124734j 0.00107682+0.00159148j 0.00537498-0.0175006j -0.0392355+0.00224551j -0.00310896-0.00781564j 0.0156587-0.0162578j -0.0517796+0.031078j 0.0174173-0.038607j 0.0584569+0.00178613j -0.0682618+0.0064907j 0.00346737-0.0390815j 0.0720484-0.014042j -0.00373477+0.0239114j -0.0200148+0.0604567j -0.0265768+0.0513322j 0.020839+0.0687112j 0.041588-0.0641831j -0.0450098-0.0372058j 0.0389418-0.0249576j 0.00863222-0.00947566j 0.0200368+0.00443692j -0.0233981+0.0188019j 0.00201873+0.0664251j -0.0196597-0.0279896j 0.0523664+0.0658605j 0.0591243+0.0520719j -0.0169183-0.112869j -0.0596819-0.0373208j -0.0106764+0.0116586j -0.0149425-0.0642586j -0.048981+0.0253123j -0.0560786-0.011488j -0.100212-0.0677732j -0.0845264+0.0505107j -0.0330125+0.0323265j -0.0135765-0.00369413j 0.00614131-0.0428673j 0.0110401+0.0239536j -0.0237633-0.0477966j -0.0152965+0.0349142j 0.00362609+0.0611466j -0.0302432-0.00654548j -0.0953253+0.0946321j 0.0776971-0.0461982j -0.0201834-0.0263841j -0.0185157+0.116792j -0.0302354-0.0268369j 0.197322-2.08722e-14j 0.0331704+0.0314122j -0.0128367+0.036018j 0.013427-0.00580942j 0.013721-0.00597762j -0.147107-0.241246j -0.084532-0.100897j -0.0945823+0.0818281j 0.00534714+0.0693041j -0.0412416-0.0560521j -0.0226838-0.0718619j 0.0273155+0.177082j 0.0495715+0.00489387j 0.0124285+0.0177923j -0.0475515+0.0264096j -0.0491516-0.0122805j 0.02161+0.00254312j -0.0207004-0.0164387j 0.0405239-0.0190654j -0.0587665+0.0256624j -0.038132+0.0253075j 0.00225046-0.0616353j 0.00662339+0.0199908j 0.0163864+0.00810716j -0.00122465+4.974e-05j -0.000261574+0.00227623j 
