0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
-0.00149464+0.000625356j 0.00968313-0.00122915j 0.00831805+0.00557501j -0.0031437+0.00204995j 0.0259498-0.00476314j 0.00201441+0.010459j -0.0310863+0.00363926j 0.0107147-0.00292091j 0.0126043+0.0105728j -0.00574009+0.0233901j 0.00144415+0.0050206j -0.0110628-0.0184292j 0.00349233-0.0121634j 0.0248337+0.00274925j -0.0396151+0.0326983j 0.0174227-0.0243147j 0.00270428+0.0445998j 0.0131811+0.0226001j -0.00374513-0.0221188j 0.0164834+0.0109325j -0.0329264+0.0598061j -0.00407008+0.0234363j -0.00233678+0.0323244j 0.0114773-0.00845589j 0.0220023-0.0249093j 0.0164934+0.00487526j -0.0172697+0.0143652j -0.00350345-0.00770941j -0.0114264+0.0201623j 0.00499644-0.0481679j -0.00619737-0.0149229j 0.0219744-0.024766j -0.0465645-0.0212235j -0.0626531+0.0469055j -0.021325-0.0316831j 0.0769158-0.136147j -0.00212563+0.0293899j 0.116835-0.0127414j -0.113071+0.0800127j -0.0136525+0.0288549j -0.0835103+0.0540881j -0.0366708+0.0335145j 0.0379068-0.0265902j -0.00050619-0.0827042j -0.0490832-0.0377897j 0.0914422+0.0204969j 0.0266095+0.0316118j -0.00923439-0.00555788j 0.0155187+0.091357j -0.0429195-0.0939327j 0.0458291-0.00708561j -0.0715552-0.00331441j -0.0203544+0.0194366j -0.0115434-0.00115664j 0.058267-0.0962857j -0.0197027-0.0342359j 0.0454718+0.0204075j 0.0747226-0.0018533j 0.0524853-0.106158j -0.0128722+0.0418376j -0.0221031+0.00939429j 0.0279652+0.0105564j -0.00533473+0.0517077j 0.0125549+0.0498551j -0.0533628+0.00199409j 0.00275695-0.0200599j 0.051967-0.0605044j -0.0200162-0.00248101j -0.0354521-0.0272875j 0.0463614+0.0285218j -0.0252027+0.0211267j -0.0172988-0.0281843j 0.0528247+0.0161631j -0.0167293-0.00991624j 0.0198283-0.025426j -5.06068e-06+0.00476869j -0.0223321+0.0201691j -0.00931151+0.0139323j -0.0191833+0.0218766j 0.0221892-0.00235213j 0.0525368+0.0123501j 0.029428+0.00846886j 0.0289146-0.00583914j -0.0103222+0.0132136j -0.00616176+0.00487176j -0.0123486-0.00703625j -0.00385772+0.000805936j -0.0297887+0.00711779j 0.0182149-0.00285366j -0.00944246+0.00185j -0.0115412+0.00178072j -0.00377486-0.00172073j 
0.00751376-0.00572582j 0.000779495-0.00133303j 0.0159483+0.00308643j 0.0010568-0.000410285j -0.0297063-0.013202j 0.0240643-0.00731258j -0.0106453-0.0004007j -0.0107715+0.00979781j -0.00692698-0.00352533j -0.00282466+0.0216532j -0.0280062-0.0136725j -0.0182788-0.0266338j 0.0198462+0.00603586j -0.0100895+0.015374j -0.0595944-0.0244093j 0.028017+0.00566396j 0.0193909+0.031273j 0.0210578+0.00844545j 0.0186885-0.027693j 0.0337202+0.0120052j -0.038081+0.0267944j 0.00894581+0.0330071j 0.0497417+0.0216022j -0.0261752+0.0232435j 0.0486663+0.0324646j -0.00338273-0.00444161j -0.0492076+0.0751846j 0.0611077+0.020408j -0.0271177+0.0435685j 0.03185-0.0247626j -0.0142395-0.000611831j 0.0594396-0.0511733j 0.00548859+0.0175524j -0.0511418-0.0395448j -0.0258751+0.0130011j 0.029415+0.0146091j 0.04994+0.0471341j -0.0125407-0.0208312j 0.0123652-0.00649845j 0.0279976-0.0510541j -0.0222167+0.00724382j -0.0200468+0.0633367j -0.0208302-0.0352433j -0.0645318+0.059153j 0.0425552+0.0422321j 0.0145923+0.0146962j 0.00227933-0.00433488j -0.00696504+0.0769546j 0.0582142+0.0353819j 0.00778315-0.095147j -0.038489+0.0431767j -0.0150491-0.169937j -0.0466499-0.0431661j 0.0295441-0.0932534j 0.00671475-0.0573465j -0.020232+0.00938482j -0.0211321+0.178962j 0.00593595+0.113298j 0.0564061-0.0464884j 0.00239004-0.0440972j -0.0409129+0.0131334j 0.0134102+0.0406795j 0.00656474+0.0438433j 0.0275463+0.06032j -0.0178071+0.0632945j 0.0514313+0.027877j 0.000132055-0.00405453j -0.0563263+0.0273497j -0.0335705+0.0342839j 0.0206999+0.0649476j -0.000211288-0.0187697j 0.0181423+0.00874354j -0.0138647+0.0382997j -0.021198+0.00852465j 0.00852043-0.0255871j 0.0602072+0.0115193j 0.0158667+0.0330802j 0.00460736-0.00124198j 0.00338885+0.0354237j 0.0172008-0.0334562j 0.0156813+0.0278213j 0.030881-1.04023e-05j 0.0144918+0.0101579j -0.00439506-0.00578986j -0.0135053-0.0085122j -0.0388267-0.0104045j -0.000787882-0.00935321j 0.0128568+0.00320894j 0.00257707-0.000593773j 0.00509475-0.0109177j -0.00101532+0.00491019j -0.00384953+0.00172973j 
0.00304542+0.00401553j 0.00245094-0.00167367j 0.0178837+0.0139078j 0.0132179-0.00370448j 0.0199572-0.00103831j 0.00889611-0.00913268j 0.00549521+0.0137197j 0.0193054-0.0356806j 0.0249587+0.00300529j -0.0160324+0.00178441j -0.0195442-0.0104107j -0.00732146+0.0168793j 0.0358408+0.0010606j -0.00587009+0.0236728j -0.00148448+0.0126653j 0.0335363+0.00971198j 0.0121395-0.0611113j -0.0903501+0.0622107j -0.00714726-0.00241278j -0.0351367+0.00312628j -0.0587672-0.0164003j 0.0961943-0.120324j -0.0190273-0.0232827j -0.0679336+0.0300924j 0.0409583+0.0427762j 0.00222646-0.00852713j 0.0178053-0.108257j 0.029008-0.0386054j -0.046129+0.0517103j 0.0140162+0.00558652j 0.0259969-0.0744458j 0.0127723+0.10429j 0.0543711-0.0208479j 0.00540123+0.0624011j -0.0154021-0.0927863j -0.00946143+0.0706534j 0.0826769-0.0980413j -0.0693695+0.0639417j -0.0956389+0.0617813j -0.0275055-0.0193409j 0.0282036-0.0790057j -0.0360369-0.0477915j 0.0227222-0.02144j 0.06419-0.000906727j 0.0954338+0.0720742j -0.0125027+0.122491j 0.00916766+0.0139411j -0.00670936+0.0128882j -0.0189882-0.0638143j -0.04289-0.0528671j -0.0768086-0.0214186j -0.0052043+0.0641279j -0.0702155+0.0406753j 0.0216618+0.0871959j 0.0316975+0.14893j 0.00356617-0.0403791j -0.0343965-0.0391792j -0.00877248-0.0493636j 0.0526698+0.072303j 0.0277908-0.0400467j -0.00376495+0.00132007j 0.00686708-0.0320766j -0.0394027+0.00883693j 0.0499775-0.00226846j -0.0343501-0.0164093j 0.0349578-0.024008j 0.0113329+0.0297169j -0.0588379-0.0438513j -0.0763063-0.0311962j -0.00370581-0.00537611j -0.0227662-0.0100602j 0.0516118-0.00379483j -0.00709595-0.019144j 0.00515943+0.0287207j 0.00398234+0.0008999j 0.0510908-0.000506323j 0.00470587-0.011848j -0.00138745-0.0303999j -0.00776036-0.00948021j 0.039273-0.0083544j 0.00180908-0.00273025j 0.0156679-0.00323548j 0.00500309+0.00736844j 0.00465508-0.0091562j 0.0161077-0.0104999j -0.0171681+0.00274466j 0.0123164+0.00253976j -0.0294232+0.00319472j 0.0182689-0.00269541j -0.0199752+0.00863301j 0.00707704+0.00522678j -0.0151005-0.000392261j 
0.00327239-0.00659749j -0.00604984+7.34665e-06j -0.0158894+0.00225989j 0.0170048+0.00659168j 0.010378+0.00488597j -0.00954276+0.0118893j 0.0285656-0.00059033j -0.020572-0.00759767j 0.0033102-0.0280574j 0.0104061+0.00719857j 0.0272959-0.0160974j 0.0179549-0.0172724j 0.00655525+0.0241184j 0.0151427-0.030082j -0.00509204+0.00383081j -0.0171501+0.0272152j -0.0595909-0.0079736j 0.0169541-0.0115934j -0.0282716-0.0382306j -0.0343715+0.0475682j -0.0367351-0.0121703j -0.0728673+0.00971009j -0.0492857+0.0337172j 0.0846675-0.1591j -0.00806452+0.114062j -0.00892503+0.0108351j 0.000767015-0.00170936j -0.0483087+0.070449j 0.0242047+0.0104445j 0.0215731+0.0276682j -0.0346276-0.0903256j 0.0432597-0.00618965j -0.0101853-0.0054524j -0.0330315-0.0167012j -0.0287209-0.00496077j 0.0522659-0.0542412j -0.0612145-0.0156965j 0.111987-0.0481055j 0.012851-0.168571j -0.0586406-0.00928268j -0.0596703+0.0748552j -0.00737347-0.00825217j -0.00116047+0.0172108j 0.0134609+0.0712399j 0.00714382-0.0879566j 0.0966649-0.0583835j 0.0484142-0.00452217j 0.00346377-0.112213j -0.0369595+0.0211067j -0.0462074+0.135005j 0.036857-0.0927808j -0.0137515+0.00419687j 0.014811+0.00511201j 0.0226237+0.0476139j 0.157958-0.00531378j -0.0229669+0.0576789j -0.00974997-0.133654j 0.0289264-0.0905169j 0.021885+0.0585618j -0.0344563+0.0882691j 0.0481256+0.025239j -0.0185437+0.0255256j -0.0231945+0.0315412j 0.00140716+0.0371942j -0.060788-0.00175889j -0.0342771+0.0961351j 0.0662516+0.0175087j -0.0210662-0.0526859j -0.036874-0.0253474j -0.00517293+0.033002j -0.0325324+0.00109435j -0.0526553+0.00227845j 0.0463722-0.0357425j 0.0340186-0.0140731j -0.00865057-0.00147184j 0.0320598-0.0164123j -0.00043949-0.0381177j -0.0147182-0.00180512j -0.0218145-0.00151873j 0.00592233+0.0164348j 0.0183881-0.0195182j -0.0222418-0.00592647j 0.00687455+0.0076803j -0.00662206+0.0050516j -0.00533975+0.00477934j 0.00772394-0.00964559j -0.00377429-0.00308043j -0.0124991-0.00342291j 0.016273+0.00868579j -0.00926332+0.00323429j 0.00342775+0.00332377j -0.0048955+0.00534203j 
0.0156324-0.00136448j 0.00740765-0.00704026j -0.00568897+0.00636633j 0.0167345+0.00195032j 0.00822755+0.00934109j -0.0190371+0.00822518j 0.0302967+0.00770972j 0.0145769-0.020944j -0.00569288-0.00679483j 0.00419686+0.0409086j -0.0196228-0.000172857j -0.0125243+0.0191312j 0.0153647+0.00719298j -0.00532874+0.0245121j 0.0517396+0.0585452j -0.0116661-0.0121668j -0.000808508+0.0113837j -0.0343692-0.0795648j -0.0206326+0.00254247j -0.0194652-0.00178842j -0.0197547+0.0496051j 0.0160538+0.022643j -0.0223188-0.00291639j 0.00242377-0.0352577j 0.00702626+0.0165061j 0.0401668+0.07667j 0.0328862+0.0890518j 0.0288742-0.0450961j 0.0585955+0.116368j -0.00220468-0.0310243j 0.0105889+0.0117733j -0.0268735-0.101146j 0.0338413+0.0186446j 0.0433693-0.0198733j 0.0226171+0.0707359j 0.142813-0.00853249j 0.046323+0.0694924j -0.0624789-0.0641562j -0.0173643+0.024954j -0.0118949-0.0160882j 0.109761+0.19797j -0.0603662-0.0145973j 0.0601675-0.0677574j -0.00821216+0.082654j 0.0381028+0.0184349j -0.0939404-0.118654j -0.0412709-0.00837951j 0.0398369-0.00721701j -0.0104801-0.00154149j 0.0674695+0.0921769j -0.0233371-0.0653103j 0.0242457+0.0577732j 0.0402167+0.0616275j -0.011684-0.02418j -0.113203-0.0895962j 0.0565306+0.0766742j 0.0184742-0.0168356j 0.0224335+0.0602102j 0.0510991-0.0557216j 0.0378229+0.0209358j -0.114494-0.0470105j 0.0176697-0.0246879j -0.0174541-0.043786j -0.0291877-0.00836571j -0.0103165+0.0992364j 0.0559273-0.000554436j 0.0114487+0.0105162j 0.0375929+0.0243694j 0.00785482+0.0630322j -0.0295411-0.0392903j 0.0514673+0.0279503j 0.0881298-0.0343643j 0.0107174-0.00839386j -0.0250579-0.0242152j -0.0156733+0.0349262j -0.0568778+0.0298811j 0.00342354+0.00489675j -0.0256461-0.0232966j 0.03614+0.0309096j 0.0261975+0.00460718j -0.0209168+0.0113068j 0.0143506-0.0038088j 0.0621845+0.0103765j -0.0307322+0.00107851j 0.000693273+0.00132335j -0.0176717+0.0100467j 0.00612485+0.0234301j -0.0224424-0.0085678j 0.0106864+0.000703672j -0.0221634-0.00150535j 0.0107598+0.00302828j -0.0210369+0.000749146j 
-0.00148354-0.00540225j -0.00143974+0.00464362j 0.00837237+0.00325561j 0.000763616-0.000848836j -0.00658897-3.98379e-05j -0.0131714+0.00111939j -0.00318247+0.00101186j 0.0166415-0.00527381j -0.0139747+0.00663878j -0.012496-0.0096209j 0.00205693-0.00343037j 0.0177378-0.00794948j -0.0240999+0.0203084j -0.0057463-0.00604643j -0.0512232+0.0112494j -0.0156463+0.0296595j 0.0152197-0.0152112j 0.00834215-0.00964749j 0.0648688-0.0446444j -0.0166612+0.0165491j -0.0580624+0.00472649j -0.0361163+0.0459601j 0.00122767-0.00322047j 0.0242702-0.0614004j -0.0296866+0.0560054j 0.0188587+0.0067366j -0.0677781-0.0160404j 0.0239692+0.0423591j -0.0578471+0.00785784j 0.03422+0.0408757j 0.00454523-0.0316458j 0.0863922+0.0152927j -0.0505815+0.050712j -0.0034803-0.0144904j -0.0323806-0.0145755j 0.0615609-0.0704107j 0.0508567-0.0204176j 0.0589257+0.0331607j 0.0688575-0.172502j 0.0212098-0.0237138j 0.0171888+0.0140294j -0.0469117-0.0524835j 0.0626224-0.0601673j -0.19195+0.113618j 0.050777+0.0649711j -0.0234962+0.071205j 0.0206224+0.0218874j 0.0142842-0.0281635j 0.0414322-0.0199097j 0.0560063-0.0550026j 0.0174743-0.151283j 0.0268077-0.115281j -0.0297901-0.0507871j -0.00772554+0.105397j -0.196463+0.169816j -0.0239781-0.00923785j 0.0180019-0.051189j 0.007938-0.0146362j 0.0165422+0.059825j 0.0218481+0.0107835j -0.0444656+0.0291347j 0.0417727+0.0212234j 0.0376941+0.027471j -0.0371277+0.0916393j -0.0506288-0.00291184j 0.112692+0.0322919j -0.0663736+0.0474669j -0.0326895-0.0501625j -0.0284237-0.0469763j -0.0423951+0.0622221j 0.0434803-0.0463211j 0.00302823+0.0142727j -0.0137985-0.00296292j -0.060347+0.0329973j 0.0324613-0.0112928j -0.0132895+0.00226149j 0.0432588-0.0266775j -0.0169755+0.00475588j -0.0105625-0.00146944j 0.000873386+0.00241844j -0.0103791+0.00356022j 0.0246817+0.00845321j -0.00243403+0.00227932j -0.00678495+0.0088255j 0.00353148-0.00342517j -0.00288768-0.0124062j -0.01848-0.00741163j -0.00476768+0.000192758j 0.0122359+0.00622858j 0.00316278+0.00334219j -0.00427871+0.00275453j 0.00216818+0.00525501j 
-0.00584454+0.00114649j -0.00859435-0.00145751j 0.00295484+0.00116619j -0.0127235-0.00274974j -0.0216553+0.00267249j 0.00842917-0.0160257j 0.0217046+0.00523578j -0.032303-0.00184114j -0.00313573-0.00691245j 0.0307044-0.000177612j 0.0128673+0.0185961j -0.0143416+0.00332464j -0.0267009-0.00387145j 0.00668921-0.0153079j 0.0255235-0.00914178j 0.00994243+0.0117771j 0.00702466-0.0185683j -0.0327864-0.0229066j -0.00498553+0.0815313j -0.0546715-0.0109328j -0.00827959+0.0252827j 0.0311451+0.0229207j 0.0190249+0.000976155j -0.019006-0.0701479j -0.0600538-0.0614202j -0.0522804-0.00640104j 0.0299472-0.0291022j 0.094653+0.0490056j -0.00953622-0.0773043j -0.0198813+0.0552703j 0.0390762+0.063416j 0.00342911+0.00555897j -0.00143769-0.0624909j 0.0145854+0.0397318j 0.0218981+0.0197901j -0.0315852-0.233015j 0.07973-0.0528148j -0.0381587-0.0819544j 0.0920753+0.143385j 0.0031415+0.0540325j 0.0144094-0.000958544j -0.0589876+0.102627j 0.0271627-0.0709315j -0.0997181-0.0755527j 0.0864506-0.124965j -0.0313709-0.00923316j -0.0225174+0.0428318j 0.0176763-0.0858142j 0.0482153+0.0953724j -0.0377319+0.00154903j -0.0138632+0.0236193j 0.0318281+0.0553771j -0.0268369-0.0361561j 0.0402173+0.016019j -0.0968169-0.0950369j -0.0593558-0.0281803j -0.000176296-0.045121j -0.0367927-0.104365j -0.0348588-0.147479j 0.00340371+0.0587306j 0.00623229+0.0824301j 0.0183701-0.00697368j 0.0257723+0.0203486j 0.00748961+0.016328j -0.0154679-0.0350154j 0.0429054-0.0401748j -0.058609-0.0566062j -0.0161537-0.0283008j -0.00351803-0.045962j -0.0509452+0.032441j 0.0333782+0.0805609j -0.0141265-0.0352453j -0.0519527-0.00911321j 0.00494991-0.00627351j -0.0107591-0.0342041j 0.0477821-0.0217124j 0.0490483-0.0231753j 0.0116376+0.0141599j 0.0136952-0.0255568j -0.041831+0.00208442j -0.0151076-0.0175127j 0.0323784+0.000882003j -0.0225113-0.0234919j -0.00237766+0.00595927j -0.0246365+0.0157018j -0.00125743-0.00134225j 0.0172398-0.00171917j 0.0274991+0.0068106j -0.00728306+0.0028687j 0.00276941+0.000529268j 0.0102084+0.00227147j 0.00626307-0.00131865j 
-0.000640083+0.000781729j 0.00069013-0.00273442j 0.0121565-0.0111137j -0.0315722-0.00399315j -0.0207446+0.0169699j 0.0310116-0.0132464j -0.033668+0.00953387j -0.00107508+0.038602j -0.0156044-0.00693923j 0.0163034+0.0321292j 0.0140329+0.0132988j -0.0421215-0.00980591j 0.0220976-0.0127397j 0.0464242+0.0220869j -0.0375303-0.0362001j 0.0275905+0.0258268j 0.0148053+0.0206957j -0.0523257+0.0967055j -0.00912276+0.0373952j -0.0127562+0.0902031j 0.0285548+0.0488866j 0.068877-0.0271104j 0.0138382+0.100889j -0.0852758-0.0423027j 0.00192962+0.0316789j -0.0167578-0.0223111j 0.0643397-0.0725257j 0.036594-0.0138646j -0.0202867+0.0258323j 0.0152908-0.031052j -0.0136429-0.0901965j 0.034429-0.0452705j 0.034676-0.0781174j 0.0136406-0.000370893j 0.0110592+0.0487561j -0.0753868-0.00291036j 0.0698161-0.081028j -0.0319221-0.0012423j -0.0458452-0.0932705j -0.0591905+0.0651106j 0.0396655-0.0596791j -0.0262642+0.0200149j -0.0330322+0.0427408j 0.059962+0.12418j 0.0895927-0.159227j -0.0784164-0.0445894j -0.0393158-0.131194j -0.00148099-0.0538101j -0.0341671+0.0154388j 0.0330807+0.214707j -0.101467+0.036674j -0.00896871-0.0364146j -0.033363+0.0574068j 0.00655249-0.0531755j -0.0324327+0.000899086j 0.0074727+0.113957j 0.00274936-0.060462j 0.0213965+0.0126456j 0.0206284+0.0818955j -0.0137333+0.00328553j -0.0238029+0.00600938j -0.0127482+0.0467421j 0.0501668+0.047753j 0.00980431-0.0402781j 0.0294534+0.074381j 0.00748131-0.0371373j 0.0173454+0.0617499j 0.00209435+0.0562662j -0.021329+0.0895764j -0.0170142+0.0266928j 0.0241976+0.00550131j -0.000768092+0.00675706j -0.0149061+0.0222298j 0.00287745-0.035559j 0.00408961+0.00415838j -0.00189112+0.026336j -0.0115629-0.00627141j -0.0149994+0.0103477j -0.00304879+0.00776392j 0.0202489+0.0185192j 0.0053744-0.00589271j 0.00458932-0.0362133j 0.0020066+0.00603235j 0.0115448+0.00971465j -0.000376045-0.00155372j -0.00450019-0.00151917j -0.010445-0.00723733j 0.0105771+0.00247834j -0.0131943-0.00148606j 0.0109975-0.0191664j -0.00862728-0.00230778j 0.00100196-0.00209839j 
0.00386213+0.00597012j 0.00589825-0.0073932j 0.000974672+0.0015675j -0.00704765+0.00512197j -0.012731+0.0137276j -0.00491007-0.0153125j 0.0300478-0.00668796j 0.0139452-0.00261567j 0.00706482+0.0146753j 0.0119638+0.0330319j -0.00876234+8.42237e-05j 0.0115749-0.0148171j -0.0315017-0.00735142j -0.0109216+0.0241508j 0.0189591-0.0300573j -0.0493474+0.0621215j -0.0127225+0.0280349j 0.0747174+0.0334464j -0.0226617-0.017265j 0.0583593+0.0488943j 0.00993565+0.0475632j 0.0232498-0.0852715j 0.0366474+0.0470281j -0.0383541-0.0281751j 0.0315673-0.0224696j 0.0366667-0.128338j -0.0426834+0.0659205j -0.0668742+0.0757304j 0.0933922-0.0334643j -0.0401041-0.0814916j -0.0811506+0.000716768j -0.0964375-0.0568666j 0.0206973-0.00214153j 0.00431208+0.00574556j 0.0459015+0.0332891j 0.0436918-0.232777j -0.0423568-0.0951892j -0.0308437-0.0884676j -0.077968-0.0542126j 0.0283995+0.0137104j 0.0281996-0.138037j 0.0851827+0.000624788j 0.0200886-0.0979284j 0.0800926+0.148732j -0.115398+0.040632j 0.00984899+0.0311345j 0.00134555-0.0681895j -0.0236872-0.0162743j 0.0309605+0.039498j 0.0157036+0.0179141j 0.0380488+0.014034j 0.0289008-0.144262j 0.077926-0.090708j -0.0153054+0.0763803j 0.0891721+0.152396j 0.0759686-0.0261351j -0.066821+0.0623351j -0.0304344-0.0794446j 0.000345972-0.0526369j 0.00418304-0.0340662j 0.0328772+0.0102228j -0.000951388-0.00419819j -0.0369933+0.0106308j 0.0070066+0.00254029j 0.0452999+0.0143141j -0.053934-0.10114j 0.0349328+0.0287509j 0.0333618-0.0142251j 0.0575212+0.0227005j 0.0353222+0.0485187j -0.0267203+0.034391j 0.0170563-0.0292029j -0.000411768+0.0241621j 0.0136486-0.0151295j -0.031427+0.00254466j -0.0161694+0.0315577j -0.035135+0.0172056j 0.0079744+0.00777861j 0.0150789-0.0189431j 0.0176747+0.00203607j -0.000963158+0.0106617j -0.00696617-0.0342423j 0.016154-0.00754046j 0.00187025+0.00313715j -0.000258049-0.00509554j -0.0187748+0.00894456j 0.0123643+0.00572572j 0.00613081+0.00255854j -0.00411601-0.000361809j -0.0173018-0.014279j 0.00858956+0.00242867j -0.00662398-0.00468676j 
0.00114554-0.0021003j 0.00373035-0.00305077j 0.00527478+0.00613881j 0.0131219-0.00426121j 0.0106445-0.00937323j 0.0136023+0.0113902j -0.0119929+0.0162536j 0.0283788+0.00293885j -0.01299+0.0260874j 0.00668253-0.0520841j -0.0339482+0.0040847j 0.00643688+0.0393251j -0.041792+0.0272045j -0.0304386-0.0469452j -0.0562829+0.047525j -0.0262703-0.0430932j 0.00673398+0.0100606j 0.071042+0.0682254j -0.00368814+0.0131766j 0.0614199+0.0583594j -0.0364169+0.0242552j -0.00432423+0.0125481j 0.0841213-0.0380382j -0.0342764+0.117302j 0.0198208+0.039136j -0.0162254+0.124119j -0.0916168-0.195491j -0.0198429-0.164133j 0.0406589-0.025786j -0.000567334+0.0021346j -0.0501278-0.0295704j 0.0368111-0.0141102j 0.0274185+0.00607186j -0.052456+0.0773068j 0.0225363-0.0157399j 0.0626428+0.0745702j -0.0128643-0.0766722j 0.0382508-0.102771j -0.0304611+0.0606799j 0.0945173+0.0581317j 0.0211346+0.0346085j 0.051537+0.136276j 0.0463101-0.00520878j -0.0770584+0.127734j -0.0913793-0.194312j 0.0262958+0.110276j 0.0210129+0.0696985j 0.0250104+0.0102403j 0.06174-0.027021j 0.0318653-0.0545243j 0.0824905+0.0612293j 0.0690212+0.0554316j 0.0826447+0.106186j -0.0120146+0.01028j 0.0014105-0.00872607j 0.0617783+0.106843j -0.0770049-0.0613082j -0.0103827-0.00233985j -0.0125979-0.0307819j -0.0060669+0.0878959j 0.0269727-0.0312226j -0.0114693+0.0184111j -0.0212397-0.0199346j -0.0336032+0.0665125j 0.0318065+0.0530422j -0.00741965-0.0733282j 0.0163859-0.0106732j -0.000415803-0.0155826j 0.0286212+0.000314295j -0.00731916+0.0350983j -0.0314599-0.0280613j 0.00741329+0.00180703j -0.00326582+0.00729532j -0.01564+0.0043611j -0.0295317-0.00978968j 0.00840872+0.0142667j -0.00878488-0.0234464j 0.00696354-0.0134457j 0.00996746+0.0146979j 0.0153394-0.00493929j -0.012711-0.00231534j -0.031884+0.00215725j 0.0100046-0.00859944j 0.00891308+0.0104132j 0.0168402+0.0101387j -0.0152325-0.00679052j 0.000471859+0.0159122j -0.0121413+0.00413603j 0.00188033-0.00629528j 0.0068661+0.00358394j -0.0020136+0.00706788j 0.000157927-0.00024236j 
