0.0184417+0.0563232j -0.00980857+0.0205527j 0.0216537+0.0155327j -0.0134021+0.0479941j -0.0159816-0.0461262j -0.00374955-0.0022748j 0.061314-0.0500439j -0.00427855-0.0303503j 0.00171556+0.0249493j 0.0322097-0.0557606j 0.06045+0.0102395j 0.0290691-0.0249751j 0.0129796-0.0233417j -0.00150511-0.000164118j -0.0466935+0.0567163j 0.0142693+0.0179742j 0.0173226-0.00526728j 0.0179531+0.00448045j -0.0116863-0.00799906j 0.0323316-0.0246533j 0.0191387-0.0213635j 0.00102527-0.017499j 0.00591348+0.0056279j 0.0147018-0.0177799j -0.00307252-0.012414j -0.0264275+0.0198967j 0.0269386-0.0155522j 0.0319825+0.00814903j 0.0337672-0.0259098j 0.0035244-0.00172558j -0.00609759-0.00595362j -0.00530088+0.00112335j -0.00735805-0.0150997j 0.00296923-0.0133554j -0.00549192-0.00555487j -0.0332091-0.00573075j 0.00176259-0.00830666j -0.0042733+0.00199605j 0.0126361+0.00394554j -0.0169419+0.00361223j -0.0111733-0.0254961j 0.0334936-0.0436926j -0.0168143+0.0596278j 0.0188769+0.00581041j -0.0123922-0.0258042j -0.0386205-0.0124927j -0.0377366+0.0295578j 0.0220291-0.0161496j 0.0312326-0.0582655j 0.00689763-0.0550774j 0.0225151+0.0238403j -0.0133652-0.0403912j -0.0281946+0.0303586j 0.00112309-0.0680005j 0.0145793-0.0695172j -0.0431538+0.0683577j -0.0693141+0.0556944j -0.05243+0.0472283j -0.0409405+0.0739429j -0.107122+0.0774685j -0.00017471-0.00588904j -0.0477079+0.0622636j 0.0131511-0.0200719j 0.0555839-0.0151262j 0.0449012-0.00732433j -0.0752998+0.0734713j -0.00184685+0.105427j -0.079313+0.061428j 0.108831+0.0243456j 0.0903634-0.0956985j -0.11272+0.0986123j 0.153179-0.166271j -0.00394961-0.0835543j 0.0916756+0.00457066j 0.0334315+0.00335629j 0.116612-0.0735305j 0.068824-0.0672854j 0.0297544-0.0469385j 0.0328174-0.00430706j -0.0296671-0.00459832j 0.0526117-0.0700572j -0.0395215+0.0190081j 0.0218519-0.0308668j -0.04011+0.0203843j 0.0174478-0.00287381j 0.0307973-0.0411998j -0.0186114+0.0497833j 0.0160805-0.019238j -0.00491842+0.149109j 0.134275-0.0595645j -0.0777122+0.126709j -0.0828408+0.0538502j 
0.00303901-0.00884648j -0.00549527-0.0119353j -0.0183596-0.027133j 0.0170048+0.0050396j 0.0119938+0.0195632j -0.0843963+0.0534763j -0.0142339+0.0707628j -0.0279904-0.026989j 0.125945+0.0300603j 0.0650402-0.0580585j -0.0441912-0.0819227j -0.00137118+0.0646695j -0.163747-0.0100871j -0.128499+0.077567j -0.0437977+0.00399372j 0.00283287+0.0302437j 0.00739458-0.0427492j -0.0525038+0.159828j -0.0351876-0.0184849j -0.184869-0.0131446j 0.0413905+0.104999j -0.125289-0.00275953j 0.120111+0.0601015j -0.00403548+0.0371304j -0.0234926-0.155841j -0.020237-0.0163654j -0.135227+0.0196444j -0.0340048+0.10061j 0.164756+0.167002j -0.18204-0.00911441j 0.0502-0.0659954j -0.0190971-0.0795185j 0.0303383-0.0356108j 0.0932001+0.0424916j -0.0356399+0.0537613j -0.00477378+0.0343429j 0.0128666-0.133554j 0.0230091-0.0460513j 0.13499+0.0231827j -0.128442+0.00783785j -0.0684699-0.0469798j 0.0456437+0.0350753j -0.0479899-0.0447974j -0.02378+0.0240401j 0.0214748-0.00242085j -0.0314574+0.0480865j 0.106327+0.0312342j 0.0327102+0.00377298j 0.00649509+0.000785802j 0.0473498-0.0916044j 0.00926545+0.00168853j -0.0173046-0.011583j 0.0107892+0.0535603j 0.00422913-0.00396792j 0.0228869+0.0280225j -0.0136073-0.0154689j 0.00116533-0.000448183j -0.00724529+0.0162449j 0.0116279-0.0196193j -0.0123193+0.0316372j 0.0273187+0.0181558j -0.0185339-0.000850814j 0.0143871-0.0019609j -0.0288774+0.00549554j 0.0158209+0.0216069j -0.00442439+0.00911052j -0.00704957+0.0249451j -0.00876035-0.0154222j -0.0026304+0.0225993j 0.00308845+0.0142639j 0.00223791-0.016864j 0.0235594+0.00603975j -0.00727004-0.0305963j 0.00897107+0.0181867j 0.0136462+0.0116297j 0.00631905+0.0114211j 0.0104681+0.0206872j 0.00552056-0.00330903j 0.00979432+0.00690382j -0.0107154+0.00458347j 0.00822994+0.0053474j -0.00895655-0.00294875j 0.00040462+0.00416315j 0.00100515+0.00106147j 0.00588499-0.00955064j 0.00459718-0.0154972j 0.00900947+0.0208671j 0.00921441+0.00164322j -0.00467842-0.000604034j -0.00515142-0.0058059j -0.00111552+0.00533403j -0.00600135-0.0172017j 
0.000903525+0.00137702j -0.00214304-0.0253919j -0.0209168-0.0138127j -0.0496823+0.0360942j -0.0286004+0.0106917j -0.0375521-0.0740959j -0.0141477+0.118425j 0.0121013+0.0252499j 0.057698+0.050551j 0.0902474-0.0120026j -0.0630456+0.0096808j -0.0127726+0.043491j 0.0962492-0.157344j -0.0352851-0.0498455j -0.0589968+0.0533206j -0.0327059+0.0914292j -0.0334191+0.0327975j 0.0965095-0.0996061j 0.00771863+0.0734809j 0.0266404-0.075635j 0.0154069-0.131021j -0.038945+0.0505958j -0.0853095-0.04259j -0.172665+0.176456j -0.084902+0.00193283j -0.0369374-0.0616965j -0.0778423-2.15922e-05j -0.0207472-0.06266j 0.0711026-0.108881j -0.0695443-0.0244764j 0.0581226-0.131145j -0.0206956-0.0230877j 0.0114933+0.0014347j 0.0726976-0.113342j -0.0110909-0.0759149j 0.0242682+0.0401161j 0.0536124-0.0237174j -0.0315364-0.0328067j 0.0277887+0.0587738j -0.104028-0.0628921j 0.0390737-0.0529515j 0.0248448+0.149706j 0.0302948+0.0146747j 0.041223-0.0410219j 0.0371992-0.100852j -0.038994+0.0175217j -0.0548375-0.0190486j -0.0807487+0.0757827j -0.023316+0.0833964j 0.032021-0.0181355j 0.00801412-0.025244j -0.0058263-0.0251714j -0.015954-0.0592099j 0.013372-0.00819226j -0.0640666-0.0554951j -0.00627005-0.0216052j -0.0179024-0.00222669j 0.023078-0.0260697j -0.0113347+0.033788j -0.0318008-0.0174268j 0.024681-0.0161933j -0.00401744+0.00862845j 0.00155759+0.0178774j 0.00408543+0.00997865j 0.0238913+0.0136303j 0.00686264+0.0010523j 0.00691897-0.0186734j 0.0146372-0.00632385j -0.0130509-0.00232488j 0.00488079+0.0220426j -0.00599252+0.029866j 0.0110687+0.0128097j 0.0133487+0.00595873j -0.00472325-0.0103465j 0.0049729+0.00148444j 0.0126723-0.0130373j -0.0243143+0.00794633j 0.0096544+0.0158598j 0.00109176-0.0090761j -0.000845089-0.00910882j 0.0139066+0.0144288j -0.00854262+0.00431999j -0.010429+0.0137134j -0.0100828-0.0111077j 0.0146746-0.0146404j 0.0226285-0.0102541j 0.00233852+0.00774059j -0.0111893-0.0131689j 0.0198777+0.010942j 0.00805589+0.0184882j -0.0131602-0.0115695j 0.00355967+0.010046j 
0.000535385-0.0192501j 0.0139336-0.0189095j 0.0208245+0.00611161j -0.00522215+0.0232514j 0.0717979+0.00879665j -0.0361018+0.077633j 0.0445378+0.0501484j -0.0288762-0.0168742j -0.00882065-0.0784609j -0.0782712+0.0525141j 0.0416339-0.00247627j 0.0233192+0.0117627j -0.0192061+0.115559j 0.0658347-0.0183733j 0.0162586-0.0538009j -0.114205+0.0621995j -0.0252656+0.000917526j 0.129201-0.0983233j 0.0743878-0.0442747j 0.118156-0.0415274j -0.0322973-0.0625048j -0.023084-0.0859553j -0.120305-0.12236j 0.0071306+0.118198j 0.0938003-0.00410758j 0.0386459-0.00681365j 0.081616-0.0613283j -0.0760556+0.0698467j -0.161134+0.0979783j 0.0853541+0.0155116j -0.0837158+0.0469354j 0.113682-0.064996j -0.040012+0.111937j -0.0476461-0.0859994j 0.0668321+0.00275033j 0.120048-0.0361417j 0.0162887-0.0531503j -0.0242724-0.02535j 0.0670389-0.00140512j 0.0877995-0.0999442j -0.0413858+0.0331641j -0.0236782+0.046774j -0.019833+0.0796444j 0.0304214+0.0269498j 0.00417508-0.103532j 0.00795004-0.0312219j -0.0607423+0.0501609j 0.0308056-0.0757341j -0.0163615+0.0603243j -0.0699538+0.000560836j 0.00341785-0.0267699j -0.0079755-0.00919563j 0.0340337-0.00569503j -0.0175115-0.0338219j 0.00527804+0.0515987j 0.0098479-0.00924201j -0.0121746+0.00342995j 0.0184581-0.0204624j 0.0294941+0.0188019j 0.0117708+0.0034246j -0.0183298-0.0120036j 0.00144662-0.0110184j 0.00644015-0.0134694j 0.0163797+0.000727843j 0.0193597+0.000440957j 0.0209514-0.00540344j -0.00255923-0.00503061j -0.0144503-0.0164891j -0.00638299+0.0248235j -0.0049859-0.00670202j -0.0162208-0.0211708j 0.0178384+0.000266027j -0.00535447-0.00385799j -0.0018933+0.00201501j 0.00493784-0.0113596j -0.000183127-0.00068385j 0.00522163+0.0263365j 0.0115107-0.0108043j -0.0150155-0.0141063j -0.0062308-0.0349584j -0.0136974+0.0233651j -0.0033201-0.0142978j 0.00696862-0.0179194j 0.00202499-0.00779897j -0.00032546-0.00250604j -0.000256678-0.0110408j 0.00166955+0.00371025j 0.00108569-0.000658163j 0.0100043-0.00965386j -0.00169792+0.00956331j -0.00341493-0.00271954j -0.00628896-0.00728414j 
-0.0118082-0.00862248j 0.00395773+0.00510746j 0.0415821+0.0317825j -0.0395827+0.0308397j -0.00919949-0.0010968j 0.0209651-0.0433329j 0.0364406+0.041454j 0.0626079-0.0647325j -0.0736653-0.0172207j -0.014718-0.00535901j 0.0312839+0.0221011j -0.00559872-0.0334426j 0.0497456-0.00737108j 0.038859-0.0671846j -0.05066+0.0258257j 0.0718473-0.0268427j -0.0298707-0.0835828j -0.0544988+0.117383j 0.089816-0.0204784j 0.0245065+0.164644j 0.220824+0.00492365j -0.0759238-0.180894j 0.0749381-0.0415091j -0.0250615+0.0466196j 0.057923+0.0812461j -0.158842+0.0600296j -0.0437554-0.0294138j -0.0440039-0.0528142j 0.111858-0.0989874j 0.0510206+0.0221305j 0.161889+0.0427101j -0.102982+0.223286j -0.076101+0.107894j 0.0445964+0.0366802j 0.00290036-0.0137048j -0.015982-0.00957556j 0.0130604+0.0678408j 0.0778155+0.00576987j 0.00454124+0.0628056j 0.120663-0.0671255j 0.0155827+0.0312728j -0.039927+0.0044577j 0.0137058-0.00761803j 0.047476+0.0384684j -0.0780589-0.0261702j 0.0163475+0.0666164j -0.0441786-0.0654566j -0.017118-0.0147175j -0.0484579+0.00504414j 0.0320313-0.0148868j -0.0149989-0.0127222j -0.0106435-0.0357319j 0.0301722+0.0162668j 0.017051-0.000517423j -0.0195235-0.0123206j 0.0645393-0.0284074j -0.0210128+0.000631673j -0.00315769+0.00397971j 0.00200329+0.0121705j 0.0188329-0.00508334j 0.0337331+0.0144842j 0.00768402-0.0017779j -0.0389238+0.010042j -0.000664027+0.0105623j 0.0359723+0.018454j 0.0290025+0.00274632j 0.0314105+0.00694556j 0.0091849+0.00999688j 0.00282487-0.00660778j -0.0103764-0.0219637j -0.00150294+0.0160745j -0.00189471-0.0204848j 0.0122904+0.00523519j 0.00921642-0.0106264j -0.0054113-0.0205633j 0.0222889-0.00907656j -0.00762904-0.0359142j 0.00217839+0.0118078j 0.0109745-0.00929753j 0.000213179-0.0233973j -0.0269514+0.003365j 0.00181725-0.00970424j -0.0134404-0.00278676j -0.00736758-0.00447714j 0.0022581+0.00753385j 0.0177427+0.00650947j -0.0100252+0.0131181j -0.0137617-0.00924978j 0.0107433+0.00840572j -0.0154515+0.0127878j -0.00121394+0.0109446j -0.000375585+0.0169239j 
-0.00916396-0.00835293j 0.0103515-0.0122588j -0.0356102+0.0578261j -0.0472879-0.0223084j -0.00162798-0.0345655j -0.0128765+0.0445484j 0.107178+0.0287056j 0.038768-0.0993835j -0.0518985+0.0422221j -0.022961-0.00485267j -0.0210571-0.031594j -0.0237664+0.0695811j 0.0410327-0.0151911j 0.0431777-0.0925577j -0.088385-0.137077j 0.0464918-0.0431434j -0.190503+0.0306791j 0.0680493+0.046884j 0.137106-0.00601585j 0.0434573-0.0823126j 0.00834496+0.0943248j -0.0141675+0.0279802j 0.0469553+0.0132271j -0.0212669+0.0099123j -0.0938144-0.0174852j -0.0537923+0.0153281j -0.163032+0.0779054j 0.0433154+0.177309j -0.146457+0.096111j 0.0279289+0.00727904j 0.0969848-0.092417j -0.0355317-0.0146932j -0.0787814-0.0501494j -0.0978422-0.010482j 0.0647047-0.0847823j 0.0331693-0.0343584j 0.0881394+0.0426032j 0.0472319+0.0431069j -0.000507006+0.0184647j 0.05432-0.0199767j -0.010716-0.0541676j 0.0613523+0.00352144j -0.0615273-0.0130895j 0.151749+0.0041787j -0.0720186+0.0220432j -0.0229869-0.0185426j -0.0225871+0.0190066j -0.032912+0.0021407j 0.0302109-0.0639505j 0.0190298+0.0364904j -0.0515403-0.00645052j -0.0409908-0.0342444j 0.0134469+0.00203074j 0.00521511+0.0088546j 0.00389975+0.0356456j -0.00530912+0.00465491j -0.0423928-0.0118736j 0.0120685+0.0141866j -0.00582755+0.00510333j -0.00382287-0.0497381j -0.00493331-0.00948935j 0.0154073+0.0145305j -0.00884993+0.00928123j -0.00216947+0.0127965j 0.0132117+0.00719846j -0.000587021-0.000923861j -0.00423604+0.00788403j 0.00730983+0.0254926j 0.0165003-0.0115738j -0.00782646+0.00120568j -0.000581555-0.0190369j 0.0210721+0.000896804j 0.0111598-0.000413683j -0.0171134-0.000891012j -0.00684154-0.00719982j 0.00243507-0.00584896j 0.0103773-0.0126875j 0.0151001-0.00383063j 0.0104353-0.0131332j 0.0047842-0.00270442j -0.0300575+0.00153067j -0.00366528-0.00454553j -0.00456899+0.00305395j -0.0111772-0.000265168j -0.00710536+0.0143946j -0.0141821-0.00118426j -0.0161226+0.000798795j -0.0113207-0.000333517j 0.0157401+0.008651j 0.019724+0.0132153j -0.010521-0.00223143j 0.000476994+0.00970159j 
0.016408+0.0412682j -0.00121984-0.0209784j -0.0137728-0.018893j 0.042494-0.0119938j 0.0501776-0.0772583j 0.0912888-0.0122537j -0.0400192-0.0240235j -0.0386499+0.0483019j 0.0171682+0.0711997j 0.0146962+0.0513006j 0.0845639+0.0467442j -0.00636109+0.041394j 0.0635651-0.0508568j -0.0275462-0.0357582j 0.0436999-0.056358j -0.0446548+0.0341096j -0.17771+0.00011499j 0.0297778+0.0437523j -0.0598262-0.0412052j 0.00359342+0.091784j 0.0490192-0.195204j -0.13565+0.0717448j 0.00881538+0.0476016j 0.00724327-0.0187297j 0.0521238+0.0162015j -0.0394942+0.0849201j -0.0151761+0.0230988j 0.0133787-0.0389877j 0.0109035-0.0868673j 0.0768745+0.032803j 0.133917-0.00222139j -0.00756244+0.0554964j 0.015923+0.0233746j -0.0087825+0.0148822j 0.003782+0.00572433j 0.0415254+0.0114769j 0.0103699+0.0684458j 0.0551542+0.0210103j 0.0436231+0.0337995j -0.0251045-0.0658721j -0.0190983+0.0103173j -0.0185914+0.0112104j -0.0342634-0.0263j 0.0386176+0.0325544j 0.0187166-0.0149033j -0.00349928-0.0687342j -0.0361871-0.0683705j -0.0429363+0.0354967j 0.059793+0.00796703j 0.0697314+0.0266607j -0.00643054+0.0238731j -0.0625819-0.00775482j 0.00603662-0.0134657j 0.0208198-0.00375517j 0.0227735+0.0328548j -0.0426979-0.0152563j -0.0106303-0.00441986j -0.0433291-0.0230527j -0.0154926+0.0303089j 0.00789871+0.0444082j -0.0162997+0.0366057j 0.000299916-0.0261787j 0.0110857+0.0185833j -0.00464232+0.00513798j -0.00754762-0.0205199j 0.00230133-0.0441667j -0.03422-0.0096929j -0.0115947-0.0304578j -0.0121926+0.0110385j 0.0057835+0.0107793j 0.00418094-0.0222383j 0.0197586+0.044977j 0.0465601-0.0138105j -0.0275477+0.00523458j -0.0212299+0.00651202j -0.0073614+0.0219535j 0.00585915+0.0102844j 0.0110853-0.000403086j 0.00335749+0.0078777j -0.0142006+0.00145425j -0.00301489+0.0136481j 0.00450296-0.0282067j -0.0218731-0.00361616j 0.0165112-0.0279139j 0.0102962-0.000280841j 0.014921+0.00178914j -0.00577343-0.0222764j 0.00570926+0.00221105j -0.0303987-0.0189409j 0.014346-0.0186102j -0.00486528-0.00244305j 0.00852584-0.0242974j 
0.0116838-0.00699655j 0.00887252+0.0272518j -0.0311676+0.0066236j 0.0183294-0.0187618j -0.0159126+0.0726204j -0.124463-0.022642j -0.0336669+0.0252484j 0.00251646-0.0159614j -0.0277033+0.0433809j 0.0453107-0.0251512j 0.037952-0.0811165j -0.0918988-0.0453853j -0.0608245+0.0215413j -0.0657952+0.0359588j 0.128629-0.0836813j -0.0372563-0.130016j -0.00578087+0.0360999j -0.054067+0.234269j -0.0651531+0.0499351j 0.0797046+0.00637233j -0.0484904-0.0611291j -0.0868801+0.12817j -0.0367856-0.0362769j -0.0477518-0.0162472j 0.00701547+0.0369517j 0.0898934+0.0309964j -0.0241166-0.0913153j -0.177731-0.014294j -0.0227422-0.0613663j -0.0937498+0.068278j -0.0118523-0.174543j 0.104634-0.0180262j 0.0435311-0.0835629j 0.0842172-0.0529007j -0.00867746-0.0283987j -0.12676+0.0353916j 0.0105378-0.00805746j -0.0032712+0.00370357j -0.000926253-0.0245689j -0.0208178+0.0517081j -0.029118-0.0110913j -0.053227+0.0377778j 0.0248932-0.0234517j -0.000189548+0.0903488j -0.0136443+0.108158j 0.0508571-0.0459777j 0.0175-0.00727713j 0.035256+0.0084014j 0.00691248-0.02165j -0.0399271-0.021316j 0.00473255+0.033244j -0.00881543+0.044793j 0.0147659+0.0442836j -0.00821917-0.00519014j -0.0120608+0.0226492j -0.00748304-0.00418036j 0.0570628-0.0286746j 0.0209163-0.00281442j 0.000706505-0.00581005j 0.00132379-0.0212359j 0.00536824-0.0207843j -0.00820505-0.0207728j 0.0134147+0.011734j -0.00106926-0.014114j 0.00590296+0.00493306j -0.00168748+0.00531647j 0.00479492-0.0196894j -0.0209352+0.0193862j -0.00872213-0.0220402j 0.00797914-0.00748118j -0.003839-0.00219945j -0.0213611+0.00121404j -0.00104211+0.00589702j -0.00627308-0.00676443j 0.0242269+0.008036j 0.00636289+0.000892699j -0.0144951+0.00789962j 0.000692234+0.0218033j 0.00704837-0.00482545j 0.00640434-0.00244635j -0.0100388-0.0233946j 0.0141668-0.000990953j 0.0108002+0.000895082j 0.000891378+0.000253053j -0.00259359+0.0139847j -0.0195247-0.00943166j 0.0230567+0.00132423j -0.00555473+0.0239211j 0.00897961-0.00433297j 0.00322803+0.0113507j 0.00197619-0.0160056j -0.00974227+0.00560184j 
-8.56036e-05-0.0194167j 0.0390415+0.00554081j -0.088214+0.0511522j -0.0346209-0.0720616j 0.0536371+0.0164517j -0.0717363+0.102533j 0.0364033+0.0205974j -0.0540362+0.0500933j 0.0479899+0.0279399j 0.00158491+0.0192682j -0.0677021-0.116061j -0.00336433-0.0347802j 0.0341871-0.0264244j -0.000731461+0.000253205j 0.163582-0.0421788j -0.0668832-0.00686403j -0.0117855+0.11081j -0.207381-0.112427j -0.00422668-0.0811488j -0.0805075+0.173744j 0.0532168+0.123784j -0.0504419-0.000776343j 0.105083-0.0256647j -0.00989785+0.0120617j -0.0657229+0.0409566j 0.0102854-0.0363784j -0.14611-0.0778248j 0.0193376+0.0838877j 0.0135976-0.00799895j -0.108776+0.0351165j -0.087811-0.0203581j -0.0646955-0.00473947j -0.090154+0.0369476j -0.0202671-0.00593794j 0.00806913-0.0148907j -0.0964307-0.00367426j 0.0575389+0.0268847j -0.0793992-0.00175763j -0.0420556+0.0385691j -0.0316749-0.0744392j -0.0201388-0.0447598j -0.00241552-0.0141948j 0.070049+0.00551551j -0.0365937-0.0711781j -0.0169845+0.0074898j 0.0398054-0.00114207j 0.0940593+0.0140542j 0.0917973-0.0107621j 0.0702005+0.0308489j -0.021007+0.00804354j -0.0359032-0.00777279j -0.0429332+0.0168239j -0.0145426+0.0461442j -0.00354543-0.026153j 0.00853493+0.00211494j -0.00825431-0.00378271j -0.00150387+0.00195836j 0.0295877-0.00861693j -0.00269032-0.0197913j -0.0298408-0.0268747j -0.0300503-0.0319767j 0.0225236-0.0153564j 0.0196002+0.0244237j -0.00150731-0.0191989j -0.0144844+0.000224958j 0.0110443-0.00519958j -0.00806646-0.0123303j 0.000655586+0.00959397j 0.00943589-0.0236897j 0.00301304-0.00465677j -0.0098623-0.010279j -0.0142194+0.0183871j 0.00387248+0.0158841j -0.0246556-0.0200225j 0.0135873-0.00322364j -0.0130555-0.0109783j -0.000625016+0.0225787j 0.00891126+0.0112764j -0.00854008-0.013558j 0.0214287-0.00953325j -0.0112106+0.0134638j 0.00307534+0.00422337j 0.0232272+0.0100823j -0.0162438+0.0100059j -0.0226155+0.0104121j -0.0496094-0.00856098j 0.0132276-0.00274702j -0.0125497+0.0148454j 0.0197955-0.00694808j 0.0299491+0.0143159j -0.01032-0.0216078j -0.00228835+0.0131392j 
-0.0186638-0.00336105j -0.0462441-0.0522022j -0.0437246-0.0258821j 0.00487489-0.0375458j -0.0263651+0.0354985j 0.0155069+0.0379101j 0.0280454-0.10112j -0.0690367-0.0342295j -0.0870646+0.0314355j 0.10612+0.0966885j -0.0297402-0.068711j -0.0212496+0.0560082j 0.0132844-0.0742678j 0.0422541-0.0502107j 0.0988753+0.00733755j 0.0270754-0.156608j 0.0667946+0.0525236j 0.107843+0.0935286j -0.143029-0.0538769j 0.0616214+0.0109221j -0.0253929-0.101021j 0.0730768+0.164868j 0.171309+0.0244959j 0.0465613+0.0409518j -0.0287465+0.0534118j 0.113748-0.02144j -0.132809+0.0546473j 0.0209562+0.0683138j 0.0254676-0.117844j -0.0439467-0.0328642j -0.0461199-0.0177028j -0.0481062-0.00203943j 0.00898522+0.0153859j -0.0737776+0.0175005j 0.00411908+0.0502862j -0.0398303-0.0550207j 0.0890179-0.0175629j -0.0169779-0.0041282j 0.0299883+0.0152434j 0.0180048-0.18431j 0.0317489-0.034852j -0.129747+0.0159666j 0.0121106+0.0624245j -0.00161354+0.0303934j 0.0117212+0.0348975j 0.0354684+0.00379095j 0.00267866+0.0294666j 0.0127191-0.0418563j -0.0346379-0.0336664j -0.0200442-0.0622137j 0.0329719+0.0251102j 0.00690724+0.0252725j -0.0041267-0.0105421j -0.0518092-0.0229768j -0.00504564-0.0297576j -0.00509984+0.0162435j -0.0305717-0.00100553j -0.0108221-0.0209892j 0.0120969+0.0362574j -0.0296846+0.0193176j -0.00696744-0.004107j -0.0190095+0.0112283j 0.0191341+0.0120749j 0.013468-0.00893575j -0.0054978+0.010979j -0.0382423+0.0162811j 0.00712739+0.0223603j 0.01454-0.012666j 0.0307008+0.0120272j 0.00835086-0.0115142j -0.0282609-0.00314744j 0.0103592-0.00133776j -0.0203199-0.0017553j 0.0140572+0.0164909j -0.0161392+0.0326971j 0.00547856-0.00956264j -0.00778755-0.00118254j 0.0100818-0.0106051j 0.00425743+0.00424572j 0.0113847-0.0219077j -0.00366849+0.0150055j -0.0267097-0.00454543j 0.0154014-0.0137128j 0.0175487+0.00947806j -0.00465209-0.0240272j -0.00209773-0.00288825j -0.0162012+0.00929947j 0.00776712-0.0168999j 0.0184862+0.0108635j 0.0103565-0.0115068j 0.00753611+0.00629464j -0.0033819-0.0117369j 
-0.00271434+0.0138665j 0.0127306+0.0101387j 0.0157885+0.0622331j -0.0975835-0.00719307j -0.0355944-0.102416j 0.0713463-0.0720982j -0.0687242-0.00904885j 0.0563603+0.0755566j -0.0343974+0.0130367j -0.0575046+0.0189922j 0.0158823+0.00647272j 0.0122739-0.121243j 0.0400649-0.0286981j 0.0415091-0.0404629j -0.0323698+0.0108644j -0.0713062+0.0621563j -0.0307131+0.150519j 0.0518623+0.126738j -0.00753346+0.0505502j 0.118902+0.0175083j 0.0505059+0.0463976j 0.128688+0.142649j 0.0271037-0.00153514j -0.183981-0.148683j 0.0684533-0.132596j -0.0243784+0.029571j -0.0537897-0.00500038j 0.067456+0.0487087j -0.07928-0.0590757j 0.0766184-0.114395j 0.0922961-0.081598j 0.0263889+0.116321j -0.00249775+0.040514j -0.137166-0.0308522j 0.0291431-0.0454616j -0.0308082-0.0755783j -0.0791343-0.0982607j -0.0483833+0.00398768j -0.0157762+0.010768j -0.00587918+0.00654125j 0.0422788-0.022498j 0.0654351+0.0123835j 0.0278506-0.0339045j -0.0173905-0.00633612j 0.0270104+0.0297708j 0.0408129+0.0524112j -0.00560105+0.0271132j 0.0277586-0.0121704j 0.0417193+0.0046513j -0.0273698-0.0134349j -0.0119108-0.00559525j -0.0215574-0.0013637j -0.00260113-0.0333872j 0.0253112+0.0263336j 0.0174733-0.0126643j -0.0112493-0.0110805j 0.00934121+0.00581291j -0.0129566+0.00297477j -0.016663-0.0430638j -0.0354148-0.0275792j -0.0257442-0.0318148j 0.00449496+0.00918488j -0.00921312+0.0161133j -0.00932423-0.00650162j -0.0262108+0.00368018j 0.0259155+0.00726259j -0.00163977-0.0151686j 0.0110492+0.0164091j -0.0206293-0.0128798j -0.0134309+0.0114691j 0.0151351+0.00226489j -0.00912303-0.00234511j 0.00462794+0.0110393j -0.0203401-0.0205139j -0.0261264-0.0185958j -0.0182743-0.00344753j 0.00998127+0.000255448j -0.012287-0.00394963j -0.0167122+0.000627403j 0.00992478+0.0101773j 0.018417+0.0111897j 0.003557+0.0192272j 0.00327036+0.00223656j -0.016586+0.0157568j -0.0122866+0.00242709j -0.00623397+0.00221798j -0.0005548+0.00809505j -0.0123677-0.00861624j -0.00237507+0.00239919j 0.0144557+0.0204268j -0.00258924-0.0040079j 0.0160508+0.016333j 
