0.00960303-0.00174945j -0.0593645+0.0408034j -0.060535-0.0135621j -0.0172202-0.000857568j -0.0184892-0.00712754j -0.0336792-0.00220966j -0.0112216+0.00772208j 0.0379651+0.0531234j 0.00443186+0.000982138j 0.00529817+0.00877557j 0.0115851+0.0118189j -0.00792213+0.0261841j 0.00708813+0.0290913j -0.0013376-0.00287461j -0.0029867+0.00669563j 9.07506e-05+0.00614408j -0.00891912-0.00368468j 0.0117154-0.0295414j -0.0100416-0.00832659j 0.00544388-0.00315164j 0.00496933+0.0136882j -0.00366823-0.00553367j 0.0173322-0.0179699j 0.0016554+0.00961724j 0.00178604-0.0045605j -0.0059768+0.0298635j 0.0108117+0.0202976j -0.00665286+0.00237257j -0.00766099-0.00940534j 0.0141926+0.00512541j 0.0133227+0.00541543j -0.00793034+0.0191914j 0.0201364-0.0395303j -0.00694685+0.0168148j -0.00948798+0.0392445j 0.00517351-0.00443915j -0.00110708-0.00470252j -0.0113973-0.0238917j 0.0134251-0.0165408j -0.00339181-0.00465472j 0.0734973-0.0161969j 0.0396529-0.0663345j -0.0883125-0.0546581j -0.0133165+0.0649809j -0.0589371-0.00295963j -0.0210335+0.0152932j -0.00362305+0.0728919j -0.00917805+0.00502679j 0.0550198-0.00628036j 0.00776265+0.0812899j 0.0178173-0.0173195j 0.0738226-0.119077j 
-0.159859+0.128596j 0.102567+0.118147j -0.123773+0.0112045j -0.016882+0.00706665j 0.0995766-0.0088537j 0.0792134+0.0285869j 0.0530347-0.0502373j 0.0194123-0.00877109j -0.107017-0.0918992j 0.0396403-0.115187j -0.0168741+0.0467318j -0.0325324+0.0439015j -0.131939+0.163485j 0.0119449+0.0559978j -0.0402587-0.0962909j 0.0359189+0.0377692j 0.0548746-0.0459383j -0.00288356-0.122897j -0.0526159-0.0227987j -0.00418162-0.0300471j 0.029617-0.0132781j 0.0232505+0.0426253j -0.0321657-0.0195962j 0.0430559+0.0340219j -0.0349384-0.0365614j -0.0279418-0.0363698j -0.0191054-0.00516489j -0.0465754+0.0519881j 0.0314754+0.00302373j 0.037237+0.0232538j 0.0194556+0.0126546j -0.0524912+0.0326465j 0.0215093-0.0606993j 0.0148878+0.0542459j -0.0653455+0.00788501j 0.0453565+0.0443693j -0.0375526-0.019901j -0.0141037+0.0307473j -0.0229617-0.0347799j 0.00879104-0.0257942j -0.0125881+0.0122387j 0.0568835-0.0435298j -0.0206065+0.0124037j 0.0307332+0.027575j 0.0250621+0.0250722j -0.0161839+0.0310563j 0.00374762+0.0336015j 0.0417201+0.0234772j 0.0446999+0.0260102j -0.0261031+0.00990326j 0.00129197-0.0522913j 0.00316042+0.0186359j 
0.042365+0.136289j 0.134708-0.172518j 0.00044276+0.0741928j -0.169231+0.0824405j -0.16384+0.159561j -0.0711873+0.042699j 0.0671594-0.20651j 0.106-0.0326646j 0.0866605-0.0305842j 0.0128438-0.087514j -0.0360404-0.0564496j 0.147119-0.126349j -0.124614+0.10949j 0.0979486+0.0573649j 0.00397068-0.00354794j -0.0337098+0.0103112j -0.0154937+0.0497441j 0.0625475-0.0226749j 0.114509-0.0245131j 0.0873496+0.00473273j -0.111055-0.0180659j 0.0411663-0.00426482j 0.0276292-0.0590347j 0.0360153+0.0156071j -0.0403766-0.0202579j 0.00184438+0.0484769j 0.0408473+0.0569873j 0.024426-0.0259641j 0.00497291-0.0580687j -0.00321433-0.0091961j 0.0346789-0.0191256j -0.0174104-0.0114914j 0.0036064-0.042727j 0.0623811-0.0220361j -0.00997713+0.0650391j 0.00831749-0.00448362j 0.0380484-0.00463121j -0.0295578+0.0145342j -0.0128893+0.0502689j 0.0227788-0.0309783j 0.0118935-0.0231791j 0.0420567-0.000344936j -0.0126597+0.00278928j -0.0237228+0.0138018j 0.0169867-0.0625574j 0.029704-0.0224111j 0.0134955+0.0034154j -0.01707+0.00787476j -0.0360801-0.00619241j 0.0174429+0.0272403j 0.0439381+0.0181109j 0.046851+0.0613238j 
-0.00290811+0.0770625j 0.05974-0.0296364j -0.0199064-0.010908j -0.0173919-0.0792087j 0.0525783+0.0631492j -0.0143945-0.0274742j 0.0323162+0.025763j 0.00484913-0.0308541j -0.00495767+0.0587316j -0.166965-0.0506061j 0.0319047+0.160164j 0.0558548+0.00300627j 0.0257013-0.00529597j -0.0559968+0.0493702j 0.0927179-0.0121988j -0.0173917+0.0582597j -0.0479478+0.0297183j 0.0685378+0.0318786j -0.00962188+0.0585911j -0.0341613-0.045275j -0.0133644-0.016721j 0.0155886-0.0511121j 0.0639374-0.0337505j -0.0498441+0.0276489j 0.0534579-0.0278542j 0.110715-0.00550521j -0.00205519-0.0271094j -0.000585868-0.0383094j -0.0245313+0.0254567j 0.0223862+0.0760393j -0.0161013-0.0432309j 0.0497359+0.000164162j 0.0128501+0.00988905j 0.0385646+0.00546971j -0.0267967+0.0309146j -0.0238575-0.0135875j 0.030193-0.00941994j -0.0180451-0.0265929j -0.0376059-0.0133454j -0.000826475-0.0118144j -0.0355999-0.0143532j -0.00930576-0.0140499j -0.012153-0.0088168j -0.0390324-0.0510859j 0.0349401+0.00525216j -0.0150453-0.0205979j 0.00977582-0.00746299j -0.0172464-0.0336262j -0.0120087-0.0310945j -0.0403147-0.0498589j -0.0299663+0.000867675j 0.00195626+0.0714672j 
0.0593353+0.159653j 0.217921-0.118923j -0.0438554-0.0469046j -0.026371+0.0744809j 0.0465598+0.0796407j -0.0489397-0.0381701j -0.0166641-0.0665511j 0.0547721-0.00211211j 0.185256-0.0653125j 0.0768399-0.00915187j -0.0707085-0.0334962j 0.0133887-0.0893982j -0.174043-0.0474259j 0.00372705+0.0995155j 0.0253424-0.000523341j -0.0959403-0.0331164j -0.0354477-0.00070954j -0.0674612+0.0126819j -0.0431506-0.0757094j 0.0212171+0.0346285j -0.08466+0.0243961j -0.0326904-0.0309745j -0.0710208+0.0190446j -0.0691236-0.00233502j 0.00913523+0.00374087j -0.0209664+0.0376326j -0.00366016-0.0412964j -0.0023016-0.00331336j 0.0183837+0.00317804j -0.0166532-0.018365j -0.049702-0.0247839j -0.00205809-0.00564446j 0.0234319-0.00240991j -0.0100745+0.0250607j -0.0321551+0.0471979j 0.00932467-0.00651839j 0.00473677+0.016053j 0.0211063-0.0113718j -0.0398955-0.00327354j 0.0206518-0.050339j 0.00397601-0.0485249j 0.0521099-0.0610393j 0.0428339-0.00095876j -0.0096546-0.0137025j 0.040507-0.0393016j 0.0194145+0.0128417j 0.0563699-0.00370078j 0.040049+0.0335306j -0.00880385+0.0228452j -0.00435267+0.00913647j 0.00281396+0.0306761j -0.0128854+0.0576978j 
-0.121126+0.0624092j 0.0441442+0.084627j -0.0573495-0.00386448j 0.114218-0.0411808j 0.112901-0.110624j 0.0272903-0.0956142j -0.0315481+0.0126007j 0.0242851+0.0217872j -0.00602417-0.0477843j -0.109707+0.099928j 0.16373+0.0217405j -0.0573129-0.05844j 0.00271703+0.060749j 0.0540562+0.0807527j 0.00605571-0.0539139j -0.085253+0.00536555j -0.029699-0.0132173j 0.0294683-0.0304234j -0.0928864+0.0328293j -0.0792401-0.0588757j -0.0447233+0.0489906j 0.0625012-0.0256338j -0.00491707+0.0662968j -0.0422818-0.0506595j -0.0860608+0.0203828j 0.0176548+0.0126875j -0.0813071+0.0166411j 0.0214421+0.0465092j 0.0291634-0.0141168j -0.0301532-0.0294323j -0.0158844-0.0467663j -0.0270552+0.0792286j 0.0257049-0.053205j 0.020841+0.0776171j -0.0446506+0.023832j 0.00752118-0.0106956j 0.0403427+0.0224107j 0.0411099-0.0169293j 0.0261532+0.0266274j 0.0281849-0.0224617j 0.0179493-0.0404039j 0.0190522-0.0233553j 0.00771437+0.0440043j -0.0205298-0.0282144j -0.00740214-0.0199898j 0.0292988+0.00391998j -0.0715163-0.0267378j 0.0301063+0.0271643j -0.0160819+0.0286526j 0.0139447+0.000216795j -0.00349024-0.0237628j 0.00121266+0.0159806j 
-0.0183403-0.0359333j 0.0104729-0.0239186j 0.0129236+0.0806536j -0.0546087+0.049153j -0.122703+0.108191j -0.0187099+0.0779424j -0.00758209-0.0291158j 0.0525852+0.0314775j -0.00482177+0.0627552j 0.101756-0.0202812j -0.0504995-0.0324575j -0.0430363-0.0324041j -0.000447585+0.052932j -0.0209-0.00659837j 0.0355084+0.0404542j -0.0677066-0.0059635j -0.0850559+0.0365242j 0.0141384+0.0795106j 0.0975578-0.0169836j 0.0186328+0.0191539j -0.020228-0.064885j 0.00243755-0.0254403j -0.0164021+0.0314452j 0.00351098-0.00564364j 0.0140543-0.0648984j -0.0610955-0.0161773j -0.0170868+0.0065011j -0.0389591-0.0264678j -0.0130106+0.00176997j -0.00627966-0.00167816j 0.0206343+0.0334099j 0.0311693+0.0183598j -0.0137619+0.0229837j 0.0102198-0.0138675j 0.00249088+0.00967874j 0.0165413+0.0232615j 0.0266951+0.0302429j 0.0433821-0.0127332j 0.0145157+0.0179812j 0.00568743+0.0125334j -0.0196807+0.049726j 0.0145541+0.0178624j -0.00717546+0.00348616j -0.00901086-0.0133701j -0.00364848-0.00197395j -0.0158943-0.010636j -0.00922504-0.0229157j -0.0112594-0.015993j 0.0117804-0.0185939j 0.036514-0.00967227j 0.0252692+0.0229484j -0.00771267-0.00456835j 
-0.128094+0.00697131j -0.00502859+0.0223393j 0.058119+0.0689016j -0.050326+0.0387575j -0.0124571+0.00840346j 0.0885265+0.0816495j -0.0020512+0.0216112j 0.132768-0.013021j 0.0258463+0.0363365j 0.0100194-0.052401j 0.0496423+0.0371286j -0.0736517-0.0772654j -0.0324799+0.0496715j 0.0689492+0.0593861j 0.112536-0.0288636j 0.0561171-0.00422063j -0.0259677-0.0426842j 0.0847347+0.0265006j -0.00985117+0.0174085j 0.00304223+0.080943j -0.00575351-0.0137097j -0.00775384+0.0629792j 0.0511056+0.047539j -0.0399068+0.028903j 0.0162319+0.00148416j -0.0305118-0.0130329j -0.0247715-0.0222665j 0.00955678-0.0144316j -0.0275662+0.00149735j -0.00424929+0.0466898j 0.0081377-0.0035763j 0.0408942+0.0648551j -0.0274015+0.0121856j 0.0345061+0.0174262j 0.00549564-0.0169477j -0.0118383-0.0104224j -0.0341373+0.00505307j -0.0289262-0.0247517j 0.0218223+0.0119819j 0.0162852+0.028772j 0.0210192+0.0457151j 0.0169174-0.00508413j -0.0256619+0.0143455j -0.00332096-0.0140687j -0.0251814+0.020621j -0.00587765-0.00353113j -0.0297444+0.00783107j 0.0207766-0.0281856j -0.00614075-0.00998161j -0.0282132+0.0618562j 0.0699782-0.0115445j 0.0429915+0.00194163j 
-0.00891283+0.0451293j 0.165614+0.0555607j 0.00043148-0.026306j -0.047848+0.110881j 0.00644964+0.162149j -0.0973359-0.0779516j -0.119765+0.120487j -0.00131456+0.10328j -0.0247119+0.0050265j -0.0285712+0.123997j -0.215604-0.106378j 0.0422173-0.0809183j 0.00356448-0.0297658j 0.0425178+0.0412997j 0.0569393+0.0185548j -0.0480425-0.0188927j -0.0186943-0.0133361j -0.0443926+0.0142983j 0.0516756-0.00614963j 0.00034981-0.0644798j 0.00597515+0.0277356j 0.0144647+0.0584673j 0.00469588+0.057045j -0.019585-0.0355105j -0.0530288-0.00936435j 0.00285309-0.0136324j 0.0141048+0.0027523j -0.0103765-0.00849322j -0.00146346+0.0105781j -0.0093366-0.0020401j -0.00695114-0.0110377j 0.0166197+0.0188291j -0.0453981+0.0133805j -0.00156173+0.00951166j 0.0222525-0.00385829j -0.0236926+0.0349331j -0.0117762-0.0125024j -0.0276233-0.000959821j 0.0110434+0.0175169j 0.0251204-0.0394813j -0.0271613+0.0372227j -0.0425505-6.03447e-05j 0.00647433+0.0399975j 0.0218387-0.03782j 0.0658802-0.0154771j -0.0493214+0.0455258j -0.0190748-0.0146842j -0.0314109-0.0231158j 0.0716652-0.0496412j -0.0403939-0.00292038j -0.0259655-0.0159767j -0.0597107-0.0103659j 
-0.112216-0.0644182j 0.0211308+0.0175141j -0.00143087+0.122144j 0.000194355+0.0575964j 0.0680786+0.0580979j -0.0643957+0.157947j 0.0841729+0.0733475j 0.0966343+0.0392828j -0.0938288+0.0717706j 0.126234-0.00165719j -0.0670362+0.139116j -0.0833512-0.0890677j 0.0438399-0.0119086j -1.0919e-05+0.0343547j -0.00731942+0.00713652j 0.0341463+0.0430437j 0.0604973-0.00772378j -0.0131419-0.0188536j 0.0119881+0.050524j -0.00998062+0.0185404j -0.0126318-0.0134835j 0.0208764+0.0202094j 0.0394634+0.00553109j -0.0223103-0.0074853j 0.0267965+0.015019j -0.00311884-0.0404155j -0.0385006-0.0247544j 0.0032168+0.0465651j -0.00409893+0.0154797j 0.0146525+0.0198517j -0.00205543-0.0314785j 0.0194457-0.0436919j -0.0399909+0.0221781j 0.0424913+0.00728528j -0.0195045-0.0716171j -0.0402131-0.0018238j 0.0256711+0.0041558j -0.0145256+0.0181086j -0.0190655+0.0411702j 0.0325657+0.00825146j -0.0289568+0.0375877j 0.000310027-0.0109557j 0.030935+0.0166399j -0.0291763-0.0343287j -0.0404376+0.024412j -0.0223264+0.017006j 0.0230901-0.00636221j 0.00236591-0.0015297j 0.00829879+0.0244309j 0.0848639-0.0264203j 0.0403939+0.0254285j -0.0382965-0.0343322j 
0.0016891-0.0313135j 0.0672814+0.0106339j 0.0322882+0.0948335j -0.0873703+0.08251j 0.00340251+0.0384296j 0.0120617+0.0115996j 0.0215069+0.0547431j 0.0422937-0.0437681j 0.00119714+0.0763765j 0.00887213+0.033607j -0.0415451+0.00550451j -0.0575864-0.00566385j -0.0452192-0.0333986j 0.0482417+0.0260577j -0.0700549-0.0321475j 0.042418-0.111314j -0.0246641-0.048269j -0.054359-0.00494199j -0.0105886+0.0369412j 0.0507938-0.00852656j -0.00329742-0.0146317j 0.0423465-0.00557671j 0.0322829-0.0304162j 0.00546108-0.0186332j 0.0374508+0.0214316j -0.00413109-0.0191262j -0.0402609+0.0500505j 0.0438856+0.00472504j -0.0284965+0.00938392j 0.038405-0.0427185j -0.00476998+0.000988951j 0.00754295-0.0316192j -0.0147852+0.0291559j 0.0162109-0.0157118j -0.0169197-0.0206914j 0.0126013-0.00610491j -0.03419-0.00711129j -0.0074988+0.0407828j -0.00706225+0.00503314j -0.0290445+0.00811065j 0.0118241+0.0337495j -0.0205327+0.00610894j -0.0106513+0.00826432j 0.00532113+0.0178433j -0.00802468+0.0507934j -0.016158+0.0310392j 0.0188924-0.0185278j 0.0243163-0.0135733j 0.0401578-0.0306147j 0.009677+0.0304706j 0.0191632+0.035393j -0.0275674-0.0348473j 
0.0730602-0.0289704j -0.046651+0.0960802j -0.0165832-0.0350256j 0.00771554+0.0590073j -0.115829-0.0248252j -0.108652-0.0919631j 0.0503928-0.000806736j -0.0499249+0.128561j -0.0596671-0.0390777j -0.0840474+0.134336j -0.0603009+0.0163705j 0.0383595+0.00142706j 0.0480815+0.043847j -0.0518734-0.00013809j 0.00799386-0.0879551j 0.0689346+0.00327835j -0.0265577+0.00586681j 0.0274777-0.064969j 0.00319184-0.0395202j -0.0154239-0.0391465j 0.0141643+0.0269149j 0.0321737-0.0182065j 0.0907543+0.0264623j -0.00902671-0.0162572j 0.0351171+0.0131053j -0.0124511+0.0389349j 0.00251899+0.0117584j 0.00102963+0.0236972j -0.00320193+0.0253494j 0.0149314-0.0316035j 0.0225991-0.00808674j 0.0199387+0.0367152j 0.0156446+0.01417j 0.0409374+0.0159932j 0.00457608+0.0214314j 0.0195515-0.00148628j 0.00357272-0.0513616j -0.0198868+0.0445809j -0.00737712+0.0310386j 0.00666006-0.0352076j 0.0275024+0.0118151j -0.0216993+0.00335821j 0.00251439+0.0171606j -0.0490775+0.0254852j -0.0173074-0.054967j -0.0234862+0.0624903j -0.0385022+0.0233116j -0.0383597+0.0264833j 0.0458033-0.0217815j -0.0192048+0.0225975j -0.0537354-0.0299874j -0.0171547-0.0914578j 
-0.0277199+0.000925614j 0.135506+0.00955734j -0.0739698+0.0207932j -0.00519657+0.029907j 0.186628+0.0676125j -0.0760658+0.022012j -0.0576813+0.145937j 0.0412295+0.0172145j -0.0243098+0.0880608j 0.0463746+0.0274553j -0.0680587+0.0191062j -0.0702759-0.0260192j -0.0136652-0.073674j 0.00493189+0.0416576j -0.0381825-0.0447666j 0.00456515+0.0437935j -0.0118551+0.000154045j -0.0428831-0.0450341j 0.0401935+0.0508114j -0.0407553-0.0248317j -0.0570235+0.0357182j -0.0242411-0.0291962j 0.000623311+0.0424997j -0.00771509-0.0126568j -0.0368353-0.0129087j 0.0184079-0.0287117j -0.0428106+0.0397685j 0.00376549-0.0476322j 0.0318927-0.0126089j -0.00312401-0.0159723j -0.0335262-0.000684843j -0.0183452-0.00328363j 0.0485099-0.0124777j 0.0168869-0.0194593j 0.0116779-0.00118629j 0.0230136-0.00156003j 0.0250053-0.0298619j -0.0142575-0.00169473j -0.019234+0.00254238j -0.0233705-0.00504142j 9.95616e-06+0.0316325j 0.00690938+0.0205788j -0.0670821-0.00143331j 0.0186807-0.016455j -0.0125567+0.0203587j -0.0370911+0.00617113j 0.00607751+0.0311999j 0.0247756-0.00542561j 0.0506275+0.0117641j 0.0243258-0.0142561j 0.0128952+0.0122532j -0.0523383-0.0086504j 
-0.0775782-0.0403008j -0.0432949-0.0178929j -0.0130242+0.0460145j 0.101925-0.0377208j -0.0142698-0.0428365j 0.0386837+0.142484j 0.0580957-0.0367206j 0.0755499+0.0287131j -0.0174834+0.0210128j 0.0705602-0.0402013j 0.086285+0.00863741j -0.0649608+0.0215233j 0.0258592+0.0541502j -0.0432388+0.0203902j -0.0141384-0.00413281j 0.013429-0.0277363j -0.04952-0.00635802j -0.00877568-0.00361239j 0.0228377-0.0413306j 0.0156073+0.0517769j -0.011799+0.0123464j -0.0327325+0.00340556j 0.0119158+0.0151877j -0.0246414-0.0200243j -0.0616228+0.0486047j -0.0245627-0.038266j 0.0247403+0.0116654j -0.0206973-0.0270549j -0.029515-0.0174032j 0.00522392-0.0068383j 0.034758-0.021226j 0.012439+0.0135495j -0.00477794-0.00658381j -0.0354703+0.0118116j 0.0325106-0.0516423j 0.0172947-0.00233003j -0.0126915+0.00569103j -0.0211154-0.0122934j -0.00262769-0.00144846j 0.0242719+0.0552458j 0.0134902+0.0465418j -0.0159404-0.00871583j 0.0153417+0.0149598j 0.0622618+0.00438486j -0.0157988+0.0331887j 0.00881671+0.0177841j 0.0125134+0.0114596j -0.0175074-0.00201838j -0.0363367-0.0147126j 0.0421601-0.013552j 0.018696+0.0388922j 0.0302894-0.00605289j 
0.083542-0.0299348j -0.0192141-0.0479961j 0.191812-0.0950528j 0.0790765+0.053733j 0.0236443-0.101788j -0.020557+0.0139486j 0.0369654+0.0810283j -0.0231019+0.0170115j 0.0110414-0.00129757j 0.0355305-0.0340913j 0.0193981-0.0335312j 0.0147106+0.0443771j 0.0421926-0.0679292j -0.0524831+0.0550836j 0.010808+0.0146983j 0.0652181+0.0165151j 0.0187245+0.016447j 0.0141406-0.000464074j -0.0100067-0.0195583j 0.00455395-0.0131929j 0.00335335-0.00458144j -0.0412552+0.0358095j 0.00468176+0.00831694j -0.0182196-0.00714421j 0.0307412+0.026273j 0.0286207-0.0055366j -0.0272266-0.0216286j 0.0370151+0.005044j 0.0139391-0.0205483j -0.0129286+0.00605345j 0.0244687-0.0199919j 0.0128835-0.00772226j 0.000445918-0.00487492j 0.0445478-0.0123335j -0.0190794+0.0123329j -0.00297893-0.00670575j -0.0106751-0.0100552j -0.0147581+0.00261794j -0.0101682+0.0256749j 0.00953253+0.0102534j -0.00951366+0.00532165j -0.044994-0.023075j 0.0174537-0.0154773j -0.0427576+0.0177507j 0.00776083-0.0103817j 0.0226725+0.00238464j -0.00296204-0.013879j 0.00165935+0.051917j -0.0318955+0.0606409j 0.00644738-0.0259945j -0.0165907+0.0182225j -0.0225994+0.0436641j 
0.0189485+0.0863267j 0.0340608-0.084843j 0.0575451+0.0463889j -0.148061+0.0336384j -0.0675622+0.0456807j -0.0128384+0.0597074j 0.0911-0.0987322j -0.0124022-0.0370969j 0.02073-0.0139292j 0.00158149-0.0545817j -0.0242059+0.00410389j 0.015731-0.00702979j -0.0832344+0.0136826j -0.0196852+0.000791916j 0.023607-0.0478298j 0.085763+0.0422979j 0.0115734-0.020668j 0.0194491-0.0674077j 0.0325025-0.0139118j -0.006066+0.0333407j -0.0368606-0.0262844j 0.000372821-0.0128361j 0.00124704-0.0227745j 0.0121165+0.0112343j 0.0305723-0.0122039j 0.0287784+0.0250573j 0.00371912+0.0270162j 0.0295522-0.0345075j -0.00530843-0.0194512j -0.00387876-0.000505698j -0.00105151+0.0343189j 0.010872-0.00140611j -0.00610596+0.0113841j 0.0254648-0.0393333j 0.0188185+0.00616878j -0.0156563-0.000329466j 0.00506223-0.0221782j -0.0324822+0.0146966j -0.00562427+0.0136831j -0.0153736+0.0121507j -0.0184154+0.00661414j -0.0144653+0.0313151j -0.0333444-0.0194719j 0.00269593+0.00745433j 0.008764-0.0249101j -0.00104231-0.0314396j -0.00931244+0.00191812j 0.00945745+0.0127046j -0.00938886+0.0315811j -0.0258158-0.0103327j 0.00571929-0.0489756j 0.0127935+0.0593983j 
0.022267+0.0969179j 0.0933073+0.0748613j -0.0390331-0.107939j 0.0251538+0.0500452j 0.0222777-0.0669706j 0.00207076-0.0255958j 0.00300421-0.02942j -0.0527214+0.0504179j 0.00911008-0.0277129j 0.00540488+0.0205356j 0.0012871-0.0248304j 0.0232523+0.0166711j -0.0698338+0.0342176j -0.0130073+0.0607498j -0.0567525-0.0349617j 0.00577986-0.0713577j -0.00104783-0.00214543j -0.0442248-0.0112934j -0.0284171-0.0589375j 0.0376822+0.0474841j -0.00564851+0.0606152j -0.0416472+0.0073284j -0.0138209-0.0139339j 0.00560111+0.019172j -0.0155429+0.00759962j -0.000201199-0.0470646j 0.0110626-0.0281699j -0.0321317+0.0115339j 0.00946491+0.0118353j -0.00880563+0.0193065j 0.0142189+0.0207111j -0.00582573-0.0060502j 0.0318584+0.0184632j -0.0264919+0.0188787j 0.0193709-0.0190028j -0.00482643+0.0132618j -0.0423218-0.00617632j -0.0216017-0.0100437j -0.0288108-0.0211576j -0.00283876-0.0315926j -0.0122533+0.0240927j 0.0154198-0.0219686j 0.00388519-0.0333738j 0.0140201+0.00850394j 0.0156365-0.0329688j -0.0119352+0.0199504j 0.0236205+0.0150524j 0.0178015+0.0370372j 0.0559603+0.0423364j -0.00926202+0.00214838j -0.0263753-0.0370849j -0.0350964-0.0236022j 
-0.0635705-0.0128239j 0.0700268+0.0193007j 0.166517+0.0657447j -0.0401173+0.20382j -0.0699027+0.0223049j -0.0424648+0.0244509j 0.0353969-0.000345257j 0.0198028+0.0540715j 0.0290787+0.000355387j 0.0228828-0.000660431j -0.0650378-0.045086j 0.0128362-0.0244366j -0.0340307+0.034236j 0.0781823+0.0535244j 0.0136267+0.0788994j -0.0278408-0.0250326j 0.00363571+0.0143654j 0.0288472+0.0525453j 0.0225337+0.000244364j 0.0402688-0.0263337j 0.0131655-0.0139115j -0.00512794+0.0376614j -0.00412569-0.00936451j -0.02322-0.0112865j -0.00957468+0.000799075j -0.0233677-0.0134117j -0.00275291+0.0164438j 0.00846063+0.0222927j -0.00751871-0.00401317j 0.0208452+0.00372307j 0.003854+0.00466379j 0.00580495+0.0105702j -0.0313263-0.0010802j 0.0249153-0.0105509j -0.0206946+0.0258508j 0.00431161+0.00450745j -0.0209519+0.000489478j 0.00454702+0.0159327j 0.00987851+0.0275148j -0.0142061-0.00897805j 0.00469633+0.0202876j -0.0338758-0.0195909j 0.00151201+0.00833335j -0.0177599+0.0321246j -0.0310033-0.000572332j 0.0205012+0.0192765j -0.0437636-0.0287051j 0.0428265+0.0377495j -0.000515829+0.0307691j 0.0398886+0.0194717j 0.028488+0.0112831j -0.0224035+0.0229191j 
0.218418-0.02852j 0.0225651-0.145414j 0.0118098-0.0524008j -0.0382818-0.0331166j -0.0729297+0.0813153j -0.0611526-0.018382j 0.0154298+0.00464446j 0.0331507-0.0417044j 0.0547486+0.0432673j 0.0372352+0.0350832j -0.053786-0.0355465j 0.0300212-0.0111782j 0.00707102-0.083155j -0.0504947+0.00947999j -0.00427678-0.00860832j -0.000648456-0.0221718j -0.019712+0.0279641j -0.0167283+0.0254191j 0.0246339-0.0363545j 0.0501968+0.0155181j -0.0256979-0.0297835j -0.023963-0.00202481j 0.0103897-0.0189836j 0.0148972+0.00820165j 0.0321434-0.00290361j 0.00812808+0.0348775j 0.00747013-0.0157179j 0.0159007-0.0174921j 0.00552704-0.0153341j -0.0100663-0.0284027j 0.0217924-0.00126835j 0.00911854-0.0588998j 0.0182724+0.0159457j 0.0037806-0.0204841j -0.0070943+0.00241113j 0.00460741-0.00263205j 0.00160143-0.00473667j 0.00405053+0.000147862j -0.00609782+0.00602939j 0.0221031+0.000391484j -0.00137104-0.0109869j 0.0168074+0.00141126j 0.019579-0.0176958j -0.020897-0.00768032j 0.0288688+0.00131778j -0.0084702+0.00584918j 0.0749588+0.0073428j -0.0366648-0.00756872j -0.00870654-0.0318386j -0.00884477-0.00828573j -0.00604042+0.0655674j -0.00799087-0.00544152j 
-0.0216724+0.141815j 0.209981-0.0570251j -0.0970978-0.0261573j -0.0144814-0.0288658j 0.0992523+0.0799197j 0.00156823+0.00407397j 0.0104517-0.0181483j -0.0011438-0.0233885j 0.0238871+0.00508911j 0.0294363-0.0433779j -0.0264696+0.0382611j 0.00848214-0.0209389j -0.0654527+0.00620143j 0.0213412+0.0724038j 0.00741742-0.00747846j -0.0456633+0.0220297j 0.0150946-0.00948106j -0.012261-0.0412952j -0.0209352+0.00434033j -0.00821998-0.0430518j -0.0455627+0.00872971j 0.0165901+0.0172263j -0.0294638-0.0205329j -0.00313227-0.00149189j -0.0140408-0.0153195j 0.0289553-0.0084472j -0.014696-0.0142252j -0.0107491+0.00457877j 0.0122383-0.00367178j -0.0239522+0.026261j -0.0112879-0.0369556j -0.0203709+0.00808139j 0.0143489-0.0320802j 0.012162+0.0151151j -0.0297101+0.025206j -0.0105518-0.0141477j 0.0038857+0.0105195j -0.00141834-0.0238821j -0.0260135-0.0134299j 0.0317639-0.040302j -0.0165483-0.0137013j 0.0311311-0.0459554j -0.0037443+0.000494082j 0.00740411-0.0236148j 0.057651+0.00380127j 0.00453092+0.00354847j 0.0361426-0.0220936j 0.013721-0.000328749j 0.00321471-0.00272111j -0.0125931-0.0174044j 0.00606578+0.0186719j 0.00738578+0.0716512j 
