0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
-0.0214637+0.00793073j 0.0172997+0.0152027j -0.00526151+0.00121034j -0.0092243-0.0136116j -0.0114338+0.00208443j 0.0179413-0.024586j 0.0309765+0.0123117j 0.00163618-0.00521267j 0.012217-0.0106722j 0.00796376-0.0124666j 0.0159922-0.0173064j 0.0107795-0.0262512j 0.0193168-0.00107196j -0.0102277-0.0478979j 0.010454+0.0079193j 0.00848447-0.0215367j -0.00952419+0.0111907j -0.0090665+0.0152354j -0.0158825-0.0368275j -0.005011+0.0127701j 0.0138851+0.0159467j 0.00995439+0.0102855j 0.0133434+0.0197696j 0.0294128-0.018686j -0.00166428+0.0309656j 0.00911143-0.00441866j -0.00452985+0.00426664j 0.00279011+0.00520607j 0.0072648-0.0103244j 0.00730564+0.0195447j 0.0131394-0.0131971j -0.0176868-0.0124536j -0.0190898+0.00406766j 0.00841907-0.0271881j -0.009768+0.00924511j -7.88168e-05-0.00276634j 0.0442968-0.0184556j 0.00219022-0.00439115j 0.032566+0.00530767j -0.0103564+0.00293688j 0.000137846+0.00913467j -0.0126831-0.0246175j 0.00833939+0.0250603j 0.00809291+0.0430611j -0.0170713+0.0147179j -0.00569508+0.00104423j -0.0273583-0.00459545j -0.0102687-0.0224816j 0.02094-0.0164477j 0.00372116+0.00349532j 0.0144447-0.0327073j -0.00815325-0.00558236j -0.0058682-0.0241128j -0.00784475-0.0234453j -0.00278273-0.023333j 0.00924421-0.0185752j -0.00737151+0.0357037j -0.0331088-0.00791543j 0.0563916-0.0478025j 0.0209489+0.0188469j 0.00305339-0.00807403j 0.024195+0.00769315j 0.0465861-0.0130359j -0.00512308+0.0186746j 0.0476481+0.0273396j -0.0222172-0.0426249j 0.003851-0.028307j 0.00186517-0.0297946j -0.0136919-0.036172j 0.00735374-0.0103209j 0.00104933+0.0397872j -0.0325846-0.0198071j 
0.0153768+0.000526269j -0.0273348-0.0139211j -0.0368347+0.00192251j -0.0273825-0.00688227j -0.031688-0.00584248j -0.00969769+0.00516021j 0.0213708+0.0568961j 0.0187512+0.024637j -0.00210714+0.0276952j -0.0178678-0.032309j -0.00898408+0.0217136j 0.023955-0.020556j -0.0171633+0.0471108j 0.0120201-0.00211963j -0.0158057+0.0256821j 0.0307952-0.0314665j 0.00565214-0.00545505j -0.00174743-0.0455767j -0.027638-0.0245565j 0.0132381-0.0412022j 0.00603737-0.0315532j 0.0301306+0.0116707j 0.0101752+0.0103572j 0.0284556-0.0224759j 0.0250243-0.0242202j 0.00629946-0.052542j 0.00271432-0.0289809j 0.0333623-0.0119566j 0.0230601+0.00356149j 0.0278049-0.0108956j -0.000629851+0.0146625j 0.00245497-0.0261711j 0.0133498-0.0184948j 0.0291232-0.0284433j -0.0086336+0.00368604j -0.0271244+0.0128663j 0.00713685-0.0190381j -0.00976979-0.00407679j 0.0122562-0.00625521j 0.0686278+0.0098671j 0.009875-0.0187309j -0.0333159-0.00705085j 0.0031299-0.0406045j 0.00310365+0.0401577j -0.0185745-0.0270468j -0.0833445+0.00945264j 0.0276022+0.00182967j 0.0218672-0.0450906j 0.0499838-0.0784114j -0.0125815-0.0359898j -0.0381881-0.00848694j -0.0373943+0.0355868j -0.0168373-0.0326201j -0.0242698-0.0108789j -0.0270815+0.00493265j 0.0370937-0.0301362j 0.049808-0.0410911j -0.0816341-0.0198613j 0.0477059+0.0175658j -0.0157543-0.00515272j -0.036154+0.00670828j -0.0633426+0.0107823j -0.053035+0.00108883j -0.0456697-0.0665303j 0.0348963+0.0147546j -0.065521-0.0305261j -0.0453974-0.0642515j 0.0734476-0.0229819j -0.0155029-0.0965837j -0.0838665+0.0181496j 0.0418018-0.0801915j 0.104505-0.0572847j 
0.0122946-0.0118774j 0.00280239+0.0319272j 0.0325745+0.00388744j -0.0363904-0.0164985j 0.0195936-0.00332634j 0.0212054+0.0459026j -0.00812445+0.0082036j 0.00176438+0.033382j -0.0150209-0.0299443j 0.026909+0.0241092j -0.00665815-0.0103171j 0.00774918+0.0265946j 0.00199969+0.00976433j 0.0200014+0.0579499j -0.015395-0.0297086j 0.0238521-0.0214892j 0.00419673-0.0147722j 0.018865-0.00196j 0.00173307+0.00987412j -0.00579514+0.0209386j -0.0115142-0.0136496j 0.0259168+0.0110899j -0.000705752-0.0386626j 0.00080298+0.00512989j 0.000606822-0.0416799j -0.00851038-0.0286154j 0.0118175-0.0384121j -0.00196042+0.0115449j -0.0322424+0.0131592j -0.0125336-0.00523671j -0.0196615+0.0101245j 0.0185251+0.0112553j 0.0161014-0.00613174j -0.0087528-0.010915j -0.0105906+0.0030846j -0.000955371+0.0153131j -0.0254535-0.02685j -0.00936661+0.0234268j -0.00087991-0.00760162j 0.035609-0.02102j 0.0020084+0.000334882j 0.0151886+0.058627j 0.00831951-0.0322594j 0.0467586+0.0114795j -0.0140872+0.00215325j 0.0258142+0.0576446j 0.0136977-0.0234463j 0.00393518+0.0339311j -0.070228-0.00455051j -0.0164116+0.0079911j -0.0146829+0.0361659j -0.0399406-0.0182101j 0.0384972-0.0123937j -0.0296831+0.045864j 0.0167586-0.0024723j -0.0532263+0.012742j -0.0816968-0.0407305j -0.00938093+0.00628012j -0.0114827-0.00933994j -0.0417502+0.0135951j -0.0346989+0.0170446j 0.00284972-0.0227031j 0.0179192-0.0254703j 0.046609-0.0120104j -0.0224822+0.0375452j -0.0315608+0.00857398j 0.0398211+0.0219335j 0.0273438+0.0657739j 0.0888717-0.00206075j -0.00110037-0.0547716j 0.0524692-0.0512065j -0.0368259+0.0681325j 
0.0236601-0.0177694j -0.00555968-0.0266493j -0.00892853+0.00567473j -0.00293445-0.000201701j -0.00555017+0.0204656j 0.00144308-0.00886813j 0.024252+0.0020155j -0.0120811+0.00998434j 0.0265396+0.0211588j -0.0316035+0.00300813j 0.011853+0.00521514j -0.000562931-0.00984927j -0.00952128-0.00246526j -0.00326756+0.0221521j -0.0114288+0.00297637j 0.000494012+0.0184385j 0.00542216+0.0116824j 0.0252051-0.0538939j 9.2316e-05+0.0459879j -0.0130486-0.0411988j -0.00891808-0.0193912j -0.0147047-0.0211639j -0.0240627+0.0137145j 0.0164941-0.0138338j 0.037547-0.00712557j 0.0104096-0.0185465j -0.0214952+0.00326972j 0.00440011-0.0104293j 0.0104315+0.0132209j 0.00598834-0.0283352j -0.0526796+0.0264479j 0.0173422-0.0112235j 0.0351673+0.0196764j -0.0123132+0.0320264j 0.00563857+0.00646654j -0.0241335+0.0308588j -0.0362558+0.0284811j 0.0414148-0.00734505j 0.0108332-0.00393543j 0.0193167+0.0209889j -0.00858968-0.0274183j -0.0357676+0.0579546j 0.0280501-0.0172442j 0.0130393-0.0190489j 0.0277362+0.0232107j -0.0142014-0.00603671j 0.0207559+0.0244087j 0.0101728+0.000823458j 0.0349725+0.0115544j 0.0402411-0.0335444j -0.0558251+0.0360778j -0.0105063+0.00393763j 0.0136893+0.0297885j -0.0120783+0.00119034j 0.00906426+0.00922556j -0.0212406-0.0172571j 0.0183973-0.0135015j -0.0344274+0.0152361j -0.00648335+0.0611913j -0.0194404-0.0404239j -0.0108254-0.0137718j -0.0407034-0.0131009j 0.0243912-0.0182291j -0.0394528+0.0189605j -0.00794963+0.00609828j -0.0631521+0.0150011j 0.015567-0.0274291j 0.0325668-0.00892557j 0.0252465-0.0369654j -0.0183682-0.00252636j 0.0567034-0.0273346j 0.0333266+0.00922734j 
-0.0388101-0.0357409j -0.0159511-0.013386j 0.0172872+0.0220038j 0.0480999+0.0104923j -0.0241018+0.0203946j 0.0214176+0.00130004j -0.055819+0.0149682j 0.0137516-0.0222528j 0.0200298-0.0234567j 0.0436167+0.00838428j -0.0222281-0.00776306j -0.00871288+0.0134464j -0.0220216-0.0184452j 0.0019128-0.0440685j 0.0107178+0.00728303j -0.0498275+0.0144218j -0.0110592-0.0288627j 0.011131-0.00841832j 0.0220873-0.00732912j -0.018146+0.0109693j 0.0196117-0.0186534j 0.0142327-0.00588428j 0.00824529+0.0190572j -0.0179774+0.000693726j 0.0130578+0.0131498j 0.00301414+0.00571235j -0.00689684+0.00547833j 0.0279937-0.00478795j -0.0146886+0.0217574j 0.0303182-0.00581805j 0.0141719+0.00134913j 0.00163379-0.0203444j -0.0139114-0.00831045j 0.00151953-0.0117631j 0.0143096-0.0135097j 0.00624888-0.0036433j 0.00189438-0.0123133j -0.0153628+0.0212611j -0.000900343+0.00744894j 0.014001-0.00912495j -0.0180629+0.0101895j 0.0308998-0.0299172j 0.00343343+0.0158343j 0.0119474-0.00255442j -0.00638776-0.00335612j -0.0111617-0.0168644j -0.00691471-0.0178871j 0.0121342+0.0111125j -0.0171451-0.00470727j -0.000848116-0.0268237j 0.0105993-0.015701j 0.0140953-0.0260037j -0.012734-0.0727308j -0.00226515-0.0401056j -0.0177367+0.0329702j -0.0117327-0.0133323j 0.0389049+0.0401112j 0.00587635+0.0104157j 0.0558759+0.05858j -0.00975566+0.0413393j 0.0384532-0.000382641j -0.0196404+0.0338764j 0.0415433+0.00314185j -0.0442966+0.00831745j 0.0249348-0.00152188j 0.0090881-0.0621073j 0.0402214-0.0197385j 0.00853233-0.0133083j -0.0793272+0.015941j 0.0535875+0.00967401j -0.0553467+0.0686189j -0.0113597-0.0152532j 
0.00916381-0.00219615j 0.0274432+0.0148358j 0.0295425-0.00324346j -0.0206755-0.00750893j 0.00432667+0.00565422j 0.0417454+0.0247153j 0.0312268+0.00506651j -0.00152975+0.00665169j 0.00473824+0.00631454j -0.010764-0.00948964j 0.0416632-0.00831743j 0.018503+0.00435344j 0.0109957-0.00108834j 0.00689038+0.0256155j -0.00331897-0.00641714j -0.0193458-0.00510016j 0.00526576+0.0184226j 0.0136275-0.00329602j -0.000672315-0.00395776j -0.0166221+0.0195009j -0.00548228+0.000896202j 0.00627331+0.0151947j -0.0132285-0.0160556j 0.0293449-0.0149364j 0.0174662+0.00853693j -0.00754161-0.0102557j -0.000750454+0.0346608j -0.00870701+0.013554j -0.0125528-0.0321604j -0.027364+0.0136812j -0.0338967+0.00734191j -0.00231753+0.0266618j -0.0153133+0.015851j 0.0199343+0.0155801j -0.020164-0.00567146j 0.0142985+0.000607312j 0.0266718+0.0189518j -0.0169638-0.0132161j 0.0275829-0.0194484j -0.0199919+0.0080315j -0.0265198+0.0142037j -0.0152351-0.0212728j 0.0121774-0.00598489j 0.00851922-0.0137889j 0.00515525-0.0108443j -0.0255236+0.0185938j -0.0475769+0.0249338j 0.0086996-0.00861093j -0.0382392+0.0201332j 0.00935176+0.04807j 0.028619+0.00627462j 0.0049402+0.0184843j 0.00890627+0.0149095j -0.014711-0.0113386j 0.0291416-0.00162074j -0.0521516-0.00954944j -0.125681+0.0313521j -0.0579432-0.0108114j -0.0768857-0.0491155j 0.006207-0.0217671j -0.0678826+0.00617006j 0.00702512-0.00484257j 0.0167527-0.0359595j 0.0184299-0.0092976j 0.00487779-0.0454388j -0.0672112+0.0350122j 0.0420564-0.0502015j -0.00787356+0.0218321j 0.0962203-0.00344377j 0.0346862-0.0418903j 0.0708162-0.0211957j -0.0596508+0.0907104j 
-0.0166262-0.0261632j -0.0119753+0.015115j 0.0122853+0.0216342j 0.016901-0.0129985j 0.00793949+0.011804j 0.000873977+0.0190886j -0.018266-0.000438036j 0.0108356+0.00969382j 0.00621775+0.00930726j -0.0184383+0.0276048j -0.00191999+0.0109003j -0.0161455-0.0274943j -0.022502-0.000160396j 0.0259855-0.0118592j -0.0215303-0.029741j -0.0538373-0.0104947j 0.0156746+0.0127553j 0.0157727+0.0452772j 0.0199949-0.00816045j 0.0122904-0.0217138j -0.00878288+0.0554407j -0.0353953-0.015981j 0.000199973-0.0207085j -0.0316603+0.0130181j -0.00231316+0.00352671j 0.0500406+0.0530398j 0.00242881+0.0188219j 0.015993-0.0343902j -0.00732729-2.57845e-05j 0.0132517-0.0206636j 0.00723752+0.010288j 0.00313006-0.0170536j 0.0151166-0.00810203j 0.0227937+0.0469124j -0.0165465+0.0240157j 0.0205052+0.015099j -0.00182535-0.00472152j 0.0354763-0.000518697j 0.00651747-0.0275436j -0.0397307+0.00313616j -0.00711152-0.0277986j 0.0396952+0.0328102j -0.0213925+0.0399406j -0.0186568-0.000820895j -0.0247746-0.0274794j 0.0353291+0.0161625j -0.0207954-0.00551264j -0.0482457+0.00468173j -0.03157+0.00260568j 0.00821251-0.0188064j 0.0178531-0.0192468j 0.000858292-0.00323785j -0.023285-0.0143979j 0.03219-0.00590585j -0.00556755+0.0162219j -0.0568028-0.00140794j 0.0192808-0.0203237j 0.0367483+0.0353779j -0.0423276+0.0270343j 0.00774695-0.0600433j 0.00504869-0.0100052j -0.00247302+0.0190601j -0.0046269+0.0592298j -0.0270433+0.00722791j -0.012497-0.0128689j 0.00233497+0.00568821j 0.0219848+0.00455374j 0.0122593+0.00451093j -0.0180199+0.0124757j 0.0258638-0.00645615j 0.00215398-0.0246877j 0.00645669+0.0107678j 
-0.0300248-0.043563j -0.0188118-0.0123119j -0.0054599+0.00762404j 0.0580971-0.012234j -0.00973692+0.0117494j 0.0234071-0.0286674j 0.0290599-0.00583386j -0.055884-0.0227733j -0.00493223+0.00517874j -0.0155829-0.0191603j -0.0147968+0.00492531j -0.00907299-0.0513415j -0.0536094-0.023915j 0.00207979-0.0079451j 0.00818874+0.00140455j -0.0392545-0.0291449j 0.0470996+0.0330218j -0.0225254-0.00563989j -0.0193801-0.05422j 0.021142-0.0339059j 0.0421144-0.00626701j -0.0186251-0.000995242j -0.0385906-0.0339856j 0.0622245+0.0214196j -0.0250341+0.00123466j 0.0279884+0.00370594j 0.00953163-0.0229995j -0.00600707-0.0103276j -0.0091991-0.0369145j -0.0263592-0.015192j 0.0144182+0.0271598j 0.00110992-0.0163619j -0.00258667-0.00721489j 0.0458419-0.0265157j -0.0268527-0.0090974j 0.0341165-0.0358076j 0.0111057+0.0114286j -0.0195546-0.0106545j 0.0159284-0.00704594j 0.0128568-0.000137942j -0.00466159-0.0159343j 0.0231459-0.0532966j -0.00560469+0.0661523j -0.0294919+0.0161621j -0.0420077-0.0601078j 0.0457821+0.0176917j -0.00911339-0.00316706j 0.0238575-0.0159423j 0.0241412-0.0121806j 0.054606+0.00662989j 0.0900015-0.0183261j 0.0848445+0.0105156j -0.00468127-0.0414282j -0.0172924-0.0234272j 0.015246+0.0240995j 0.00507857-0.114717j -0.040578-0.0589603j -0.0582369-0.0069459j -0.0234283-0.0373772j 0.0534265-0.0482796j -0.0341637-0.0339351j 0.02525-0.0146851j -0.0409099-0.0216914j -0.00327557-0.0686597j 0.0583369-0.0826517j -0.0320674+0.002219j -0.0155197-0.0439187j -0.0418101-0.0431669j -0.0471171-0.026981j 0.0288878+0.0421378j -0.0319575+0.0378139j 0.0305144-0.0263567j 
-0.0176423+0.0123451j -0.00663712-0.0081582j -0.0284626-0.00145475j 0.0130586-0.00648202j -0.0046126+0.00768885j 0.00891541-0.0580116j 0.0408371-0.0135966j -0.0324643-0.0140153j 0.0124705-0.0555456j 0.0256183-0.0259062j 0.0068185-0.00352572j 0.00981818-0.000956558j 0.0211839+0.00168652j -0.0104049-0.0133221j 0.00395813+0.0059596j 0.0251863-0.0117268j 0.0131825+0.0276906j 0.00392808+0.0116167j -0.0428208-0.0188163j 0.0150828-0.00145774j 0.000194142-0.0155767j 0.0184302+0.0185714j -0.00788982+0.000435759j 0.0403501-0.00629672j 0.00578275+0.021781j -0.0177827-0.033034j -0.0196469-0.0363382j -0.0252341+0.0342732j -0.00375993+0.0044927j -0.0225974+0.00949516j -0.0241663-0.00475468j -0.0183075-0.0113174j -0.00576165+0.0126841j -0.0409841-0.0439648j -0.0140114-0.0128261j -0.00675776-0.00515284j 0.0334692+0.00194986j -0.00638353+0.0229735j 0.0209614+0.0199092j 0.0178157-0.0237836j 0.0111679-0.00467684j -0.0190749+0.00537919j 0.0157217-0.00266915j 0.00420375-0.0020605j -0.00626945+0.0168144j -0.0279775+0.0295159j 0.00649797-0.0159257j -0.00624468-0.0196752j 0.017843+0.00724708j 0.00839984+0.0315936j -0.014659-0.0282172j 0.0092094-0.0194893j 0.0384031-0.0016893j -0.0120521-0.0102016j 0.0136434-0.0513511j 0.0143097+0.0182917j -0.0433597+0.0278568j -0.00598001-0.0448125j 0.0186812-0.0378625j 0.0163598+0.00495261j -0.0237137-0.0262934j 0.0484156-0.0534416j 0.00729189-0.0789963j 0.042053+0.00137858j 0.0404831+0.0202567j 0.0107158-0.0321765j -0.00490453-0.00256113j -0.0144264+0.0035213j -0.00897003+0.00771227j 0.0163241-0.00683901j -0.0167437+0.0326288j 0.00867977-0.0349647j 
-0.0182827-0.0252949j -0.00561278+0.0460089j 0.0322743+0.00149779j -0.0155517-0.0300243j 0.0141661+0.0293498j 0.0334164-0.00835804j 0.0236212+0.0295864j -0.00575176+0.00247562j 0.012911-0.0253193j 0.0135957+0.0326725j 0.0445025-0.0122627j 0.0279955-0.0185116j 0.0371471+0.0266638j -0.0239864+0.0127925j -0.0547401+0.0112457j 0.0178145-0.0228873j 0.00550937+0.00915612j 0.0538792+0.017004j -0.000513312+0.00670327j -0.00307749-0.0558355j -0.0112252-0.0132424j -0.000921919-0.0475758j -0.0432293+0.0141141j -0.000429802+0.0188072j 0.037079+0.0189798j -0.0373821+0.0232583j 0.0121893-0.0455899j 0.0162937+0.00237436j 0.0197149-0.0208137j 0.00706311-0.00478737j -0.0295142-0.029864j 0.00557652+0.00346483j -0.00984911-0.0297615j -0.0324074+0.0117786j 0.020315+0.0144744j 0.00556739+0.0375112j -0.0240834+0.0322321j 0.0406213-0.0361421j 0.00689108+0.0151149j -0.0280258+0.00463438j -0.00631353-0.0170933j -0.0302837+0.0823732j 0.00444727+0.0105059j -0.0145766-0.0371865j 0.0409236+0.0183569j -0.00856878-0.00405894j 0.0290986-0.0340072j -0.018504+0.0349989j -0.0121253+0.0105226j 0.0747344-0.016729j -0.0379534+0.0454408j -0.0104515+0.0124769j -0.0133458-0.0107062j -0.0580567+0.0130492j 0.0138346+0.0384388j -0.0373588-0.0764617j 0.0517092-0.0529667j -0.0181629+0.0462198j 0.0419939+0.0396391j -0.00456874-0.0292972j -0.0075107-0.0305812j 0.0156287+0.044519j 0.019756+0.0443532j -0.0418767+0.0994886j -0.0331938+0.0493359j -0.0688622+0.0108452j 0.00376748-0.00813138j 0.0636923+0.0100229j 0.0593905-0.0585785j -0.0118913-0.0201579j 0.0636062-0.104431j 0.0602973+0.005006j 
-0.0143299+0.0215542j -0.0192316+0.00377062j -0.0220613+0.0160455j -0.0153888+0.000806382j -0.0199807+0.00237974j 0.00334697+0.00917541j 0.00919653+0.0433312j 0.0219233+0.0122765j -0.0346954-0.0160038j 0.010229-0.00794347j -0.032896-0.0274919j -0.04219-0.0211317j 0.0274184+0.0401892j -0.00461154-0.0277591j 0.0325256-0.00559176j 0.0208759-0.0174923j 0.0298763-0.011421j 0.00657433+0.0130601j -0.0114885-0.00559909j -0.0285631+0.0290297j -0.0139096+0.0161445j 0.00949337+0.0463948j 0.0105708+0.00187727j 0.00402014+0.0159035j -0.0527053+0.0243004j 0.00817945+0.0168852j -0.0174442-0.0271897j -0.018603+0.0530097j -0.022548+0.011783j -0.0125416-0.0631039j -0.0081741-0.00135981j -0.103628-0.0276722j 0.0161073+0.0330886j -0.0477033-0.0575916j 0.0173745+0.0400741j -0.00205387-0.0107974j 0.0689848-0.0799737j 0.0746319-0.0287386j 0.0183947+0.0457958j -0.0128764+0.0414071j -0.0287252-0.0358529j -0.0217681+0.0773155j 0.0652378-0.0141993j 0.06023+0.0301228j -0.0205283+0.0818966j 0.0868772+0.0471216j 0.019837-0.0246672j 0.0126682+0.0940955j 0.0361715-0.0865519j 0.0369264-0.0179769j -0.0625473-0.0248292j -0.0266128-0.0462976j 0.0569999-0.0526664j -0.0198214+0.000257057j -0.00999676+0.0150574j -0.0362354-0.00190543j -0.0284332-0.0816148j -0.0260954-0.0167511j 0.0236886-0.0268187j -0.0597937-0.0621626j 0.0285415-0.0220196j 0.0174769-0.0590227j 0.00140013-0.0165253j 0.0102965-0.0409332j 0.0337349+0.0573045j 0.0515234-0.0756039j 0.0219229+0.016985j 0.0832278+0.0370485j -0.0244121-0.0557388j -0.04855+0.00347349j 0.0165355-0.0447818j 0.0518039-0.0567983j 
0.0377511+0.0020547j -0.0285214-0.0230214j -0.0247955+0.00790493j -0.00550465+0.0347638j 0.00198528-0.00359832j -0.0282016+0.06262j -0.0212487+0.0145567j 0.016706+0.0340168j -0.0263877+0.0584012j -0.032391+0.0102531j -0.0249055+0.0212191j -0.0508603-0.00255489j -0.0121657+0.0550294j 0.0218994+0.0352191j 0.0319929-0.0174281j -0.0194529+0.00821774j 0.026803-0.0223653j -0.00390163-0.0464894j 0.0191031+0.0264169j 0.0235571+0.0151567j -0.00421631+0.00693491j 0.00595469+0.011445j 0.0106381-0.0340088j 0.0112597+0.00415522j -0.00583092-0.0531723j 0.0221496-0.00880344j 0.0256821+0.0195682j -0.0101918-0.0301149j -0.00501148-0.0110973j -0.0134716-0.0264343j -0.000909943+0.0522473j 0.0105652+0.00388246j 0.029071+0.0103982j 0.0741224-0.0062514j -0.0134891+0.000154514j -0.0200015+0.00187105j 0.00752589-0.0278433j 0.000290957-0.0124041j 0.0319984-0.0144393j 0.0131213+0.0408938j -0.00838414-0.00594015j 0.0106547-0.00991667j -0.0143433-0.0474275j 0.0136614-0.0205657j -0.0478403-0.0639002j -0.00494363+0.0147668j -0.0175158+0.0280603j 0.0427766-0.0180299j 0.0138016-0.0289415j -0.0399425-0.00612997j -0.00468398+0.00873605j -0.0264066+0.0535019j -0.050594+0.0237284j 0.0233698+0.044638j 0.0298721+0.0551781j -0.0610972+0.00903697j -0.00028918-0.129586j -0.0192168-0.00415973j -0.0739016-0.0340412j -0.04315-0.0653112j -0.0288688+0.0384063j -0.05305-0.0466884j -0.0850509+0.0410481j 0.0292321-0.109084j -0.0125717-0.0414363j 0.0434903+0.0204753j 0.0359307+0.00652347j 0.0665448+0.0414209j 0.04329-0.0254488j -0.0484634-0.0181779j 0.0831185-0.0658215j 0.0143457+0.0426609j 
-0.000473201+0.02531j -0.00652231+0.0164605j -0.0311093-0.00475536j 0.000442027-0.0227449j 0.00480377-0.0435937j -0.0111505+0.0128123j -0.0184334+0.0253901j 0.0123159-0.0158985j 0.018774+0.00856282j 0.00588426+0.0422711j -0.0463426+0.0359429j 0.0148428+0.00712275j -0.015647-0.0113613j 0.00227273-0.014958j 0.00568925-0.0486507j -0.0200365-0.0200779j -0.02931-0.000754225j 0.0141484+0.0753299j 0.0122553-0.084831j 0.00919791+0.0299371j -0.0145755-0.039911j 0.00853499+0.0571987j -0.0180417-0.0287312j 0.0248079+0.0383817j 0.00800363+0.0163652j -0.0156068-0.0110873j 0.00656576-0.0228125j 0.0153451-0.0111379j -0.0238642-0.0113269j -0.0373697+0.0138388j 0.0231495+0.000473086j -0.0171057-0.00433378j 0.0431469-0.0020189j 0.0177357+0.0217409j -0.06112+0.0128j 0.0554391-0.0163818j 0.00339228-0.0279116j -0.00339291+0.0314373j -0.0372789-0.0141964j 0.0212192-0.0286461j -0.0234511-0.00989381j 0.00408677+0.0270708j -0.0378984+0.0255939j -0.00884822-0.0201403j 0.0375125-0.0401462j 0.0301426-0.0178082j 0.0117707-0.0297552j 0.014564-0.0217173j -0.00460701-0.0611892j -0.0187717+0.00100339j -0.0164583-0.0185777j 0.0593166-0.0467939j 0.00929-0.0357514j -0.010655-0.0549005j 0.000334187-0.015479j 0.0548468-0.0469086j -0.0227408-0.0199186j 0.00926716-0.0479499j -0.029606+0.00269939j 0.00401948+0.00135964j -0.0131055-0.0847676j -0.000679251-0.0284549j -0.0320119-0.0342702j 0.0388748-0.0559203j 0.010085-0.00316876j 0.000218445+0.0179826j -0.0629136+0.0147815j 0.0111855-0.0536613j -0.0501362-0.0265495j -0.0628785+0.0401933j -0.0455895-0.0255416j 0.0729406-0.0943117j 
-0.00162858+0.0387181j -0.0255004-0.00548596j -0.0375901-0.0056332j 0.00746133+0.0190733j 0.00287767-0.00267814j -0.052603-0.0303367j -0.00202037+0.0208398j 0.024789+0.00232871j -0.00376255+0.00603077j -0.000987548+0.0225285j -0.0109246+0.0107548j -0.0487384-0.00633075j 0.0221795+0.0447039j -0.015853-0.0647386j 0.031621+0.00866564j -0.00678022+0.00364142j 0.00576575-0.0270574j 0.00464259+0.00930247j 0.0119553-0.0328076j 0.0283769+0.00156563j 0.0158332+0.00975563j 0.00716247-0.00310085j 0.0255168+0.0180116j 0.00164722-0.00421443j -0.00315214-0.000504126j -0.00499837+0.021621j 0.031299-0.0127624j -0.0052196-0.0169066j 0.0593505-0.0100353j 0.0134798+0.0198354j 0.0384059+0.00695822j 0.010027-0.0471036j -0.031772-0.0136619j 0.056052-0.0339229j 0.0456361-0.0124523j -0.0377996-0.00321644j 0.0223647-0.0171685j -0.0166219-0.00898485j 0.0655501+0.0116247j -0.00209854+0.00792703j 0.0127808-0.000778245j -0.00745654-0.0418298j -0.0341622+0.0214691j -0.029096-0.0262412j -0.038259-0.0414384j -0.0376234-0.0384447j 0.006017-0.0284117j 0.0161164-0.0317415j 0.0399121-0.00699153j -0.0240658-0.00584513j -0.0348774-0.0674578j -0.0174346+0.0145935j -0.110614-0.035656j 0.0060595+0.0139451j 0.0183154+0.0274025j -0.0122204-0.00148901j 0.0785554-0.0462093j -0.0368415+0.0348699j 0.0827739-0.0703633j 0.0283019-0.00958984j -0.00832451+0.00685505j 0.00492451-0.00588417j -0.054722+0.0497956j 0.0064409-0.0145397j 0.0171+0.0189956j 0.0758154-0.0538804j 0.0294285+0.0348394j 0.074218+0.00607612j -0.0476387-0.0387914j -0.0574756+0.0193461j 0.00376489-0.0380986j 0.0729887-0.0741003j 
