-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
-3.24508e-16-0.000123059j -6.52162e-16+0.00195496j -7.15475e-17-0.00125139j 9.1879e-17-0.000924121j -1.48494e-16-0.000896406j 2.30406e-16+0.000672901j 2.1169e-16-0.00131915j -1.26459e-16-0.000382479j -7.80838e-17-4.23712e-07j 5.08723e-16+0.00103212j -9.62059e-17-0.000223576j -1.9731e-17+0.00123177j 1.85837e-16+0.00109697j -5.71569e-17-0.00049307j 1.01654e-16-0.000637287j 1.09248e-16-0.0004913j 2.32461e-15-0.000469192j 1.27319e-16+0.000772731j 1.87712e-16-0.000983862j -1.32979e-17-0.000131598j -4.40957e-16-0.000877178j -1.87542e-16+1.61711e-05j -7.64091e-17+0.00124387j -1.53918e-16-0.000637547j -2.03245e-17-0.000213381j 1.02668e-16-0.000866032j -1.21682e-16+0.000821519j 2.85575e-16-0.000382824j -2.27979e-16-0.00121077j 1.85036e-15+0.000420887j -7.95137e-16+0.000360163j 5.8759e-17-0.000500329j -7.60084e-18-0.00116174j -1.45373e-16-0.000755587j 3.53335e-16+0.000150443j -5.03579e-16-0.000119615j -5.79542e-16+0.00169847j 3.77391e-17-0.000231345j 3.34783e-16-0.000328406j -6.16674e-17+0.000543445j -8.21753e-17+0.000555441j -6.2894e-16+0.000380214j -7.15305e-17-0.00118581j -2.15059e-16+0.00122752j 7.90891e-16-0.00116647j 2.63042e-16+0.000732861j -1.15192e-16+0.00216355j -2.24932e-16-0.000880153j 1.93674e-16-0.000837049j -4.62136e-16+0.00255772j 5.21746e-14-0.00092021j -1.64623e-16+0.000660242j 1.72733e-15-0.0011301j -5.35004e-16-0.000122848j -2.2078e-16-3.10342e-05j 7.00101e-16+0.00111579j 1.43939e-16+0.000912343j -6.32717e-16+0.00203274j 5.40455e-16-0.00186758j -5.10936e-16+0.000530729j -3.73435e-16+0.000819145j 7.40813e-17-0.000700197j 2.11609e-16+0.000164203j 2.96297e-16-0.000475265j -1.71744e-16-0.000763953j 8.57672e-16-0.00123662j 7.36534e-17+0.000839836j -8.02129e-17+0.00160988j -3.92325e-16-9.23133e-05j 4.04091e-16+0.00105711j -8.27068e-16+0.00215153j -8.41499e-17-0.00125275j 
-3.32329e-17-0.00122813j -5.45743e-17-0.00284465j 3.63021e-17-0.000424704j 4.62204e-17+0.000469781j -4.44663e-17-0.000979587j -3.425e-17+0.000536254j 3.19567e-17+0.00144265j 2.80464e-17-0.00138056j -4.05701e-17+0.000725582j -1.9836e-17+0.000158608j 1.87936e-16-0.00162296j 9.54523e-18+0.000218287j -1.46283e-16-0.000395418j 3.99828e-17-0.00103068j -2.61878e-17+0.000758791j 4.45353e-17+0.00133543j -2.19052e-15+0.000444455j 1.07513e-16+0.000871852j 6.2092e-17-0.000560246j -6.569e-17-0.000998613j 1.02656e-16+0.000113905j -6.28468e-17-0.000894947j -8.08324e-17-0.0003103j -3.27853e-16-0.00114002j -1.04879e-17+0.000226464j -1.7374e-17+0.000259582j 4.24967e-17+0.000545039j -5.12928e-17+0.000287164j 5.05442e-16+0.00161374j -1.40182e-15-0.000110736j 1.9893e-15-0.00092814j 3.24402e-16-0.000922208j 1.05113e-16-2.56804e-05j 4.71324e-17+0.000276148j -7.55801e-17+0.000680879j 4.81936e-17-0.000431378j -7.16173e-17-0.000883507j -6.82141e-17+0.00118504j 4.14791e-17-0.000305457j -8.17268e-17+0.000458544j 3.29462e-17-0.000907622j -3.40296e-17-0.00011148j 1.88262e-16+0.000991213j -6.67822e-16-0.00167726j 1.40279e-16+0.00115572j -3.05137e-16+0.000784382j -2.02647e-16+0.000293102j 2.51915e-17+0.000462431j 4.34027e-17-0.000625116j -2.564e-16-0.00135182j -5.09875e-14+0.000905317j -1.35137e-16-0.000264817j -8.75791e-16+0.00179597j 5.35306e-18+0.000405148j 9.0184e-17-0.00105228j -1.11022e-16+0.00031261j -7.12298e-17+0.000270311j -8.40859e-17-0.000769841j 3.64118e-17+0.00117488j 5.93766e-17-0.00146845j -8.47268e-17+0.000370155j -2.70848e-17+0.00115183j -5.53938e-18-0.000297813j 5.11931e-17-0.000378224j -9.53898e-18+0.00104182j -1.69284e-17+0.00177632j -7.68434e-17+0.000232599j -1.01994e-16-0.000245408j 2.39923e-17-0.000386794j -1.22842e-16+0.000702271j -2.91621e-17-0.0028862j 1.29827e-16+0.000394451j 
3.36005e-17+0.000565773j -1.09277e-16+0.000718689j 1.97265e-17+0.000225475j 8.98295e-17-0.000652816j 1.24182e-17+5.42374e-05j 7.30421e-17-5.82787e-05j 6.18883e-17-0.00166064j -9.57096e-17+2.06602e-05j -2.88454e-17-0.000279505j 5.40148e-16+0.00106237j -1.15484e-16+0.000548926j 1.01187e-17+0.000871955j 2.35721e-16+0.000975817j -2.52534e-17+2.54788e-05j 1.18017e-16-0.000998674j 4.00995e-17-0.0011332j 4.21191e-15-0.000849434j 3.10279e-17+0.000358699j 8.0485e-17-0.000762613j 1.65714e-17+0.000708424j -4.56545e-16-0.000962177j -5.5634e-17+0.000357525j 1.38672e-17+0.00112155j 7.98716e-17+0.000400715j -9.63076e-18-0.000737041j -1.41302e-17-0.00128274j 7.9041e-17+0.000758j -3.40176e-17+0.000138023j -3.74447e-16+0.000353008j 1.14444e-15+0.000741192j -2.416e-15+0.00114509j -4.6884e-16+0.00120378j 1.16835e-16+0.000699444j 3.14574e-17+0.000842755j -5.00358e-17-0.000683293j -2.0034e-17+0.00102002j -1.28579e-16-0.000260836j -7.54019e-17+0.000160312j 8.46877e-17-0.000564402j -8.20015e-17-1.31223e-05j 1.72276e-17-0.000319461j -6.49234e-17+0.000927503j 3.68887e-18+0.000787432j 1.22868e-16+0.000549995j -1.7999e-18-0.000961875j 2.29786e-16-0.00112385j -1.87338e-16-0.00113177j 8.6247e-17+0.0008212j 1.84268e-16-0.000129573j -2.33586e-16-0.00023241j -6.85603e-16+1.20645e-05j -2.36824e-17+0.000219017j 7.16358e-16-0.00131056j -3.6249e-16+0.000966468j 2.76071e-17+0.000374957j -1.19479e-17-0.00193779j -7.78843e-17-0.000844489j -1.4254e-16-0.00016284j 1.80562e-16+8.89897e-05j 3.76876e-17+0.000294399j -1.27425e-16+0.000295514j -1.36278e-17+0.00028264j 3.53852e-17-0.000579959j 9.22269e-17-0.000355257j -3.61624e-17+0.000810377j 7.53622e-17-0.000700592j -7.58844e-17-0.000571761j -1.20593e-16-0.000626582j -2.09759e-17+0.000810327j -8.85993e-17-0.00110358j -8.97543e-17+0.00027018j 8.20003e-17+0.000670008j 
5.25366e-17+0.00154513j 8.80987e-17-0.00111988j -3.80995e-17+0.00226089j 2.72738e-17+0.000848982j -1.17333e-17+0.00172237j -1.3449e-16-0.0012874j 7.65716e-17+0.000842949j 3.52547e-17-0.000146766j 7.79065e-17+0.000652082j -6.59218e-16-0.00121601j -2.56686e-17+8.8889e-05j 5.32845e-18-0.00118963j -2.07848e-16-0.000815142j -4.883e-17+0.000631004j 1.6132e-17+0.000790861j 7.25862e-17+0.000621162j -3.09293e-15+0.000636344j -8.19537e-17-0.000663448j -1.34483e-16+0.000592821j -1.02749e-16+0.000104664j 5.63174e-16+0.00117734j -5.43799e-18+0.000501312j -7.76152e-17-0.0010333j -1.54255e-17+0.000253621j 2.9683e-17+0.000180599j 2.30454e-17+0.000230167j 3.49887e-17+0.000297941j -2.19581e-17-0.000778979j 1.24755e-15+0.0012789j -3.77474e-15-0.00141594j -1.74992e-15+0.00103493j -4.05294e-16-0.000317969j -1.34704e-17+0.00193044j -3.62072e-17+0.00295012j -8.78182e-18-0.00216501j -3.64502e-17+0.00390017j 6.5274e-17+0.000530709j -8.54105e-17+0.00196287j 5.43359e-17-0.002793j -2.48395e-17+0.000471559j 4.97308e-17-0.00167098j 1.16551e-17+0.00455183j -1.34183e-16+0.00325076j 7.61218e-16+0.0020362j -4.92685e-16-0.00431335j 1.00999e-15-0.00355673j -2.9279e-18-0.00281271j 1.00404e-16+0.00306495j 9.19784e-17-0.00190614j -2.86052e-17-1.14919e-05j -8.76688e-15+0.000151381j 1.91005e-16+0.00111101j 2.62851e-15-0.0053904j -1.48509e-15+0.00474214j -4.36271e-17+0.00042183j 1.92152e-16-0.00741798j -3.16084e-17-0.00271837j 8.77054e-17+0.000218612j 8.30445e-17-0.00035709j 8.78753e-17+0.000523448j -5.97168e-17+0.00219879j -8.36855e-17+0.00217942j 7.07019e-17-0.00266887j 3.65275e-17-0.00228123j -9.07895e-17+0.00435937j -6.41645e-17-0.00256702j 1.11828e-19-0.00168482j 2.78678e-17-0.00231621j -1.16013e-17+0.00301276j 5.76126e-18-0.00412941j 8.30199e-17-0.000401473j 3.67048e-17+0.0027794j 
-1.24401e-16-0.000855528j 1.01246e-16-0.00603689j -6.24697e-17+0.00153683j -4.58665e-17+0.000870569j -2.85409e-17-9.18566e-05j -3.41053e-17-0.000233124j -4.4288e-17+0.00116675j 9.12985e-17-0.00135532j -1.264e-16+0.000473271j 2.493e-16+0.000616651j 1.90315e-16-0.00103569j 1.07399e-17+1.47798e-05j -1.5152e-16-0.00051121j 4.76632e-17-0.000736631j -6.1368e-17+0.000234878j -8.27924e-17+0.000622356j 9.78678e-16-0.000209464j 3.639e-17+0.000748101j 8.59235e-17-0.00064271j 9.9462e-18+3.72918e-05j -1.41326e-16-0.000297096j 2.0842e-17-0.000741381j 7.57662e-17-0.000309047j 5.23064e-17+8.6663e-05j -3.72714e-17-0.000686361j 1.02084e-17-0.000525117j -5.31177e-17+0.000723264j -1.21523e-16+0.00145458j 5.83203e-16+0.00490297j -1.99029e-15+0.000736182j -3.96134e-16-7.57844e-05j -4.93327e-17+0.00173667j -1.02727e-16+0.00279425j -1.06203e-16+0.0027909j 6.2587e-17-0.000104868j -9.55362e-17+0.000883997j 7.43033e-17-0.00461032j -7.45826e-17+0.00231361j 6.52215e-17-0.000655706j -3.28616e-17-0.000203629j 5.77301e-17-0.00270792j -1.20108e-16+0.000349975j 2.53177e-16+0.00447358j -1.72916e-15-0.00384179j 3.85424e-16+0.00245105j 4.40863e-16-0.00151649j 2.28202e-16-0.00464878j 1.91039e-16+0.00324724j 1.24302e-16+0.000312595j -6.58022e-16-0.0065834j -1.62934e-13+0.00289035j -3.66735e-16-0.00120256j -1.28369e-15+0.00290608j -3.38135e-16+0.00201826j 5.58573e-18-0.000986386j 2.47101e-16-0.00387686j 1.66315e-16-0.0022121j 2.3914e-16-0.00473858j 1.20627e-16+0.0050115j 1.98566e-16-0.00269286j 1.05095e-18-0.000428915j -8.38272e-17+0.00317591j 1.18073e-16-0.00145151j 3.76176e-17-0.000219353j -1.36833e-16+0.00380586j -2.61772e-17+0.0037827j 6.04825e-17-0.00178627j 1.03742e-16-0.00377673j -5.41474e-17+0.000658355j 1.17495e-16-0.00205532j -1.26734e-17-0.00739509j 1.1589e-16+0.00347664j 
-4.65993e-16-0.00703931j -3.34293e-16-0.0133958j 2.77472e-17-0.000188847j -1.95231e-17-0.00141977j -6.45246e-17-0.00145525j 5.75529e-17+0.00192231j -4.33576e-17+0.00195626j 5.60684e-17-0.00236954j -1.09794e-16+0.000128447j 4.63281e-16+0.000964446j 2.28716e-16-0.00186761j -2.14167e-17-0.000561442j -3.64607e-16-0.000853276j 3.83493e-18-0.00131393j -1.13679e-16-0.000504181j -9.72303e-17+0.000329271j 4.48078e-15-0.000936323j 2.81483e-16+0.00131944j 1.01918e-16+0.000415925j 5.17481e-17+0.000613538j -6.40977e-16-0.0012614j 9.23325e-17-0.000718761j 2.08596e-16+0.000934551j 4.05095e-16+0.000965899j -4.484e-17-0.00128253j 7.30903e-17+0.00124995j -1.29286e-16-0.00319832j -2.52624e-16+0.00558014j -1.22217e-15+0.0096503j 3.63573e-15+0.00524215j 7.45609e-15-0.00497421j 1.38543e-15+0.00476061j 1.0976e-17-0.00293379j 3.08464e-17+0.00111645j 4.23505e-17+0.00741815j 3.53286e-17-0.00371161j -1.87834e-16-0.00607638j 4.72885e-17+0.0100963j 4.57588e-17-0.00289361j -1.07896e-16+0.00468907j -1.16074e-17-0.00778401j -2.56345e-16-0.00128756j 1.31549e-15+0.00686352j -5.37253e-15-0.0127502j 1.22047e-15+0.00892822j -1.80503e-15+0.00731689j -3.25503e-16+0.0047671j -1.58671e-16+0.00343956j -5.30747e-16-0.00625171j -1.14924e-15-0.00831925j -3.73814e-13+0.00663866j -8.43382e-16-0.00187099j -6.38515e-15+0.0142644j 1.36748e-16+0.00298966j 1.52686e-16-0.00826136j -6.69516e-18+0.00411098j 5.11338e-17+0.00310745j -9.1376e-17-0.0041531j -7.27109e-17+0.00820536j -1.19174e-16-0.0115274j -1.0323e-16+0.00391175j 7.80308e-18+0.00828118j -5.03829e-17-0.00167104j 9.64125e-18-0.00336904j 6.43575e-17+0.00778987j 1.40592e-16+0.0123493j -2.06353e-17+0.00281453j -6.08407e-17+0.000114909j -2.83304e-17-0.00216295j -6.64348e-18+0.00715986j -4.87647e-16-0.0194496j 4.59954e-16+0.00165186j 
2.82459e-16+0.00515004j 2.12875e-16+0.00375631j 4.49748e-19+0.0038912j 4.2173e-18+0.00100384j 1.30386e-16+0.00349456j -1.66524e-16-0.00281433j 2.74897e-17-0.00170524j -3.48372e-17+0.00194643j 1.15632e-16-0.000397082j -3.9123e-16-0.00095649j -3.11404e-16+0.00270067j 8.99551e-19-0.00101899j 9.47373e-17+1.44372e-05j -8.28471e-17+0.00212121j 9.6326e-17-0.000406468j -4.35155e-18-0.0015135j 9.90821e-16-0.000189843j -2.95514e-16-0.00182202j -2.16635e-16+0.000670608j 1.54111e-17+0.00168516j 3.57534e-16+0.000836839j 7.05918e-17+0.00161901j 2.67938e-17-0.000742929j 4.39815e-16+0.00192438j 6.21343e-18-0.000441908j -3.61186e-17-0.0012725j 9.3613e-17+0.00110491j 1.07515e-17-0.00185601j 1.15818e-15-0.00102604j -3.49164e-15-0.00208551j -7.87134e-15+0.00421724j -1.45383e-15+0.00121418j -8.30506e-18+0.00497061j 4.40708e-17+0.00390454j -5.36277e-17-0.00564802j 6.35691e-17+0.00602707j 1.79552e-16+0.000273384j 1.63848e-17-0.0020123j -9.88715e-17-0.00135456j 7.14631e-17-0.00217936j -5.52478e-17+0.000642257j 2.91218e-16+0.00473469j -4.21535e-16+0.00230301j 2.31784e-15+0.00587121j -9.56292e-16-0.00669335j 2.02104e-15-0.00811506j 2.18186e-16-0.00832592j 4.97222e-16+0.00324524j 3.17038e-16+0.00190495j 6.64349e-17-0.000187792j 7.68591e-14-0.00136996j 4.00912e-16+0.00105563j 4.57605e-15-0.0101743j -1.31676e-15+0.00388784j -1.48203e-16+0.00423137j -1.91923e-17-0.0113559j -6.03447e-17-0.00563418j 2.77245e-16-0.000928225j 2.47841e-16-0.00105959j 2.33032e-16+0.00475986j 1.46972e-16-0.000499427j 3.46739e-17-0.000441421j 1.88209e-17-0.00233317j -8.90395e-17-0.000272186j 6.71482e-17+0.00226248j -1.95045e-16-0.00639889j -1.52635e-17-0.00425046j 1.49205e-17-0.0046346j 1.07523e-16+0.00448625j -7.01597e-17-0.00881944j 1.76595e-16+0.00534875j 1.05759e-17+0.00391167j 
3.3313e-16+0.00671769j 7.6363e-17+0.0110952j 7.78347e-20+0.00231959j 3.09057e-18-0.00023759j 1.66975e-16+0.00338152j 6.80796e-19-0.00261471j 2.6364e-17-0.00461525j -1.56146e-16+0.00376209j 1.32347e-16-0.00151525j 6.86524e-17-0.000285585j -5.69498e-16+0.00456263j -9.87058e-18+2.2994e-05j 5.28783e-16+0.00152899j -1.13011e-16+0.00288878j 1.85668e-16-0.00177768j -1.52453e-17-0.00347622j 4.80232e-15-0.000959772j -3.54962e-16-0.00229759j -1.69576e-16+0.00050471j 1.19737e-16+0.00241051j -8.93852e-17-1.46405e-05j 5.521e-17+0.00246899j 6.85492e-17+0.000556191j 6.06112e-16+0.00241093j 5.4045e-18-0.000517129j -3.568e-17-0.0021242j 6.72721e-17+0.00117602j 1.93733e-16-0.00304525j -2.99211e-17-0.00615278j 3.32014e-16-0.00202216j -1.02145e-14+0.00551663j -1.7701e-15+0.000950176j -3.18693e-17+0.00341193j 3.49184e-17+0.00112052j 4.6819e-17-0.00625414j -3.29248e-17+0.00483012j 6.25585e-17+0.00343158j 1.30207e-16-0.00620095j -1.07381e-16+0.000743944j 1.50282e-16-0.00327468j -1.41788e-16+0.00429461j 2.53696e-16+0.00287246j -7.89347e-16-0.002703j 3.80835e-15+0.00968287j -9.70432e-16-0.00799892j 1.96718e-15-0.00757037j 2.91317e-16-0.00604343j 3.6003e-16-0.000271605j 3.41138e-16+0.00395652j 5.34261e-16+0.00479765j 2.41488e-13-0.00428896j 6.21766e-16+0.00157022j 5.80109e-15-0.0124313j -6.56601e-16+0.000239679j -2.62955e-16+0.00644934j 2.52821e-17-0.00732197j -3.8495e-17-0.00416458j 7.73384e-17+0.00216327j 2.9232e-16-0.00505926j -7.33297e-18+0.00840289j 1.62423e-16-0.002085j 1.41205e-16-0.00480953j 2.43156e-18-0.000112181j -8.76844e-17+0.00156119j 1.2132e-16-0.00316494j 2.71658e-17-0.00997016j 2.86389e-17-0.00333119j 1.5973e-17-0.00180242j 3.62032e-17+0.00350885j 5.01905e-17-0.00763503j 4.5213e-17+0.0136441j -2.16423e-16+0.00065938j 
-6.33077e-16-0.00623635j -7.02262e-16-0.0173723j 2.30165e-17+0.00113628j 4.02985e-17+0.00144814j -2.19884e-16-0.00170143j -1.16878e-16+0.00124466j 2.39153e-16+0.00603441j 4.2519e-17-0.0047802j -5.12697e-17+0.00227288j -4.22536e-16-0.000261424j 4.57413e-16-0.00497214j -4.18835e-17-0.00120186j -9.37499e-16-0.00262973j -7.91394e-18-0.00270742j -1.20256e-16+0.00238895j 1.61394e-16+0.00413931j -5.59946e-15+0.00112732j 3.88795e-16+0.00215274j 8.88109e-17-0.000290263j -2.42732e-16-0.00189756j 4.25491e-16+0.000678612j -9.93045e-17-0.00239782j -9.93928e-17-0.00155643j -4.91325e-16-0.00164806j -2.80798e-17-8.39492e-05j 1.31237e-16+0.00190735j -1.03605e-16-0.000753339j -1.66832e-16+0.00394445j 1.93322e-15+0.0117158j -4.56865e-15+0.00185199j 8.12638e-15-0.00476058j 1.4328e-15+0.000936254j -1.47394e-18+0.000424416j 1.09215e-16+0.00389709j 1.4578e-16+0.00462124j 1.26112e-17-0.00072628j -2.4069e-16-0.00703163j 2.67812e-16+0.010408j -6.29457e-17-0.00398596j -8.02755e-18+0.00379477j -2.01121e-16-0.00845414j -1.3973e-16+0.0014861j 1.46865e-15+0.0096631j -5.24425e-15-0.0115936j 1.04613e-15+0.00651545j -7.21436e-16+0.00345201j -1.88607e-16-6.79888e-05j 2.36824e-16+0.00591565j -5.17317e-16-0.00577298j -1.60343e-15-0.0105748j -4.00797e-13+0.00711725j -8.19909e-16-0.00163672j -4.46814e-15+0.0106032j -5.52404e-16+0.00588613j -8.18369e-17-0.00726343j 2.25364e-17-0.00240234j 7.44881e-17+3.07908e-05j -4.86523e-17-0.00602092j 2.68351e-16+0.00924033j -2.21865e-16-0.0106955j 3.95164e-17+0.00395039j 2.18954e-16+0.00978364j -8.86962e-17-0.00357459j -1.07841e-16-0.00399113j 2.99512e-16+0.0106414j 3.16939e-16+0.0112806j -3.66082e-19+0.000479836j -1.11139e-16-0.00335929j -8.92998e-18-0.000279767j 5.43025e-17+0.00256161j -9.37209e-16-0.0209202j 6.52954e-16+0.00478005j 
-2.00982e-17-0.00408584j -9.34055e-17+0.00712925j 3.83369e-17-0.00675491j 3.82094e-17-0.00550614j 6.60472e-18-0.00351244j 5.06578e-16+0.00388618j -1.94635e-16-0.00453413j -1.55536e-16-0.00044232j -9.71288e-17-0.000684674j 1.2448e-15+0.0024597j 4.38707e-17-0.000204164j 4.74811e-17+0.00309199j 9.64434e-16+0.00351581j 9.76783e-17-0.0010437j 8.92736e-17-0.00260135j -2.24075e-17-0.00225422j 7.79232e-15-0.00158807j 3.24309e-16+0.00184888j 3.99689e-16-0.00130875j 1.75654e-16-7.85775e-05j -1.44371e-15-0.00285237j -3.73971e-17+0.00097088j 8.8199e-17+0.00493698j -2.34471e-16-0.00142297j -8.58549e-18-0.00021163j -3.00126e-17-0.000501749j -9.39051e-19-0.00140848j 7.76866e-17+0.000203755j -3.97984e-15-0.00563772j 1.13183e-14+0.00368797j 5.13802e-15-0.00262475j 9.33385e-16-0.00142931j 9.41516e-17-0.0112172j -6.34198e-19-0.00659296j -5.79014e-17+0.00626688j 3.04994e-17-0.00453539j -1.96559e-16+0.00969762j -6.24661e-17+0.0030011j 1.21718e-16-0.00240928j -6.17939e-17+0.00588337j 1.19536e-16+0.000681864j -1.96321e-16+0.000111386j -1.37511e-16-0.00665276j 1.12374e-15+0.00158657j -2.44928e-16-0.00200033j -2.4825e-15+0.0106146j -7.38866e-16+0.019358j -1.16566e-15-0.00602474j -7.36426e-16-0.00846625j 1.4748e-15+0.0144027j 1.85857e-13-0.00329544j 5.09491e-16+0.0031069j -3.64891e-16+0.00130197j 1.56466e-18-0.00133863j 2.02986e-16-0.00466149j -4.23692e-17+0.0133933j -2.6379e-16+0.00932095j -6.36269e-16+0.0124528j -7.12009e-16-0.00928518j -5.84796e-16-0.00210179j -3.24648e-16+0.00681812j -1.31668e-16-0.00157411j -1.27127e-16+0.00168431j 1.16343e-16-0.00404493j -7.38753e-17-0.00311126j 1.07809e-16-0.00188203j -4.10161e-17+0.00815992j -5.47295e-17+0.0122549j -7.39174e-17-0.00290275j -6.46322e-17+0.0124697j 1.48073e-16+0.00580864j -3.10917e-16-0.00908162j 
-1.00455e-16-0.00286464j 1.05713e-16-0.00353377j -3.9582e-17-0.00152368j -8.97366e-18-0.000226898j -6.84616e-17-0.00172781j 5.71178e-17+0.0013265j -2.92028e-17+0.00122539j 3.90675e-17-0.00117302j -5.55749e-17+0.000220758j 2.14639e-16+0.000567346j 1.71958e-16-0.00150277j 9.83535e-18+0.000400905j -1.02018e-16-0.000230476j 4.53527e-17-0.00117153j -3.8873e-17+0.00025686j 7.88587e-18+0.000871369j -1.86658e-16+3.5973e-05j 1.4833e-16+0.000988794j 9.65458e-17-0.000357028j -4.38958e-17-0.000764963j -1.68751e-16-0.000463337j -1.60705e-17-0.0010028j 4.04402e-18+0.000194198j -2.22021e-16-0.000791026j 2.60065e-17+4.90433e-05j 2.02535e-17+0.000615543j -9.64888e-18-0.000569454j -1.43319e-16+0.00143542j -6.26304e-16+0.00179444j 1.28007e-15+0.00130807j 4.03683e-15-0.00224476j 6.08221e-16+1.42588e-05j -4.52814e-17-0.00175051j -6.38559e-17-0.00139159j -4.65566e-17+0.00294952j 3.3052e-17-0.00311181j 1.16737e-16-0.00162751j -9.10195e-17+0.00141338j 2.06571e-17+0.00083568j -4.33128e-17+0.00088422j 1.1914e-16-0.000923306j -6.25001e-17-0.00276218j 2.08354e-16-0.000139948j -1.51184e-15-0.00425727j 4.11906e-16+0.0045328j -1.02948e-15+0.00384357j 2.58442e-17+0.00285016j -2.31032e-16-0.000939602j -1.53465e-16-0.000529056j 1.04004e-17-0.00198036j -8.64967e-14+0.00153597j -2.53552e-16-0.00104298j -3.2199e-15+0.00645965j 7.66186e-16-0.00186082j 1.52857e-16-0.00236193j -2.46946e-17+0.0051695j 7.40299e-17+0.00233533j 1.07003e-16-0.00109041j -2.9646e-16+0.0021248j 8.8707e-17-0.00315476j -6.74993e-18-0.000218329j -1.10874e-16+0.000908542j 1.23432e-19+0.00102604j 1.01766e-17+0.000387453j -1.07445e-16-0.00046807j -1.40601e-16+0.00455076j 2.83975e-17+0.00167087j 8.24831e-17+0.00129825j -7.21616e-18-0.00232118j 3.28963e-19+0.00405902j 2.00702e-16-0.00478932j -2.05095e-17-0.00112307j 
