-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
5.40229e-05-0j -0.000166516-0j 4.22796e-05-0j 0.000200262-0j -7.07509e-05-0j -0.00013152-0j 3.21396e-05-0j 3.3425e-05-0j 3.19604e-05-0j 0.000221458-0j 2.22833e-05-0j 2.38799e-05-0j 0.000159961-0j -0.000193684-0j -0.000105451-0j -0.000101875-0j -5.73147e-05-0j -0.000271477-0j -7.53378e-05-0j 2.75742e-05-0j 2.60361e-05-0j 1.9104e-05-0j -8.98668e-05-0j 0.000130608-0j -0.000126174-0j 9.04878e-05-0j -4.7953e-05-0j 0.000182694-0j 9.74894e-06-0j 1.13738e-05-0j -4.46448e-05-0j -8.91409e-05-0j 9.33108e-05-0j 0.000290518-0j 2.17833e-05-0j -0.000159781-0j 0.000111877-0j -3.42592e-05-0j 9.29731e-05-0j 1.20637e-05-0j -0.000229488-0j -7.86335e-05-0j 8.08095e-05-0j -3.67687e-05-0j 0.000277867-0j -4.71804e-05-0j -0.000372456-0j -9.78453e-05-0j 1.55628e-05-0j 0.000113036-0j -0.000106659-0j 0.000247878-0j 4.97602e-06-0j -3.90642e-05-0j 0.000253444-0j -3.24347e-05-0j -6.05739e-05-0j 4.71389e-05-0j 0.00018931-0j -0.000266095-0j -9.88593e-05-0j 3.29688e-05-0j 0.000455648-0j 8.13515e-05-0j 9.17908e-07-0j -1.61132e-05-0j -0.000265132-0j 0.000292292-0j 1.06498e-05-0j 0.00013525-0j -2.8834e-05-0j -0.000454503-0j 3.35558e-05-0j -0.000487383-0j 0.000208824-0j 0.000186437-0j 6.43936e-05-0j 
0.000239169-0j -0.000984595-0j -0.000180001-0j 0.0019695-0j 0.000161099-0j 0.000747844-0j -0.00146081-0j 0.000147979-0j 0.000141495-0j -0.000673482-0j 9.86524e-05-0j -0.000309054-0j -0.00151283-0j -0.0011564-0j -0.000623523-0j -0.00060238-0j -0.0001255-0j 0.00137317-0j 0.00130223-0j -0.000117394-0j 0.00113801-0j -8.1333e-05-0j 8.13841e-05-0j 0.00128448-0j 0.00147141-0j 0.000889915-0j 0.000109188-0j 0.000534285-0j 4.31604e-05-0j -0.000245975-0j -0.00104365-0j 0.000506868-0j -0.00268264-0j -0.000351389-0j -0.000990098-0j 0.000917397-0j -0.00034023-0j -0.00022804-0j 0.00187528-0j -0.000156128-0j -0.00111626-0j -6.84799e-05-0j -0.000764253-0j 0.00106204-0j -0.00085327-0j 1.93812e-05-0j 0.000749281-0j -0.000584194-0j 0.00206782-0j 0.0010049-0j -0.00119612-0j 0.000179941-0j -0.000150829-0j 0.000878174-0j -5.94181e-05-0j -0.000143486-0j -0.00035149-0j -0.00226463-0j 0.00113545-0j -0.00156488-0j 0.00172547-0j 0.000686454-0j 0.000535148-0j -0.00157794-0j -4.37661e-05-0j 0.00184003-0j 0.00109391-0j -0.00222-0j -0.000922549-0j -0.0023714-0j 0.00117868-0j 5.27013e-05-0j -0.00330624-0j -0.00332971-0j 0.00463648-0j 0.0032997-0j -0.00179577-0j 
7.71755e-06-0j -7.82187e-06-0j -5.80829e-06-0j -6.09775e-06-0j -1.01073e-05-0j 5.94106e-06-0j 3.31558e-06-0j 4.77499e-06-0j 4.56577e-06-0j 1.04027e-05-0j 3.18333e-06-0j -9.97258e-06-0j 4.68385e-06-0j 9.42582e-06-0j -4.95342e-06-0j -4.78546e-06-0j 7.87379e-06-0j 8.26619e-06-0j 1.03452e-05-0j -3.78809e-06-0j -2.58291e-06-0j -2.62447e-06-0j -1.28381e-05-0j -3.97687e-06-0j 1.01143e-05-0j -2.75526e-06-0j -6.85042e-06-0j -8.25266e-06-0j 1.39271e-06-0j -7.93717e-06-0j -4.60563e-06-0j 4.02668e-06-0j 8.30571e-06-0j 1.36467e-05-0j 2.24721e-06-0j -7.47767e-06-0j 5.25525e-06-0j 1.43071e-05-0j 7.81541e-06-0j -5.03797e-06-0j -6.71966e-06-0j 1.08025e-05-0j 2.36619e-06-0j 8.43709e-06-0j -1.35227e-05-0j -6.74006e-06-0j 1.13409e-05-0j 4.76175e-06-0j -4.6933e-06-0j -1.55219e-05-0j -8.22205e-06-0j -1.11972e-05-0j -4.86697e-06-0j 3.87537e-06-0j 5.00159e-06-0j 2.26345e-05-0j -6.2489e-06-0j 7.0115e-06-0j -1.51754e-05-0j -2.36854e-05-0j -1.40642e-05-0j -1.06031e-05-0j 2.13241e-05-0j -6.57621e-06-0j -1.41225e-06-0j 8.12005e-06-0j -2.22873e-05-0j 2.82826e-06-0j 2.85629e-06-0j 3.1694e-05-0j -9.60738e-06-0j 8.62539e-06-0j -1.37791e-05-0j -2.87168e-06-0j -5.90682e-06-0j -7.18012e-07-0j 1.62072e-07-0j 
3.85878e-06-0j 8.05975e-08-0j -1.47524e-05-0j -2.93048e-06-0j 2.59918e-06-0j -3.1097e-07-0j -3.64097e-06-0j 2.3875e-06-0j 2.28288e-06-0j 5.51302e-08-0j 1.59166e-06-0j 2.10117e-05-0j 1.14345e-05-0j -2.93634e-06-0j 5.10407e-08-0j 4.931e-08-0j -1.02856e-05-0j -2.04318e-06-0j 4.49196e-07-0j -9.6213e-06-0j 1.44082e-05-0j -6.66583e-06-0j 1.31306e-06-0j -1.91122e-06-0j -1.89438e-06-0j -1.32413e-06-0j 1.76165e-06-0j -2.22168e-07-0j 6.96353e-07-0j 5.94607e-06-0j -2.60123e-06-0j -2.10767e-07-0j -1.68202e-05-0j 2.87641e-08-0j -2.46775e-06-0j 1.18331e-05-0j 2.78508e-08-0j 1.55038e-05-0j -1.05607e-06-0j 1.06147e-05-0j 8.43709e-06-0j -5.61243e-06-0j 5.77648e-06-0j 1.30256e-07-0j -2.16662e-06-0j 3.12698e-07-0j -1.11488e-06-0j -1.48338e-06-0j -2.1718e-05-0j 3.46634e-07-0j 7.82265e-06-0j -7.48233e-08-0j -2.3165e-05-0j 1.11185e-05-0j -5.30502e-07-0j 3.46854e-06-0j -8.76063e-07-0j -5.04864e-06-0j -1.46185e-06-0j -9.81176e-06-0j -1.84624e-05-0j -5.34908e-07-0j 6.90262e-06-0j 4.51399e-06-0j -3.8933e-05-0j -6.87136e-06-0j -6.16042e-07-0j -2.47304e-07-0j 3.9031e-05-0j -1.28654e-05-0j 2.84902e-05-0j 2.3902e-06-0j -2.7897e-06-0j -1.09953e-07-0j -2.17646e-06-0j 2.36517e-07-0j 1.51952e-07-0j 
6.61642e-05-0j -0.000135499-0j -0.000151373-0j 4.62282e-05-0j 4.45666e-05-0j 0.000312857-0j 0.000122951-0j 4.0937e-05-0j 3.91433e-05-0j -9.26839e-05-0j 2.72914e-05-0j 2.48461e-05-0j -0.000107944-0j 2.10916e-05-0j -8.58086e-05-0j -8.2899e-05-0j -0.00010554-0j 3.22311e-05-0j -5.20802e-05-0j -9.87236e-05-0j -0.000291164-0j -6.83977e-05-0j 2.25142e-05-0j 3.01494e-05-0j -0.000104598-0j 2.08881e-05-0j 3.0206e-05-0j 0.000223516-0j 1.194e-05-0j 0.000171596-0j 8.78401e-05-0j 0.000212046-0j 1.82987e-05-0j -4.83577e-05-0j 8.33324e-05-0j -5.08645e-05-0j -4.68222e-05-0j 1.8333e-05-0j -0.000160206-0j 1.25518e-05-0j -7.96479e-05-0j -5.75887e-05-0j -5.45312e-05-0j -0.000368567-0j 1.55628e-05-0j 5.36165e-06-0j 1.75872e-05-0j 1.06551e-05-0j 5.05773e-05-0j -4.01891e-05-0j 0.000258478-0j 7.52774e-05-0j 0.000191872-0j -0.000224685-0j -0.000149443-0j 0.000100098-0j 2.95835e-05-0j 0.000134044-0j -8.0716e-05-0j 1.06743e-05-0j 9.14564e-06-0j -0.00043441-0j -2.96709e-05-0j 0.000409788-0j 0.000104441-0j 0.000390535-0j -9.34535e-05-0j -0.000110044-0j 0.000143434-0j -4.89893e-05-0j 9.88565e-05-0j 0.000402935-0j -0.000712272-0j -7.05234e-05-0j -6.67894e-05-0j 0.000123267-0j -1.06303e-05-0j 
0.000146461-0j -0.000602939-0j -0.000110228-0j 0.00120607-0j 9.86524e-05-0j 0.000457959-0j -0.000894561-0j 9.0618e-05-0j 8.66474e-05-0j -0.000412422-0j 6.0412e-05-0j -0.000189256-0j -0.000926414-0j -0.00070815-0j -0.000381828-0j -0.000368881-0j -7.68525e-05-0j 0.000840891-0j 0.000797449-0j -7.18889e-05-0j 0.000696884-0j -4.98061e-05-0j 4.98374e-05-0j 0.000786582-0j 0.00090105-0j 0.00054496-0j 6.68638e-05-0j 0.000327182-0j 2.64302e-05-0j -0.000150629-0j -0.000639105-0j 0.000310392-0j -0.00164278-0j -0.000215181-0j -0.000606308-0j 0.000561789-0j -0.000208348-0j -0.000139645-0j 0.00114837-0j -9.56086e-05-0j -0.000683568-0j -4.19352e-05-0j -0.000468007-0j 0.000650363-0j -0.000522519-0j 1.18685e-05-0j 0.000458839-0j -0.000357744-0j 0.00126628-0j 0.000615374-0j -0.000732472-0j 0.000110191-0j -9.23635e-05-0j 0.00053777-0j -3.6386e-05-0j -8.78667e-05-0j -0.000215243-0j -0.0013868-0j 0.00069532-0j -0.000958287-0j 0.00105663-0j 0.000420366-0j 0.00032771-0j -0.000966284-0j -2.68012e-05-0j 0.00112679-0j 0.000669881-0j -0.00135947-0j -0.000564943-0j -0.00145218-0j 0.000721791-0j 3.22728e-05-0j -0.00202465-0j -0.00203902-0j 0.00283925-0j 0.00202064-0j -0.00110356-0j 
-5.27319e-05-0j 0.000326175-0j -4.12693e-05-0j -0.00115213-0j -3.55189e-05-0j 0.000257625-0j 0.00246899-0j -3.26262e-05-0j -3.11966e-05-0j 0.00022311-0j -2.17508e-05-0j -2.33093e-05-0j -0.000920275-0j -0.00274787-0j 0.00020656-0j 0.000199555-0j -2.87736e-05-0j -0.000803282-0j 0.000147573-0j -2.69152e-05-0j 0.00200011-0j -1.86474e-05-0j -1.79435e-05-0j -0.000751402-0j 7.02898e-05-0j -0.000520586-0j -2.40737e-05-0j 0.000184056-0j -9.51598e-06-0j -1.1102e-05-0j 0.00176393-0j 0.000174611-0j -0.000536827-0j 0.000116407-0j 0.00167341-0j -0.00226688-0j 0.000112711-0j -1.71991e-05-0j 0.00286825-0j -1.17754e-05-0j -0.000679039-0j -1.57006e-05-0j -0.000464906-0j 7.20234e-05-0j -0.00202755-0j -4.27315e-06-0j -0.000438318-0j -0.00138817-0j 0.00119554-0j 0.000113879-0j 5.94181e-05-0j 6.19879e-05-0j -4.85711e-06-0j 0.00154344-0j -5.32985e-05-0j -6.47615e-06-0j 0.000594071-0j -0.000271195-0j 5.4241e-05-0j -0.000313149-0j -0.00140256-0j 3.32147e-05-0j -0.00132234-0j 0.00250972-0j -8.95973e-07-0j 0.000636637-0j 0.00167315-0j -0.00330935-0j -6.12695e-05-0j 3.87517e-05-0j -0.000409079-0j -4.91588e-05-0j 0.00103521-0j -0.00248355-0j -0.00236431-0j 0.00156452-0j 0.00743178-0j 
-3.18333e-06-0j 9.81204e-06-0j -2.49135e-06-0j -1.18005e-05-0j 4.16903e-06-0j 7.74992e-06-0j -1.89385e-06-0j -1.96958e-06-0j -1.88328e-06-0j -1.30495e-05-0j -1.31306e-06-0j -1.40714e-06-0j -9.42582e-06-0j 1.14129e-05-0j 6.21376e-06-0j 6.00306e-06-0j 3.3773e-06-0j 1.59969e-05-0j 4.43932e-06-0j -1.62482e-06-0j -1.53419e-06-0j -1.12571e-06-0j 5.29545e-06-0j -7.69615e-06-0j 7.43488e-06-0j -5.33205e-06-0j 2.82565e-06-0j -1.07653e-05-0j -5.74462e-07-0j -6.70206e-07-0j 2.63072e-06-0j 5.25268e-06-0j -5.49839e-06-0j -1.7119e-05-0j -1.2836e-06-0j 9.41517e-06-0j -6.59239e-06-0j 2.01875e-06-0j -5.47849e-06-0j -7.10861e-07-0j 1.35227e-05-0j 4.63352e-06-0j -4.76175e-06-0j 2.16662e-06-0j -1.63735e-05-0j 2.78013e-06-0j 2.19472e-05-0j 5.76559e-06-0j -9.17045e-07-0j -6.66071e-06-0j 6.28493e-06-0j -1.46063e-05-0j -2.93215e-07-0j 2.30188e-06-0j -1.49344e-05-0j 1.91123e-06-0j 3.56935e-06-0j -2.77769e-06-0j -1.11552e-05-0j 1.56798e-05-0j 5.82534e-06-0j -1.94271e-06-0j -2.68493e-05-0j -4.79368e-06-0j -5.40883e-08-0j 9.49477e-07-0j 1.56231e-05-0j -1.72235e-05-0j -6.27546e-07-0j -7.96966e-06-0j 1.69906e-06-0j 2.67819e-05-0j -1.97729e-06-0j 2.87193e-05-0j -1.23051e-05-0j -1.09859e-05-0j -3.859e-06-0j 
-2.98962e-05-0j 0.000123074-0j 2.25001e-05-0j -0.000246188-0j -2.01373e-05-0j -9.34805e-05-0j 0.000182601-0j -1.84973e-05-0j -1.76868e-05-0j 8.41852e-05-0j -1.23315e-05-0j 3.86317e-05-0j 0.000189103-0j 0.000144551-0j 7.79404e-05-0j 7.52975e-05-0j 1.56875e-05-0j -0.000171646-0j -0.000162779-0j 1.46743e-05-0j -0.000142251-0j 1.01666e-05-0j -1.0173e-05-0j -0.00016056-0j -0.000183926-0j -0.000111239-0j -1.36485e-05-0j -6.67857e-05-0j -5.39505e-06-0j 3.07469e-05-0j 0.000130457-0j -6.33585e-05-0j 0.000335331-0j 4.39236e-05-0j 0.000123762-0j -0.000114675-0j 4.25288e-05-0j 2.8505e-05-0j -0.00023441-0j 1.9516e-05-0j 0.000139533-0j 8.55999e-06-0j 9.55316e-05-0j -0.000132755-0j 0.000106659-0j -2.42265e-06-0j -9.36602e-05-0j 7.30242e-05-0j -0.000258478-0j -0.000125613-0j 0.000149515-0j -2.24926e-05-0j 1.88536e-05-0j -0.000109772-0j 7.42726e-06-0j 1.79357e-05-0j 4.39362e-05-0j 0.000283079-0j -0.000141932-0j 0.000195609-0j -0.000215684-0j -8.58068e-05-0j -6.68935e-05-0j 0.000197242-0j 5.47077e-06-0j -0.000230004-0j -0.000136739-0j 0.0002775-0j 0.000115319-0j 0.000296425-0j -0.000147335-0j -6.58766e-06-0j 0.00041328-0j 0.000416213-0j -0.00057956-0j -0.000412462-0j 0.000225264-0j 
-3.22916e-05-0j 0.000199741-0j -2.52722e-05-0j -0.000705531-0j -2.17508e-05-0j 0.000157762-0j 0.00151194-0j -1.99794e-05-0j -1.9104e-05-0j 0.000136626-0j -1.33196e-05-0j -1.4274e-05-0j -0.000563551-0j -0.00168272-0j 0.000126491-0j 0.000122202-0j -1.76202e-05-0j -0.000491908-0j 9.03698e-05-0j -1.64822e-05-0j 0.00122481-0j -1.14192e-05-0j -1.09881e-05-0j -0.000460138-0j 4.30435e-05-0j -0.000318793-0j -1.47421e-05-0j 0.000112711-0j -5.82732e-06-0j -6.79854e-06-0j 0.00108018-0j 0.000106927-0j -0.000328738-0j 7.12847e-05-0j 0.00102475-0j -0.00138817-0j 6.90211e-05-0j -1.05323e-05-0j 0.00175644-0j -7.21094e-06-0j -0.000415825-0j -9.61459e-06-0j -0.000284696-0j 4.41051e-05-0j -0.00124162-0j -2.61676e-06-0j -0.000268414-0j -0.000850078-0j 0.000732118-0j 6.97363e-05-0j 3.6386e-05-0j 3.79597e-05-0j -2.97436e-06-0j 0.000945161-0j -3.26385e-05-0j -3.96582e-06-0j 0.000363793-0j -0.000166072-0j 3.32157e-05-0j -0.000191764-0j -0.000858888-0j 2.03398e-05-0j -0.000809767-0j 0.00153688-0j -5.48669e-07-0j 0.000389859-0j 0.00102459-0j -0.00202655-0j -3.75198e-05-0j 2.37304e-05-0j -0.000250509-0j -3.01035e-05-0j 0.000633932-0j -0.00152006-0j -0.00144784-0j 0.00095964-0j 0.00457771-0j 
-3.89877e-06-0j 7.98436e-06-0j 8.91975e-06-0j -2.72403e-06-0j -2.62611e-06-0j -1.84353e-05-0j -7.24493e-06-0j -2.41224e-06-0j -2.30654e-06-0j 5.46145e-06-0j -1.60816e-06-0j -1.46407e-06-0j 6.36064e-06-0j -1.24284e-06-0j 5.05632e-06-0j 4.88487e-06-0j 6.219e-06-0j -1.89924e-06-0j 3.06885e-06-0j 5.81734e-06-0j 1.7157e-05-0j 4.03037e-06-0j -1.32666e-06-0j -1.77657e-06-0j 6.1635e-06-0j -1.23085e-06-0j -1.77991e-06-0j -1.31708e-05-0j -7.03569e-07-0j -1.01114e-05-0j -5.17603e-06-0j -1.24949e-05-0j -1.07826e-06-0j 2.84951e-06-0j -4.91041e-06-0j 2.99722e-06-0j 2.75902e-06-0j -1.08029e-06-0j 9.44023e-06-0j -7.39621e-07-0j 4.6933e-06-0j 3.39345e-06-0j 3.21328e-06-0j 2.1718e-05-0j -9.17045e-07-0j -3.15938e-07-0j -1.03633e-06-0j -6.27858e-07-0j -2.98029e-06-0j 2.36817e-06-0j -1.52309e-05-0j -4.43577e-06-0j -1.13062e-05-0j 1.32397e-05-0j 8.80602e-06-0j -5.89831e-06-0j -1.74322e-06-0j -7.89859e-06-0j 4.75624e-06-0j -6.28986e-07-0j -5.38912e-07-0j 2.55978e-05-0j 1.74838e-06-0j -2.4147e-05-0j -6.15423e-06-0j -2.30125e-05-0j 5.5068e-06-0j 6.4844e-06-0j -8.45195e-06-0j 2.88672e-06-0j -5.82518e-06-0j -2.37432e-05-0j 4.1971e-05-0j 4.15563e-06-0j 3.9356e-06-0j -7.26358e-06-0j 2.08707e-07-0j 
6.59149e-06-0j -4.07719e-05-0j 5.15866e-06-0j 0.000144016-0j 4.43986e-06-0j -3.22031e-05-0j -0.000308624-0j 4.07828e-06-0j 3.89958e-06-0j -2.78887e-05-0j 2.71885e-06-0j 2.91366e-06-0j 0.000115034-0j 0.000343483-0j -2.58199e-05-0j -2.49444e-05-0j 3.5967e-06-0j 0.00010041-0j -1.84467e-05-0j 3.36441e-06-0j -0.000250014-0j 2.33093e-06-0j 2.24294e-06-0j 9.39252e-05-0j -8.78622e-06-0j 6.50733e-05-0j 3.00922e-06-0j -2.3007e-05-0j 1.1895e-06-0j 1.38775e-06-0j -0.000220492-0j -2.18264e-05-0j 6.71034e-05-0j -1.45509e-05-0j -0.000209177-0j 0.000283359-0j -1.40889e-05-0j 2.14989e-06-0j -0.000358531-0j 1.47193e-06-0j 8.48798e-05-0j 1.96257e-06-0j 5.81133e-05-0j -9.00292e-06-0j 0.000253444-0j 5.34144e-07-0j 5.47897e-05-0j 0.000173521-0j -0.000149443-0j -1.42349e-05-0j -7.42726e-06-0j -7.74848e-06-0j 6.07139e-07-0j -0.00019293-0j 6.66231e-06-0j 8.09519e-07-0j -7.42588e-05-0j 3.38994e-05-0j -6.78013e-06-0j 3.91437e-05-0j 0.00017532-0j -4.15184e-06-0j 0.000165293-0j -0.000313715-0j 1.11997e-07-0j -7.95796e-05-0j -0.000209143-0j 0.000413668-0j 7.65869e-06-0j -4.84396e-06-0j 5.11349e-05-0j 6.14485e-06-0j -0.000129401-0j 0.000310282-0j 0.000295539-0j -0.000195886-0j -0.000934421-0j 
1.76165e-06-0j -7.25223e-06-0j -1.32583e-06-0j 1.45067e-05-0j 1.1866e-06-0j 5.50839e-06-0j -1.07599e-05-0j 1.08997e-06-0j 1.04221e-06-0j -4.96066e-06-0j 7.26643e-07-0j -2.27639e-06-0j -1.1143e-05-0j -8.51772e-06-0j -4.59268e-06-0j -4.43695e-06-0j -9.24392e-07-0j 1.01143e-05-0j 9.59182e-06-0j -8.64689e-07-0j 8.38221e-06-0j -5.99074e-07-0j 5.9945e-07-0j 9.46111e-06-0j 1.0838e-05-0j 6.55485e-06-0j 8.04247e-07-0j 3.93538e-06-0j 3.17906e-07-0j -1.81178e-06-0j -7.68724e-06-0j 3.73343e-06-0j -1.97595e-05-0j -2.58822e-06-0j -7.29276e-06-0j 6.75727e-06-0j -2.50603e-06-0j -1.67967e-06-0j 1.38127e-05-0j -1.14999e-06-0j -8.22205e-06-0j -5.04402e-07-0j -5.62925e-06-0j 7.82265e-06-0j -6.28493e-06-0j 1.42756e-07-0j 5.51898e-06-0j -4.303e-06-0j 1.52309e-05-0j 7.40179e-06-0j -8.81027e-06-0j 1.32539e-06-0j -1.11096e-06-0j 6.46836e-06-0j -4.37655e-07-0j -1.05687e-06-0j -2.58897e-06-0j -1.66806e-05-0j 8.3634e-06-0j -1.15264e-05-0j 1.27093e-05-0j 5.05621e-06-0j 3.94174e-06-0j -1.16226e-05-0j -3.22368e-07-0j 1.35531e-05-0j 8.05742e-06-0j -1.63519e-05-0j -6.79521e-06-0j -1.7467e-05-0j 8.68179e-06-0j 3.88181e-07-0j -2.43528e-05-0j -2.45256e-05-0j 3.41509e-05-0j 2.42934e-05-0j -1.29852e-05-0j 
-3.88407e-07-0j 2.4025e-06-0j -3.03977e-07-0j -8.48622e-06-0j -2.61622e-07-0j 1.89759e-06-0j 1.81858e-05-0j -2.40315e-07-0j -2.29785e-07-0j 1.64336e-06-0j -1.6021e-07-0j -1.71689e-07-0j -6.77847e-06-0j -2.024e-05-0j 1.52145e-06-0j 1.46986e-06-0j -2.11938e-07-0j -5.91673e-06-0j 1.08698e-06-0j -1.9825e-07-0j 1.47322e-05-0j -1.37351e-07-0j -1.32166e-07-0j -5.5346e-06-0j 5.17733e-07-0j -3.83448e-06-0j -1.7732e-07-0j 1.3557e-06-0j -7.00918e-08-0j -8.17738e-08-0j 1.29926e-05-0j 1.28613e-06-0j -3.95411e-06-0j 8.57421e-07-0j 1.23259e-05-0j -1.66971e-05-0j 8.30195e-07-0j -1.26683e-07-0j 2.11267e-05-0j -8.67342e-08-0j -5.00159e-06-0j -1.15646e-07-0j -3.42436e-06-0j 5.30502e-07-0j -1.49344e-05-0j -3.14747e-08-0j -3.22851e-06-0j -1.02249e-05-0j 8.80602e-06-0j 8.38798e-07-0j 4.37655e-07-0j 4.56584e-07-0j -3.5776e-08-0j 1.13685e-05-0j -3.9258e-07-0j -4.77014e-08-0j 4.37574e-06-0j -1.99754e-06-0j 3.99523e-07-0j -2.30656e-06-0j -1.03308e-05-0j 2.44649e-07-0j -9.73998e-06-0j 1.84858e-05-0j -6.59947e-09-0j 4.68927e-06-0j 1.23239e-05-0j -2.44025e-05-0j -4.51293e-07-0j 2.85433e-07-0j -3.01315e-06-0j -3.62089e-07-0j 7.62502e-06-0j -1.83574e-05-0j -1.7434e-05-0j 1.13306e-05-0j 5.55781e-05-0j 
