0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
-5.46674e-06-0j 8.46685e-05-0j -4.85127e-05-0j 0.000195661-0j 0.000142056-0j -0.00010483-0j 3.82737e-05-0j -0.000298984-0j 0.000258574-0j 2.75171e-05-0j -5.25253e-05-0j -0.000128386-0j -0.00032841-0j 0.000229402-0j 0.000555059-0j 0.000129299-0j -0.000159013-0j 0.000263613-0j -0.000132431-0j -0.000405064-0j 4.95958e-05-0j 0.000266815-0j -0.000195219-0j 0.000207442-0j -0.000209282-0j 0.000102752-0j 0.000466558-0j 0.000161554-0j -0.000377287-0j -0.000132782-0j -0.000208474-0j 0.000365493-0j 1.76973e-05-0j 7.44657e-05-0j -9.00357e-05-0j -2.58628e-06-0j 5.54329e-05-0j 2.54051e-05-0j 1.2361e-05-0j -1.09377e-05-0j -7.65537e-05-0j -1.97282e-05-0j -0.000164196-0j -0.000109492-0j -0.000428768-0j -5.56369e-05-0j 0.000173977-0j -0.00015215-0j -0.00048586-0j -6.43987e-05-0j 0.00027275-0j -0.000110287-0j 0.000166001-0j -0.000105509-0j 0.000221-0j 0.0002951-0j 2.6128e-06-0j -0.00033355-0j 0.000138224-0j -0.000240628-0j 9.84818e-05-0j -0.000110601-0j -0.000418164-0j -0.000193895-0j 0.000205899-0j -7.69244e-05-0j 2.1798e-05-0j -2.26966e-06-0j 0.000230618-0j -0.000258117-0j 3.58106e-05-0j -8.71402e-05-0j 0.000128095-0j -0.000179213-0j -4.54048e-05-0j -8.01972e-05-0j -5.44869e-06-0j 
-5.66367e-19-0j 8.77186e-18-0j -5.02603e-18-0j 2.0271e-17-0j 1.47174e-17-0j -1.08606e-17-0j 3.96525e-18-0j -3.09755e-17-0j 2.67889e-17-0j 2.85084e-18-0j -5.44175e-18-0j -1.33011e-17-0j -3.40241e-17-0j 2.37666e-17-0j 5.75054e-17-0j 1.33957e-17-0j -1.64741e-17-0j 2.7311e-17-0j -1.37202e-17-0j -4.19656e-17-0j 5.13825e-18-0j 2.76427e-17-0j -2.02251e-17-0j 2.14915e-17-0j -2.16822e-17-0j 1.06453e-17-0j 4.83365e-17-0j 1.67374e-17-0j -3.90878e-17-0j -1.37565e-17-0j -2.15984e-17-0j 3.7866e-17-0j 1.83348e-18-0j 7.71482e-18-0j -9.32791e-18-0j -2.67945e-19-0j 5.74298e-18-0j 2.63203e-18-0j 1.28063e-18-0j -1.13317e-18-0j -7.93114e-18-0j -2.04389e-18-0j -1.70111e-17-0j -1.13436e-17-0j -4.44214e-17-0j -5.76411e-18-0j 1.80244e-17-0j -1.57631e-17-0j -5.03362e-17-0j -6.67186e-18-0j 2.82576e-17-0j -1.1426e-17-0j 1.71981e-17-0j -1.0931e-17-0j 2.28962e-17-0j 3.0573e-17-0j 2.70693e-19-0j -3.45566e-17-0j 1.43204e-17-0j -2.49296e-17-0j 1.02029e-17-0j -1.14585e-17-0j -4.33228e-17-0j -2.0088e-17-0j 2.13316e-17-0j -7.96955e-18-0j 2.25833e-18-0j -2.35143e-19-0j 2.38926e-17-0j -2.67416e-17-0j 3.71007e-18-0j -9.02793e-18-0j 1.3271e-17-0j -1.85669e-17-0j -4.70404e-18-0j -8.30862e-18-0j -5.64498e-19-0j 
-1.74267e-07-0j 2.69903e-06-0j -1.54647e-06-0j 6.23721e-06-0j 4.52841e-06-0j -3.34173e-06-0j 1.22007e-06-0j -9.53089e-06-0j 8.24272e-06-0j 8.7718e-07-0j -1.67438e-06-0j -4.09263e-06-0j -1.04689e-05-0j 7.31277e-06-0j 1.7694e-05-0j 4.12176e-06-0j -5.06895e-06-0j 8.40336e-06-0j -4.22158e-06-0j -1.29125e-05-0j 1.581e-06-0j 8.50543e-06-0j -6.2231e-06-0j 6.61275e-06-0j -6.67142e-06-0j 3.27549e-06-0j 1.48727e-05-0j 5.14996e-06-0j -1.2027e-05-0j -4.23276e-06-0j -6.64566e-06-0j 1.1651e-05-0j 5.64147e-07-0j 2.37379e-06-0j -2.87012e-06-0j -8.24445e-08-0j 1.76707e-06-0j 8.09853e-07-0j 3.94039e-07-0j -3.48668e-07-0j -2.44035e-06-0j -6.28889e-07-0j -5.23416e-06-0j -3.49034e-06-0j -1.36681e-05-0j -1.77357e-06-0j 5.54597e-06-0j -4.85018e-06-0j -1.5488e-05-0j -2.05288e-06-0j 8.69462e-06-0j -3.51569e-06-0j 5.29172e-06-0j -3.36338e-06-0j 7.04496e-06-0j 9.40707e-06-0j 8.32899e-08-0j -1.06328e-05-0j 4.40625e-06-0j -7.67063e-06-0j 3.13936e-06-0j -3.52569e-06-0j -1.33301e-05-0j -6.1809e-06-0j 6.56356e-06-0j -2.45217e-06-0j 6.94869e-07-0j -7.23514e-08-0j 7.35155e-06-0j -8.22816e-06-0j 1.14156e-06-0j -2.77782e-06-0j 4.08338e-06-0j -5.71289e-06-0j -1.4474e-06-0j -2.55649e-06-0j -1.73691e-07-0j 
-7.7495e-06-0j 0.000120024-0j -6.87702e-05-0j 0.000277364-0j 0.000201375-0j -0.000148604-0j 5.42557e-05-0j -0.000423831-0j 0.000366547-0j 3.90075e-05-0j -7.44584e-05-0j -0.000181996-0j -0.000465545-0j 0.000325193-0j 0.000786836-0j 0.000183291-0j -0.000225412-0j 0.000373691-0j -0.00018773-0j -0.000574207-0j 7.03056e-05-0j 0.00037823-0j -0.000276736-0j 0.000294064-0j -0.000296673-0j 0.000145658-0j 0.000661378-0j 0.000229015-0j -0.000534831-0j -0.000188227-0j -0.000295527-0j 0.000518113-0j 2.50872e-05-0j 0.00010556-0j -0.000127632-0j -3.66624e-06-0j 7.85801e-05-0j 3.60135e-05-0j 1.75226e-05-0j -1.5505e-05-0j -0.00010852-0j -2.79662e-05-0j -0.000232759-0j -0.000155213-0j -0.000607809-0j -7.88692e-05-0j 0.000246625-0j -0.000215683-0j -0.000688741-0j -9.12898e-05-0j 0.000386643-0j -0.00015634-0j 0.000235318-0j -0.000149567-0j 0.000313284-0j 0.000418325-0j 3.70383e-06-0j -0.000472831-0j 0.000195943-0j -0.000341107-0j 0.000139605-0j -0.000156784-0j -0.000592777-0j -0.00027486-0j 0.000291876-0j -0.000109046-0j 3.09003e-05-0j -3.21741e-06-0j 0.000326917-0j -0.0003659-0j 5.07641e-05-0j -0.000123527-0j 0.000181584-0j -0.000254048-0j -6.43645e-05-0j -0.000113685-0j -7.72391e-06-0j 
5.2693e-20-0j -8.16105e-19-0j 4.67606e-19-0j -1.88594e-18-0j -1.36925e-18-0j 1.01044e-18-0j -3.68914e-19-0j 2.88186e-18-0j -2.49235e-18-0j -2.65233e-19-0j 5.06283e-19-0j 1.23749e-18-0j 3.16549e-18-0j -2.21116e-18-0j -5.35012e-18-0j -1.2463e-18-0j 1.5327e-18-0j -2.54092e-18-0j 1.27648e-18-0j 3.90434e-18-0j -4.78046e-19-0j -2.57179e-18-0j 1.88168e-18-0j -1.9995e-18-0j 2.01724e-18-0j -9.90409e-19-0j -4.49707e-18-0j -1.55719e-18-0j 3.63661e-18-0j 1.27986e-18-0j 2.00945e-18-0j -3.52293e-18-0j -1.70581e-19-0j -7.17762e-19-0j 8.67838e-19-0j 2.49288e-20-0j -5.34308e-19-0j -2.44875e-19-0j -1.19145e-19-0j 1.05427e-19-0j 7.37888e-19-0j 1.90157e-19-0j 1.58265e-18-0j 1.05537e-18-0j 4.13282e-18-0j 5.36274e-19-0j -1.67694e-18-0j 1.46655e-18-0j 4.68312e-18-0j 6.20728e-19-0j -2.62899e-18-0j 1.06304e-18-0j -1.60006e-18-0j 1.01698e-18-0j -2.13019e-18-0j -2.84442e-18-0j -2.51844e-20-0j 3.21503e-18-0j -1.33232e-18-0j 2.31937e-18-0j -9.49249e-19-0j 1.06606e-18-0j 4.03061e-18-0j 1.86892e-18-0j -1.98462e-18-0j 7.41461e-19-0j -2.10107e-19-0j 2.18769e-20-0j -2.22289e-18-0j 2.48795e-18-0j -3.45173e-19-0j 8.39929e-19-0j -1.23469e-18-0j 1.72741e-18-0j 4.37649e-19-0j 7.73007e-19-0j 5.2519e-20-0j 
8.65513e-07-0j -1.3405e-05-0j 7.68069e-06-0j -3.09777e-05-0j -2.24908e-05-0j 1.6597e-05-0j -6.05963e-06-0j 4.73362e-05-0j -4.09383e-05-0j -4.3566e-06-0j 8.31599e-06-0j 2.03265e-05-0j 5.1995e-05-0j -3.63196e-05-0j -8.78788e-05-0j -2.04711e-05-0j 2.51755e-05-0j -4.17361e-05-0j 2.09669e-05-0j 6.41311e-05-0j -7.85218e-06-0j -4.22431e-05-0j 3.09077e-05-0j -3.28429e-05-0j 3.31343e-05-0j -1.6268e-05-0j -7.38669e-05-0j -2.55778e-05-0j 5.97334e-05-0j 2.10224e-05-0j 3.30063e-05-0j -5.78661e-05-0j -2.8019e-06-0j -1.17897e-05-0j 1.42547e-05-0j 4.09469e-07-0j -8.77632e-06-0j -4.02222e-06-0j -1.95703e-06-0j 1.7317e-06-0j 1.21202e-05-0j 3.12344e-06-0j 2.5996e-05-0j 1.73351e-05-0j 6.7884e-05-0j 8.80861e-06-0j -2.75446e-05-0j 2.40889e-05-0j 7.6923e-05-0j 1.01958e-05-0j -4.31827e-05-0j 1.7461e-05-0j -2.62819e-05-0j 1.67045e-05-0j -3.49895e-05-0j -4.67212e-05-0j -4.13668e-07-0j 5.28087e-05-0j -2.18841e-05-0j 3.8097e-05-0j -1.5592e-05-0j 1.75107e-05-0j 6.62051e-05-0j 3.06981e-05-0j -3.25986e-05-0j 1.21789e-05-0j -3.45114e-06-0j 3.59341e-07-0j -3.65122e-05-0j 4.0866e-05-0j -5.66966e-06-0j 1.37963e-05-0j -2.02805e-05-0j 2.83737e-05-0j 7.18864e-06-0j 1.26971e-05-0j 8.62655e-07-0j 
-8.70286e-06-0j 0.000134789-0j -7.72305e-05-0j 0.000311486-0j 0.000226148-0j -0.000166886-0j 6.09304e-05-0j -0.000475972-0j 0.000411641-0j 4.38063e-05-0j -8.36184e-05-0j -0.000204386-0j -0.000522817-0j 0.000365199-0j 0.000883634-0j 0.00020584-0j -0.000253143-0j 0.000419663-0j -0.000210825-0j -0.000644847-0j 7.89548e-05-0j 0.00042476-0j -0.000310781-0j 0.00033024-0j -0.00033317-0j 0.000163577-0j 0.000742743-0j 0.000257189-0j -0.000600628-0j -0.000211383-0j -0.000331883-0j 0.000581852-0j 2.81735e-05-0j 0.000118547-0j -0.000143334-0j -4.11727e-06-0j 8.82472e-05-0j 4.0444e-05-0j 1.96783e-05-0j -1.74125e-05-0j -0.000121871-0j -3.14066e-05-0j -0.000261394-0j -0.000174307-0j -0.000682583-0j -8.85719e-05-0j 0.000276965-0j -0.000242217-0j -0.000773472-0j -0.00010252-0j 0.000434209-0j -0.000175573-0j 0.000264268-0j -0.000167967-0j 0.000351825-0j 0.000469788-0j 4.15949e-06-0j -0.000530999-0j 0.000220048-0j -0.000383071-0j 0.000156779-0j -0.000176072-0j -0.000665702-0j -0.000308674-0j 0.000327784-0j -0.000122461-0j 3.47017e-05-0j -3.61322e-06-0j 0.000367135-0j -0.000410914-0j 5.70092e-05-0j -0.000138724-0j 0.000203923-0j -0.000285301-0j -7.22828e-05-0j -0.000127671-0j -8.67412e-06-0j 
-1.22715e-05-0j 0.00019006-0j -0.000108899-0j 0.000439212-0j 0.000318881-0j -0.000235318-0j 8.59152e-05-0j -0.000671147-0j 0.000580436-0j 6.17693e-05-0j -0.000117907-0j -0.000288195-0j -0.000737201-0j 0.000514951-0j 0.00124597-0j 0.000290246-0j -0.000356945-0j 0.000591748-0j -0.000297275-0j -0.00090927-0j 0.000111331-0j 0.000598935-0j -0.000438218-0j 0.000465657-0j -0.000469788-0j 0.000230653-0j 0.00104731-0j 0.00036265-0j -0.000846918-0j -0.000298062-0j -0.000467974-0j 0.000820444-0j 3.97261e-05-0j 0.000167157-0j -0.000202108-0j -5.80558e-06-0j 0.000124433-0j 5.70282e-05-0j 2.77474e-05-0j -2.45525e-05-0j -0.000171844-0j -4.42851e-05-0j -0.00036858-0j -0.000245783-0j -0.00096248-0j -0.000124891-0j 0.000390537-0j -0.00034154-0j -0.00109064-0j -0.00014456-0j 0.000612258-0j -0.000247568-0j 0.000372632-0j -0.000236842-0j 0.000496092-0j 0.000662427-0j 5.86511e-06-0j -0.000748738-0j 0.00031028-0j -0.000540151-0j 0.000221068-0j -0.000248272-0j -0.000938676-0j -0.000435247-0j 0.000462193-0j -0.000172677-0j 4.89313e-05-0j -5.09484e-06-0j 0.000517681-0j -0.000579411-0j 8.03862e-05-0j -0.000195609-0j 0.000287543-0j -0.00040229-0j -0.000101923-0j -0.000180023-0j -1.2231e-05-0j 
3.8159e-19-0j -5.91004e-18-0j 3.38629e-18-0j -1.36576e-17-0j -9.91581e-18-0j 7.31735e-18-0j -2.67159e-18-0j 2.08697e-17-0j -1.8049e-17-0j -1.92075e-18-0j 3.66638e-18-0j 8.9616e-18-0j 2.29237e-17-0j -1.60127e-17-0j -3.87443e-17-0j -9.02537e-18-0j 1.10994e-17-0j -1.84008e-17-0j 9.24396e-18-0j 2.82743e-17-0j -3.46189e-18-0j -1.86243e-17-0j 1.36267e-17-0j -1.44799e-17-0j 1.46084e-17-0j -7.1723e-18-0j -3.25667e-17-0j -1.12768e-17-0j 2.63354e-17-0j 9.26843e-18-0j 1.45519e-17-0j -2.55122e-17-0j -1.23531e-18-0j -5.19786e-18-0j 6.28468e-18-0j 1.80528e-19-0j -3.86933e-18-0j -1.77333e-18-0j -8.62823e-19-0j 7.63476e-19-0j 5.34361e-18-0j 1.37707e-18-0j 1.14612e-17-0j 7.64277e-18-0j 2.99289e-17-0j 3.88357e-18-0j -1.2144e-17-0j 1.06204e-17-0j 3.3914e-17-0j 4.49517e-18-0j -1.90385e-17-0j 7.69827e-18-0j -1.15872e-17-0j 7.36475e-18-0j -1.54263e-17-0j -2.05986e-17-0j -1.82379e-19-0j 2.32825e-17-0j -9.64834e-18-0j 1.67963e-17-0j -6.87423e-18-0j 7.72016e-18-0j 2.91887e-17-0j 1.35343e-17-0j -1.43722e-17-0j 5.36948e-18-0j -1.52155e-18-0j 1.58427e-19-0j -1.60976e-17-0j 1.80171e-17-0j -2.49966e-18-0j 6.08257e-18-0j -8.94133e-18-0j 1.25095e-17-0j 3.16935e-18-0j 5.59793e-18-0j 3.8033e-19-0j 
1.21722e-20-0j -1.88523e-19-0j 1.08018e-19-0j -4.35658e-19-0j -3.16302e-19-0j 2.33414e-19-0j -8.52202e-20-0j 6.65717e-19-0j -5.7574e-19-0j -6.12695e-20-0j 1.16953e-19-0j 2.85864e-19-0j 7.31237e-19-0j -5.10785e-19-0j -1.23589e-18-0j -2.87898e-19-0j 3.54058e-19-0j -5.8696e-19-0j 2.9487e-19-0j 9.01914e-19-0j -1.1043e-19-0j -5.9409e-19-0j 4.34673e-19-0j -4.61889e-19-0j 4.65988e-19-0j -2.28787e-19-0j -1.03884e-18-0j -3.59716e-19-0j 8.40066e-19-0j 2.95651e-19-0j 4.64188e-19-0j -8.13806e-19-0j -3.94047e-20-0j -1.65805e-19-0j 2.00473e-19-0j 5.75861e-21-0j -1.23427e-19-0j -5.65669e-20-0j -2.75229e-20-0j 2.43539e-20-0j 1.70454e-19-0j 4.39268e-20-0j 3.65598e-19-0j 2.43794e-19-0j 9.54694e-19-0j 1.23881e-19-0j -3.87377e-19-0j 3.38777e-19-0j 1.08181e-18-0j 1.4339e-19-0j -6.07305e-19-0j 2.45565e-19-0j -3.69617e-19-0j 2.34926e-19-0j -4.92079e-19-0j -6.57068e-19-0j -5.81766e-21-0j 7.42681e-19-0j -3.07769e-19-0j 5.35781e-19-0j -2.19279e-19-0j 2.46263e-19-0j 9.31082e-19-0j 4.31726e-19-0j -4.58454e-19-0j 1.7128e-19-0j -4.85354e-20-0j 5.05363e-21-0j -5.13493e-19-0j 5.74723e-19-0j -7.97358e-20-0j 1.94026e-19-0j -2.85217e-19-0j 3.99036e-19-0j 1.01098e-19-0j 1.78567e-19-0j 1.2132e-20-0j 
-1.75491e-06-0j 2.71799e-05-0j -1.55733e-05-0j 6.28102e-05-0j 4.56022e-05-0j -3.3652e-05-0j 1.22865e-05-0j -9.59785e-05-0j 8.30062e-05-0j 8.83342e-06-0j -1.68614e-05-0j -4.12138e-05-0j -0.000105425-0j 7.36415e-05-0j 0.000178183-0j 4.15071e-05-0j -5.10456e-05-0j 8.46239e-05-0j -4.25124e-05-0j -0.000130032-0j 1.5921e-05-0j 8.56518e-05-0j -6.26681e-05-0j 6.6592e-05-0j -6.71829e-05-0j 3.2985e-05-0j 0.000149772-0j 5.18614e-05-0j -0.000121115-0j -4.26249e-05-0j -6.69234e-05-0j 0.000117329-0j 5.6811e-06-0j 2.39046e-05-0j -2.89028e-05-0j -8.30237e-07-0j 1.77948e-05-0j 8.15542e-06-0j 3.96807e-06-0j -3.51118e-06-0j -2.45749e-05-0j -6.33307e-06-0j -5.27093e-05-0j -3.51486e-05-0j -0.000137641-0j -1.78603e-05-0j 5.58493e-05-0j -4.88425e-05-0j -0.000155968-0j -2.0673e-05-0j 8.7557e-05-0j -3.54038e-05-0j 5.32889e-05-0j -3.387e-05-0j 7.09445e-05-0j 9.47316e-05-0j 8.3875e-07-0j -0.000107075-0j 4.43721e-05-0j -7.72452e-05-0j 3.16142e-05-0j -3.55045e-05-0j -0.000134237-0j -6.22433e-05-0j 6.60967e-05-0j -2.46939e-05-0j 6.9975e-06-0j -7.28597e-07-0j 7.40319e-05-0j -8.28596e-05-0j 1.14958e-05-0j -2.79733e-05-0j 4.11206e-05-0j -5.75302e-05-0j -1.45756e-05-0j -2.57445e-05-0j -1.74911e-06-0j 
1.34075e-05-0j -0.000207654-0j 0.00011898-0j -0.000479869-0j -0.0003484-0j 0.000257101-0j -9.38683e-05-0j 0.000733274-0j -0.000634166-0j -6.74871e-05-0j 0.000128821-0j 0.000314873-0j 0.000805443-0j -0.000562619-0j -0.00136131-0j -0.000317113-0j 0.000389987-0j -0.000646525-0j 0.000324794-0j 0.000993439-0j -0.000121636-0j -0.000654378-0j 0.000478783-0j -0.000508762-0j 0.000513276-0j -0.000252004-0j -0.00114426-0j -0.00039622-0j 0.000925315-0j 0.000325653-0j 0.000511293-0j -0.000896391-0j -4.34035e-05-0j -0.000182631-0j 0.000220817-0j 6.34299e-06-0j -0.000135952-0j -6.23072e-05-0j -3.03159e-05-0j 2.68253e-05-0j 0.000187752-0j 4.83845e-05-0j 0.000402698-0j 0.000268535-0j 0.00105158-0j 0.000136452-0j -0.000426688-0j 0.000373156-0j 0.0011916-0j 0.000157941-0j -0.000668934-0j 0.000270485-0j -0.000407126-0j 0.000258766-0j -0.000542015-0j -0.000723747-0j -6.40803e-06-0j 0.000818048-0j -0.000339002-0j 0.000590152-0j -0.000241532-0j 0.000271254-0j 0.00102557-0j 0.000475537-0j -0.000504978-0j 0.000188661-0j -5.34608e-05-0j 5.56646e-06-0j -0.000565602-0j 0.000633046-0j -8.78274e-05-0j 0.000213716-0j -0.000314161-0j 0.00043953-0j 0.000111358-0j 0.000196688-0j 1.33632e-05-0j 
-7.57959e-07-0j 1.17392e-05-0j -6.72624e-06-0j 2.71282e-05-0j 1.9696e-05-0j -1.45346e-05-0j 5.30662e-06-0j -4.14539e-05-0j 3.58511e-05-0j 3.81523e-06-0j -7.28259e-06-0j -1.78006e-05-0j -4.55338e-05-0j 3.18064e-05-0j 7.69585e-05-0j 1.79273e-05-0j -2.2047e-05-0j 3.65498e-05-0j -1.83614e-05-0j -5.61618e-05-0j 6.87642e-06-0j 3.69937e-05-0j -2.70669e-05-0j 2.87616e-05-0j -2.90168e-05-0j 1.42465e-05-0j 6.46878e-05-0j 2.23994e-05-0j -5.23105e-05-0j -1.84101e-05-0j -2.89048e-05-0j 5.06753e-05-0j 2.45372e-06-0j 1.03246e-05-0j -1.24834e-05-0j -3.58586e-07-0j 7.68573e-06-0j 3.52239e-06-0j 1.71384e-06-0j -1.51651e-06-0j -1.06141e-05-0j -2.7353e-06-0j -2.27656e-05-0j -1.5181e-05-0j -5.94483e-05-0j -7.714e-06-0j 2.41218e-05-0j -2.10955e-05-0j -6.73641e-05-0j -8.92883e-06-0j 3.78166e-05-0j -1.52912e-05-0j 2.30159e-05-0j -1.46287e-05-0j 3.06415e-05-0j 4.09153e-05-0j 3.62263e-07-0j -4.62464e-05-0j 1.91647e-05-0j -3.33628e-05-0j 1.36544e-05-0j -1.53347e-05-0j -5.79781e-05-0j -2.68834e-05-0j 2.85477e-05-0j -1.06655e-05-0j 3.02228e-06-0j -3.14687e-07-0j 3.1975e-05-0j -3.57878e-05-0j 4.96511e-06-0j -1.20819e-05-0j 1.77603e-05-0j -2.48478e-05-0j -6.29534e-06-0j -1.11193e-05-0j -7.55457e-07-0j 
-6.36447e-19-0j 9.85725e-18-0j -5.64793e-18-0j 2.27792e-17-0j 1.65384e-17-0j -1.22045e-17-0j 4.45589e-18-0j -3.48082e-17-0j 3.01036e-17-0j 3.20359e-18-0j -6.11509e-18-0j -1.49469e-17-0j -3.82341e-17-0j 2.67073e-17-0j 6.46209e-17-0j 1.50533e-17-0j -1.85126e-17-0j 3.06903e-17-0j -1.54178e-17-0j -4.71582e-17-0j 5.77403e-18-0j 3.10631e-17-0j -2.27277e-17-0j 2.41507e-17-0j -2.4365e-17-0j 1.19626e-17-0j 5.43174e-17-0j 1.88084e-17-0j -4.39244e-17-0j -1.54587e-17-0j -2.42709e-17-0j 4.25513e-17-0j 2.06035e-18-0j 8.66942e-18-0j -1.04821e-17-0j -3.011e-19-0j 6.45359e-18-0j 2.9577e-18-0j 1.43909e-18-0j -1.27339e-18-0j -8.91251e-18-0j -2.29679e-18-0j -1.91159e-17-0j -1.27472e-17-0j -4.99179e-17-0j -6.47734e-18-0j 2.02547e-17-0j -1.77136e-17-0j -5.65646e-17-0j -7.49741e-18-0j 3.1754e-17-0j -1.28398e-17-0j 1.93261e-17-0j -1.22835e-17-0j 2.57292e-17-0j 3.4356e-17-0j 3.04187e-19-0j -3.88324e-17-0j 1.60923e-17-0j -2.80143e-17-0j 1.14654e-17-0j -1.28763e-17-0j -4.86833e-17-0j -2.25736e-17-0j 2.39711e-17-0j -8.95567e-18-0j 2.53776e-18-0j -2.64238e-19-0j 2.68489e-17-0j -3.00505e-17-0j 4.16913e-18-0j -1.0145e-17-0j 1.49131e-17-0j -2.08643e-17-0j -5.2861e-18-0j -9.33669e-18-0j -6.34346e-19-0j 
3.72205e-19-0j -5.76468e-18-0j 3.303e-18-0j -1.33216e-17-0j -9.67193e-18-0j 7.13738e-18-0j -2.60588e-18-0j 2.03564e-17-0j -1.76051e-17-0j -1.87351e-18-0j 3.5762e-18-0j 8.74119e-18-0j 2.23599e-17-0j -1.56189e-17-0j -3.77914e-17-0j -8.80339e-18-0j 1.08264e-17-0j -1.79482e-17-0j 9.0166e-18-0j 2.75789e-17-0j -3.37675e-18-0j -1.81662e-17-0j 1.32915e-17-0j -1.41237e-17-0j 1.42491e-17-0j -6.9959e-18-0j -3.17657e-17-0j -1.09995e-17-0j 2.56877e-17-0j 9.04047e-18-0j 1.4194e-17-0j -2.48847e-17-0j -1.20493e-18-0j -5.07002e-18-0j 6.13011e-18-0j 1.76088e-19-0j -3.77417e-18-0j -1.72971e-18-0j -8.41602e-19-0j 7.44698e-19-0j 5.21218e-18-0j 1.3432e-18-0j 1.11793e-17-0j 7.4548e-18-0j 2.91928e-17-0j 3.78805e-18-0j -1.18453e-17-0j 1.03592e-17-0j 3.30799e-17-0j 4.38461e-18-0j -1.85703e-17-0j 7.50893e-18-0j -1.13022e-17-0j 7.18362e-18-0j -1.50469e-17-0j -2.0092e-17-0j -1.77894e-19-0j 2.27098e-17-0j -9.41103e-18-0j 1.63832e-17-0j -6.70516e-18-0j 7.53029e-18-0j 2.84708e-17-0j 1.32014e-17-0j -1.40187e-17-0j 5.23742e-18-0j -1.48413e-18-0j 1.54531e-19-0j -1.57017e-17-0j 1.7574e-17-0j -2.43818e-18-0j 5.93297e-18-0j -8.72142e-18-0j 1.22018e-17-0j 3.0914e-18-0j 5.46025e-18-0j 3.70976e-19-0j 
1.52164e-06-0j -2.35671e-05-0j 1.35033e-05-0j -5.44613e-05-0j -3.95406e-05-0j 2.91789e-05-0j -1.06533e-05-0j 8.32208e-05-0j -7.19728e-05-0j -7.65926e-06-0j 1.46202e-05-0j 3.57356e-05-0j 9.14114e-05-0j -6.38529e-05-0j -0.000154498-0j -3.59899e-05-0j 4.42605e-05-0j -7.33755e-05-0j 3.68615e-05-0j 0.000112748-0j -1.38048e-05-0j -7.42667e-05-0j 5.43381e-05-0j -5.77404e-05-0j 5.82528e-05-0j -2.86005e-05-0j -0.000129864-0j -4.49679e-05-0j 0.000105016-0j 3.69591e-05-0j 5.80278e-05-0j -0.000101733-0j -4.92596e-06-0j -2.07272e-05-0j 2.5061e-05-0j 7.1988e-07-0j -1.54295e-05-0j -7.07138e-06-0j -3.44062e-06-0j 3.04446e-06-0j 2.13083e-05-0j 5.49126e-06-0j 4.57031e-05-0j 3.04766e-05-0j 0.000119346-0j 1.54862e-05-0j -4.84257e-05-0j 4.23502e-05-0j 0.000135237-0j 1.79251e-05-0j -7.59187e-05-0j 3.06979e-05-0j -4.62056e-05-0j 2.93679e-05-0j -6.15144e-05-0j -8.21396e-05-0j -7.27261e-07-0j 9.2842e-05-0j -3.8474e-05-0j 6.69776e-05-0j -2.74119e-05-0j 3.07852e-05-0j 0.000116394-0j 5.39697e-05-0j -5.7311e-05-0j 2.14115e-05-0j -6.06738e-06-0j 6.3175e-07-0j -6.41914e-05-0j 7.18457e-05-0j -9.96772e-06-0j 2.42551e-05-0j -3.56548e-05-0j 4.98832e-05-0j 1.26382e-05-0j 2.23225e-05-0j 1.51662e-06-0j 
