-0.0165693-0.00117437j -0.00520377-0.01448j 0.0126622+0.0002701j 0.0243325+0.00791626j 0.0153994-0.0198415j 0.00576819+0.0267631j -0.00503495-0.00546562j 0.0208227-0.0158737j -0.00255021-0.0020221j 0.0115317+0.0109931j 0.00797518+0.0105611j 0.0246597+0.000898409j -0.0250715-0.0116893j -0.00633149-0.003828j -0.0138317-0.0106669j 0.00546631-0.00552682j -0.0169665+0.023149j 0.00250824+0.00652518j 0.00848817-0.0190905j 0.0133815-0.00281984j -0.0010319-0.00484372j 0.00516202+0.00310732j 0.00452376-0.0211349j 0.00150122+0.0150633j -0.00761332+0.00468961j 0.00563119-0.00520434j 0.00645608+0.0013522j -0.000748047-0.0178724j -0.0109974-0.00125659j 0.00531117-6.04668e-05j 0.00746586+0.00689697j 0.017048-0.0122585j 0.0108047+0.00550632j -0.005882+0.0107146j -0.00113711+0.00928538j 0.0109102-0.0152357j -0.0039515+0.000315043j 0.0313116+0.00167503j 0.00315444+0.000381639j -0.0306286-0.0129209j 0.00876383-0.0163541j -0.0218557-0.00442078j -0.0151654-0.00883374j -0.00377796-0.00281944j -0.023611-0.0106355j 0.00486361-0.0124923j -0.016244-0.00673156j 0.00902996+0.0101038j -0.0117198+0.00133712j -0.00375944+0.0233101j -0.0117405+0.0259419j 0.0395133-0.00849494j 0.00455043+0.00966771j 0.0113403+0.0260098j -0.00752455-0.0130269j 0.0104914+0.0345516j 0.00725621+0.0156986j 0.0185633-0.00245761j -0.00532201-0.0315182j 0.0121221-0.0372801j -0.0133016-0.00109149j -0.00178245-0.0198282j -0.00769104+0.00211019j 0.0248955+0.00174141j 0.0043902-0.00522665j 0.020313-0.00342477j -0.00499385-0.00288095j -0.00948394-0.0208408j 0.0215864+0.0295063j 0.042607-0.0291872j 0.0307642-0.0288975j 0.0240631-0.0347082j 0.0443749+0.0515613j 0.0315305-0.0261552j -0.026861-0.0662898j -0.0120507-0.00452043j -0.012486-0.00316141j 
0.0133644-0.0105312j 0.0117676+0.0159289j -0.000119047-0.0264751j 0.0165855-0.0157033j -0.0570331-0.033949j 0.00203319+0.0171281j 0.0346246+0.0308966j -0.00651536+0.0331735j -0.0444207+0.0371494j -0.0898307+0.00130805j -0.0317855-0.00491915j -0.0417525+0.0121061j 0.0305105+0.0910381j -0.0571543+0.0634537j 0.0222733+0.0772672j -0.026283-0.0141914j 0.00016167-0.0665997j 0.0338685+0.035026j -0.170401-0.0100452j -0.00258934+0.0149034j 0.0343606+0.0269757j -0.0740331-0.0278246j -0.0056928-0.062905j 0.0362764-0.0871386j 0.0849047-0.096903j 0.0745685-0.0572829j 0.0514895+0.0668917j 0.022265-3.90023e-05j 0.0451517+0.00659263j 0.037169+0.0679034j -0.053194-0.0219713j -0.0608034+0.0237635j -0.0170539+0.0163613j -0.0666316+0.0264257j -0.0103079-0.0638466j 0.0336482+0.0262668j 0.0153055+0.033472j -0.000423597+0.0432536j 0.0422112+0.0282136j 0.0437376-0.0455276j 0.0309065-0.0222195j 0.05611+0.0161006j 0.0597414+0.00889989j 0.00569506+0.017158j 0.013764+0.0145976j 0.0139061-0.00774291j 0.0243793-0.0498714j 0.0146203-0.0383832j 0.0300524-0.034436j 0.0216854-0.0691931j -0.0247806-0.025981j -0.0708661+0.0367084j 0.0339384+0.0091713j -0.0356276+0.0108753j 0.040152+0.0741119j -0.0203856-0.0289534j 0.0240602-0.0110469j 0.013575-0.0865272j 0.0168261-0.0349182j 0.000254284+0.031691j 0.0190043+0.00192645j 0.0197142+0.0298045j 0.0575087+0.0439846j -0.00717768-0.0272927j 0.0103898-0.0167399j -0.00911613-0.0275664j -0.045758+0.0151467j 0.0028092+0.0166434j 0.0162827-0.0195707j -0.0177658+0.0061389j -0.0254996+0.00746371j -0.0311351-0.00275955j 0.0344709-0.0212398j 0.00375771-0.00477427j -0.00421383+0.0275083j -0.000252301-0.000391128j -0.00625508+0.00050996j 
-0.00862881+0.000120307j -0.000781009-0.00447013j 0.00212044-0.00598073j -0.00390422+0.00860622j 0.0103491+0.00127324j 0.00768144+0.00452257j -0.00349403+0.0165358j -0.00884357+0.00569302j 0.00889776+0.00858165j 0.0207256-0.0593826j -0.0462367-0.00417462j -0.0131172+0.000473474j -0.00701866+0.022289j -0.0144158+0.0176082j 0.00586097-0.0366152j 0.0735206+0.00102939j -0.010265+0.0349307j -0.0148892-0.00153697j 0.0333244-0.0103529j 0.044791-0.0134917j -0.00042025-0.0125618j -0.0449987-0.0345813j -0.0139815-0.00115507j -0.000699033-0.042745j -0.0348581+0.0107625j -0.0258359-0.0579139j -0.0262343-0.0100628j 0.00427599-0.0395228j 0.00449595-0.00809955j 0.0079791+0.0312985j -0.0365253+0.00958113j 0.0302743-0.0265897j -0.0247894-0.00520523j 0.00755526-0.0221096j -0.0353696+0.0268349j 0.0338158-0.0326909j 0.000639584+0.04418j -0.00963249+0.036054j -0.00172357-0.00806895j -0.0330336-0.021466j -0.0257781+0.0277499j -0.00756876-0.0237793j -0.0237372-0.0215829j 0.0139192+0.00277087j -0.000871056-0.0477313j -0.00182308+0.000255133j -0.0220582+0.0257631j -0.0184268-0.0648566j -0.0582909+0.00612216j 0.0218415+0.0448685j -0.00116517+0.0124513j -0.00299859-0.0230981j -0.00362314-0.00542881j -0.0065524+0.0224016j -0.0342678+0.0057364j 0.0195387-0.000700128j -0.00441919-0.00150438j -0.0110953-0.00617283j -0.0242951-0.0266509j 0.0156305-0.00286478j 0.0116458-0.023796j -0.0180601-0.0073247j -0.00100426+0.0134601j 0.00755021-0.0333815j 0.0289363-0.0280568j 0.0119787+0.0326234j -0.00479082-0.0177713j -0.00576265+0.00187143j -0.0141326-0.00684554j 0.0419307+0.00680591j -0.00621955+0.000864636j 0.000725201-0.0235949j 0.046568-0.00087141j 0.0107742-0.0230997j -0.00510777+0.00365524j 0.00239726+0.00217227j 0.00191869-0.00643732j 
-0.00396851-0.000343296j -0.00943251-0.0111007j 0.0231747+0.0486594j 0.0125941+0.0248587j 0.0566326+0.0604869j -0.0399843+0.0171905j -0.0143535+0.0203748j 0.0326977+0.0519267j -0.00802628+0.0112828j 0.0095853+0.00223963j 0.0267041+0.0161475j 0.0185958+0.0447289j -0.0502105+0.00154222j -0.0602949-0.0288458j -0.00592993-0.00315991j -0.00523999+0.0324782j 0.0224128+0.0466831j -0.0229676-0.00560202j 0.021064-0.0321864j 0.0202739+0.0161689j 0.0601244+0.0440309j -0.0871085-0.0212341j 0.0221836+0.00728365j 0.0474502-0.0173003j 0.00122023+0.0122791j 0.0246071-0.0493895j 0.0334395+0.0549322j -0.0254732-0.0106982j 0.0235313-0.0846638j 0.0169993+0.0201285j 0.00563815-0.0187348j 0.0189599-0.0107707j 0.0152364-0.00939875j -0.00817728-0.0157261j -0.0451784-0.0240577j -0.00359092+0.00397463j 0.0046806+0.0373562j 0.0249151+0.0526503j -0.00493138+0.0258838j 0.00359851+0.00667837j -0.0438556+0.00854284j -0.0762134+0.00184688j -0.0609712+0.005518j -0.00715308+0.00326171j 0.0144831-0.00736045j -0.0401803-0.0553484j -0.00187659+0.0318845j 0.027998-0.0150687j 0.00976174+0.0296562j 0.0319454-0.0102418j 0.0215382+0.00346221j -0.0263013-0.0102706j 0.0177564+0.0135455j -0.00235169-0.0094054j 0.0491997-0.00633366j 0.00230802+0.0283702j 0.0143811-0.00679164j -0.0255444+0.017465j -0.0073301-0.0407712j -0.00921313-0.0379909j -0.0240889+0.0103252j -0.0410812-0.0379363j -0.0322712-0.0130565j 0.0199071+0.0244187j -0.0138851+0.013122j 0.028647-0.00292106j 0.0522482-0.00257844j -0.00356191-0.0402401j 0.0100201+0.020996j -0.0214074+0.00154685j 0.0103943+0.00790724j 0.0114292+0.000462717j -0.0201986+0.0416445j 0.000806224-0.0060404j 0.0029075-0.0363445j 0.0136557+0.000207678j 0.00616847-0.0116942j 
-0.00224904-0.000760959j -0.00104858-0.00369931j 0.0116121-0.00366283j -0.00558411+0.0153738j 0.0416938-0.000581064j -0.00774214-0.00386627j -0.00379889+0.00627749j 0.0104582+0.0355619j 0.000593497-0.011889j 0.0404995-0.00676276j 0.00316586+0.0247778j -0.00399159+0.00896554j -0.036309+0.00577613j -0.0408798-0.00905522j 0.0129551-0.0140839j -0.00524975-0.00117077j 0.00256159+0.0129637j 0.00367476-0.0105693j 0.0499061-0.0299024j 0.0237617+0.00599185j 0.0601833-0.00885538j -0.0157254-0.0215937j 0.0126484-0.00102526j -0.00789784-0.0109486j -0.027385+0.0472422j 0.00529309-0.0186815j 0.0195975-0.0256458j 0.0189039-0.0264331j 0.0512653-0.0261873j -0.0293358-0.0265625j -0.00464045+0.00674349j -0.0122457+0.0174674j 0.0173054-0.0206918j 0.0259214-0.0439463j -0.0161232-0.0173307j 0.00638059+0.0114793j 0.00336364-0.0237711j 0.0075795+0.011761j -0.0189286-0.0353557j -0.00535846+0.0397277j -0.054778+0.0300651j -0.0264387-0.0127295j -0.014151+0.0070931j 0.000534549-0.00302147j -0.0177894+0.0180194j 0.0150482-0.0117816j 0.0268191-0.00548289j 0.0237863+0.0160758j 0.00954791-0.00335902j -0.00288775+0.00522392j 0.0141741-0.0383j -0.0329684-0.0190775j -0.00681698+0.00811879j -0.00387075-0.00984167j 0.0245065-0.00970918j -0.0057979-0.0166875j -0.0212661-0.00509551j -0.0232456+0.0409904j -0.0106428-0.00572309j 0.0163315+0.0214891j -0.0166477-0.00546497j -0.0280078-0.00129212j 0.0199966-0.0285972j 0.00427671+0.025464j 0.00174413-0.00556072j -0.0112462+0.0177013j 0.026031-0.0131714j -0.00497192-0.0100189j -0.00670407+0.0129255j -0.00416959+0.0143184j 0.0040527+0.00617781j 0.00620994+0.0117494j -0.0193784-0.0107459j -0.00174917+0.00288105j 0.00326094+0.014242j 0.000152904+0.00428158j 0.00631795+0.00242399j 
0.00784408-0.00639488j 0.00422144+0.0010341j 0.0251668+0.0284927j 0.0128694+0.0178742j 0.0407868+0.0336397j -0.0327769+0.0420142j -0.00326337+0.0470186j 0.0208617+0.0782281j -0.0224945+0.0678156j -0.0573717-0.0315683j -0.0246526-0.00293782j -0.0395493+0.0757428j 0.0492341+0.0584607j -0.0639621+0.0477026j 0.043142+0.0381432j 0.0205655-0.0118089j 0.0235699-0.0290401j -0.0191928-0.0100803j -0.0737467-0.050801j -0.0286471+0.0124006j 0.00493231+0.0637255j -0.02405-0.110767j -0.0176254-0.0259585j 0.0768987-0.090527j 0.0645049-0.0242978j 0.100466-0.0600529j 0.0373881+0.0660377j -0.0545793-0.00363928j 0.0134393+0.00531825j 0.00328314+0.0500312j -0.0418713-0.0293234j -0.0461803+0.0145424j -0.0250783-0.0215876j -0.0327816-0.0365461j -0.0551513-0.0518168j 0.0181227+0.0230229j 0.0455339+0.0416837j 0.0415876+0.0294424j 0.0449741+0.0903168j 0.00761269-0.00984412j -0.0445968+0.00570065j 0.00349586-0.0104954j -0.000457039+0.0183111j 0.0270099+0.00323472j 0.0370964-0.0436754j 0.0031938+0.017708j -0.000403401-0.00558782j 0.00142014-0.0561305j -0.00375372-0.00939594j 0.00202778-0.010332j 0.0747116-0.00521953j -0.0506181+0.0156587j 0.0024789+0.0311308j -0.0604237-0.0113682j 0.0205505+0.0235573j -0.0326767+0.0191934j 0.00760303-0.0163557j -0.0509359+0.00196893j 0.0141333-0.0188482j -0.03228-0.00911101j 0.0176598-0.0271137j -0.0150793+0.0021397j 0.0026815-0.0127136j 0.0152281-0.012069j 0.00354294+0.0165003j -0.0178034+0.00501821j 0.00672506+0.0223381j -0.0198552-0.0304044j -0.0106413+0.0221998j -0.0197373+0.0247727j -0.00999912+0.0316304j -0.00200187+0.0169633j -0.0176692-0.0256273j 0.0166282+0.00435356j 0.00970552+0.0297677j 0.0084956+0.00310261j 0.00355706-0.00312254j 
0.0029027+0.007038j -0.000152206+0.00355277j -0.0357248+0.00420224j -0.00906913-0.0330374j -0.0822313+0.00168594j -0.00293386-0.0347748j -0.0314978-0.0430454j -0.0362554-0.0751952j 0.00207291-0.0469295j -0.00607781+0.0306984j -0.027169-0.00100751j -0.00684477-0.0186656j -0.011377-0.0225324j 0.064651-0.0208681j -0.0297555-0.0548429j 0.00864372-0.0186113j -0.0108672+0.0196126j 0.032902+0.0249799j 0.00164842+0.0274538j -0.0127015-0.0214257j -0.0337523-0.036143j 0.0246261+0.0950314j 0.0164846-0.00388682j -0.0183286-0.0415597j 0.0253534+0.0055772j -0.0705869-0.00900751j -0.0181431-0.0312211j 0.000223762+0.0499822j -0.0350745+0.0473762j 0.015466-0.0419101j 0.083714-0.0176935j 0.0089645+0.00473607j -0.0205746-0.0161996j -0.0241279+0.0410363j 0.0146372+0.00615575j -0.0148254-0.0224816j 0.0140136+0.00682993j -0.0447298-0.0263721j 0.0118231-0.0178795j 0.0238101-0.0127557j 0.0171989+0.0137303j 0.0294646+0.0447267j 0.0212399-0.0143754j -0.0110095-0.00305392j 0.00284896+0.00485788j -0.0209603+0.0111895j -0.0388535-0.0109541j -0.00483585+0.0174106j -0.0180522+0.00146978j -0.00144918+0.00163286j -0.0326199+0.0308402j 0.0280647-0.0171793j -0.00444952-0.0384105j 0.0291475+0.010924j -0.00962718+0.048964j -0.00860979+0.0253242j 0.0050218-0.000952575j 0.0224088-0.0379397j -0.0026286+0.0303469j 0.0318759-0.00123171j 0.0282076+0.00326514j 0.0165282+0.0241442j -0.000957686+0.03697j -0.0114303-0.00298337j -0.0106916+0.0168391j 0.0232704-0.0241956j -0.0257558-0.0149806j -0.001066-0.0314955j -0.0127198-0.033946j -0.0102478-0.0264381j -0.0153736-0.0269035j 0.00526361+0.0128928j 0.0298432-0.0242085j -0.01559-0.00442081j -0.0044387-0.004508j -0.00294334-0.00508769j -0.0100179+0.00640884j 
-0.00155107-0.00637983j 0.00123116+0.00159979j 0.00995854-0.0256332j 0.0195769+0.0104212j 0.0234729-0.0385237j 0.048115+0.0112551j 0.0239584+0.00619009j 0.0444586+0.000740239j 0.012672+0.0164293j 0.0210443+0.0250537j 0.032307-0.0329269j 0.00110323-0.00163665j 0.0077151-0.0449289j 0.0103313+0.0131912j -0.0266615+0.0162105j -0.0233211-0.0279151j 0.00292899+0.00889157j -0.0141695+0.00499229j -0.00903827-0.000674119j -0.00842867-0.0262942j -0.0252932+0.00209219j 0.0663138-0.0115326j 0.0272038-0.0342379j 0.000583936+0.020187j -0.00176221+0.0366251j -0.00322576+0.041441j 0.00206388-0.0084262j 0.0146959+0.00216204j 0.0603939+0.0246131j -0.0170987-0.0562057j -0.012548+0.0215618j -0.0319161+0.0288445j 0.0213894-0.0297882j -0.0200488-0.0143201j 0.0152153-0.0156531j 0.0141552+0.0034186j -0.0315764-0.0245677j 0.00737391-0.0327932j 0.00345974+0.00679851j -0.0138705+0.00111736j 0.0122841+0.00909197j 0.00439232-0.00871706j 0.011814-0.00264978j -0.0154586-0.031866j 0.00907624-0.00356939j 0.00693128+0.0209288j 0.0221572-0.0251576j 0.00172232+0.00569603j -0.0351071+0.0152096j 0.0249902+0.0345984j -0.000450298-0.000393046j 0.0168762+0.017118j -2.93226e-05-0.0183614j -0.0304393+0.00912872j -0.0224349-0.0542206j -0.00321832+0.0163984j -0.0193538-0.0177838j 0.00741266+0.00643512j -0.0107178+0.0124586j 0.00401282+0.040737j -0.0242089+0.0125816j -0.00476569+0.0136964j -0.00458108+0.0153461j -0.0131244+0.0258001j 0.000267012+0.0112568j -0.0280237+0.00843006j 0.0119576+0.00258708j 0.0141634+0.00206132j -0.00744861+0.0109422j 0.0232314-0.00221534j 0.00963551-0.011367j 0.0187424-0.0219249j -0.00740056+0.0134934j 0.00418442+0.00873144j -0.00782886-0.00592169j -0.0086995+0.00462222j 0.00607133+0.00329379j 
-0.000951748-0.0158755j 0.0074582+0.00231821j 0.0271296-0.0442963j -0.00175575+0.0342979j 0.0528929-0.0661812j -5.96268e-05+0.0348335j 0.0252611+0.0230253j 0.0210483+0.0428519j -0.0271675-0.00515377j 0.00228931-0.00626591j 0.0126557-0.0036391j -0.0219696-0.0053241j -0.0208819-0.0119849j -0.0499521+0.0223336j -0.0227374+0.035209j -0.0071631-0.030798j -0.0433546-0.0100587j -0.0309435-0.016518j -0.0221779-0.0590481j 0.053031+0.0213097j -0.00546478+0.0244839j 0.0210408-0.0239567j -0.0117133-0.036109j -0.0230867+0.0193051j -0.0153039-0.0307071j 0.0652941-0.0159899j -0.00641277-0.0325911j 0.0220816-0.0101488j 0.00985892+0.025213j -0.0126759+0.0565192j -0.0453279+0.0260351j -0.00186053+0.0269732j 0.027622+0.0130573j -0.0207933+0.00691853j -0.0143593-0.000872402j 0.048494-0.0108919j -0.0117278-0.00454296j 0.0384086-0.00554323j 0.0145427+0.0257338j -0.00445513+0.000400519j 0.0211834+0.0261822j 0.0127315-0.0340117j -0.0070531-0.0255833j 0.00972209+0.0297365j 0.000906765+0.0208177j 0.0581146+0.00690015j -0.00968612-0.0422227j -0.0169903+0.0317622j 0.0149768-0.00148862j 0.0217741+0.00951363j 0.00425271+0.011781j 0.00496469+0.041585j 0.0360841-0.00776074j -0.0137774+0.0309037j 0.00499563-0.0195341j -0.0152916-0.0302319j -0.0150397-0.00491109j 0.0421364-0.0152653j -0.00930337-0.033526j -0.00498012+0.0254353j -0.0385624-0.00481146j 0.00189163+0.000548811j 0.0473227-0.00885396j 0.0136903-0.00429337j 0.0521838-0.0124273j -0.0285556-0.00806393j -0.0146591+0.00608116j 0.00101646+0.00722352j 0.016235-0.00924971j 0.0111802+0.00793645j 0.0143781+0.00325162j -0.0213986-0.0149842j 0.0131562+0.0222503j -0.00207236-0.0142671j -0.00511601-0.0015554j -0.00242704+0.00674841j 0.0112862-0.00472257j 
-0.0025033-0.00143172j -0.00356912-0.00373835j 0.00198415+0.021976j 0.00144993+0.00167595j 0.00397879+0.0395093j -0.0520115+0.00680122j 0.00726467-0.00127632j -0.0138824+0.0329521j -0.0360804+0.0238571j -0.0157248+0.00575248j 0.0153155+0.054927j 0.0250746+0.0164214j 0.00873541+0.0372067j -0.0575586-0.00651636j 0.0243641+0.00866848j -0.0213417-0.00367718j -0.0218388-0.0459816j 0.0110591-0.0368939j 0.0331467+0.00761436j 0.00451292+0.00846534j 0.0528979+0.0437422j -0.0327426-0.029565j -0.0174124-0.0283811j 0.0638506-0.0227377j 0.0259036+0.000863519j 0.0481682-0.0645712j 0.0326073-0.0127951j -0.0162146+0.0010749j 0.00457284-0.0388334j 0.0201642+0.0239355j 0.00617463-0.00152956j 0.0198788-0.0368994j 0.020136+0.00711393j -0.00539471-0.0284919j -0.0108666-0.015625j -0.0328163-0.0183679j 0.0370037-0.0134439j 0.0392153+0.0384689j -0.019342-0.00101605j 0.0176519-0.0113293j -0.013303-0.00842306j -0.0061669+0.0223029j -0.0124283+0.0212302j -0.0190296-0.00755323j -0.0352527+0.0336537j -0.0444956-0.0263297j 0.0116073-0.0121021j 0.0242176+0.0113665j -0.008876+0.00664693j 0.00833882-0.00936042j 0.0121218-0.0101438j 0.0150286-0.0394914j -0.0081866+0.0274513j -0.0115694+0.0102799j 0.0621389-0.012233j 0.00952018+0.0147365j 0.0095132+0.0402985j -0.030392-0.0138116j -0.01226-0.00686198j 0.022434-0.0248432j -0.0155367+0.00241391j 0.0013118-0.0115449j 0.0170512+0.00581736j -0.00195197+0.0318222j -0.0356773-0.00606646j 0.00740007-0.0175943j -0.00198099+0.00821836j -0.00808086-0.000162986j 0.000411423+0.0405694j -0.0150534-0.0179847j 0.0151959+0.00869513j -0.00680109+0.0106275j 0.010971-0.00730419j 0.0129228-0.00765143j -0.00732545+0.00471688j 0.00785558+0.000745749j 0.000269492-0.00731265j 
-0.00742416+0.00175537j 0.0021971-0.0169239j 0.0136061+0.0594208j -0.0314293+0.0247889j 0.0470949+0.081298j -0.0808332-0.0254103j -0.0367642+0.00825359j -0.0600936+0.0628016j -0.0268089+0.00927917j 0.0240965-0.0347899j -0.00787692+0.0256904j -0.00240828-0.0270912j 0.00683454+0.0190658j -0.0258799+0.0221883j -0.0721707-0.05737j 0.0475222-0.0186983j -0.0139105+0.0367418j 0.0099214-0.00809507j 0.0741733-0.00197699j 0.0262389+0.0442085j 0.0640071+0.031789j -0.0646943-0.00868888j -0.0775187+0.0216535j -0.00752506-0.0353335j -0.0380554+0.0804405j -0.0167674-0.0769443j -0.0425656-0.0454123j -0.034928+0.00654918j 0.00603043-0.048068j 0.00272274+0.0149272j -0.0516521-0.00949833j 0.0456621-0.0513973j 0.0129091-0.0160992j 0.00883741-0.0560046j -0.040254+0.0043187j -0.0337696-0.00794287j -0.0127455+0.0289238j 0.00824364+0.074767j -0.00836698-0.00708239j 0.00613211-0.00171377j -0.0781689+0.00654867j -0.00577605-0.0282065j -0.0279663+0.0516212j 0.0152598-0.0369754j 0.0208198+0.00381615j -0.0617361-0.00455415j -0.0149049-0.0279856j -0.00734501+0.0342229j -0.0146483+0.0340142j 0.031947+0.0290222j 0.0295318+0.0126244j 0.0143446-0.00277106j -0.016841-0.037643j -0.0248959-0.0164663j 0.00795246-0.019238j 0.0228362-0.00066946j -0.00317261+0.000132251j -0.0248115-0.00575448j -0.0388797-0.0163908j 0.0232249-0.0044286j -0.0350779+0.0301863j 0.0140216-0.00306592j -0.000691887+0.0382614j 0.00967651+0.0183289j 0.0227389+0.018214j 0.025193+0.00384317j 0.0235695+0.0162144j 0.0181132-0.0234752j -0.0254688+0.00357389j 0.00561799-0.000171988j 0.00654034+0.0214884j -0.00572831+0.0177759j -0.0100858-0.00462504j -1.85315e-05-0.00535941j 0.0152034-0.0066819j 0.0148608-0.0092458j -0.00687679-0.00930696j 
-0.00153076-0.00429139j 0.00619791+0.000916144j 0.00451639-0.0147405j -0.00826135+0.00723092j 0.00327038-0.0279648j -0.000498941-0.00194224j 0.00777236+0.00179322j -0.00926969+0.016726j -0.0191381-0.00325251j -0.0064492+0.00375167j 7.43249e-05+0.00322062j 0.00297856-0.0175457j -0.0195245+0.00913725j -0.0436915+0.028332j 0.000916421+0.00134748j -0.00329523-0.0114943j 0.00830072+5.162e-05j 0.00565622-0.0252196j -0.0159136-0.0074309j 0.0193314-0.00405085j 0.0184207-0.0309084j -0.0156296+0.0173964j -0.00249161+8.39839e-05j -0.00909754+0.00898151j -0.00499551+0.0063222j 0.00950284-0.0266626j -0.0106298-0.0216014j 0.0147617+0.00542672j 0.030875-0.0100023j -0.0050225+0.0312207j 0.00192927-0.0186336j 0.000209808+0.0224568j 0.0246788-0.00297828j -0.0409214+0.0100682j 0.00874238-0.00815822j -0.0059811-0.00874273j 0.0309604+0.00475733j 0.0197878+0.0213678j 0.0133968-0.00730047j 0.0137347+0.0201045j 0.00703908-0.00587118j 0.00528554-0.0325683j 0.00202698-0.0243139j -0.00944451+0.0283106j -0.0192481+0.0331749j 0.000873745+0.00548666j 0.020192-0.0384126j 0.0123436+0.018551j 0.0128788-0.0106058j 0.0260263+0.0143627j -0.0101377-0.021468j -0.000744181+0.00625744j 0.00671114-0.022272j 0.00952547+0.0133899j 0.0118707-0.00183004j 0.000811426-0.00815798j -0.00966977+0.0012583j 0.00139569-0.0206441j -0.000591923-0.031025j 0.0106208+0.0289915j -0.0176004-0.00904144j -0.00423401+0.0198994j 0.0192877-0.00102727j 0.0023038-0.000574713j 0.0195037-0.00891485j 0.00161601+0.0029799j -0.00161496+0.000934698j 4.01443e-06+0.00106994j -0.000714345-0.00977454j 0.0106297+0.0011179j -0.0035136-0.00368736j -0.00897279-0.00607616j 0.0160693+0.00119068j 0.000340894-0.00618416j -0.00411271+0.00589055j -0.00286435+0.00178295j 0.00100241+0.000520208j 
0.00435547+0.000481981j 0.00572541+0.00713438j 0.000940133-0.0166684j 0.00543336+0.00087861j 0.00586094-0.0178831j 0.0365859-0.00604773j 0.0285606+0.035288j 0.0223951+0.0352851j 0.00428244+0.0491973j 0.0042971-0.0272202j 0.0135032-0.0117236j -0.010546+0.0100603j 0.0349879+0.0380322j -0.0322512+0.0607466j 0.0508894+0.0417919j -0.0175684-0.0225694j 0.0142168-0.0130633j -0.0251693-0.00848748j -0.0240865+0.0189468j 0.00108458-0.0192219j 0.00155869+0.037469j 0.0101521-0.0813716j 0.00706964-0.0101813j 0.0487043+0.000345491j 0.00210563+0.0194341j 0.0446761+0.0232664j 0.0387771+0.0244075j 0.00728514+0.00898419j 0.0538965-0.00109661j -0.010389+0.021259j -0.0494615+0.00700536j -0.0325788+0.0278538j -0.00237692+0.0162467j 0.00330682-0.036617j -0.0110994-0.00737328j 0.0171671+0.0188413j 0.00844948+0.0156288j 0.0110186+0.0112904j -0.0111829+0.00675444j 0.00493052+0.0182056j -0.0199088+0.00501353j -0.00365762-0.0139844j 0.0191032+0.01196j 0.0166766-0.0197083j 0.0097367-0.00101269j 0.000938056-0.00623727j 0.0380471+0.0130704j 0.0144528-0.0419613j -0.0103948+0.0466081j -0.0035656-0.0237806j 0.0202812-0.0274946j -0.0394118+0.00844687j -0.0136631+0.000863037j -0.0451092-0.0115952j -0.0061397-0.034602j 0.00715194-0.0256719j -0.0198263-0.0154248j -0.0294557+0.0111882j -0.0184713-0.00274143j -0.0123068+0.0473961j 0.0045672-0.00596703j -0.00275582+0.0071974j 0.00608031-0.00396514j -0.012424-0.00920386j 0.0073149-0.0114145j -0.0250797+0.0214877j 0.00450275+0.0211691j 0.000974683+0.0375036j 0.00715111+0.0065538j -0.000263775+0.020831j -0.0191007+0.0223905j -0.0100848-0.0061823j -0.0234716-0.0193717j 0.00563112+0.0143425j -0.000331977+0.0403189j -0.00297437+0.0054167j 0.00079985+0.00741717j 
-0.000541554+0.00675604j -0.00431493+0.00581553j -0.0158249+0.00368723j 0.0263384-0.0270901j -0.0303338+0.0238441j 0.055773-0.0148851j 0.0442722+0.00702136j 0.0204857-0.017515j 0.00871549+0.0533309j 0.0100184+0.0232584j 0.0330014-0.0256798j 0.0248698+0.00829891j 0.0264844+0.00636828j 0.00382022+0.0270364j 0.00766388+0.0218103j -0.0483247+0.0344976j 0.0700581+0.0119122j -0.00462927+0.0304332j -0.0308515+0.0618491j -0.027155-0.0479847j -0.0096298-0.0103199j 0.0449008-0.00605981j 0.0295369-0.0118137j 0.020487-0.0165441j -0.0121943+0.0274225j -0.0494733+0.0520677j 0.0569269+0.0267931j -0.00553656+0.0320694j 0.0298468+0.0370551j -0.0482248-0.0503255j -0.0268265+0.0128436j -0.0607643+0.0356595j -0.0212823+0.00340691j -0.00254033-0.0423964j 0.0238597-0.0237955j -0.0112065+0.0452564j 0.00835819+0.0269597j -0.0158645-0.00029672j -0.0307198-0.0231839j 0.0373229-0.000951812j -0.0352868-0.0280489j -0.0210472+0.0112682j 0.0260185-0.000766849j -0.0249698-0.0384642j 0.0220089-0.00961228j -0.0424872-0.031506j 0.0589294+0.0125743j 0.0200083-0.0452953j -0.00674651+0.0439081j 0.0242688-0.0348249j 0.0180746-0.0239191j -0.0202636-0.026817j -0.0309627-0.00456041j -0.0422329+0.00147622j -0.0280079-0.0130125j 0.0240796+0.00496907j -0.00569738-0.00932111j -0.0278723+0.0122087j -0.0169964+0.0196704j 0.0019766+0.0201377j -0.00832237+0.0184917j 0.00472843+0.000756395j -0.0422643+0.0154007j -0.0417836+0.0128027j -0.0429618+0.00658789j -0.0148339+0.0257787j 0.0193379+0.00703508j 0.0232535+0.0307495j -0.00825183+0.0263218j -0.00125801+0.0133787j 0.00286034+0.00194958j 0.0108923-0.0168214j -0.0324548-0.00493742j -0.00117983+0.0286613j 0.00157334+0.00635139j -0.00854103-0.00309497j -0.00581402+0.0097887j 
