2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
-2.96766e-17+8.16626e-05j -6.39152e-18-0.000146254j 3.46429e-19-0.000141806j -4.29553e-19-0.000190277j -3.18009e-19+0.000198967j -4.83356e-19+6.35335e-06j -8.22565e-22-0.000109407j -1.63226e-18-0.000140903j 1.81768e-18+0.00018913j -5.83308e-18+0.000154521j -7.65137e-19+3.39192e-06j 1.57615e-18-9.46424e-05j 1.80169e-19+0.00025337j -1.67796e-19-3.69946e-05j -3.88415e-18-0.000105869j -2.0874e-17-4.34614e-05j -3.05784e-17-0.000177801j -1.1632e-16-0.000159276j -6.82048e-19+0.000162093j 2.12226e-17+0.000186222j 5.69804e-18-0.000255598j -3.76447e-18-6.36871e-05j -4.47068e-20+0.000153065j -1.61281e-17+0.000123786j -1.03154e-17+4.49674e-05j 2.12327e-17-0.000159385j 7.72258e-18+4.96917e-05j -1.52217e-17-2.76111e-05j -4.53708e-18-2.21623e-06j 2.50602e-19+3.756e-05j -6.01261e-17-0.000171432j -3.19785e-17-5.67019e-05j -2.07346e-17+0.000115036j 7.10081e-20-0.000136024j 1.19335e-17-4.22481e-05j -4.91556e-17+0.000266812j 9.59667e-18+0.000150651j 1.15518e-16+1.28038e-05j 1.17617e-16-0.000223318j -6.96297e-17+0.000124153j 1.92261e-17-7.43999e-05j -1.52661e-16+3.95898e-05j -4.03143e-18-6.01118e-05j -1.64289e-18-0.000202652j -3.70212e-18-5.00731e-05j -6.06004e-18+6.96019e-05j 3.13478e-19-0.000148325j -2.95165e-18+0.000176164j -9.41553e-19+0.000131195j 8.94783e-20+0.000102642j 3.68661e-19-1.07988e-05j -2.47866e-19-0.000178888j 4.77459e-19-0.00017614j 4.22403e-19+0.000133011j -1.17865e-18+0.00013924j 5.36467e-18+7.81475e-05j 
5.4991e-17-0.000151321j 1.18435e-17+0.00027101j -6.41935e-19+0.000262768j 7.95965e-19+0.000352585j 5.89273e-19-0.000368687j 8.95661e-19-1.17728e-05j 1.52422e-21+0.000202732j 3.0246e-18+0.000261093j -3.36818e-18-0.000350458j 1.08087e-17-0.000286328j 1.4178e-18-6.28525e-06j -2.92062e-18+0.000175373j -3.33855e-19-0.000469496j 3.10927e-19+6.85512e-05j 7.19735e-18+0.000196176j 3.86797e-17+8.05342e-05j 5.66619e-17+0.000329467j 2.15542e-16+0.00029514j 1.26384e-18-0.000300359j -3.93257e-17-0.000345071j -1.05585e-17+0.000473624j 6.97559e-18+0.000118013j 8.28421e-20-0.00028363j 2.98856e-17-0.000229375j 1.91146e-17-8.33249e-05j -3.93444e-17+0.000295342j -1.431e-17-9.20791e-05j 2.82058e-17+5.11635e-05j 8.40724e-18+4.10669e-06j -4.64368e-19-6.95989e-05j 1.11414e-16+0.000317664j 5.92564e-17+0.000105069j 3.84214e-17-0.000213162j -1.31578e-19+0.000252053j -2.21129e-17+7.82861e-05j 9.10857e-17-0.000494404j -1.77827e-17-0.000279157j -2.14056e-16-2.37255e-05j -2.17945e-16+0.00041381j 1.29024e-16-0.000230056j -3.5626e-17+0.000137864j 2.82882e-16-7.33602e-05j 7.47026e-18+0.000111387j 3.04428e-18+0.000375516j 6.86006e-18+9.27857e-05j 1.12293e-17-0.000128973j -5.80878e-19+0.000274848j 5.46943e-18-0.000326432j 1.7447e-18-0.000243105j -1.65804e-19-0.000190195j -6.83131e-19+2.00102e-05j 4.59297e-19+0.00033148j -8.84734e-19+0.000326389j -7.82715e-19-0.00024647j 2.18404e-18-0.000258013j -9.94077e-18-0.000144808j 
-1.79004e-17+4.92574e-05j -3.85525e-18-8.82178e-05j 2.0896e-19-8.5535e-05j -2.59099e-19-0.000114772j -1.91817e-19+0.000120013j -2.91551e-19+3.83223e-06j -4.96157e-22-6.59924e-05j -9.84553e-19-8.49899e-05j 1.09639e-18+0.00011408j -3.51841e-18+9.32043e-05j -4.61517e-19+2.04595e-06j 9.50707e-19-5.70866e-05j 1.08675e-19+0.000152828j -1.01211e-19-2.23145e-05j -2.34285e-18-6.38584e-05j -1.25908e-17-2.62151e-05j -1.84443e-17-0.000107246j -7.01623e-17-9.60725e-05j -4.11399e-19+9.77714e-05j 1.28011e-17+0.000112326j 3.43696e-18-0.000154172j -2.27066e-18-3.84149e-05j -2.69664e-20+9.23258e-05j -9.72821e-18+7.46652e-05j -6.22208e-18+2.71235e-05j 1.28072e-17-9.61382e-05j 4.65812e-18+2.99731e-05j -9.18143e-18-1.66545e-05j -2.73668e-18-1.33679e-06j 1.51159e-19+2.26555e-05j -3.6267e-17-0.000103404j -1.92889e-17-3.42015e-05j -1.25068e-17+6.93874e-05j 4.28308e-20-8.20472e-05j 7.19809e-18-2.54833e-05j -2.96498e-17+0.000160936j 5.78854e-18+9.087e-05j 6.96784e-17+7.72301e-06j 7.09445e-17-0.000134701j -4.19994e-17+7.48869e-05j 1.15968e-17-4.48767e-05j -9.20823e-17+2.38799e-05j -2.43168e-18-3.62583e-05j -9.90961e-19-0.000122236j -2.23305e-18-3.02032e-05j -3.65531e-18+4.19826e-05j 1.89085e-19-8.94671e-05j -1.78038e-18+0.000106259j -5.67928e-19+7.91344e-05j 5.39717e-20+6.19115e-05j 2.22369e-19-6.51363e-06j -1.49508e-19-0.000107902j 2.87995e-19-0.000106245j 2.54786e-19+8.02298e-05j -7.10939e-19+8.39872e-05j 3.23587e-18+4.71371e-05j 
5.6161e-17-0.000154541j 1.20955e-17+0.000276776j -6.55592e-19+0.000268359j 8.129e-19+0.000360087j 6.0181e-19-0.000376532j 9.14717e-19-1.20233e-05j 1.55665e-21+0.000207045j 3.08895e-18+0.000266648j -3.43984e-18-0.000357915j 1.10387e-17-0.00029242j 1.44797e-18-6.41898e-06j -2.98276e-18+0.000179104j -3.40958e-19-0.000479485j 3.17542e-19+7.00097e-05j 7.35048e-18+0.00020035j 3.95026e-17+8.22477e-05j 5.78675e-17+0.000336476j 2.20128e-16+0.000301419j 1.29073e-18-0.000306749j -4.01624e-17-0.000352412j -1.07832e-17+0.000483701j 7.12401e-18+0.000120524j 8.46046e-20-0.000289664j 3.05214e-17-0.000234256j 1.95212e-17-8.50977e-05j -4.01815e-17+0.000301625j -1.46144e-17-9.40382e-05j 2.88059e-17+5.2252e-05j 8.58611e-18+4.19407e-06j -4.74248e-19-7.10797e-05j 1.13784e-16+0.000324422j 6.05171e-17+0.000107304j 3.92389e-17-0.000217697j -1.34378e-19+0.000257416j -2.25834e-17+7.99517e-05j 9.30237e-17-0.000504923j -1.8161e-17-0.000285097j -2.1861e-16-2.42303e-05j -2.22582e-16+0.000422614j 1.31769e-16-0.000234951j -3.6384e-17+0.000140797j 2.889e-16-7.4921e-05j 7.6292e-18+0.000113757j 3.10905e-18+0.000383505j 7.00601e-18+9.47598e-05j 1.14682e-17-0.000131717j -5.93236e-19+0.000280695j 5.5858e-18-0.000333377j 1.78182e-18-0.000248277j -1.69331e-19-0.000194242j -6.97665e-19+2.0436e-05j 4.69069e-19+0.000338533j -9.03558e-19+0.000333333j -7.99368e-19-0.000251714j 2.23051e-18-0.000263503j -1.01523e-17-0.000147889j 
-2.47895e-17+6.82143e-05j -5.33896e-18-0.000122169j 2.89378e-19-0.000118454j -3.58814e-19-0.000158942j -2.65639e-19+0.000166201j -4.03756e-19+5.30707e-06j -6.87105e-22-9.13898e-05j -1.36346e-18-0.000117699j 1.51835e-18+0.000157984j -4.87248e-18+0.000129074j -6.39133e-19+2.83334e-06j 1.31659e-18-7.90566e-05j 1.50499e-19+0.000211645j -1.40163e-19-3.09023e-05j -3.2445e-18-8.84345e-05j -1.74365e-17-3.63041e-05j -2.55427e-17-0.000148521j -9.71646e-17-0.000133046j -5.69728e-19+0.000135399j 1.77277e-17+0.000155555j 4.75968e-18-0.000213506j -3.14454e-18-5.31991e-05j -3.73445e-20+0.000127858j -1.34721e-17+0.0001034j -8.61668e-18+3.75621e-05j 1.77361e-17-0.000133137j 6.45082e-18+4.15084e-05j -1.27149e-17-2.3064e-05j -3.78991e-18-1.85126e-06j 2.09333e-19+3.13746e-05j -5.02245e-17-0.0001432j -2.67122e-17-4.73642e-05j -1.732e-17+9.60914e-05j 5.93144e-20-0.000113623j 9.9683e-18-3.52907e-05j -4.10606e-17+0.000222873j 8.01628e-18+0.000125842j 9.64945e-17+1.06952e-05j 9.82478e-17-0.000186542j -5.8163e-17+0.000103707j 1.60599e-17-6.21477e-05j -1.27521e-16+3.30701e-05j -3.36753e-18-5.02125e-05j -1.37234e-18-0.000169279j -3.09245e-18-4.1827e-05j -5.06207e-18+5.81398e-05j 2.61855e-19-0.000123899j -2.46557e-18+0.000147153j -7.86497e-19+0.00010959j 7.47429e-20+8.57384e-05j 3.07949e-19-9.02043e-06j -2.07047e-19-0.000149428j 3.9883e-19-0.000147133j 3.52841e-19+0.000111107j -9.84547e-19+0.00011631j 4.48121e-18+6.52781e-05j 
8.07245e-17-0.000222134j 1.73858e-17+0.000397831j -9.42334e-19+0.000385733j 1.16844e-18+0.000517581j 8.65028e-19-0.000541218j 1.31479e-18-1.7282e-05j 2.23749e-21+0.000297602j 4.43999e-18+0.000383274j -4.94435e-18-0.000514459j 1.58668e-17-0.000420319j 2.08128e-18-9.2265e-06j -4.28736e-18+0.00025744j -4.90086e-19-0.000689201j 4.56428e-19+0.00010063j 1.05654e-17+0.000287979j 5.67802e-17+0.000118221j 8.31774e-17+0.000483644j 3.16407e-16+0.000433253j 1.85527e-18-0.000440915j -5.77285e-17-0.00050655j -1.54995e-17+0.000695261j 1.02399e-17+0.000173238j 1.21609e-19-0.000416357j 4.38708e-17-0.000336714j 2.80594e-17-0.000122318j -5.7756e-17+0.00043355j -2.10065e-17-0.000135168j 4.1405e-17+7.51059e-05j 1.23415e-17+6.02846e-06j -6.81673e-19-0.000102168j 1.63551e-16+0.000466318j 8.69859e-17+0.000154237j 5.64011e-17-0.000312913j -1.93152e-19+0.000370004j -3.24608e-17+0.000114921j 1.3371e-16-0.000725765j -2.61043e-17-0.000409792j -3.14225e-16-3.48281e-05j -3.19935e-16+0.000607456j 1.89402e-16-0.000337713j -5.22975e-17+0.000202378j 4.15259e-16-0.00010769j 1.0966e-17+0.000163512j 4.46888e-18+0.000551242j 1.00703e-17+0.000136206j 1.64842e-17-0.000189327j -8.52705e-19+0.000403465j 8.02891e-18-0.000479189j 2.56115e-18-0.000356868j -2.43393e-19-0.000279199j -1.00281e-18+2.93742e-05j 6.7423e-19+0.000486599j -1.29875e-18+0.000479126j -1.14899e-18-0.000361808j 3.20609e-18-0.000378753j -1.45926e-17-0.000212572j 
-7.36185e-17+0.00020258j -1.58554e-17-0.000362811j 8.59382e-19-0.000351777j -1.06559e-18-0.000472019j -7.88881e-19+0.000493576j -1.19906e-18+1.57607e-05j -2.04053e-21-0.000271405j -4.04914e-18-0.000349535j 4.50911e-18+0.000469172j -1.44701e-17+0.000383319j -1.89807e-18+8.4143e-06j 3.90995e-18-0.000234778j 4.46944e-19+0.000628532j -4.16249e-19-9.17721e-05j -9.63536e-18-0.000262628j -5.17819e-17-0.000107814j -7.58554e-17-0.000441069j -2.88555e-16-0.000395115j -1.69195e-18+0.000402102j 5.26468e-17+0.000461959j 1.41351e-17-0.000634059j -9.33849e-18-0.000157988j -1.10904e-19+0.000379706j -4.00089e-17+0.000307073j -2.55894e-17+0.00011155j 5.26718e-17-0.000395385j 1.91573e-17+0.00012327j -3.77602e-17-6.84944e-05j -1.12551e-17-5.49778e-06j 6.21667e-19+9.31747e-05j -1.49154e-16-0.000425269j -7.93287e-17-0.00014066j -5.14362e-17+0.000285367j 1.76149e-19-0.000337433j 2.96034e-17-0.000104805j -1.2194e-16+0.000661877j 2.38063e-17+0.000373718j 2.86565e-16+3.17622e-05j 2.91771e-16-0.000553983j -1.7273e-16+0.000307985j 4.76939e-17-0.000184563j -3.78704e-16+9.821e-05j -1.00007e-17-0.000149119j -4.0755e-18-0.000502717j -9.18382e-18-0.000124216j -1.50331e-17+0.000172661j 7.77643e-19-0.000367949j -7.32214e-18+0.000437007j -2.3357e-18+0.000325454j 2.21968e-19+0.000254622j 9.14533e-19-2.67884e-05j -6.14879e-19-0.000443765j 1.18443e-18-0.000436949j 1.04785e-18+0.000329959j -2.92386e-18+0.000345412j 1.33081e-17+0.00019386j 
6.22976e-17-0.000171427j 1.34172e-17+0.000307019j -7.27229e-19+0.000297682j 9.01725e-19+0.000399433j 6.67569e-19-0.000417675j 1.01467e-18-1.33371e-05j 1.72674e-21+0.000229669j 3.42648e-18+0.000295785j -3.81571e-18-0.000397024j 1.22449e-17-0.000324373j 1.60619e-18-7.12038e-06j -3.30869e-18+0.000198675j -3.78215e-19-0.000531878j 3.5224e-19+7.76597e-05j 8.15367e-18+0.000222242j 4.3819e-17+9.12348e-05j 6.41906e-17+0.000373243j 2.44181e-16+0.000334355j 1.43177e-18-0.000340268j -4.45509e-17-0.00039092j -1.19614e-17+0.000536555j 7.90244e-18+0.000133693j 9.38493e-20-0.000321316j 3.38565e-17-0.000259853j 2.16543e-17-9.43963e-05j -4.45721e-17+0.000334584j -1.62114e-17-0.000104314j 3.19536e-17+5.79616e-05j 9.52431e-18+4.65235e-06j -5.26068e-19-7.88466e-05j 1.26218e-16+0.000359872j 6.71298e-17+0.000119029j 4.35265e-17-0.000241485j -1.49061e-19+0.000285544j -2.50511e-17+8.8688e-05j 1.03188e-16-0.000560095j -2.01455e-17-0.000316249j -2.42497e-16-2.68779e-05j -2.46904e-16+0.000468793j 1.46168e-16-0.000260624j -4.03597e-17+0.000156181j 3.20468e-16-8.31076e-05j 8.46283e-18+0.000126188j 3.44878e-18+0.000425411j 7.77156e-18+0.000105114j 1.27213e-17-0.000146109j -6.58059e-19+0.000311367j 6.19616e-18-0.000369805j 1.97652e-18-0.000275406j -1.87834e-19-0.000215467j -7.73898e-19+2.2669e-05j 5.20324e-19+0.000375524j -1.00229e-18+0.000369756j -8.86715e-19-0.000279219j 2.47424e-18-0.000292295j -1.12616e-17-0.000164048j 
-1.26139e-16+0.000347104j -2.71669e-17-0.000621648j 1.47248e-18-0.000602743j -1.8258e-18-0.000808767j -1.35169e-18+0.000845703j -2.05449e-18+2.70047e-05j -3.49629e-21-0.000465031j -6.93788e-18-0.000598901j 7.726e-18+0.000803889j -2.47933e-17+0.000656786j -3.25219e-18+1.44172e-05j 6.69939e-18-0.000402274j 7.65804e-19+0.00107694j -7.1321e-19-0.000157244j -1.65094e-17-0.000449993j -8.87242e-17-0.000184731j -1.29972e-16-0.000755737j -4.94415e-16-0.000676998j -2.89902e-18+0.000688969j 9.02061e-17+0.00079153j 2.42193e-17-0.00108641j -1.60008e-17-0.0002707j -1.90025e-19+0.000650596j -6.85521e-17+0.000526146j -4.38454e-17+0.000191132j 9.0249e-17-0.000677461j 3.28245e-17+0.000211213j -6.46991e-17-0.00011736j -1.92847e-17-9.42002e-06j 1.06518e-18+0.000159647j -2.55564e-16-0.000728664j -1.35923e-16-0.000241009j -8.81319e-17+0.000488955j 3.01817e-19-0.000578165j 5.0723e-17-0.000179574j -2.08934e-16+0.00113407j 4.07903e-17+0.000640337j 4.91006e-16+5.4422e-05j 4.99927e-16-0.000949206j -2.95959e-16+0.000527708j 8.17197e-17-0.000316234j -6.4888e-16+0.000168275j -1.71354e-17-0.000255503j -6.98304e-18-0.000861366j -1.57357e-17-0.000212834j -2.5758e-17+0.00029584j 1.33243e-18-0.000630451j -1.25459e-17+0.000748777j -4.00204e-18+0.000557639j 3.80324e-19+0.000436274j 1.56698e-18-4.58998e-05j -1.05355e-18-0.000760356j 2.02942e-18-0.000748678j 1.79541e-18+0.000565359j -5.0098e-18+0.000591836j 2.28023e-17+0.000332163j 
9.91534e-17-0.000272845j 2.13549e-17+0.000488654j -1.15746e-18+0.000473793j 1.43519e-18+0.000635741j 1.06251e-18-0.000664775j 1.61495e-18-2.12274e-05j 2.7483e-21+0.000365543j 5.45361e-18+0.000470774j -6.07311e-18-0.000631906j 1.94891e-17-0.000516275j 2.55642e-18-1.13328e-05j -5.26613e-18+0.000316212j -6.01969e-19-0.000846541j 5.60627e-19+0.000123604j 1.29774e-17+0.000353722j 6.97427e-17+0.00014521j 1.02166e-16+0.000594057j 3.88641e-16+0.000532162j 2.27881e-18-0.000541573j -7.09076e-17-0.000622192j -1.90379e-17+0.000853985j 1.25776e-17+0.000212787j 1.49371e-19-0.000511409j 5.38862e-17-0.000413583j 3.44652e-17-0.000150242j -7.09413e-17+0.000532526j -2.58021e-17-0.000166026j 5.08575e-17+9.22521e-05j 1.5159e-17+7.40472e-06j -8.37295e-19-0.000125493j 2.00889e-16+0.000572775j 1.06844e-16+0.000189448j 6.92771e-17-0.000384349j -2.37247e-19+0.000454474j -3.98715e-17+0.000141156j 1.64235e-16-0.000891452j -3.20637e-17-0.000503344j -3.85961e-16-4.27791e-05j -3.92974e-16+0.000746134j 2.32642e-16-0.000414811j -6.42367e-17+0.00024858j 5.1006e-16-0.000132275j 1.34695e-17+0.000200841j 5.4891e-18+0.000677087j 1.23693e-17+0.000167301j 2.02474e-17-0.000232549j -1.04737e-18+0.000495574j 9.86186e-18-0.000588585j 3.14585e-18-0.000438339j -2.98958e-19-0.000342938j -1.23174e-18+3.60801e-05j 8.28153e-19+0.000597687j -1.59525e-18+0.000588507j -1.4113e-18-0.000444407j 3.93802e-18-0.00046522j -1.79241e-17-0.000261101j 
-6.41908e-17+0.000176637j -1.38249e-17-0.000316349j 7.49328e-19-0.000306728j -9.29127e-19-0.000411571j -6.87856e-19+0.000430367j -1.0455e-18+1.37423e-05j -1.77922e-21-0.000236648j -3.5306e-18-0.000304773j 3.93166e-18+0.000409089j -1.2617e-17+0.00033423j -1.655e-18+7.33675e-06j 3.40923e-18-0.000204712j 3.89708e-19+0.000548041j -3.62944e-19-8.00196e-05j -8.40144e-18-0.000228996j -4.51506e-17-9.40073e-05j -6.61413e-17-0.000384585j -2.51602e-16-0.000344516j -1.47528e-18+0.000350608j 4.59047e-17+0.0004028j 1.23249e-17-0.00055286j -8.14259e-18-0.000137756j -9.67012e-20+0.00033108j -3.48853e-17+0.000267749j -2.23124e-17+9.72648e-05j 4.59266e-17-0.000344751j 1.6704e-17+0.000107484j -3.29246e-17-5.97229e-05j -9.81374e-18-4.79373e-06j 5.42055e-19+8.12426e-05j -1.30053e-16-0.000370808j -6.91697e-17-0.000122647j -4.48492e-17+0.000248823j 1.53591e-19-0.000294221j 2.58123e-17-9.13831e-05j -1.06324e-16+0.000577116j 2.07577e-17+0.000325859j 2.49867e-16+2.76947e-05j 2.54407e-16-0.000483039j -1.5061e-16+0.000268544j 4.15861e-17-0.000160928j -3.30207e-16+8.56331e-05j -8.72001e-18-0.000130022j -3.55358e-18-0.000438338j -8.00772e-18-0.000108308j -1.31079e-17+0.000150549j 6.78056e-19-0.000320829j -6.38445e-18+0.000381043j -2.03659e-18+0.000283775j 1.93542e-19+0.000222014j 7.97416e-19-2.33578e-05j -5.36136e-19-0.000386936j 1.03275e-18-0.000380993j 9.13661e-19+0.000287704j -2.54943e-18+0.000301178j 1.16038e-17+0.000169034j 
5.23721e-18-1.44115e-05j 1.12795e-18+2.58103e-05j -6.11364e-20+2.50254e-05j 7.58058e-20+3.35794e-05j 5.61209e-20-3.51129e-05j 8.53007e-20-1.12121e-06j 1.45163e-22+1.93077e-05j 2.88056e-19+2.48659e-05j -3.20778e-19-3.33768e-05j 1.0294e-18-2.72693e-05j 1.35028e-19-5.98593e-07j -2.78153e-19+1.67021e-05j -3.17956e-20-4.47137e-05j 2.96119e-20+6.52866e-06j 6.85459e-19+1.86834e-05j 3.68376e-18+7.66989e-06j 5.39635e-18+3.13776e-05j 2.05277e-17+2.81084e-05j 1.20365e-19-2.86055e-05j -3.74529e-18-3.28637e-05j -1.00557e-18+4.51069e-05j 6.64339e-19+1.12393e-05j 7.88968e-21-2.70122e-05j 2.84623e-18-2.18452e-05j 1.82043e-18-7.93567e-06j -3.74707e-18+2.81276e-05j -1.36285e-18-8.7694e-06j 2.68626e-18+4.87269e-06j 8.00686e-19+3.91112e-07j -4.42253e-20-6.62844e-06j 1.06108e-17+3.02536e-05j 5.64344e-18+1.00065e-05j 3.65917e-18-2.0301e-05j -1.25312e-20+2.4005e-05j -2.10598e-18+7.45578e-06j 8.67479e-18-4.70859e-05j -1.69358e-18-2.65863e-05j -2.03862e-17-2.25956e-06j -2.07566e-17+3.94103e-05j 1.2288e-17-2.191e-05j -3.39294e-18+1.31298e-05j 2.6941e-17-6.98665e-06j 7.1145e-19+1.06083e-05j 2.8993e-19+3.57632e-05j 6.53336e-19+8.8367e-06j 1.06945e-18-1.22831e-05j -5.53214e-20+2.61759e-05j 5.20896e-19-3.10886e-05j 1.66161e-19-2.31527e-05j -1.57908e-20-1.81138e-05j -6.50598e-20+1.90573e-06j 4.37424e-20+3.15694e-05j -8.426e-20+3.10845e-05j -7.4544e-20-2.34733e-05j 2.08003e-19-2.45726e-05j -9.46735e-19-1.37912e-05j 
-1.03396e-17+2.84519e-05j -2.22686e-18-5.09561e-05j 1.20699e-19-4.94065e-05j -1.4966e-19-6.62942e-05j -1.10797e-19+6.93218e-05j -1.68405e-19+2.21356e-06j -2.86589e-22-3.81183e-05j -5.68694e-19-4.90916e-05j 6.33296e-19+6.58943e-05j -2.03229e-18+5.38364e-05j -2.6658e-19+1.18177e-06j 5.49145e-19-3.29742e-05j 6.27725e-20+8.82761e-05j -5.84614e-20-1.28892e-05j -1.35327e-18-3.68857e-05j -7.27267e-18-1.51423e-05j -1.06538e-17-6.19474e-05j -4.05269e-17-5.54931e-05j -2.37631e-19+5.64744e-05j 7.39414e-18+6.48813e-05j 1.98524e-18-8.90524e-05j -1.31157e-18-2.21891e-05j -1.55762e-20+5.3329e-05j -5.61918e-18+4.31279e-05j -3.59398e-18+1.5667e-05j 7.39766e-18-5.55311e-05j 2.69061e-18+1.7313e-05j -5.30335e-18-9.61992e-06j -1.58076e-18-7.72153e-07j 8.73119e-20+1.30862e-05j -2.09484e-17-5.97282e-05j -1.11416e-17-1.97554e-05j -7.22412e-18+4.00793e-05j 2.47398e-20-4.73919e-05j 4.15774e-18-1.47196e-05j -1.71262e-17+9.29594e-05j 3.34356e-18+5.2488e-05j 4.02475e-17+4.46094e-06j 4.09788e-17-7.78058e-05j -2.42596e-17+4.32559e-05j 6.69852e-18-2.59215e-05j -5.31883e-17+1.37934e-05j -1.40458e-18-2.09434e-05j -5.72396e-19-7.06057e-05j -1.28985e-18-1.74459e-05j -2.11137e-18+2.42499e-05j 1.09218e-19-5.16777e-05j -1.02838e-18+6.13768e-05j -3.28045e-19+4.57094e-05j 3.1175e-20+3.57611e-05j 1.28444e-19-3.76238e-06j -8.63586e-20-6.2326e-05j 1.66351e-19-6.13687e-05j 1.47169e-19+4.63421e-05j -4.10651e-19+4.85124e-05j 1.86909e-18+2.72272e-05j 
-1.26765e-17+3.48824e-05j -2.73015e-18-6.24728e-05j 1.47978e-19-6.0573e-05j -1.83485e-19-8.12775e-05j -1.35838e-19+8.49894e-05j -2.06467e-19+2.71385e-06j -3.51361e-22-4.67335e-05j -6.97226e-19-6.01869e-05j 7.76429e-19+8.07872e-05j -2.49162e-18+6.60041e-05j -3.2683e-19+1.44887e-06j 6.73258e-19-4.04268e-05j 7.69599e-20+0.000108228j -7.16744e-20-1.58023e-05j -1.65912e-18-4.52223e-05j -8.91639e-18-1.85647e-05j -1.30616e-17-7.59483e-05j -4.96865e-17-6.80353e-05j -2.91339e-19+6.92384e-05j 9.06531e-18+7.95452e-05j 2.43393e-18-0.000109179j -1.60801e-18-2.72041e-05j -1.90967e-20+6.5382e-05j -6.88918e-18+5.28753e-05j -4.40627e-18+1.92079e-05j 9.06963e-18-6.80818e-05j 3.29872e-18+2.1226e-05j -6.50197e-18-1.17941e-05j -1.93803e-18-9.4667e-07j 1.07045e-19+1.60439e-05j -2.5683e-17-7.32275e-05j -1.36597e-17-2.42204e-05j -8.85686e-18+4.91378e-05j 3.03313e-20-5.8103e-05j 5.09744e-18-1.80464e-05j -2.0997e-17+0.000113969j 4.09924e-18+6.4351e-05j 4.93439e-17+5.46917e-06j 5.02405e-17-9.53909e-05j -2.97425e-17+5.30323e-05j 8.21247e-18-3.17801e-05j -6.52095e-17+1.69109e-05j -1.72204e-18-2.56769e-05j -7.01765e-19-8.65634e-05j -1.58137e-18-2.13889e-05j -2.58856e-18+2.97306e-05j 1.33903e-19-6.33576e-05j -1.26081e-18+7.52487e-05j -4.02187e-19+5.60402e-05j 3.82209e-20+4.38436e-05j 1.57474e-19-4.61273e-06j -1.05877e-19-7.64124e-05j 2.03948e-19-7.52388e-05j 1.80431e-19+5.6816e-05j -5.03463e-19+5.94769e-05j 2.29153e-18+3.33809e-05j 
