0.00583433+0.0741123j 0.0134581-0.0107032j -0.0235284+0.0412072j -0.0292181+0.031788j 0.00487105-0.0530062j -0.0142071+0.00152164j 0.0120912-0.0659339j 0.0382881-0.0336753j -0.0284517+0.00924079j -0.00570273-0.00936723j -0.0188888+0.0201101j 0.00607495+0.00885714j -0.00964598+0.0224836j -0.00722868-0.00195759j -0.0390787+0.0766296j 0.0142301-0.032923j -0.0128175-0.0344294j 0.0115963-0.0345471j 0.0146214-0.0128968j -0.00720391+0.0391849j -0.0284992-0.0154799j -0.010259-0.00799532j 0.00294849-0.00117077j 0.00676531+0.00830776j -0.040967+0.0228642j -0.025527+0.0128766j 0.0108976-0.00950681j 0.00608979+0.0101167j 0.0121049-0.00080373j 0.0212438-0.025055j 0.0152183-0.00245997j -0.020434+0.00719654j -0.000121586+0.0240213j -0.00793089+0.0185909j -0.00227446-0.000764904j -0.00028382+0.00664389j 0.00159498-0.00546646j 0.0163091+0.00585128j -0.0247011+0.0278801j -0.0143359-0.0121954j 0.013649-0.00511837j -0.0124947-0.00229569j -0.00428686-0.00473406j -0.0359095+0.0146683j 0.00820553-0.0090605j 0.0506369-0.0170023j 0.0077348+0.0392018j -0.0196346+0.00784536j -0.00868418+0.0247227j 0.00891868+0.0139189j 0.0170135-0.0180609j 0.0216793-0.0049854j 0.00552343-0.0254223j -0.00474286-0.0179403j -0.0538311+0.0134208j 0.00899102-0.00605891j 0.00173318-0.005273j -0.0201029-3.22342e-05j -0.0260622-0.0141523j -0.0224137+0.0115399j 0.0369619-0.0197816j -0.103888+0.00584883j -0.0396329-0.0107591j -0.0158553+0.00934652j 0.0230535-0.037866j -0.0756265+0.0511375j 0.0691761-0.0866686j -0.00781184+0.0753792j 0.0415379-0.0254933j 0.00384804-0.0478453j 0.00298255-0.0414484j -0.0143935-0.00761166j 0.00581209-0.0144698j 0.033824+0.00127853j 0.11479-0.10395j -0.103912+0.098574j 0.114004-0.135079j -0.104234+0.0872944j 0.094211-0.0173845j 0.0161293+0.031921j 0.0552242+0.00797313j 0.0235998+0.0187403j -0.0109757-0.043278j -0.173033+0.142069j 0.0276934+0.00661674j 0.0300206+0.00560707j -0.0175807-0.00228092j -0.00395944-0.0150337j -0.0753531+0.0796117j 0.0264999-0.030228j -0.00959386-0.000162876j -0.0238734+0.060205j -0.0669066+0.0322069j -0.107985+0.200634j 0.144815+0.0202202j -0.178686+0.220682j -0.086015+0.0420748j 
0.00944176-0.0386796j -0.00335009-0.00649715j 0.0229262-0.00633152j -0.0285497+0.0195461j -0.0176555+0.0504304j -0.0473988+0.0448993j 0.0216916+0.00293991j 0.0366409+0.00566012j -0.0251085-0.0375818j 0.0259282-0.0337242j -0.016646+0.0185992j -0.0662059+0.0461361j -0.0322602-0.0119385j 0.0269311-0.0531688j -0.0684783-0.0372868j -0.00785552+0.0230092j -0.0861673+0.0352414j -0.0322774+0.0638076j 0.0580008-0.0602195j 0.00673333-0.00951454j 0.0414975-0.0210507j 0.0647654-0.0641177j 0.0813507-0.0152302j -0.0423705+0.020669j -0.0328548-0.0315926j -0.0471034+0.00143367j -0.0383794+0.0797874j -0.0175672+0.0466304j 0.00119148+0.0234361j -0.0029635-0.0112856j -0.00817958+0.0409718j -0.0215942-0.0199341j -0.0207054-0.0579869j -0.0799024-0.0369035j -0.0390101-0.0371981j -0.0337901-0.00116571j 0.0348659+0.00209517j 0.0145249+0.0438823j -0.0335946-0.0139291j 0.105225-0.0297349j 0.0228821+7.4107e-05j -0.07051+0.0210166j 0.0831784+0.00184832j 0.0028751+0.0278067j 0.068048+0.000806019j 0.0507354+0.0190651j 0.0174127+0.0429451j -0.0322863-0.0210751j 0.00244755+0.063565j -0.0413505+0.0465752j -0.021877+0.036966j 0.0604283-0.0322317j -0.0673227+0.00635526j -0.0235778-0.027319j 0.0470188-0.0394445j 0.0518725+0.0130603j -0.0113323+0.0235048j -0.021946+0.0493519j -0.0111002-0.0700947j 0.0290336+0.0496746j 0.0793703+0.0290196j -0.000260492+0.0119454j 0.0561751+0.00603798j 0.0253676-0.00226975j -0.0156661-0.0265672j -0.0256875-0.036076j 0.0368806+0.0224689j -0.0156082+0.0157055j 0.029361+0.0369775j 0.0118749-0.0526531j -0.020246-0.0581038j -0.0358569+0.00831406j -0.0126066-0.0105398j 0.000703477+0.00779929j 0.0307544+0.0185062j -0.0297191+0.0147155j 0.0526109+0.0116701j -0.0227651+0.0309258j 0.0135451-0.00931232j -0.00533142+0.0311527j 0.0152033+0.006049j 0.00545905-0.00342421j -0.0127152-0.0234075j -0.0208656-0.00911933j -0.0257188+0.00334411j -2.93677e-05-0.0178469j 0.0056782+0.0074227j 0.0215552+0.0161385j -0.00926733-0.0287029j -5.0876e-05+0.0136188j 0.0144968+0.0284676j -0.03711+0.000595326j -0.0250707-0.00397483j 0.00011339+0.00244324j 0.00888755+0.0222702j -0.0297892+0.00507615j -0.0229667-0.00465772j 
-0.0238296+0.0128559j 0.0228495+0.00812157j -0.0432056-0.00508206j -0.00560606-0.0104822j -0.00626772-0.0439151j 0.0187882-0.0106582j 0.00266157-0.011804j 0.0166154+0.0238598j 0.0329384-0.00842228j 0.00438721-0.0172551j -0.0195013+0.000437949j -0.0228272-0.00997106j 0.0119872+0.00713923j 0.000707295+0.0278331j -0.0522575+0.0368954j 0.0393045-0.0602799j 0.0475564+0.0344707j 0.0264651-0.103068j 0.00173079+0.00638917j -0.0298426+0.0381306j -0.0138411-0.0505162j -0.0192141+0.00297737j 0.00878616-0.0536306j -0.0292403-0.0221014j 0.054234-0.00726437j -0.108747-0.0294008j -0.0720035-0.0061362j 0.0554191-0.0516352j 0.0381843-0.0265246j -0.0638815-0.043517j 0.036153-0.0767176j 0.0401706+0.0636696j 0.116575+0.0534211j 0.0707826-0.0399052j -0.0361941+0.0881388j 0.0482623+0.0365945j 8.6595e-05+0.129458j 0.0317827-0.0908079j 0.0675657+0.00658122j -0.0200489-0.0415989j -0.130218-0.0391131j 0.00360299-0.0206505j 0.0661869+0.0111215j 0.0203517+0.0230021j 0.0703733+0.00439295j -0.0234008+0.0309881j -0.00766469-0.0646389j -0.00159403-0.0500369j -0.0467346-0.112388j -0.0467204+0.0346893j 0.00395149-0.0141382j 0.0309255+0.0556279j 0.0193982-0.0330213j -0.0271575+0.038068j 0.040396+0.0103814j 0.00975397+0.044811j 0.0237927-0.0393577j -0.0343846-0.0522747j 0.0331634+0.0169379j 0.0125776-0.033064j -0.0546005-0.0236149j 0.0409418+0.0142482j 0.0717283-0.0223849j 0.0182123-0.00651709j -0.00164598+0.0132685j -0.0190636+0.0432225j 0.0170831+0.0747153j -0.00836409+0.00597281j 0.0111257+0.023514j 0.000805135-0.0152359j 0.00383219+0.0149694j -0.0252999+0.0273413j -0.0286067-0.0465539j 0.0294565+0.00244181j -0.00909695-0.0374012j 0.0434588+0.00452656j -0.0343384-0.00268358j 0.0442668+0.0108959j -0.0269044-0.0280199j -0.0322766-0.0386449j -0.0380772-0.0575968j 0.0154126+0.00849662j -0.014834+0.0266933j 0.0201381-0.00685242j 0.0161901-0.00820898j 0.00361812-0.00588665j -0.0132203-0.0495316j -0.0393116+0.00284704j 0.0117773-0.00175674j 0.0265609+0.00266275j 0.00142651+0.0114132j 0.00297517+0.00105035j -0.00898721-0.00651073j 0.0133581+0.0128985j -0.0254959+0.00397741j -0.00149257-0.0011484j 0.0126039+0.0445657j 
-0.0199408+0.0132117j -0.00225585-0.0136456j 0.0328599+0.00400366j 0.00875998+0.0101934j -0.0121828+0.0194871j -0.00399204+0.00408671j 0.0194162+0.0300589j 0.00849248-0.0411651j -0.0619284-0.0230801j 0.0103954-0.00153368j 0.0081612+0.0418149j 0.0631542+0.0490453j 0.0494194+0.032906j 0.00749253-0.0242983j 0.0426439+0.0451113j 0.0270997+0.11825j 0.0570589-0.0186734j -0.0149394-0.0068968j -0.00549152+0.0254335j -0.0530134+0.0136403j -0.168414-0.0160818j -0.0485692-0.0136796j 0.0218432-0.106086j 0.0178628-0.0822416j -0.0635507-0.110881j -0.0283365+0.0720585j 0.0675631-0.0149986j -0.0285217-0.146109j -0.0330532-0.198666j 0.154371+0.00795088j 0.0163657-0.0219772j -0.0434359+0.00424299j -0.056032+0.0286137j 0.066621+0.106596j -0.0832547+0.0729225j 0.00979857+0.0347883j -0.0653678+0.0478305j -0.0652219-0.0132964j 0.0337096+0.22546j -0.117368+0.0478564j -0.080924+0.00822292j 0.0143174-0.0990592j -0.02659-0.00185477j 0.136001-0.0731256j 0.0489186+0.0489166j 0.0482758-0.029058j -0.0504389+0.0121015j 0.0212714+0.0301683j 0.0352908-0.116245j 0.110448+0.0168834j -0.0181113+0.0378597j 0.0058599-0.0403102j -0.114831-0.0282247j -0.0108587-0.0511745j 0.00189639-0.0161035j -0.0744961-0.0688293j -0.013696-0.0573873j -0.0373143-0.0113373j -0.0665954+0.094171j -0.0644214+0.048659j 0.0031882-0.00334894j -0.0127227-0.0914269j -0.0526271-0.0185593j -0.0563695-0.00966402j -0.014935-0.0281809j 0.0246736-0.03844j -0.0327088-0.0241045j -0.0275139+0.0222345j -0.078717+0.0089482j 0.0772677-0.0217449j -0.0157327-0.00373261j -0.0253048-0.0391932j 0.0941901-0.0379645j -0.0154865+0.0374919j -0.0187428+0.000818049j -0.0213745+0.00763229j -0.0184212+0.00123427j -0.0287452-0.0142186j -0.0228959-0.0215091j 0.0234379-0.00509655j 0.00744967+0.000976329j -0.0401405+0.0385705j 0.0157985-0.0333393j -0.0340923-0.0251261j -0.0146979-0.0415649j 0.0170714-0.0104401j -0.00430787-0.0017779j 0.0235697-0.00907386j 0.0562861-0.0284142j -0.0129028+0.0131358j 0.0160104-0.0280692j 0.00924156-0.00829789j -0.00322728+0.00565194j -0.022126+0.0253468j -0.023957+0.0114229j 0.00426409-0.01084j -0.00730247-0.00464714j 
-0.00101493+0.0134453j -0.00248857-0.00394717j -0.0339369+0.00264168j 0.00351589+0.00524322j 0.0582488-0.0554896j 0.0385932+0.0817833j -0.0415707+0.0369093j 0.012272+0.0129156j 0.0324504-0.0165361j -0.0808732-0.0560843j -0.0154191+0.0445975j 0.0430866-0.0302514j 0.0144577-0.0400029j -0.0676784-0.0567307j -0.0251468+0.0272664j -0.0384048-0.00845089j 0.0411403-0.0530607j -0.0374804+0.0433624j -0.0577417+0.0101555j 0.0307222+0.02321j 0.0640018-0.0724041j -0.0933884-0.0550679j -0.107463-0.0870618j 0.123831+0.152805j -0.0800527+0.123337j 0.107614-0.0625648j 0.0552919+0.0443173j 0.0642496+0.0509522j 0.0495844+0.153069j -0.110316+0.00699776j 0.00847303-0.0334901j 0.0862469+0.0333615j -0.0321424-0.113632j -0.0359052-0.106348j 0.0428109-0.0186243j -0.107885-0.0126364j 0.124234-0.03595j -0.0432987+0.00183423j -0.0401029+0.0681085j -0.0890132-0.0546933j -0.0595813-0.0550316j -0.155604-0.0019204j -0.0283915-0.00309502j -0.0745149+0.124314j -0.0164341-0.0121415j -0.0295345-0.180763j 0.0138901+0.0680521j 0.0807135-0.0296539j -0.021373-0.0377436j 0.0620832+0.0595993j 0.0134039+0.0159j -0.0667548-0.096915j -0.0269321-0.0183464j 0.0329815+0.00480503j 0.0102897-0.0247726j 0.0335256-0.0494002j -0.0114356-0.0386721j -0.00705942+0.0132458j -0.0125162+0.0120237j 0.0374645-0.000703299j 0.100837+0.00176696j 0.0106409+0.0192868j -0.0202617+0.0226549j -0.0208402+0.00208431j 0.0460984-0.0300598j 0.0474374-0.0642053j -0.0067141+0.00725109j 0.0263814-0.000909403j 0.016005-0.0169981j 0.00596265-0.0386985j -0.0632853-0.0133728j 0.0009266+0.00801661j -0.0157754+0.0254393j -0.0639769-0.0112077j -0.0397167-0.00013348j 0.0268292-0.00054587j -0.0243427+0.0341381j 0.0345424-0.00708575j -0.0225046-0.0284137j -0.00561861-0.00886772j 0.0207192-0.00538116j -0.0267212-0.0551299j 0.0141141+0.0157608j -0.0299399-0.00286271j -0.00407415-0.0435079j -0.00361619-0.0476762j 0.00367287-0.00294775j -0.00804892-0.00457175j 0.00592618+0.00326666j -0.0387058-0.0143444j 0.0194427-0.00574161j 0.0158488+0.00944357j 0.0237665-0.00125777j 0.00093727+0.00780532j 0.00606697-0.0131851j 0.0162383-0.0243749j 0.012958+0.00444981j 
-0.0075057-0.00422242j -0.00673677-0.00145098j 0.0118417+0.00390858j 0.0398722-0.0109036j 0.0283961-0.0234082j 0.0162652+0.00046666j 0.0456745+0.0181685j -0.000497136-0.0474233j -0.0494064+0.0307378j 0.0026627-0.0964346j 0.0626188-0.0225036j 0.0753872+0.0123076j 0.0465113-0.0489613j -0.0195132-0.00230465j -0.00623335-0.0241788j -0.0172705+0.0710193j -0.0373103+0.112347j 0.0554037-0.0461692j 0.0263209+0.0117301j -0.0465836-0.0328646j 0.0572714-0.0377863j 0.0301209-0.0938179j 0.0376468-0.0401913j -0.0562916+0.15166j 0.0327646-0.0938978j 0.0838472+0.0822924j 0.0684707+0.136529j 0.0215904-0.0795282j -0.0156662-0.0194877j -0.0108995+0.0653715j -0.0960114-0.0674534j -0.0818592-0.0107523j -0.0261882+0.0971839j -0.155107+0.0865167j 0.00322797-0.0570558j 0.0568368-0.0689745j -0.115211+0.00380293j -0.127398-0.049703j 0.0442748-0.108359j 0.0704908-9.74563e-05j 0.0926567-0.0322772j -0.0295117+0.06717j 0.00655685+0.0170169j -0.0224485+0.0257599j 0.0738977-0.014546j -0.0243106+0.0182944j -0.0195813+0.0621507j -0.0871328+0.0386025j 0.0431996+0.127876j -0.0795174+0.191585j -0.0077272+0.0497761j 0.0640141-0.00873364j 0.0919798-0.011212j -0.0829562-0.0864878j -0.0121023-0.0995792j 0.0263566+0.0758186j -0.0113746+0.0416782j 0.0399351+0.0437564j 0.0853656-0.0123595j 0.0193861+0.148034j -0.0754454-0.00596676j 0.0379041+0.0556161j -0.0305313-0.0504935j -0.0116361-0.0508315j -0.0773301-0.0167853j -0.0569206-0.0230342j -0.0128004+0.000820726j -0.00589211-0.0280007j 0.0190815+0.0731108j -0.0408531-0.00837816j 0.0665561-0.00706167j 0.0162257-0.0322934j -0.00197145-0.0357375j 0.0455684-0.0423694j 0.01841-0.0347905j 0.0388792+0.0132014j 0.0179915+0.046202j 0.018221-0.000172104j 0.0288988+0.014792j -0.00918549+0.00214485j 0.0616891+0.047329j 0.0253967-0.0333816j -0.0210691-0.0348864j 0.0768468+0.00557192j 0.00602935+0.0119396j -0.00875062-0.00495916j 0.0237653-0.0324632j -0.00133784+0.00587913j -0.022779-0.0412469j 0.0532037-0.0119442j -0.0385671-0.0168986j -0.000217465-0.0174653j -0.00344017-1.49503e-05j 0.0209592+0.00508075j -0.000433725-0.00328171j 0.000491199-0.00117936j -0.00502936-0.00275635j 
0.00712839+0.0294066j -0.038892-0.0116274j 0.00884831-0.0593167j 0.0672179-0.00523926j -0.0308716+0.00873449j 0.0345217+0.0194658j 0.00539447+0.0318574j -0.0277595-0.0225009j 0.00322076+0.0551067j -0.0529062-0.00471082j 0.0243544-0.0517839j -0.0396525-0.0653077j -0.0618444+0.0149778j 0.0277828-0.00516262j 0.0138759-0.0590641j 0.0452242-0.0138961j 0.0536856-0.0394215j 0.0211924-0.0135108j -0.0216817-0.0250425j 0.0250586+0.00264914j -0.0472697+0.00612946j -0.0106595-0.0189077j 0.0705557-0.0261923j 0.043074+0.0170542j 0.092188-0.100694j -0.113145+0.0269498j 0.0290947-0.0385301j 0.0324431+0.0235737j 0.00209798+0.0526442j -0.0721632-0.0497499j 0.0395272+0.0531692j -0.0300913+0.00701855j 0.141258-0.0133148j 0.0245546+0.019791j 0.00657127-0.00731111j -0.0350536-0.00176435j -0.0144813+0.0568429j -0.0405653-0.0232551j -0.00783529+0.0494309j 0.0159931-0.0647008j -0.00363187+0.0116594j -0.00731634+0.0207146j 0.0898325+0.0228451j 0.0427491+0.0213874j -0.030098-0.0314623j 0.00633149-0.0306723j 0.033968-0.030155j 0.013889+0.00133204j 0.0031659-0.0289436j -0.0315167+0.056955j -0.00287605-0.0825717j 0.0444844-0.0243822j 0.0131145-0.0475015j 0.0211716-0.0213228j 0.0260354-0.0175518j 0.00798039-0.0296096j 0.060377-0.0116608j 0.0215097+0.0542345j -0.0327241+0.0164856j 0.0469697+0.0296955j 0.00201726+0.00866164j 0.0108174+0.0442774j 0.0310983-0.0418222j -0.0209378-0.00662418j 0.0292398+0.0340291j 0.0250396-0.00978372j -0.00663115-0.0197122j -0.0100894-0.0209926j 0.00137846-0.00233855j 0.0580911+0.035263j 0.012032+0.0212638j -0.00814416-0.00753119j -0.0245967+0.0229946j -0.0112464-0.0173983j 0.0117006+0.0302871j -0.033902+0.00366864j 0.0183347-0.0104036j -0.057637+0.0142173j 0.0363959+0.0595765j -0.037273+2.693e-05j 0.000637286+0.0377942j 0.00170674-0.00389475j 0.0315551-0.0254958j 0.00318119-0.0310988j 0.0143218+0.0534492j -0.0145738+0.0308738j 0.0384195-0.00260844j 0.0178571+0.0163845j -0.0215006+0.0219417j -0.00177656+0.00241195j -0.0102407-0.025427j -0.00616879-0.00271771j -0.0188796-0.00135202j -0.0530048-0.0144833j -0.0173738-0.0176396j 0.0123375-0.00418462j 0.00627636-0.0491798j 
0.00316072+0.00938449j 0.0230277-0.0151178j 0.00504186-0.0162862j 0.00800366-0.0343627j 0.0129276-0.0188634j 0.0190015+0.0273452j -0.0381774-0.000940969j 0.0199711+0.0402683j 0.0845686-0.00415966j -0.0604508-0.0382728j -0.0363332-0.037095j 0.0247571-0.0877112j -0.00801166-0.0173845j 0.0134645-0.000505892j -0.00592038-0.0702456j -0.0272246-0.011475j 0.130978-0.00380851j -0.0640219-0.0353564j 0.00155253-0.0263225j -0.0119167+0.0708963j 0.0302432-0.0710669j -0.091642+0.0354304j -0.0910893-0.00463058j 0.150341+0.0123238j -0.0176274-0.0235349j 0.156546-0.0772627j 0.121199-0.0851609j 0.0741346+0.0480923j 0.0296695+0.0822998j 0.0440731-0.0428253j -0.0468051+0.00153327j 0.0530847-0.0262j 0.183037+0.00891159j -0.0386115-0.0561229j 0.0258326-0.0656052j -0.0396923-0.072565j 0.0447471-0.0351674j -0.0375713+0.00855188j -0.0885592+0.00707484j 0.0188101+0.0636037j -0.027565+0.0116108j 0.058995-0.176983j 0.00625525+0.102267j -0.0153324-0.0321806j 0.021531-0.0125805j -0.00845163-0.00495807j -0.127739-0.0449564j -0.0614618-0.00796605j -0.0717016-0.0319029j 0.0632303+0.00682196j -0.0330595-0.0628165j 0.108326+0.0404969j 0.0238038-0.0578147j 0.00368444+0.0669104j 0.0309588-0.0590005j 0.0078375-0.00271514j 0.0567956-0.0193192j 0.0462874+0.0221193j 0.0261699+0.0190375j -0.0318452+0.00137933j 0.0234732-0.00851766j 0.0786387-0.0360437j 0.0388242-0.0357472j -0.0268219+0.0512685j 0.00971232+0.103237j -0.000735131+0.0222259j 0.0208045+0.0116266j -0.0151171+0.0287353j 0.0260728-0.00880687j -0.0199529-0.0264893j 0.0630054-0.0151058j 0.0164203+0.00463989j -0.00949343-0.0295673j 0.0257061-0.0330069j 0.0258333-0.019249j 0.0263777-0.0202857j 0.0289997-0.0175434j -0.0124509-0.020876j -0.0210111+0.0307874j -0.0441378-0.0157055j 0.00779363-0.00655329j -0.000380097+0.000152857j -0.0373165+0.0117764j 0.0141002-0.0210966j 0.01158+0.0348151j -0.0126665+0.0127366j -0.00565828-0.040289j -0.000818886-0.000385477j -0.0272586-0.0113831j 0.0234864-0.0271342j -0.0093523+0.0113319j -0.0124617-9.60064e-05j -0.00115066+0.0236543j -0.0127747-0.00419366j -0.0123071+0.0169626j -0.0258745+0.00101398j 0.00124212+0.00759769j 
0.0228511+0.0224989j 0.00368773-0.0310246j -0.00984152-0.0475949j 0.00612038+0.0362638j -0.00909143-0.0123264j -0.0116379+0.0130615j -0.026647-0.00478326j -0.0232086-0.029406j -0.0542812-0.0410002j 0.0403264-0.0953331j 0.0108173+0.0395848j -0.0591784+0.0697496j 0.00811293-0.0606859j 0.0601034+0.00183612j -0.00947067+0.0519648j 0.00290037-0.0813908j -0.00189642+0.0375497j 0.027725-0.077889j -0.00294957-0.0211667j -0.0471659-0.0168946j 0.0474672-0.11198j 0.0203214+0.0116852j 0.0472235-0.107003j -0.0643623+0.0386894j -0.0524046-0.0193356j -0.0193381+0.0783695j -0.00394046+0.0322082j -0.0128534-0.00795997j 0.050626-0.130078j -0.129531+0.055885j 0.0354701-0.0633265j -0.000310085+0.0110018j 0.0445314-0.0543157j -0.115042-0.0420362j 0.118196+0.106703j 0.0446567+0.0976717j -0.0511466+0.126387j -0.0147951-0.0712104j -0.0301978+0.0687395j -0.0294491-0.0598782j 0.0497536+0.0869641j 0.0614971-0.0267119j -0.0380907-0.0329754j -0.0494878+0.0536632j -0.00352281+0.044084j 0.0562195-0.0031993j -0.0452441+0.00955037j -0.00181892-0.0581444j -0.0258265-0.100349j -0.0382608-0.0409304j -0.0200028-0.0154068j -0.0121608+0.0399055j 0.129906-0.0910508j 0.0317971-0.0175874j 0.036499+0.0116109j 0.0171989-0.0874335j 0.0239864-0.0128601j 0.0302141+0.0357363j -0.0242913+0.0512163j -0.0353645+0.0140384j 0.00185306+0.069908j 0.0587078-0.0468859j -0.0241193-0.0010505j -0.01307-0.00664162j 0.0322478+0.0170227j 0.00756931-0.0507731j 0.0799172+0.0427267j -0.0417126+0.0112806j -0.0373879+0.0319021j 0.0288902-0.0449377j 0.0151151+0.00208779j 0.0127956+0.0246834j 0.0323379-0.0345735j -0.0108826+0.0296708j 0.0222051+0.0257318j 0.0250214-0.0137687j -0.00233001-0.00934251j 0.0391114+0.0246713j -0.00252164+0.0109949j 0.00802765-0.0320077j -0.035265-0.0368513j -0.016982+0.0342926j 0.0518616+0.0229209j -0.00913828-0.010557j 0.0232927-0.0338248j 0.00675374-0.00397822j 0.0340278-0.0139628j 0.000596112+0.0103507j 0.0344053-0.00157493j 0.00793368+0.0636619j 0.0197414-0.00787897j 0.0142505-0.0161834j 0.0066063-0.00648528j -0.0318911+0.0197157j -0.0193072+0.00241071j -0.0023898-0.0132735j 0.0136923+0.00262385j 
0.0101202-0.0318279j 0.0433865-0.00747358j -0.052494+0.0303399j -0.0544331-0.0899686j 0.0363226-0.0781232j 0.0148751+0.0291811j 0.0873345-0.00479706j 0.037973-0.00873083j -0.0150947-0.0349229j 0.0268522+0.0459208j -0.012928-0.0347325j -0.045647-0.0628374j -0.0138624-0.0592221j 0.0176194+0.0108157j -0.0359529-0.0272305j 0.0137029+0.0467592j -0.0739389+0.0915028j 0.0513675+0.0404191j 0.0338873+0.0876818j -0.0471883+0.0556771j 0.0701783-0.0367064j -0.00533344+0.00246047j -0.110436+0.0181475j 0.00482964+0.146378j -0.00692869+0.130215j 0.0511656-0.0869393j -0.000331241-0.101134j 0.0381579-0.0288153j 0.0348525+0.0461303j -0.00506608+0.0500915j 0.0158079-0.0570971j -0.0719915+0.0409346j -0.0348494-0.0194377j 0.0180925-0.0474032j -0.0323337+0.0281081j 0.11385-0.0146059j 0.0858373+0.00491433j -0.0338192+0.0390081j 0.0603641+0.0545076j 0.0876501-0.0333953j -0.101762+0.000167566j 0.0484763+0.0261814j 0.0904672-0.0296726j -0.08202-0.00159559j 0.107298-0.0557066j -0.109763-0.00986489j -0.0413757+0.00702555j -0.0734306+0.0321019j 0.0383052+0.0591446j -0.0882358+0.0794423j -0.0856028+0.015665j 0.0631918+0.0753184j 0.0407908+0.0429554j 0.00828171+0.00349464j -0.0308393-0.0245662j -0.015907-0.00951841j -0.0100717+0.0336795j 0.00716648-0.0380033j 0.066895-0.0200778j -0.0764307-0.0316825j -0.0804509-0.0213354j 0.0458254-0.011313j -0.0283138-0.00810999j -0.0698666-0.0352808j -0.0222924-0.0238279j 0.043777-0.0706787j -0.0376744+0.113993j -0.0229656+0.0129613j -0.0159472-0.0156211j 0.0248749+0.0212209j 0.0577519-0.0192627j 0.033788-0.0178056j -0.0185206-0.025302j -0.0122524+0.0281721j -0.0211305-0.00239017j -0.0447297-0.02848j 0.00888963+0.0276259j -0.0638008-0.0244657j -0.0126286-0.0322318j -0.0535437+0.00827647j 0.0161438-0.049838j -0.00832684-0.00577496j 0.0200674-0.0217547j 0.0772407+0.0151096j 0.0110655+0.00660783j 0.018511-0.0150929j 0.0342366-0.024305j 0.013758+0.00747647j 0.0374078-0.0192461j 0.00132873+0.037449j -0.0219108+0.0206319j 0.000512353+0.0319462j 0.0222046-0.0165724j -0.0100919-0.0229309j 0.0466372+0.0227339j -0.0282099-0.00687532j 0.0396527+0.0336819j 
-0.0127319-0.0189842j 0.0028126+0.000521483j -0.0365942+0.0347198j -0.0137684-0.0438875j 0.0173311+0.0181402j 0.0328881-0.00777184j 0.0407728-0.0389324j -0.0243747-0.0141814j -0.000998369-0.00277048j -0.0429968+0.0831615j -0.00088082-0.0302802j -0.0601569-0.0109389j 0.0118585-0.0171827j -0.0238575+0.0116684j -0.0578448+0.000865935j 0.0409839-0.0223493j 0.0131823+0.0160186j 0.0385312+0.0360483j -0.0227168+0.00415832j 0.0205372-0.00752066j -0.0272971+0.0680083j -0.0550359+0.0183597j -0.0418269-0.00375937j -0.0156391-0.0349968j -0.000122733+0.00903097j -0.00567087-0.0551855j -0.0226707+0.0153016j -0.0482075+0.17535j 0.0713154+0.113417j -0.0411819+0.110692j 0.0772415+0.0585923j -0.0572129+0.00773438j 0.104112-0.0778366j -0.131823+0.00781264j -0.00229008+0.0528124j 0.151379-0.0877315j 0.0604065-0.0180178j -0.0461355+0.016428j 0.155739+0.0199188j 0.0849675-0.0272148j -0.0100765+0.148276j -0.00219636-0.0189914j 0.0320336-0.0229611j -0.0243542-0.0245198j 0.0272676-0.0698578j 0.0330061+0.0469025j -0.0089858+0.0583401j -0.0510246-0.0531396j -0.0885175-0.0476172j 0.0450435+0.00946472j -0.115723-0.0231774j 0.142871+0.110778j -0.055795+0.0156304j -0.0904037-0.032172j 0.015078+0.0682372j -0.0831455-0.0148705j 0.0493189-0.00363874j 0.0367661+0.0281404j -0.026834+0.0441368j -0.0495839+0.0800689j -0.0574619+0.0322275j 0.0354388-0.0016584j 0.0214382-0.0292684j -0.0217593-0.0157082j -0.0510895+0.000410623j -0.0409498+0.00735944j 0.0159057-0.0441187j 0.00268492+0.0296174j 0.0136933-0.0407197j -0.0270877+0.00655789j 0.0292707+0.0405587j -0.0328716+0.000898391j -0.0119222-0.0396167j 0.0783763+0.000530352j 0.00345215+0.0329481j -0.0260843+0.0171623j 0.0248342-0.00474103j -0.0132644+0.014429j -0.00228948-0.0144162j -0.0360733-0.00398009j 0.0109234+0.0101096j -0.00197759+0.0347331j -0.0428834-0.00847988j 0.0275859-0.00109929j 0.00297233+0.00349338j -0.0116406+0.0156592j -0.0032935-0.0106047j 0.0201491-0.0133701j -0.00420175-0.0309977j 0.0694144-0.00297733j -0.00499294-0.0297813j -0.0115398-0.00688471j -0.00797329+0.0194271j 0.0162971-0.000821522j 0.0163938-0.0160811j -0.0121945+0.00963413j -0.00731077+0.0122306j 
