-0.291009-0j -0.294025-0j -0.0341882-0j -0.0423057-0j -0.0246783-0j -0.0208702-0j -0.00301236-0j -0.0243486-0j -0.0149104-0j -0.00351442-0j -0.021305-0j -0.00215213-0j -0.00307512-0j -0.00878788-0j -0.00126842-0j -0.0151937-0j -0.00268588-0j -0.000223824-0j -0.0171631-0j -0.0140136-0j -0.00303403-0j -0.0141588-0j -0.000252836-0j -0.0122619-0j -0.00247727-0j -0.00250295-0j -0.00020644-0j -0.0101155-0j -0.00216762-0j -0.000208579-0j -0.00323196-0j -0.000180635-0j -0.00178819-0j -0.000149016-0j -0.000571336-0j -4.76113e-05-0j 0.0597428-0j 0.00995713-0j 0.00609747-0j -0.0132528-0j 0.00124464-0j 7.33412e-05-0j -0.0104772-0j -0.00220879-0j -0.00698481-0j -0.0105858-0j -0.0013526-0j -0.000276099-0j -0.0122234-0j -0.0017462-0j -1.62693e-05-0j -0.00116414-0j -0.00432163-0j -0.00106933-0j -0.00713033-0j -0.0017643-0j -0.000712884-0j -0.00756286-0j -0.00108041-0j -0.000218275-0j -0.000145517-0j -0.00203724-0j -0.000220537-0j -1.2862e-05-0j -0.00441167-0j -0.00124755-0j -0.000720272-0j -8.57467e-06-0j -0.00118839-0j -1.29953e-05-0j -0.00115089-0j -0.000441075-0j -0.000254655-0j -0.00126048-0j -0.000727736-0j -9.0034e-05-0j -0.000771881-0j -1.50057e-05-0j -0.000735278-0j -0.000148549-0j -0.00015756-0j -0.000450264-0j -5.3053e-06-0j -8.75331e-06-0j -0.000191815-0j -9.19097e-05-0j -0.000117462-0j -9.28428e-06-0j -2.39769e-05-0j -5.41583e-06-0j -1.41285e-06-0j 
-0.00646582-0j -0.00214282-0j 0.0483741-0j 0.00155208-0j 0.0345883-0j 0.00015756-0j 0.101097-0j -6.26329e-06-0j 9.99304e-05-0j -0.0040188-0j 0.000456965-0j 0.0641198-0j 0.293209-0j -0.000194434-0j -0.124757-0j 0.000114704-0j -0.00193244-0j 0.0230199-0j 2.24495e-06-0j 0.000612327-0j -3.78211e-05-0j 0.000202929-0j 0.000450537-0j 1.42384e-06-0j -0.010316-0j -0.00341879-0j 0.122887-0j 0.000437824-0j -2.39876e-05-0j 0.0407257-0j -9.54849e-05-0j 0.000285748-0j -0.00737611-0j 0.0878666-0j 0.00160865-0j -0.0191628-0j 9.03973e-05-0j -0.00143584-0j 9.22613e-06-0j 1.73348e-06-0j 0.00837199-0j 0.00304489-0j -0.000232789-0j -2.7534e-05-0j -0.000260137-0j -7.7148e-05-0j 1.76922e-07-0j 0.000160543-0j 9.25382e-06-0j 0.00369755-0j 5.83893e-05-0j 0.00413193-0j 0.00040758-0j -2.3759e-05-0j 0.000206223-0j 0.00122539-0j -2.65501e-05-0j -4.89303e-05-0j -7.87389e-06-0j -0.0215594-0j -0.0240921-0j -0.000146985-0j -0.00714493-0j -0.00784114-0j 0.00028727-0j 9.44464e-07-0j -0.00647386-0j -0.00876228-0j -0.00327558-0j -0.00259861-0j -4.254e-05-0j 4.15984e-05-0j 0.000857027-0j 0.000777193-0j 2.10476e-05-0j 0.0377473-0j -4.99393e-06-0j 0.0003117-0j -0.00456291-0j 0.019099-0j -0.0045316-0j 2.93194e-05-0j 0.0137287-0j 0.0069463-0j 0.000675691-0j 0.0266051-0j -4.34172e-06-0j -0.00164814-0j -0.00393977-0j 0.00967624-0j -0.00143289-0j 
-0.0121993-0j 0.0113908-0j -0.0029011-0j 0.00345478-0j 0.00409336-0j -0.086095-0j 0.00012998-0j -0.384801-0j 0.181026-0j 0.000580944-0j 0.0766641-0j -0.000273299-0j -0.000115742-0j -0.0434022-0j 6.55255e-05-0j 0.00065559-0j -0.01108-0j 9.65775e-06-0j -0.00144264-0j 0.0011553-0j 0.0243817-0j -0.00107874-0j -2.12521e-05-0j 0.00303334-0j -0.0195254-0j 0.0182314-0j 1.70191e-05-0j -0.00163009-0j -0.0512657-0j -1.58913e-05-0j -0.00177614-0j 4.46853e-05-0j 0.0275497-0j -2.40134e-05-0j 0.0300182-0j -2.61651e-05-0j 0.000516663-0j 8.61106e-05-0j -0.0101356-0j -0.00111396-0j -0.00102908-0j 6.34264e-07-0j -0.000439211-0j -0.00018566-0j -0.0014868-0j 0.000410105-0j 0.021853-0j 0.00221876-0j -0.00196305-0j -7.32018e-05-0j -1.36752e-06-0j -0.000247801-0j -0.000916443-0j 0.00861616-0j -0.0023259-0j 6.83508e-05-0j 0.0291672-0j -0.000862298-0j -0.00804518-0j 0.000874808-0j 0.00296138-0j -0.000327174-0j -0.000816836-0j -5.39182e-07-0j -0.000221415-0j 0.0385098-0j -0.00015274-0j -1.82522e-06-0j -0.00038765-0j 5.03451e-07-0j -0.00216764-0j 0.0179782-0j 0.00390994-0j -0.000143716-0j 0.045628-0j 0.00182535-0j 0.016916-0j -2.40987e-06-0j -3.69025e-05-0j 0.00463266-0j 0.0017175-0j 0.00434358-0j -1.12504e-06-0j -2.85531e-06-0j -0.000361274-0j 0.000441008-0j 0.0425234-0j -1.05857e-06-0j 0.00431745-0j -2.71812e-07-0j -2.66103e-06-0j 
-0.0377903-0j -0.00776441-0j 0.000903361-0j 0.00530342-0j 0.000585468-0j -0.0527222-0j 7.95961e-05-0j 0.0593779-0j -0.470548-0j -8.96443e-05-0j -0.264348-0j 0.000710398-0j 0.000399093-0j -0.104925-0j 0.000158408-0j 0.000401465-0j -0.00678506-0j 5.91414e-06-0j -0.000437788-0j -0.00181979-0j 0.00739895-0j -0.000373896-0j -6.44923e-06-0j -0.00390728-0j 0.0307559-0j 0.00631913-0j -2.68081e-05-0j -0.00117941-0j 0.0660359-0j -5.50801e-06-0j 0.000895511-0j -5.75596e-05-0j 0.0199329-0j -1.73743e-05-0j -0.0151348-0j 1.31921e-05-0j 0.00031639-0j 5.27317e-05-0j -0.00620675-0j -0.000338046-0j -0.000630178-0j 3.88406e-07-0j -0.00136056-0j -5.63409e-05-0j 0.000184561-0j -0.000279543-0j 0.00663157-0j 0.00067331-0j 0.00153232-0j -0.000226761-0j -4.1499e-07-0j 3.07602e-05-0j 0.000826946-0j 0.0266907-0j 0.00016916-0j -4.65904e-05-0j -0.0036206-0j -0.00249493-0j 0.00548389-0j 0.00270994-0j -0.000367604-0j 0.000255387-0j 0.000556785-0j -1.67025e-06-0j -0.00270773-0j -0.0300601-0j 0.000137824-0j 2.2657e-07-0j 2.81933e-05-0j -3.43171e-07-0j 0.000552778-0j -0.0162225-0j -0.00305204-0j -0.000415821-0j -0.00331847-0j -0.00164709-0j 0.0489439-0j 1.8811e-06-0j -0.000451288-0j -0.000336928-0j 0.00496933-0j 0.0531185-0j 1.01517e-06-0j 2.07663e-07-0j 9.21297e-05-0j 0.00539318-0j -0.010844-0j -3.06281e-06-0j -0.00110101-0j -3.32405e-06-0j 6.78599e-07-0j 
-0.00378215-0j 0.000554934-0j -0.00614944-0j 0.0524003-0j -0.0044389-0j 3.93899e-05-0j 0.0252743-0j 4.59549e-05-0j 0.000896898-0j 0.0294867-0j -0.000276895-0j 0.575489-0j -0.177668-0j 1.6586e-05-0j 0.0106423-0j 2.86761e-05-0j -0.000483111-0j 0.00575497-0j 3.23931e-05-0j -0.00018213-0j -0.000545732-0j 2.67229e-05-0j 0.00650093-0j 0.000737582-0j 0.00306838-0j -0.000450206-0j -0.0365515-0j -0.000131468-0j -0.0124262-0j 0.005363-0j 6.09991e-06-0j 0.148025-0j 0.00221487-0j -0.0263843-0j -0.000102766-0j 0.00122419-0j 2.25993e-05-0j -0.00035896-0j 2.30653e-06-0j 2.50129e-05-0j 0.002093-0j 0.000761222-0j -0.000136169-0j -0.000397296-0j 1.31829e-05-0j 1.99793e-05-0j 2.55286e-06-0j 0.00231652-0j -0.000158864-0j 0.00216287-0j 0.000842518-0j -0.000209393-0j -0.0005436-0j -1.38977e-05-0j 1.34576e-05-0j -0.000317345-0j 1.34548e-06-0j 0.000454924-0j 2.03913e-06-0j -0.0126111-0j 0.00122092-0j 0.00252334-0j 0.00185035-0j -0.00458664-0j -5.7337e-05-0j -1.6214e-05-0j 0.00863436-0j 0.000444046-0j -0.000213756-0j 0.000672971-0j 2.17216e-06-0j -5.54809e-05-0j -0.0147129-0j -0.00722587-0j 1.37351e-06-0j -0.0503446-0j 4.64305e-05-0j -0.00535108-0j 0.000910723-0j 0.00124635-0j 0.0421321-0j -5.85194e-06-0j -0.0183103-0j 0.000453297-0j -3.45019e-05-0j -0.00531017-0j 2.21695e-07-0j 0.0153234-0j 0.000201171-0j -0.00193131-0j 7.31657e-05-0j 
-0.00401193-0j -0.042506-0j 0.000926915-0j 0.00228243-0j 0.00433317-0j 0.0275078-0j -4.15292e-05-0j 0.246985-0j 0.0196525-0j -0.000372879-0j 0.294462-0j -2.96699e-05-0j -0.000444558-0j -0.215656-0j 0.000325582-0j -0.000209464-0j 0.0035401-0j -3.0857e-06-0j 0.000925961-0j 0.000379938-0j -0.0156494-0j 0.00402541-0j 1.36407e-05-0j 0.000661539-0j -0.00642124-0j -0.0680324-0j 5.59702e-06-0j 0.00177614-0j -0.0111805-0j 5.92999e-05-0j -0.00221625-0j 9.74539e-06-0j -0.0300182-0j 2.61651e-05-0j 0.0374562-0j -3.26484e-05-0j -0.000165076-0j -2.75127e-05-0j 0.00323837-0j 0.000714997-0j 0.000328795-0j -2.0265e-07-0j -0.000144442-0j 0.000119166-0j 0.000475041-0j -0.00153035-0j -0.0140264-0j -0.00142411-0j -0.0012969-0j -2.40736e-05-0j 8.77742e-07-0j 7.91735e-05-0j -5.95792e-05-0j 0.00283357-0j -0.00246216-0j -0.000255058-0j -0.00931906-0j -0.00109333-0j 0.0300214-0j 0.000287695-0j -0.000946174-0j -0.000216151-0j 0.0030481-0j -1.77319e-07-0j 0.0011324-0j 0.0254418-0j -9.92987e-06-0j 5.83168e-07-0j -0.00041036-0j -1.87868e-06-0j -0.00224068-0j 0.00116879-0j 0.00258314-0j -0.000182222-0j 0.0483011-0j 0.000118668-0j 0.0214483-0j -1.5921e-06-0j 0.000188733-0j 0.00490406-0j 0.00217767-0j -0.0222147-0j -7.31404e-08-0j -3.02258e-06-0j -0.000373446-0j -0.00225548-0j 0.0439562-0j -1.34219e-06-0j 0.00446292-0j 1.39015e-06-0j -2.75069e-06-0j 
0.00176081-0j -0.00164413-0j -0.0399066-0j 0.0475228-0j 0.0563069-0j -0.00012998-0j -0.0834009-0j -0.000580944-0j 0.000273299-0j -0.372759-0j 0.000115742-0j 0.175361-0j 0.0742651-0j -6.55255e-05-0j -0.042044-0j -9.46262e-05-0j 0.00159419-0j -0.0189904-0j 0.000208227-0j -0.000166752-0j -0.00350804-0j 0.000155702-0j 0.041789-0j -0.000437824-0j 0.00280931-0j -0.00262314-0j -0.0334654-0j 0.000235283-0j 0.00737611-0j 0.0312477-0j 0.000256364-0j -0.0878666-0j -0.00396385-0j 0.0472186-0j -0.00431902-0j 0.0514495-0j -7.45739e-05-0j 0.00118451-0j -7.61117e-06-0j 0.000160786-0j -0.00690654-0j -0.0025119-0j 6.33946e-05-0j -0.00255388-0j 0.000214602-0j -5.91935e-05-0j 1.64102e-05-0j 0.014891-0j 0.000283341-0j -0.00100694-0j 0.00541583-0j -0.00340866-0j 0.000132277-0j 6.47019e-06-0j 0.000335714-0j 0.000940211-0j 2.19027e-05-0j 0.000124462-0j -6.04142e-06-0j 0.00587119-0j 0.019875-0j -0.0045005-0j -0.00548211-0j 0.00213535-0j 3.19585e-05-0j 2.89184e-05-0j -0.00210105-0j 0.00722851-0j -0.00533238-0j -0.00199384-0j 0.000312872-0j 1.35005e-05-0j 0.0262412-0j -0.00197691-0j 3.42637e-05-0j 0.0122506-0j 1.27028e-05-0j 0.0095439-0j -0.000507618-0j 0.0310916-0j 0.0115268-0j 3.26175e-06-0j 0.00445554-0j 0.011308-0j -0.00496956-0j 0.00295978-0j 3.19324e-05-0j 0.0041923-0j 0.0289761-0j 0.00107647-0j 0.0105386-0j 
0.00545456-0j 0.0011207-0j 0.0124263-0j 0.0729522-0j 0.0080535-0j -7.95961e-05-0j -0.0510724-0j 8.96443e-05-0j -0.000710398-0j 0.0575198-0j -0.000399093-0j -0.455823-0j -0.256076-0j -0.000158408-0j -0.101642-0j -5.79465e-05-0j 0.000976235-0j -0.0116292-0j 6.31893e-05-0j 0.000262665-0j -0.00106456-0j 5.39673e-05-0j 0.0126814-0j 0.000563967-0j -0.00442516-0j -0.000909197-0j 0.0527139-0j 0.000170233-0j -0.00950125-0j 0.0108306-0j -0.000129256-0j 0.113182-0j -0.00286794-0j 0.0341639-0j 0.0021776-0j -0.0259402-0j -4.5667e-05-0j 0.00072536-0j -4.66087e-06-0j 4.87927e-05-0j -0.00422937-0j -0.00153822-0j 0.000196381-0j -0.000775007-0j -2.66391e-05-0j 4.03485e-05-0j 4.97988e-06-0j 0.00451885-0j -0.000221172-0j -0.00311925-0j 0.0016435-0j 0.000423127-0j -0.000119359-0j 2.0043e-05-0j -2.44161e-05-0j -0.000640882-0j -2.71884e-06-0j 0.000360112-0j 4.11805e-06-0j 0.0181875-0j -0.00246714-0j 0.00351302-0j 0.00373681-0j 0.00661477-0j 0.000390827-0j -2.25732e-05-0j 0.00189587-0j -0.000897295-0j 0.000387817-0j 0.00135907-0j -7.97866e-05-0j -1.21821e-05-0j -0.0204834-0j -0.0057199-0j -2.49196e-06-0j -0.0110543-0j 3.67537e-05-0j -0.00744981-0j -0.00620777-0j -0.00226126-0j 0.0333511-0j 3.98886e-05-0j -0.00402043-0j -0.000822417-0j 0.00126731-0j 0.0361958-0j -8.14319e-06-0j 0.0121298-0j -0.0073893-0j 0.0131644-0j -0.00268748-0j 
0.0161679-0j -0.0262338-0j -0.000645392-0j -0.00688839-0j -0.000557751-0j 0.0376666-0j -5.68662e-05-0j -0.128788-0j 0.0238896-0j 0.000194434-0j -0.53486-0j -3.60668e-05-0j 0.000807493-0j -0.220661-0j 0.000333138-0j -0.00028682-0j 0.00484748-0j -4.22526e-06-0j 0.00094954-0j 0.000778568-0j -0.0160479-0j -0.00126329-0j 1.3988e-05-0j 0.000602236-0j -0.0131584-0j 0.0213506-0j 1.14694e-05-0j 0.000672843-0j -0.0101782-0j -1.861e-05-0j 0.00113596-0j 8.87177e-06-0j -0.0113715-0j 9.91191e-06-0j -0.0191986-0j 1.67343e-05-0j -0.00022604-0j -3.76734e-05-0j 0.00443431-0j 0.000733204-0j 0.000450221-0j -2.77491e-07-0j 0.000582095-0j 0.000122201-0j -0.000131857-0j -0.000944497-0j -0.0143835-0j -0.00146037-0j -0.00199027-0j 9.70158e-05-0j 9.00092e-07-0j -2.19761e-05-0j -0.00101916-0j -0.0114192-0j -0.000161151-0j -0.000157416-0j 0.00258668-0j -0.000599037-0j 0.0185285-0j -0.0011594-0j 0.000262629-0j -0.000331711-0j 0.00188122-0j 7.14589e-07-0j -0.00341007-0j 0.0390438-0j -0.00016986-0j -1.6187e-07-0j -2.68586e-05-0j -1.15948e-06-0j -0.00068315-0j 0.0199933-0j 0.00396416-0j -9.98395e-05-0j 0.00316137-0j 0.00202994-0j 0.0117515-0j -2.44328e-06-0j -0.000568345-0j 0.000320977-0j 0.00119315-0j 0.0668966-0j -1.25114e-06-0j -1.97832e-07-0j -0.000113858-0j 0.00679209-0j 0.0134016-0j -7.35388e-07-0j 0.00136068-0j -4.18626e-06-0j -8.38646e-07-0j 
0.000579073-0j 0.00613522-0j 0.0127503-0j 0.0313963-0j 0.0596056-0j 4.15292e-05-0j 0.026647-0j 0.000372879-0j 2.96699e-05-0j 0.239256-0j 0.000444558-0j 0.0190375-0j 0.285248-0j -0.000325582-0j -0.208907-0j 3.02335e-05-0j -0.00050935-0j 0.00606754-0j -0.000133651-0j -5.48394e-05-0j 0.00225164-0j -0.000581018-0j -0.0268223-0j -9.54849e-05-0j 0.000923889-0j 0.00978851-0j -0.0110057-0j -0.000256364-0j 0.00160865-0j -0.116604-0j 0.000319887-0j -0.0191628-0j 0.00431902-0j -0.0514495-0j -0.0053892-0j 0.0641979-0j 2.38267e-05-0j -0.000378456-0j 2.43181e-06-0j -0.000103201-0j 0.00220667-0j 0.000802565-0j 2.08484e-05-0j 0.00163921-0j -6.85663e-05-0j 0.000220887-0j -1.05329e-05-0j -0.00955778-0j 0.000187192-0j -0.000331149-0j -0.00347616-0j 0.00108908-0j 8.59952e-06-0j 2.12783e-06-0j 0.000355382-0j -0.00350849-0j -6.99802e-06-0j 0.000157809-0j 2.25441e-05-0j 0.00193084-0j -0.00635015-0j -0.0029733-0j 0.020457-0j 0.000702245-0j -0.000163448-0j 1.91052e-05-0j -0.000136592-0j -0.00230955-0j -0.00564477-0j 0.00744021-0j 0.000323414-0j 8.77685e-07-0j 0.0173365-0j -0.00250659-0j 3.6271e-05-0j 0.00079643-0j 1.61063e-05-0j 0.00630526-0j 0.00259615-0j 0.0329131-0j 0.0146152-0j -1.66818e-05-0j 0.000289661-0j 0.0119705-0j -0.005137-0j -0.0151374-0j 3.30083e-05-0j 0.00531554-0j 0.0299524-0j -0.00550547-0j 0.0108937-0j 
-0.00233364-0j 0.00378652-0j -0.0088778-0j -0.0947544-0j -0.00767224-0j 5.68662e-05-0j 0.0364879-0j -0.000194434-0j 3.60668e-05-0j -0.124757-0j -0.000807493-0j 0.023142-0j -0.518123-0j -0.000333138-0j -0.213756-0j 4.1399e-05-0j -0.000697456-0j 0.00830832-0j -0.000137054-0j -0.000112377-0j 0.00230898-0j 0.00018234-0j -0.0275053-0j -8.69252e-05-0j 0.00189323-0j -0.00307192-0j -0.0225528-0j -9.71165e-05-0j 0.00146445-0j 0.0365937-0j -0.000163962-0j -0.0174449-0j 0.00163614-0j -0.0194902-0j 0.0027623-0j -0.0329054-0j 3.26261e-05-0j -0.000518222-0j 3.32989e-06-0j -0.000105829-0j 0.00302161-0j 0.00109896-0j -8.40181e-05-0j 0.00168095-0j 1.90319e-05-0j 0.000136326-0j -1.08011e-05-0j -0.00980116-0j 0.00028727-0j 0.00133452-0j -0.00356467-0j -0.000302296-0j 0.000147103-0j -8.57506e-06-0j 2.32602e-05-0j -0.00216536-0j 1.94243e-06-0j 8.64636e-05-0j 1.39138e-05-0j -0.0077812-0j 0.00176261-0j -0.00456291-0j 0.0126256-0j -0.00283002-0j 0.000492201-0j 2.93194e-05-0j -0.00233654-0j 0.000641059-0j -0.000369458-0j 0.00459194-0j 9.86042e-05-0j 1.50137e-05-0j 0.0266051-0j -0.00137336-0j 2.37399e-06-0j 0.0136237-0j 8.82465e-06-0j 0.00967624-0j -0.00781797-0j 0.00215421-0j 0.00800768-0j 5.02351e-05-0j 0.00495494-0j 0.000783483-0j -0.0015662-0j 0.0455844-0j 1.00638e-05-0j 0.00291239-0j 0.00913207-0j 0.016579-0j 0.00332133-0j 
-0.00196906-0j 0.0372228-0j 0.000238106-0j 0.00140151-0j -0.00750229-0j -0.0138964-0j 2.09798e-05-0j 0.0793771-0j 0.029219-0j -0.000119838-0j 0.250522-0j -4.41127e-05-0j -0.00037822-0j -0.18399-0j 0.000277774-0j 0.000105817-0j -0.00178839-0j 1.55884e-06-0j -0.000585241-0j -9.48202e-05-0j 0.00989101-0j 0.00179247-0j -8.62141e-06-0j 0.00123054-0j 0.00160253-0j -0.0302941-0j -1.39683e-06-0j 0.00298761-0j -0.0207971-0j 2.64056e-05-0j 0.00317876-0j 1.81276e-05-0j -0.0504929-0j 4.40117e-05-0j -0.0537235-0j 4.68276e-05-0j 8.33936e-05-0j 1.38989e-05-0j -0.00163596-0j -0.000451904-0j -0.000166101-0j 1.02375e-07-0j -7.08921e-05-0j -7.53173e-05-0j 4.86462e-05-0j 0.00134014-0j 0.00886516-0j 0.00090009-0j 0.000404939-0j -1.18153e-05-0j -5.54764e-07-0j 8.10771e-06-0j -0.000147921-0j 0.00139072-0j -0.00216764-0j 0.000223356-0j -0.000954311-0j -0.00281781-0j -0.0262899-0j 0.000141201-0j -9.68923e-05-0j 6.74899e-05-0j -0.00266925-0j -8.70283e-08-0j -0.000938617-0j -0.00794384-0j -2.46535e-05-0j 5.97189e-08-0j -0.000361274-0j 1.64517e-06-0j -0.00121874-0j 0.00290182-0j -0.000806547-0j -0.000469634-0j 0.0425234-0j 0.000294625-0j 0.0552779-0j 4.9711e-07-0j -0.000156436-0j 0.00431745-0j 0.00561243-0j 0.0184132-0j -1.8159e-07-0j -2.66103e-06-0j -0.000203123-0j 0.00186951-0j 0.0239084-0j -3.45918e-06-0j 0.00242744-0j -1.15226e-06-0j -1.49614e-06-0j 
-0.00038699-0j -0.0153872-0j -4.54641e-05-0j 0.000386015-0j 0.00588067-0j 0.00265339-0j -4.0059e-06-0j -0.0212403-0j 0.00189567-0j 3.2067e-05-0j 0.106596-0j -2.86195e-06-0j -0.00016093-0j 0.653858-0j -0.000987146-0j -2.02048e-05-0j 0.000341477-0j -2.97645e-07-0j 0.000156603-0j -1.86355e-05-0j -0.00264671-0j -0.000740974-0j 2.30698e-06-0j 0.000111883-0j 0.000314955-0j 0.012523-0j -2.74527e-07-0j 0.00241046-0j -0.0018909-0j -1.09156e-05-0j 0.00434425-0j 1.64819e-06-0j -0.0407386-0j 3.55094e-05-0j -0.0734212-0j 6.39969e-05-0j -1.59232e-05-0j -2.65387e-06-0j 0.000312372-0j 0.000120924-0j 3.17154e-05-0j -1.95476e-08-0j -1.39328e-05-0j 2.01539e-05-0j -9.28855e-06-0j -0.000553988-0j -0.0023722-0j -0.000240852-0j 0.000111532-0j -2.32214e-06-0j 1.48448e-07-0j -1.54809e-06-0j -5.74699e-06-0j 0.000273325-0j 0.00169911-0j -9.23313e-05-0j 0.000182217-0j -0.000395788-0j 0.0108678-0j 2.7751e-05-0j 1.85007e-05-0j 1.85886e-05-0j 0.00110342-0j -1.71041e-08-0j -0.00343337-0j -0.00218796-0j -9.57832e-07-0j -1.14028e-08-0j 0.000283184-0j -6.80084e-07-0j 0.00138726-0j 0.000112741-0j -0.000222146-0j -6.59646e-05-0j -0.033332-0j 1.14467e-05-0j 0.00776432-0j 1.36918e-07-0j -0.000572229-0j -0.00338423-0j 0.000788319-0j 0.0673537-0j -7.0551e-09-0j 2.08585e-06-0j 0.000231211-0j 0.0068385-0j -0.0272145-0j -4.85876e-07-0j -0.00276311-0j -4.21486e-06-0j 1.70303e-06-0j 
0.000284209-0j -0.00537266-0j 0.00327531-0j 0.0192787-0j -0.103199-0j -2.09798e-05-0j -0.0134616-0j 0.000119838-0j 4.41127e-05-0j 0.0768931-0j 0.00037822-0j 0.0283046-0j 0.242682-0j -0.000277774-0j -0.178232-0j -1.52734e-05-0j 0.000257314-0j -0.00306521-0j 8.44723e-05-0j 1.36861e-05-0j -0.00142312-0j -0.000258721-0j 0.0169527-0j -0.000177614-0j -0.000230573-0j 0.00435872-0j 0.00274665-0j -0.000431225-0j 0.00299229-0j -0.0519224-0j -0.000458815-0j -0.0356451-0j 0.00726492-0j -0.0865421-0j 0.00772974-0j -0.0920792-0j -1.20368e-05-0j 0.000191189-0j -1.2285e-06-0j 6.52267e-05-0j -0.00111477-0j -0.000405441-0j 1.02324e-05-0j -0.00103604-0j -7.02148e-06-0j -0.000193432-0j 6.65717e-06-0j 0.00604086-0j -5.8448e-05-0j -0.000162528-0j 0.00219706-0j 0.000111527-0j 2.13506e-05-0j 1.04434e-06-0j 0.000312872-0j 0.00307241-0j -7.16627e-07-0j 0.000406715-0j -1.97421e-05-0j 0.000947656-0j -0.000650283-0j 0.000928369-0j -0.0179144-0j 0.000344662-0j 0.000135478-0j -5.96532e-06-0j -0.000339126-0j -0.000236507-0j -0.00496956-0j -0.00651545-0j 0.000175909-0j 2.17908e-06-0j -0.00541306-0j -0.00646013-0j 3.19324e-05-0j 0.00197735-0j 4.15102e-05-0j -0.00196873-0j -0.00215188-0j 0.0289761-0j 0.0376673-0j 1.38271e-05-0j 0.00071916-0j 0.0105386-0j -0.00279409-0j 0.012547-0j 1.79537e-05-0j 0.0136996-0j 0.0162915-0j 0.00456335-0j 0.00592522-0j 
5.58572e-05-0j 0.00222096-0j -0.00062539-0j 0.0053099-0j 0.0808925-0j 4.0059e-06-0j 0.00257036-0j -3.2067e-05-0j 2.86195e-06-0j -0.0205756-0j 0.00016093-0j 0.00183635-0j 0.10326-0j 0.000987146-0j 0.633396-0j 2.91632e-06-0j -4.91317e-05-0j 0.000585273-0j -2.26037e-05-0j 2.68981e-06-0j 0.000380809-0j 0.00010695-0j -0.00453631-0j -1.61489e-05-0j -4.53157e-05-0j -0.00180181-0j 0.000539815-0j -0.00034792-0j 0.000272063-0j 0.0214638-0j -0.000627039-0j -0.0032409-0j 0.00586147-0j -0.0698237-0j 0.0105638-0j -0.12584-0j 2.29832e-06-0j -3.65058e-05-0j 2.34571e-07-0j -1.74538e-05-0j 0.000212855-0j 7.74152e-05-0j 2.01103e-06-0j 0.000277231-0j 1.34069e-06-0j 7.99612e-05-0j -1.78137e-06-0j -0.00161646-0j -1.60982e-05-0j -3.19425e-05-0j -0.000587904-0j -2.1295e-05-0j 8.29507e-07-0j 2.0525e-07-0j -0.000245245-0j -0.00127008-0j 1.36833e-07-0j 5.71271e-05-0j 8.16101e-06-0j 0.000186248-0j 0.000124165-0j 0.000255699-0j 0.00740548-0j 6.77383e-05-0j 0.000495565-0j -1.64302e-06-0j -1.31756e-05-0j 4.51589e-05-0j 0.00389539-0j 0.00269337-0j -0.000200234-0j 8.46612e-08-0j -0.00149091-0j -0.000907388-0j -2.50302e-05-0j 7.68234e-05-0j 5.83051e-06-0j -0.000542242-0j -0.00787139-0j -0.0227129-0j 0.00529073-0j 5.05783e-05-0j 2.79406e-05-0j -0.00826067-0j 0.00318046-0j 0.0458959-0j -2.04363e-05-0j 0.00192423-0j -0.0185444-0j 0.0166923-0j -0.00674457-0j 
