-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
0.000501529+4.01157e-16j 0.000177003+8.90288e-17j -0.000726894-4.82898e-18j 0.00042007+4.95358e-18j -0.000378226-1.23569e-19j -0.000794597-6.0364e-19j -0.000442129+6.22155e-19j -0.000257538-2.4149e-19j -0.00022608+3.60387e-19j -0.000754906-1.52847e-18j 0.000691107-1.66627e-18j 0.000633698+1.85348e-18j 0.000340307+1.92953e-18j -0.000144195-6.05136e-19j -0.000322395-2.82337e-18j 0.0007832+4.01213e-17j -0.000248058+2.43834e-18j -0.000273789+3.63222e-17j -0.000904745+1.51647e-17j -0.000168211+1.46109e-18j -0.000609937-5.89746e-18j 0.000361624+6.20604e-19j 0.000852261+1.90212e-18j 0.000466639-1.98399e-17j 0.000115657+2.31589e-18j -0.000464127-7.86358e-18j -0.000490426+1.88427e-17j 0.000616403-1.99536e-17j -0.000759065-3.33396e-19j -0.000292154+2.21251e-18j -0.000347816+4.54813e-18j -8.94585e-05-2.12578e-17j 8.86436e-05+1.88388e-18j -0.000235191+1.03907e-17j -0.000763899-3.0701e-18j -0.000525813-1.32441e-17j 0.000222902+3.40483e-18j -0.000525707+1.86817e-16j -0.00100742-4.16038e-16j 0.000453255+1.1065e-15j 0.000215713+9.27961e-18j -0.000530205-2.09503e-17j -0.000758222-1.04113e-18j 0.000238867-4.36802e-18j -7.27755e-05-2.28341e-18j -7.68679e-05+2.92157e-18j -0.000337381-3.67316e-18j 0.000302257-5.49677e-18j -0.0007777+4.7203e-18j 0.000557545+2.78208e-18j 0.000523698+3.52252e-18j -0.000466189-1.99167e-17j 0.000118506+5.57618e-19j 0.000470386-4.51968e-17j 0.000837718-5.93281e-18j -0.000335179+3.05392e-19j 0.000612958-3.60386e-18j -0.000157814+2.39982e-18j 0.000902148+1.15391e-17j 0.000266586+7.20447e-18j -0.000232397-2.03833e-18j 0.000763542+2.40541e-17j -0.00032711-1.97496e-18j -0.000154947+6.8298e-19j 0.000344802-7.72369e-19j 0.000628304-6.15176e-19j 0.000686818-8.72992e-19j -0.000745919+7.02098e-19j -0.000223759+5.34483e-20j -0.000256821-2.02648e-19j -0.00043979+2.79649e-18j -0.000789656+1.23006e-18j -0.000375703-3.69231e-18j 0.00041833-6.30298e-19j 0.000723389-8.40495e-19j -0.000176541-2.77342e-16j 0.000499956+1.24735e-15j 
0.0020869+1.66925e-15j 0.000736525+3.70456e-16j -0.00302467-2.00938e-17j 0.00174795+2.06123e-17j -0.00157383-5.14181e-19j -0.00330638-2.5118e-18j -0.00183974+2.58884e-18j -0.00107164-1.00486e-18j -0.000940738+1.4996e-18j -0.00314123-6.36011e-18j 0.00287576-6.93348e-18j 0.00263687+7.7125e-18j 0.00141605+8.02892e-18j -0.000600007-2.51802e-18j -0.00134151-1.17483e-17j 0.00325896+1.66948e-16j -0.00103219+1.01461e-17j -0.00113926+1.5114e-16j -0.00376472+6.31018e-17j -0.000699941+6.07974e-18j -0.002538-2.45398e-17j 0.00150475+2.58238e-18j 0.00354633+7.91487e-18j 0.00194173-8.25555e-17j 0.000481257+9.63661e-18j -0.00193127-3.2721e-17j -0.00204071+7.84062e-17j 0.00256491-8.30287e-17j -0.00315853-1.38729e-18j -0.00121568+9.20642e-18j -0.00144729+1.89251e-17j -0.000372244-8.84557e-17j 0.000368854+7.83897e-18j -0.000978648+4.32367e-17j -0.00317865-1.2775e-17j -0.00218795-5.51097e-17j 0.000927515+1.41678e-17j -0.00218751+7.77362e-16j -0.00419197-1.73117e-15j 0.00188603+4.60422e-15j 0.000897598+3.86133e-17j -0.00220623-8.71759e-17j -0.00315503-4.33222e-18j 0.000993947-1.81757e-17j -0.000302825-9.50146e-18j -0.000319854+1.21569e-17j -0.00140387-1.52843e-17j 0.00125772-2.28725e-17j -0.00323608+1.96416e-17j 0.00231999+1.15765e-17j 0.00217915+1.46575e-17j -0.00193985-8.28749e-17j 0.000493114+2.32029e-18j 0.00195732-1.88068e-16j 0.00348581-2.46869e-17j -0.00139471+1.27076e-18j 0.00255057-1.4996e-17j -0.000656679+9.98584e-18j 0.00375392+4.80153e-17j 0.00110929+2.99784e-17j -0.000967023-8.48166e-18j 0.00317716+1.00091e-16j -0.00136113-8.21799e-18j -0.000644749+2.84194e-18j 0.00143475-3.21389e-18j 0.00261443-2.5598e-18j 0.00285791-3.63259e-18j -0.00310383+2.92149e-18j -0.000931079+2.22403e-19j -0.00106866-8.43235e-19j -0.00183+1.16364e-17j -0.00328583+5.11836e-18j -0.00156333-1.5364e-17j 0.00174071-2.62272e-18j 0.00301008-3.49737e-18j -0.000734603-1.15404e-15j 0.00208036+5.19032e-15j 
-0.00206043-1.64807e-15j -0.000727182-3.65757e-16j 0.0029863+1.98389e-17j -0.00172577-2.03508e-17j 0.00155386+5.07658e-19j 0.00326444+2.47993e-18j 0.0018164-2.556e-18j 0.00105804+9.92112e-19j 0.000928804-1.48058e-18j 0.00310138+6.27943e-18j -0.00283927+6.84552e-18j -0.00260342-7.61467e-18j -0.00139808-7.92707e-18j 0.000592395+2.48608e-18j 0.00132449+1.15992e-17j -0.00321762-1.6483e-16j 0.0010191-1.00174e-17j 0.00112481-1.49223e-16j 0.00371696-6.23013e-17j 0.000691062-6.00261e-18j 0.00250581+2.42285e-17j -0.00148566-2.54963e-18j -0.00350134-7.81446e-18j -0.00191709+8.15083e-17j -0.000475152-9.51437e-18j 0.00190677+3.2306e-17j 0.00201482-7.74115e-17j -0.00253237+8.19754e-17j 0.00311847+1.36969e-18j 0.00120025-9.08964e-18j 0.00142893-1.86851e-17j 0.000367522+8.73336e-17j -0.000364175-7.73953e-18j 0.000966234-4.26882e-17j 0.00313833+1.26129e-17j 0.0021602+5.44106e-17j -0.000915749-1.39881e-17j 0.00215976-7.675e-16j 0.0041388+1.70921e-15j -0.00186211-4.54582e-15j -0.000886212-3.81234e-17j 0.00217824+8.607e-17j 0.003115+4.27727e-18j -0.000981338+1.79451e-17j 0.000298984+9.38093e-18j 0.000315797-1.20027e-17j 0.00138606+1.50904e-17j -0.00124176+2.25824e-17j 0.00319502-1.93924e-17j -0.00229056-1.14296e-17j -0.00215151-1.44716e-17j 0.00191524+8.18236e-17j -0.000486858-2.29086e-18j -0.00193249+1.85682e-16j -0.0034416+2.43737e-17j 0.00137701-1.25464e-18j -0.00251821+1.48057e-17j 0.000648349-9.85917e-18j -0.00370629-4.74062e-17j -0.00109522-2.95981e-17j 0.000954755+8.37407e-18j -0.00313686-9.88216e-17j 0.00134387+8.11374e-18j 0.00063657-2.80588e-18j -0.00141655+3.17312e-18j -0.00258126+2.52733e-18j -0.00282165+3.58651e-18j 0.00306446-2.88443e-18j 0.000919268-2.19582e-19j 0.0010551+8.32538e-19j 0.00180679-1.14888e-17j 0.00324414-5.05344e-18j 0.0015435+1.51691e-17j -0.00171863+2.58945e-18j -0.0029719+3.453e-18j 0.000725284+1.13941e-15j -0.00205397-5.12448e-15j 
-0.00207953-1.66335e-15j -0.000733921-3.69147e-16j 0.00301397+2.00227e-17j -0.00174177-2.05394e-17j 0.00156827+5.12363e-19j 0.00329469+2.50292e-18j 0.00183323-2.57969e-18j 0.00106785+1.00131e-18j 0.000937412-1.4943e-18j 0.00313012+6.33762e-18j -0.00286559+6.90896e-18j -0.00262755-7.68524e-18j -0.00141104-8.00053e-18j 0.000597885+2.50912e-18j 0.00133677+1.17067e-17j -0.00324744-1.66358e-16j 0.00102854-1.01103e-17j 0.00113523-1.50606e-16j 0.00375141-6.28787e-17j 0.000697466-6.05824e-18j 0.00252903+2.44531e-17j -0.00149943-2.57325e-18j -0.00353379-7.88688e-18j -0.00193486+8.22637e-17j -0.000479556-9.60254e-18j 0.00192444+3.26054e-17j 0.00203349-7.81289e-17j -0.00255584+8.27351e-17j 0.00314737+1.38239e-18j 0.00121138-9.17387e-18j 0.00144218-1.88582e-17j 0.000370928+8.81429e-17j -0.00036755-7.81126e-18j 0.000975188-4.30838e-17j 0.00316741+1.27298e-17j 0.00218022+5.49148e-17j -0.000924236-1.41177e-17j 0.00217978-7.74613e-16j 0.00417715+1.72505e-15j -0.00187937-4.58795e-15j -0.000894425-3.84767e-17j 0.00219843+8.68677e-17j 0.00314387+4.31691e-18j -0.000990433+1.81114e-17j 0.000301755+9.46787e-18j 0.000318723-1.21139e-17j 0.00139891+1.52303e-17j -0.00125327+2.27917e-17j 0.00322463-1.95721e-17j -0.00231179-1.15355e-17j -0.00217145-1.46057e-17j 0.00193299+8.25819e-17j -0.00049137-2.31209e-18j -0.0019504+1.87403e-16j -0.00347349+2.45996e-17j 0.00138978-1.26627e-18j -0.00254155+1.49429e-17j 0.000654357-9.95054e-18j -0.00374064-4.78455e-17j -0.00110537-2.98724e-17j 0.000963604+8.45168e-18j -0.00316593-9.97374e-17j 0.00135632+8.18894e-18j 0.00064247-2.83189e-18j -0.00142968+3.20253e-18j -0.00260518+2.55075e-18j -0.0028478+3.61975e-18j 0.00309286-2.91116e-18j 0.000927787-2.21617e-19j 0.00106488+8.40254e-19j 0.00182353-1.15953e-17j 0.00327421-5.10027e-18j 0.00155781+1.53097e-17j -0.00173455+2.61345e-18j -0.00299944+3.485e-18j 0.000732006+1.14996e-15j -0.00207301-5.17197e-15j 
-0.00257018-2.0558e-15j -0.000907084-4.56244e-16j 0.0037251+2.4747e-17j -0.00215272-2.53855e-17j 0.00193829+6.33251e-19j 0.00407205+3.09346e-18j 0.00226577-3.18835e-18j 0.0013198+1.23756e-18j 0.00115859-1.84687e-18j 0.00386865+7.83294e-18j -0.0035417+8.53908e-18j -0.0032475-9.49851e-18j -0.00174396-9.8882e-18j 0.000738952+3.10113e-18j 0.00165217+1.44689e-17j -0.00401365-2.05609e-16j 0.00127122-1.24957e-17j 0.00140308-1.8614e-16j 0.00463653-7.77145e-17j 0.000862028-7.48764e-18j 0.00312573+3.02226e-17j -0.00185321-3.18039e-18j -0.00436757-9.74774e-18j -0.00239138+1.01673e-16j -0.000592704-1.18682e-17j 0.0023785+4.02983e-17j 0.00251328-9.65629e-17j -0.00315887+1.02256e-16j 0.00388997+1.70855e-18j 0.00149719-1.13384e-17j 0.00178245-2.33077e-17j 0.000458446+1.0894e-16j -0.00045427-9.65427e-18j 0.00120528-5.32492e-17j 0.00391474+1.57333e-17j 0.00269462+6.78716e-17j -0.0011423-1.74487e-17j 0.00269408-9.57378e-16j 0.00516272+2.13206e-15j -0.00232279-5.67044e-15j -0.00110546-4.75551e-17j 0.00271713+1.07364e-16j 0.00388565+5.33545e-18j -0.00122412+2.23847e-17j 0.000372951+1.17017e-17j 0.000393924-1.49721e-17j 0.00172897+1.88238e-17j -0.00154897+2.81692e-17j 0.00398546-2.419e-17j -0.00285724-1.42573e-17j -0.00268378-1.80518e-17j 0.00238907+1.02066e-16j -0.000607306-2.85761e-18j -0.00241058+2.31619e-16j -0.00429304+3.04037e-17j 0.00171768-1.56504e-18j -0.00314121+1.84686e-17j 0.000808748-1.22983e-17j -0.00462322-5.91344e-17j -0.00136617-3.69206e-17j 0.00119096+1.04458e-17j -0.00391291-1.2327e-16j 0.00167633+1.01211e-17j 0.000794056-3.50005e-18j -0.001767+3.95815e-18j -0.00321986+3.15258e-18j -0.00351972+4.47381e-18j 0.00382259-3.59803e-18j 0.00114669-2.73906e-19j 0.00131613+1.03851e-18j 0.00225378-1.43311e-17j 0.00404674-6.30364e-18j 0.00192536+1.89219e-17j -0.00214381+3.23008e-18j -0.00370714+4.30727e-18j 0.000904718+1.42129e-15j -0.00256212-6.39226e-15j 
0.00111442+8.91387e-16j 0.000393308+1.97825e-16j -0.00161519-1.07302e-17j 0.000933411+1.10071e-17j -0.000840433-2.74575e-19j -0.00176562-1.34131e-18j -0.000982428+1.38245e-18j -0.00057226-5.36599e-19j -0.000502358+8.00795e-19j -0.00167743-3.39633e-18j 0.00153567-3.70251e-18j 0.0014081+4.11851e-18j 0.000756175+4.28748e-18j -0.000320406-1.34464e-18j -0.000716374-6.27363e-18j 0.0017403+8.91511e-17j -0.000551194+5.41808e-18j -0.000608369+8.07095e-17j -0.00201038+3.36967e-17j -0.000373772+3.24661e-18j -0.0013553-1.31044e-17j 0.000803544+1.37901e-18j 0.00189376+4.22658e-18j 0.00103689-4.4085e-17j 0.000256994+5.146e-18j -0.00103131-1.74732e-17j -0.00108975+4.18693e-17j 0.00136967-4.43377e-17j -0.00168667-7.4082e-19j -0.000649177+4.91627e-18j -0.000772861+1.01061e-17j -0.00019878-4.72358e-17j 0.00019697+4.18605e-18j -0.000522603+2.30886e-17j -0.00169741-6.82189e-18j -0.00116838-2.94288e-17j 0.000495297+7.56567e-18j -0.00116814+4.15115e-16j -0.00223853-9.24452e-16j 0.00100715+2.45868e-15j 0.000479322+2.06197e-17j -0.00117814-4.65523e-17j -0.0016848-2.31343e-18j 0.000530772-9.7059e-18j -0.00016171-5.07382e-18j -0.000170804+6.49185e-18j -0.000749675-8.16191e-18j 0.000671626-1.2214e-17j -0.00172808+1.04887e-17j 0.00123889+6.18188e-18j 0.00116368+7.82718e-18j -0.00103589-4.42556e-17j 0.000263325+1.23905e-18j 0.00104522-1.00429e-16j 0.00186144-1.31829e-17j -0.00074478+6.78593e-19j 0.00136202-8.00791e-18j -0.00035067+5.33249e-18j 0.00200461+2.56404e-17j 0.000592365+1.60086e-17j -0.000516395-4.52925e-18j 0.00169662+5.34492e-17j -0.000726851-4.38845e-18j -0.000344299+1.51761e-18j 0.000766164-1.71623e-18j 0.00139612-1.36695e-18j 0.00152614-1.93982e-18j -0.00165746+1.56009e-18j -0.000497201+1.18764e-19j -0.000570667-4.50291e-19j -0.00097723+6.21391e-18j -0.00175465+2.73323e-18j -0.000834827-8.20446e-18j 0.000929546-1.40055e-18j 0.0016074-1.86761e-18j -0.000392282-6.16265e-16j 0.00111092+2.77165e-15j 
0.00197704+1.58137e-15j 0.00069775+3.50953e-16j -0.00286543-1.90359e-17j 0.00165592+1.95271e-17j -0.00149097-4.87111e-19j -0.00313232-2.37956e-18j -0.00174288+2.45255e-18j -0.00101522-9.51957e-19j -0.000891212+1.42065e-18j -0.00297586-6.02527e-18j 0.00272436-6.56845e-18j 0.00249805+7.30647e-18j 0.0013415+7.60623e-18j -0.000568419-2.38546e-18j -0.00127089-1.11298e-17j 0.00308739+1.58159e-16j -0.000977849+9.61197e-18j -0.00107928+1.43183e-16j -0.00356652+5.97797e-17j -0.000663092+5.75966e-18j -0.00240439-2.32479e-17j 0.00142553+2.44643e-18j 0.00335963+7.49818e-18j 0.0018395-7.82093e-17j 0.000455921+9.12928e-18j -0.0018296-3.09984e-17j -0.00193327+7.42784e-17j 0.00242987-7.86575e-17j -0.00299225-1.31425e-18j -0.00115168+8.72174e-18j -0.0013711+1.79288e-17j -0.000352647-8.37988e-17j 0.000349435+7.42628e-18j -0.000927126+4.09605e-17j -0.00301131-1.21024e-17j -0.00207276-5.22084e-17j 0.000878685+1.34219e-17j -0.00207235+7.36436e-16j -0.00397128-1.64003e-15j 0.00178674+4.36183e-15j 0.000850343+3.65804e-17j -0.00209008-8.25864e-17j -0.00298893-4.10415e-18j 0.00094162-1.72188e-17j -0.000286883-9.00124e-18j -0.000303015+1.15169e-17j -0.00132996-1.44797e-17j 0.0011915-2.16684e-17j -0.00306571+1.86075e-17j 0.00219785+1.0967e-17j 0.00206443+1.38858e-17j -0.00183773-7.85118e-17j 0.000467153+2.19814e-18j 0.00185427-1.78167e-16j 0.0033023-2.33872e-17j -0.00132128+1.20386e-18j 0.00241629-1.42065e-17j -0.000622108+9.46013e-18j 0.00355629+4.54875e-17j 0.00105089+2.84002e-17j -0.000916113-8.03514e-18j 0.0030099+9.48219e-17j -0.00128947-7.78535e-18j -0.000610806+2.69232e-18j 0.00135922-3.04469e-18j 0.00247679-2.42504e-18j 0.00270745-3.44135e-18j -0.00294043+2.76769e-18j -0.000882061+2.10694e-19j -0.00101239-7.98842e-19j -0.00173366+1.10238e-17j -0.00311284+4.8489e-18j -0.00148103-1.45552e-17j 0.00164907-2.48465e-18j 0.00285161-3.31325e-18j -0.000695929-1.09329e-15j 0.00197084+4.91707e-15j 
0.000964269+7.71289e-16j 0.000340317+1.71172e-16j -0.00139757-9.28447e-18j 0.000807651+9.52405e-18j -0.000727199-2.37581e-19j -0.00152774-1.16059e-18j -0.000850063+1.19619e-18j -0.000495158-4.64302e-19j -0.000434675+6.92902e-19j -0.00145143-2.93873e-18j 0.00132876-3.20366e-18j 0.00121839+3.56362e-18j 0.000654294+3.70982e-18j -0.000277237-1.16347e-18j -0.000619855-5.42837e-18j 0.00150583+7.71396e-17j -0.000476931+4.68809e-18j -0.000526402+6.98353e-17j -0.00173952+2.91566e-17j -0.000323413+2.80919e-18j -0.0011727-1.13388e-17j 0.00069528+1.19321e-18j 0.00163861+3.65712e-18j 0.000897188-3.81454e-17j 0.000222368+4.45267e-18j -0.000892357-1.5119e-17j -0.000942922+3.62281e-17j 0.00118513-3.8364e-17j -0.00145942-6.41007e-19j -0.000561712+4.25389e-18j -0.000668732+8.7445e-18j -0.000171998-4.08716e-17j 0.000170431+3.62205e-18j -0.000452191+1.99778e-17j -0.00146872-5.90276e-18j -0.00101096-2.54638e-17j 0.000428565+6.54633e-18j -0.00101075+3.59185e-16j -0.00193693-7.99899e-16j 0.000871455+2.12741e-15j 0.000414742+1.78415e-17j -0.0010194-4.02802e-17j -0.0014578-2.00174e-18j 0.00045926-8.3982e-18j -0.000139923-4.39022e-18j -0.000147791+5.61719e-18j -0.000648669-7.06224e-18j 0.000581136-1.05684e-17j -0.00149525+9.07553e-18j 0.00107197+5.34898e-18j 0.00100689+6.77261e-18j -0.000896322-3.82929e-17j 0.000227847+1.07211e-18j 0.000904392-8.68981e-17j 0.00161065-1.14068e-17j -0.000644434+5.87165e-19j 0.00117851-6.92899e-18j -0.000303423+4.61403e-18j 0.00173452+2.21858e-17j 0.000512554+1.38517e-17j -0.00044682-3.91901e-18j 0.00146803+4.62479e-17j -0.000628921-3.79718e-18j -0.000297911+1.31314e-18j 0.000662937-1.485e-18j 0.00120801-1.18277e-18j 0.00132052-1.67847e-18j -0.00143415+1.3499e-18j -0.000430212+1.02763e-19j -0.00049378-3.89623e-19j -0.000845566+5.3767e-18j -0.00151824+2.36498e-18j -0.000722349-7.09906e-18j 0.000804307-1.21185e-18j 0.00139083-1.61598e-18j -0.000339429-5.33235e-16j 0.000961245+2.39822e-15j 
0.00131538+1.05213e-15j 0.000464234+2.335e-16j -0.00190646-1.26652e-17j 0.00110174+1.2992e-17j -0.00099199-3.2409e-19j -0.00208402-1.58319e-18j -0.00115959+1.63175e-18j -0.000675457-6.33366e-19j -0.00059295+9.45204e-19j -0.00197993-4.0088e-18j 0.0018126-4.37019e-18j 0.00166203+4.86122e-18j 0.000892538+5.06065e-18j -0.000378186-1.58712e-18j -0.00084556-7.40498e-18j 0.00205413+1.05228e-16j -0.000650592+6.39514e-18j -0.000718078+9.5264e-17j -0.00237291+3.97733e-17j -0.000441175+3.83208e-18j -0.00159971-1.54675e-17j 0.000948449+1.62768e-18j 0.00223526+4.98876e-18j 0.00122388-5.2035e-17j 0.000303338+6.07399e-18j -0.00121729-2.06242e-17j -0.00128626+4.94196e-17j 0.00161667-5.23332e-17j -0.00199083-8.74414e-19j -0.000766245+5.80284e-18j -0.000912233+1.19286e-17j -0.000234627-5.57539e-17j 0.00023249+4.94093e-18j -0.000616845+2.72522e-17j -0.00200351-8.0521e-18j -0.00137907-3.47358e-17j 0.000584616+8.93001e-18j -0.00137879+4.89973e-16j -0.00264221-1.09116e-15j 0.00118877+2.90206e-15j 0.000565759+2.43381e-17j -0.00139059-5.49473e-17j -0.00198862-2.73061e-18j 0.000626488-1.14562e-17j -0.000190872-5.9888e-18j -0.000201605+7.66254e-18j -0.000884865-9.63376e-18j 0.000792742-1.44166e-17j -0.00203971+1.23802e-17j 0.0014623+7.29668e-18j 0.00137353+9.23868e-18j -0.00122269-5.22363e-17j 0.000310811+1.46249e-18j 0.0012337-1.1854e-16j 0.00219712-1.55602e-17j -0.000879088+8.00966e-19j 0.00160763-9.452e-18j -0.000413907+6.29411e-18j 0.0023661+3.02642e-17j 0.000699188+1.88955e-17j -0.000609517-5.34602e-18j 0.00200258+6.30879e-17j -0.000857926-5.17983e-18j -0.000406387+1.79128e-18j 0.000904328-2.02573e-18j 0.00164788-1.61345e-18j 0.00180135-2.28964e-18j -0.00195635+1.84143e-18j -0.000586862+1.40181e-19j -0.000673577-5.31494e-19j -0.00115346+7.33448e-18j -0.00207107+3.22612e-18j -0.000985373-9.684e-18j 0.00109717-1.65311e-18j 0.00189727-2.2044e-18j -0.000463023-7.27398e-16j 0.00131126+3.27147e-15j 
0.00343053+2.74397e-15j 0.00121073+6.08969e-16j -0.00497206-3.30309e-17j 0.00287334+3.38832e-17j -0.00258712-8.45228e-19j -0.00543515-4.12898e-18j -0.00302422+4.25563e-18j -0.0017616-1.65182e-18j -0.00154642+2.4651e-18j -0.00516366-1.0455e-17j 0.00472727-1.13975e-17j 0.00433458+1.26781e-17j 0.00232775+1.31982e-17j -0.000986312-4.13921e-18j -0.00220523-1.93122e-17j 0.0053572+2.74435e-16j -0.00169675+1.66786e-17j -0.00187275+2.48449e-16j -0.00618858+1.03729e-16j -0.00115059+9.99409e-18j -0.00417206-4.03394e-17j 0.00247356+4.24501e-18j 0.00582958+1.30107e-17j 0.00319188-1.35708e-16j 0.000791108+1.5841e-17j -0.00317469-5.3788e-17j -0.00335458+1.28887e-16j 0.00421628-1.36485e-16j -0.00519211-2.28048e-18j -0.00199837+1.51338e-17j -0.00237911+3.11098e-17j -0.000611908-1.45407e-16j 0.000606335+1.2886e-17j -0.00160874+7.1074e-17j -0.00522518-2.09999e-17j -0.00359663-9.05913e-17j 0.00152468+2.32895e-17j -0.00359591+1.27785e-15j -0.00689092-2.84576e-15j 0.00310033+7.56858e-15j 0.0014755+6.34738e-17j -0.00362667-1.43303e-16j -0.00518634-7.12146e-18j 0.00163389-2.98778e-17j -0.000497795-1.56188e-17j -0.000525787+1.9984e-17j -0.00230774-2.51249e-17j 0.00206748-3.75987e-17j -0.00531958+3.22875e-17j 0.00381369+1.90298e-17j 0.00358216+2.40945e-17j -0.0031888-1.36233e-16j 0.000810598+3.81418e-18j 0.00321751-3.09153e-16j 0.0057301-4.05812e-17j -0.00229267+2.08892e-18j 0.00419272-2.46509e-17j -0.00107947+1.64151e-17j 0.00617082+7.89292e-17j 0.00182349+4.92796e-17j -0.00158963-1.39425e-17j 0.00522273+1.64534e-16j -0.00223748-1.3509e-17j -0.00105986+4.67168e-18j 0.00235849-5.28311e-18j 0.00429769-4.20789e-18j 0.00469793-5.97139e-18j -0.00510219+4.80245e-18j -0.00153054+3.65594e-19j -0.00175669-1.38614e-18j -0.00300822+1.91284e-17j -0.00540136+8.41375e-18j -0.00256986-2.52559e-17j 0.00286144-4.31133e-18j 0.00494808-5.7491e-18j -0.00120757-1.89706e-15j 0.00341977+8.53203e-15j 
-0.00159968-1.27953e-15j -0.00056457-2.83967e-16j 0.00231851+1.54025e-17j -0.00133986-1.58e-17j 0.00120639+3.94136e-19j 0.00253445+1.92537e-18j 0.00141022-1.98443e-18j 0.000821446+7.70257e-19j 0.000721106-1.14949e-18j 0.00240785+4.87523e-18j -0.00220436+5.31474e-18j -0.00202125-5.91189e-18j -0.00108545-6.15443e-18j 0.000459925+1.93015e-18j 0.00102831+9.00544e-18j -0.0024981-1.27971e-16j 0.000791207-7.77734e-18j 0.000873279-1.15854e-16j 0.00288578-4.83696e-17j 0.000536528-4.66032e-18j 0.00194546+1.88106e-17j -0.00115344-1.97948e-18j -0.00271838-6.067e-18j -0.0014884+6.32815e-17j -0.0003689-7.38678e-18j 0.00148038+2.50817e-17j 0.00156427-6.01009e-17j -0.00196608+6.36442e-17j 0.00242112+1.0634e-18j 0.000931856-7.05703e-18j 0.0011094-1.45067e-17j 0.000285337+6.78042e-17j -0.000282738-6.00883e-18j 0.000750166-3.31424e-17j 0.00243654+9.79242e-18j 0.00167714+4.22434e-17j -0.000710971-1.08601e-17j 0.0016768-5.95873e-16j 0.00321329+1.327e-15j -0.00144571-3.52929e-15j -0.000688039-2.95983e-17j 0.00169115+6.68232e-17j 0.00241843+3.32079e-18j -0.000761893+1.39323e-17j 0.000232125+7.28318e-18j 0.000245179-9.31867e-18j 0.00107611+1.17159e-17j -0.00096408+1.75326e-17j 0.00248056-1.50559e-17j -0.00177835-8.87373e-18j -0.00167039-1.12355e-17j 0.00148696+6.35263e-17j -0.000377988-1.77858e-18j -0.00150035+1.4416e-16j -0.00267199+1.89233e-17j 0.00106909-9.74081e-19j -0.00195509+1.14949e-17j 0.000503366-7.65448e-18j -0.0028775-3.68053e-17j -0.000850306-2.29794e-17j 0.000741255+6.50147e-18j -0.0024354-7.67233e-17j 0.00104335+6.29936e-18j 0.000494221-2.17844e-18j -0.00109978+2.46356e-18j -0.00200404+1.96217e-18j -0.00219068+2.7845e-18j 0.00237919-2.23942e-18j 0.000713703-1.70479e-19j 0.000819159+6.46367e-19j 0.00140276-8.9197e-18j 0.00251869-3.92339e-18j 0.00119835+1.1777e-17j -0.00133431+2.0104e-18j -0.00230733+2.68085e-18j 0.000563097+8.84613e-16j -0.00159466-3.97855e-15j 
