0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
0.00259515+0.00491737j -0.00491469+0.00234344j -0.00017416-0.00629218j -0.00231781+0.0025835j -0.00800745+0.00626784j -0.00833477-0.00661931j 0.00276358+0.00603278j -0.00886874+0.00676096j -0.00137194-0.000817761j 0.0106165+0.00434355j -0.000302133-0.0121514j -0.0101751+0.00922574j 0.00770838-0.00886298j 0.0103689-0.00101601j 0.00376586-0.00657723j -0.00224085+0.00185849j 0.00168353+0.00987539j -0.00753136-0.00435911j 0.0101035+0.00489007j 0.00303195+0.00585353j 0.00534404+0.00125132j 0.000651651+0.00189228j -0.0100495+0.000507288j 0.00530597+0.0137121j 0.00479723+0.00687052j -0.0140625-0.0119782j -0.00208351+0.00713702j 0.0144583+0.00216947j 0.0110828-0.00938507j 0.0117923+0.000560928j -0.000315876+0.0153433j -8.47238e-05-0.00186295j -0.0015591+0.0148941j -0.0174342+0.00925964j -0.00961612-0.000716491j 0.00866851+0.00568444j 0.00403641-0.00151723j 0.00620047+0.00716017j -0.010581-0.00507873j -0.00367033+0.00896999j 0.00113504-7.81335e-05j -0.00266241-0.0247219j 0.0122301-0.00917139j 0.0041671-0.0129549j 0.00370327-0.0126896j -0.00629707-0.016383j -0.00852929+0.00745971j 0.0075339-0.0057133j -0.00822587-0.000828071j -0.000603283-0.00307034j -0.0113673+0.00796572j -0.00710222-0.0059025j 0.00217986-0.00383659j 0.0103751+0.00439077j 0.00779597+0.000436085j -0.00102524-0.0084258j -0.00192905-0.00255952j 0.00523113-0.00271034j -0.00600911-0.00174861j 0.00371887+0.00333806j 0.00969153+0.00334141j 0.000161083-0.000949704j 0.00547593-0.00536174j 0.00522168+0.00378877j 0.00360295-0.00277727j 0.00582501+0.00589802j 0.00124056+0.000600844j -0.00045417-0.00117997j -0.0015792+0.00145711j -0.00424958-0.00757623j 0.0118663-0.00617881j 0.00747059+0.00982103j 0.000266907-0.0016929j -0.00218444-0.00342484j 0.00467324-0.00465166j -0.00481082+0.00281388j 0.00214807+0.00504299j 
-0.00562428-0.00183747j 0.00108-0.00678109j -0.00886514+0.000375693j -0.00334123+0.00534441j 0.0133582-0.00700843j 0.00692367-0.00853979j -0.000188972-0.00821935j -0.00455904-0.00761817j -0.0131663+0.00011595j -0.00626881+0.00353387j 0.0021847+0.0239468j 0.0157824-0.0114394j 0.00529855+0.00123862j 0.00962537-0.00601073j -0.00399683-0.00630158j 0.00773608+0.0150845j 0.00641197-0.00377089j 0.00183427-0.00608783j -0.00777947+0.010276j 0.00691011-0.00102892j -0.00677164-0.0051581j 0.0023065+0.00345599j 0.00154829-0.00297401j -0.00202065-0.0186364j 0.00427956+0.00230338j -0.00360725-0.0121296j -0.00669212-0.0142419j -0.0153646-0.0039517j -0.0126845-0.00268872j -0.00705758+0.00835151j 0.0162926-0.0130833j 0.00213343+0.00282998j -0.00575325+0.00263505j 0.00924059-0.00596794j 0.00598869-0.007551j -0.0125716+0.00378915j -0.00235217+0.0047939j -0.001738-0.00234872j -0.0144977-0.0212564j -0.0205016+0.0026024j 9.02013e-06+0.0202201j -0.0128455+0.00881415j 0.011503-0.000278645j 0.00647431+0.0147436j -0.0158079+0.00456373j 0.0099108+0.00598288j 0.00534132+0.000296451j -0.00371946+0.00897103j 0.00227646+0.00536379j 0.00852352-0.00758992j -0.0104353-0.00837543j 0.000766365+0.00605481j 0.00738682-0.00238654j -0.00229745-0.00316046j 0.00706271+0.00768374j 0.00630588+0.0129849j 3.725e-05+0.00167199j 0.00260196-0.00839724j 0.00290162-0.0123328j -0.00818307+0.000894441j 0.000550187-0.0090465j 0.00988796+0.00239559j -0.0029825+0.0176753j -0.00512984-0.00288522j 0.00147274-0.00284749j -0.00375655-0.00755504j 0.00193747-0.00795018j -0.00680231-0.00623859j 0.00683472-0.00508825j -0.00269011+0.000441594j -0.00256298+0.00160224j -0.00472679+0.0021148j -0.0036246-0.00504565j 0.00363086+0.00132695j -0.00294587-0.00091226j -0.000317224-0.00366369j -0.00412651+0.000353208j 
0.00641398-0.00210749j 0.00256914+0.00773289j -0.00264191+3.14381e-05j -0.000234559+0.00660865j -0.00708104+0.00626621j -0.00642989+0.00464949j -0.00514049+0.0009038j 0.000685926+0.000489347j 0.00431536+0.00133815j -0.00446906-0.00821381j 0.00404903-0.0050773j -0.000652793+0.00589325j 0.00622891-9.74466e-05j -0.00420689+0.00720929j 0.00473036-0.00557972j -0.000986123+0.0027539j 0.000649883-0.00184j -0.00490515-0.00348624j -0.0120308+0.00312923j -0.000827577+0.00846138j -0.00190347+0.00226051j 0.000549408-0.000741253j -0.00995885-0.00752258j 0.0168182+0.00691694j -0.00548837+0.0100591j -0.0172097-0.00985823j 0.000846832-0.00981567j -0.00500186+0.00126927j 0.00177247-0.0019024j -0.00117415+0.00107866j 0.00229918+0.00764665j 0.00532485-0.00122564j 0.0124818+0.00754009j -0.00752313+0.00241758j -0.00543472-0.00244165j -0.00152819+0.00988818j 0.0093367+0.00453053j 0.00726193+0.00590163j 0.00679059+0.00876856j -0.00296583-0.00197584j 0.00155031+0.000698347j -0.00440515-0.000402919j 0.00472309-0.00633159j 0.00244819-0.00495496j 0.0106528-0.00631813j -0.000745332-0.0104053j -0.00983755+0.00590675j -0.0123191+0.0192j 0.00449361+0.00299211j -0.00861262+0.00665939j 0.00545637+0.00286547j -0.00340986+0.00483489j 0.00313621-0.00776299j 0.0108661-0.000814868j -0.00335311-0.0138352j -0.00387922+0.00505516j 0.00432752-0.0128486j -0.0038784+0.00871449j 0.00177084-0.00766927j 0.00350446+0.0107036j 0.00637859+0.00286862j 0.00667724+0.0118528j 0.00063745-0.00770598j -0.0037518+0.00374414j 0.0113157-0.00430271j -0.00241664+0.00442499j 0.00600139+0.00365347j 0.00312492-0.000172715j -0.00141547-0.00685226j -0.00478966-0.00425888j 0.00694233-0.0090317j 0.0040561-0.00439312j 0.00799888+0.00453324j -0.00501312+0.0017661j 0.00196179-0.00281205j 0.000608166+0.00504945j 0.00500853-0.000710416j 
-0.00894659-0.00151577j 0.00156887-0.00907773j -0.00728506-0.00401455j -0.00328081-0.000431978j 0.0104602+0.00579637j 0.00741993+0.00751157j 0.00600633+0.00290745j 0.00440912-0.00584882j -0.018907-0.0117796j -0.000615203-0.0182166j -0.017194+0.00554989j 0.00488747+0.0041471j -0.00985273+0.00136722j 0.00256625-0.00103985j 0.00495109-0.00787619j -0.00442137+0.00908683j -0.00418241+0.00427214j -0.00352461-0.00479019j -0.00180695-0.0113295j 0.00590885-0.00319883j 0.00790048-0.00865726j 0.00310089-0.00415345j -0.00305736+0.00262001j -0.00437061-0.00993618j -0.00821349-0.017911j 0.0127156-0.00195296j -0.0103513+0.00889345j -0.0116266+0.00105491j 1.43773e-05+0.00260966j 0.00829207+0.00989797j 0.00616579-0.00380474j -0.000821799-0.00314604j -0.0152147+0.00300726j 0.000618938-0.00524846j 0.0192582+0.00790494j -0.0058886-0.00843969j 0.00574334-0.00541518j 0.00109644-0.00106365j -0.00121254-0.0163638j 0.00684764+0.0142995j -0.00244846+0.0257003j 0.000748643+0.0123849j 0.000835045+0.0180797j 0.0182282+0.0165607j -0.030777+0.00695055j 0.00613894-0.0160442j -0.01193-0.000982442j 0.0113766-0.00568426j -0.00681471+0.00751717j 0.00822794-0.00525258j 0.00281294+0.00293074j 0.00526656-0.00209175j -0.0127645+0.00993059j -0.00966088+0.0123743j 0.0140098+0.00891305j 0.00427337+0.00714407j 0.00214901-0.00499317j 0.00765005-0.00691178j -0.000556299-0.00219031j -0.0155194-0.00291245j 0.00232527-0.00552746j 0.00293874-0.000509998j 0.00595723+0.0093907j 0.00404614-0.00652754j -0.00205314+0.00349042j -0.00206427-0.0134448j -0.000754175-0.00701456j -0.00878416+0.00391943j 0.00191562-0.00169213j 0.00312982+0.00287215j 0.00100201+0.00150825j -0.00710182-0.00340976j -0.00147565-0.00516939j 0.00207387-0.00108734j -0.00111671+0.00568412j 0.000565393-0.00403993j -0.00305252-0.000754443j 
-0.00354576-0.0123388j 0.0128489-0.00339244j 0.00474449+0.0118j 0.0064257-0.00605734j 0.00189357-0.0106492j 0.01274-0.00293735j 0.00352305-0.00370815j 0.00341167-0.00570141j -0.00253913+0.00734725j -0.0125663+0.000893185j -0.00232395+0.0176353j 0.00969945-0.00591431j -0.0039217+0.00713917j -0.0120409-0.00904979j -0.0010987+0.000555825j -0.00457385-0.00376647j 0.00166831+0.000496683j 0.0108404+0.00259802j -0.000743548-0.00597213j 0.00392005-0.00844494j -0.000486404-0.00633356j 0.00899475+0.0120241j -0.00387693-0.00192737j 0.00445151-0.0170348j -0.00880292-0.00731685j -0.0103211+0.00171859j 0.00231385-0.00393275j -0.00896723+0.00455101j 0.00442029-0.00287728j -0.0115867-0.0172726j -0.00547318-0.0106244j -0.00349942+0.00590388j 0.00390602+0.00771854j -0.0135916-0.00103771j 0.00516274+0.00345239j 0.000696957+0.0088918j 0.00529005+0.00294871j 0.00427854-0.0102379j 0.00238276-0.00583159j -0.00945871+0.00138873j -0.00154776-0.003285j -0.00125539-0.00881397j -0.000469466-0.00807723j -0.0108768+0.00630198j -0.00461841-0.00599137j 0.0168719-0.00483336j -0.0177718+0.00440701j 0.00230786+0.0179584j -0.00748273-0.00863182j -0.00823544-0.00382948j -0.0155556-0.00612052j -0.0100232+0.00472638j -0.0131437-0.0101923j 0.00634252+0.00902484j 0.0067795-0.00216571j 0.0057484+0.0106347j 0.00326705-0.0023946j 0.00492893-0.00424558j 0.00988665+0.00967542j 0.00764129-0.000941422j 0.00537983+0.011156j 0.00522616-0.00525724j 0.000701697+5.17922e-06j -0.00895925-0.00443066j -0.00732024-0.00012373j 0.00207105-0.00359326j 0.00579323+0.00981151j 0.0202164-0.000201402j 0.00155029+0.00697148j 0.00617718+0.0110379j -0.00999924+0.00437454j -0.00615627-0.00598544j -0.00610507+0.0021097j 0.00993759+0.00424774j -0.00490753+0.0115839j 0.00542466-0.00673626j -0.00604327-0.00571227j 
0.0068988-0.00666582j 0.00529138+0.00766498j 0.00630406+0.0112073j 0.00597309-0.00131764j -0.00198768-0.00769861j -0.0118783+0.00341543j -0.0195321-0.0135236j 0.0056534-0.00949252j 0.00940703+0.00295182j 0.0141114+0.00686825j 0.00495437+0.0117901j 0.00145884+0.00825063j 0.0105023+0.0010327j -0.0109102+0.00536463j -0.00404771-0.00274146j 0.00515712+0.00275155j 0.00311327+0.00238685j 0.00087671+0.00419152j 0.00592564-0.00457899j -0.00301124+0.0129522j 0.00894133-0.00326072j 0.0115259-0.0032821j 0.0180791+0.000484215j 0.0123297-0.0056263j -0.00773275-0.00528209j 0.00757666-0.00305416j 0.00113269+0.00607553j 0.0086634-0.00364689j 0.0147615-0.0165511j -0.00940411-0.00861363j -0.00203278-0.00434864j -0.00158133-0.00653144j -0.00352936-0.00120138j -0.00130697+0.0121092j 0.000892165+0.0104521j 0.00838091+0.00174056j 0.000203252-0.00819714j -0.00641773+0.0133555j -0.0073103+0.00592172j -0.00377293+0.00292201j -0.00112505+0.00728379j -0.0018887+0.0014179j -0.0022956-0.00271186j -0.00708828-0.00549906j 0.00110551+0.00569843j -0.00190554+0.00755141j 0.00361959+0.00588368j 0.0161428-0.0119609j 0.00171153-0.00326034j -0.00908909-0.000195287j -0.006686-0.00600144j -0.0010517+0.00506027j -0.00303269+0.00494557j -0.0126273+0.0100639j 0.0111434+0.00489408j -0.000184655-0.0068073j -0.00967225-0.0109015j 0.00738004+0.00693823j -0.00924793+0.00818079j 0.00405358+0.00351335j -0.00584304-0.00847026j 0.00466873-0.000213294j 0.00570984-0.0107494j -0.0145766+0.00884377j 0.00502575-0.000925328j -0.00608209+0.011333j -0.004801+0.0125167j 0.00120928-0.00387463j -0.00285827-0.0117378j -0.00120183-0.000772237j -0.00431388+0.00330674j 0.006589-0.00279123j 0.00422782+0.0142659j 0.00131116+0.00431366j -0.00591227+0.0026141j 0.00988949+0.00609751j 0.00561404-0.00966596j 
0.00693932-0.00510278j 0.00542828+0.00830136j -0.000722667+0.0053004j 0.00166607+0.00828369j -0.0144279-0.00412662j -0.0095478-0.00632207j -0.00972088+0.00157879j -0.00960592+0.0018408j 0.00427596+0.00482754j 0.00301973+0.018361j 0.0119446+0.000854981j -0.007566-0.00501928j 0.0166779-0.00784939j 0.00325698+0.000174171j 0.00615074+0.00249243j 0.0112723+0.000857733j -0.0125634-0.000417699j -0.00683636-0.00203986j -0.0108128+0.00977828j 0.00435787+0.0034498j -0.00577573-0.00355931j -0.00595978-0.000656616j 0.0130143+0.0124746j 0.0218+0.000481632j -0.0168512-0.0017546j -0.0244838+0.00125205j 0.00773773-0.0164294j -0.00180955+0.0057365j 0.0137171-0.0092717j 0.00222786-0.0048571j 0.00377588+0.0088373j 0.00677183-0.0119422j 0.0135327-0.00291604j 0.00297615+0.00493944j 0.00516878+0.017398j -0.00331855+0.0224218j 0.00832777-0.00381837j 0.0048432+0.00183569j 0.00958358+0.00599193j 0.00311513+0.00739968j -0.00243658+0.0125657j 0.000462638+0.00116691j -0.00185961+0.00855116j -0.0048446+0.00141647j 0.0120258+0.00587072j -0.00585948+0.00236037j -0.000232257-0.00444276j -0.00651071+0.00544132j 0.000471907-0.00120176j -0.00481654-0.00590096j -0.00327396-0.00885483j 0.00305574+0.00363531j -0.00747269+0.00224827j 0.00479888+0.00318496j 0.00600025-0.0081472j -0.00681808+0.00470378j -0.00302376-0.0189483j -0.00364904+0.00120063j 0.00214115-0.00273571j -0.00451111+0.0100699j 0.00729414-0.0065701j 0.0049707+0.00344125j 0.000230029-0.00198652j -0.00562625+0.00662697j 0.00961495-0.00650045j 0.000687959+0.0122732j -0.000432267+0.00864079j 0.00668615-0.00446055j 0.00139101-0.00653772j -0.00385961-0.00316407j 0.00652874-0.00972836j 0.00481735+0.0059008j -1.5502e-05+0.00443643j -0.0019031+0.0026366j 0.0005093-0.000420865j 0.00314048+0.00260969j 0.00241977-0.00329306j 
-0.0037811-0.0088827j 0.0074553-0.00404686j -0.00376781+0.00451816j -0.00649672-0.0012512j 0.02634-0.00833331j -0.00686016+0.00108542j -0.00225149-0.0157222j -0.00540843-0.00910112j -0.0146859+0.00778582j -0.00645059+0.01195j 0.000427894+0.0254053j -0.00448355-0.00935278j 0.00803641+0.00655322j -0.00387228-0.00677706j -0.00925526-0.00249201j 0.005059-0.00485054j -0.00211625+0.000935818j -0.0089729-0.0150015j -0.00898545-0.000690265j 0.00665835-0.00259683j 0.00692354-0.00308962j -0.00487828-0.00382465j 0.0100547-0.00266873j 0.0067372-0.00784963j 0.000228963-0.0154055j -0.00299748+0.00329011j -0.000305268-0.00236567j -0.0119257-0.0220305j -0.0163374-0.00996612j -0.0105069-0.00929481j 0.016471+0.0130693j 0.00570709-0.0108383j -0.0106735-5.29389e-05j -0.00842357+8.0756e-05j 0.0110276+0.0154475j 0.0153211-0.00907414j 0.00132358-0.0077454j -0.0123598-0.00378531j 0.02113-0.0168477j 0.0171275+0.00484827j -0.00628746-0.00115202j 0.00146831+0.0108301j -0.00246917+0.00156279j -0.00761056+0.00564008j -0.000697933+0.0104122j -0.00288661-0.0104534j -0.00936817-0.000548667j -0.00210367+0.0126148j -0.00598177-0.00797567j -0.00912018+0.00914306j 0.00568154+0.00372192j 0.0093284+0.0023936j -0.0121978+0.00106907j -0.0023707+0.0084868j 0.0115197+0.0016023j 0.007729+0.0211045j 0.00169121-0.00149374j 0.00406339-0.00762888j 0.00572067+0.00425997j -0.00250699+0.00198419j -0.00278909+0.00494756j 0.00406262-0.00480967j 0.0116907-0.00592234j -0.0107035-0.000707991j 0.000515077+0.00258295j -0.0106279+0.00186806j 0.00110806+0.0023213j 0.00406015-0.00369897j 0.00696139-0.00235284j 0.00372148-0.00137625j -0.00685333+0.00640499j -0.00503793-0.00850739j 0.00596422+0.00260765j -0.000309324+0.00122439j -0.00113276+0.00178255j 0.0040966-0.00257311j -0.00277143-0.00444153j 
0.00108969+0.00692727j -0.00539363-8.75809e-05j -0.00831831-0.0140149j -0.00836724+0.00982316j -0.00242133+0.0127926j 0.000805268-0.00434092j 0.000649362+0.00195372j -0.00432909+0.00316132j -0.00249045-0.00537188j -0.00607994+0.00483554j 0.00732404-0.000364738j 0.00396991-0.00422212j 0.00822457-0.00210522j 0.00524286-0.00890388j 0.00858588-0.00185748j 0.0167185+0.00401265j -0.00813222-0.00494223j 0.0113852+0.00484528j -0.00223577-0.00921778j 0.00345613-0.00189848j -0.00217174+0.00579783j 0.00123007+0.00420441j -0.0020871-0.00103029j -0.00450385-0.0131297j -0.00369028-0.0106562j -0.00309846-0.00754883j -0.000901072-0.00910982j -0.00619997+0.00770235j 0.00898937+0.00590913j 0.000684411-0.0132273j 0.00102339-0.00884698j -0.00977816+0.0017968j 0.00375586+0.00540358j 0.00135876-0.00100713j 0.00354569+0.00467491j -0.00765414+0.0135251j -0.00169011+0.0119077j 0.00317941-0.0016098j -0.015168-0.00531234j 0.0030696+0.00596799j -0.00823793+0.000851085j -0.00597082-0.00603328j 0.0108815-0.00569933j -0.00108991+0.000161592j -0.000795621-0.00600935j 0.0014268+0.00314628j -0.00363206-0.000606359j -0.00176901-0.00774953j 0.00236962+0.00353595j 0.0120397-0.0119603j -0.0102826-0.00647744j 0.00953794-0.000623668j 0.00319529+0.00827926j -0.00548949+0.00757921j 0.00141268+0.00197158j 0.000423124-0.00797561j -0.00590108-0.00229529j -0.00296522-0.00789216j 0.0054287-0.00224103j 0.00444121-0.00467479j -0.00404823+0.00158131j -3.19617e-05+0.00398533j -0.0053286-0.00460982j 0.00363611+0.00158096j 0.00498397+0.00753116j 0.0060992-0.0073899j 0.0103706-0.0065755j -0.00585132-0.00566706j 0.00167353-0.00441314j -0.00548372-0.00837634j 0.00989398-0.00526143j -0.0019552+0.000913989j 0.00811391-0.00536721j -0.00572436+0.00232769j 0.000848089-0.0086239j -0.00659822+0.00269154j 0.00268228+0.0062023j 
-0.00803589-0.0111638j 0.0120016-0.00742282j 0.00214234+0.0100784j 0.00555649-0.00212089j 0.00182425-0.00909264j 0.00307274+0.00379495j -0.00603991-0.0127364j 0.0108002-0.00780039j -0.00794986+0.000713011j -0.0130724+0.00520086j -0.00297617+0.00923947j 0.00990067+0.000421309j 0.00298136-0.00343737j -0.00536718-0.00573817j 0.0109813-0.000463052j 0.0149952-0.00677736j -0.00286684-0.00770617j -0.00113904+0.00617559j 0.0087082-0.00611891j -0.000712624+0.00166325j 0.00906407+0.0153776j 0.01271-0.00599417j -0.00812091-0.00243875j 0.0070814-0.0132944j 0.00324617-0.00651513j -0.00257295-0.00316893j -0.0255563-0.00808289j -0.0198488-0.00542157j -0.0142409-0.00951604j -0.00238353-0.00745563j 0.0266717-0.000781913j 0.0126162-0.0124708j 1.91126e-05+0.0304572j 0.000294773+0.00612523j 0.00737257-0.00995946j -0.00252858-0.00649775j -0.00281272+0.00986696j 0.00277952+0.00623725j 0.0135127-0.016973j 0.00738374+0.0118453j -0.00722768-0.00528795j -0.0106984+0.0024246j 0.0123229-0.00775707j -0.000728623+0.000238557j -0.00956152-0.00399473j 0.00765227-0.0130385j -0.00036904+0.000792462j -0.00156887+0.00508484j 0.0140792+0.00276798j 0.00127197+0.00159348j 0.00826384+0.00184161j 0.0037464+0.00677872j 0.00342284-0.0168118j -0.00207782+0.0145859j 0.00190527+0.00410826j 0.00315396+0.00657509j 5.44879e-05+0.000482532j 0.00328302-0.00392767j 0.00647183-0.00429422j -0.0072855+0.00402889j 0.000158177-0.00161381j 0.0021966-0.00546445j 0.00269722+0.0120852j -0.0040517-0.00398935j -0.00719481-0.000494391j -0.00483864+0.000156502j 0.00128934+0.00319827j 0.00960248-2.75744e-05j 0.00223998+0.00110059j 0.0152104+0.0137226j -0.00861686+0.0102563j -0.0105021-0.00710885j -0.00399497+0.00266095j 0.0111619+0.00116851j -0.00244174+0.0126654j 0.00500612-0.00416188j -0.00324088-0.0047638j 
0.0118783+0.00239744j -0.00151012+0.0116745j -0.00229962-0.0057412j -0.00209875+0.00673225j -0.00773454+0.0165555j -0.00464114+0.000301521j -0.011836+0.00254811j 0.00117177-0.00768872j 0.0115349-0.0113448j 0.00840564+0.00720975j 0.0056382-0.000142926j -0.00263803-0.00178265j 0.00540609+0.00643546j 0.000797271+0.00320131j 0.005098-0.00598811j 0.00555417-0.00119476j 0.00451554+0.00401343j 0.00259279+0.00267324j -0.0138819-0.00119789j -0.00667075+0.0063318j 0.0028022+0.0171872j -0.00338283-0.0049231j 0.0110232-0.012965j 0.00725923+0.00457714j -0.00105852-0.00164692j -0.000769061-0.00579111j 0.00986445-0.000359267j -0.00851611-0.00774788j 0.0065171+0.0131795j -0.00640783-0.00754963j 0.00881096-0.00285829j -0.0010697+0.000623879j -7.87703e-05-0.00699779j 0.00233409-0.00517555j -0.00870136+0.0189779j 0.000358716-0.00113651j 0.00121347-0.00597494j -0.00585965+0.00122478j -0.00223681+0.0111717j 0.0125784-0.000420065j -0.0110174+0.00126209j -0.00177761+0.018833j -0.00432546+0.00107884j -0.00609572-0.010514j 0.0231804+0.00422084j -0.00565992+0.00671727j 0.000963996-0.00970709j -0.00428246+0.0105866j 0.012117+0.00257948j -0.000205567+0.00944858j 0.0115783+0.000547028j 0.0198174-0.00268283j 0.00941107-0.00292187j -0.00459304-0.000983406j -0.00580217-0.00796116j -0.00170809+0.00180042j 0.0084414+0.00287239j -0.00159621+0.00529642j -0.00150754+0.000124734j 0.00403764+0.00445825j 0.0022148-0.00469122j -0.000939445-0.00198417j -0.00312339-0.0136902j -0.00932319+0.00352411j 0.0147271-0.00288342j 0.00382924+0.0120785j 4.57837e-06+0.00712407j -0.00299031-0.00531564j 0.00362841-0.00865012j -0.00636821-0.0149949j 0.00741855-0.00913618j 0.0102986-0.000689632j 0.0110613+0.00765853j -0.00766099+0.00577008j -0.000888129-0.00925628j 0.000462431+0.00793618j 0.00729124-0.000727873j 
-0.00167217+0.0047931j -0.00393982-0.00139281j 0.0026803+0.00432704j 0.00739871-0.000787647j -0.00638862+0.00189015j 0.00346468+0.00203667j -0.00194633+0.00107215j 0.00695214-0.000521416j -0.00246054-0.0105529j 0.00419785-0.00723103j 0.00932734-0.00278478j 0.00639629+0.00301018j 0.00176005-0.00180361j 0.00815255+0.00103681j 0.00889455+0.000288667j 0.010366-0.000739875j -0.00170158+0.0153987j -0.00772655-0.00452134j 0.00445116+0.00900622j -0.0116912+0.00381555j 0.00243095+0.0091984j -0.00306292+0.0036686j 0.0139766-0.0153818j -0.0129863+0.00836639j -0.0112101-0.00643536j 0.00443347+0.00495402j 0.0102538+0.0135456j 0.00370032-0.00420988j -0.000493352-0.00372902j -0.00327241-0.00753247j -0.0011524-0.023476j -0.0156415-0.00164218j 0.00834685+0.000328753j -0.0152496+0.0040498j 0.00738151+0.0178891j -0.000313004-0.00735315j -0.00348861-0.0255177j 0.0036468-0.00370741j -0.0106047+0.0114943j -0.00435798+0.00532451j 0.00248064-0.00115599j -0.00211034-0.000188409j 0.00178127+0.0138685j -0.0190658-0.00501598j -0.00491114-0.00238443j 0.00249907-0.0129682j -0.00443576-0.0042647j 0.00535503+0.000106024j -0.00445048+0.0149362j 0.00567751-0.00851951j -0.00554389+0.00252627j 0.00597577+0.00597147j 0.00403298+0.0068224j -0.00507966+0.00870448j -0.00529036-0.00499221j -0.0113698-0.00232271j -0.0044309+0.00376419j 0.00733335+0.0062121j 0.00215294+0.0091293j 0.00192154-0.00695318j -0.00128493-0.00490905j -0.00113733+0.00250802j -0.00434727-0.00178308j 0.00570822-0.00441019j -0.00797878+0.00399295j -0.00635189-0.00618344j 0.000446127-0.00979851j -0.00673173+0.0048565j -0.00395779+0.00335367j 0.00441121+0.000692851j 0.0035866+0.00290724j 0.00231783+0.00478098j -0.004614-8.15597e-05j 0.00506173-0.000427364j 0.00151485+0.00402471j -0.000452956+0.00141066j 0.0013071+0.000684677j 
