-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.00113393+0.00257899j 0.00105727-0.00148325j 0.00279337+0.00117084j 0.000652584-0.0013978j -0.000577205+0.000553949j 0.00210106-0.000731426j -0.00184652+0.0023445j -0.00449348+0.000478003j -0.002645+0.000397589j -0.00269534-0.00135868j 0.00174323-0.00203714j 0.000835075+0.00023723j -0.00178988+0.00190438j -0.000590277+0.00281093j -0.00307569-0.000133497j 0.00275518-0.00211397j -1.89886e-05-0.000695706j -0.000255525+0.00202432j 0.00168926-0.00103838j -0.000905278+0.00222151j 0.00388401+0.00185722j -0.000705886-0.000462481j 0.00237233-0.00391275j 0.000972771-0.0045003j -0.000901913+0.00182644j -0.0030687-0.00116844j 0.000334884-0.000488092j 0.0069274+0.0010033j -0.0061902-0.000205428j -0.00188236-0.000813396j -0.000982061-0.00202061j -0.00322637-0.00276863j -0.00560718-0.000575036j 0.00285448+0.00208021j -0.00583426+7.13668e-05j -0.00593279-0.00195526j 0.00035321+0.000537655j -0.00583916-2.94903e-06j -0.0016157-0.000190728j 0.0048513+0.00191996j -0.00265671-0.00071798j 0.000256378-0.00109859j 0.00261213+0.00272747j 0.000532664-4.70381e-05j 0.00246314+0.00303664j 0.00173115+0.000973237j -0.00419952-0.000269999j 0.00304621+0.00101344j 0.00340767+0.00502317j -0.00191689+0.000825359j 0.00248981+0.00178761j -0.00148029+0.000308088j -0.00135808-0.00248293j 0.000422018+0.000977732j 0.00175396-8.39414e-05j 0.00176531-0.000358942j 
0.00175128-0.000538423j -8.11875e-05+0.00191757j 0.000661192-0.000455618j -0.000432121+0.00122661j 0.000207535+0.000312805j 0.0015517-0.00217519j -0.000286007+0.00149771j -0.00048807-0.000156594j -0.000606376+0.000893483j -0.00348847+0.00102831j -0.00467383+0.00111537j 0.00219584-0.000994084j 0.0025136+0.000303498j 0.00309749-0.003278j -0.00196175+0.00123884j -0.00267913+0.00089032j 0.00138633-0.000959823j -0.00180418-0.000255775j 0.000902565-0.000366497j -0.000696525-0.00167475j -0.00475985-0.00193219j -0.000508945+0.000182294j -0.003406+0.000759435j -0.00286308+0.000923152j -0.00124285+0.00300599j -0.0002084+0.000181008j 0.00178257+0.0010468j -0.00294487-0.000952171j 0.000581749+0.000540132j 0.00145946+4.29565e-05j -0.000898163-0.00167602j -0.00465818+0.00247192j -0.00052802+0.00109206j 0.0017508-0.00149238j 0.00179368+0.00122307j 0.0035126+0.0016402j -0.00107033-0.00151601j 0.00101914+0.000958312j 0.00193194+0.00104282j -0.00323059-0.00311414j 0.00051414+0.00110185j 0.000333798+0.000439645j -0.000571874-0.000898128j -0.0020857-0.000963449j 0.00452604+0.000575742j 0.00143767+0.000785914j 0.00320001+0.00295825j -0.00174896-0.00285487j 0.00108276-0.000219375j -0.000866834+0.000489826j 0.00107246-0.00119235j 0.000985401-0.000776081j -0.000270471+0.000728211j -0.000228815+0.00081735j -0.000451649-0.000580834j -0.00112018+0.000381562j 
-0.00225765-0.00138806j 0.00150244-0.00186532j 0.00293809-0.00148612j 0.000727257-0.000411835j -0.00100115+0.00107639j -0.00466631+0.00209783j 0.000881291-0.0017476j 0.000800689+0.00155922j 0.000460537+0.00039828j 0.00185003+0.00151994j 0.003857+0.00180382j -0.00264083-0.000564649j -0.00172928-0.000655763j -0.00601704+0.00184399j 0.00140808-0.0010478j 0.00194759+0.000588562j 0.00125052+0.00134642j 0.00733785+0.00508963j -0.00205804-0.000645098j -0.00354147-0.000111079j 0.00344578+0.00200715j 0.000529272+0.00163083j 0.00276424-0.000260422j 0.00257802-0.00202148j 0.00188751-0.00301464j -0.00249636-0.00101618j 0.000691872-0.00180924j 0.00784315-0.00190538j -0.00107665+0.00192456j -0.00246125+0.00133747j 0.00211099+0.00223242j 0.00515+0.00258579j 0.000603147+0.00355967j 0.00160969+0.00306128j -0.00471948-0.00260907j -0.00387186-0.000455344j 0.000694279+0.000262509j -0.00751753-0.0028293j -0.00634746-0.000645583j 0.0034429+0.000914173j -0.00152576+0.00106465j 0.00111893+0.00147859j 0.00547473+0.00283684j -0.000106606-0.00155551j -0.000669934-0.00344117j 0.00120886-0.00198459j -0.00355981-0.00392994j 0.0046467+0.00453364j 0.00218775-0.000777276j 0.00396254+0.00216778j -0.0011883+0.00225743j -0.00136027-0.000100915j -0.00231009-0.00182698j 0.00118906+0.000312304j 0.000283841+0.00226935j 0.000836109-0.00067943j 
-0.000370133+0.000694985j 5.03436e-05-0.00111813j -0.00150404-0.000455459j -0.000683338-0.000145565j 0.000164225+0.000170162j -0.000564277+0.00165739j 0.000989072-0.000155437j -0.00249796-0.00113384j -0.00313281-0.00124309j -0.000572672-0.000616806j 0.00104461+0.000792752j 0.00251085+0.00122188j -0.00158616-0.00146859j 0.000673555+0.00184038j -0.000724196-9.06208e-05j 0.00139949+9.53837e-05j -0.00272922-0.00181716j -0.00199749-0.00400421j 0.000646422+0.00276583j 0.00366731+0.00303877j 0.00268911+0.00185999j 0.00115123-0.00102391j -0.000544562-5.63936e-05j -0.000613097-0.00195792j 0.00193862+0.00254191j -0.00189445+0.0007378j -0.00177796-0.00211455j 0.00237269+0.000462774j 0.00035952-0.00164019j -0.000358613-0.000811575j -0.00181054-0.00257223j -0.00150197-0.00375664j -0.00512744-0.00358874j -0.000511526-0.00205538j -0.00167126+0.00107361j -0.00245198-0.00232474j -0.000329398+0.00138262j 0.00150841+0.00371091j -0.000269974-0.000426195j 0.00163479+0.00262375j -0.00152113-0.00159471j 0.000854363-0.0021458j 0.00187872-0.000721681j 0.000809201+0.0051251j -0.000169701+0.00242767j 0.000340661-0.000788625j 0.000268188-0.000968628j 0.000967637-0.00232916j 0.000456136+0.00417231j 0.000722211-0.000615839j -0.00103252-0.000782236j -0.000907326+0.000155195j -0.000274901+0.000367809j -0.000796302-0.00148624j 0.000767167-0.000418696j 0.000537206-0.000265467j 
0.000186845-0.000880599j 0.00073661+0.00271519j 0.00137079-0.00071217j -0.00025451+0.00208556j -0.00178598+0.000960709j 0.0004669-0.0037016j -0.00135128+0.00312287j -9.47161e-05-0.000571201j 0.000417433-4.4917e-05j -0.000517155+0.00268303j 0.00210154-0.000387152j -0.00170983-0.00186398j -0.000458965-0.000178059j -0.000556124-0.00438486j -0.000296438-0.000318391j 0.00086889+0.000969422j -0.00103542-0.00193428j -0.0024289+0.000274295j 0.000793022-0.00177017j -0.000676094-0.00129295j 0.00159921+0.0005188j -0.00127398+0.00213219j 0.00123545+0.00136012j 0.00174578+0.00198728j -0.000755145+0.00203589j 0.000434415+6.49057e-05j -0.000621011+0.00120632j 0.00387656-0.000806951j -0.00535341+0.00211016j -0.00023437-0.00105738j 0.000534061-0.00260591j -0.00176323+0.00123935j -0.00295738+0.00400367j 0.00202482-0.00280775j -0.00104176-0.00388334j -0.00384526-0.00376019j 0.000228322-0.00301198j -0.0040725-0.000633739j -0.000278842+0.000413139j 0.00319001-0.000538189j -0.00178546+0.00278003j 0.00200476-0.00225286j 0.00304124-0.0027789j -9.8807e-05+0.00237622j 0.00336732-0.00185724j 0.00244775-0.000586461j -0.00335995-0.00094552j 0.00373094+0.00100837j 0.00197879+0.00145019j -0.000921976+0.000997534j 0.00377701+0.000233207j 0.00191644-0.0010356j -0.00188903-0.000521695j -0.000862662+0.000706433j -0.000119972+0.000225507j -0.00203329+0.000733864j 
8.60704e-05-0.000215957j -7.48902e-05-0.00159035j 0.00011174-0.00137112j -0.000244064-0.00150128j 0.000293713+0.000124416j -0.000352808+0.00120668j 0.00143652-0.00173448j 0.000124807-0.000543159j 0.000185759-0.00150704j 0.00358992-0.00131332j 0.00294577-0.000144974j -0.000917514+0.000774224j -0.00353373-0.000975516j -0.00185525+0.00447927j 0.00128552-0.000127721j 0.00139309-0.00102764j -0.00409829+0.000554706j -0.00177626-0.000378648j 6.405e-05+0.00244638j 0.00477256+0.00111026j 0.00492189+0.000780348j 0.00054824-0.000436339j 0.00225611-0.00102275j 5.51827e-05-0.000778036j 0.00254325-0.00107317j 0.00182238-0.00155017j -0.00174789-0.00157002j 0.000564051-0.000430726j 0.000235698+3.90809e-05j -0.0024239+0.000126356j -0.00161801+0.00127523j 0.00216278-0.00434784j 0.00141225-0.00391016j -0.00422366-8.21528e-05j -0.000337415+0.00274335j -0.00341563-0.00101676j 0.00015354+0.00315357j 0.00312735+0.00259625j -0.000228498-0.000225924j 0.00177655+0.00370779j 0.00105563-0.00110504j -0.0030584+0.000104563j -0.00242445+0.00015023j 0.00406053+0.00245116j -0.0044576-0.000198473j -0.0021245-0.00243384j -0.00162787-0.00193736j -0.00167687-0.000395701j -0.00118376+0.000380283j -0.000290686-0.00108446j -0.00179997+4.51753e-05j -0.000948679+0.000668558j 7.87253e-05+0.000208484j 0.0021952-0.000790182j 0.00025643-0.000150822j 0.00088694-0.000804678j 
0.000630207+0.00129934j -0.00115719+0.000526796j 0.000236468+0.00244531j -0.000156252-0.000501699j -0.0015072-0.000122605j -0.00114807-0.0011043j 0.00138934+0.000373746j 0.00200181-0.000359196j 0.000649754-0.000580777j 0.00294707-0.00113443j 0.000935873-0.00273815j -0.00233649+0.000299507j -0.000792057+8.32099e-05j 0.000153547+0.000762155j 0.000295646-0.000431867j -0.00119062-0.00185086j -0.00356423+0.000387449j -0.00525554-0.000926074j -0.000947665-0.000168621j 0.00137937+0.000989014j 0.00328556-0.00102171j -0.000912176-0.000987427j 0.000226457-0.0018526j 0.00335367+0.000891241j -0.00213704-0.00222423j 0.00267827-0.000125698j 0.000508236+0.00130241j 0.00245232+0.00187332j -0.000806472+0.00150305j -0.00209094-0.00172785j 0.00038741+0.00119235j -0.000638315-0.00248112j 0.000153998-0.00100458j -0.00391606-0.00137277j -0.000829594-0.000816712j -0.00483742-0.00258701j 0.00124217+0.000220844j -0.000380126-0.000648853j 0.00086963-0.000131457j 0.00137375-0.00013823j 0.00031724+0.00102126j -0.000987926+0.000206981j -0.00285169-0.000369181j 0.00276785+0.000859659j -0.00159069+0.00154169j 0.000261773-8.59923e-05j -0.00201878-0.00102634j 0.00179168+0.00222844j -0.000972444+0.000428147j -0.00110862+0.00156596j -0.000589201-0.00103844j 0.000438086+0.000541009j 0.000450325-0.00136228j -0.000501881+0.000648211j 0.000209772+0.000336902j 0.000396116-0.0010514j 
0.000232771+0.00332572j 0.000861094+0.00104432j -0.000335121+0.00283017j 0.00136317-0.00091089j 0.000486963+0.0028908j -0.00284382+0.00350364j -0.000410666-0.00265883j 0.000777822-0.00487367j 0.00169611-0.00118011j 0.00254378-0.00264364j 0.00106378+0.00102199j -0.00342411-0.000467994j 0.000850849-0.000702496j -0.0010428+0.00210355j -0.00158323-0.00128313j -0.000838814+4.44984e-05j -0.00102354-0.000344739j -0.00286721-0.00131803j -0.00250617+0.00126113j -0.00259147+0.00430815j -0.000560857+0.00154835j -0.00111392-0.00171682j -0.00191258-0.000554619j 0.00565683-0.00195884j -0.00560654-0.00209893j 0.00219868-0.000111214j 0.00286577-0.00195441j -0.000913042-0.00113021j 0.00317755-0.000391933j -0.00127651+0.000172526j 0.00225131-0.000114649j 0.0032239-0.00186479j 0.00140197-0.00197576j -0.00210756-0.00100739j -0.00287083+0.00267417j -0.00374887-0.0015271j 2.70468e-05-0.000438602j -0.00227303+0.00340454j 0.00452431+0.00474073j -0.00390971+5.4955e-05j 0.00230149-0.000776395j 0.00140915+0.00245128j -0.00198474-0.0021076j -0.00129077-0.00124499j -0.00244955-0.00214625j -5.79963e-05-0.00244254j -0.00144788+6.7669e-05j 0.00289107-0.000917102j -0.00405086+0.00205085j 0.00184867-0.000609098j -0.00254218+0.00233327j -0.00175517-0.000593403j -0.000199386+0.000587573j -0.000491822+6.28247e-05j 0.00303044-0.00189437j 0.000497075+0.000120898j 
-0.00117158+1.2484e-05j -0.000520477-0.0019201j 0.000371772-0.000691487j -0.000231194-0.000333498j 0.000613058-0.000952423j 0.00202092+0.00483841j 0.000171514-0.000157024j -0.00122077+7.80034e-06j -0.00186226-0.00270006j 0.00114617-0.00338111j -0.0013842-0.00520719j 0.00256517+0.00634879j -0.00186095+0.000413278j 0.000813975+0.00284925j -0.000911198-0.00247807j 0.000487887-0.000128779j -0.00157341+0.000480362j 0.00229662-0.00379935j 0.000969115+0.00375856j 0.00468625+0.00203807j 0.000756766-0.00358009j 0.00479911+0.000545548j 0.00185917-7.22269e-05j -0.00326543-0.00498413j 0.000832488+0.00258504j 0.000730981+0.00071214j -0.00190861+0.00158426j -0.00157773-0.00187605j 0.0026787-0.00279921j -0.000481418-0.000632729j 0.000310763-0.00470827j -0.000692085-0.00651978j 0.00283956-0.00245403j -0.00115595+0.000858849j -0.00139552+6.32194e-05j 0.000695955+0.0047854j -0.000823963+0.000427277j 0.00281068+0.0037312j -0.00268456-0.00176765j 0.00075914-0.00137269j 0.00164226+0.000391377j -0.00116833-0.00598338j -0.000717735-0.00212315j 0.00157076+0.00366273j -0.00426308+0.00551068j -0.003312+0.0011236j 0.000187448+0.00423777j 0.00121322-0.00675583j -0.000913077+0.000137114j 0.00129694-0.00402706j 0.000828962-0.00226116j 0.0012065-0.000238671j 0.000664358+0.000585132j -0.000361424+0.00122177j -0.000467826+0.00077829j -0.00016468+0.000556112j 
-0.00162521+0.00232376j 0.000826633+0.000571203j 0.0019487+0.000137184j -3.18148e-06-0.000373303j -0.00160967+0.00177045j 0.000782165-0.000625041j -0.00111183+0.00139163j -0.0039467-0.00146321j -0.00042495+0.0012663j -0.00232803-0.000530267j -8.57386e-05+0.00149375j 0.00349276-0.00181917j -0.00195189-0.000164636j -0.000423275-0.000993799j 8.92304e-06+0.00144022j 0.00193679-0.0005949j -1.79691e-05-0.000128637j 0.00379707+0.00717232j 0.00321478-0.000547603j 0.00198971+0.00294768j 0.000665063+0.00108152j 0.00305935+0.00330185j 0.00124639+0.00124079j -0.00371892-0.00533979j 0.00467735+0.00622095j -0.000814715+0.000414396j -0.00304336-0.00312714j 0.000508755-0.0059413j -0.00148314+0.00178978j -0.000524553+0.00151138j 0.000204339+0.00127057j -0.00104848+0.00322556j -0.00174504+0.00287902j 0.00309592+0.00269029j -0.00184644+0.0040432j 0.00125545+0.00374472j 0.00142868+0.00271521j -0.000821071+0.00325115j -0.00212278-0.00242797j 0.00187898+0.00315983j 0.000724462-0.000435369j -0.0031738-0.00266779j 0.00414952+0.00286954j 0.00086128-0.00146624j 0.00321845-0.00426202j 0.00161887-0.0029609j -0.000950839+0.00158258j 0.000659635-0.00514662j 0.00269251+0.000706401j 1.53045e-05+3.34705e-05j 0.000825288+0.000898271j -0.000243684+0.000410251j -0.00260164-0.000476262j -0.000179686-0.000475028j 0.0024567-0.000187562j 0.000262573+0.00097615j 
0.000771589+8.51146e-05j 0.000136386-0.000183861j -0.00110225+0.000131256j 0.000339343+0.000814553j 0.000605204+0.000413893j 0.000770509+0.00339759j 0.000961586-0.00314587j 0.00103968+0.00240597j -0.000817625+0.00400158j 0.000267966+0.00252227j -0.000182904+0.00133169j 0.000623119-0.00290235j -0.000113315+0.000245731j 0.000849852-0.00044236j -0.00139756+0.000765348j -0.00183237-0.00059562j -0.00119184+0.000929101j -0.00421907-0.0013222j 0.000930697+0.000253124j 0.000576196-0.0028158j -0.000182684-0.000558312j -0.00221904-0.00239018j -0.00174096+0.00268548j -0.000321565+0.00191243j -0.000152222-0.00463531j 0.000253436+0.00383561j 0.00116258+0.00186919j 0.00112493-0.00349298j 0.00043181-0.00315309j -0.00121688-0.00114809j -0.00307348-6.89671e-05j -0.00136677+0.000854775j -0.00300846+0.00546593j -0.00154993-0.00144609j -0.00243148+0.00126673j -0.00297615+0.000562928j 4.69053e-05+0.00119356j 0.000634859+0.000115197j 0.000214019+0.00427881j -0.00203413-0.00384993j -0.0014499+0.00314365j -0.000614348-0.00149971j 0.000426939-0.0053344j 0.00321182+0.00118839j 0.00435115-0.00107591j 0.000671108-0.000587457j 7.78564e-05-0.000433498j -0.000311516-0.00150418j 0.00280484-0.00190155j 0.00243417-0.0027813j -0.003249+0.000959688j -0.000270284-0.000562102j -0.000741148+0.00167121j -0.00147392+0.00123223j 0.000407313-0.000524632j 0.000282353+0.000443398j 
-0.000752906+4.24138e-05j 0.000450465-0.00231542j -0.000821062-0.00258652j 0.000627313-0.00161662j 0.000526869-0.000644577j -0.000674611-0.00214952j 0.00108278+0.00123555j 0.00118339+0.00143713j -0.000158441-0.000491268j 0.00254775+0.00201623j 0.000294482-0.00141061j -0.00176707+0.000407966j 0.000856862+0.00117296j -1.1522e-05+0.00486055j -0.00310275-3.7101e-05j -0.00106676-0.00294222j -0.00136215-0.00396006j -0.000564094-0.00437992j -0.00206597+0.000135952j -0.0044617+0.000537258j 0.00114754-0.0012715j -0.000910331+0.000642367j -0.00134856-0.00465012j 0.00110252+0.000505023j -0.00279241-0.00362065j -0.00130454+0.00181409j 0.00415798+0.00194333j 0.000779341-0.00113798j -0.0011844+0.00404952j -0.00066215-0.00202482j -0.00245265+0.000196556j -0.00138368-0.00402341j 0.00196326-0.00110747j 0.000794598-0.00435681j -0.00378734+0.00188687j -0.00361929-0.000595527j -0.00212738+0.00236913j -0.003468+0.00378765j 0.00164322+0.00514815j -0.00107257-0.00456795j 0.000695667+0.00329829j 0.000667638+0.00143683j -0.00159327-0.00394804j -0.000496166+0.000936607j -0.000202877+3.88034e-05j 0.000282854-0.000663811j -0.00123635+0.00291219j 0.00119242+0.000345465j 0.000727062-0.000857296j -0.000998116+0.000492661j 0.00176837-0.00245269j -0.00162465-0.000341411j -0.000595941+0.000740548j 0.00259323-0.00113239j 0.000311874-0.000123728j 0.00108899+0.000124072j 
2.58261e-05-0.000636948j -0.00221711-0.00292656j -0.00158068-0.00353313j -0.0017679-0.000763233j 0.00130422-0.00140209j -0.000270795+0.00157132j 0.000258665-0.000395027j 0.00162659+0.00384495j -0.000668265+0.000119318j 0.00195322+0.00297392j 0.00304664-0.00134315j -0.00228153-0.000104001j -0.000103232+0.000728745j 0.00302278+0.00434952j -0.000704359-0.000802719j -0.00227561-0.00223179j -0.00146025-0.00378736j 0.0033159-0.0105079j -0.000989388+0.00119561j -0.000842744-0.000265619j 0.0012202-0.00160001j 0.00150614-0.00161366j -0.00228443-0.00177509j -0.00249221+0.00337922j -0.00104298-0.00664131j -0.000941757+0.00388211j 0.000137107+0.00224415j -0.00077534-0.000972054j 0.00147681-0.000128437j 0.000887837-0.0016192j 0.00168093-0.000679098j 7.64225e-05-0.00556092j 0.000643799-0.000707814j 0.00164566-0.00561301j 0.00253207+0.00113486j 0.000369151-0.00246899j 0.00146016+0.000742318j 0.000561754+0.00268619j -0.000388453+0.00485756j 0.00101464-0.00423849j -0.00167402+0.00305115j 0.00371517+0.00199295j 0.00239029-0.00644405j -0.00246872+0.0036343j -0.00354578+0.00161687j -0.00259867-5.86414e-05j 0.000211819+0.000621156j -0.000233831+0.00144413j 0.00057514-0.00225487j 0.00170655-0.00146199j 0.00173582-0.000629961j 0.000338063+0.00171866j -0.000171823+0.00224328j -0.000410715-0.0020688j -0.000932167-0.000556155j -0.00033672-0.00217448j 
-0.000777205+4.48724e-05j 0.00180744-0.000536662j -0.000584871-0.000204054j 0.000777478+0.000179757j 0.00046488+0.00111557j -0.00171803-0.00142989j 0.000519525-0.000289907j -0.00146904+0.00106119j -0.000201975+0.00110644j -0.00120743-0.0018688j -0.00120523+0.000647846j -0.000596506-0.000318166j -0.000264318+0.00379511j -0.00140032-0.000385423j 0.00019037+3.95764e-05j -0.00167137+0.00461269j 0.00164517+0.00305653j 0.00634628+0.00242916j 6.23393e-05-0.00370624j -0.00504136+0.000757403j -0.00127553-0.000318178j 0.00147969-0.000124309j 0.00131062-0.000928604j -0.00138565+0.000222234j -0.000118437+0.000269858j -0.0044046+0.000718779j 0.00108406-0.000966254j -0.00360374+0.00160027j 0.00282176+0.000376035j 0.000156596+0.0020643j 0.00310969-0.000311652j -0.00101925+0.00565009j 0.00162798+6.93662e-05j 0.00120881+0.00236763j -0.000673643+7.61019e-05j 0.00113922+0.00240449j 0.00420258-0.00277122j -0.00343151-0.000996495j -0.0024459+0.000498677j -0.000289557+0.0003959j 0.00301779-0.00234941j 0.00234286+0.00172227j 0.000763074+0.00243005j -0.00218982-0.00416368j 1.2611e-06-0.00202302j -0.00110058+0.000879659j 0.00114045+0.00122061j -0.000500127+0.000991411j 0.000146216-0.000729503j 0.000339119+0.00174385j -0.000484819+0.000460133j -0.000976503-0.000862024j -0.000157295+0.000448868j -4.79206e-05-0.000603214j 0.00041688+6.2998e-05j 0.00129358+0.000834865j 
0.00023865+0.000579843j 0.000461935-0.00114694j 0.000445483-0.000660569j 0.000467892-0.00135132j 0.000867849-0.000290629j 0.000484089+0.000349694j -0.00129762-0.000208696j 0.001911-0.000236j 0.00256668-0.000287816j -0.0016+0.00207603j 0.000108106+0.00189181j -0.000251423+0.000178046j 0.00503892+5.01142e-05j -0.00155932+0.0023322j -0.00102942-0.000297175j 0.00651717-0.000161512j 0.00456797-0.00286589j -9.03738e-05-0.00484126j -0.00418911+0.000584531j 0.000938335+0.00391964j -0.000321692+0.00136327j -0.00239692-0.000133039j -0.000497262-0.00238473j 0.00168984+0.000621279j -0.000505751+0.00061234j 0.00261419+0.00347475j -0.000204097-0.000842509j 0.00206999+0.00121901j -0.00286384-0.00144739j 0.00197638+0.000290004j -0.00341355-0.00275779j 0.00726211-0.000121386j 0.00129287-0.000894299j 0.00322774-0.00120152j -0.00185323+0.00241013j 0.00151304-8.6587e-05j -0.00616225-0.00307723j -0.00147289+0.00513844j 0.0025225+0.00473426j -0.000567212-0.000400827j -0.00265692-0.00199881j -0.00130832-0.00251763j 0.00103623-0.00178679j -0.00289615+0.001638j -0.000686877-0.00190496j 0.00255657+0.000182889j -0.000324591-4.63315e-05j 0.000964251-0.000764174j -0.00132902-0.00033247j 0.000282274-0.0012182j 0.000804018+0.000766754j -0.00121142-8.57956e-05j -0.00044913+0.000630659j 0.00114327-1.82551e-05j 0.000705059-0.000639274j 0.000926711-0.000322644j 
0.000326065+0.00175576j 0.000178275+0.000259565j -9.27449e-06+0.000676854j -2.83819e-05-2.75612e-05j -0.00069447+0.000754505j -0.000955853-0.000681827j 0.00142387+0.0012934j -0.00171437-0.000270083j -0.00105497+0.000310274j 0.0011683+0.000350052j -0.000691836+0.00143917j -0.000252711-0.00114542j -0.00150323-0.00123346j 0.00112071-0.00160393j -0.00123303+0.00160901j -0.00605813+0.00144491j -0.00328045-0.00259593j 0.00167508-0.000528579j 0.00108994-0.000652393j -0.00345922+0.00342772j -0.00120618+0.00246319j 0.00214571-0.000236257j -0.00147728+0.00196896j -0.001701-0.00126237j -0.00184361+0.00145862j -0.00221503+0.000880851j 0.00246318-0.0017578j -0.00302803-0.000228118j 0.00277093+0.000537292j -0.00117066-0.00208662j 0.00278065+0.000116069j -0.00393099+0.00101736j 0.000343959-0.000164175j -6.91061e-06-0.00338443j -0.000305811+0.00069171j 0.000183766-0.00223092j 0.00436918+0.00234454j -0.00194433+0.00149854j 0.000282221-0.00100064j -0.00395657+0.00131056j 0.00335706+0.00147555j 0.00319326+0.00110223j 0.000441104-0.000859402j -0.00269402+0.00134217j 0.00135407-0.00166365j 0.00019436-0.00147984j 0.00305739+0.000738032j 0.000375336-0.00134435j 4.70527e-05+0.000728708j 0.000529499+0.000798165j -0.000476379-0.00114746j -0.000436575-0.000135999j -0.000222185+0.000307906j -0.000905352+0.000176861j 0.000814341-0.000902865j 0.000463532+0.000198959j 
-0.000155476+0.000343798j 0.000516711+0.000145393j 0.00100123+0.000330244j 0.00016913+0.000265045j 0.000107104-0.000411235j 0.000443474+0.00189962j 0.000745623+0.000372471j -0.00179638+0.000620385j -0.00133997-0.000628744j -0.00117953+0.0023306j 5.81698e-05+0.00241564j 0.00168783-0.00199682j -0.00209494-0.00315542j -0.00141547-0.000126586j 0.000318393-0.00184391j -0.00280999-0.00269962j 0.00110027-0.00444944j 0.00494224-0.00305044j 0.000742298+0.00137279j -0.00044021-0.001369j -0.0013063+0.0033896j 0.00201164-0.00166779j 0.000166995+0.00155258j -0.00265951-0.000308243j 0.00317981-0.00262242j -0.00278226-0.00121045j -0.00107284+0.00179261j -0.00140434+0.000904471j 0.00240203-0.00206841j 0.00247452-0.00272523j 0.00284598+0.000127311j 0.00191053-0.00331658j 0.000125794-0.00123952j 0.00346954-0.00175964j 0.000637702-0.00290416j 0.00483051-0.00594033j 0.000183709+0.00369867j -0.00093741-0.00340927j -0.00458021-0.00092404j -7.93554e-05+0.000316543j -0.00219482+0.00116642j 0.00104583+0.00258579j 0.0045311-0.000518612j -0.00376319+0.00155932j -0.000302048+0.00145332j 0.000225992-0.000513951j 0.001748-0.00175822j -0.00134839+0.000778947j -0.000887664+0.000918021j 0.00170018-0.000732393j -0.000377481+0.000179184j 0.000541473-2.55987e-05j -0.00010392-0.000751329j -0.000768426+0.000884288j 0.000463404+0.00032701j 1.71509e-05+0.000104838j 
