-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
0.0017245-0.000186039j 0.00200685+0.00012563j 0.00335063+0.000752722j -3.8316e-05+0.0011141j -0.00453917+0.000214727j -0.000949192-0.000949542j 0.00285945-0.00155495j -0.000765964+0.00145153j 0.000140864+0.000345372j 0.000454672+0.000761339j 0.00404645-0.000227765j 0.00544941-0.000944306j 0.0010093+0.00163905j -0.0061358+0.000201418j 0.00148738-0.000211763j 0.000759482-0.000112706j -0.000497743-0.000987977j 0.00370314+5.86385e-05j -0.00209458+0.000799334j -0.00475089+0.000365683j 0.00285193+8.17843e-05j 0.000569843+0.00110053j -0.00196446-0.00251613j -0.00353546-0.000143335j -0.00531729-0.00123452j 0.00273963-0.00130927j -0.000829769-0.00287317j 0.00320915-0.00148536j -0.000215099-0.000162068j -0.00157953+0.000651632j 0.0011357+0.0025543j -0.00460701-0.002595j 0.00304133-0.00121361j -0.00217965-0.00291393j -0.00328373-0.00027639j -0.00319102+0.00135972j -0.00284977-0.00023933j 0.00575859+0.00151951j -0.00578093-0.00260931j -0.00428245+0.000588985j 0.0030686+0.000886423j -0.00259401-0.000680499j -0.0016687-0.00127499j 0.00331817+0.00268708j 0.0020222+0.000642735j 0.00074129+0.000215165j 0.000520473-0.000587908j 0.000663509+0.00098555j 0.00292647+0.000844671j -0.000443094-0.0010837j 0.000206394+0.00104734j 0.00195322-0.000593198j -0.000766745-0.00110639j -0.00327767-0.00231402j -0.000653066-0.00103571j 0.00216392+0.00239107j 0.00578554+0.00231724j -0.00475752-0.00215217j -0.000959312-0.00299871j -0.00244442-0.000674915j 0.000599374+0.00059124j -0.00327583-7.33462e-05j -0.000617611+0.000804725j 0.00363374+0.0016849j 0.00272169+0.00196159j -0.00107343-0.000156595j -0.000772882+7.34915e-05j -0.00422074-0.0036988j 0.000908923-2.05051e-05j 0.00347777+0.000806477j -0.00422363-0.00076037j 0.00083353-0.00172135j 0.00156091+4.84877e-06j 0.000507409+0.00162618j 0.00154058+0.0015279j 0.00180278+0.00190382j 0.0021927+0.00148746j 
-0.00124601-0.00240881j 0.000565594+0.00123372j -0.000217115+0.00049221j 0.00104863+0.0020537j -7.26541e-05+0.000464125j 0.000374291-0.000255015j -0.00221497-0.000784258j 0.000486683-0.000143215j -0.00133937-0.000862485j 4.16091e-05+0.00246439j -0.000450345+4.25188e-05j -0.000642867-8.52357e-05j 0.00216747-0.00096741j -0.000445856-0.00189329j 6.33393e-05+0.000287408j -0.00104551-0.000383189j 0.000504652-0.000925186j 0.000563167-0.00104437j 0.000818072+0.0016522j 0.00140063-0.000811023j 0.000121165+0.00247039j -0.000239515+0.000147899j -0.000313849+0.000164202j -0.000750207+0.000175808j 7.05138e-05+0.000634609j -0.000406952-0.00221466j -0.00212513-0.000337395j 0.000253985-0.00229332j 0.000408127+7.45869e-05j 0.000463305+0.002669j 0.00157291+0.00213213j -0.000489853+0.0004884j -0.000331015-0.00156583j -0.000108602-0.000324693j -0.00112499+0.0016063j 0.00116715+0.0013704j -0.000574475-0.00212493j 0.000427675-0.00128354j 0.000265623-0.000149857j 0.00218765+0.000673824j -0.00207992+6.85217e-05j 7.76201e-05-0.00125154j 0.000277228-0.000411317j 4.72113e-05-0.00142146j 0.000857252-0.0019446j -0.000211506-0.00123159j -0.000783644-0.00125703j 0.00158768-0.00148487j 0.00151432-0.00270823j -1.61482e-05+0.000566905j -2.03005e-05+0.00103723j 0.00128629-0.00180973j -0.000136159+0.000184755j -0.000177128-0.000625417j 0.00144989-0.000548376j 0.000377701+0.000430384j -0.00202755+8.07006e-05j -0.000554523-0.00156761j -0.000145881-0.00130872j 0.000754474-0.000206141j 0.000757098-0.00159302j 7.91915e-05+0.00142474j 0.00108169+0.000121244j -0.00145308-0.000212452j -0.000620997+0.00121186j 0.00144739-0.00129108j 0.000138296-0.000457234j 0.00119604-0.000225234j -0.000923871-0.00171735j -0.00107791-0.00192158j 0.000300605-0.000321335j 0.000694656-0.000878818j -0.00021393-0.000245849j -0.000826684+0.00252275j 0.000123321-0.00221576j -0.000553839+0.00213415j 0.000497963-0.00192185j 
0.000825916+0.00122501j -0.00122241-0.000946694j 0.00203982+0.00121067j 0.00190434+8.62539e-05j -0.0013061-0.00230776j -0.00038156-0.00127307j -0.00345734-0.00068627j 0.0020996-0.000550071j -0.000748611+4.38413e-05j -0.00195458+0.000208794j 0.00210948+0.00233862j -0.000349062+8.11296e-05j 0.00461584+0.00260281j -0.000381459-0.00243855j 0.000262633+0.000925509j 0.000213598+0.00177962j 0.000299166+0.000525088j 0.000501356+0.000561879j 0.000611001+0.00045357j 0.0003487-0.0020445j -0.00161552-0.000642971j 0.000144789+7.03238e-05j -0.00414974-0.00544161j -0.00168519-0.00278716j -0.00250613-0.00426873j -0.00110034+0.00116804j -0.00144534-0.00265113j -8.74218e-06+8.13629e-05j 0.000293919-0.00216362j 0.000113946-0.00307024j 0.00228561+0.00481466j -0.00241074-0.0046026j -0.00294009-0.00171063j -0.00233783-0.00402672j -0.00119941-0.00328893j 0.000976926+0.000937943j 7.09215e-05-0.000622408j -0.00115023+0.00283526j 0.000846122-0.00464892j 0.00346723+0.002009j 5.0201e-06+0.0012547j -8.35703e-05-0.00164207j -0.00123461-0.00221872j 8.24977e-05+0.00408585j 0.000360687+0.000256155j -0.00195325-0.00304984j -0.000445917-0.00166257j -0.0007938+0.00207267j -7.90955e-05+0.00198598j 0.0012789-0.00159757j 0.0011421+0.00360918j -0.00047681-0.000359639j -0.00122136-0.000898683j -0.000530599-0.00197675j 0.000114941-0.000203012j 0.00210213+0.0011599j -0.00152379-0.000745876j -0.000757304-0.00307803j -0.00103544-0.00233039j 0.000578886-0.00308344j 0.000392927+0.0020567j -0.000563291-0.00118851j 0.000410211+0.00145156j -0.00188739-0.00164729j -0.000415104-0.00116824j 0.00118019+0.000806655j 0.00135049+0.00212141j -1.25925e-05-0.00288614j -0.000170147-0.00153778j -0.00149679-0.0014057j 0.00191191-0.000128447j -0.000475049-0.00123939j -0.00135753-0.00112218j 0.0014155+0.00130685j -0.000183663+0.00164762j -3.74026e-05-0.00132094j -3.22214e-05+0.0011073j 
-0.00240923-0.000868869j -0.000180785+0.000770461j -0.00383912-0.000845012j -0.000619206+0.000121018j 0.000552423+0.00192377j -0.000396553+0.000299118j 0.00527653+0.000727794j -0.00215058+0.000204337j 4.81018e-05-0.000108902j 0.00313426-7.83457e-05j -0.00124179-0.00119074j -0.00045807+0.000470431j -0.00705616-0.00238677j -0.000243015+0.00150322j -0.000446993-0.000366881j 0.00238981-0.00142056j -0.00151977-0.000960415j -0.00263896-0.000411133j 0.00090279-0.000444495j -0.00134797+0.000865054j 0.00176749+0.00104961j 0.000155235-1.97112e-05j 0.0046322+0.0040796j 0.00314371+0.000655818j 0.00414469+0.00249309j -2.20679e-05-0.000789122j 0.00399672+0.003175j -0.00350267-0.000377871j -0.0012757+0.000976318j -0.000343225+0.00171964j -0.00460177-0.00394597j 0.00473142+0.00445408j 0.0037522+0.00105051j 0.00298592+0.00321767j 0.00329322+0.00380346j -0.000566557-0.00120973j 0.00050733+0.000806579j -0.0013857-0.00292124j 0.000436606+0.00279173j -0.00674916-0.00280943j 0.00283325+0.00107785j 0.000890657+8.73131e-05j 0.00210976+0.00260739j -0.000180271-0.0021856j -0.00138601-0.00113582j 0.0032965+0.00304388j -2.8199e-05+0.00168622j -0.000756593-0.00267612j -0.00152226-0.00282058j -0.000465188+0.00105362j -0.00149518-0.00248852j -0.00159661+0.000437597j 0.00184162+0.00160633j 0.00323514+0.00287653j -0.000600763-0.000599809j -0.00384267-0.00227582j 0.00275746+0.00218734j 0.00234012+0.00302613j 0.00211575+0.00338329j -0.000831072+0.00132041j -0.000541091-0.000906063j 0.00105454+0.000585264j -0.000949706-0.00204223j 0.00188502+0.00190188j 0.000526874+0.0012126j -0.00153636-0.00189442j -0.000233499-0.00181074j -0.000761867+0.00140422j 0.00110249+0.00142137j 0.00115038+0.00158691j -0.00327987-0.000912193j -0.000653007-0.000214485j 0.00300339+0.00173152j -0.00141411-0.000927791j -0.00114489-0.00265165j -0.000626474+0.000512674j -0.00144102-0.00209515j 
-0.00342635-0.00225988j -0.00111721+0.000479359j -0.000710417-3.55809e-05j 0.00470033+0.00259399j -0.00228368-0.000508777j -0.00110424-0.00159685j -0.00084267+0.000981554j 0.00139818-0.00077852j -0.00283693-0.000237386j 0.00226432+0.00336313j 0.00228533+0.00186891j -0.000605505+0.000178261j -4.46568e-05-0.0031426j -0.00392999-0.00325398j -0.000188128+0.000964897j 0.00343781+0.00239941j -0.0015555-0.00254301j -0.00233291-0.00155084j 0.0039365+0.00289428j -0.00207026-0.00356946j 0.000726598+0.00246937j 0.000574469-6.84914e-05j -0.00256804-0.00108699j -2.44337e-08-0.00148548j 0.000436077-0.0015039j -0.00303164-0.00181108j -1.58586e-05+0.00128253j -0.00466708-0.00490226j -0.00142839-0.0023051j 0.000661134+0.000107874j 0.000627681+0.00201777j -0.000598721+0.000600152j -0.000239288-0.00187269j -0.0016725-0.0018212j 0.000413655+0.00340403j 0.00259419+0.000700033j -0.00111924-0.00103772j -0.00165675-0.0020465j -0.000635502-0.0033305j -0.000731401-0.00239396j 0.00244066+0.0063434j 3.19054e-05-0.00230295j -0.000151296+0.000323404j 0.000286734+0.00263819j -0.000241123-0.00412161j -0.000445996-0.000547706j -0.00188458-0.00102318j -0.000934834-0.00269725j -0.000152096-0.00406847j 0.000862644-7.14044e-05j 0.00142331+0.00347815j -0.00258936-0.00368711j -0.000162956+0.00167544j 0.0018423+0.00151263j 0.000920626-0.00205218j -0.000161047-0.0024252j -0.00014635+0.00437066j -0.000856717-0.000940605j -0.00130293+6.02979e-06j -0.000883787-0.00346306j 0.000192338+0.000414765j -2.04368e-06+0.000110817j 0.00128889-0.00094071j -0.00135852+0.00130685j 0.000206679+0.00153036j 0.000958264-0.00306427j 0.00194902+0.000886859j -0.00162482-0.00409848j -0.00112047-0.000924026j -0.00234605-0.00168526j -0.00143062-0.00260726j -0.0014828-0.0036421j 0.00073389+0.00137563j 0.0017695+0.00389919j -0.00116136-0.00326856j -0.000357127+0.00068972j -0.00117382-0.00339171j 
0.00094242-0.000654524j 0.00485947+0.00140842j 0.00313431-0.00126496j -0.00117175-0.00108653j 0.00315317+0.00139048j 0.00146213+0.00154185j -0.00256808+0.0037682j 6.32754e-05-4.87314e-05j 0.00187004+0.00139971j -3.62534e-05+0.000508955j -0.00199671-0.00157536j 0.00180329+0.000991014j -0.000213505-0.00558209j 0.000525349+0.00128347j 0.000156833-0.00132407j -0.00280058-5.42389e-05j 9.2329e-05-0.000150207j 0.00180778-0.00116799j -0.00109093-0.000660459j 0.000513712+0.000327342j 0.000750263+0.000733143j -0.000700125+0.000433719j 0.00195859+0.00626224j -0.000858847+0.00476012j -0.00083489+0.00489139j 0.000328427-3.36685e-05j -0.00326592+0.00378184j 0.00424446+0.000400253j 0.00299924+0.00203738j 0.00301256+0.00261526j 0.0036406-0.00599094j -0.0031351+0.00366j -0.0013529+0.00400402j -0.00119062+0.00399204j -0.000919534+0.00196404j -0.00121607-0.00265614j -0.00115183+0.00096008j 0.00265011-0.000996647j -0.000670452+0.00352999j 0.00528319-0.00320296j -0.00396319-0.00132061j -0.00117594+0.00242097j -0.00290801+0.000262947j -0.00111048-0.00477408j 0.000206608+0.000514153j -0.00367679+0.00286117j 0.0008672+0.00250269j 0.000218122-0.00267431j 0.000287327-0.00106365j -0.000614815+0.00153801j 0.000942864-0.00278403j 0.000418665-0.00171771j -0.000805403-0.000549509j -0.0039346-0.00010215j -0.000357198-0.000577274j 0.00231688-0.000192186j -0.00104784+0.00195418j -0.00183701+0.00289081j -0.00305197+0.000394302j 0.000517206+0.00284325j -0.000842241-0.00387579j -0.000693679-0.000550751j 0.000606572-0.00130492j -0.000207441+0.00275169j 0.000193969+0.0015249j -0.000267475-0.000583583j -0.00161603-0.00161313j 0.00104621+0.00112317j -0.00208449+0.00264786j -0.000547873+0.0018683j 0.00247235+0.00148542j 0.00146898+0.00217458j -0.00324966-0.000156823j 0.00190708-0.000152061j 0.000528198+0.000299809j 0.00349377+0.0040486j 0.00178829+0.000487431j 
0.00179753-2.58963e-05j -0.00510656+0.00101113j -0.000236516-0.0015019j 3.28601e-05-0.00237195j -0.00359475+0.00220375j -0.00206044+0.00150478j -0.00034163+0.000970736j -2.54301e-05-0.000982594j -0.000711428+0.000829034j -0.000598514+0.000594432j 0.00244102-0.00367099j -0.0024981-0.000706113j 0.00445208-0.00292544j -0.000581296+0.00254441j 0.000559783-0.000774652j 0.00332328-0.000668536j 0.00106317+0.000662694j -0.000556155+0.000408382j 0.000480463-0.00116254j -0.00100791+0.00162359j -0.00266319-0.000135948j 0.000752765-0.000480894j -0.00855797+0.00468684j -0.00154672+0.00219864j -0.00453857+0.00285263j 0.000865906+0.000943104j -0.00230979-0.000218971j -0.00254555+0.000748945j -0.00446603+0.00157825j -0.00520699+7.30893e-05j 0.00376268-0.00226052j -0.00450234+0.00190473j -0.00328038+0.00158917j -0.00433193+0.00233046j -0.00310268+0.000407348j 0.00303882+0.000364406j 0.000106047+0.00012162j 0.00113464-0.000836113j -0.00470413+0.0016198j 0.00078985-0.000301242j 0.00365697-0.0017929j -0.000507346+0.00171883j -0.000761539+0.00147879j 0.00612408-0.000575721j 0.000290693-0.000208703j -0.00241547-2.93035e-05j -0.00289611-8.16454e-05j 0.00376487+0.00199315j 0.00209104+0.00184148j -0.00224783-0.00049493j 0.00389266-0.00163493j -0.000105611+0.00062013j -0.000139938+0.00110952j -8.21598e-05+0.00182393j 0.000355018+0.00185967j 0.000201885-0.00218098j -0.00114512-0.00139681j -0.00238846+0.00215438j -0.00127957+0.000924418j -0.00403101+0.00108736j 0.00384233+0.00047575j 0.000632184+0.00153706j 0.00181122-0.000128531j -0.00251236-0.000579682j -0.00198937-0.00117379j 0.00110198+0.00117055j 0.00330595-0.00106772j -0.00337267+0.00200275j -0.00152353-0.000265215j -0.00110757+0.00018595j -0.001538-0.000496754j -0.00276409+0.00100631j 0.000195685+0.000908953j -0.000201368-0.00164396j 0.00206381+0.000670321j -0.00507011-0.0022653j 0.000608137+0.000854371j 
0.00409391-0.00183102j -0.00256237-0.000292482j -0.000747879-0.000678869j -0.00537388+0.00163439j 0.000437876-0.00110087j 0.00134093+0.000475907j 0.00236406-0.000414615j -8.09852e-05+0.000976274j 0.0021474-0.00206582j -0.00369059+0.000800611j -0.00236097+0.000367583j -0.000339867+0.000495846j 0.000553418+0.000269828j 0.00564558-0.00182949j -0.00100184-0.000245667j -0.000713676+0.00141159j 0.00320934-0.000897835j 0.00124368-0.000491921j -0.00480036+0.00104429j 0.00307193-0.000233725j -0.00383554+6.12044e-05j 0.00044408+0.000301571j 0.00198577-0.000158857j 0.00376265-0.00018743j 0.00170946+0.000539916j 0.00344349-0.00133294j 0.0008288+8.97629e-05j 0.00395447-0.000692812j 0.00177025-0.000301507j -0.0024317+0.000144746j -0.00524936-0.00119149j 0.000542084+0.000439756j 0.0035514+0.00218455j 0.00278192+0.000241j -0.00293801-0.000108813j -0.00143309+0.000504459j 0.00205569-0.000304752j 0.000614115-0.000346332j 0.0039492+0.000360265j -0.00125706-0.00153213j -0.00378086-0.000331299j 0.00395846+0.000832331j 0.000669032+0.000228186j -0.00123043-0.00018622j 0.00344062+0.00150866j 0.00148308+0.000956966j 0.00109259-0.000200786j 0.00301915+0.000301082j 0.00478581+0.00202408j 0.000127685+0.000868853j -0.00454189-0.00179404j 0.00282483+0.000309002j -0.000796481-0.000305658j 0.000951261+0.00182501j 0.00187386+0.00124037j 0.000389836-0.000552177j -0.00303285-0.000214072j 0.00291985+0.000731929j 0.00160542+3.40569e-05j 0.00297298+0.00108199j 0.000402806+0.000677759j 4.64465e-05-0.000645461j -0.000220134+0.000744403j -0.0011012-0.000569618j -0.00223972-0.000342718j 0.00304122+0.00197648j -0.000481543+0.0003661j 0.00311643+0.000230742j 0.00253289+0.000403274j 0.00275725+0.000277489j 0.00151762-0.00156182j 0.00321267+0.00062828j 0.000176612+0.00119209j -0.00497949-0.000615631j 0.00369654+0.000567604j -0.00297687-0.00132051j 0.00324844+0.000469237j 
0.000697152-0.00126881j -0.00117375-0.000330838j 0.000630495+0.000184152j -0.000187841+0.00215808j -0.000987946-0.00132759j -0.000390032-0.000915345j -0.000395255-0.000939724j 0.000352751+0.000316614j -0.000492694-0.00147634j -0.000854571+0.00135593j 0.00112639+0.00158697j 0.000359649-0.000283313j 0.00217935+0.000824901j -0.000372573-0.00278088j 0.000273143+0.00019324j 0.000515341+0.00165797j 0.000120246-0.000864524j 0.000127084-0.000894748j -0.00069742+0.00203917j -0.000139064-0.00172259j -0.000892573+0.000693326j 0.000446899+0.000224596j -0.00293525-0.00320739j -0.00135958-0.00167705j -0.00169634-0.00178625j 0.000104704-0.00113284j -0.000565359-0.000879491j 0.00116859-0.00224554j -0.000914961-0.00207558j -0.00130933-0.000364882j 0.000991107+0.00279741j -0.00132195-0.00193532j 0.000176969-0.0019887j -0.0011234-0.00245174j -0.00121538-6.64768e-05j -0.000330307+0.00169506j 0.000329108-0.00095942j 0.00131447+0.00043705j -0.000884561-0.00329369j 5.21685e-05+0.000788334j -0.000678541+0.00230723j -0.000402363-0.00179489j -0.000992149-0.000595217j 0.000898888+0.00219331j 0.00148087-0.00066386j -0.000404876-0.00157038j 8.42362e-05-0.00122864j 0.00078072+0.000112912j 0.00117132-0.000681013j -0.000353233-0.00105622j -0.000570326+0.00289649j 0.00100292-0.0010984j -0.000703478+4.80369e-05j -0.000462607-0.000331367j -0.000226604-0.000228984j 0.000846358-0.000179961j -0.000657955+0.000706765j -0.000577502-0.00167068j -0.000327823-0.00125669j -0.000167241-0.00246909j 0.000957114+0.00100857j -0.000920587+2.84435e-05j 0.00057869+0.000956408j -0.000686938-0.000406866j -0.000841014+0.00010454j 0.000886913-0.000550883j 0.000581889+0.00097965j -0.000338358-0.00222618j 0.000253551-0.00177454j 0.000757531-0.00111758j -0.000146757-0.00114761j 0.000173225-0.00190405j -0.000181904-0.000250482j -0.000866962+0.00181065j 0.00100786-0.000372475j -0.000693891-0.000400553j 0.000836838-0.000750736j 
0.00177509+0.000288674j 0.00143182+0.000430368j -0.00046179+5.5336e-05j 0.00304893+0.00122482j 0.00122469+0.000879943j 0.000824433-0.000413965j 0.000177968+0.000748774j -0.000346099-0.000764092j 0.00115728+0.00066791j 0.000778649-0.000775144j 0.000614595+0.000372371j 0.00104605-0.000111475j -0.000139322+0.000444571j -0.00121656-0.000625528j -4.67923e-05-0.00031955j -0.000130617-0.000758404j -0.000438088-0.000151266j 0.00112873-0.00064264j 0.00116641+0.000106465j -0.000471714+0.000635618j 0.00194122+0.000210181j -0.000171863+0.000578051j 0.00102695+0.000233133j -0.000100889+0.0001554j -0.000504386-5.94031e-05j -0.0015851+7.54346e-05j -0.000573772+0.000908748j 0.00219697-0.000101715j 0.00183728+0.000397647j 0.00169579+0.000523929j -0.000300099+0.00121931j -0.00179325+0.000300568j -0.00134541-0.000364145j 0.000319064-0.000571576j 0.000435391+0.000300768j -0.00114274-0.000868135j -0.000743375+0.000801919j 0.000139662+0.000135756j -0.00277285-0.000509803j 0.000955893+0.000458641j 0.00122709+0.000227389j 0.00196009+0.000330714j -0.00113461-0.00107081j -0.00186587+2.64002e-05j -0.000752249+0.000936197j -0.00100079+0.000492905j 0.00186747-0.000196j -0.0010761-0.000592603j 0.00192517+0.000265089j -0.000349271-0.00106845j -0.000466302-0.00032085j -0.00200012-0.00113451j 0.00136768+0.000820048j -0.0012055-0.000774421j 0.00182605+0.000936957j -2.29024e-06-0.000555083j 0.00069292+5.0083e-05j -0.00130288-0.000555315j -0.000971428+0.000513154j 0.00117954+0.000765163j -0.000948243-0.00048856j -4.57795e-05+5.29392e-05j 0.000402477+0.000184618j 0.00124673-0.000511122j 0.000273715+0.000888221j -0.00038555-0.000932131j -0.000488271+0.000962897j -0.000838367+0.000109447j 0.00106501-0.000390945j -0.00106222+0.000240025j 0.000802105-0.000164603j 0.000129733-0.000665135j 0.000183384-0.00106985j 0.000503795-0.00106112j -0.000429739-0.00185291j 0.000129366-0.000521495j 0.000951763+0.00103462j 
0.0034725+0.0011074j 0.0046066+0.00165879j 0.000535039+0.000725176j 0.00431057+0.00275836j 0.00135965+0.000887207j 0.000364199-0.000648244j -0.000994196+0.00141666j -0.000536276-0.000961385j -0.000197824+9.58616e-05j -6.81426e-05-0.00065139j 0.00122751+0.000351888j 0.00152742-0.000613751j -0.00220777-0.000848885j -0.00206495+0.000116454j 0.00200494+0.000455929j -0.00117666-0.00135264j -0.00251498-0.000358476j 0.000810849-0.00100452j 0.00109018+0.000279794j -0.000179715-0.000156062j 0.00291251+0.0014526j -0.00169682-0.00101416j 0.00280465+0.000683969j -0.00137942-0.000577845j 9.75101e-06+0.00121163j -0.000553692-0.000177169j -0.000270503-0.000421499j 0.00232459-0.000265411j 0.00332144+0.000378557j 0.00467348+0.00187274j 0.000800566+0.000604341j -0.00376207-0.00171867j -0.000400045-0.000615505j -0.001457-0.000161417j -0.000537701+0.000183951j -0.00328122-0.00193632j -0.000284754+0.000550246j -0.00129074+0.000969685j 0.000311166+0.00176517j 0.0013202+0.000741222j 0.000791481+0.000608231j -0.000617651-0.000664808j -0.00281087-0.00033349j -0.000558901-0.000416055j 0.00154501-2.4101e-05j 0.000904605+0.000357358j 0.00037379-0.000141037j -0.00347782-0.00212198j -0.000353536+0.000204522j 0.0019313+0.00227802j -0.00142589-0.00104548j -0.00103796+0.0011536j -0.000830275+0.00120443j -0.00149035+0.00110423j -0.00286621-0.00235076j 0.000451196-0.000874121j 0.00134312-0.000388823j -0.00146502-0.00195242j -0.000697436+0.00204778j 0.000752563-0.00100503j -0.00124767+9.34536e-05j -0.00168424-8.13848e-05j -9.59578e-05+0.00159343j 0.00143661+0.000710893j 0.00236597+0.000161233j -0.00100987-0.00199321j 0.000411546+0.000644967j -0.00124707+0.00135787j -0.000348728+3.83443e-05j -0.000962916-0.00130038j 0.00135293-6.28071e-05j 0.000339013-0.00145727j -0.00112754-9.42017e-05j 9.95788e-06-0.00115889j -9.67762e-05-0.00283701j 0.00264552-0.00100297j 0.000959572+0.00237356j 
0.000417448+0.000996106j -0.000188736-0.000380049j -0.000402488+0.000381242j 0.000258771+0.00164038j 0.000346669+0.000650436j -0.000498628+0.00177136j -0.000128095+0.000741536j -0.000204998-0.000101365j -0.000206092+0.00152396j -0.000366283+0.000417199j 0.000210959+0.000522995j -0.000266314+0.00119466j -0.000801455+0.000523644j 0.000147094-0.000900341j 0.000181178-0.00017559j 0.000119792+6.82981e-05j 0.000118826-0.000247201j -0.00019028+0.000641536j 0.000239428-0.000252872j -0.00059719+0.000660218j 0.00038417+0.0010147j -0.00058113+0.000890128j -9.50861e-05-0.00028678j -3.98718e-05+0.00113629j 0.000191777-0.00127184j -0.00047162-0.000607644j -0.0002504-0.00019543j 5.79531e-05+0.000931226j 6.7353e-05+0.000342207j -0.000525135+0.000981337j -0.000687107-0.00044696j 0.000516608-0.00121886j -0.000316578-0.000556076j 0.000634636+0.000150385j 0.00023634+1.48202e-06j 6.3183e-05-0.000430579j -0.000114891-0.000713914j -0.000505433-0.000474035j -0.000740013-0.00233779j 0.000559329-6.35522e-05j 0.000763515+0.000388011j 0.000304818+0.00168899j 0.000871616-0.00153829j -4.86103e-05-0.00109796j -0.000488617-0.00039651j -0.000932435-0.000252388j 0.000207131+0.00119102j 0.000312364-0.00080312j 0.000205505+0.00189289j -0.000655273-0.00077189j 0.000636114-0.00119593j 0.00117954-0.00200206j 0.000947391+0.000465947j 9.55695e-06-0.00126257j 0.000321919+0.00169993j -0.000896067-0.000304399j -0.000702575+0.000523636j 0.000714941-0.00101427j 8.22577e-05-0.000699096j -0.000689347+0.001492j -3.22892e-05-0.000509392j 0.000504768-2.05464e-05j -0.00038475+0.000252829j 0.00114623+0.000560235j -0.000952964+0.0010866j 0.000308802-0.000208565j -6.22183e-05+0.000284173j 0.000439447-0.000466789j -0.00025537+0.000725298j -0.000791264-0.000131765j 0.000249919+2.92305e-06j -0.00103066+0.000201694j 0.00110119-0.000851636j -9.79523e-05+0.00067377j 0.000450346-0.000325162j -0.000210369-0.000477329j 0.000322641+0.00101631j 
