-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
0.00117338-4.40446e-16j -0.000467225-1.56374e-16j -0.000106181+5.18084e-16j 0.000530932-7.80135e-16j 0.000999264-1.40001e-15j 0.00224452-3.11926e-15j -0.0012006+1.51388e-15j 0.00117797-2.5896e-16j 0.0016027-1.63112e-15j 0.00127529-1.51809e-15j 0.00137103-9.78304e-16j -0.00168764+9.92211e-16j -0.000687544+1.44911e-15j -0.000636206+1.27416e-15j 0.000466306+1.61061e-17j 0.000184456-1.31152e-16j -0.000502242+7.71273e-16j -0.0023761+4.36285e-15j -0.00035219+5.36645e-16j 4.62625e-05+2.84509e-16j 0.00173968-2.49828e-15j -0.00204586+2.30079e-15j 0.00186307-3.15469e-15j 0.0010287-3.98414e-16j -0.00183862+1.00842e-15j 0.00179768-8.03703e-16j -3.71528e-06+6.32838e-18j -0.00147542+2.82525e-15j -0.00230431+3.79964e-15j -0.000493214+5.61473e-16j -0.000958158+1.91506e-15j 0.000176388+2.09177e-16j 0.0028244-3.42738e-15j -0.00149467+1.45786e-15j 0.000705374+8.27272e-16j -0.00162029+1.56492e-15j -0.000754212+8.23389e-16j 0.000643728+1.45942e-15j 0.00202294-5.53236e-17j 0.000101523+2.25649e-18j 0.00110769-1.0574e-15j -0.000635975-7.20122e-16j -0.00357029+4.45147e-15j 0.00101757-1.70325e-15j -0.00196582+1.89542e-15j -0.00069673+6.74378e-16j -0.00129036+8.57544e-16j -0.000626441+1.86096e-15j -0.000948472+8.53636e-16j -0.00244341+3.55114e-15j 0.00189721-2.03669e-15j 5.28518e-05+3.31951e-16j 0.00114587-1.41688e-15j 0.0015155-1.69158e-15j -0.00123312+1.21883e-15j -0.000243063-9.33441e-16j 
0.000214353+1.87019e-17j -0.00292634+6.30422e-17j 0.00107307-1.78429e-16j -0.00134859+2.63004e-16j -0.00153623+3.39293e-16j -0.00296281+6.36491e-16j 0.000487455-2.58076e-16j 0.00297679+1.53624e-16j -0.000600507+4.91975e-16j -0.00137154+4.44563e-16j 0.00179974+1.69525e-16j -0.00219844-3.02743e-16j 0.00245136-3.41388e-16j 0.00323767-5.00364e-16j 0.00159824-1.55854e-17j -0.000398978+2.29874e-16j 6.64935e-05+5.66918e-17j -4.81539e-05-6.39932e-16j 0.000358208-3.28674e-16j 0.00160983-2.24572e-16j -0.00221383+7.63855e-16j 0.000468156-6.60691e-16j -0.00451619+6.96964e-16j 0.00239988+1.14591e-15j -0.00252687-3.69436e-16j 0.00216541+6.13335e-16j -0.000351176+2.14922e-16j 0.00560246-5.1642e-16j 0.000765798-7.64543e-16j -0.000314237+1.71678e-16j 0.00354288-1.44825e-15j -0.000250358-1.41458e-16j -0.00328164+9.61475e-16j -0.000615154-6.18682e-16j 0.00505757-1.01276e-15j 0.000750903-7.39196e-16j 0.000114886+2.11349e-16j 0.00152555+2.01896e-15j 0.00161173+2.14856e-15j 0.000598591+1.90443e-16j -0.0014718-1.11925e-15j 0.00361468+1.04835e-14j 0.00345665-1.15686e-15j -0.0019237+4.39675e-16j 0.000474864-5.06815e-16j 0.000475248-6.36697e-17j -0.00193329-2.78351e-16j 0.00463351-3.37563e-16j 0.000421792-3.49204e-16j 0.00365918-8.51043e-16j 0.00027758+3.47093e-16j 0.00162869-1.4215e-16j -0.00101387+3.83819e-16j -0.00150272+4.91746e-16j -0.000172134-3.76403e-16j -0.00423719+7.34828e-16j 
0.00210968+9.87419e-16j -0.00245925+2.25478e-16j 0.00160865-3.22984e-17j -0.000256374+1.48667e-17j 2.45643e-05+3.96878e-17j -0.000536316-2.10373e-17j 0.00168999-2.59301e-17j 0.00166476-1.49832e-17j 0.00123122-2.73916e-17j 0.00177675+8.50027e-17j 0.0020945+1.30705e-16j -0.00234711-1.50833e-16j -0.00265211-3.04789e-18j -0.00103829-1.74721e-16j 0.00350896-4.76359e-16j -0.00226392+1.03204e-15j -0.00147941+7.32709e-16j 0.000306603-1.89837e-17j -0.00124221-8.46047e-17j 0.0013715-1.10006e-16j 0.00316949-2.90297e-17j -0.00173666-2.2014e-17j 0.000703744+4.60048e-17j 0.000394821-4.65287e-19j -0.000904581-2.02229e-16j 0.000103881+7.77228e-18j -0.00127608+7.35255e-17j 0.000652727+2.4328e-17j 0.00110071-4.59174e-16j -0.0011968+1.60491e-16j 0.00298541-7.6465e-16j 0.000830129-1.71709e-16j 0.00223276-1.33767e-16j -0.00292696-1.85944e-16j 0.00289331-1.12241e-16j -0.00206449-4.33655e-16j 0.000928719+3.10411e-16j 0.000362568-1.41947e-15j -0.00262475-1.4679e-15j 0.0022214+1.42395e-15j 0.000956588-1.07612e-15j 0.00284842+7.92544e-15j 0.000217799-7.24307e-17j 0.000166844+2.37807e-17j -0.00244837-1.65316e-16j -0.00210723-1.2521e-16j -0.00342697-4.56599e-17j 0.00169664+6.13124e-17j -0.000761872+2.87515e-17j 0.0013565-1.3261e-17j 0.000321226+5.06922e-17j 0.00148603-7.45035e-18j 0.000180982+4.25712e-17j 0.00177119-2.64893e-17j -0.00141769-1.57614e-16j -0.00367984+3.71838e-16j 
-0.000807761-2.40934e-16j 0.000944741-3.04911e-17j -0.000187634-4.42857e-17j 0.000446256+3.24531e-17j -0.000536011+1.04597e-16j 0.00162812+1.45904e-16j 0.00013662-3.62323e-17j -0.00105735-5.96335e-17j -0.00240051-1.28226e-16j -0.000170759-1.11305e-16j -0.000988664+4.21322e-19j 0.00129645+4.12229e-17j -0.00180603-8.48976e-17j -0.000148573-2.55978e-17j -0.000981564-2.69247e-16j -0.00263291+5.57647e-16j -0.00117053+5.21789e-16j 0.00049716-6.77736e-16j 0.00272285-9.72142e-17j -0.00149581-5.1925e-17j -0.00130323+3.96603e-17j 0.00144218-2.79803e-16j 0.0010997+1.91023e-16j -0.00132663-2.72737e-16j 0.00010499+6.49558e-17j -0.00196453-4.19089e-16j 0.00128117-7.78966e-17j -0.000579179-6.54997e-17j -0.000290592+2.67538e-16j -0.000864531+2.95107e-17j 0.000296425+4.28707e-16j -0.0037241+2.41552e-16j -0.00112883-1.49411e-16j 9.00153e-05+1.28487e-16j -0.00179491+1.42372e-16j -0.000101969-9.60217e-17j 0.00289981-7.68882e-17j -0.0015515-1.55462e-15j -0.00116611-1.41588e-15j -0.000888657-3.13752e-16j 0.0016479+2.22377e-16j -0.000506976-2.02122e-15j -0.000478609-8.34211e-17j 0.00104615-6.77259e-18j 0.0026486+1.765e-17j 0.000379665+4.94589e-17j 0.00155566-2.21573e-18j -0.00129111-4.74938e-17j 0.000706378+1.23961e-16j -0.00130354-7.30393e-17j -0.000744195+1.04186e-16j -0.000505332-4.75108e-17j -0.000501271+5.41576e-17j 0.000101446+5.90613e-18j 0.000990044-8.02073e-17j 0.0015552-8.60074e-17j 
-0.00315685-2.04134e-15j 0.000167272-4.24735e-16j -0.000319027+1.0152e-16j 0.000313482+8.27094e-18j -0.00229466-1.41269e-16j -0.000334926-1.34386e-16j 0.00143312+6.81246e-17j 0.00137333+1.05018e-16j -0.00168313+1.59625e-16j -0.000426555+1.27062e-16j -0.00201875-8.33101e-17j 0.00220331+7.3966e-17j -0.000430443-9.78594e-18j -0.000434297+1.04836e-16j 0.000428971-2.24484e-16j -0.00086772+1.25207e-16j 0.000601524-1.84179e-16j 0.00200854-1.56528e-15j 0.00176917-2.96125e-16j -0.00114316+1.25044e-16j -0.00256197+3.95852e-17j 0.00279916+7.46566e-17j 0.000152734-6.53926e-17j 0.000373349+2.17666e-16j 0.000860034+1.98012e-16j -0.00150012-2.08292e-16j 0.00046333+3.86258e-17j 0.00243876+2.40792e-16j 0.00113536-1.17664e-16j -0.000146427-1.96815e-16j 0.0020164-2.0495e-16j -0.000406252-2.1995e-16j -0.00142551+9.30911e-18j 0.00152789-1.44091e-16j -0.00336933-1.95796e-16j 0.00115798+4.24996e-16j 0.00176593-4.2979e-16j -0.00339608-4.60321e-15j -0.00353585-4.41794e-15j -0.000546692-3.48117e-16j 0.000789193+7.25799e-16j -0.00142014-4.36219e-15j 0.00314751+2.76725e-16j -0.000153835-4.36102e-17j 0.00374556+1.15341e-16j 0.0022797+1.64553e-16j 0.000193788+9.83832e-18j 0.00162218+1.64234e-16j -0.00158598-2.15576e-16j 0.000853577+1.0611e-16j -0.00259564-4.87383e-17j 0.000102517+3.98218e-17j -0.00190596-1.28547e-16j -0.000433749+8.04956e-17j 0.00374033+2.1873e-16j 0.000549644-8.59969e-18j 
0.000281944+5.02821e-16j 0.00277857+2.22548e-16j -0.00246383+1.09078e-16j 0.000128867-4.17651e-17j 0.00141663+3.98812e-17j -0.000841372-2.58961e-16j -0.000485168-1.25589e-16j -0.00304743-2.20411e-16j -0.00167178+2.63964e-16j -0.00105756+1.38882e-16j -0.000488606+1.66789e-16j 0.000582467-1.68889e-16j 0.00125574+9.06486e-17j -0.000298687+1.96168e-16j -0.00203489-4.02046e-17j 0.000489311-2.60741e-16j 0.000727272-4.81501e-16j 0.000438205-7.14539e-17j 1.61508e-05-7.29108e-17j -0.00180433+1.89801e-16j -0.000967239+1.40295e-16j 0.000459349+1.40778e-16j -0.00042852-2.83147e-17j -0.000172636-2.48706e-16j 0.000674817+1.17506e-16j -0.00186951-6.84832e-17j 0.000604563+6.60401e-17j -0.00267376-1.71593e-16j 0.00128609-8.80655e-16j 0.00149292-3.6733e-16j -0.00218854+8.14006e-16j -0.000592455+3.79048e-16j -0.00150299+2.84847e-16j 0.000766452+1.15493e-16j -0.00117833+1.81529e-16j 0.00115743+1.89315e-16j -0.00017156+4.99668e-17j 0.00104379+2.5441e-15j 0.00253234+2.49293e-15j -0.00165361-9.7493e-16j -0.00108116-1.65483e-17j 5.6462e-07+3.62781e-16j -0.00173173-4.72152e-18j -0.000400529-1.11362e-16j -0.000673411-4.21898e-16j -0.000171125-2.84354e-16j 0.00326837+2.27556e-17j -0.00208205-1.34851e-16j 0.00187078+6.92455e-17j -0.000301769+1.25431e-16j -0.000467561+1.79283e-16j -0.00177055-1.62082e-17j 0.00143231+2.28382e-17j -0.00232279-4.84158e-17j -0.00122296+1.13031e-17j 0.00359533-3.72866e-16j 
-5.48231e-05+3.94601e-18j 0.000416715-1.73985e-16j -0.00425492-1.41857e-16j -0.000687825-1.69695e-17j 0.000535381-2.05803e-16j 0.00076583-5.35371e-17j -0.000939242+2.93043e-16j 0.00016275+3.13182e-16j -0.00360345-6.4259e-16j -0.00188883-4.1808e-16j 0.000192024-4.09471e-17j 0.000145777+1.01593e-16j 0.000764128-1.35022e-16j 0.000918721+1.1345e-17j 5.01815e-05+2.58719e-16j -0.00130957-1.19667e-16j 0.00136785+1.55607e-16j -0.00268337+1.86729e-15j 0.00161895+6.5761e-16j -0.00321458+5.21544e-17j -0.00109628-1.72278e-16j -0.0019412-2.96139e-16j -0.000959398-1.79834e-16j 0.00338298+1.04911e-15j -0.00288351-1.35387e-16j -0.00225235-5.51495e-16j -5.33124e-05+2.36952e-17j 0.000229232+1.13365e-15j -0.000130336-9.43765e-17j 0.00222762+9.32774e-17j 0.000543344+8.33844e-16j -0.00282101-6.87874e-17j -0.00406756-8.1603e-16j 0.000164784-7.74356e-17j -0.000331625-6.21199e-17j -0.00012911-2.50488e-16j 0.00104073+2.45659e-16j -0.00143071+8.87693e-16j 0.00343134+9.27428e-16j -0.000728242-2.71786e-16j -0.00180848-1.47094e-15j 0.00261046+8.62493e-15j -0.00186671+4.20626e-16j -0.000305821-5.2041e-17j 0.00219369+5.91721e-16j 0.00231696+4.96669e-16j 0.000535417-3.28935e-16j 0.00190745+6.16344e-16j 0.00171963+1.7888e-16j -0.000827671+2.79787e-16j 0.000388381-2.57879e-16j -0.000687523+5.54925e-17j 0.00118747-1.65638e-16j -0.00402594-2.18415e-16j -0.000788589+1.70625e-16j 0.00159052-4.14212e-16j 
-0.000371278-5.3775e-16j -0.00127706-3.29972e-16j 0.00295704-5.75571e-17j 0.00154637-3.99601e-17j -0.00202917-2.5344e-16j 0.000325507+9.63887e-17j 0.0042081+2.13146e-16j 0.00283939+3.48127e-16j -0.00229543-3.9302e-16j -0.00199378-3.45582e-16j -0.00321627-2.92068e-17j 0.00260863+2.63781e-16j -0.00168345-1.86026e-16j -0.00377133+3.18197e-18j 0.00352104+1.90662e-17j -0.00106639+2.35322e-16j 0.00234199-1.83019e-16j 0.00321216-2.44134e-15j 0.000429535-1.72e-16j 0.00141419+1.65873e-16j -0.00202361-1.8601e-16j 0.000362747-1.94748e-16j 0.00108545+1.82129e-17j -0.00019637+4.3233e-16j 0.00285226+2.91017e-16j -0.00266475-7.94064e-16j 3.62782e-05-4.43714e-16j 0.00649424+1.15904e-15j 0.000499492+3.35786e-16j -0.00063147+1.98645e-16j 0.00123344-2.15155e-16j 0.00152999-4.75321e-16j -0.00021104-5.9349e-16j 0.000695958-2.55934e-16j -0.00299099-1.49277e-16j 0.00130601+6.35895e-16j -0.00120067-9.32375e-16j -0.00379227-8.35148e-15j -0.00818452-8.09394e-15j 0.000894728+7.70553e-16j -0.000109513+3.00213e-16j -0.00161896-4.33781e-15j 0.0048884+6.26893e-16j 8.75164e-05+1.36394e-16j 0.0053506+6.73896e-16j 0.00271836+5.64103e-16j -0.0018235-2.85141e-16j 0.00139718+4.89305e-16j -0.00159368-2.19546e-17j 0.0020112+1.16644e-16j -0.00392762-1.08887e-16j 0.000427403+1.66893e-16j -0.00270452-2.19664e-16j 0.00389526-9.02866e-17j 0.00298741+2.12954e-16j -0.00217586+6.53122e-17j 
-0.0011236-6.93291e-16j 8.98755e-05-6.31976e-17j 0.00191708+1.17011e-16j 0.000785228-4.53706e-17j -0.000250784+8.70503e-17j 0.000127169-1.29666e-16j -2.45753e-05-2.49447e-16j 0.000870753-1.61951e-16j 0.00433214+4.68741e-16j 0.0034448+4.1543e-16j -0.00197527+2.49855e-16j -0.000173293-2.93779e-16j 0.00014982+1.1196e-16j 9.11838e-05+1.07158e-16j -0.00206501-2.60188e-16j -0.000610557+5.48515e-17j -0.000797005-1.12988e-16j 0.000659235-1.32553e-16j -0.00220101-7.55266e-17j -0.00168093+1.59101e-16j 7.70393e-05+2.67291e-16j 0.000617521+7.39692e-17j 0.000459019-3.25932e-17j -0.0015185-6.91747e-16j -0.00110388-3.49268e-16j 0.00178657+6.33696e-16j 0.0029833+1.51369e-16j -0.00321302-8.57435e-16j 0.000715093-3.08878e-17j -0.00178508-2.22469e-16j -0.00055198-1.62573e-16j 0.00156067+4.02491e-17j 0.00569895+4.19486e-16j 0.000377619+1.49487e-16j -0.00263275+4.75118e-16j -0.000454981+1.67709e-16j -0.00056555-3.02869e-16j -0.00178539-1.63977e-15j -0.000642519-1.15938e-15j -0.0032035-1.65825e-15j 0.00379441+1.04909e-15j -0.00147579-5.6772e-15j -0.00104191-2.55265e-16j -0.000931419-2.04846e-16j -0.00099236-5.53742e-16j -0.00087496-3.75444e-16j 0.00117497+9.42185e-17j -0.000935765-1.06457e-16j -0.00347085-1.28257e-16j -0.00054117-2.61499e-17j -0.000239046+2.90138e-16j -0.000194777-4.4101e-18j -0.000387545+6.23393e-17j 0.00315881+3.24593e-17j 0.00150545-8.97916e-17j 9.33378e-05+7.22318e-17j 
-0.00167665-1.22014e-15j -2.81774e-05-2.00701e-16j -0.000557378+1.49823e-16j -0.000408237+5.33362e-17j -0.000591339-1.6297e-16j -0.000233554-1.47119e-16j -0.000568636+9.74236e-17j 0.000233269+1.19923e-16j 0.0015635+1.05095e-16j 0.00119257+8.69486e-17j 2.21578e-05-6.28337e-17j 0.000517431+3.9812e-17j -1.75977e-05-8.95572e-18j 0.00038652-1.70027e-16j -0.000332534+2.01342e-16j 0.00129165-2.08295e-16j -0.000246473-4.09445e-18j -0.000279144+5.46118e-16j -0.000573294-2.7441e-17j -0.000106199-8.29934e-17j 0.00107773+1.87237e-17j 0.00060565+2.92218e-16j 0.000470649-8.09641e-18j 0.000116369+3.80075e-18j 0.000356463+7.4252e-17j 0.000739922+6.29613e-18j -0.000721235+1.95753e-17j -0.000922262+1.64168e-16j 0.000108002-5.06846e-17j 0.000168741-1.05739e-16j 0.000395378-5.46304e-17j 0.00131045+1.81039e-17j 0.000636242+8.70785e-17j 0.000699735+1.42489e-16j -0.00136273-1.9997e-16j -0.000545073+9.46066e-18j 0.000145526-7.79378e-17j -0.000920074-1.29211e-15j -0.000428197-1.24381e-15j 0.000617631+3.90227e-16j 0.000130723+4.59703e-16j -0.00096276-2.82345e-15j 0.00057454+3.7656e-16j 0.00018469-1.41433e-16j -0.00055208+1.09925e-16j 0.00024011+1.20838e-16j -0.000760168-1.27706e-16j 0.000703982+2.7197e-16j -0.00112681-1.84593e-16j -0.000199608+1.67078e-16j 0.000131881-1.15441e-16j 0.00036358+1.32017e-17j -0.000390052-2.10246e-16j -0.000728585+1.05555e-16j 0.00131872+2.83936e-16j 0.000258615-4.08423e-17j 
0.000206175+2.38305e-16j 5.23432e-05+2.41781e-16j 0.00141639+9.20365e-17j 0.000212726-5.64506e-18j 0.000268307+1.78739e-16j -0.00202255-4.30959e-16j -5.82043e-06-2.29433e-16j 0.000306122-2.68016e-16j 0.00145981+2.01409e-16j -0.000567659-1.2422e-16j 0.000408065+3.16987e-16j -0.00172863-4.64028e-16j 0.000929049+2.68449e-16j -0.000449525-3.7713e-17j 0.000890665-1.80976e-16j -0.000545949-8.40326e-17j 0.00231779-2.23766e-16j 0.00553134-3.06099e-15j -0.00171431-7.44464e-16j -0.0016222+2.34636e-17j -0.00105778+7.58552e-17j 0.00101363-2.16921e-16j -0.000738186-8.58576e-17j -0.000161761-1.019e-16j -0.000548409-2.36129e-16j -0.0008264-2.44593e-16j 4.64127e-05+3.73403e-17j -0.000210139-1.79188e-16j 0.00193907-7.62457e-16j 0.00117503+1.56154e-16j 0.00291838-7.67183e-16j 0.00278248-2.56865e-16j 0.0024514+2.81848e-16j 0.00221652+6.24687e-17j 0.00142181-2.50366e-16j 0.00251389+7.93302e-16j -0.000166491-2.75855e-16j -0.00145808-2.10079e-15j -0.00131115-1.6481e-15j -0.000280278-1.63051e-16j -2.81005e-06-1.12342e-15j 0.00252569+7.73675e-15j 0.00285464+2.17435e-16j -0.0044528-6.55098e-16j -0.00230835-5.34276e-16j -0.000551616-1.41948e-16j 0.000103381+1.03334e-17j 0.00164818+2.0971e-16j -0.00124738+1.03529e-16j 0.00227932+2.89878e-16j 0.00112536+3.67229e-16j 0.000178281-1.02076e-16j -0.000245582+6.92258e-17j 0.000434717-1.55574e-16j -0.000250799-2.79852e-16j -0.00100279+1.70556e-16j 
-0.00209526-3.33546e-15j -0.000413955-5.90935e-16j 0.00149272+1.41464e-15j 0.000469589+4.54267e-16j -0.00160679-1.54855e-15j 0.000555241+5.89249e-16j 0.000563995+4.64573e-16j 0.00148404+1.31502e-15j 0.000898366+6.77148e-16j 9.07157e-05-1.58165e-16j -0.00229853-1.94591e-15j 0.00223089+2.17744e-15j 0.000557102+4.00533e-16j -0.000177249-3.05458e-16j -0.000618768-2.07722e-16j 0.00173043+1.34671e-15j 0.000516862+2.48432e-16j -0.000288273+6.72673e-17j 6.2522e-06+1.4316e-16j 0.00110459+1.11433e-15j -0.00115663-9.46763e-16j 0.00103419+1.17808e-15j 0.000172585+2.91443e-16j -0.000593702-4.92908e-16j 0.00149549+1.73813e-15j 0.00112453+9.68286e-16j 0.00060892+1.22069e-16j 0.00235291+2.50454e-15j -0.00108597-3.63201e-16j -0.000834045-6.17773e-16j -0.00104759-9.90193e-16j 0.00117511+1.0312e-15j 0.000276346+1.61194e-17j 0.00134197+1.43687e-15j -0.00295044-2.60324e-15j 0.000256816+4.92652e-16j -0.00141339-1.83112e-15j -0.00173169-4.54525e-15j -0.00236375-5.03719e-15j -0.000333695-1.25894e-16j 0.00040117+1.41663e-15j -0.00327601-1.26358e-14j 0.0020838+2.2941e-15j 0.000809043+7.98321e-16j 0.00300434+2.90671e-15j 0.00187773+1.94296e-15j -0.000385594-5.26546e-16j 0.000229842+3.50406e-16j -0.00166803-1.40627e-15j -9.3011e-05-1.13894e-16j -0.00150082-1.27475e-15j 0.000251045+2.53435e-16j -0.00186839-1.8655e-15j 0.00175226+1.56234e-15j 0.00295871+2.8231e-15j -0.000322376-1.38932e-16j 
0.000785677+6.42601e-16j 0.00152121+2.60802e-16j -0.00195014+9.99593e-17j -5.89989e-05+7.51994e-17j 0.00178377+6.23608e-17j 0.00189202+5.6664e-17j -0.0030453-7.97912e-17j -0.0018621-7.36851e-17j -0.000846979+1.89543e-16j -0.00178268-1.72159e-17j 0.00249178-8.83414e-18j -0.000896516-5.73413e-17j 2.88613e-05+4.33748e-17j -0.000596701-1.12176e-16j -0.000209442+2.77646e-16j 0.0021049-3.95982e-16j 0.00144718-3.83854e-16j -0.000242298+3.22459e-16j 0.000735131-1.12879e-16j -0.0006318-1.1721e-16j 0.00160863-2.49766e-17j -0.00132091+9.01656e-17j 0.00197443+1.58334e-16j 0.000832977-1.07921e-16j -0.000107349+1.28745e-16j -0.000643791-5.97675e-17j -0.0022541-1.62778e-16j -0.00154268-1.72649e-16j -0.00285385+9.16059e-16j 0.00226646+1.50719e-16j -0.00108013+1.48445e-16j -2.19197e-05+3.22293e-16j -0.00100651+3.16014e-16j 0.00137567+2.21103e-16j 0.000857265-7.59724e-17j -9.04549e-05-1.7163e-16j -0.000356136+7.4775e-17j 0.000432012+2.14182e-15j 0.0029495+2.03497e-15j 0.00233672+1.15113e-15j -0.00238098-1.65131e-16j 0.000166193+1.29029e-15j -0.00186751+1.96798e-17j -0.000159499-1.38735e-16j -0.00207269-2.29007e-16j 0.000185252-8.75368e-17j -0.000597734-3.56228e-18j -0.000622364-8.10232e-17j 0.00213472-4.59768e-17j -0.00243002-4.43767e-17j 0.0035136+1.35164e-17j -0.000618064-6.06558e-17j 0.00133678-4.50808e-18j -0.00204767+1.10137e-16j -0.0019862+6.16619e-17j 0.00204857-1.88055e-16j 
-0.00061538-1.65393e-15j 0.00101907+1.13292e-15j 0.00148472+2.22503e-15j -6.41241e-06-1.17466e-16j -0.000572045-1.22869e-15j -0.00216432-3.26743e-15j -0.00038329-4.28154e-16j -0.00140707-1.64482e-15j 0.000143222+6.91322e-16j -4.58195e-05+4.02804e-16j 0.00218987+3.01362e-15j -0.00122777-1.60028e-15j 0.0001587+2.10222e-16j 6.66434e-05+2.39531e-16j -0.00097998-9.44576e-16j 0.00129216+1.74397e-15j -0.000950373-1.70493e-15j 0.00267709+1.76382e-15j 6.78726e-05-2.41199e-16j 0.000641614+1.31572e-15j 0.000688527+9.92445e-16j 0.00223457+3.82333e-15j -0.00044504-5.74075e-16j -0.000673678-1.01456e-15j 0.000747214+1.51174e-15j 4.68333e-05+4.96279e-16j -0.000482663-9.56401e-16j 0.00200102+2.82489e-15j -4.26462e-05+2.35979e-16j -0.00084609-1.38257e-15j 0.000792616+1.13745e-15j 0.000527252+9.0689e-16j -0.00109727-1.31784e-15j 0.000740547+9.35662e-16j 4.65506e-05-5.85935e-18j -0.00104231-1.60235e-15j 0.000751782+1.36431e-15j -6.03253e-05-2.47601e-16j -0.000502395-1.48765e-15j 0.00174399+3.54348e-15j -0.000621095-7.58772e-16j 0.000550417+2.00637e-15j 0.0024645+3.83809e-15j -0.000476112-4.25933e-16j -0.00155594-2.29553e-15j -0.00100699-1.52488e-15j -0.000921013-1.53797e-15j 0.00128026+1.87156e-15j 0.0016521+1.74375e-15j 0.00171223+2.50346e-15j 0.000768346+7.84203e-16j -0.000174139+3.86582e-17j -0.00112791-1.82671e-15j -0.000425736-5.50083e-16j 0.000210713+8.71363e-16j 9.1097e-05-1.25072e-16j 
-0.0018893-1.82834e-15j -0.00100032-2.40303e-16j -3.10929e-05+5.07473e-16j -0.000272229-5.99421e-17j -0.00122338-5.08093e-16j 0.000755197-4.66302e-16j 0.000375478+3.52234e-17j 0.00131834-7.92989e-17j 0.00190413+3.1559e-16j 0.00189052+3.71138e-16j -0.000963604+6.01339e-16j 0.00144386-5.84452e-17j -0.000578216-1.82854e-16j 0.000575553+6.04503e-17j 0.000493024-6.65367e-17j 0.000906816+6.50862e-16j -0.00141279-4.936e-16j -0.00149166+1.46486e-15j 0.000356537+2.95014e-16j 0.00206701+6.51506e-16j 0.000193218+3.19802e-16j 0.00147005+1.28195e-15j 0.000957046+3.78373e-17j -0.000780523-4.71638e-16j 0.00153372+6.18508e-16j 0.00239606+8.24751e-16j -0.000715059-4.34183e-16j -0.00126562+4.53173e-16j 7.52215e-05-1.23595e-16j -0.000908819-5.98422e-16j -6.28792e-05+1.50806e-16j 0.000937123+2.14351e-16j 0.00151866-1.13774e-16j -0.000722496-1.04614e-17j -0.000522682+5.77618e-17j 0.000291431-2.11526e-16j 0.000377628+4.96483e-16j 0.00111804+3.43396e-16j -0.00130561-5.9153e-16j 7.77971e-05+8.39175e-16j 0.00152515+1.54245e-15j -0.00339557-1.09475e-14j -0.000138343+8.42922e-16j 0.001924+4.23912e-16j 3.85316e-05-3.83431e-16j -0.000228926-3.86347e-16j -0.00028724-4.6323e-16j -0.0011683+2.28258e-16j -0.00269205-1.61892e-17j -0.00101989+3.28958e-16j -0.00130672-5.61112e-17j 0.001018+2.22437e-16j -0.000385524-5.03085e-16j 0.000625239+3.30167e-17j 0.00209062+5.2309e-16j -0.000446344-7.05522e-17j 
