-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
-2.20731e-15-0.000693353j -9.21904e-17+0.000896161j -2.99333e-17-0.000775805j 4.24831e-17+0.000715728j 4.62077e-17+0.000979834j 1.18811e-17+0.000276867j 2.99928e-17+0.00076033j -1.61982e-17-0.000132711j 2.25812e-17+0.000328478j -1.82058e-16-0.00104184j -3.47388e-17-0.000222646j -3.92332e-17-0.000184165j -2.48956e-17-0.000721404j -3.25739e-17-0.000799115j -1.32012e-17-0.000793425j 1.90238e-17+0.000854536j 2.74728e-17-0.000152471j -1.57937e-17-0.000275376j -5.68509e-17+0.000383017j 6.28811e-17-0.000327035j 4.18815e-16+0.00105092j 1.27345e-17+0.000403147j 1.61714e-17+1.92293e-05j -1.25089e-16-0.000920109j -3.26584e-17+0.000516908j -8.00638e-17-0.000339905j -3.8511e-17-0.001476j 1.8564e-17-0.000114133j 3.82554e-17-0.000493714j -1.55826e-16-0.00032266j -3.1016e-18+0.000279172j -9.80223e-17+0.000869485j 3.19023e-15-0.000275638j 1.47168e-17-0.000250536j 9.30029e-17-4.78277e-05j -6.00299e-15-0.000720945j -3.06545e-16-0.000480054j 8.92653e-17-0.000231618j -1.55157e-16+7.49221e-05j 2.54916e-17-0.000115428j -1.04687e-16+0.000732389j 6.00382e-16-0.000814347j -6.07382e-18-0.000278924j 2.69133e-17+0.000230304j 2.22336e-17-0.000627552j 4.09638e-17-0.000476202j 2.02528e-16-0.00033147j 2.93315e-17-0.000110567j -7.21597e-18+0.00039257j 6.93667e-16+0.000772583j 7.31395e-17-0.00107401j 1.49195e-16+0.000748911j -6.27199e-17-0.000438125j -2.19034e-16+0.000792697j -9.51071e-17-1.22899e-05j 3.95378e-17+0.00040841j -5.91122e-15-0.00062748j -1.01655e-16-0.000421582j -1.56553e-16-0.000741412j 4.43724e-18-7.74629e-06j -2.61907e-17+0.000194679j -1.40944e-16-0.00089285j 5.47215e-17+0.000542014j 2.11495e-17+0.000318585j 5.61987e-17+0.000910478j -2.04176e-17-0.000125233j -4.10971e-18+0.000223697j -6.28072e-16-0.000953621j 9.52786e-18+0.000219183j -1.42542e-17-0.000378075j 6.78423e-17+0.000773556j 2.40548e-17+0.000275399j 4.56682e-17+0.000838551j -3.13128e-17-0.000792435j -7.2471e-17-0.000659315j 1.83612e-17-0.000894132j -9.98755e-16-0.000635178j 
-2.66159e-15-0.000858731j -2.08517e-16+0.00111995j 3.86402e-17-0.000954568j -2.72421e-17+0.000905269j -3.97395e-17+0.00120969j -1.3886e-17+0.000343667j -4.54125e-17+0.000955495j 5.98464e-18-0.000194951j -9.63328e-19+0.000395212j -1.19438e-16-0.00129339j -1.49891e-17-0.000293533j -3.22762e-17-0.000220532j 5.06992e-17-0.000913595j 3.23438e-17-0.000969284j 6.22155e-17-0.000975377j -7.48354e-17+0.00108737j 4.10782e-17-0.000176975j -1.01894e-18-0.000321956j -1.19372e-16+0.00050136j 1.11335e-16-0.000405966j 4.12711e-16+0.00129848j -1.54232e-17+0.000477262j 1.91972e-17+2.22728e-05j -5.6808e-17-0.00115541j -8.88871e-17+0.000623938j -5.60229e-17-0.000466848j 9.90999e-17-0.00182358j 3.45157e-17-0.00014035j 9.63603e-17-0.000615522j -1.59537e-16-0.000380111j -3.80418e-17+0.000348401j -2.18165e-16+0.00108767j 4.05969e-15-0.000348793j 4.51914e-17-0.000312868j 1.26825e-16-6.81109e-05j -7.54757e-15-0.000916585j -3.32588e-16-0.000622423j 9.92506e-17-0.000241951j -1.64994e-16+8.99811e-05j 3.16846e-17-0.000134256j -1.92159e-16+0.000890695j 8.19078e-16-0.00100159j 1.70521e-17-0.000334652j 9.43839e-18+0.000287559j 9.0926e-17-0.000777572j 1.00669e-16-0.000590791j 2.87501e-16-0.00041174j 5.89615e-17-0.000159273j -5.4024e-17+0.000499077j 7.85686e-16+0.000968438j 2.05051e-16-0.00135016j 1.09821e-16+0.000895136j -2.77503e-17-0.000563748j -3.54535e-16+0.000984077j -1.17119e-16-1.44961e-05j -7.59479e-19+0.000531037j -7.37222e-15-0.000790026j -8.65154e-17-0.000516144j -1.22233e-16-0.000907427j -2.04136e-18+1.17877e-05j -5.74484e-17+0.000251506j -8.77186e-17-0.00109602j 4.0163e-18+0.00069127j -1.69355e-17+0.000422848j -2.18302e-17+0.00112546j -8.85229e-18-0.000163525j -2.02962e-17+0.000263602j -6.8385e-16-0.00119255j -1.65728e-17+0.000285961j 1.11797e-17-0.000443872j 6.29695e-18+0.000957066j 4.0293e-19+0.000344711j -3.43945e-17+0.00105547j 3.88985e-17-0.00097466j -1.79123e-17-0.000833001j 1.15546e-16-0.00111096j -1.18499e-15-0.000796503j 
7.40862e-17+3.44233e-05j 2.24939e-17-0.000140039j -1.33152e-17-2.1284e-05j 1.47446e-17-0.000214799j 1.39312e-17-1.19711e-05j 8.50559e-18-2.10094e-05j 1.78893e-17-0.000169275j -7.97951e-18+0.000297833j 8.87581e-18+9.42899e-05j -9.4766e-18+8.07773e-05j 1.06837e-17+0.000180372j -8.47981e-18-6.28478e-05j -2.13733e-17+0.000227431j -1.53965e-17-0.000154904j -2.85282e-17-3.00656e-05j 2.37664e-17-0.000318722j 3.04985e-17-0.000105398j 1.17544e-17-0.000168232j 7.85109e-18-0.000275987j -1.06502e-17+2.50649e-05j 1.17675e-17-2.26096e-05j -2.87853e-19+0.000189878j -5.19867e-18+1.37385e-05j -3.47054e-18+0.000196481j 3.75497e-17+0.000129187j 8.44861e-17+0.00045365j -2.44745e-17+3.0649e-05j -7.072e-18-3.90525e-06j 1.11852e-17+6.30585e-05j -8.03615e-17-0.000169758j 5.3373e-17-3.90122e-05j 6.81211e-17-0.00014597j -9.04929e-16+8.42546e-05j -1.22287e-17+3.69553e-05j -3.72634e-17+8.68882e-05j 2.13836e-15+0.000261291j 1.22713e-16+0.000289197j 1.53051e-16-0.000416169j -3.10972e-16+2.30504e-05j 7.36616e-17-7.71473e-05j -2.71701e-17+0.00011964j -8.92323e-18-2.61481e-05j -1.17764e-17-8.89937e-05j 8.96931e-19-3.35536e-05j -1.32327e-17+3.43638e-05j -2.58872e-17+3.32242e-05j -4.29263e-17+2.79667e-05j -2.94436e-17+0.000218154j 1.23174e-17-0.00014206j -1.05125e-16-0.000148622j -8.77932e-18+0.000243494j 1.23251e-16+0.00027138j 1.87511e-17+0.000222882j 4.94963e-17-6.13305e-05j 7.15579e-18-6.29464e-06j -6.88174e-18-0.000260372j 1.41804e-15+0.0001538j 4.08725e-18-3.61367e-05j -1.77988e-17-6.62755e-05j -1.15416e-18-0.000203217j 1.74837e-17-0.000108625j -1.68259e-17-4.88672e-05j 1.98979e-17-0.000217125j 4.23466e-18-0.000285051j 1.97257e-17-2.43877e-05j -6.20212e-18+8.64025e-05j -1.50692e-17+0.000116972j 7.56202e-17+0.000156579j 9.32244e-18-0.000148936j -9.47813e-18-0.000213385j 1.29625e-17-2.89073e-05j 6.08402e-18-4.81884e-05j 1.19118e-17-0.000202645j -1.82243e-17-2.52657e-05j 1.02398e-18+0.00018916j -3.03501e-17+7.83275e-05j 1.88685e-16+0.000125077j 
8.33449e-16+0.000255278j -4.94213e-18-0.00036451j 4.20547e-17+0.000264004j -4.78611e-17-0.000328361j -5.78878e-17-0.000347488j -1.46494e-17-0.000104564j -4.35443e-17-0.000327514j 1.51143e-17+0.000154213j -1.83781e-17-8.09326e-05j 1.11412e-16+0.000394092j 3.02489e-17+0.000143221j 1.81409e-17+4.17647e-05j 3.98289e-17+0.000334919j 4.06279e-17+0.000223833j 3.13503e-17+0.000266998j -4.50732e-17-0.000414567j 6.51298e-18+1.5273e-05j 1.94465e-17+3.55883e-05j -1.01438e-18-0.000233972j -9.84659e-18+0.000123601j -1.92754e-16-0.000376234j -1.9853e-17-7.25061e-05j -8.17855e-18-1.7649e-06j 9.01984e-17+0.000393314j 3.10382e-18-0.000134301j 8.39163e-17+0.00028314j 7.53041e-17+0.000528013j -3.72208e-18+3.85589e-05j 1.53559e-17+0.000195719j 3.7381e-17+5.15963e-05j 6.35375e-18-0.000111884j 1.47509e-17-0.000357313j -1.42983e-15+0.000127011j 3.06073e-18+0.000101111j -4.20219e-17+4.81801e-05j 2.91538e-15+0.000347006j 1.80384e-16+0.000272735j 2.66674e-17-6.94225e-05j -6.12371e-17-1.79013e-05j 2.1634e-17+1.2519e-05j -5.50118e-18-0.000213221j -1.75375e-16+0.000275743j 9.30313e-18+6.54934e-05j -2.07104e-17-9.27945e-05j 1.79053e-17+0.000232212j -4.37892e-19+0.000178794j -7.01597e-17+0.000126204j -1.12593e-17+0.000117635j -1.45241e-17-0.000188873j -3.20638e-16-0.000324335j 2.71102e-17+0.00046422j -3.77167e-17-0.000164119j 5.40536e-17+0.000234063j 5.57524e-17-0.000299804j 3.63527e-17+2.02723e-06j -4.099e-17-0.000237217j 2.61607e-15+0.00027539j 5.63563e-17+0.000134575j 8.22348e-17+0.000235684j -5.71784e-18-7.07961e-05j 4.05858e-18-0.000107473j 8.46595e-17+0.000295018j -4.20859e-17-0.000268365j -2.67655e-17-0.000214686j -5.62506e-17-0.00032769j 1.25998e-17+7.51135e-05j -1.226e-17-3.60311e-05j 2.95745e-16+0.000390617j -1.3382e-17-0.000130637j 1.51868e-17+5.52224e-05j -5.63682e-17-0.000281372j -2.02694e-17-0.000113881j -5.55842e-17-0.00036698j 4.14708e-17+0.000268388j 6.0871e-17+0.00029933j 2.66113e-17+0.000341477j 4.50714e-16+0.000267696j 
-3.98937e-15-0.00128372j -2.46129e-16+0.00183774j 5.89407e-18-0.00132465j 1.17231e-17+0.00166009j 1.19973e-17+0.00174561j -7.54461e-18+0.000526183j -1.72249e-17+0.00165347j -2.17544e-18-0.000789873j 1.04754e-17+0.000401527j -2.55232e-16-0.00198321j -6.79048e-17-0.000728578j -4.6248e-17-0.000206468j 3.2079e-17-0.00169367j 3.6599e-18-0.00111599j 6.43541e-17-0.00133923j -5.44313e-17+0.00209838j -3.9468e-18-7.12258e-05j -4.07995e-17-0.000169982j -1.36636e-16+0.00118927j 1.45315e-16-0.000621992j 6.68028e-16+0.00189051j 8.7914e-18+0.000354249j 3.75672e-17+8.14968e-06j -1.69438e-16-0.00198531j -1.47868e-16+0.000667718j -2.75246e-16-0.0014454j 4.33704e-17-0.00265313j 5.07994e-17-0.00019343j 6.92371e-17-0.00098612j -1.12919e-16-0.000250291j -1.18164e-16+0.000563874j -3.40575e-16+0.0018019j 7.31514e-15-0.000642189j 6.04215e-17-0.000509668j 2.36915e-16-0.000246457j -1.45163e-14-0.00175613j -7.41911e-16-0.00138461j -1.26594e-16+0.000370223j 3.05288e-16+8.86988e-05j -8.91744e-17-5.88622e-05j -1.63261e-16+0.00106452j 1.10783e-15-0.00138335j 2.18995e-17-0.00032427j 3.49179e-17+0.00046773j 9.20202e-17-0.00116789j 1.41939e-16-0.000899577j 4.51467e-16-0.000635213j 1.15537e-16-0.000602055j -5.55991e-17+0.000955843j 1.37968e-15+0.00163644j 1.96745e-16-0.00234383j 4.31363e-18+0.000810071j -1.21933e-16-0.00118697j -5.13646e-16+0.00150871j -1.80214e-16-9.85343e-06j 5.9588e-17+0.00120476j -1.30152e-14-0.00139092j -1.68587e-16-0.000673922j -2.10769e-16-0.0011801j 6.49479e-18+0.000366067j -8.93092e-17+0.000545338j -1.78161e-16-0.00147896j 3.12013e-17+0.00135892j 9.95959e-18+0.00109289j 2.15542e-17+0.00164683j -1.72047e-17-0.000381684j 1.32976e-17+0.000174866j -1.20109e-15-0.0019697j -1.30727e-17+0.000663753j 5.24176e-18-0.000266235j 6.05947e-17+0.00141447j 1.79454e-17+0.000574382j 1.74533e-17+0.00185339j 1.32956e-17-0.00134646j -9.6882e-17-0.00151297j 1.29718e-16-0.00171887j -2.07883e-15-0.00135079j 
1.25319e-16+5.21726e-05j 5.75046e-17-8.16977e-05j -3.83721e-17+4.94488e-05j 3.97698e-17-8.06194e-05j 4.82932e-17-6.82539e-05j 1.47846e-17-2.19177e-05j 4.23483e-17-7.68485e-05j -1.31069e-17+5.34672e-05j 1.42357e-17-8.20523e-06j -4.29898e-17+8.27322e-05j -1.10585e-17+4.20316e-05j -6.48856e-18+3.10995e-06j -4.25068e-17+8.28904e-05j -3.68159e-17+3.10814e-05j -4.24735e-17+4.9333e-05j 5.18837e-17-0.000105551j -2.69696e-18-5.39258e-06j -7.37536e-18-6.43606e-06j 3.0117e-17-6.71851e-05j -2.27765e-17+2.59264e-05j 2.64837e-17-7.46645e-05j 1.52337e-17+1.00047e-06j -1.2033e-18+7.46672e-07j -4.23315e-17+9.17488e-05j 3.09587e-17-1.57773e-05j -8.681e-18+9.07848e-05j -7.56478e-17+0.0001047j -7.94994e-18+7.15911e-06j -2.70091e-17+4.29052e-05j -1.39651e-17-3.45634e-06j 2.29996e-17-2.47618e-05j 6.35023e-17-8.07736e-05j -3.6712e-16+3.12765e-05j -1.61662e-17+2.25122e-05j -1.61253e-17+1.62163e-05j 6.84751e-16+8.79144e-05j 8.8822e-18+7.57398e-05j 1.40841e-17-4.64201e-05j -3.26403e-17-1.64101e-06j 5.13362e-18-3.68766e-06j 3.71825e-17-3.18197e-05j -8.23008e-17+5.13372e-05j -1.34189e-17+5.63442e-06j 1.05641e-17-2.0632e-05j -3.56601e-17+4.77001e-05j -3.12125e-17+3.72631e-05j -3.73522e-17+2.66604e-05j -1.65875e-17+4.00694e-05j 2.50332e-17-4.78387e-05j -2.08647e-17-7.45964e-05j -6.52867e-17+0.000109208j 4.00024e-17-1.02866e-05j -1.96605e-17+6.29951e-05j 6.32744e-17-6.29286e-05j 7.03865e-18-1.06075e-07j 2.23175e-17-6.65765e-05j 5.77966e-16+6.55264e-05j -1.2844e-17+2.32028e-05j -2.77676e-17+4.03988e-05j 3.4817e-18-2.98137e-05j 1.64622e-17-2.9423e-05j -3.66406e-17+5.32705e-05j 3.10552e-17-6.91829e-05j 2.12515e-17-6.41676e-05j 4.5271e-17-6.54029e-05j -7.66199e-18+2.13946e-05j 6.73685e-18+2.28895e-06j 2.76963e-18+8.8065e-05j 1.49101e-17-3.71035e-05j -1.48301e-17-6.21061e-06j 3.67079e-17-5.67896e-05j 1.41046e-17-2.58758e-05j 4.50247e-17-8.71366e-05j -3.97596e-17+4.99825e-05j -3.2007e-17+7.29649e-05j -5.22488e-17+7.2347e-05j 6.14228e-17+6.17604e-05j 
-8.58507e-16-0.000266831j -6.33569e-17+0.000217269j 1.02672e-17-0.000378431j -4.89813e-18+3.60177e-05j -1.39291e-17+0.000426064j 1.22875e-18+9.68484e-05j -7.69791e-18+0.000116941j -3.88687e-18+0.000337911j 6.4189e-18+0.000274126j -3.64593e-17-0.000362139j 1.48337e-17+0.000140456j -2.04972e-17-0.000167025j 4.57916e-18-2.17067e-05j 4.47015e-18-0.000567409j -1.75059e-18-0.000398109j -1.3358e-17-4.01589e-05j 5.89548e-17-0.000209557j 1.96093e-17-0.000348925j -4.23018e-17-0.000195807j 3.24487e-17-0.000114066j 1.47184e-16+0.000443927j -1.20993e-17+0.00043548j -3.72129e-19+2.70243e-05j -6.6585e-18-0.000152689j 1.03885e-17+0.000405744j 1.05628e-16+0.000452543j 3.06431e-17-0.000624964j 5.02534e-18-5.67067e-05j 6.04141e-17-0.000138519j -1.64068e-16-0.000372295j 5.38527e-17+7.38442e-05j -3.73995e-18+0.000197312j 2.47543e-16-1.18241e-05j 4.73998e-18-6.36721e-05j -3.20948e-18+9.44697e-05j 1.92845e-16+2.37236e-05j 5.82998e-17+0.000169673j 2.47617e-16-0.000660327j -4.88858e-16+6.45871e-05j 1.14355e-16-0.000155113j -1.20446e-16+0.000490208j 3.02476e-16-0.000402316j -5.40895e-18-0.000244696j 8.20511e-20+5.90879e-05j 2.71639e-17-0.000237224j 1.04835e-17-0.000170464j 5.265e-17-0.000112191j -1.50557e-17+0.000241482j -1.13653e-17-1.26268e-05j 1.27235e-16+0.000150052j 8.51103e-17-0.000159333j 1.97607e-16+0.000700324j 2.56462e-17+0.00010002j -7.70912e-17+0.000275713j -3.28298e-17-1.39517e-05j -1.95083e-17-0.000163497j -7.3536e-16-7.76737e-05j -1.83891e-17-0.00023846j -5.575e-17-0.000423005j -3.81795e-18-0.000274909j -1.52733e-18-5.72487e-05j -3.87984e-17-0.000468076j 1.68671e-17-4.54612e-05j -8.65947e-18-0.000236982j 1.78946e-18+0.00037819j -8.70994e-18+5.88994e-05j -3.14001e-17+0.000257148j -1.27053e-16-0.000221101j 1.42686e-18-0.000100033j -3.53197e-18-0.000455563j 5.32598e-18+0.000310381j 2.93792e-18+5.98862e-05j -1.36204e-17+0.000107661j 3.89739e-18-0.000391252j 8.77918e-18-4.48096e-05j 1.80196e-17-0.000298774j -1.61264e-16-0.000119509j 
-1.85733e-15-0.000587623j -1.85784e-16+0.000474354j 5.96953e-17-0.000835972j -4.97818e-17+7.15862e-05j -7.84344e-17+0.000939872j -1.09645e-17+0.000212969j -5.70776e-17+0.000251856j 3.84139e-18+0.00075672j 3.84775e-19+0.000608459j -2.81365e-17-0.000796261j 4.77934e-17+0.000316621j -3.78473e-17-0.000370933j 4.93755e-17-3.95374e-05j 4.51761e-17-0.00125796j 3.32916e-17-0.000879724j -7.7084e-17-0.000100358j 1.36496e-16-0.000466365j 5.36752e-17-0.000776261j -1.17578e-16-0.000442298j 8.7751e-17-0.000250818j 2.73357e-16+0.000978905j -4.24806e-17+0.00096808j -1.66689e-18+6.01476e-05j 3.4312e-17-0.000329751j 1.70693e-18+0.000900222j 2.62335e-16+0.00101545j 1.39608e-16-0.00137815j 1.6335e-17-0.000125294j 1.59225e-16-0.000303388j -3.52804e-16-0.000827894j 1.06338e-16+0.000161537j -5.13499e-17+0.000430092j 5.28272e-16-2.29952e-05j 2.30446e-17-0.000139163j -4.29962e-18+0.00021169j 5.45032e-16+6.19722e-05j 1.62715e-16+0.000385105j 5.54766e-16-0.00147264j -1.09353e-15+0.00014339j 2.59128e-16-0.000345169j -3.00168e-16+0.00108628j 7.06541e-16-0.000888865j -5.77349e-19-0.000543313j -1.17582e-17+0.000129171j 9.08949e-17-0.000522284j 4.61846e-17-0.000374988j 1.31425e-16-0.000246573j -2.43451e-17+0.000540973j -4.68092e-17-3.30946e-05j 2.36021e-16+0.000325692j 2.45162e-16-0.000342684j 4.09661e-16+0.00155558j 8.33869e-17+0.000228943j -2.08395e-16+0.000606235j -7.17212e-17-3.10226e-05j -6.87324e-17-0.000370416j -1.53682e-15-0.000165765j -2.05548e-17-0.000527606j -8.87906e-17-0.000936002j -1.23321e-17-0.000614196j -1.45234e-17-0.000130344j -4.35679e-17-0.00103483j 6.89679e-18-0.000108321j -4.0499e-17-0.000533502j -4.03955e-17+0.000833759j -1.15177e-17+0.000133169j -7.83602e-17+0.000571825j -2.27677e-16-0.000482202j -1.03448e-17-0.000226251j 5.90547e-18-0.00101327j -2.62324e-17+0.000683941j -7.7771e-18+0.000130394j -7.48935e-17+0.000230149j 4.61875e-17-0.000864414j 5.56311e-17-9.19333e-05j 8.40487e-17-0.000656506j -3.15265e-16-0.000259151j 
-2.53935e-15-0.000846034j -2.57087e-16+0.00129521j 8.03639e-17-0.000820398j -7.39215e-17+0.00125178j -8.78861e-17+0.00111818j -3.66304e-17+0.000353169j -9.73048e-17+0.00120542j 2.77923e-17-0.000776772j -2.57485e-17+0.000167331j -6.28412e-17-0.00133259j -2.78382e-17-0.000629117j -8.28256e-18-7.27412e-05j 1.08768e-16-0.00128477j 7.80497e-17-0.000564317j 1.32692e-16-0.000821513j -1.3959e-16+0.00162599j -2.17324e-17+5.24378e-05j -1.9687e-17+4.79957e-05j -1.35918e-16+0.00100984j 1.30344e-16-0.000417688j 3.23839e-16+0.00121993j -2.11722e-17+4.88222e-05j 2.75191e-17-7.55467e-06j -2.0061e-17-0.00144107j -1.6728e-16+0.000303834j -2.08077e-16-0.00133682j 1.7504e-16-0.00171103j 4.81981e-17-0.000119059j 7.72089e-17-0.000683808j 2.37934e-17-1.52387e-06j -1.49176e-16+0.000393745j -3.57217e-16+0.00127797j 5.50354e-15-0.000485313j 7.1976e-17-0.000357463j 1.91883e-16-0.000236774j -1.1117e-14-0.00135574j -5.33574e-16-0.00114597j -2.17493e-16+0.000620217j 4.76152e-16+3.49068e-05j -1.17854e-16+3.41154e-05j -1.35515e-16+0.000564336j 7.78218e-16-0.00085312j 4.50013e-17-0.000123239j 8.02135e-19+0.000327715j 1.24469e-16-0.000772514j 1.55115e-16-0.000601292j 3.54877e-16-0.00042876j 1.17618e-16-0.000583864j -8.46697e-17+0.000737771j 9.02264e-16+0.00117549j 2.31681e-16-0.00171199j -1.64501e-16+0.000262431j -4.99851e-17-0.000959203j -4.40266e-16+0.00101364j -1.20116e-16-4.19671e-07j 6.03556e-19+0.0010052j -9.50953e-15-0.00102457j -7.66455e-17-0.000393944j -5.73878e-17-0.000687057j -1.43152e-18+0.000420364j -9.30433e-17+0.000446458j -2.42862e-17-0.00089272j -5.1857e-17+0.00106293j -3.45168e-17+0.000957111j -8.18195e-17+0.00106703j 8.42454e-18-0.000322087j 7.81496e-18+2.57366e-06j -7.46211e-16-0.00139422j -4.06317e-17+0.000558891j 3.61732e-17+2.87669e-05j -3.9476e-17+0.000923847j -1.90708e-17+0.000408908j -7.75286e-17+0.00136311j 9.08566e-17-0.000830542j -3.38363e-19-0.00113473j 1.88157e-16-0.00116267j -1.43543e-15-0.000972522j 
1.72015e-15+0.000553683j 1.95906e-16-0.000509092j -7.32532e-17+0.000748799j 6.56381e-17-0.00018403j 9.39365e-17-0.000861737j 1.89974e-17-0.000205392j 7.43967e-17-0.000322843j -1.1832e-17-0.000523613j 8.91326e-18-0.000501392j 4.1106e-18+0.000769164j -4.20905e-17-0.000188223j 2.73654e-17+0.000302692j -6.91046e-17+0.000161864j -6.06871e-17+0.00105876j -5.78611e-17+0.000783744j 9.82358e-17-8.51189e-05j -1.08927e-16+0.000365964j -4.54009e-17+0.000613131j 1.18877e-16+0.00024964j -9.08293e-17+0.000242072j -2.26185e-16-0.000903138j 4.33519e-17-0.000775669j -1.15936e-18-4.71184e-05j -4.82892e-17+0.000408773j 2.62016e-17-0.000747526j -1.9996e-16-0.000672754j -1.63037e-16+0.00127083j -2.04738e-17+0.000111833j -1.4653e-16+0.000310932j 2.72726e-16+0.000659263j -6.27393e-17-0.000168564j 9.84883e-17-0.000472105j -9.86248e-16+6.75598e-05j -3.17542e-17+0.000147069j -1.79961e-17-0.000144502j 6.75233e-16+8.82522e-05j -8.92204e-17-0.000190292j -4.20831e-16+0.00110946j 8.23755e-16-0.000117699j -1.96229e-16+0.000271336j 2.68341e-16-0.000922089j -6.59883e-16+0.000794229j -9.62991e-18+0.000445053j 1.48859e-17-0.000136095j -9.97143e-17+0.000494204j -6.37495e-17+0.000359561j -1.48516e-16+0.000239817j 2.77832e-18-0.000371428j 5.62449e-17-4.85264e-05j -2.6031e-16-0.000378588j -2.45688e-16+0.000446563j -2.94936e-16-0.00126508j -7.35338e-17-8.49209e-05j 2.29357e-16-0.000585511j 6.90691e-17+2.47405e-05j 6.65641e-17+0.000192883j 2.17271e-15+0.00023595j 1.48339e-17+0.000460021j 6.01684e-17+0.000814903j 1.17723e-17+0.000446316j 2.65288e-17+5.84605e-05j 1.71651e-17+0.000914455j 1.4317e-17-2.16354e-05j 4.58336e-17+0.000327601j 6.15688e-17-0.000772067j 4.59971e-18-7.33319e-05j 6.55748e-17-0.000455506j 2.33604e-16+0.000525388j 1.88388e-17+0.000123404j -1.49514e-17+0.000803771j 4.2902e-17-0.000638262j 1.49098e-17-0.000145309j 8.86923e-17-0.000321565j -6.39063e-17+0.000772471j -6.12149e-17+0.00018835j -1.07267e-16+0.000640657j 3.80887e-16+0.000305015j 
