2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
4.85479e-19+1.05159e-05j 2.72749e-19+9.38712e-06j -3.78464e-20+1.3335e-05j 2.81952e-21-9.69885e-06j 1.97275e-19+1.02407e-05j -1.109e-19-1.89089e-07j -2.14294e-19+1.45005e-07j 1.06678e-19-3.96954e-06j -4.30811e-20+4.78796e-06j 1.06434e-19+6.10653e-07j 9.31184e-20+3.20976e-06j 1.17849e-20-9.12119e-07j 1.79008e-19-4.30731e-07j 8.39837e-20-3.19393e-06j 1.02424e-20+7.24702e-06j -5.88005e-21-2.47151e-06j -2.46604e-18+4.79522e-07j -3.29519e-19+2.46676e-07j 1.90248e-19-3.41262e-06j -3.5107e-20+2.22566e-06j 3.34413e-19+3.7481e-07j -1.36355e-19-1.23224e-06j -1.6125e-19-2.51876e-06j -1.24781e-19-3.76729e-07j -1.85705e-20+2.32426e-06j -7.2053e-20-6.09847e-06j -1.1169e-19+9.26924e-06j -1.59107e-19+1.66665e-06j -3.58856e-18-8.99233e-06j 9.81189e-18+1.76495e-06j -3.46737e-17+1.98713e-05j -5.87535e-18-3.27703e-06j -1.85588e-19-1.34001e-05j 2.00003e-19+3.33219e-05j 6.65195e-20-9.11724e-06j -5.76653e-20+2.79249e-05j 3.05457e-20+2.50336e-05j -1.47889e-19+4.94526e-05j 2.13707e-19-5.80746e-05j -9.82192e-20-2.85613e-05j 6.61729e-19+4.15009e-05j -9.1258e-20+2.64471e-05j -7.22692e-19+2.89868e-05j -4.96685e-18-2.17669e-06j 6.11002e-18+4.18119e-05j 5.4741e-18-3.36076e-05j 3.79487e-19+5.83008e-05j 1.35126e-19-3.39149e-05j 1.33769e-18+1.08662e-05j 7.0441e-19+2.0107e-06j 2.09257e-17-3.80545e-07j 6.34771e-20-3.4019e-06j 6.8156e-19-6.68969e-09j -2.63503e-18+1.36673e-05j -5.00086e-19-4.01754e-05j -1.40616e-18+4.68954e-05j -1.50417e-19-4.57789e-05j 1.46372e-18+3.31935e-05j 3.4487e-18+1.45209e-05j 2.58827e-18+2.92636e-05j 3.90926e-19-3.46042e-05j 2.91664e-19+3.95186e-05j 1.75697e-19-1.57686e-05j -3.33437e-20+5.5988e-05j 2.00531e-20-4.25906e-05j 5.07351e-20+1.03014e-05j -2.97997e-20-6.04418e-06j -6.25647e-20-3.10246e-05j 5.89067e-20-2.73496e-05j 1.57293e-19-2.37464e-05j -4.31199e-19-1.43476e-05j 5.79908e-19+1.20187e-05j 
3.15323e-18+6.83017e-05j 1.77153e-18+6.09702e-05j -2.45816e-19+8.66123e-05j 1.8313e-20-6.29949e-05j 1.28132e-18+6.65146e-05j -7.20304e-19-1.22815e-06j -1.39186e-18+9.41819e-07j 6.92881e-19-2.57825e-05j -2.79816e-19+3.10982e-05j 6.91299e-19+3.96624e-06j 6.04812e-19+2.08477e-05j 7.65439e-20-5.92429e-06j 1.16267e-18-2.79764e-06j 5.45482e-19-2.07448e-05j 6.65256e-20+4.707e-05j -3.81915e-20-1.60527e-05j -1.60171e-17+3.11454e-06j -2.14026e-18+1.60218e-06j 1.23568e-18-2.21653e-05j -2.28023e-19+1.44559e-05j 2.17204e-18+2.43442e-06j -8.8564e-19-8.00354e-06j -1.04733e-18-1.63596e-05j -8.10467e-19-2.44689e-06j -1.20617e-19+1.50963e-05j -4.67991e-19-3.96101e-05j -7.25439e-19+6.02045e-05j -1.03342e-18+1.08251e-05j -2.3308e-17-5.8406e-05j 6.37291e-17+1.14635e-05j -2.25208e-16+0.000129066j -3.81609e-17-2.12846e-05j -1.20541e-18-8.70346e-05j 1.29904e-18+0.000216429j 4.3205e-19-5.92173e-05j -3.74541e-19+0.000181375j 1.98397e-19+0.000162596j -9.60553e-19+0.000321199j 1.38805e-18-0.0003772j -6.37942e-19-0.000185508j 4.29799e-18+0.000269552j -5.92729e-19+0.000171776j -4.69395e-18+0.000188272j -3.22601e-17-1.41378e-05j 3.96851e-17+0.000271572j 3.55548e-17-0.000218284j 2.4648e-18+0.000378669j 8.77656e-19-0.00022028j 8.68842e-18+7.05768e-05j 4.57521e-18+1.30597e-05j 1.35914e-16-2.47168e-06j 4.1229e-19-2.20957e-05j 4.42679e-18-4.34501e-08j -1.71148e-17+8.87705e-05j -3.24811e-18-0.000260943j -9.13312e-18+0.00030459j -9.76974e-19-0.000297338j 9.50699e-18+0.000215595j 2.23996e-17+9.43147e-05j 1.68111e-17+0.00019007j 2.5391e-18-0.000224757j 1.89438e-18+0.000256677j 1.14116e-18-0.000102418j -2.1657e-19+0.000363647j 1.30247e-19-0.00027663j 3.29529e-19+6.69082e-05j -1.93552e-19-3.92575e-05j -4.06363e-19-0.000201508j 3.82604e-19-0.000177638j 1.02163e-18-0.000154235j -2.80067e-18-9.31888e-05j 3.76655e-18+7.80622e-05j 
-2.44967e-18-5.30619e-05j -1.37626e-18-4.73662e-05j 1.90968e-19-6.7287e-05j -1.4227e-20+4.89392e-05j -9.95426e-19-5.16735e-05j 5.59587e-19+9.54122e-07j 1.0813e-18-7.31676e-07j -5.38282e-19+2.00298e-05j 2.17382e-19-2.41595e-05j -5.37053e-19-3.08128e-06j -4.69864e-19-1.61961e-05j -5.94651e-20+4.60244e-06j -9.03252e-19+2.17342e-06j -4.23772e-19+1.61162e-05j -5.16821e-20-3.65676e-05j 2.967e-20+1.24709e-05j 1.24433e-17-2.41961e-06j 1.66271e-18-1.2447e-06j -9.59969e-19+1.72197e-05j 1.77146e-19-1.12304e-05j -1.68741e-18-1.89124e-06j 6.88032e-19+6.21775e-06j 8.13646e-19+1.27094e-05j 6.29632e-19+1.90093e-06j 9.37042e-20-1.1728e-05j 3.63571e-19+3.07721e-05j 5.63576e-19-4.67714e-05j 8.02835e-19-8.40972e-06j 1.81074e-17+4.53742e-05j -4.95096e-17-8.90574e-06j 1.74959e-16-0.000100268j 2.96463e-17+1.65355e-05j 9.36456e-19+6.76151e-05j -1.00919e-18-0.000168138j -3.35649e-19+4.60045e-05j 2.90972e-19-0.000140906j -1.5413e-19-0.000126317j 7.4623e-19-0.000249532j -1.07834e-18+0.000293037j 4.95602e-19+0.000144117j -3.339e-18-0.000209408j 4.60477e-19-0.000133449j 3.64662e-18-0.000146264j 2.50621e-17+1.09833e-05j -3.08304e-17-0.000210978j -2.76216e-17+0.00016958j -1.91485e-18-0.000294179j -6.8183e-19+0.00017113j -6.74982e-18-5.48294e-05j -3.55437e-18-1.01457e-05j -1.05588e-16+1.92019e-06j -3.20298e-19+1.71656e-05j -3.43907e-18+3.37553e-08j 1.32961e-17-6.89637e-05j 2.52337e-18+0.00020272j 7.0953e-18-0.000236629j 7.58987e-19+0.000230995j -7.38575e-18-0.000167491j -1.74017e-17-7.32708e-05j -1.30601e-17-0.00014766j -1.97256e-18+0.000174609j -1.4717e-18-0.000199406j -8.86543e-19+7.95663e-05j 1.68248e-19-0.000282509j -1.01186e-19+0.000214907j -2.56003e-19-5.19793e-05j 1.50366e-19+3.04982e-05j 3.15694e-19+0.000156546j -2.97236e-19+0.000138003j -7.9368e-19+0.000119821j 2.17577e-18+7.23961e-05j -2.92614e-18-6.06446e-05j 
4.53925e-18+9.8324e-05j 2.55021e-18+8.77699e-05j -3.53865e-19+0.000124683j 2.63626e-20-9.06847e-05j 1.84453e-18+9.57514e-05j -1.03692e-18-1.76799e-06j -2.00366e-18+1.3558e-06j 9.9744e-19-3.71153e-05j -4.0281e-19+4.47676e-05j 9.95163e-19+5.70963e-06j 8.70661e-19+3.00114e-05j 1.10189e-19-8.52835e-06j 1.67373e-18-4.02736e-06j 7.85251e-19-2.98633e-05j 9.57672e-20+6.77599e-05j -5.49788e-20-2.31087e-05j -2.30576e-17+4.48355e-06j -3.08102e-18+2.30643e-06j 1.77883e-18-3.19082e-05j -3.28252e-19+2.08101e-05j 3.12677e-18+3.50449e-06j -1.27493e-18-1.15215e-05j -1.50769e-18-2.35505e-05j -1.16671e-18-3.52244e-06j -1.73635e-19+2.1732e-05j -6.73699e-19-5.70209e-05j -1.04431e-18+8.66678e-05j -1.48766e-18+1.55833e-05j -3.35532e-17-8.40786e-05j 9.17416e-17+1.65024e-05j -3.242e-16+0.000185797j -5.49348e-17-3.06403e-05j -1.73526e-18-0.000125291j 1.87004e-18+0.000311561j 6.2196e-19-8.52466e-05j -5.39173e-19+0.000261099j 2.85604e-19+0.000234066j -1.38277e-18+0.000462384j 1.99817e-18-0.000543j -9.18353e-19-0.00026705j 6.18719e-18+0.000388035j -8.53267e-19+0.000247281j -6.7572e-18+0.000271028j -4.64403e-17-2.03521e-05j 5.7129e-17+0.000390943j 5.11831e-17-0.000314232j 3.54822e-18+0.000545115j 1.26344e-18-0.000317106j 1.25075e-17+0.000101599j 6.58626e-18+1.88001e-05j 1.95656e-16-3.55812e-06j 5.93514e-19-3.18079e-05j 6.37261e-18-6.25489e-08j -2.46377e-17+0.00012779j -4.67583e-18-0.000375642j -1.31476e-17+0.000438474j -1.40641e-18-0.000428035j 1.36858e-17+0.000310361j 3.22455e-17+0.000135771j 2.42005e-17+0.000273616j 3.65517e-18-0.000323551j 2.72707e-18+0.000369501j 1.64277e-18-0.000147437j -3.11765e-19+0.00052349j 1.87498e-19-0.000398224j 4.74375e-19+9.63181e-05j -2.78628e-19-5.65133e-05j -5.84982e-19-0.000290081j 5.5078e-19-0.00025572j 1.47069e-18-0.00022203j -4.03172e-18-0.000134151j 5.42216e-18+0.000112375j 
-1.47759e-18-3.2006e-05j -8.30134e-19-2.85705e-05j 1.15189e-19-4.05863e-05j -8.58144e-21+2.95193e-05j -6.00423e-19-3.11686e-05j 3.37533e-19+5.75509e-07j 6.52221e-19-4.41334e-07j -3.24682e-19+1.20816e-05j 1.31121e-19-1.45726e-05j -3.23941e-19-1.85857e-06j -2.83413e-19-9.76917e-06j -3.58683e-20+2.77611e-06j -5.44825e-19+1.31097e-06j -2.55611e-19+9.72097e-06j -3.11737e-20-2.20569e-05j 1.78964e-20+7.52223e-06j 7.50559e-18-1.45946e-06j 1.00292e-18-7.50779e-07j -5.79036e-19+1.03866e-05j 1.06851e-19-6.77399e-06j -1.01781e-18-1.14076e-06j 4.15008e-19+3.75044e-06j 4.90777e-19+7.66605e-06j 3.79783e-19+1.14661e-06j 5.65207e-20-7.07409e-06j 2.19299e-19+1.85612e-05j 3.39939e-19-2.82117e-05j 4.84256e-19-5.07259e-06j 1.09221e-17+2.73689e-05j -2.98633e-17-5.37178e-06j 1.05532e-16-6.04799e-05j 1.78821e-17+9.9739e-06j 5.64854e-19+4.07842e-05j -6.08726e-19-0.000101418j -2.02457e-19+2.77491e-05j 1.75509e-19-8.49918e-05j -9.29685e-20-7.61919e-05j 4.50113e-19-0.000150513j -6.50436e-19+0.000176755j 2.98938e-19+8.69288e-05j -2.01403e-18-0.000126311j 2.77751e-19-8.04939e-05j 2.19957e-18-8.82238e-05j 1.5117e-17+6.62492e-06j -1.85963e-17-0.000127258j -1.66609e-17+0.000102287j -1.155e-18-0.000177443j -4.11267e-19+0.000103223j -4.07137e-18-3.30721e-05j -2.14393e-18-6.11973e-06j -6.3689e-17+1.15822e-06j -1.93198e-19+1.0354e-05j -2.07438e-18+2.03606e-08j 8.01994e-18-4.15976e-05j 1.52205e-18+0.000122277j 4.27975e-18-0.00014273j 4.57808e-19+0.000139332j -4.45495e-18-0.000101027j -1.04964e-17-4.41956e-05j -7.87762e-18-8.90661e-05j -1.18982e-18+0.000105321j -8.87703e-19-0.000120278j -5.34747e-19+4.7993e-05j 1.01484e-19-0.000170404j -6.10333e-20+0.000129628j -1.54416e-19-3.1353e-05j 9.06978e-20+1.8396e-05j 1.90421e-19+9.44259e-05j -1.79287e-19+8.32408e-05j -4.78733e-19+7.22741e-05j 1.31239e-18+4.3668e-05j -1.765e-18-3.65797e-05j 
4.63582e-18+0.000100416j 2.60447e-18+8.96373e-05j -3.61394e-19+0.000127336j 2.69235e-20-9.26141e-05j 1.88378e-18+9.77886e-05j -1.05898e-18-1.80561e-06j -2.04629e-18+1.38465e-06j 1.01866e-18-3.7905e-05j -4.11381e-19+4.57201e-05j 1.01634e-18+5.83111e-06j 8.89185e-19+3.06499e-05j 1.12534e-19-8.7098e-06j 1.70934e-18-4.11304e-06j 8.01958e-19-3.04987e-05j 9.78048e-20+6.92016e-05j -5.61485e-20-2.36004e-05j -2.35481e-17+4.57894e-06j -3.14657e-18+2.35551e-06j 1.81668e-18-3.25871e-05j -3.35236e-19+2.12528e-05j 3.1933e-18+3.57905e-06j -1.30205e-18-1.17667e-05j -1.53977e-18-2.40516e-05j -1.19154e-18-3.59738e-06j -1.77329e-19+2.21943e-05j -6.88032e-19-5.82341e-05j -1.06653e-18+8.85117e-05j -1.51931e-18+1.59148e-05j -3.42671e-17-8.58675e-05j 9.36935e-17+1.68535e-05j -3.31098e-16+0.00018975j -5.61036e-17-3.12922e-05j -1.77218e-18-0.000127957j 1.90982e-18+0.00031819j 6.35193e-19-8.70603e-05j -5.50645e-19+0.000266654j 2.9168e-19+0.000239046j -1.41219e-18+0.000472221j 2.04069e-18-0.000554553j -9.37892e-19-0.000272732j 6.31883e-18+0.000396291j -8.71421e-19+0.000252543j -6.90097e-18+0.000276795j -4.74283e-17-2.07851e-05j 5.83444e-17+0.000399261j 5.2272e-17-0.000320918j 3.62371e-18+0.000556713j 1.29032e-18-0.000323852j 1.27736e-17+0.000103761j 6.72639e-18+1.92001e-05j 1.99819e-16-3.63382e-06j 6.06141e-19-3.24847e-05j 6.5082e-18-6.38796e-08j -2.51619e-17+0.000130509j -4.77531e-18-0.000383634j -1.34274e-17+0.000447803j -1.43633e-18-0.000437141j 1.3977e-17+0.000316964j 3.29316e-17+0.00013866j 2.47154e-17+0.000279437j 3.73294e-18-0.000330435j 2.78509e-18+0.000377362j 1.67772e-18-0.000150574j -3.18398e-19+0.000534628j 1.91487e-19-0.000406697j 4.84468e-19+9.83673e-05j -2.84556e-19-5.77157e-05j -5.97428e-19-0.000296253j 5.62499e-19-0.000261161j 1.50198e-18-0.000226754j -4.1175e-18-0.000137005j 5.53753e-18+0.000114766j 
-2.04625e-18-4.43236e-05j -1.14961e-18-3.95659e-05j 1.59519e-19-5.62061e-05j -1.1884e-20+4.08799e-05j -8.31498e-19-4.31639e-05j 4.67433e-19+7.96996e-07j 9.03231e-19-6.11183e-07j -4.49637e-19+1.67313e-05j 1.81583e-19-2.01809e-05j -4.48611e-19-2.57385e-06j -3.92486e-19-1.35289e-05j -4.96723e-20+3.8445e-06j -7.54504e-19+1.8155e-06j -3.53984e-19+1.34621e-05j -4.3171e-20-3.05456e-05j 2.47839e-20+1.04172e-05j 1.03942e-17-2.02115e-06j 1.38889e-18-1.03972e-06j -8.0188e-19+1.43839e-05j 1.47973e-19-9.38099e-06j -1.40952e-18-1.57979e-06j 5.74726e-19+5.19381e-06j 6.79654e-19+1.06164e-05j 5.25944e-19+1.58788e-06j 7.82729e-20-9.79658e-06j 3.03697e-19+2.57045e-05j 4.70765e-19-3.90691e-05j 6.70623e-19-7.0248e-06j 1.51255e-17+3.79019e-05j -4.13563e-17-7.43913e-06j 1.46147e-16-8.37558e-05j 2.47641e-17+1.38124e-05j 7.8224e-19+5.64802e-05j -8.42996e-19-0.000140449j -2.80374e-19+3.84284e-05j 2.43055e-19-0.000117701j -1.28748e-19-0.000105515j 6.2334e-19-0.000208438j -9.00759e-19+0.00024478j 4.13986e-19+0.000120384j -2.78913e-18-0.000174923j 3.84645e-19-0.000111472j 3.04609e-18-0.000122177j 2.09349e-17+9.17455e-06j -2.57532e-17-0.000176234j -2.30729e-17+0.000141653j -1.59951e-18-0.000245733j -5.69545e-19+0.000142948j -5.63825e-18-4.58e-05j -2.96903e-18-8.47493e-06j -8.81999e-17+1.60397e-06j -2.67551e-19+1.43387e-05j -2.87272e-18+2.81965e-08j 1.11064e-17-5.76067e-05j 2.10782e-18+0.000169336j 5.92684e-18-0.00019766j 6.33997e-19+0.000192954j -6.16945e-18-0.000139908j -1.4536e-17-6.12045e-05j -1.09094e-17-0.000123344j -1.64772e-18+0.000145854j -1.22934e-18-0.000166568j -7.40546e-19+6.64632e-05j 1.40541e-19-0.000235985j -8.45223e-20+0.000179516j -2.13844e-19-4.34193e-05j 1.25603e-19+2.54757e-05j 2.63705e-19+0.000130766j -2.48287e-19+0.000115276j -6.62976e-19+0.000100089j 1.81747e-18+6.04739e-05j -2.44426e-18-5.06576e-05j 
6.66343e-18+0.000144336j 3.74361e-18+0.000128843j -5.1946e-19+0.00018303j 3.86993e-20-0.000133121j 2.7077e-18+0.000140559j -1.52215e-18-2.59534e-06j -2.94129e-18+1.99026e-06j 1.4642e-18-5.44838e-05j -5.91309e-19+6.57171e-05j 1.46086e-18+8.3815e-06j 1.27809e-18+4.40555e-05j 1.61753e-19-1.25193e-05j 2.45697e-18-5.912e-06j 1.15272e-18-4.38382e-05j 1.40582e-19+9.94688e-05j -8.07066e-20-3.39226e-05j -3.38476e-17+6.58167e-06j -4.52281e-18+3.38575e-06j 2.61125e-18-4.68399e-05j -4.81861e-19+3.05483e-05j 4.58998e-18+5.14444e-06j -1.87154e-18-1.69132e-05j -2.21323e-18-3.45712e-05j -1.71269e-18-5.17079e-06j -2.54888e-19+3.19017e-05j -9.88962e-19-8.37044e-05j -1.533e-18+0.000127225j -2.18382e-18+2.28756e-05j -4.92547e-17-0.000123424j 1.34673e-16+2.42248e-05j -4.75913e-16+0.000272743j -8.06421e-17-4.49788e-05j -2.54729e-18-0.000183922j 2.74514e-18+0.000457359j 9.13012e-19-0.000125139j -7.91484e-19+0.000383283j 4.19255e-19+0.000343599j -2.02985e-18+0.00067876j 2.93324e-18-0.000797102j -1.34811e-18-0.000392018j 9.08255e-18+0.00056962j -1.25256e-18+0.000362999j -9.9193e-18+0.000397858j -6.81724e-17-2.98761e-05j 8.3863e-17+0.000573888j 7.51347e-17-0.00046128j 5.20865e-18+0.000800207j 1.85467e-18-0.000465498j 1.83604e-17+0.000149144j 9.66837e-18+2.75978e-05j 2.87215e-16-5.22317e-06j 8.71254e-19-4.66927e-05j 9.35474e-18-9.18192e-08j -3.61671e-17+0.000187591j -6.86393e-18-0.000551427j -1.93002e-17+0.000643663j -2.06455e-18-0.000628337j 2.00902e-17+0.000455597j 4.73351e-17+0.000199307j 3.55253e-17+0.000401657j 5.36565e-18-0.00047496j 4.00323e-18+0.000542412j 2.41152e-18-0.000216431j -4.57658e-19+0.000768462j 2.75239e-19-0.000584577j 6.96363e-19+0.000141391j -4.09015e-19-8.29593e-05j -8.5873e-19-0.000425828j 8.08523e-19-0.000375387j 2.15892e-18-0.000325931j -5.91841e-18-0.000196928j 7.95952e-18+0.000164962j 
-6.07686e-18-0.00013163j -3.41407e-18-0.000117501j 4.73733e-19-0.000166918j -3.52927e-20+0.000121403j -2.46934e-18-0.000128186j 1.38816e-18+2.36688e-06j 2.68237e-18-1.81506e-06j -1.33531e-18+4.96877e-05j 5.39257e-19-5.99321e-05j -1.33226e-18-7.64369e-06j -1.16559e-18-4.01774e-05j -1.47514e-19+1.14172e-05j -2.24069e-18+5.39157e-06j -1.05125e-18+3.99792e-05j -1.28207e-19-9.07128e-05j 7.36021e-20+3.09365e-05j 3.0868e-17-6.0023e-06j 4.12467e-18-3.08771e-06j -2.38139e-18+4.27167e-05j 4.39444e-19-2.78592e-05j -4.18593e-18-4.69159e-06j 1.70679e-18+1.54243e-05j 2.0184e-18+3.15279e-05j 1.56192e-18+4.71562e-06j 2.32451e-19-2.90934e-05j 9.01905e-19+7.63361e-05j 1.39806e-18-0.000116025j 1.99158e-18-2.08619e-05j 4.49189e-17+0.000112559j -1.22818e-16-2.20924e-05j 4.34019e-16-0.000248734j 7.35433e-17+4.10194e-05j 2.32306e-18+0.000167732j -2.50349e-18-0.000417099j -8.32641e-19+0.000114123j 7.21811e-19-0.000349543j -3.82349e-19-0.000313352j 1.85117e-18-0.00061901j -2.67503e-18+0.000726935j 1.22943e-18+0.00035751j -8.28303e-18-0.000519477j 1.1423e-18-0.000331045j 9.04612e-18-0.000362836j 6.21713e-17+2.72461e-05j -7.64807e-17-0.00052337j -6.85207e-17+0.000420674j -4.75014e-18-0.000729766j -1.69141e-18+0.000424521j -1.67442e-17-0.000136015j -8.81728e-18-2.51684e-05j -2.61932e-16+4.76338e-06j -7.94559e-19+4.25825e-05j -8.53126e-18+8.37365e-08j 3.29834e-17-0.000171077j 6.25971e-18+0.000502886j 1.76012e-17-0.000587002j 1.88281e-18+0.000573026j -1.83217e-17-0.000415492j -4.31683e-17-0.000181762j -3.23981e-17-0.0003663j -4.89332e-18+0.00043315j -3.65083e-18-0.000494665j -2.19924e-18+0.000197379j 4.17371e-19-0.000700816j -2.5101e-19+0.000533118j -6.35064e-19-0.000128945j 3.7301e-19+7.56565e-05j 7.83138e-19+0.000388343j -7.3735e-19+0.000342342j -1.96887e-18+0.000297239j 5.39742e-18+0.000179592j -7.25886e-18-0.00015044j 
5.14238e-18+0.000111388j 2.88906e-18+9.9432e-05j -4.00884e-19+0.00014125j 2.98655e-20-0.000102734j 2.08961e-18+0.000108474j -1.17469e-18-2.00291e-06j -2.26988e-18+1.53595e-06j 1.12997e-18-4.20469e-05j -4.56332e-19+5.07159e-05j 1.12739e-18+6.46827e-06j 9.86346e-19+3.3999e-05j 1.2483e-19-9.66151e-06j 1.89612e-18-4.56247e-06j 8.89588e-19-3.38313e-05j 1.08492e-19+7.67632e-05j -6.22838e-20-2.61792e-05j -2.61212e-17+5.07928e-06j -3.49039e-18+2.61289e-06j 2.01518e-18-3.61478e-05j -3.71867e-19+2.35751e-05j 3.54223e-18+3.97013e-06j -1.44433e-18-1.30524e-05j -1.70802e-18-2.66797e-05j -1.32173e-18-3.99046e-06j -1.96705e-19+2.46195e-05j -7.63213e-19-6.45973e-05j -1.18307e-18+9.81834e-05j -1.68532e-18+1.76538e-05j -3.80114e-17-9.52502e-05j 1.03931e-16+1.86951e-05j -3.67277e-16+0.000210484j -6.2234e-17-3.47115e-05j -1.96582e-18-0.000141939j 2.11851e-18+0.000352958j 7.046e-19-9.65734e-05j -6.10813e-19+0.000295791j 3.23552e-19+0.000265166j -1.5665e-18+0.000523821j 2.26367e-18-0.000615149j -1.04038e-18-0.000302533j 7.00929e-18+0.000439594j -9.6664e-19+0.000280138j -7.65503e-18+0.00030704j -5.26108e-17-2.30563e-05j 6.47197e-17+0.000442888j 5.79838e-17-0.000355984j 4.01968e-18+0.000617545j 1.43131e-18-0.00035924j 1.41693e-17+0.000115099j 7.46138e-18+2.12981e-05j 2.21653e-16-4.03088e-06j 6.72374e-19-3.60343e-05j 7.21934e-18-7.08597e-08j -2.79113e-17+0.00014477j -5.29711e-18-0.000425554j -1.48946e-17+0.000496735j -1.59328e-18-0.000484908j 1.55043e-17+0.000351599j 3.653e-17+0.000153811j 2.7416e-17+0.000309971j 4.14084e-18-0.000366541j 3.08942e-18+0.000418596j 1.86104e-18-0.000167027j -3.53189e-19+0.000593046j 2.1241e-19-0.000451136j 5.37405e-19+0.000109116j -3.1565e-19-6.40223e-05j -6.62709e-19-0.000328625j 6.23963e-19-0.000289698j 1.6661e-18-0.000251531j -4.56742e-18-0.000151975j 6.14261e-18+0.000127306j 
-1.04122e-17-0.000225538j -5.84974e-18-0.000201328j 8.11704e-19-0.000286001j -6.04712e-20+0.000208014j -4.23102e-18-0.000219637j 2.3785e-18+4.05546e-06j 4.59603e-18-3.10996e-06j -2.28795e-18+8.51359e-05j 9.23975e-19-0.000102689j -2.28273e-18-1.30969e-05j -1.99714e-18-6.88408e-05j -2.52754e-19+1.95625e-05j -3.83924e-18+9.23804e-06j -1.80123e-18+6.85011e-05j -2.19673e-19-0.000155429j 1.26111e-19+5.30072e-05j 5.28899e-17-1.02845e-05j 7.0673e-18-5.29054e-06j -4.08031e-18+7.31916e-05j 7.52952e-19-4.77345e-05j -7.17226e-18-8.03866e-06j 2.92445e-18+2.64283e-05j 3.45837e-18+5.40206e-05j 2.67623e-18+8.07984e-06j 3.98286e-19-4.98492e-05j 1.54534e-18+0.000130796j 2.39546e-18-0.0001988j 3.41242e-18-3.57452e-05j 7.6965e-17+0.000192861j -2.10439e-16-3.78535e-05j 7.43657e-16-0.000426186j 1.26011e-16+7.02834e-05j 3.98037e-18+0.000287395j -4.28953e-18-0.000714665j -1.42666e-18+0.00019554j 1.23677e-18-0.000598915j -6.55124e-19-0.000536904j 3.17183e-18-0.00106063j -4.58345e-18+0.00124555j 2.10654e-18+0.000612564j -1.41923e-17-0.000890083j 1.95724e-18-0.000567219j 1.54998e-17-0.00062169j 1.06526e-16+4.66841e-05j -1.31044e-16-0.000896753j -1.17405e-16+0.000720792j -8.13899e-18-0.0012504j -2.89809e-18+0.000727384j -2.86899e-17-0.00023305j -1.51077e-17-4.31241e-05j -4.48799e-16+8.16168e-06j -1.36141e-18+7.29617e-05j -1.46176e-17+1.43476e-07j 5.65144e-17-0.000293128j 1.07255e-17+0.000861655j 3.01583e-17-0.00100578j 3.22605e-18+0.000981835j -3.13928e-17-0.000711912j -7.39655e-17-0.000311435j -5.55115e-17-0.000627626j -8.38431e-18+0.000742168j -6.25541e-18-0.000847568j -3.76822e-18+0.000338194j 7.15132e-19-0.00120079j -4.30086e-19+0.000913455j -1.08813e-18-0.000220936j 6.39123e-19+0.000129631j 1.34184e-18+0.000665395j -1.26339e-18+0.000586576j -3.37351e-18+0.000509296j 9.24805e-18+0.000307717j -1.24375e-17-0.000257768j 
