-0.0058648-0j -0.000846511-0j -0.00480791-0j -0.000849926-0j -7.08272e-05-0j -0.00292579-0j -0.00295611-0j -0.000487632-0j -0.000298612-0j -0.000492685-0j -6.09539e-05-0j -0.000301707-0j -6.15856e-05-0j -3.59175e-06-0j -3.62897e-06-0j -0.00212331-0j -0.00262746-0j -0.00153269-0j -0.000342648-0j -0.000279771-0j -0.000424005-0j -4.03814e-05-0j -0.000247336-0j -3.49714e-05-0j -0.000346199-0j -4.12141e-06-0j -4.99695e-05-0j -0.000201949-0j -4.32748e-05-0j -1.88116e-07-0j -2.91489e-05-0j -2.52437e-05-0j -5.09999e-06-0j -2.32782e-07-0j -2.97499e-06-0j -1.35789e-07-0j 0.497205-0j 0.580072-0j 0.35522-0j -0.000263751-0j 0.507563-0j 0.209359-0j -0.000208514-0j -0.00030771-0j -0.000139009-0j -3.00964e-05-0j -0.000188433-0j -0.000269246-0j -0.000243266-0j -3.47523e-05-0j -0.000111058-0j -0.000162177-0j -1.22868e-05-0j -0.000148969-0j -3.51124e-05-0j -2.89603e-06-0j -9.9313e-05-0j -2.15019e-05-0j -0.000212858-0j -3.0717e-06-0j -0.000141905-0j -4.05444e-05-0j -3.07234e-05-0j -8.77994e-05-0j -2.55975e-07-0j -2.48282e-05-0j -1.43346e-05-0j -5.85329e-05-0j -3.3787e-06-0j -1.26728e-05-0j -9.53962e-09-0j -8.77811e-06-0j -2.06902e-06-0j -3.58365e-06-0j -3.54763e-05-0j -2.19453e-06-0j -1.25428e-05-0j -2.98637e-07-0j -1.46332e-05-0j -2.95636e-06-0j -3.13569e-06-0j -1.82877e-07-0j -5.17363e-06-0j -1.11296e-08-0j -1.21944e-06-0j -2.61308e-07-0j -6.81544e-09-0j -1.29341e-06-0j -9.73836e-09-0j -1.07784e-07-0j -4.01687e-09-0j 
5.13213e-06-0j 0.0033142-0j 0.00119551-0j 6.90819e-05-0j -0.000825543-0j 2.56028e-06-0j -2.58577e-06-0j 0.011932-0j 2.61308e-07-0j -0.0120508-0j 0.000238643-0j -2.63909e-07-0j -0.000241018-0j 8.67864e-05-0j -8.76502e-05-0j 1.85805e-06-0j -2.23377e-06-0j 1.2283e-06-0j -2.86664e-05-0j -7.16051e-05-0j 3.44631e-05-0j -0.0462408-0j -1.89505e-05-0j -2.92576e-06-0j 8.60843e-05-0j 4.94457e-05-0j 0.0555911-0j -4.73358e-05-0j 3.51737e-06-0j 7.60205e-06-0j -0.0305683-0j -1.93413e-06-0j -5.94441e-05-0j -9.13926e-06-0j 3.2687e-05-0j 5.02548e-06-0j 1.45972e-06-0j -1.65453e-06-0j 1.04287e-06-0j -2.20659e-05-0j -1.48953e-06-0j 2.93475e-06-0j 1.82465e-07-0j 2.50106e-05-0j 0.00516733-0j 0.000117831-0j -1.57646e-05-0j 2.25164e-05-0j -2.06816e-07-0j 0.000850366-0j -4.43632e-05-0j -0.00585693-0j 1.07519e-08-0j 1.30359e-07-0j -0.000133557-0j -0.010162-0j 0.00369172-0j 8.41828e-05-0j -1.86191e-07-0j 1.20261e-05-0j -0.00527285-0j -0.000963851-0j -0.000120237-0j 3.66844e-07-0j 6.18505e-06-0j 0.000607531-0j -1.21867e-08-0j 0.0103889-0j 0.0115182-0j 0.000236899-0j 5.79472e-07-0j 7.6815e-09-0j -0.00726012-0j -1.36311e-05-0j -0.00086773-0j 8.59187e-06-0j -1.09714e-08-0j -7.01048e-06-0j 0.00170965-0j 0.0103696-0j -1.22717e-05-0j 4.41882e-06-0j 2.16165e-08-0j -6.56805e-07-0j -0.0204307-0j -6.31135e-06-0j 4.13994e-07-0j 2.41784e-05-0j -5.91304e-07-0j 1.2435e-05-0j 1.16502e-06-0j 
-4.53621e-07-0j -0.0018079-0j 3.61288e-07-0j -1.22759e-05-0j -0.0139513-0j 4.4329e-05-0j -4.47702e-05-0j 7.2495e-06-0j -2.30966e-08-0j -7.32166e-06-0j -0.00013018-0j 2.33265e-08-0j 0.000131475-0j -0.033335-0j 0.0336668-0j -1.6423e-07-0j 1.97439e-07-0j -1.08568e-07-0j -0.000997859-0j -2.16393e-08-0j 0.00119964-0j -8.62428e-05-0j -0.000659653-0j 5.19911e-07-0j 2.60149e-08-0j 0.000835608-0j 0.000103682-0j -1.4305e-08-0j -6.25042e-07-0j -0.00911496-0j -5.70124e-05-0j 3.43697e-07-0j -0.00100458-0j 0.0109581-0j 0.000552394-0j -0.00602562-0j -1.29022e-07-0j 1.46241e-07-0j -9.2178e-08-0j 3.92113e-06-0j 1.31657e-07-0j -2.59398e-07-0j 3.15922e-06-0j -4.44442e-06-0j -1.07519e-08-0j 0.012591-0j 2.80139e-06-0j -4.0012e-06-0j -3.58083e-06-0j 5.16654e-07-0j 7.88339e-06-0j 1.21867e-08-0j -9.50339e-10-0j 2.25705e-06-0j -0.0142713-0j 0.000587163-0j -7.6815e-09-0j 0.00899544-0j -3.22373e-06-0j -6.56024e-06-0j 1.09714e-08-0j -5.85604e-07-0j -0.0128481-0j 6.35157e-06-0j -0.00237571-0j 3.69116e-07-0j 1.07717e-09-0j -2.16165e-08-0j -0.000665523-0j 0.0253141-0j -0.00140635-0j -6.78955e-10-0j 0.00041949-0j 7.43573e-06-0j -5.27204e-07-0j -4.68686e-06-0j 9.69745e-10-0j 0.00269276-0j 1.03873e-06-0j -0.000599153-0j 6.6942e-06-0j -0.00169729-0j -1.91065e-09-0j 0.00159403-0j 0.00118049-0j 0.00242422-0j -0.00100474-0j -1.31893e-05-0j 0.00143506-0j -0.00477633-0j -0.00282744-0j 
0.000603221-0j -2.24484e-07-0j -1.275e-06-0j 8.74188e-05-0j -1.87825e-08-0j 7.63437e-07-0j -7.83923e-07-0j 1.27239e-07-0j 0.0087759-0j -1.30654e-07-0j -6.16882e-06-0j -0.00901139-0j 6.33436e-06-0j 9.37207e-10-0j -9.62357e-10-0j -5.63076e-07-0j 6.85594e-07-0j -4.06449e-07-0j -9.08659e-08-0j 2.87757e-05-0j 1.10637e-07-0j -1.07087e-08-0j -6.55905e-08-0j -0.00104453-0j -3.50369e-05-0j 4.23906e-07-0j 1.30387e-08-0j 2.07714e-05-0j 0.0012718-0j -4.9886e-11-0j -7.72992e-09-0j -0.000753979-0j -5.16143e-07-0j 6.07405e-11-0j 3.05992e-07-0j -3.60096e-11-0j -4.42362e-07-0j -5.16089e-07-0j 9.37977e-07-0j -6.99436e-08-0j 4.44334e-07-0j -1.86266e-07-0j 2.14466e-05-0j -8.16009e-08-0j -3.68635e-08-0j -7.98119e-09-0j 1.48307e-07-0j 7.02554e-08-0j 2.5021e-05-0j 3.57443e-06-0j -2.94513e-08-0j -4.30074e-08-0j 0.070739-0j -4.5475e-05-0j -9.31138e-09-0j -7.6799e-10-0j 7.81648e-08-0j 1.69232e-08-0j -2.15422e-05-0j -9.17457e-05-0j 3.70279e-08-0j 4.17017e-06-0j 8.01677e-09-0j 9.03057e-06-0j 2.63282e-08-0j -7.57917e-06-0j 0.0825289-0j -1.55222e-08-0j -8.95988e-10-0j -3.36066e-09-0j -2.52979e-12-0j -0.149994-0j 1.62843e-09-0j -0.000107037-0j -3.59037e-06-0j 0.000194536-0j -0.0710544-0j 3.07162e-08-0j 1.50509e-06-0j 7.71414e-10-0j 9.21547e-05-0j -5.58258e-08-0j 0.0297862-0j -2.95142e-12-0j -3.23379e-10-0j -2.64456e-08-0j 5.36412e-12-0j -3.86316e-05-0j 2.54107e-12-0j 1.10861e-08-0j -1.06522e-12-0j 
-0.0012158-0j -8.67369e-05-0j 0.000729597-0j -0.00809716-0j 1.06128e-05-0j 3.13569e-06-0j -3.1669e-06-0j 0.00360285-0j 0.0059249-0j -0.00363871-0j 0.00120807-0j -0.00598387-0j -0.0012201-0j -7.39899e-07-0j 7.47264e-07-0j 2.27564e-06-0j -2.7358e-06-0j 1.50436e-06-0j -1.73709e-05-0j 0.00845262-0j 2.08835e-05-0j 0.000603021-0j -1.14834e-05-0j -0.0328224-0j -0.0101618-0j 0.000122953-0j -0.000724958-0j 0.00558776-0j 0.0394594-0j -4.84902e-08-0j 0.000398638-0j -0.0216979-0j -0.000147816-0j 5.82954e-08-0j 8.12805e-05-0j -3.20554e-08-0j 1.78779e-06-0j -2.02637e-06-0j 1.27726e-06-0j -1.33712e-05-0j -1.82429e-06-0j 3.59432e-06-0j -4.3226e-05-0j 1.51556e-05-0j -4.35743e-05-0j -3.0838e-06-0j -9.55284e-06-0j 1.36442e-05-0j 4.89947e-05-0j -0.0496657-0j -2.68826e-05-0j 4.93895e-05-0j 0.000739018-0j -3.08821e-05-0j 3.49534e-06-0j 6.50962e-05-0j -3.1131e-05-0j -2.20317e-06-0j 4.41086e-05-0j -0.00582684-0j 4.44641e-05-0j 0.0562939-0j 3.14677e-06-0j -8.69053e-05-0j 1.01996e-05-0j -0.0354829-0j -0.000837643-0j -8.76057e-05-0j -7.37836e-05-0j -6.19994e-06-0j -2.95285e-09-0j 0.00052798-0j 4.6507e-05-0j 0.00660446-0j 0.0506799-0j -0.0041629-0j -0.000754109-0j -1.15608e-05-0j -0.0998525-0j -6.64255e-05-0j 0.00594582-0j 7.28695e-06-0j 0.00148579-0j 3.34692e-09-0j 0.000130875-0j -1.04079e-05-0j -2.10962e-09-0j -0.0117148-0j 3.01315e-09-0j 2.05062e-05-0j -5.93668e-09-0j 
-7.05404e-05-0j 0.00145083-0j -8.75955e-05-0j 0.00147113-0j -0.00561898-0j -3.59888e-07-0j 3.69545e-07-0j -0.00125799-0j 7.10478e-06-0j 0.00129175-0j 0.00989011-0j -7.29543e-06-0j -0.0101555-0j 0.0011581-0j -0.00118918-0j 2.65436e-07-0j -3.23192e-07-0j 1.91602e-07-0j -6.16423e-06-0j 0.000490418-0j 7.50548e-06-0j -0.0100866-0j -4.44957e-06-0j 0.000121692-0j -0.000597127-0j 0.0314588-0j 0.0122813-0j 0.000354002-0j -0.000148171-0j -0.000155738-0j -0.0072809-0j 8.7842e-05-0j -0.0383038-0j 0.000189625-0j 0.0227082-0j -0.000112418-0j 2.08532e-07-0j 2.43287e-07-0j -4.42167e-07-0j -4.74488e-06-0j -2.09461e-07-0j 8.78068e-08-0j -2.50796e-06-0j -5.5357e-06-0j -5.08261e-06-0j 5.1582e-05-0j 1.0061e-05-0j 4.76604e-06-0j -2.92595e-06-0j -0.00876661-0j -1.99794e-06-0j -5.92971e-06-0j -4.4642e-07-0j 5.31783e-06-0j 6.0179e-05-0j 0.0334841-0j 1.07771e-05-0j -0.000109374-0j 2.51914e-06-0j -0.00101832-0j 5.10527e-06-0j -0.0102277-0j -5.1812e-05-0j -1.05603e-06-0j 0.00807047-0j 0.0185886-0j -5.20824e-07-0j -2.14015e-06-0j 0.0390648-0j 2.17198e-05-0j -1.58782e-05-0j 9.46582e-07-0j -0.0709992-0j -0.00118803-0j 0.00880569-0j 0.00215922-0j 4.4841e-07-0j 0.00941555-0j -0.00369137-0j -0.0336334-0j 0.00102285-0j -0.0171125-0j -1.87975e-07-0j -1.85246e-05-0j 0.0140992-0j -0.00810645-0j 3.36679e-05-0j -0.000428784-0j 1.5949e-05-0j 0.00339825-0j -6.68587e-06-0j 
-0.000130489-0j 0.000289932-0j 3.6806e-07-0j 0.00180794-0j 7.43361e-05-0j -2.20385e-07-0j 2.26299e-07-0j 3.51166e-06-0j -0.00126233-0j -3.60589e-06-0j 0.00597037-0j 0.0012962-0j -0.00613058-0j -7.47044e-06-0j 7.6709e-06-0j 1.62546e-07-0j -1.97914e-07-0j 1.17332e-07-0j -2.50779e-06-0j -6.22477e-06-0j 3.05345e-06-0j 1.38308e-05-0j -1.81022e-06-0j -0.0143642-0j 7.5792e-06-0j -0.0012572-0j -1.68402e-05-0j -4.49328e-06-0j 0.0174897-0j 6.65041e-07-0j 9.98357e-06-0j -0.0103686-0j 0.00153075-0j -8.09745e-07-0j -0.000907495-0j 4.80052e-07-0j 1.27699e-07-0j 1.48982e-07-0j -2.70771e-07-0j -1.93036e-06-0j -1.28268e-07-0j 5.37705e-08-0j -4.63933e-06-0j -2.25209e-06-0j 1.06416e-08-0j 1.03081e-05-0j 4.0931e-06-0j 1.93897e-06-0j -5.41256e-06-0j 7.3924e-05-0j -8.12821e-07-0j 1.24152e-08-0j -0.0050257-0j 9.83716e-06-0j 1.20261e-05-0j 3.0395e-06-0j -2.25642e-08-0j -2.18571e-05-0j 4.66002e-06-0j 0.0590431-0j -1.0689e-08-0j 8.62447e-05-0j -1.03541e-05-0j -1.9535e-06-0j -0.00015726-0j -0.000156747-0j -0.00586331-0j 4.48087e-09-0j 3.54608e-06-0j 4.34046e-06-0j 5.06932e-08-0j 0.0106564-0j -6.44491e-06-0j 0.0688836-0j -7.42535e-05-0j -0.125194-0j 0.0050481-0j -0.00018347-0j 3.11273e-05-0j -3.05305e-06-0j -0.0593063-0j 0.000333452-0j -0.00211618-0j 5.91421e-08-0j 1.27985e-06-0j 0.000157961-0j -1.07489e-07-0j 0.0248614-0j -5.09192e-08-0j -6.6218e-05-0j 2.13455e-08-0j 
-0.000609472-0j 2.2681e-07-0j -1.25154e-06-0j 8.58103e-05-0j -1.84369e-08-0j 7.83923e-07-0j -7.91726e-07-0j 1.30654e-07-0j 0.00901139-0j -1.31954e-07-0j -6.33436e-06-0j -0.00910109-0j 6.39741e-06-0j 9.62357e-10-0j -9.71936e-10-0j 5.68911e-07-0j -6.8395e-07-0j 3.76089e-07-0j 9.18076e-08-0j -2.90739e-05-0j -1.10372e-07-0j 1.08196e-08-0j 6.06911e-08-0j 0.00105535-0j 3.49529e-05-0j -4.28299e-07-0j -1.30075e-08-0j -1.92198e-05-0j -0.00126875-0j 5.0403e-11-0j 7.15251e-09-0j 0.000697659-0j 5.14905e-07-0j -6.05949e-11-0j -2.83135e-07-0j 3.33198e-11-0j 4.46946e-07-0j -5.06593e-07-0j 3.19314e-07-0j 7.06684e-08-0j -4.56073e-07-0j 8.98581e-07-0j -2.16689e-05-0j -8.00994e-08-0j 3.72455e-08-0j 8.06389e-09-0j 5.0488e-08-0j -7.21115e-08-0j 2.45607e-05-0j -3.61148e-06-0j 1.42078e-07-0j -4.22161e-08-0j -0.0714721-0j -1.5481e-05-0j -9.14006e-09-0j 7.75949e-10-0j 2.66095e-08-0j 5.76112e-09-0j 2.21113e-05-0j 9.26965e-05-0j -3.80061e-08-0j 4.09344e-06-0j -8.22856e-09-0j -4.3565e-05-0j -2.6601e-08-0j -2.58016e-06-0j 0.0810104-0j 7.48817e-08-0j -8.79502e-10-0j 1.62124e-08-0j 2.556e-12-0j -0.0510621-0j 5.54364e-10-0j -0.000105067-0j 3.68522e-06-0j 6.62256e-05-0j 0.0729315-0j 3.0151e-08-0j -7.26083e-06-0j -7.91793e-10-0j -9.45893e-05-0j -1.90047e-08-0j -0.143694-0j -2.89712e-12-0j 1.56004e-09-0j 2.71442e-08-0j 1.8261e-12-0j 0.000186365-0j -2.6082e-12-0j -5.34811e-08-0j 5.13882e-12-0j 
-3.34641e-08-0j -0.000223059-0j 3.99817e-06-0j 1.16639e-06-0j 0.00267639-0j 1.64265e-08-0j -1.68673e-08-0j 9.59648e-05-0j 1.67653e-09-0j -9.854e-05-0j 1.58039e-05-0j -1.72152e-09-0j -1.6228e-05-0j 0.0126328-0j -0.0129718-0j -1.21155e-08-0j 1.47516e-08-0j -8.7454e-09-0j 4.70232e-07-0j 2.32652e-07-0j -5.72548e-07-0j 0.00155077-0j 3.39431e-07-0j 4.79929e-08-0j -2.83275e-07-0j 0.000155738-0j -0.0018882-0j 1.67937e-07-0j -5.84355e-08-0j 0.0304338-0j 0.0011194-0j 3.46431e-08-0j -0.000189625-0j -0.0370558-0j 0.000112418-0j 0.0219683-0j -9.51812e-09-0j -1.11045e-08-0j 2.01821e-08-0j 3.61959e-07-0j 9.56055e-09-0j -4.00782e-09-0j -1.18976e-09-0j 4.22285e-07-0j 2.31988e-07-0j -7.93051e-06-0j -7.67491e-07-0j -3.63572e-07-0j -1.38806e-09-0j -6.95067e-06-0j 1.52411e-07-0j 2.70653e-07-0j -7.01076e-11-0j 2.52276e-09-0j -9.25226e-06-0j -0.0159489-0j -4.91904e-07-0j 1.68157e-05-0j 1.19507e-09-0j -8.09404e-07-0j -2.33023e-07-0j -8.10912e-06-0j 7.96586e-06-0j -5.00977e-10-0j -0.000914983-0j 1.47381e-05-0j -8.17922e-11-0j 9.76839e-08-0j -0.0186071-0j -3.33932e-06-0j 0.00977878-0j 1.48655e-10-0j 0.0338178-0j -9.44305e-07-0j 6.98166e-06-0j 1.71625e-06-0j 7.04201e-11-0j -0.00106748-0j -2.92674e-06-0j 0.01602-0j 8.13012e-07-0j 0.00194011-0j -2.95204e-11-0j 0.0114086-0j -0.00671564-0j 0.000919062-0j -0.0207348-0j -3.40818e-07-0j -0.00982238-0j -0.000385274-0j 0.00411757-0j 
7.12714e-05-0j -0.00146587-0j -8.59838e-05-0j 0.00144406-0j -0.00551559-0j -3.69545e-07-0j 3.73223e-07-0j -0.00129175-0j 7.29543e-06-0j 0.00130461-0j 0.0101555-0j -7.36805e-06-0j -0.0102566-0j 0.00118918-0j -0.00120101-0j -2.68187e-07-0j 3.22417e-07-0j -1.7729e-07-0j 6.22811e-06-0j -0.0004955-0j -7.48749e-06-0j 0.0101911-0j 4.11721e-06-0j -0.000122953-0j 0.000595695-0j -0.0317848-0j -0.0122519-0j -0.00032756-0j 0.000147816-0j 0.000157352-0j 0.00673704-0j -8.12805e-05-0j 0.038212-0j -0.00018917-0j -0.0210119-0j 0.000104021-0j -2.10693e-07-0j 2.3881e-07-0j -1.50526e-07-0j 4.79405e-06-0j 2.14995e-07-0j -4.23595e-07-0j 2.53395e-06-0j -5.43384e-06-0j 5.13528e-06-0j -5.21166e-05-0j 3.42504e-06-0j -4.89195e-06-0j -2.87211e-06-0j 0.00885745-0j 9.6384e-06-0j -5.82061e-06-0j 4.51046e-07-0j 1.81034e-06-0j 5.90718e-05-0j -0.0338311-0j 3.66882e-06-0j -3.72339e-05-0j -2.58569e-06-0j 0.00102887-0j -5.24014e-06-0j -0.0100395-0j 5.31808e-05-0j 5.09447e-06-0j -0.00815411-0j 0.00632807-0j -5.11241e-07-0j 1.03244e-05-0j 0.038346-0j -0.00010478-0j 1.60427e-05-0j 3.22243e-07-0j -0.0241701-0j -0.00116617-0j -0.00903832-0j 0.000735059-0j -4.60257e-07-0j 0.00924231-0j 0.0178078-0j 0.0345219-0j -0.00104988-0j -0.00582558-0j 9.06824e-07-0j -1.81837e-05-0j -0.0680171-0j 0.00832061-0j 1.14615e-05-0j 0.00206853-0j -1.63703e-05-0j -0.0163937-0j 3.22538e-05-0j 
0.000131841-0j -0.000292937-0j 3.61288e-07-0j 0.00177467-0j 7.29683e-05-0j -2.26299e-07-0j 2.28552e-07-0j 3.60589e-06-0j -0.0012962-0j -3.64178e-06-0j 0.00613058-0j 0.00130911-0j -0.00619161-0j -7.6709e-06-0j 7.74726e-06-0j -1.6423e-07-0j 1.97439e-07-0j -1.08568e-07-0j 2.53378e-06-0j 6.28928e-06-0j -3.04614e-06-0j -1.39741e-05-0j 1.675e-06-0j 0.0145131-0j -7.56103e-06-0j 0.00127023-0j 1.67998e-05-0j 4.15764e-06-0j -0.0174478-0j -6.71933e-07-0j -9.23783e-06-0j 0.00959413-0j -0.00152708-0j 8.07804e-07-0j 0.000839708-0j -4.44194e-07-0j -1.29022e-07-0j 1.46241e-07-0j -9.2178e-08-0j 1.95036e-06-0j 1.31657e-07-0j -2.59398e-07-0j 4.68741e-06-0j -2.21065e-06-0j -1.07519e-08-0j -1.04149e-05-0j 1.39341e-06-0j -1.99019e-06-0j -5.31297e-06-0j -7.46901e-05-0j 3.92119e-06-0j 1.21867e-08-0j 0.00507778-0j 3.34885e-06-0j 1.18048e-05-0j -3.071e-06-0j -7.6815e-09-0j -7.44078e-06-0j -4.78313e-06-0j -0.0596549-0j 1.09714e-08-0j 8.46578e-05-0j 1.06276e-05-0j 9.42399e-06-0j 0.00015889-0j -5.33612e-05-0j -0.00575543-0j -2.16165e-08-0j 3.48084e-06-0j -2.09391e-05-0j -5.12185e-08-0j 0.00362774-0j -2.19403e-06-0j 0.0676162-0j 7.62152e-05-0j -0.0426195-0j -0.00518146-0j -0.000180095-0j -0.000150164-0j 3.13371e-06-0j 0.0608731-0j 0.000113517-0j 0.0102088-0j 5.80539e-08-0j -6.17421e-06-0j -0.000162135-0j -3.65923e-08-0j -0.119936-0j 5.22644e-08-0j 0.000319447-0j -1.02974e-07-0j 
8.86338e-06-0j -0.000182625-0j -3.7565e-08-0j -0.00024689-0j 0.00145059-0j 2.2493e-08-0j -2.30966e-08-0j -7.20563e-07-0j 4.25005e-05-0j 7.39899e-07-0j -0.0025028-0j -4.3641e-05-0j 0.00256996-0j 0.00331333-0j -0.00340224-0j -1.65898e-08-0j 2.01995e-08-0j -1.19751e-08-0j 5.14578e-07-0j 4.22813e-07-0j -6.26544e-07-0j -8.71184e-06-0j 3.71442e-07-0j 0.000972296-0j -5.14812e-07-0j -0.0163271-0j 1.06074e-05-0j 3.05203e-07-0j -0.00118386-0j -0.00092075-0j -6.28854e-06-0j 0.00070184-0j 0.0198797-0j 0.00112109-0j -0.0117855-0j -0.000664633-0j -1.30332e-08-0j -1.52054e-08-0j 2.76354e-08-0j 3.96094e-07-0j 1.30913e-08-0j -5.48793e-09-0j 3.15124e-07-0j 4.6211e-07-0j -1.0861e-09-0j -6.49295e-06-0j -8.39871e-07-0j -3.9786e-07-0j 3.67644e-07-0j -1.0095e-05-0j 1.66784e-07-0j -1.26712e-09-0j -5.38755e-06-0j -6.68183e-07-0j -7.57511e-06-0j 5.93124e-05-0j 2.30295e-09-0j 1.37675e-05-0j -3.16528e-07-0j -0.0122684-0j 1.09094e-09-0j -1.17775e-05-0j 6.5219e-06-0j 1.3269e-07-0j 0.0464193-0j 2.14053e-05-0j -6.28548e-06-0j -4.57327e-10-0j 6.91979e-05-0j -2.734e-06-0j -0.000142062-0j 1.14237e-05-0j -0.000125765-0j -0.0143132-0j 1.014e-05-0j 0.0260138-0j 5.41157e-06-0j 0.0541559-0j -4.25072e-06-0j -5.95769e-05-0j 0.0123231-0j -0.0984268-0j -2.26855e-06-0j -0.000165739-0j 2.49748e-05-0j -0.0466263-0j 0.000301227-0j -0.0051659-0j 0.000142696-0j 0.0195459-0j -5.98185e-05-0j 
3.38109e-08-0j 0.00022537-0j 3.92461e-06-0j 1.14493e-06-0j 0.00262714-0j 1.68673e-08-0j -1.70352e-08-0j 9.854e-05-0j 1.72152e-09-0j -9.95208e-05-0j 1.6228e-05-0j -1.73865e-09-0j -1.63896e-05-0j 0.0129718-0j -0.0131009-0j 1.2241e-08-0j -1.47163e-08-0j 8.09215e-09-0j -4.75105e-07-0j -2.35063e-07-0j 5.71176e-07-0j -0.00156684-0j -3.14077e-07-0j -4.84902e-08-0j 2.82596e-07-0j -0.000157352-0j 0.00188367-0j -1.55393e-07-0j 5.82954e-08-0j -0.0307492-0j -0.00103579-0j -3.20554e-08-0j 0.00018917-0j 0.036967-0j -0.000104021-0j -0.0203273-0j 9.61675e-09-0j -1.09002e-08-0j 6.87054e-09-0j -3.6571e-07-0j -9.81313e-09-0j 1.93344e-08-0j 1.20209e-09-0j 4.14515e-07-0j -2.34392e-07-0j 8.01269e-06-0j -2.61276e-07-0j 3.73177e-07-0j -1.36252e-09-0j 7.0227e-06-0j -7.35256e-07-0j 2.65673e-07-0j 7.08341e-11-0j 8.58818e-10-0j -9.08202e-06-0j 0.0161142-0j -1.67458e-07-0j 5.72454e-06-0j -1.22664e-09-0j 8.17792e-07-0j 2.39179e-07-0j -7.95991e-06-0j -8.17631e-06-0j 2.4168e-09-0j 0.000924465-0j 5.01726e-06-0j -8.02872e-11-0j -4.71244e-07-0j -0.0182647-0j 1.61094e-05-0j -0.00988012-0j 5.06063e-11-0j 0.0115125-0j -9.2693e-07-0j -7.1661e-06-0j 5.84259e-07-0j -7.22805e-11-0j -0.00104784-0j 1.41191e-05-0j -0.0164432-0j -8.34491e-07-0j 0.00066047-0j 1.42411e-10-0j 0.0111987-0j 0.0323974-0j -0.000943343-0j -0.0070587-0j 1.64416e-06-0j 0.0100819-0j 0.00185863-0j -0.0198639-0j 
-8.95523e-06-0j 0.000184518-0j -3.68738e-08-0j -0.000242347-0j 0.0014239-0j 2.30966e-08-0j -2.33265e-08-0j -7.39899e-07-0j 4.3641e-05-0j 7.47264e-07-0j -0.00256996-0j -4.40754e-05-0j 0.00259554-0j 0.00340224-0j -0.00343611-0j 1.67617e-08-0j -2.01511e-08-0j 1.10806e-08-0j -5.19911e-07-0j -4.27195e-07-0j 6.25042e-07-0j 8.80212e-06-0j -3.43697e-07-0j -0.000982372-0j 5.13578e-07-0j 0.0164963-0j -1.0582e-05-0j -2.82405e-07-0j 0.00118102-0j 0.000930292-0j 5.8188e-06-0j -0.000649415-0j -0.019832-0j -0.00111841-0j 0.0109052-0j 0.000614987-0j 1.31683e-08-0j -1.49256e-08-0j 9.40788e-09-0j -4.00199e-07-0j -1.34372e-08-0j 2.64747e-08-0j -3.18389e-07-0j 4.53607e-07-0j 1.09736e-09-0j 6.56024e-06-0j -2.85916e-07-0j 4.08371e-07-0j 3.6088e-07-0j 1.01996e-05-0j -8.04595e-07-0j -1.2438e-09-0j 5.44338e-06-0j -2.27468e-07-0j -7.43573e-06-0j -5.99271e-05-0j 7.8399e-10-0j 4.68686e-06-0j 3.24891e-07-0j 0.0123956-0j -1.11976e-09-0j -1.15608e-05-0j -6.6942e-06-0j -6.40118e-07-0j -0.0469004-0j 7.28695e-06-0j -6.16983e-06-0j 2.20622e-09-0j 6.79246e-05-0j 1.31893e-05-0j 0.000143535-0j 3.88894e-06-0j -4.2814e-05-0j -0.0140498-0j -1.04079e-05-0j 0.00885583-0j -5.55453e-06-0j 0.0531595-0j 2.05062e-05-0j 6.11508e-05-0j -0.0126487-0j -0.0335073-0j 1.09439e-05-0j -0.00016269-0j -0.000120483-0j 0.0478581-0j 0.000102546-0j 0.0249212-0j -0.000146466-0j -0.0942927-0j 0.000288575-0j 
