-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
3.99744e-05+0.000105112j -0.000315333-0.00121668j -0.000596661-0.000965585j 0.0017376+0.00095727j -0.000323122-0.000459084j 0.0019651+0.00121104j 0.00133992+0.00158202j 0.000273635+0.000347941j 0.00166448+0.00151371j -0.00161895-0.000735198j -0.00207107+0.000196123j 0.000334229-0.00107281j 0.000829385+0.000335568j 0.000582404-0.00279711j -0.00286824-0.000654525j -0.00107115-0.00427256j 1.28559e-05+0.000716217j 0.000259805+0.000989772j 0.000272651+0.00095084j -0.000323254+0.00209363j -0.00146989-0.00299189j -0.00131277-0.00367142j 0.00167164+0.00352308j 0.000361752+0.00103048j -0.00169295-0.00122832j 0.00226319+0.0025686j -0.00251546-0.00367193j -0.00141293-0.00503117j 0.000317798-0.00127199j 0.00150023+0.000464287j -0.000254436+0.00324695j 0.00321554+0.00820098j 0.00123462+0.00427439j 0.000477053+0.00478623j -0.00120677-0.0128914j -5.38817e-05-0.00866779j 0.00146092+0.00950555j 0.001655-0.013566j 0.000575545+0.0107533j 0.00381764-0.00740816j -0.00623908+0.0169062j 0.00176428-0.00371679j 0.000398942+0.00212543j -3.21374e-05-0.00068919j -0.000226422-0.000615561j -0.00126458+0.00113823j 0.000884715-0.000270464j -0.000221887+0.000543771j -0.000595038+0.00109148j -0.00067021-0.000659508j -0.000399759-0.000133751j 0.00140823+0.000319201j -0.0023233-0.000294204j -0.00096572-0.00326708j 0.00375983-0.000544659j -0.000856677-0.000550286j -0.00431411+0.000831475j 0.00143814+0.00117427j 0.00041507+0.00198815j 0.00101975-0.00245825j -0.000628917+0.000472727j -0.000766595+0.000262917j 0.000378998-0.000371537j -0.000236024+0.000217559j 0.000140738-0.000236061j -0.000520816-0.000433298j 0.000492342-0.000188611j 0.000255832-0.000693986j 0.000181014-0.000120607j 4.11466e-05+0.00014333j 
-0.00106687-6.85593e-05j -0.000701855+1.6871e-06j -0.000635287+0.00158593j 2.05248e-05+0.000222779j 0.000341396+0.000201694j 0.000329198-0.000261343j -0.000951674+0.00050234j 0.000337399+0.000468697j 0.00209547+0.000996299j 0.000478848+0.00117566j 0.000629932+0.000485183j 0.000915671-0.000178271j -0.00114875-0.000819823j -0.00244365-0.00046898j -0.00101459-0.000820488j -0.00127513-0.000468717j 0.000722847+0.000999949j -0.00159154+0.00116536j 0.000634133-0.00196346j 3.03306e-05-0.000668445j 0.00223737+0.00307866j -0.00197283-0.00615996j 0.00113956-0.0015019j 0.000274558+0.00537515j 0.00130602+0.00095208j 0.0030468+0.00127552j -0.000478851-0.00796435j 0.00366073+0.00758712j -0.00157583+0.000108353j 0.00168176-0.00272997j 0.000483403+0.00291074j -0.0012869+0.00829256j -0.00218428+0.000122999j 0.000317858+0.00244553j 0.0011452-0.000846465j 0.00136278-0.000120369j -0.000482492-0.00235831j 0.000515517-0.00779877j -0.00351026+0.00297668j -0.000686928-5.33183e-05j 0.000140794-0.000718363j 0.00111231+0.00142983j -0.00485738+0.00210785j -0.00185412-0.00478853j 0.00296268-0.00150852j 0.00813849-0.00583482j -0.00475557-0.00371534j 0.00132926-0.000676415j -0.00547541+0.000969498j 0.00212698-0.00265456j -3.41189e-05+8.32129e-06j 0.00166002+0.000364871j -0.00795214-0.00264106j -0.0288592+0.000349866j -0.0063892-1.17167e-06j -0.0126999+0.000131133j -0.000405185-0.000880392j -0.00867747-0.0044417j -0.0081095-0.00222661j -0.00570837-0.00150185j -0.00045387-0.00420836j -0.00406395+0.00327601j -0.00362024-0.00388326j 0.00182433+0.0026595j -0.0010566-0.00212654j 0.00127159+0.00599022j -0.000351265-0.000745782j -0.00251554+0.00233608j -0.00100909-0.000452734j 0.000567767-0.00250565j 
-0.000276002+0.000158528j 0.000309647+0.00073752j -0.000686928+0.00140129j -9.94807e-06-0.000502971j 0.000412797+0.00114571j -0.000265318-0.00121937j 5.67441e-05-0.0024703j 0.000367605+0.000369519j 0.000149093-0.000455083j 0.0010583-0.000627054j 7.69466e-06+0.000213592j -0.000594777+0.00147993j 0.00125563+0.00117288j 0.00128794+0.00169213j -0.00023775-0.000419663j 0.000786263+0.000694754j 0.000769929-0.000691019j -0.00212574-0.000281918j 0.000362121-0.000245144j -0.00128377-0.00488039j 0.00124528+8.37626e-05j 0.00257284+0.00492169j -0.000473978+0.000335109j 0.00188296-0.000261742j 0.000761517-0.00572412j 0.00173779-0.00117627j 0.00551801+0.0153706j -0.00218052+0.0022995j -0.00177328+0.000272503j 0.00367715+0.00657264j -2.23086e-05-0.00259592j 0.000239099+0.00387662j -0.000891807-0.00839467j -0.00129692+0.011045j -0.00120966+0.00944348j -0.000932736+0.00287267j -0.00248373+0.00910041j -0.00582214+0.01001j -0.0011375+0.00730332j 0.00148756-0.00425997j 0.00371887-0.00739326j -0.0033472+0.000956672j -0.000699125-0.00288534j 0.000839239-0.00170977j -0.00113968+0.000336666j 0.00456906-0.0032581j 0.00014857-0.000375101j 0.000949842-0.000254534j 0.00627549-0.000875758j 0.000941693-0.000800329j 0.000691424-0.000192682j 0.00531906+0.000210683j 0.0143741+2.146e-05j 0.0212002+0.00204538j -0.00598116+0.00111233j 0.0049804+0.00199147j -0.00213835+6.60586e-05j -0.00219953-0.00301361j -0.0017027-0.00270547j -0.00144928+0.00159941j 0.00120844-0.000665676j -0.000471712-0.00100541j -0.000374465-0.000654608j -0.00107984-0.0016615j 0.00131276+0.00241572j 0.000208701+0.00043546j -0.00157019-0.000305018j -0.00147661+0.00148993j -0.000423571-0.00050776j 0.000668082-4.47074e-05j 
6.24657e-05-0.000234987j 0.000844958-0.000253141j 0.000135049-0.0017103j 0.000403822+3.9664e-05j 0.000117103+0.000635527j -0.000250891+0.000196904j 0.000174281+8.57366e-05j 0.000979179+0.000927219j -0.00106494+0.000640803j -0.00110158-0.000475826j 0.00238868+0.00108725j 0.000810135+0.000233109j 0.00101401-0.000355178j 0.000270309-0.000695021j -0.00158056-0.00104225j 4.73198e-05-0.000747762j -9.69583e-06-3.0995e-06j 0.000677845-0.00212474j 0.00123083+0.00303678j 0.000357917+0.000741987j 0.000249194+0.00222596j 0.000477722+0.00433268j -0.00083157-0.00468587j -0.0041729-0.0044079j -0.00415962-0.00143487j -0.00162098+0.00293052j 0.00125611+0.0050582j -0.000840688-0.0102175j -0.000728331-0.000815055j -0.00114852+0.00273403j -0.000911798+0.0052071j 6.36415e-05+0.00684724j -0.00130414+0.00449608j 0.000480152-0.00204405j -0.00272233+0.0170385j 0.00059947+0.00593133j -0.000719917+0.0124743j -0.000237298+0.00434447j -0.00115665+0.00124718j -0.00105316+0.00148354j -0.000782137-0.00116849j -0.000207704+0.000611671j 0.001777+0.000557168j -0.00254269+0.000598892j 0.000290049+0.000437985j -0.00452196+0.00390383j -0.00184561+0.000413779j 0.000280229+0.00041214j -0.00465637+0.00232043j -0.000478894+0.00353984j -0.000234851-0.000128786j -0.0101931-0.00413829j -0.013648-0.000474601j -0.0212716-0.00010287j -0.00317367+0.00099439j -0.00324553-0.00261854j -0.00140707+0.000227008j 0.003735+0.000975365j 0.00265565+0.000655838j 0.00208485-0.000568573j -0.00134398+0.00101978j 0.00186319+0.000966489j 0.000255529+0.00131027j 0.000900781+0.00188687j -0.00109002-0.00269606j 0.000394679+0.000101325j 0.00190354+4.77113e-05j 0.00124234-0.00114588j 0.000452631+0.000380996j -0.000966045+0.000107431j 
0.000218672+2.22947e-06j 0.000229696+0.000470529j 0.00152698+0.00249118j -0.000433916+0.000587499j 0.00062331+0.000467664j 0.000594322-0.000482466j -0.000318017-0.000933944j -0.00182463-0.000104066j 0.000980293-0.000615778j -0.000268079+0.000434893j -0.00148825-0.000403728j -0.00149344+2.97433e-05j 0.0018321+0.000950477j 0.00108293+0.00219725j 0.00329723+0.000906609j -0.000638128+0.000425239j -0.000657241-0.000777306j 0.00110253-0.000239796j -0.00271549-0.00362909j -0.000665709-0.00183389j -0.00197262-0.000189438j -0.000671185+0.00146728j 0.00208178+0.00355378j 0.00450437+0.00771618j 0.00144689+0.00225609j -0.00255095+0.000266141j 0.00310351+0.0115156j -0.0015915+0.000772172j -0.00110236+0.00464883j 0.000645513+0.0044703j -0.00191759-0.00683601j -0.000869754-0.00479825j -0.000323386-0.0116337j 0.00126359+0.0036016j 0.00128931-0.0112899j 0.0011012-0.00740535j -0.000340222-0.00253115j -0.00194852+0.0037869j -0.00218364+0.00804751j 0.00180674-0.00671074j -0.000639781-0.00196093j -0.000891664+0.00118305j -0.00162094-0.00235073j 0.000601099+0.00307542j -2.72479e-05+0.00104266j 5.99829e-06-0.00312636j -0.000538013+0.000390522j 0.000938105+0.000230029j -0.000865031-0.00116813j -0.000820141+0.000295851j -0.00036124-0.000110059j -0.00189928+0.000228419j -0.00744177-0.000537812j -0.00707374-0.000519841j 0.00105406-0.000163869j 0.00144839+0.00160102j -0.000858285+0.000654464j -0.000656618-0.000736431j -0.00103615-0.00172375j -0.00125033+0.00382262j 0.000769093-0.00110165j 0.000591809+0.000187793j -0.000512714+0.00061408j 0.000591933+0.000614136j -0.000400373-0.00103537j 0.00026208+0.000697271j -0.000840898+0.00119442j 0.000583298+0.00116126j -0.000505835+0.000534617j -1.3237e-05-0.00060516j 
0.000502125+0.00031602j 3.00818e-05+0.000294618j -0.00124919+0.00122128j -0.000749084+0.000396207j -0.000150989+0.000367238j 4.94089e-05-0.00082561j -4.329e-05-0.000209314j -0.000988991-0.000109587j -0.000705227-0.00118578j -0.000970356+0.000388137j -0.000845248-0.000513546j -0.000418608+1.84658e-05j 0.00153244+0.000981545j -7.65653e-05+0.00279536j 0.00165798+0.000518011j 0.00010558+0.00110391j 0.000142916-0.000752567j -0.00133655+0.00145753j -0.000319699-0.00235412j -0.0037888-0.00326644j -0.00145354-0.00367999j 0.00183541+0.00534119j 0.000317801+0.00131548j 0.000348696+0.00337454j 0.00121363+0.00137164j -0.00118155-0.00172654j 0.00370097+0.0077748j -1.9789e-05-0.00128697j -0.00199002+0.00319683j 0.00109785+0.00419j 0.000380066-0.00607525j -0.00336921-0.00371275j -0.00105272-0.0029807j 0.00196384+0.00169583j 0.00289554-0.00679976j -0.000519819-0.00330273j -0.00426397+7.97258e-05j -0.000340706+0.00554414j -0.00128783+0.00466489j 0.00337103-0.00393567j 0.00050201-0.00115017j -0.00411228-0.000900732j 0.000717833-0.00284719j 0.00338625+0.00200286j -0.00299962+0.00269605j 0.000492538-0.00191872j 0.00220212+0.00187686j 0.000494033+0.000262152j -0.00609284-0.000215701j -0.000802689+0.000282101j -0.000643968-3.5242e-05j -0.0185956+0.0012483j -0.0242715+0.000175035j -0.0237668-0.00111652j -0.000505861-6.97029e-05j -0.00677348+0.00174084j -0.00123924+0.00041441j -0.000811441-0.000646048j 0.0019755-0.00129444j -0.000747701+0.00152059j 0.00189619+0.000231722j 0.000555536-0.00363969j 0.00225672+0.00224821j 0.00174826+0.0021839j -0.00178911-0.0036963j -0.000311453-0.00313736j -0.00334078-0.00131336j -0.000573744-0.000287274j 0.000338486-0.000101181j 0.00077875+0.00158422j 
-0.000450032+0.000996063j 0.000123939+0.000300457j -0.00055077-7.13142e-05j 0.000296683-0.00105927j -0.00056419-0.00188679j 0.00117612+0.000169775j 0.000255309+0.000409878j -0.000740971-0.0020063j 0.00133935-0.00122319j 0.000506362-0.00326437j -0.00339037-0.000938127j 0.00032392-0.00109159j -0.000990165+0.000287167j 0.000277577-0.000314659j -0.000722812+0.000370882j -0.000404631+0.000774197j -0.000433842-0.000399546j -0.00181953+0.00107049j 0.000608056+0.0023354j -0.00119257-0.00469606j 0.00164157-0.00153792j 0.00144332+0.00218783j 0.00201461-0.00484074j 0.0015738-0.002959j 0.000301738-0.00225262j 0.00232753-0.00653984j -0.00107228+0.00600918j 0.000830446+0.00195704j -0.00250696-6.6045e-06j -0.00191989-0.00396297j -0.000166609+0.00448231j 0.00296991-0.0107093j -0.00505016+0.00666283j -0.00268658+0.00607608j 0.000172689-0.00997555j 0.00168966-0.00367784j -0.0017278+0.00485928j -0.000611223+0.000562604j -0.00200572+0.000169354j -0.00101378-0.00106661j 0.00340213-0.00255608j 0.00440664-0.00102503j -0.00223068-0.000642143j -2.1109e-05-0.00239053j 0.00590189-0.00130463j 0.00372803-0.00341967j -0.00028322-0.0016345j 0.00340585-0.000112312j 0.00784746-0.00184949j 0.0137097-9.53675e-05j 3.47531e-06+6.57837e-05j 0.00293241-0.000444339j 0.00990862+0.0020765j 0.00316017+0.000156844j 0.00250326-0.000342539j -0.00387078+0.000207959j 0.00198028+0.00061365j -0.00521651-0.000929246j -0.00645563-0.00553214j -0.00276664-0.00317159j -0.00080238-0.00106536j -0.00148607+0.000628697j -0.000928587-0.00181722j -5.54608e-05+0.00106315j 0.000120112-7.42101e-05j 0.000435736+0.0021734j 0.000787198-0.000505249j -0.00207729+0.000440258j -8.63742e-05-0.000557581j 0.000341295-0.000659679j 
0.000465555+0.00108749j 0.000447435+0.000422067j 0.000213807+0.000219131j 0.000333935+0.000270367j -0.00079097-0.00152438j 0.000714648+0.00022363j 0.00151919-0.000226435j -0.00122639-0.00115212j -0.00116727-0.0016866j -0.00103843-0.00231707j 9.7676e-05-0.00075749j -0.0006186-0.000761347j 0.000955115+0.000196237j 0.0022197+0.000555358j 0.00125922+0.00086951j -8.27818e-05+0.000529284j 8.15256e-05-0.000511229j 0.000991972+0.0016011j 0.000642683+0.00193495j -0.00209999-0.00350546j -0.00114544-0.00361466j 0.0010254+0.00507902j -0.000782171-0.00637546j 2.30298e-05-0.00351517j 0.00159254+0.00186311j -0.000569889-0.00188776j 0.00169763+0.00855054j -0.00221381-0.0184889j -0.000329187+0.00780188j -0.000647276-0.000905202j -4.49026e-06+0.000605855j -0.000736633-0.0175885j -0.00275775+0.0130399j -0.00014383-0.00775555j -0.00015398-0.00636044j 0.0012072-0.0074845j -0.00277955+0.00640317j -0.00104684+0.00495727j -0.000717319+0.000444009j -0.000238616-0.00180462j 0.00173429-0.00138443j 0.00293305-0.00220016j -0.000983224-0.00119805j 0.000116508+0.000668811j -0.000530144+0.00305826j -0.000126382-0.00127322j 0.000196696-0.000367946j 0.000120166-0.000115934j 0.00112559-0.000414061j 0.00626088+0.00182566j -0.000437144+6.24504e-05j -0.000421024-0.000435322j -0.000208373+0.00165072j -0.00220736-0.00206217j 0.00700706-0.00154785j -0.00177109+0.000311496j -0.0010599+0.000719414j -0.00270679+0.000989518j 0.000849074-0.00382375j 7.84719e-06-0.000704744j -0.000364451-0.000272556j -0.000134484+1.57465e-06j 6.26117e-05-0.000150079j -3.89697e-05+0.000646289j -3.42813e-05-0.000556326j 0.000187284+0.000342789j 0.000145373+0.000451647j -0.000213415+7.9497e-05j -7.22498e-05+9.19159e-05j 1.41915e-05-0.000193421j 
0.000172425+0.000155531j 0.000722768-0.000106484j 0.000345582-0.000252849j -0.00119675-0.0013641j 0.000973197+0.000132474j 0.000948579+4.30612e-05j -0.00171399-0.00133831j -0.00136821-0.000443108j 0.000436613-0.000201094j -0.00110263-0.000986013j -0.00414621-0.000828303j -0.000878272+0.000132634j -0.00146317-0.000165437j 0.000115344-0.000769989j -0.000253509-0.000505268j -0.000611972+0.00108652j 0.000433579-0.000892097j 0.000324898-0.00199577j 0.00285154+9.49808e-05j -0.0035469-0.00334024j 0.000868024+0.00642748j -0.00132422-0.00243326j -0.00275417-0.00298198j -0.000579023+0.00337184j -0.000918637+0.000646125j -0.00236186-0.00395619j 0.000858003+0.000468258j -6.97937e-05+0.00667133j -0.000798973-0.00741914j 0.000724422-0.0125561j 0.0017562+0.016916j -0.0016039+0.002143j 0.00349958-0.00754127j 0.000299179+0.00785498j 0.00137846-0.00301818j -0.0017094+0.00130451j -0.00123024+0.00520314j 0.00108448-0.0046096j 0.000147178-0.000864236j -0.00369684+0.0065368j -8.87293e-06-0.00247386j -0.00213123-0.00124567j 0.00103839-0.000771888j -0.000533244+0.00073417j -0.00378579+0.0024805j -0.00228319+0.00299784j -0.000362308+0.000510441j 0.00117147-0.00196692j -0.00755515-0.000447229j -0.00587072+0.000211858j -0.000234454+0.000166123j -0.00247923-0.000428588j -0.00392321-0.00035017j -0.00243532+0.00148528j -4.99249e-05+8.59734e-05j 0.00139412-0.000762199j 0.00224631-0.000882894j 0.00152129+0.0011656j 0.00572012+0.00159362j 0.002021+0.00242348j 0.000312354+0.000603314j 0.00114354-0.000240258j 0.00061044+0.00124988j 0.000255022-0.000800188j -0.000346258+0.000239766j -0.000122703-0.000969975j -0.000530689+0.000837236j 0.00102499-7.15068e-05j -4.30256e-05+0.000220128j -0.000193071+0.00028154j 
-0.000979852-0.000403318j -0.000711449+0.000430222j 0.000923619+0.0025859j 0.000524352+0.000473153j 0.0018901+0.00149016j 7.99568e-05+3.69556e-05j 0.000171189-0.00184702j 0.000831143+0.00147784j 0.000817688+0.000304179j 0.00127403+0.00113178j 0.00567538+0.00103948j -0.000588433+0.000881726j 9.92279e-05-0.000892751j -0.000196264-1.87919e-05j 0.00188962-8.77468e-05j -0.00168489-0.000409276j -0.000608708-0.000656656j -0.00117262+6.5479e-05j -0.000901135-0.000979757j -0.00157954-0.00124662j 0.00295813+0.00801413j -0.00229171-0.00577717j 4.70618e-05-0.00113715j 0.00308334+0.0132392j 0.00207558+0.0103193j 0.000403331+0.00976371j -0.0021059-0.00873885j -0.00066091-0.0110277j -0.00167824+0.00816514j -0.000627186-0.00233586j -0.000382354+0.00571556j 0.00159933+0.00882702j 0.0012628-0.00297027j 0.00200313-0.0128382j 0.000808002+0.00653775j 0.00274846-0.00446509j 0.000555215-0.00225133j 0.00114613-0.00620899j -0.0010376+0.0046012j -0.000621369+0.00357651j 0.000167534-0.000772682j -0.00234217+0.00239277j -0.00276188-0.00104795j 0.00106095+0.000352213j -0.00134707+0.000799234j 0.00194127-0.00397202j -0.000956447-0.000113452j -0.00113361-2.38357e-05j 0.00067566+0.00137391j 0.000771054+0.000476739j 0.000484165-0.000143575j 0.00297901-0.000125913j 0.00743825-0.00288999j 0.00307997-0.00222728j -0.00373979+0.000531054j 0.00125631-0.000549784j -0.00166408-0.000281835j -0.00353693-0.00242297j -0.00157692-0.00124131j -0.00122334+0.00181913j 0.00124925-0.00133037j -0.000791153+0.000209454j -0.00108427-0.000533796j -0.000886681-0.000235238j 0.00120434+0.000651164j 0.00065328+0.00134611j -0.00120875+0.000555026j -0.000239478+0.00169604j -0.000834018+8.97594e-05j 0.000318476-0.000785443j 
-0.000118366+4.21078e-05j 0.000872659-1.87102e-05j 0.000875687-0.000434206j -0.000349677-0.00158646j 0.00105848-0.000928132j 0.00138704+7.96942e-05j -0.00160335-4.70134e-05j -0.000763539-0.00133929j 0.00140264-0.000441306j -0.000115584-0.00261909j -0.00285048-0.000962788j -0.000822294-0.000564697j -0.00133338+0.000570415j 0.000124481-0.000717017j 0.000471332+0.000281922j -0.000965176+0.00130019j 0.000224826-0.00107157j 0.000509413-0.00213619j 0.00113233+0.00188702j 0.000477087-0.00100885j 0.00197284+0.00722082j -0.00271846-0.00380058j -6.15932e-05-0.00248632j 0.000945088+0.000799567j -0.00208597-2.20199e-06j -0.00197294-0.00159858j -0.00154536+0.00220695j -0.00040249+0.002901j -0.000153093-0.00477008j 5.72259e-06-0.0090371j -0.000607089+0.0134726j 0.00138649-0.000872961j 0.00141217-0.00608476j -0.00161366+0.00533039j -0.000244575-0.000187317j 0.00109039+0.000203217j 0.000696559+0.00405275j 0.000942251-0.00410129j -0.00140643-0.00124524j -0.00400152+0.00479368j 0.00114065-0.00172329j 0.0021806+0.000486441j 0.00271476-0.00106367j -0.000356171+0.0014318j 0.00340825-0.00118411j -0.00293592+0.00307338j 8.24043e-05+0.000966632j 0.00313755-0.000950539j -0.000163243-0.00175264j 0.00469251+0.000240518j -0.00018838+8.01187e-05j -0.00237884-0.000690747j 0.00238949+0.00182065j -0.00190967+0.00343255j 0.00140088-3.52941e-05j 0.00160082-0.00101945j 0.00310969+0.000323628j 0.00300522+0.00243074j -4.52313e-05-0.000565544j -3.77386e-05-0.000116222j -0.000920374+0.000891334j 0.00107009+0.000100114j 0.000375461+0.000844242j 0.000453408+7.48881e-05j -0.000747363-0.000194552j -0.0012493-0.00066684j 0.00121008+0.000384621j -9.08855e-05-0.0011561j 0.000773945-0.000124548j -0.000122216+0.000409836j 
0.000440539+5.0751e-05j -0.000458043-0.000484017j -0.000419765-0.00109848j 8.80253e-05-0.000666554j 0.000788272+0.000484032j 0.000694725-0.000147394j 0.00219554+0.00142896j -0.000356159+7.30928e-05j 2.63124e-05+0.000920955j -0.000744514-0.000864777j 0.00150274+0.000985913j 0.00105481+0.000360069j 0.000491249-0.000706841j -0.00027678-0.00241829j -0.00108373-0.000521536j 0.00148915-0.00133944j 0.000684339-0.000542867j -0.000157226-0.00281993j 0.00121657+0.00301779j -0.00282279-0.0078898j -0.0035319-0.00298334j 0.00426681+0.0139468j 0.000198085-0.00536216j 0.00261848+0.0128738j 0.0021074+0.0097307j 0.00174098-0.000594122j -0.00241094-0.00759067j 0.00118131+0.00899085j 0.00135554+0.00278547j -0.00120636+0.00314886j 0.000646793-0.00102278j 0.000501962+0.0081855j -0.00264073+0.0132044j -7.48905e-05-0.0029437j 0.00421123-0.015236j 0.00023124-0.000387062j -0.00082965+0.0037476j -0.00106004+0.00146367j -0.00108375+0.00244527j -0.00211595-0.00121747j -0.00232961+0.0001846j -0.00152036-8.12576e-05j 0.00118086-0.000784707j -0.0018439-0.00178787j 0.000392963+2.91126e-05j -0.000380022+0.000838438j -0.00122233-0.000373358j -0.00315672+0.00107954j 0.00353558-0.000922471j 0.0012048+0.000565471j 0.000663175+0.000120878j -0.00239478-0.00307196j 0.000465958-0.00114193j 0.0004217+1.04763e-05j -0.005144+0.00145918j 0.000886392-0.000469072j 0.00113405-0.000369434j 0.000981411-0.000372234j 0.000464724-0.000540574j 0.000653886+0.000150619j -0.000592656+0.000255205j 0.000713676+0.00057924j -0.000206071+0.000187897j 4.99862e-05+0.000274248j -8.22569e-05-0.000349892j 0.000163421+0.000739994j 0.000501881+2.03439e-05j -0.00013951+0.000231668j 9.57425e-06-0.000217077j -0.000184227-0.000158923j 
0.000168886+0.000275285j -1.78535e-05-0.000397204j -0.000173173-0.000493567j 0.000475728-0.000628561j 7.73897e-05-0.001101j -0.00055958+0.000954563j -0.0003153+0.00114389j -0.000331146-0.000240819j -0.000138255+0.000379693j -0.00143006+0.00181398j 0.000206922-0.000374912j 0.000239803-0.000435827j 0.000200856-0.000129083j -0.000251965-0.000370041j -0.00040154+0.000400432j 8.60494e-05-0.00018265j -0.000638003-0.000367261j -0.00150345+0.00184687j -0.00177333+0.00321147j 0.00409598-0.00186554j 0.00166389-0.00378471j 0.00164482+0.00082461j -0.000617295+0.00237625j -0.000758856-0.00126441j -0.000933837-0.00091824j 0.000456687-0.00153723j 0.000257042-0.000468409j -0.000882018+0.00294727j 0.000569004+0.000648903j 0.0008735+0.00200053j -0.000125876-0.00332602j 0.00374874-0.00416139j -0.000983562+0.00273509j -0.00226151+0.00250109j 0.00248262-0.00458379j 0.00184251-0.00137399j 0.00140091-0.000264986j -0.000176014+0.00109317j 0.000620274-0.00158769j 0.00131822-0.00180356j 0.00146795+0.000243631j 0.00337222+9.49109e-05j -0.000427274+0.00128705j -0.0019765+4.27713e-05j 0.00490713-0.00403804j 0.00344406-0.000225147j -0.0018644-4.4075e-05j -0.00300941+0.000718478j -0.0498657+0.0017065j -0.0243178+0.000629824j -0.000572285-3.43e-05j 0.00326299-0.00233241j 0.000481002-0.000512492j -0.0103243-0.00106184j 0.00231106+0.000113753j -0.000259231-0.000113474j 0.00143111+0.000479807j 0.0042913+0.00156484j -0.00464248-0.00180957j -0.00122929-0.00242425j -0.00100754+0.000181556j 0.000247311+0.000920734j -0.000808165-0.00117458j -0.00262858-0.00310674j 0.00248583+0.0049489j -0.000462394-6.886e-06j 0.00301078+0.00091079j -0.000266904-0.00100078j 0.000407617+0.000128135j -0.000422778-0.000104929j 
